Entity,Year,Human Development Index (without GDP metric)
Paraguay,1980,0.28
Paraguay,1985,0.29
Paraguay,1990,0.31
Paraguay,1995,0.34
Paraguay,2000,0.37
Paraguay,2005,0.40
Paraguay,2007,0.40
Paraguay,2010,0.40
Paraguay,2015,0.42
Peru,1870,0.02
Peru,1880,0.02
Peru,1890,0.02
Peru,1900,0.02
Peru,1913,0.04
Peru,1925,0.05
Peru,1929,0.06
Peru,1933,0.06
Peru,1938,0.07
Peru,1950,0.12
Peru,1955,0.13
Peru,1960,0.15
Peru,1965,0.17
Peru,1970,0.20
Peru,1975,0.23
Peru,1980,0.26
Peru,1985,0.29
Peru,1990,0.32
Peru,1995,0.35
Peru,2000,0.39
Peru,2005,0.41
Peru,2007,0.42
Peru,2010,0.43
Peru,2015,0.47
Philippines,1870,0.02
Philippines,1880,0.02
Philippines,1890,0.02
Philippines,1900,0.02
Philippines,1913,0.03
Philippines,1925,0.09
Philippines,1929,0.09
Philippines,1933,0.09
Philippines,1938,0.12
Philippines,1950,0.17
Philippines,1955,0.18
Philippines,1960,0.19
Philippines,1965,0.23
Philippines,1970,0.25
Philippines,1975,0.26
Philippines,1980,0.28
Philippines,1985,0.31
Philippines,1990,0.34
Philippines,1995,0.37
Philippines,2000,0.38
Philippines,2005,0.42
Philippines,2007,0.42
Philippines,2010,0.44
Philippines,2015,0.40
Poland,1870,0.05
Poland,1880,0.06
Poland,1890,0.07
Poland,1900,0.09
Poland,1913,0.10
Poland,1925,0.15
Poland,1929,0.16
Poland,1933,0.18
Poland,1938,0.19
Poland,1950,0.27
Poland,1955,0.30
Poland,1960,0.35
Poland,1965,0.38
Poland,1970,0.40
Poland,1975,0.40
Poland,1980,0.42
Poland,1985,0.43
Poland,1990,0.45
Poland,1995,0.47
Poland,2000,0.51
Poland,2005,0.55
Poland,2007,0.55
Poland,2010,0.56
Poland,2015,0.62
Portugal,1870,0.05
Portugal,1880,0.06
Portugal,1890,0.07
Portugal,1900,0.07
Portugal,1913,0.08
Portugal,1925,0.09
Portugal,1929,0.09
Portugal,1933,0.11
Portugal,1938,0.12
Portugal,1950,0.15
Portugal,1955,0.19
Portugal,1960,0.21
Portugal,1965,0.23
Portugal,1970,0.28
Portugal,1975,0.30
Portugal,1980,0.33
Portugal,1985,0.36
Portugal,1990,0.38
Portugal,1995,0.44
Portugal,2000,0.51
Portugal,2005,0.55
Portugal,2007,0.57
Portugal,2010,0.60
Portugal,2015,0.73
Puerto Rico,1913,0.08
Puerto Rico,1925,0.10
Puerto Rico,1929,0.11
Puerto Rico,1933,0.12
Puerto Rico,1938,0.14
Puerto Rico,1950,0.25
Puerto Rico,1955,0.30
Puerto Rico,1960,0.33
Puerto Rico,1965,0.35
Puerto Rico,1970,0.40
Puerto Rico,1975,0.41
Puerto Rico,1980,0.41
Puerto Rico,1985,0.43
Puerto Rico,1990,0.44
Puerto Rico,1995,0.48
Puerto Rico,2000,0.52
Puerto Rico,2005,0.55
Puerto Rico,2007,0.56
Puerto Rico,2010,0.57
Puerto Rico,2015,0.55
Qatar,1950,0.07
Qatar,1955,0.10
Qatar,1960,0.14
Qatar,1965,0.17
Qatar,1970,0.20
Qatar,1975,0.24
Qatar,1980,0.27
Qatar,1985,0.30
Qatar,1990,0.32
Qatar,1995,0.34
Qatar,2000,0.39
Qatar,2005,0.42
Qatar,2007,0.40
Qatar,2010,0.42
Qatar,2015,0.56
Romania,1870,0.03
Romania,1880,0.03
Romania,1890,0.04
Romania,1900,0.06
Romania,1913,0.08
Romania,1925,0.11
Romania,1929,0.12
Romania,1933,0.13
Romania,1938,0.16
Romania,1950,0.21
Romania,1955,0.24
Romania,1960,0.28
Romania,1965,0.35
Romania,1970,0.34
Romania,1975,0.35
Romania,1980,0.40
Romania,1985,0.40
Romania,1990,0.39
Romania,1995,0.37
Romania,2000,0.40
Romania,2005,0.44
Romania,2007,0.46
Romania,2010,0.50
Romania,2015,0.53
Russia,1870,0.03
Russia,1880,0.03
Russia,1890,0.04
Russia,1900,0.05
Russia,1913,0.06
Russia,1925,0.10
Russia,1929,0.11
Russia,1933,0.14
Russia,1938,0.20
Russia,1950,0.28
Russia,1955,0.32
Russia,1960,0.36
Russia,1965,0.41
Russia,1970,0.44
Russia,1975,0.42
Russia,1980,0.42
Russia,1985,0.43
Russia,1990,0.44
Russia,1995,0.42
Russia,2000,0.41
Russia,2005,0.43
Russia,2007,0.42
Russia,2010,0.44
Russia,2015,0.50
Rwanda,1870,0.01
Rwanda,1880,0.01
Rwanda,1890,0.01
Rwanda,1900,0.01
Rwanda,1913,0.01
Rwanda,1925,0.01
Rwanda,1929,0.02
Rwanda,1933,0.02
Rwanda,1938,0.02
Rwanda,1950,0.05
Rwanda,1955,0.06
Rwanda,1960,0.07
Rwanda,1965,0.08
Rwanda,1970,0.09
Rwanda,1975,0.09
Rwanda,1980,0.10
Rwanda,1985,0.12
Rwanda,1990,0.08
Rwanda,1995,0.08
Rwanda,2000,0.14
Rwanda,2005,0.17
Rwanda,2007,0.19
Rwanda,2010,0.19
Rwanda,2015,0.28
Saint Kitts and Nevis,1980,0.38
Saint Kitts and Nevis,1985,0.38
Saint Kitts and Nevis,1990,0.40
Saint Kitts and Nevis,1995,0.43
Saint Kitts and Nevis,2000,0.47
Saint Kitts and Nevis,2005,0.43
Saint Kitts and Nevis,2007,0.43
Saint Kitts and Nevis,2010,0.47
Saint Kitts and Nevis,2015,0.52
Saint Vincent and the Grenadines,1980,0.38
Saint Vincent and the Grenadines,1985,0.43
Saint Vincent and the Grenadines,1990,0.40
Saint Vincent and the Grenadines,1995,0.45
Saint Vincent and the Grenadines,2000,0.45
Saint Vincent and the Grenadines,2005,0.46
Saint Vincent and the Grenadines,2007,0.43
Saint Vincent and the Grenadines,2010,0.45
Saint Vincent and the Grenadines,2015,0.49
Saudi Arabia,1870,0.01
Saudi Arabia,1913,0.01
Saudi Arabia,1950,0.02
Saudi Arabia,1955,0.03
Saudi Arabia,1960,0.04
Saudi Arabia,1965,0.05
Saudi Arabia,1970,0.10
Saudi Arabia,1975,0.14
Saudi Arabia,1980,0.17
Saudi Arabia,1985,0.21
Saudi Arabia,1990,0.24
Saudi Arabia,1995,0.28
Saudi Arabia,2000,0.31
Saudi Arabia,2005,0.36
Saudi Arabia,2007,0.38
Saudi Arabia,2010,0.43
Saudi Arabia,2015,0.40
Senegal,1870,0.01
Senegal,1880,0.01
Senegal,1890,0.01
Senegal,1900,0.01
Senegal,1913,0.01
Senegal,1925,0.01
Senegal,1929,0.01
Senegal,1933,0.02
Senegal,1938,0.02
Senegal,1950,0.02
Senegal,1955,0.03
Senegal,1960,0.04
Senegal,1965,0.05
Senegal,1970,0.06
Senegal,1975,0.07
Senegal,1980,0.08
Senegal,1985,0.10
Senegal,1990,0.11
Senegal,1995,0.12
Senegal,2000,0.13
Senegal,2005,0.14
Senegal,2007,0.15
Senegal,2010,0.17
Senegal,2015,0.23
Serbia,1870,0.03
Serbia,1880,0.04
Serbia,1890,0.05
Serbia,1900,0.07
Serbia,1913,0.08
Serbia,1925,0.09
Serbia,1929,0.11
Serbia,1933,0.12
Serbia,1938,0.14
Serbia,1950,0.20
Serbia,1955,0.23
Serbia,1960,0.27
Serbia,1965,0.30
Serbia,1970,0.32
Serbia,1975,0.35
Serbia,1980,0.35
Serbia,1985,0.36
Serbia,1990,0.39
Serbia,1995,0.38
Serbia,2000,0.43
Serbia,2005,0.44
Serbia,2007,0.45
Serbia,2010,0.49
Serbia,2015,0.51
Seychelles,1980,0.23
Seychelles,1985,0.32
Seychelles,1990,0.35
Seychelles,1995,0.36
Seychelles,2000,0.36
Seychelles,2005,0.38
Seychelles,2007,0.39
Seychelles,2010,0.41
Seychelles,2015,0.43
Sierra Leone,1870,0.01
Sierra Leone,1880,0.01
Sierra Leone,1890,0.01
Sierra Leone,1900,0.01
Sierra Leone,1913,0.01
Sierra Leone,1925,0.01
Sierra Leone,1929,0.01
Sierra Leone,1933,0.01
Sierra Leone,1938,0.02
Sierra Leone,1950,0.02
Sierra Leone,1955,0.03
Sierra Leone,1960,0.03
Sierra Leone,1965,0.04
Sierra Leone,1970,0.04
Sierra Leone,1975,0.05
Sierra Leone,1980,0.07
Sierra Leone,1985,0.09
Sierra Leone,1990,0.08
Sierra Leone,1995,0.08
Sierra Leone,2000,0.10
Sierra Leone,2005,0.12
Sierra Leone,2007,0.12
Sierra Leone,2010,0.13
Sierra Leone,2015,0.15
Singapore,1870,0.01
Singapore,1913,0.02
Singapore,1950,0.17
Singapore,1955,0.20
Singapore,1960,0.23
Singapore,1965,0.30
Singapore,1970,0.27
Singapore,1975,0.29
Singapore,1980,0.31
Singapore,1985,0.34
Singapore,1990,0.39
Singapore,1995,0.42
Singapore,2000,0.45
Singapore,2005,0.56
Singapore,2007,0.58
Singapore,2010,0.60
Singapore,2015,0.77
Slovakia,1990,0.44
Slovakia,1995,0.44
Slovakia,2000,0.44
Slovakia,2005,0.49
Slovakia,2007,0.51
Slovakia,2010,0.52
Slovakia,2015,0.54
Slovenia,1980,0.39
Slovenia,1985,0.42
Slovenia,1990,0.45
Slovenia,1995,0.48
Slovenia,2000,0.53
Slovenia,2005,0.63
Slovenia,2007,0.65
Slovenia,2010,0.66
Slovenia,2015,0.74
South Africa,1870,0.03
South Africa,1880,0.03
South Africa,1890,0.05
South Africa,1900,0.05
South Africa,1913,0.06
South Africa,1925,0.07
South Africa,1929,0.07
South Africa,1933,0.08
South Africa,1938,0.09
South Africa,1950,0.11
South Africa,1955,0.13
South Africa,1960,0.15
South Africa,1965,0.17
South Africa,1970,0.19
South Africa,1975,0.21
South Africa,1980,0.22
South Africa,1985,0.25
South Africa,1990,0.27
South Africa,1995,0.28
South Africa,2000,0.27
South Africa,2005,0.25
South Africa,2007,0.25
South Africa,2010,0.26
South Africa,2015,0.30
South Korea,1870,0.01
South Korea,1880,0.01
South Korea,1890,0.01
South Korea,1900,0.01
South Korea,1913,0.01
South Korea,1925,0.04
South Korea,1929,0.05
South Korea,1933,0.06
South Korea,1938,0.09
South Korea,1950,0.14
South Korea,1955,0.17
South Korea,1960,0.19
South Korea,1965,0.22
South Korea,1970,0.26
South Korea,1975,0.29
South Korea,1980,0.32
South Korea,1985,0.37
South Korea,1990,0.42
South Korea,1995,0.47
South Korea,2000,0.56
South Korea,2005,0.66
South Korea,2007,0.73
South Korea,2010,0.78
South Korea,2015,0.83
Spain,1870,0.05
Spain,1880,0.06
Spain,1890,0.07
Spain,1900,0.08
Spain,1913,0.10
Spain,1925,0.13
Spain,1929,0.15
Spain,1933,0.17
Spain,1938,0.18
Spain,1950,0.24
Spain,1955,0.27
Spain,1960,0.32
Spain,1965,0.33
Spain,1970,0.36
Spain,1975,0.38
Spain,1980,0.43
Spain,1985,0.46
Spain,1990,0.51
Spain,1995,0.55
Spain,2000,0.61
Spain,2005,0.66
Spain,2007,0.73
Spain,2010,0.79
Spain,2015,0.87
Sri Lanka,1870,0.02
Sri Lanka,1880,0.03
Sri Lanka,1890,0.04
Sri Lanka,1900,0.05
Sri Lanka,1913,0.05
Sri Lanka,1925,0.06
Sri Lanka,1929,0.07
Sri Lanka,1933,0.08
Sri Lanka,1938,0.12
Sri Lanka,1950,0.19
Sri Lanka,1955,0.22
Sri Lanka,1960,0.24
Sri Lanka,1965,0.25
Sri Lanka,1970,0.26
Sri Lanka,1975,0.27
Sri Lanka,1980,0.30
Sri Lanka,1985,0.31
Sri Lanka,1990,0.33
Sri Lanka,1995,0.35
Sri Lanka,2000,0.37
Sri Lanka,2005,0.40
Sri Lanka,2007,0.39
Sri Lanka,2010,0.42
Sri Lanka,2015,0.43
Sudan,1870,0.01
Sudan,1880,0.01
Sudan,1890,0.01
Sudan,1900,0.01
Sudan,1913,0.01
Sudan,1925,0.01
Sudan,1929,0.01
Sudan,1933,0.01
Sudan,1938,0.02
Sudan,1950,0.03
Sudan,1955,0.04
Sudan,1960,0.05
Sudan,1965,0.06
Sudan,1970,0.08
Sudan,1975,0.09
Sudan,1980,0.11
Sudan,1985,0.12
Sudan,1990,0.13
Sudan,1995,0.15
Sudan,2000,0.16
Sudan,2005,0.18
Sudan,2007,0.19
Sudan,2010,0.21
Sudan,2015,0.21
Swaziland,1870,0.01
Swaziland,1880,0.01
Swaziland,1890,0.02
Swaziland,1900,0.02
Swaziland,1913,0.02
Swaziland,1925,0.03
Swaziland,1929,0.03
Swaziland,1933,0.04
Swaziland,1938,0.04
Swaziland,1950,0.05
Swaziland,1955,0.07
Swaziland,1960,0.08
Swaziland,1965,0.10
Swaziland,1970,0.13
Swaziland,1975,0.15
Swaziland,1980,0.18
Swaziland,1985,0.21
Swaziland,1990,0.23
Swaziland,1995,0.24
Swaziland,2000,0.20
Swaziland,2005,0.18
Swaziland,2007,0.19
Swaziland,2010,0.19
Swaziland,2015,0.22
Sweden,1870,0.17
Sweden,1880,0.19
Sweden,1890,0.21
Sweden,1900,0.22
Sweden,1913,0.26
Sweden,1925,0.27
Sweden,1929,0.28
Sweden,1933,0.29
Sweden,1938,0.30
Sweden,1950,0.37
Sweden,1955,0.40
Sweden,1960,0.41
Sweden,1965,0.42
Sweden,1970,0.46
Sweden,1975,0.47
Sweden,1980,0.50
Sweden,1985,0.52
Sweden,1990,0.53
Sweden,1995,0.60
Sweden,2000,0.77
Sweden,2005,0.80
Sweden,2007,0.72
Sweden,2010,0.72
Sweden,2015,0.84
Switzerland,1870,0.16
Switzerland,1880,0.18
Switzerland,1890,0.21
Switzerland,1900,0.23
Switzerland,1913,0.25
Switzerland,1925,0.28
Switzerland,1929,0.29
Switzerland,1933,0.30
Switzerland,1938,0.32
Switzerland,1950,0.34
Switzerland,1955,0.38
Switzerland,1960,0.39
Switzerland,1965,0.39
Switzerland,1970,0.40
Switzerland,1975,0.44
Switzerland,1980,0.49
Switzerland,1985,0.50
Switzerland,1990,0.51
Switzerland,1995,0.55
Switzerland,2000,0.61
Switzerland,2005,0.66
Switzerland,2007,0.68
Switzerland,2010,0.70
Switzerland,2015,0.75
Syria,1870,0.01
Syria,1913,0.02
Syria,1950,0.09
Syria,1955,0.10
Syria,1960,0.11
Syria,1965,0.14
Syria,1970,0.16
Syria,1975,0.18
Syria,1980,0.22
Syria,1985,0.24
Syria,1990,0.28
Syria,1995,0.29
Syria,2000,0.30
Syria,2005,0.35
Syria,2007,0.37
Syria,2010,0.39
Syria,2015,0.36
Taiwan,1870,0.01
Taiwan,1880,0.01
Taiwan,1890,0.01
Taiwan,1900,0.01
Taiwan,1913,0.02
Taiwan,1925,0.07
Taiwan,1929,0.07
Taiwan,1933,0.08
Taiwan,1938,0.10
Taiwan,1950,0.15
Taiwan,1955,0.21
Taiwan,1960,0.25
Taiwan,1965,0.30
Taiwan,1970,0.33
Taiwan,1975,0.35
Taiwan,1980,0.37
Taiwan,1985,0.39
Taiwan,1990,0.45
Taiwan,1995,0.45
Taiwan,2000,0.54
Taiwan,2005,0.66
Taiwan,2007,0.70
Taiwan,2010,0.76
Taiwan,2015,0.78
Tajikistan,1980,0.33
Tajikistan,1985,0.37
Tajikistan,1990,0.37
Tajikistan,1995,0.36
Tajikistan,2000,0.36
Tajikistan,2005,0.38
Tajikistan,2007,0.39
Tajikistan,2010,0.40
Tajikistan,2015,0.42
Tanzania,1870,0.01
Tanzania,1880,0.01
Tanzania,1890,0.01
Tanzania,1900,0.01
Tanzania,1913,0.01
Tanzania,1925,0.02
Tanzania,1929,0.03
Tanzania,1933,0.03
Tanzania,1938,0.02
Tanzania,1950,0.03
Tanzania,1955,0.05
Tanzania,1960,0.07
Tanzania,1965,0.08
Tanzania,1970,0.09
Tanzania,1975,0.10
Tanzania,1980,0.14
Tanzania,1985,0.15
Tanzania,1990,0.15
Tanzania,1995,0.15
Tanzania,2000,0.16
Tanzania,2005,0.20
Tanzania,2007,0.21
Tanzania,2010,0.21
Tanzania,2015,0.27
Thailand,1870,0.01
Thailand,1880,0.01
Thailand,1890,0.01
Thailand,1900,0.01
Thailand,1913,0.02
Thailand,1925,0.03
Thailand,1929,0.04
Thailand,1933,0.06
Thailand,1938,0.08
Thailand,1950,0.13
Thailand,1955,0.15
Thailand,1960,0.17
Thailand,1965,0.18
Thailand,1970,0.22
Thailand,1975,0.23
Thailand,1980,0.28
Thailand,1985,0.31
Thailand,1990,0.31
Thailand,1995,0.32
Thailand,2000,0.33
Thailand,2005,0.36
Thailand,2007,0.37
Thailand,2010,0.40
Thailand,2015,0.42
Togo,1870,0.01
Togo,1880,0.01
Togo,1890,0.01
Togo,1900,0.01
Togo,1913,0.01
Togo,1925,0.01
Togo,1929,0.01
Togo,1933,0.01
Togo,1938,0.02
Togo,1950,0.04
Togo,1955,0.05
Togo,1960,0.05
Togo,1965,0.07
Togo,1970,0.09
Togo,1975,0.10
Togo,1980,0.15
Togo,1985,0.16
Togo,1990,0.16
Togo,1995,0.18
Togo,2000,0.20
Togo,2005,0.23
Togo,2007,0.22
Togo,2010,0.23
Togo,2015,0.24
Trinidad and Tobago,1950,0.23
Trinidad and Tobago,1955,0.26
Trinidad and Tobago,1960,0.28
Trinidad and Tobago,1965,0.31
Trinidad and Tobago,1970,0.32
Trinidad and Tobago,1975,0.33
Trinidad and Tobago,1980,0.35
Trinidad and Tobago,1985,0.35
Trinidad and Tobago,1990,0.38
Trinidad and Tobago,1995,0.39
Trinidad and Tobago,2000,0.38
Trinidad and Tobago,2005,0.40
Trinidad and Tobago,2007,0.39
Trinidad and Tobago,2010,0.41
Trinidad and Tobago,2015,0.42
Tunisia,1870,0.01
Tunisia,1880,0.01
Tunisia,1890,0.01
Tunisia,1900,0.01
Tunisia,1913,0.02
Tunisia,1925,0.03
Tunisia,1929,0.03
Tunisia,1933,0.04
Tunisia,1938,0.04
Tunisia,1950,0.06
Tunisia,1955,0.08
Tunisia,1960,0.09
Tunisia,1965,0.12
Tunisia,1970,0.14
Tunisia,1975,0.16
Tunisia,1980,0.18
Tunisia,1985,0.22
Tunisia,1990,0.26
Tunisia,1995,0.29
Tunisia,2000,0.33
Tunisia,2005,0.36
Tunisia,2007,0.37
Tunisia,2010,0.38
Tunisia,2015,0.40
Turkey,1870,0.01
Turkey,1880,0.01
Turkey,1890,0.02
Turkey,1900,0.02
Turkey,1913,0.02
Turkey,1925,0.03
Turkey,1929,0.04
Turkey,1933,0.05
Turkey,1938,0.06
Turkey,1950,0.10
Turkey,1955,0.10
Turkey,1960,0.12
Turkey,1965,0.15
Turkey,1970,0.18
Turkey,1975,0.20
Turkey,1980,0.21
Turkey,1985,0.24
Turkey,1990,0.27
Turkey,1995,0.29
Turkey,2000,0.32
Turkey,2005,0.37
Turkey,2007,0.39
Turkey,2010,0.41
Turkey,2015,0.47
Uganda,1870,0.01
Uganda,1880,0.01
Uganda,1890,0.01
Uganda,1900,0.01
Uganda,1913,0.01
Uganda,1925,0.03
Uganda,1929,0.03
Uganda,1933,0.03
Uganda,1938,0.04
Uganda,1950,0.07
Uganda,1955,0.08
Uganda,1960,0.08
Uganda,1965,0.09
Uganda,1970,0.10
Uganda,1975,0.11
Uganda,1980,0.12
Uganda,1985,0.13
Uganda,1990,0.14
Uganda,1995,0.13
Uganda,2000,0.17
Uganda,2005,0.20
Uganda,2007,0.20
Uganda,2010,0.22
Uganda,2015,0.24
Ukraine,1980,0.44
Ukraine,1985,0.46
Ukraine,1990,0.47
Ukraine,1995,0.44
Ukraine,2000,0.45
Ukraine,2005,0.48
Ukraine,2007,0.49
Ukraine,2010,0.50
Ukraine,2015,0.55
United Arab Emirates,1950,0.05
United Arab Emirates,1955,0.06
United Arab Emirates,1960,0.08
United Arab Emirates,1965,0.13
United Arab Emirates,1970,0.16
United Arab Emirates,1975,0.19
United Arab Emirates,1980,0.23
United Arab Emirates,1985,0.28
United Arab Emirates,1990,0.31
United Arab Emirates,1995,0.34
United Arab Emirates,2000,0.36
United Arab Emirates,2005,0.41
United Arab Emirates,2007,0.43
United Arab Emirates,2010,0.49
United Arab Emirates,2015,0.51
United Kingdom,1870,0.13
United Kingdom,1880,0.15
United Kingdom,1890,0.17
United Kingdom,1900,0.19
United Kingdom,1913,0.24
United Kingdom,1925,0.27
United Kingdom,1929,0.28
United Kingdom,1933,0.28
United Kingdom,1938,0.30
United Kingdom,1950,0.38
United Kingdom,1955,0.40
United Kingdom,1960,0.42
United Kingdom,1965,0.41
United Kingdom,1970,0.44
United Kingdom,1975,0.45
United Kingdom,1980,0.47
United Kingdom,1985,0.47
United Kingdom,1990,0.49
United Kingdom,1995,0.53
United Kingdom,2000,0.61
United Kingdom,2005,0.65
United Kingdom,2007,0.63
United Kingdom,2010,0.64
United Kingdom,2015,0.71
United States,1870,0.15
United States,1880,0.14
United States,1890,0.17
United States,1900,0.20
United States,1913,0.22
United States,1925,0.27
United States,1929,0.29
United States,1933,0.29
United States,1938,0.33
United States,1950,0.37
United States,1955,0.40
United States,1960,0.42
United States,1965,0.46
United States,1970,0.45
United States,1975,0.47
United States,1980,0.49
United States,1985,0.52
United States,1990,0.55
United States,1995,0.61
United States,2000,0.64
United States,2005,0.65
United States,2007,0.68
United States,2010,0.70
United States,2015,0.71
Uruguay,1870,0.07
Uruguay,1880,0.08
Uruguay,1890,0.09
Uruguay,1900,0.11
Uruguay,1913,0.13
Uruguay,1925,0.15
Uruguay,1929,0.17
Uruguay,1933,0.18
Uruguay,1938,0.20
Uruguay,1950,0.26
Uruguay,1955,0.28
Uruguay,1960,0.31
Uruguay,1965,0.32
Uruguay,1970,0.36
Uruguay,1975,0.36
Uruguay,1980,0.37
Uruguay,1985,0.40
Uruguay,1990,0.44
Uruguay,1995,0.45
Uruguay,2000,0.49
Uruguay,2005,0.55
Uruguay,2007,0.56
Uruguay,2010,0.57
Uruguay,2015,0.60
Uzbekistan,1990,0.42
Uzbekistan,1995,0.41
Uzbekistan,2000,0.39
Uzbekistan,2005,0.41
Uzbekistan,2007,0.40
Uzbekistan,2010,0.41
Uzbekistan,2015,0.43
Venezuela,1870,0.02
Venezuela,1880,0.02
Venezuela,1890,0.03
Venezuela,1900,0.03
Venezuela,1913,0.04
Venezuela,1925,0.04
Venezuela,1929,0.04
Venezuela,1933,0.05
Venezuela,1938,0.06
Venezuela,1950,0.14
Venezuela,1955,0.16
Venezuela,1960,0.19
Venezuela,1965,0.22
Venezuela,1970,0.25
Venezuela,1975,0.27
Venezuela,1980,0.30
Venezuela,1985,0.33
Venezuela,1990,0.36
Venezuela,1995,0.38
Venezuela,2000,0.38
Venezuela,2005,0.42
Venezuela,2007,0.47
Venezuela,2010,0.48
Venezuela,2015,0.49
Vietnam,1870,0.01
Vietnam,1913,0.01
Vietnam,1950,0.05
Vietnam,1955,0.09
Vietnam,1960,0.10
Vietnam,1965,0.12
Vietnam,1970,0.19
Vietnam,1975,0.23
Vietnam,1980,0.24
Vietnam,1985,0.25
Vietnam,1990,0.28
Vietnam,1995,0.33
Vietnam,2000,0.36
Vietnam,2005,0.39
Vietnam,2007,0.39
Vietnam,2010,0.41
Vietnam,2015,0.43
Yemen,1990,0.14
Yemen,1995,0.16
Yemen,2000,0.18
Yemen,2005,0.20
Yemen,2007,0.22
Yemen,2010,0.24
Yemen,2015,0.24
Zambia,1870,0.01
Zambia,1880,0.01
Zambia,1890,0.01
Zambia,1900,0.01
Zambia,1913,0.01
Zambia,1925,0.03
Zambia,1929,0.04
Zambia,1933,0.05
Zambia,1938,0.06
Zambia,1950,0.07
Zambia,1955,0.08
Zambia,1960,0.09
Zambia,1965,0.11
Zambia,1970,0.13
Zambia,1975,0.15
Zambia,1980,0.17
Zambia,1985,0.17
Zambia,1990,0.17
Zambia,1995,0.16
Zambia,2000,0.14
Zambia,2005,0.17
Zambia,2007,0.17
Zambia,2010,0.19
Zambia,2015,0.27
Zimbabwe,1870,0.01
Zimbabwe,1880,0.01
Zimbabwe,1890,0.01
Zimbabwe,1900,0.01
Zimbabwe,1913,0.01
Zimbabwe,1925,0.03
Zimbabwe,1929,0.03
Zimbabwe,1933,0.03
Zimbabwe,1938,0.04
Zimbabwe,1950,0.08
Zimbabwe,1955,0.10
Zimbabwe,1960,0.12
Zimbabwe,1965,0.13
Zimbabwe,1970,0.14
Zimbabwe,1975,0.16
Zimbabwe,1980,0.19
Zimbabwe,1985,0.26
Zimbabwe,1990,0.26
Zimbabwe,1995,0.22
Zimbabwe,2000,0.18
Zimbabwe,2005,0.17
Zimbabwe,2007,0.18
Zimbabwe,2010,0.19
Zimbabwe,2015,0.25
