Entity,Year,Carbon Monoxide,NOx,Non-methane Volatile Organic Compounds (VOCs),PM₁₀,PM₂.₅,SO₂,Carbon Monoxide (Index),NOx (Index),Non-methane Volatile Organic Compounds (VOCs) (Index),PM₁₀ (Index),PM₂.₅ (Index),SO₂ (Index)
Russia,2008,16299,3809,2889,,,4675,,,,,,
Russia,2009,15632,3669,2925,,,4512,,,,,,
Russia,2010,15363,3735,2894,,,4512,,,,,,
Russia,2011,15840,3649,2977,,,4462,,,,,,
Russia,2012,16119,3452,2563,,,4431,,,,,,
Russia,2013,15782,3423,2834,,,4306,,,,,,
Russia,2014,15517,3379,2741,,,4131,,,,,,
Slovakia,1990,505,222,136,120,93,526,100.00,100.00,100.00,100.00,100.00,100.00
Slovakia,1991,483,201,125,106,82,445,95.64,90.54,91.67,88.47,88.29,84.60
Slovakia,1992,441,188,113,95,74,390,87.33,84.69,83.33,79.35,79.25,74.14
Slovakia,1993,452,180,102,83,64,328,89.51,81.08,75.00,69.31,68.75,62.36
Slovakia,1994,427,170,98,75,57,245,84.55,76.58,71.69,62.58,61.77,46.58
Slovakia,1995,416,178,93,72,55,246,82.38,80.18,68.38,59.96,59.40,46.77
Slovakia,1996,359,135,89,71,55,231,71.09,60.81,65.44,59.24,59.06,43.92
Slovakia,1997,359,127,81,66,51,205,71.09,57.21,59.56,54.49,54.53,38.97
Slovakia,1998,342,133,78,52,40,184,67.72,59.91,57.35,43.05,42.58,34.98
Slovakia,1999,330,121,72,49,37,173,65.35,54.51,52.94,40.42,40.12,32.89
Slovakia,2000,300,107,67,43,30,127,59.42,48.39,49.17,35.46,31.97,24.14
Slovakia,2001,305,108,71,41,29,131,60.32,48.54,51.89,33.81,30.93,24.93
Slovakia,2002,290,100,70,36,26,103,57.44,45.14,51.77,29.96,27.98,19.65
Slovakia,2003,292,98,71,36,26,105,57.82,44.06,52.21,29.90,28.05,20.06
Slovakia,2004,292,99,72,38,29,96,57.88,44.62,53.25,31.38,30.96,18.29
Slovakia,2005,272,102,75,46,37,89,53.87,45.88,54.83,38.34,40.28,16.92
Slovakia,2006,273,96,72,41,33,88,53.96,43.40,52.94,34.15,35.29,16.68
Slovakia,2007,249,96,69,36,29,71,49.32,43.07,50.56,30.30,31.11,13.41
Slovakia,2008,245,94,69,36,28,69,48.51,42.16,50.73,29.85,30.47,13.20
Slovakia,2009,208,84,66,35,28,64,41.16,37.93,48.41,29.36,30.27,12.18
Slovakia,2010,221,89,64,34,27,69,43.74,39.91,46.99,28.54,29.41,13.19
Slovakia,2011,227,85,70,36,29,68,44.98,38.39,51.60,30.12,31.52,12.99
Slovakia,2012,221,81,61,37,29,58,43.81,36.48,45.20,30.35,31.69,11.09
Slovakia,2013,218,80,63,37,30,53,43.25,35.85,46.47,30.60,32.19,10.12
Slovakia,2014,225,85,106,36,29,45,44.58,38.14,77.62,29.88,30.95,8.61
Slovakia,2015,231,86,89,37,30,71,45.66,38.83,65.66,30.98,32.38,13.58
Slovenia,1990,324,67,72,,,201,100.00,100.00,100.00,,,100.00
Slovenia,1991,313,61,68,,,186,96.77,91.39,93.87,,,92.69
Slovenia,1992,282,61,65,,,193,86.96,90.17,90.02,,,96.24
Slovenia,1993,293,62,64,,,190,90.33,92.83,88.78,,,94.69
Slovenia,1994,286,66,65,,,184,88.21,97.57,90.61,,,91.50
Slovenia,1995,285,65,65,,,124,87.96,96.08,89.71,,,61.61
Slovenia,1996,296,67,68,,,115,91.39,99.02,94.92,,,57.40
Slovenia,1997,267,66,65,,,119,82.50,98.10,89.76,,,59.16
Slovenia,1998,227,60,59,,,110,70.23,89.74,82.08,,,54.58
Slovenia,1999,204,54,55,,,96,63.01,80.10,76.81,,,47.69
Slovenia,2000,189,54,54,15,12,94,58.49,80.42,74.95,,,46.62
Slovenia,2001,183,55,52,15,12,64,56.41,81.11,72.69,,,31.81
Slovenia,2002,176,55,52,14,12,64,54.43,81.60,72.59,,,31.63
Slovenia,2003,172,53,51,15,12,62,53.16,78.64,70.35,,,30.83
Slovenia,2004,159,52,49,15,12,51,48.97,77.52,67.38,,,25.52
Slovenia,2005,154,51,46,15,13,41,47.52,76.45,64.29,,,20.42
Slovenia,2006,144,52,46,15,13,17,44.41,77.63,63.82,,,8.27
Slovenia,2007,136,52,44,15,12,15,42.02,76.96,60.83,,,7.38
Slovenia,2008,131,56,41,14,12,13,40.47,82.95,57.50,,,6.49
Slovenia,2009,134,49,41,15,13,11,41.46,72.19,56.67,,,5.38
Slovenia,2010,135,48,39,15,14,10,41.74,70.67,54.35,,,5.04
Slovenia,2011,132,47,37,15,13,12,40.87,70.37,51.18,,,5.91
Slovenia,2012,129,46,35,15,13,11,39.74,68.78,48.52,,,5.39
Slovenia,2013,127,44,33,15,13,12,39.27,64.89,46.47,,,5.76
Slovenia,2014,108,39,32,13,12,9,33.41,58.17,43.99,,,4.38
Slovenia,2015,110,35,32,13,12,5,34.07,51.83,44.55,,,2.72
South Korea,1999,885,1072,641,63,,485,,,,,,
South Korea,2000,901,1123,680,62,,491,,,,,,
South Korea,2001,845,1219,708,67,,488,,,,,,
South Korea,2002,823,1242,714,65,,474,,,,,,
South Korea,2003,805,1362,732,66,,469,,,,,,
South Korea,2004,817,1378,772,62,,447,,,,,,
South Korea,2005,789,1307,730,67,,408,,,,,,
South Korea,2006,830,1275,768,65,,446,,,,,,
South Korea,2007,802,1188,844,98,,403,,,,,,
South Korea,2008,696,1045,827,110,,418,,,,,,
South Korea,2009,810,1014,817,103,,388,,,,,,
South Korea,2010,760,1061,830,117,,402,,,,,,
South Korea,2011,710,1040,847,131,81,434,,,,,,
South Korea,2012,697,1075,884,120,76,418,,,,,,
South Korea,2013,690,1090,886,121,77,405,,,,,,
Spain,1990,4781,1505,1048,,,2157,100.00,100.00,100.00,,,100.00
Spain,1991,4581,1545,1053,,,2180,95.82,102.61,100.43,,,101.06
Spain,1992,4679,1587,1057,,,2141,97.87,105.40,100.80,,,99.25
Spain,1993,4593,1550,983,,,2022,96.06,102.98,93.80,,,93.72
Spain,1994,4362,1588,1006,,,1971,91.24,105.50,95.94,,,91.36
Spain,1995,4041,1570,978,,,1827,84.53,104.31,93.25,,,84.69
Spain,1996,4039,1538,1011,,,1611,84.48,102.16,96.44,,,74.71
Spain,1997,3808,1511,1010,,,1752,79.65,100.38,96.36,,,81.23
Spain,1998,3743,1499,1036,,,1592,78.29,99.56,98.84,,,73.83
Spain,1999,3587,1532,1015,,,1586,75.02,101.77,96.81,,,73.52
Spain,2000,2935,1545,982,257,182,1474,61.39,102.64,93.72,,,68.33
Spain,2001,2522,1494,956,226,154,1424,52.75,99.25,91.20,,,66.03
Spain,2002,2361,1533,906,231,155,1551,49.38,101.81,86.38,,,71.93
Spain,2003,2263,1537,862,234,156,1299,47.34,102.10,82.22,,,60.24
Spain,2004,2188,1577,844,233,154,1330,45.76,104.73,80.48,,,61.66
Spain,2005,2107,1556,812,232,153,1278,44.07,103.38,77.42,,,59.24
Spain,2006,1977,1499,778,229,149,1158,41.36,99.57,74.19,,,53.71
Spain,2007,1964,1488,765,228,150,1122,41.09,98.87,72.96,,,52.01
Spain,2008,1845,1288,704,203,138,508,38.59,85.59,67.13,,,23.55
Spain,2009,1687,1146,649,195,139,457,35.28,76.10,61.94,,,21.21
Spain,2010,1759,1068,640,187,135,426,36.78,70.97,61.04,,,19.75
Spain,2011,1717,1048,609,183,133,462,35.90,69.64,58.13,,,21.40
Spain,2012,1662,1016,582,177,131,410,34.75,67.51,55.55,,,18.99
Spain,2013,1626,900,566,168,126,262,34.01,59.80,53.99,,,12.13
Spain,2014,1643,885,569,167,125,258,34.37,58.80,54.31,,,11.94
Spain,2015,1642,909,584,168,125,274,34.34,60.40,55.71,,,12.68
Sweden,1990,1104,279,359,56,36,106,100.00,100.00,100.00,100.00,100.00,100.00
Sweden,1991,1151,282,343,56,36,102,104.28,101.01,95.62,99.57,99.71,96.47
Sweden,1992,1099,270,325,55,35,95,99.50,96.79,90.49,97.41,96.74,89.64
Sweden,1993,1005,257,293,54,35,83,90.99,91.99,81.59,96.60,96.56,78.17
Sweden,1994,1026,261,288,54,34,81,92.93,93.40,80.20,95.50,94.71,76.29
Sweden,1995,971,252,268,53,33,69,87.97,90.03,74.61,93.16,91.79,65.63
Sweden,1996,946,248,267,52,33,67,85.73,88.60,74.46,92.14,91.07,63.72
Sweden,1997,868,238,252,50,31,60,78.66,85.03,70.12,88.12,85.74,56.87
Sweden,1998,824,229,244,48,29,57,74.63,82.06,67.83,85.33,81.04,53.66
Sweden,1999,766,223,235,46,28,47,69.39,79.76,65.54,81.69,76.23,44.38
Sweden,2000,706,216,228,45,27,42,63.98,77.34,63.59,80.12,73.59,39.64
Sweden,2001,677,207,223,45,27,41,61.34,74.02,62.03,79.72,73.09,38.71
Sweden,2002,642,198,222,45,26,41,58.15,70.90,61.69,79.24,72.20,38.58
Sweden,2003,635,195,222,45,26,42,57.47,69.66,61.74,80.25,72.91,39.39
Sweden,2004,596,189,217,46,27,37,53.96,67.74,60.38,81.26,73.31,35.19
Sweden,2005,586,185,215,46,27,36,53.08,66.04,59.94,81.48,73.59,34.31
Sweden,2006,559,180,211,45,26,36,50.62,64.57,58.87,80.44,71.45,34.10
Sweden,2007,557,173,206,45,26,31,50.46,61.76,57.22,80.44,70.29,29.07
Sweden,2008,544,165,195,44,24,28,49.25,59.01,54.25,77.33,67.17,26.84
Sweden,2009,532,153,189,42,23,27,48.21,54.92,52.65,73.83,64.05,25.60
Sweden,2010,523,156,188,42,24,29,47.41,55.96,52.44,75.23,65.84,27.52
Sweden,2011,511,148,182,44,24,26,46.28,52.88,50.54,77.22,65.12,24.88
Sweden,2012,487,140,172,41,23,25,44.13,50.25,47.85,72.03,62.30,23.97
Sweden,2013,482,138,167,42,23,23,43.69,49.26,46.48,75.39,62.08,22.03
Sweden,2014,467,135,163,38,20,21,42.31,48.25,45.51,68.00,53.99,19.69
Sweden,2015,462,130,164,38,19,19,41.83,46.63,45.63,67.82,53.02,18.27
Switzerland,1990,797,143,298,27,15,40,100.00,100.00,100.00,100.00,100.00,100.00
Switzerland,1991,763,141,280,27,16,36,95.68,98.36,94.07,100.72,101.63,91.81
Switzerland,1992,710,134,260,26,15,33,89.10,93.73,87.35,98.34,97.57,83.18
Switzerland,1993,625,123,233,25,14,27,78.39,85.79,78.25,95.38,93.41,66.83
Switzerland,1994,574,121,213,25,14,27,72.00,84.79,71.49,92.47,89.00,68.71
Switzerland,1995,532,118,197,24,13,26,66.79,82.25,66.09,89.39,86.65,65.10
Switzerland,1996,514,114,184,24,13,25,64.43,79.43,61.91,88.32,85.60,64.01
Switzerland,1997,484,110,173,23,12,23,60.77,76.73,57.95,84.93,79.80,58.80
Switzerland,1998,464,109,160,22,12,22,58.26,76.39,53.60,82.87,76.63,55.78
Switzerland,1999,451,109,151,22,12,17,56.62,76.16,50.61,80.58,74.34,42.01
Switzerland,2000,425,107,142,21,11,15,53.31,74.48,47.70,78.69,71.02,38.42
Switzerland,2001,404,103,134,21,11,18,50.70,72.20,44.98,77.60,69.89,45.25
Switzerland,2002,377,97,124,20,10,15,47.26,67.99,41.49,75.27,66.05,38.94
Switzerland,2003,365,95,115,20,10,15,45.81,66.42,38.66,74.90,65.56,37.79
Switzerland,2004,347,93,106,20,10,15,43.50,65.23,35.61,74.55,64.35,37.45
Switzerland,2005,330,93,102,20,10,15,41.42,64.76,34.15,74.60,64.00,38.07
Switzerland,2006,306,90,98,20,10,14,38.36,62.58,32.83,73.85,62.50,34.40
Switzerland,2007,287,87,94,19,9,12,35.95,60.39,31.47,72.76,59.75,29.26
Switzerland,2008,276,85,92,20,9,12,34.57,59.07,30.97,73.14,59.64,29.69
Switzerland,2009,259,79,90,19,9,10,32.49,55.16,30.08,71.62,56.82,24.99
Switzerland,2010,248,77,88,19,9,10,31.13,53.76,29.51,71.75,56.65,26.23
Switzerland,2011,227,72,85,19,8,9,28.45,50.41,28.56,69.45,52.28,21.64
Switzerland,2012,219,72,83,19,8,9,27.53,50.33,27.98,69.83,52.58,22.20
Switzerland,2013,212,71,82,19,8,9,26.57,49.87,27.47,70.00,52.55,21.57
Switzerland,2014,194,67,80,18,8,8,24.33,46.93,26.89,67.61,48.42,19.57
Switzerland,2015,185,63,77,18,7,7,23.15,44.02,25.92,66.64,47.35,16.66
Turkey,1990,2023,563,943,713,,1750,100.00,100.00,100.00,100.00,,100.00
Turkey,1991,2061,561,988,701,,1839,101.86,99.73,104.78,98.28,,105.05
Turkey,1992,2092,594,1007,715,,1878,103.40,105.61,106.79,100.30,,107.31
Turkey,1993,2054,654,1035,721,,1761,101.52,116.28,109.68,101.10,,100.59
Turkey,1994,1926,649,1028,679,,1798,95.18,115.29,109.03,95.26,,102.74
Turkey,1995,2009,701,1036,694,,1890,99.29,124.70,109.88,97.32,,107.96
Turkey,1996,2083,756,1065,706,,2024,102.97,134.38,112.88,99.00,,115.65
Turkey,1997,2194,759,1066,757,,2192,108.43,134.98,113.04,106.14,,125.22
Turkey,1998,2069,756,1066,757,,2266,102.26,134.34,113.05,106.13,,129.46
Turkey,1999,1922,782,1066,716,223,2185,95.01,138.96,113.04,100.42,,124.82
Turkey,2000,2876,673,1109,701,471,2244,142.15,119.68,117.59,98.34,,128.18
Turkey,2001,2454,648,1000,587,394,1984,121.30,115.14,105.99,82.27,,113.36
Turkey,2002,2455,630,1002,689,463,1873,121.35,112.00,106.18,96.64,,107.00
Turkey,2003,2499,649,1033,677,455,1792,123.54,115.45,109.53,94.96,,102.39
Turkey,2004,2501,676,1033,656,441,1781,123.62,120.14,109.56,92.01,,101.77
Turkey,2005,2367,722,1016,658,443,2005,116.97,128.40,107.74,92.36,,114.54
Turkey,2006,2395,757,1016,666,448,2162,118.38,134.50,107.74,93.45,,123.52
Turkey,2007,2435,850,1002,675,454,2526,120.36,151.06,106.26,94.66,,144.29
Turkey,2008,2743,808,1000,742,499,2561,135.60,143.69,106.01,104.04,,146.30
Turkey,2009,2850,788,1032,714,480,2665,140.85,140.15,109.42,100.16,,152.23
Turkey,2010,2833,769,1048,805,541,2560,140.05,136.64,111.07,112.92,,146.26
Turkey,2011,2726,877,1068,748,503,2640,134.72,155.86,113.23,104.95,,150.85
Turkey,2012,2918,831,1127,831,559,2716,144.21,147.74,119.44,116.57,,155.19
Turkey,2013,2102,797,1075,757,508,1943,103.88,141.66,113.93,106.16,,111.03
Turkey,2014,1991,783,1080,798,539,2148,98.43,139.23,114.44,112.00,,122.72
Turkey,2015,2349,878,1114,829,382,1939,116.08,156.07,118.11,116.34,,110.78
United Kingdom,1990,7376,2917,2944,299,198,3685,100.00,100.00,100.00,100.00,100.00,100.00
United Kingdom,1991,7465,2825,2885,295,200,3530,101.22,96.83,97.98,98.74,101.26,95.79
United Kingdom,1992,7085,2764,2786,288,196,3463,96.06,94.73,94.62,96.17,99.26,93.98
United Kingdom,1993,6787,2593,2625,275,191,3125,92.02,88.88,89.15,92.08,96.70,84.80
United Kingdom,1994,6401,2471,2488,265,183,2663,86.79,84.71,84.50,88.77,92.50,72.26
United Kingdom,1995,5957,2340,2319,240,164,2372,80.77,80.22,78.77,80.11,83.12,64.36
United Kingdom,1996,5991,2233,2239,239,165,2015,81.22,76.55,76.04,79.96,83.56,54.67
United Kingdom,1997,5340,2051,2136,223,155,1651,72.41,70.32,72.54,74.74,78.67,44.80
United Kingdom,1998,4977,1995,1971,216,149,1630,67.48,68.40,66.95,72.16,75.20,44.22
United Kingdom,1999,4648,1876,1780,208,146,1246,63.01,64.31,60.48,69.66,74.02,33.81
United Kingdom,2000,4038,1814,1629,195,134,1220,54.75,62.17,55.35,65.34,67.65,33.11
United Kingdom,2001,4099,1787,1549,191,132,1135,55.57,61.24,52.62,64.00,66.88,30.80
United Kingdom,2002,3643,1687,1456,169,117,1014,49.40,57.81,49.47,56.48,59.08,27.51
United Kingdom,2003,3322,1660,1342,172,117,991,45.04,56.88,45.59,57.39,59.39,26.89
United Kingdom,2004,3153,1615,1256,167,116,834,42.75,55.34,42.65,56.01,58.63,22.63
United Kingdom,2005,2916,1605,1173,166,114,711,39.54,55.02,39.85,55.43,57.46,19.29
United Kingdom,2006,2778,1554,1128,163,112,669,37.66,53.26,38.31,54.63,56.78,18.16
United Kingdom,2007,2569,1485,1086,159,109,588,34.83,50.90,36.88,53.20,55.18,15.95
United Kingdom,2008,2431,1338,1011,155,110,491,32.95,45.87,34.33,51.95,55.45,13.32
United Kingdom,2009,2050,1159,918,145,105,400,27.80,39.72,31.20,48.65,52.98,10.85
United Kingdom,2010,1964,1136,899,154,113,423,26.63,38.94,30.53,51.58,57.16,11.49
United Kingdom,2011,1788,1057,878,142,102,392,24.25,36.24,29.81,47.53,51.78,10.65
United Kingdom,2012,1768,1085,866,149,108,439,23.98,37.18,29.40,49.81,54.71,11.90
United Kingdom,2013,1767,1031,841,150,109,379,23.96,35.34,28.58,50.13,55.17,10.29
United Kingdom,2014,1705,952,840,146,104,305,23.12,32.64,28.53,48.68,52.58,8.27
United Kingdom,2015,1641,914,835,145,105,236,22.25,31.32,28.35,48.66,53.03,6.39
United States,1990,129789,22830,20979,25178,6858,20925,100.00,100.00,100.00,100.00,100.00,100.00
United States,1991,125656,22619,20774,24807,6641,20288,96.82,99.08,99.02,98.53,96.83,96.96
United States,1992,121529,22705,20556,24583,6530,20024,93.64,99.45,97.99,97.64,95.21,95.70
United States,1993,116866,22791,20187,24825,6486,19745,90.04,99.83,96.23,98.60,94.56,94.36
United States,1994,112404,22651,19897,25953,6842,19352,86.61,99.22,94.84,103.08,99.76,92.48
United States,1995,108392,22405,19576,23424,6286,16882,83.51,98.14,93.31,93.04,91.65,80.68
United States,1996,103277,22120,17238,20736,6100,16666,79.57,96.89,82.17,82.36,88.95,79.65
United States,1997,100331,22250,17043,20783,5676,17086,77.30,97.46,81.24,82.55,82.76,81.65
United States,1998,98155,21932,16453,20768,5680,17181,75.63,96.07,78.43,82.49,82.81,82.11
United States,1999,93561,20511,15969,21213,6542,15856,72.09,89.84,76.12,84.26,95.38,75.78
United States,2000,92083,20263,15329,21543,6612,14767,70.95,88.75,73.07,85.57,96.40,70.57
United States,2001,88531,19394,15149,21508,6346,14413,68.21,84.95,72.21,85.42,92.54,68.88
United States,2002,79817,21632,15491,18363,4240,13564,61.50,94.75,73.84,72.93,61.83,64.82
United States,2003,77603,20446,15148,18443,4316,13361,59.79,89.56,72.21,73.25,62.92,63.85
United States,2004,75384,19249,14788,18520,4389,13146,58.08,84.31,70.49,73.56,64.00,62.83
United States,2005,73162,18381,14411,18594,4462,13145,56.37,80.51,68.69,73.85,65.07,62.82
United States,2006,70704,17358,14546,18685,4594,11854,54.48,76.03,69.34,74.21,66.98,56.65
United States,2007,68247,16335,14681,18775,4725,10563,52.58,71.55,69.98,74.57,68.89,50.48
United States,2008,61195,15253,13528,18509,4550,9302,47.15,66.81,64.49,73.51,66.34,44.46
United States,2009,54933,14221,13378,18163,4526,8182,42.33,62.29,63.77,72.14,66.00,39.10
United States,2010,55857,13381,13597,17822,4505,6951,43.04,58.61,64.82,70.79,65.68,33.22
United States,2011,55394,13004,13847,17597,4513,5791,42.68,56.96,66.00,69.89,65.80,27.67
United States,2012,52948,12443,13482,18822,4624,4558,40.80,54.50,64.26,74.76,67.42,21.78
United States,2013,50502,11883,13117,20048,4736,4408,38.91,52.05,62.52,79.63,69.05,21.07
United States,2014,48056,11323,12756,21294,4851,4293,37.03,49.60,60.80,84.58,70.73,20.52
United States,2015,46088,10432,12468,21266,4825,3384,35.51,45.70,59.43,84.47,70.35,16.17
