Entity,Year,Life Expectancy (1950-2015) (UN Population Division (2015))
Portugal,1975,68.1
Portugal,1980,70.1
Portugal,1985,72.3
Portugal,1990,73.8
Portugal,1995,74.7
Portugal,2000,75.8
Portugal,2005,77.3
Portugal,2010,78.7
Portugal,2015,80.5
Puerto Rico,1955,63.5
Puerto Rico,1960,67.9
Puerto Rico,1965,69.1
Puerto Rico,1970,70.7
Puerto Rico,1975,72.4
Puerto Rico,1980,73.5
Puerto Rico,1985,73.9
Puerto Rico,1990,74.6
Puerto Rico,1995,73.8
Puerto Rico,2000,74.9
Puerto Rico,2005,76.8
Puerto Rico,2010,77.9
Puerto Rico,2015,79.2
Qatar,1955,55.2
Qatar,1960,59.2
Qatar,1965,62.9
Qatar,1970,66.6
Qatar,1975,69.7
Qatar,1980,71.7
Qatar,1985,73.3
Qatar,1990,74.4
Qatar,1995,75.2
Qatar,2000,75.9
Qatar,2005,76.4
Qatar,2010,76.9
Qatar,2015,77.9
Reunion,1955,47.9
Reunion,1960,53.4
Reunion,1965,57.7
Reunion,1970,61.4
Reunion,1975,64.6
Reunion,1980,67.3
Reunion,1985,69.6
Reunion,1990,71.7
Reunion,1995,73.6
Reunion,2000,75.3
Reunion,2005,76.8
Reunion,2010,78.2
Reunion,2015,79.5
Romania,1955,61.1
Romania,1960,63.3
Romania,1965,67.8
Romania,1970,67.3
Romania,1975,69
Romania,1980,69.6
Romania,1985,69.7
Romania,1990,69.5
Romania,1995,69.6
Romania,2000,69.7
Romania,2005,71.5
Romania,2010,73.1
Romania,2015,74.5
Russia,1955,58.5
Russia,1960,64.8
Russia,1965,67.9
Russia,1970,68.5
Russia,1975,68.3
Russia,1980,67.6
Russia,1985,67.5
Russia,1990,69.1
Russia,1995,66.6
Russia,2000,65.7
Russia,2005,64.9
Russia,2010,67.1
Russia,2015,69.8
Rwanda,1955,40
Rwanda,1960,41.5
Rwanda,1965,43
Rwanda,1970,44.1
Rwanda,1975,44.6
Rwanda,1980,45.8
Rwanda,1985,49.6
Rwanda,1990,47.3
Rwanda,1995,23.1
Rwanda,2000,44.5
Rwanda,2005,50.1
Rwanda,2010,59.2
Rwanda,2015,63.1
Saint Lucia,1955,52.6
Saint Lucia,1960,55.2
Saint Lucia,1965,59.4
Saint Lucia,1970,61.6
Saint Lucia,1975,64.5
Saint Lucia,1980,67.4
Saint Lucia,1985,70
Saint Lucia,1990,70.7
Saint Lucia,1995,71.3
Saint Lucia,2000,71.2
Saint Lucia,2005,72.1
Saint Lucia,2010,74
Saint Lucia,2015,74.8
Saint Vincent and the Grenadines,1955,51.1
Saint Vincent and the Grenadines,1960,55.1
Saint Vincent and the Grenadines,1965,60.8
Saint Vincent and the Grenadines,1970,64
Saint Vincent and the Grenadines,1975,65.9
Saint Vincent and the Grenadines,1980,66.7
Saint Vincent and the Grenadines,1985,68.4
Saint Vincent and the Grenadines,1990,69.6
Saint Vincent and the Grenadines,1995,70.5
Saint Vincent and the Grenadines,2000,70.6
Saint Vincent and the Grenadines,2005,70.7
Saint Vincent and the Grenadines,2010,71.9
Saint Vincent and the Grenadines,2015,72.7
Samoa,1955,45.9
Samoa,1960,48.5
Samoa,1965,51
Samoa,1970,53.5
Samoa,1975,56
Samoa,1980,58.5
Samoa,1985,61
Samoa,1990,63.5
Samoa,1995,66.2
Samoa,2000,68.5
Samoa,2005,70.1
Samoa,2010,71.5
Samoa,2015,73
Sao Tome and Principe,1955,46.4
Sao Tome and Principe,1960,48.9
Sao Tome and Principe,1965,51.8
Sao Tome and Principe,1970,54.4
Sao Tome and Principe,1975,57.4
Sao Tome and Principe,1980,60.2
Sao Tome and Principe,1985,60.6
Sao Tome and Principe,1990,61.4
Sao Tome and Principe,1995,62.2
Sao Tome and Principe,2000,63
Sao Tome and Principe,2005,63.8
Sao Tome and Principe,2010,65.5
Sao Tome and Principe,2015,66.2
Saudi Arabia,1955,41.9
Saudi Arabia,1960,44.4
Saudi Arabia,1965,47
Saudi Arabia,1970,50.2
Saudi Arabia,1975,55.5
Saudi Arabia,1980,60.8
Saudi Arabia,1985,64.9
Saudi Arabia,1990,67.9
Saudi Arabia,1995,70
Saudi Arabia,2000,71.7
Saudi Arabia,2005,72.9
Saudi Arabia,2010,73.3
Saudi Arabia,2015,74.1
Senegal,1955,35.5
Senegal,1960,37.5
Senegal,1965,38.6
Senegal,1970,38.4
Senegal,1975,40.9
Senegal,1980,46.5
Senegal,1985,51.3
Senegal,1990,56
Senegal,1995,57.6
Senegal,2000,57.2
Senegal,2005,58.9
Senegal,2010,62.2
Senegal,2015,65.8
Serbia,1955,59.1
Serbia,1960,61.6
Serbia,1965,64.3
Serbia,1970,66.7
Serbia,1975,68.5
Serbia,1980,69.5
Serbia,1985,70.2
Serbia,1990,71.1
Serbia,1995,71.7
Serbia,2000,71.9
Serbia,2005,72.4
Serbia,2010,73.3
Serbia,2015,74.6
Seychelles,1955,58
Seychelles,1960,59.4
Seychelles,1965,62.8
Seychelles,1970,64.4
Seychelles,1975,67
Seychelles,1980,69
Seychelles,1985,70.3
Seychelles,1990,71.1
Seychelles,1995,70.6
Seychelles,2000,71.4
Seychelles,2005,72.1
Seychelles,2010,72.4
Seychelles,2015,72.9
Sierra Leone,1955,28.8
Sierra Leone,1960,29.9
Sierra Leone,1965,31
Sierra Leone,1970,32.6
Sierra Leone,1975,36.8
Sierra Leone,1980,39.7
Sierra Leone,1985,40.9
Sierra Leone,1990,39.1
Sierra Leone,1995,36
Sierra Leone,2000,36.7
Sierra Leone,2005,41.3
Sierra Leone,2010,45.9
Sierra Leone,2015,50.2
Singapore,1955,60.2
Singapore,1960,64
Singapore,1965,66.4
Singapore,1970,67.2
Singapore,1975,69.1
Singapore,1980,71
Singapore,1985,72.9
Singapore,1990,74.9
Singapore,1995,77
Singapore,2000,77.7
Singapore,2005,79.2
Singapore,2010,81.2
Singapore,2015,82.6
Slovakia,1955,64.5
Slovakia,1960,68.7
Slovakia,1965,70.6
Slovakia,1970,70.3
Slovakia,1975,70.1
Slovakia,1980,70.5
Slovakia,1985,70.6
Slovakia,1990,71
Slovakia,1995,71.6
Slovakia,2000,72.8
Slovakia,2005,73.8
Slovakia,2010,74.7
Slovakia,2015,76
Slovenia,1955,65.6
Slovenia,1960,67.9
Slovenia,1965,69.2
Slovenia,1970,69.2
Slovenia,1975,69.8
Slovenia,1980,71
Slovenia,1985,71.2
Slovenia,1990,72.7
Slovenia,1995,73.7
Slovenia,2000,75.3
Slovenia,2005,76.7
Slovenia,2010,78.6
Slovenia,2015,80.1
Solomon Islands,1955,45.4
Solomon Islands,1960,47.9
Solomon Islands,1965,50.4
Solomon Islands,1970,53
Solomon Islands,1975,55.5
Solomon Islands,1980,58
Solomon Islands,1985,58.7
Solomon Islands,1990,55.8
Solomon Islands,1995,58.3
Solomon Islands,2000,61.1
Solomon Islands,2005,64.4
Solomon Islands,2010,66.4
Solomon Islands,2015,67.5
Somalia,1955,34
Somalia,1960,36
Somalia,1965,38
Somalia,1970,40
Somalia,1975,41.9
Somalia,1980,43.8
Somalia,1985,45.5
Somalia,1990,46.4
Somalia,1995,45
Somalia,2000,49.8
Somalia,2005,51.5
Somalia,2010,53.2
Somalia,2015,54.9
South Africa,1955,45
South Africa,1960,48
South Africa,1965,50
South Africa,1970,51.9
South Africa,1975,53.7
South Africa,1980,55.5
South Africa,1985,58.4
South Africa,1990,61
South Africa,1995,62.3
South Africa,2000,59.3
South Africa,2005,52.8
South Africa,2010,52.2
South Africa,2015,57.1
South America,1955,51.9
South America,1960,54.4
South America,1965,56.7
South America,1970,58.8
South America,1975,61
South America,1980,62.6
South America,1985,64.4
South America,1990,66.1
South America,1995,67.8
South America,2000,69.9
South America,2005,71.8
South America,2010,73.1
South America,2015,74.4
South Korea,1955,47.9
South Korea,1960,51.2
South Korea,1965,54.9
South Korea,1970,58.8
South Korea,1975,63.2
South Korea,1980,64.9
South Korea,1985,67.4
South Korea,1990,70.4
South Korea,1995,72.9
South Korea,2000,74.9
South Korea,2005,77.4
South Korea,2010,80
South Korea,2015,81.4
South Sudan,1955,27.9
South Sudan,1960,30.5
South Sudan,1965,32.7
South Sudan,1970,34.8
South Sudan,1975,36.7
South Sudan,1980,38.7
South Sudan,1985,39.5
South Sudan,1990,41.8
South Sudan,1995,45.3
South Sudan,2000,48.2
South Sudan,2005,50.2
South Sudan,2010,52.3
South Sudan,2015,55.1
South-Central Asia,1955,37.5
South-Central Asia,1960,40.8
South-Central Asia,1965,43.9
South-Central Asia,1970,47.1
South-Central Asia,1975,49.8
South-Central Asia,1980,53.2
South-Central Asia,1985,55.2
South-Central Asia,1990,57.4
South-Central Asia,1995,59.9
South-Central Asia,2000,62.1
South-Central Asia,2005,64.1
South-Central Asia,2010,65.8
South-Central Asia,2015,67.8
South-Eastern Asia,1955,46.5
South-Eastern Asia,1960,49.9
South-Eastern Asia,1965,52.8
South-Eastern Asia,1970,55.5
South-Eastern Asia,1975,56.7
South-Eastern Asia,1980,58
South-Eastern Asia,1985,61.9
South-Eastern Asia,1990,64.2
South-Eastern Asia,1995,65.7
South-Eastern Asia,2000,66.9
South-Eastern Asia,2005,68
South-Eastern Asia,2010,69.3
South-Eastern Asia,2015,70.3
Southern Africa,1955,44.7
Southern Africa,1960,47.7
Southern Africa,1965,49.7
Southern Africa,1970,51.6
Southern Africa,1975,53.5
Southern Africa,1980,55.4
Southern Africa,1985,58.3
Southern Africa,1990,60.8
Southern Africa,1995,62
Southern Africa,2000,58.6
Southern Africa,2005,52.2
Southern Africa,2010,52.3
Southern Africa,2015,57.1
Southern Asia,1955,37
Southern Asia,1960,40.3
Southern Asia,1965,43.4
Southern Asia,1970,46.6
Southern Asia,1975,49.4
Southern Asia,1980,52.8
Southern Asia,1985,54.9
Southern Asia,1990,57
Southern Asia,1995,59.7
Southern Asia,2000,62
Southern Asia,2005,64
Southern Asia,2010,65.8
Southern Asia,2015,67.7
Southern Europe,1955,63.5
Southern Europe,1960,66.1
Southern Europe,1965,68.1
Southern Europe,1970,69.7
Southern Europe,1975,71.2
Southern Europe,1980,72.6
Southern Europe,1985,74
Southern Europe,1990,75.2
Southern Europe,1995,76.1
Southern Europe,2000,77.3
Southern Europe,2005,78.6
Southern Europe,2010,79.9
Southern Europe,2015,81.2
Spain,1955,64.2
Spain,1960,67.5
Spain,1965,69.7
Spain,1970,71.2
Spain,1975,72.5
Spain,1980,74.1
Spain,1985,75.9
Spain,1990,76.7
Spain,1995,77.4
Spain,2000,78.5
Spain,2005,79.6
Spain,2010,81.2
Spain,2015,82.3
Sri Lanka,1955,54.5
Sri Lanka,1960,58.3
Sri Lanka,1965,60.3
Sri Lanka,1970,62.9
Sri Lanka,1975,65.2
Sri Lanka,1980,67
Sri Lanka,1985,69.1
Sri Lanka,1990,68.9
Sri Lanka,1995,70
Sri Lanka,2000,69.1
Sri Lanka,2005,73.2
Sri Lanka,2010,74.1
Sri Lanka,2015,74.6
Sub-Saharan Africa,1955,36.2
Sub-Saharan Africa,1960,38.4
Sub-Saharan Africa,1965,40.6
Sub-Saharan Africa,1970,42.6
Sub-Saharan Africa,1975,44.7
Sub-Saharan Africa,1980,46.7
Sub-Saharan Africa,1985,48.2
Sub-Saharan Africa,1990,49.2
Sub-Saharan Africa,1995,48.9
Sub-Saharan Africa,2000,49.3
Sub-Saharan Africa,2005,50.3
Sub-Saharan Africa,2010,53.8
Sub-Saharan Africa,2015,57.2
Sudan,1955,44.5
Sudan,1960,47.1
Sudan,1965,49.2
Sudan,1970,51.2
Sudan,1975,53.1
Sudan,1980,54
Sudan,1985,54.5
Sudan,1990,55.1
Sudan,1995,56
Sudan,2000,57.2
Sudan,2005,58.9
Sudan,2010,60.9
Sudan,2015,63.1
Suriname,1955,56
Suriname,1960,58.7
Suriname,1965,60.5
Suriname,1970,62.4
Suriname,1975,64
Suriname,1980,65.1
Suriname,1985,66.5
Suriname,1990,67.1
Suriname,1995,67.6
Suriname,2000,67.8
Suriname,2005,68.1
Suriname,2010,69.6
Suriname,2015,70.9
Swaziland,1955,41.4
Swaziland,1960,43.5
Swaziland,1965,45
Swaziland,1970,46.7
Swaziland,1975,49.6
Swaziland,1980,52.6
Swaziland,1985,56
Swaziland,1990,58.5
Swaziland,1995,59
Swaziland,2000,52.8
Swaziland,2005,45.8
Swaziland,2010,47.4
Swaziland,2015,49.2
Sweden,1955,71.7
Sweden,1960,72.8
Sweden,1965,73.4
Sweden,1970,74.1
Sweden,1975,74.8
Sweden,1980,75.3
Sweden,1985,76.3
Sweden,1990,77.1
Sweden,1995,78.1
Sweden,2000,79.2
Sweden,2005,80.1
Sweden,2010,81.1
Sweden,2015,81.9
Switzerland,1955,69.3
Switzerland,1960,70.7
Switzerland,1965,71.6
Switzerland,1970,72.6
Switzerland,1975,73.7
Switzerland,1980,75.2
Switzerland,1985,76.1
Switzerland,1990,77.2
Switzerland,1995,77.9
Switzerland,2000,79.2
Switzerland,2005,80.5
Switzerland,2010,81.8
Switzerland,2015,82.7
Syria,1955,48.7
Syria,1960,51.5
Syria,1965,54.2
Syria,1970,57.3
Syria,1975,61.1
Syria,1980,64.3
Syria,1985,67.1
Syria,1990,69.3
Syria,1995,70.8
Syria,2000,72.1
Syria,2005,73.2
Syria,2010,74.4
Syria,2015,69.5
Tajikistan,1955,53
Tajikistan,1960,55.1
Tajikistan,1965,57.2
Tajikistan,1970,59.3
Tajikistan,1975,60.8
Tajikistan,1980,61.9
Tajikistan,1985,62.8
Tajikistan,1990,63.7
Tajikistan,1995,62.2
Tajikistan,2000,62.9
Tajikistan,2005,64.4
Tajikistan,2010,67.3
Tajikistan,2015,69.1
Tanzania,1955,41.2
Tanzania,1960,43
Tanzania,1965,44.3
Tanzania,1970,45.8
Tanzania,1975,47.7
Tanzania,1980,49.9
Tanzania,1985,50.7
Tanzania,1990,50.9
Tanzania,1995,49.2
Tanzania,2000,49.1
Tanzania,2005,52.8
Tanzania,2010,58.7
Tanzania,2015,64
Thailand,1955,50.8
Thailand,1960,53.3
Thailand,1965,56
Thailand,1970,58.2
Thailand,1975,60.7
Thailand,1980,63.3
Thailand,1985,65.7
Thailand,1990,69.8
Thailand,1995,70.2
Thailand,2000,70.3
Thailand,2005,71.2
Thailand,2010,73.1
Thailand,2015,74.1
Timor,1955,30
Timor,1960,32.5
Timor,1965,35
Timor,1970,37.5
Timor,1975,40
Timor,1980,31.2
Timor,1985,39.9
Timor,1990,46.5
Timor,1995,50.5
Timor,2000,57
Timor,2005,61.5
Timor,2010,66.4
Timor,2015,67.7
Togo,1955,35.3
Togo,1960,38.7
Togo,1965,41.9
Togo,1970,45
Togo,1975,48.1
Togo,1980,50.9
Togo,1985,53.6
Togo,1990,55.4
Togo,1995,55.8
Togo,2000,53.7
Togo,2005,53.9
Togo,2010,55.7
Togo,2015,59
Tonga,1955,58.6
Tonga,1960,60.5
Tonga,1965,62.3
Tonga,1970,64
Tonga,1975,65.6
Tonga,1980,66.9
Tonga,1985,68.1
Tonga,1990,69.3
Tonga,1995,69.9
Tonga,2000,70.5
Tonga,2005,71.2
Tonga,2010,71.8
Tonga,2015,72.6
Trinidad and Tobago,1955,57.9
Trinidad and Tobago,1960,60.8
Trinidad and Tobago,1965,64.1
Trinidad and Tobago,1970,64.8
Trinidad and Tobago,1975,65.5
Trinidad and Tobago,1980,66.7
Trinidad and Tobago,1985,67.3
Trinidad and Tobago,1990,67.8
Trinidad and Tobago,1995,68.2
Trinidad and Tobago,2000,68.4
Trinidad and Tobago,2005,68.7
Trinidad and Tobago,2010,69.3
Trinidad and Tobago,2015,70.2
Tunisia,1955,38.8
Tunisia,1960,40.7
Tunisia,1965,43.7
Tunisia,1970,48.3
Tunisia,1975,54.1
Tunisia,1980,59.4
Tunisia,1985,64.3
Tunisia,1990,67.1
Tunisia,1995,70.3
Tunisia,2000,72.4
Tunisia,2005,73.7
Tunisia,2010,74.6
Tunisia,2015,74.6
Turkey,1955,41
Turkey,1960,43.7
Turkey,1965,47.2
Turkey,1970,50.8
Turkey,1975,53.8
Turkey,1980,57
Turkey,1985,60.2
Turkey,1990,63
Turkey,1995,65.5
Turkey,2000,68.5
Turkey,2005,71.4
Turkey,2010,73.4
Turkey,2015,74.8
Turkmenistan,1955,51.3
Turkmenistan,1960,53.4
Turkmenistan,1965,55.5
Turkmenistan,1970,57.6
Turkmenistan,1975,59.2
Turkmenistan,1980,60.2
Turkmenistan,1985,61.8
Turkmenistan,1990,62.8
Turkmenistan,1995,62.7
Turkmenistan,2000,63.6
Turkmenistan,2005,64.2
Turkmenistan,2010,64.7
Turkmenistan,2015,65.4
Uganda,1955,40
Uganda,1960,42.6
Uganda,1965,45.4
Uganda,1970,48.1
Uganda,1975,49.1
Uganda,1980,49.3
Uganda,1985,48.7
Uganda,1990,46.4
Uganda,1995,44.1
Uganda,2000,44.5
Uganda,2005,49.2
Uganda,2010,54.3
Uganda,2015,57.2
Ukraine,1955,61.8
Ukraine,1960,67.1
Ukraine,1965,69.7
Ukraine,1970,70.7
Ukraine,1975,70.6
Ukraine,1980,69.7
Ukraine,1985,69.2
Ukraine,1990,70.6
Ukraine,1995,68.7
Ukraine,2000,67.4
Ukraine,2005,67.5
Ukraine,2010,67.9
Ukraine,2015,70.7
United Arab Emirates,1955,43.8
United Arab Emirates,1960,49.5
United Arab Emirates,1965,54.8
United Arab Emirates,1970,59.6
United Arab Emirates,1975,63.4
United Arab Emirates,1980,66.3
United Arab Emirates,1985,68.7
United Arab Emirates,1990,70.7
United Arab Emirates,1995,72.2
United Arab Emirates,2000,73.5
United Arab Emirates,2005,74.8
United Arab Emirates,2010,75.9
United Arab Emirates,2015,76.7
United Kingdom,1955,69.3
United Kingdom,1960,70.5
United Kingdom,1965,71
United Kingdom,1970,71.7
United Kingdom,1975,72.1
United Kingdom,1980,72.9
United Kingdom,1985,74.1
United Kingdom,1990,75
United Kingdom,1995,76.2
United Kingdom,2000,77.1
United Kingdom,2005,78.4
United Kingdom,2010,79.6
United Kingdom,2015,80.4
United States,1955,68.6
United States,1960,69.6
United States,1965,70.1
United States,1970,70.3
United States,1975,71.2
United States,1980,73.1
United States,1985,74.3
United States,1990,74.8
United States,1995,75.6
United States,2000,76.4
United States,2005,77.1
United States,2010,78.1
United States,2015,78.9
United States Virgin Islands,1955,59.2
United States Virgin Islands,1960,62.7
United States Virgin Islands,1965,64.6
United States Virgin Islands,1970,66.7
United States Virgin Islands,1975,68.7
United States Virgin Islands,1980,70.7
United States Virgin Islands,1985,72.2
United States Virgin Islands,1990,73.9
United States Virgin Islands,1995,75.5
United States Virgin Islands,2000,76.9
United States Virgin Islands,2005,78.1
United States Virgin Islands,2010,78.9
United States Virgin Islands,2015,80
Upper-middle-income countries,1955,44.9
Upper-middle-income countries,1960,46.3
Upper-middle-income countries,1965,47.4
Upper-middle-income countries,1970,55.8
Upper-middle-income countries,1975,60.6
Upper-middle-income countries,1980,63.7
Upper-middle-income countries,1985,65.6
Upper-middle-income countries,1990,67.4
Upper-middle-income countries,1995,68.5
Upper-middle-income countries,2000,69.6
Upper-middle-income countries,2005,71.3
Upper-middle-income countries,2010,72.6
Upper-middle-income countries,2015,73.8
Uruguay,1955,66.1
Uruguay,1960,67.1
Uruguay,1965,68.3
Uruguay,1970,68.6
Uruguay,1975,68.8
Uruguay,1980,69.6
Uruguay,1985,71
Uruguay,1990,72.1
Uruguay,1995,73
Uruguay,2000,74.2
Uruguay,2005,75.3
Uruguay,2010,76.2
Uruguay,2015,77
Uzbekistan,1955,55.8
Uzbekistan,1960,57.9
Uzbekistan,1965,60
Uzbekistan,1970,62.1
Uzbekistan,1975,63.7
Uzbekistan,1980,64.7
Uzbekistan,1985,66.2
Uzbekistan,1990,67.3
Uzbekistan,1995,66.2
Uzbekistan,2000,66.8
Uzbekistan,2005,67.2
Uzbekistan,2010,67.6
Uzbekistan,2015,68.2
Vanuatu,1955,41.9
Vanuatu,1960,44.9
Vanuatu,1965,47.9
Vanuatu,1970,50.9
Vanuatu,1975,53.8
Vanuatu,1980,56.8
Vanuatu,1985,59.8
Vanuatu,1990,61.9
Vanuatu,1995,64.2
Vanuatu,2000,66.4
Vanuatu,2005,68.4
Vanuatu,2010,70
Vanuatu,2015,71.5
Venezuela,1955,54.8
Venezuela,1960,57.8
Venezuela,1965,60.7
Venezuela,1970,63.3
Venezuela,1975,65.7
Venezuela,1980,67.4
Venezuela,1985,68.7
Venezuela,1990,69.5
Venezuela,1995,70.2
Venezuela,2000,71.6
Venezuela,2005,72.8
Venezuela,2010,73.4
Venezuela,2015,73.9
Vietnam,1955,53.5
Vietnam,1960,57.3
Vietnam,1965,60.5
Vietnam,1970,62.3
Vietnam,1975,57.8
Vietnam,1980,66.1
Vietnam,1985,68.1
Vietnam,1990,69.8
Vietnam,1995,71.2
Vietnam,2000,72.7
Vietnam,2005,73.8
Vietnam,2010,74.7
Vietnam,2015,75.6
Western Africa,1955,33.7
Western Africa,1960,35.7
Western Africa,1965,37.8
Western Africa,1970,39.6
Western Africa,1975,42
Western Africa,1980,44.6
Western Africa,1985,46.9
Western Africa,1990,47.9
Western Africa,1995,48.3
Western Africa,2000,48.5
Western Africa,2005,49.6
Western Africa,2010,52.6
Western Africa,2015,55
Western Asia,1955,43.8
Western Asia,1960,47
Western Asia,1965,50.2
Western Asia,1970,53.9
Western Asia,1975,57.1
Western Asia,1980,60.3
Western Asia,1985,62.6
Western Asia,1990,65.4
Western Asia,1995,67.2
Western Asia,2000,69.2
Western Asia,2005,70.8
Western Asia,2010,72
Western Asia,2015,72.7
Western Europe,1955,67.7
Western Europe,1960,69.3
Western Europe,1965,70.5
Western Europe,1970,71.1
Western Europe,1975,71.8
Western Europe,1980,73
Western Europe,1985,74.2
Western Europe,1990,75.5
Western Europe,1995,76.5
Western Europe,2000,77.7
Western Europe,2005,78.9
Western Europe,2010,80.2
Western Europe,2015,81.2
Western Sahara,1955,35.5
Western Sahara,1960,37.4
Western Sahara,1965,39.3
Western Sahara,1970,41.2
Western Sahara,1975,43.3
Western Sahara,1980,47.6
Western Sahara,1985,51.9
Western Sahara,1990,56.2
Western Sahara,1995,58.7
Western Sahara,2000,61.3
Western Sahara,2005,63.9
Western Sahara,2010,66
Western Sahara,2015,67.6
World,1955,46.8
World,1960,49.2
World,1965,51.1
World,1970,55.4
World,1975,58
World,1980,60.2
World,1985,62
World,1990,63.6
World,1995,64.5
World,2000,65.6
World,2005,67.1
World,2010,68.8
World,2015,70.5
Yemen,1955,34.7
Yemen,1960,34.7
Yemen,1965,34.7
Yemen,1970,39.1
Yemen,1975,43.3
Yemen,1980,48.1
Yemen,1985,53
Yemen,1990,56.8
Yemen,1995,58.6
Yemen,2000,59.8
Yemen,2005,61
Yemen,2010,62
Yemen,2015,63.5
Zambia,1955,42.1
Zambia,1960,44.1
Zambia,1965,46.1
Zambia,1970,47.8
Zambia,1975,50.2
Zambia,1980,51.6
Zambia,1985,50.6
Zambia,1990,46.5
Zambia,1995,42.8
Zambia,2000,42.5
Zambia,2005,45.8
Zambia,2010,53.5
Zambia,2015,58.8
Zimbabwe,1955,48.5
Zimbabwe,1960,50.6
Zimbabwe,1965,52.5
Zimbabwe,1970,54.1
Zimbabwe,1975,55.8
Zimbabwe,1980,57.8
Zimbabwe,1985,60.8
Zimbabwe,1990,61.6
Zimbabwe,1995,55.8
Zimbabwe,2000,44.9
Zimbabwe,2005,40.7
Zimbabwe,2010,45
Zimbabwe,2015,54.8
