Entity,Year,GDP per capita in 1990 Int. GK$ (Maddison-Project 2013) 
Philippines,1950,1070.3
Philippines,1951,1150.6
Philippines,1952,1185.9
Philippines,1953,1253.7
Philippines,1954,1308.1
Philippines,1955,1357.5
Philippines,1956,1409.8
Philippines,1957,1442.1
Philippines,1958,1447.9
Philippines,1959,1500.7
Philippines,1960,1476.2
Philippines,1961,1512.4
Philippines,1962,1536.8
Philippines,1963,1595.4
Philippines,1964,1600.2
Philippines,1965,1633.2
Philippines,1966,1653.9
Philippines,1967,1690.1
Philippines,1968,1721.7
Philippines,1969,1749.9
Philippines,1970,1764.1
Philippines,1971,1807.7
Philippines,1972,1853.4
Philippines,1973,1963.5
Philippines,1974,1978.5
Philippines,1975,2033.3
Philippines,1976,2152.3
Philippines,1977,2210.9
Philippines,1978,2261.5
Philippines,1979,2323.2
Philippines,1980,2375.6
Philippines,1981,2396.3
Philippines,1982,2420.7
Philippines,1983,2407.1
Philippines,1984,2176.4
Philippines,1985,1966.8
Philippines,1986,1983.1
Philippines,1987,2018.7
Philippines,1988,2105.3
Philippines,1989,2184.1
Philippines,1990,2197.4
Philippines,1991,2136
Philippines,1992,2098.9
Philippines,1993,2099
Philippines,1994,2143.9
Philippines,1995,2193.2
Philippines,1996,2267.2
Philippines,1997,2330.9
Philippines,1998,2267.2
Philippines,1999,2286.9
Philippines,2000,2335.6
Philippines,2001,2349
Philippines,2002,2381.9
Philippines,2003,2448
Philippines,2004,2556.8
Philippines,2005,2625.2
Philippines,2006,2708
Philippines,2007,2829.3
Philippines,2008,2888.3
Philippines,2009,2864.4
Philippines,2010,3023.7
Senegal,1960,1444.6
Senegal,1961,1474.7
Senegal,1962,1487.1
Senegal,1963,1506.9
Senegal,1964,1499.4
Senegal,1965,1510.6
Senegal,1966,1508.1
Senegal,1967,1448.9
Senegal,1968,1499
Senegal,1969,1361.7
Senegal,1970,1435.2
Senegal,1971,1390.3
Senegal,1972,1435.7
Senegal,1973,1315.2
Senegal,1974,1329.5
Senegal,1975,1396.1
Senegal,1976,1487.4
Senegal,1977,1402.9
Senegal,1978,1305.9
Senegal,1979,1354
Senegal,1980,1268.2
Senegal,1981,1218.7
Senegal,1982,1359.6
Senegal,1983,1350.7
Senegal,1984,1248.2
Senegal,1985,1255
Senegal,1986,1274.4
Senegal,1987,1284.8
Senegal,1988,1308.1
Senegal,1989,1241.7
Senegal,1990,1253.9
Senegal,1991,1250.8
Senegal,1992,1232.9
Senegal,1993,1217.2
Senegal,1994,1186.5
Senegal,1995,1218.5
Senegal,1996,1211.6
Senegal,1997,1219
Senegal,1998,1258.4
Senegal,1999,1307.1
Senegal,2000,1318.1
Senegal,2001,1343.4
Senegal,2002,1317.5
Senegal,2003,1368.8
Senegal,2004,1410.7
Senegal,2005,1450.7
Senegal,2006,1447.1
Senegal,2007,1479.1
Senegal,2008,1493.7
Senegal,2009,1485.1
Senegal,2010,1506.9
Singapore,1950,2219
Singapore,1951,2252.6
Singapore,1952,2279.5
Singapore,1953,2314.1
Singapore,1954,2320.1
Singapore,1955,2357.7
Singapore,1956,2333
Singapore,1957,2318.2
Singapore,1958,2294.6
Singapore,1959,2186.2
Singapore,1960,2309.9
Singapore,1961,2421.9
Singapore,1962,2520.3
Singapore,1963,2700.8
Singapore,1964,2541.3
Singapore,1965,2667.3
Singapore,1966,2891.3
Singapore,1967,3162.9
Singapore,1968,3540.3
Singapore,1969,3964.7
Singapore,1970,4439.1
Singapore,1971,4904.2
Singapore,1972,5460
Singapore,1973,5977.2
Singapore,1974,6275.9
Singapore,1975,6430.2
Singapore,1976,6797.2
Singapore,1977,7223.6
Singapore,1978,7752
Singapore,1979,8362.5
Singapore,1980,9058
Singapore,1981,9450.3
Singapore,1982,9653.9
Singapore,1983,10298.4
Singapore,1984,10937.9
Singapore,1985,10709.9
Singapore,1986,10899.7
Singapore,1987,11743.2
Singapore,1988,12717.9
Singapore,1989,13475.4
Singapore,1990,14220.1
Singapore,1991,14638.3
Singapore,1992,15167.2
Singapore,1993,16383.8
Singapore,1994,17573
Singapore,1995,18310.1
Singapore,1996,19159.7
Singapore,1997,20231.1
Singapore,1998,19287
Singapore,1999,19983.1
Singapore,2000,21263.3
Singapore,2001,20482.8
Singapore,2002,20786.4
Singapore,2003,21196.8
Singapore,2004,22584.7
Singapore,2005,23683.2
Singapore,2006,25169.5
Singapore,2007,26783.1
Singapore,2008,26638.2
Singapore,2009,25825.7
Singapore,2010,29037.6
South Africa,1960,3041.5
South Africa,1961,3091.6
South Africa,1962,3178.6
South Africa,1963,3321
South Africa,1964,3449.9
South Africa,1965,3559.4
South Africa,1966,3615
South Africa,1967,3760.4
South Africa,1968,3818.9
South Africa,1969,3946.2
South Africa,1970,4045.1
South Africa,1971,4134.9
South Africa,1972,4109.4
South Africa,1973,4175.2
South Africa,1974,4299.4
South Africa,1975,4270.9
South Africa,1976,4267.1
South Africa,1977,4155.3
South Africa,1978,4174.1
South Africa,1979,4231.6
South Africa,1980,4390
South Africa,1981,4480.5
South Africa,1982,4323
South Africa,1983,4111.9
South Africa,1984,4185.8
South Africa,1985,4006.5
South Africa,1986,3911.7
South Africa,1987,3897.3
South Africa,1988,3964
South Africa,1989,3955.6
South Africa,1990,3833.8
South Africa,1991,3715.2
South Africa,1992,3564.1
South Africa,1993,3533.2
South Africa,1994,3584.3
South Africa,1995,3646.4
South Africa,1996,3753.1
South Africa,1997,3802.7
South Africa,1998,3769.5
South Africa,1999,3809.5
South Africa,2000,3920.4
South Africa,2001,3982.4
South Africa,2002,4083.6
South Africa,2003,4159.8
South Africa,2004,4306.2
South Africa,2005,4490.4
South Africa,2006,4698.3
South Africa,2007,4913.7
South Africa,2008,5048.1
South Africa,2009,4943.2
South Africa,2010,5080.1
South Korea,1820,335
South Korea,1870,337.3
South Korea,1911,455.1
South Korea,1912,470.9
South Korea,1913,485.5
South Korea,1914,503.7
South Korea,1915,585.1
South Korea,1916,568.5
South Korea,1917,624.5
South Korea,1918,668
South Korea,1919,706.2
South Korea,1920,609.7
South Korea,1921,652.5
South Korea,1922,594.5
South Korea,1923,631.4
South Korea,1924,630.2
South Korea,1925,625
South Korea,1926,643
South Korea,1927,665.3
South Korea,1928,664.4
South Korea,1929,624
South Korea,1930,585.8
South Korea,1931,584.1
South Korea,1932,580.2
South Korea,1933,696.2
South Korea,1934,690
South Korea,1935,746.6
South Korea,1936,802.3
South Korea,1937,871.9
South Korea,1938,903.8
South Korea,1939,803.7
South Korea,1940,893.3
South Korea,1950,853.9
South Korea,1951,787
South Korea,1952,835.3
South Korea,1953,1071.7
South Korea,1954,1124
South Korea,1955,1168.9
South Korea,1956,1148.9
South Korea,1957,1205.7
South Korea,1958,1233.8
South Korea,1959,1242.8
South Korea,1960,1226.4
South Korea,1961,1246.6
South Korea,1962,1245.2
South Korea,1963,1315.5
South Korea,1964,1389.7
South Korea,1965,1436.3
South Korea,1966,1569.3
South Korea,1967,1644.7
South Korea,1968,1812.1
South Korea,1969,2040
South Korea,1970,2167.3
South Korea,1971,2332.4
South Korea,1972,2456.5
South Korea,1973,2824.3
South Korea,1974,3015.2
South Korea,1975,3161.7
South Korea,1976,3476.4
South Korea,1977,3774.6
South Korea,1978,4063.9
South Korea,1979,4294
South Korea,1980,4114.1
South Korea,1981,4301.9
South Korea,1982,4557.3
South Korea,1983,5007
South Korea,1984,5374.6
South Korea,1985,5670.4
South Korea,1986,6263
South Korea,1987,6915.9
South Korea,1988,7620.6
South Korea,1989,8027.3
South Korea,1990,8704.4
South Korea,1991,9446.1
South Korea,1992,9877.4
South Korea,1993,10391.2
South Korea,1994,11198.6
South Korea,1995,12094.2
South Korea,1996,12859.9
South Korea,1997,13500.5
South Korea,1998,12634.3
South Korea,1999,13889.6
South Korea,2000,14997.5
South Korea,2001,15481.4
South Korea,2002,16497.6
South Korea,2003,16881.9
South Korea,2004,17588.9
South Korea,2005,18227.3
South Korea,2006,19124.1
South Korea,2007,20047.8
South Korea,2008,20453.8
South Korea,2009,20464.3
South Korea,2010,21700.9
Spain,1800,916.2
Spain,1850,1078.7
Spain,1851,1089.3
Spain,1852,1132.7
Spain,1853,1135.8
Spain,1854,1150.4
Spain,1855,1202.1
Spain,1856,1163.3
Spain,1857,1131.6
Spain,1858,1153
Spain,1859,1199.9
Spain,1860,1236.2
Spain,1861,1248.2
Spain,1862,1252.3
Spain,1863,1277.1
Spain,1864,1273.7
Spain,1865,1230.3
Spain,1866,1290.2
Spain,1867,1282.8
Spain,1868,1149.3
Spain,1869,1181.4
Spain,1870,1207.1
Spain,1871,1298.1
Spain,1872,1473.1
Spain,1873,1597.6
Spain,1874,1458.9
Spain,1875,1496.3
Spain,1876,1519.3
Spain,1877,1668.4
Spain,1878,1617.9
Spain,1879,1520.3
Spain,1880,1646
Spain,1881,1679.1
Spain,1882,1691.7
Spain,1883,1720.4
Spain,1884,1715.7
Spain,1885,1661
Spain,1886,1616.5
Spain,1887,1585.4
Spain,1888,1641.5
Spain,1889,1630.4
Spain,1890,1624.1
Spain,1891,1653.7
Spain,1892,1769.8
Spain,1893,1700.2
Spain,1894,1711.6
Spain,1895,1689
Spain,1896,1547.5
Spain,1897,1618.9
Spain,1898,1736
Spain,1899,1756
Spain,1900,1786.3
Spain,1901,1901
Spain,1902,1833.1
Spain,1903,1828.8
Spain,1904,1810.2
Spain,1905,1777.3
Spain,1906,1851.3
Spain,1907,1896.4
Spain,1908,1957.2
Spain,1909,1977.5
Spain,1910,1895.1
Spain,1911,2017.2
Spain,1912,1988.7
Spain,1913,2055.6
Spain,1914,2013.7
Spain,1915,2032.9
Spain,1916,2113.2
Spain,1917,2073.4
Spain,1918,2045.1
Spain,1919,2044.1
Spain,1920,2177.2
Spain,1921,2212.4
Spain,1922,2283.6
Spain,1923,2289.9
Spain,1924,2331
Spain,1925,2450.5
Spain,1926,2416.9
Spain,1927,2599.9
Spain,1928,2583.9
Spain,1929,2738.9
Spain,1930,2620.4
Spain,1931,2528.9
Spain,1932,2559.4
Spain,1933,2485.9
Spain,1934,2555.8
Spain,1935,2582.8
Spain,1936,1988.8
Spain,1937,1807.8
Spain,1938,1790.2
Spain,1939,1914.6
Spain,1940,2080.4
Spain,1941,2029.6
Spain,1942,2126.3
Spain,1943,2187.6
Spain,1944,2271.5
Spain,1945,2101.6
Spain,1946,2178.8
Spain,1947,2197.5
Spain,1948,2185.7
Spain,1949,2154.8
Spain,1950,2189
Spain,1951,2386.5
Spain,1952,2558.5
Spain,1953,2527.6
Spain,1954,2695.6
Spain,1955,2778.3
Spain,1956,2977.9
Spain,1957,3046.1
Spain,1958,3149.8
Spain,1959,3050.5
Spain,1960,3071.6
Spain,1961,3436
Spain,1962,3799.5
Spain,1963,4151.4
Spain,1964,4514.9
Spain,1965,4762.2
Spain,1966,5059.8
Spain,1967,5334.1
Spain,1968,5588.2
Spain,1969,6032
Spain,1970,6319.1
Spain,1971,6618.5
Spain,1972,7099.3
Spain,1973,7661.3
Spain,1974,8149.4
Spain,1975,8346.3
Spain,1976,8599.3
Spain,1977,8833.1
Spain,1978,9023
Spain,1979,9068.1
Spain,1980,9202.5
Spain,1981,9185.7
Spain,1982,9293
Spain,1983,9477.8
Spain,1984,9571
Spain,1985,9721.8
Spain,1986,9998
Spain,1987,10520.1
Spain,1988,11046
Spain,1989,11581.6
Spain,1990,12054.8
Spain,1991,12327.1
Spain,1992,12413
Spain,1993,12258.5
Spain,1994,12528.5
Spain,1995,13132.1
Spain,1996,13423
Spain,1997,13912.1
Spain,1998,14483.3
Spain,1999,15093.2
Spain,2000,15723.6
Spain,2001,16118.7
Spain,2002,16319.9
Spain,2003,16553.2
Spain,2004,16822.8
Spain,2005,17144.8
Spain,2006,17551.6
Spain,2007,17848.9
Spain,2008,17734
Spain,2009,16928
Spain,2010,16797.4
Sweden,1800,856.6
Sweden,1801,849.5
Sweden,1802,888.8
Sweden,1803,880
Sweden,1804,822.6
Sweden,1805,875.3
Sweden,1806,885
Sweden,1807,848.2
Sweden,1808,802.9
Sweden,1809,766.3
Sweden,1810,828
Sweden,1811,889.4
Sweden,1812,832.6
Sweden,1813,848.5
Sweden,1814,855
Sweden,1815,884.8
Sweden,1816,902.1
Sweden,1817,876
Sweden,1818,883.2
Sweden,1819,875.5
Sweden,1820,887.7
Sweden,1821,914.4
Sweden,1822,918.7
Sweden,1823,908.8
Sweden,1824,933.4
Sweden,1825,958.2
Sweden,1826,960.5
Sweden,1827,915.5
Sweden,1828,931.7
Sweden,1829,944.8
Sweden,1830,921.3
Sweden,1831,939.3
Sweden,1832,914.3
Sweden,1833,943.1
Sweden,1834,955.4
Sweden,1835,951.7
Sweden,1836,982.5
Sweden,1837,974.7
Sweden,1838,959.4
Sweden,1839,970.1
Sweden,1840,983.9
Sweden,1841,971.5
Sweden,1842,925.7
Sweden,1843,945.8
Sweden,1844,986.7
Sweden,1845,1009.6
Sweden,1846,974.9
Sweden,1847,1000.4
Sweden,1848,1011.1
Sweden,1849,1048.5
Sweden,1850,1076.1
Sweden,1851,1054.7
Sweden,1852,1032.4
Sweden,1853,1046.2
Sweden,1854,1056.7
Sweden,1855,1122.1
Sweden,1856,1110.6
Sweden,1857,1141.1
Sweden,1858,1154.7
Sweden,1859,1196.4
Sweden,1860,1218.2
Sweden,1861,1170.5
Sweden,1862,1134.4
Sweden,1863,1183.4
Sweden,1864,1204.4
Sweden,1865,1225.3
Sweden,1866,1205.1
Sweden,1867,1223.1
Sweden,1868,1113.4
Sweden,1869,1192.9
Sweden,1870,1345.1
Sweden,1871,1391.8
Sweden,1872,1416.5
Sweden,1873,1432.9
Sweden,1874,1487.1
Sweden,1875,1434.2
Sweden,1876,1525
Sweden,1877,1490.6
Sweden,1878,1437.2
Sweden,1879,1516.2
Sweden,1880,1480.2
Sweden,1881,1533.4
Sweden,1882,1476.7
Sweden,1883,1588.4
Sweden,1884,1554.1
Sweden,1885,1582.1
Sweden,1886,1597.7
Sweden,1887,1550.2
Sweden,1888,1575.5
Sweden,1889,1598.9
Sweden,1890,1635.5
Sweden,1891,1724.5
Sweden,1892,1701.8
Sweden,1893,1743.5
Sweden,1894,1751.2
Sweden,1895,1836.3
Sweden,1896,1884.3
Sweden,1897,1958.1
Sweden,1898,2024.8
Sweden,1899,2074.7
Sweden,1900,2083
Sweden,1901,2137.1
Sweden,1902,2108.9
Sweden,1903,2219.7
Sweden,1904,2257.8
Sweden,1905,2225.4
Sweden,1906,2403.4
Sweden,1907,2563.4
Sweden,1908,2484.4
Sweden,1909,2497.3
Sweden,1910,2543.1
Sweden,1911,2606.4
Sweden,1912,2705.3
Sweden,1913,2874.1
Sweden,1914,2935.1
Sweden,1915,3037
Sweden,1916,3205.5
Sweden,1917,3010.5
Sweden,1918,2782.2
Sweden,1919,2824.7
Sweden,1920,3004.2
Sweden,1921,2849.5
Sweden,1922,3053.6
Sweden,1923,3151.3
Sweden,1924,3366.5
Sweden,1925,3443
Sweden,1926,3610.6
Sweden,1927,3728
Sweden,1928,3834.7
Sweden,1929,4062.7
Sweden,1930,4237.7
Sweden,1931,4129.2
Sweden,1932,3967.9
Sweden,1933,4033.4
Sweden,1934,4294.1
Sweden,1935,4491.7
Sweden,1936,4640.4
Sweden,1937,4754.9
Sweden,1938,4900.9
Sweden,1939,5251.2
Sweden,1940,4854.6
Sweden,1941,4711.7
Sweden,1942,4740.5
Sweden,1943,4880.3
Sweden,1944,5011.1
Sweden,1945,5145.1
Sweden,1946,5645.5
Sweden,1947,6091.3
Sweden,1948,6161.9
Sweden,1949,6353.2
Sweden,1950,6739.2
Sweden,1951,6948.8
Sweden,1952,6996.1
Sweden,1953,7144.6
Sweden,1954,7402.1
Sweden,1955,7565.6
Sweden,1956,7797.1
Sweden,1957,8092.4
Sweden,1958,8082.9
Sweden,1959,8287.9
Sweden,1960,8687.5
Sweden,1961,9137
Sweden,1962,9468.8
Sweden,1963,9916.9
Sweden,1964,10515.4
Sweden,1965,10815.2
Sweden,1966,10935.6
Sweden,1967,11219.2
Sweden,1968,11561.2
Sweden,1969,12055.2
Sweden,1970,12716.3
Sweden,1971,12748.4
Sweden,1972,13001.8
Sweden,1973,13493.6
Sweden,1974,13884.6
Sweden,1975,14183.3
Sweden,1976,14281.6
Sweden,1977,14003.6
Sweden,1978,14207.4
Sweden,1979,14721
Sweden,1980,14936.6
Sweden,1981,14916.5
Sweden,1982,15057.5
Sweden,1983,15314.5
Sweden,1984,15908.3
Sweden,1985,16188.5
Sweden,1986,16505.2
Sweden,1987,16948.8
Sweden,1988,17232.3
Sweden,1989,17524.1
Sweden,1990,17608.9
Sweden,1991,17276.3
Sweden,1992,16969
Sweden,1993,16524.3
Sweden,1994,17066.3
Sweden,1995,17645.7
Sweden,1996,17901.3
Sweden,1997,18375
Sweden,1998,19136.8
Sweden,1999,20012.5
Sweden,2000,20871.2
Sweden,2001,21096.1
Sweden,2002,21585.5
Sweden,2003,22050
Sweden,2004,22942.6
Sweden,2005,23627.4
Sweden,2006,24602.1
Sweden,2007,25376.7
Sweden,2008,25181.2
Sweden,2009,23877.5
Sweden,2010,25306.4
Taiwan,1950,915.8
Taiwan,1951,949
Taiwan,1952,1028.3
Taiwan,1953,1084.4
Taiwan,1954,1145.3
Taiwan,1955,1189.1
Taiwan,1956,1207.6
Taiwan,1957,1253.4
Taiwan,1958,1289.7
Taiwan,1959,1329
Taiwan,1960,1353.2
Taiwan,1961,1398.1
Taiwan,1962,1459.2
Taiwan,1963,1544.6
Taiwan,1964,1679.1
Taiwan,1965,1810.4
Taiwan,1966,1915.6
Taiwan,1967,2070.4
Taiwan,1968,2185.9
Taiwan,1969,2334.2
Taiwan,1970,2537
Taiwan,1971,2804.1
Taiwan,1972,3113.4
Taiwan,1973,3447.9
Taiwan,1974,3422
Taiwan,1975,3521.6
Taiwan,1976,3918.4
Taiwan,1977,4235.8
Taiwan,1978,4716.7
Taiwan,1979,4997.5
Taiwan,1980,5259.9
Taiwan,1981,5488.7
Taiwan,1982,5590.4
Taiwan,1983,5978.7
Taiwan,1984,6521.2
Taiwan,1985,6762
Taiwan,1986,7477.3
Taiwan,1987,8598
Taiwan,1988,8897.7
Taiwan,1989,9538
Taiwan,1990,9938.4
Taiwan,1991,10610.1
Taiwan,1992,11304.3
Taiwan,1993,11950.4
Taiwan,1994,12731.3
Taiwan,1995,13418
Taiwan,1996,14050.4
Taiwan,1997,14695.9
Taiwan,1998,15068.9
Taiwan,1999,15842.9
Taiwan,2000,16627.6
Taiwan,2001,16238.3
Taiwan,2002,17001.3
Taiwan,2003,17547.4
Taiwan,2004,18563.7
Taiwan,2005,19367.4
Taiwan,2006,20340.2
Taiwan,2007,21470.4
Taiwan,2008,21554.1
Taiwan,2009,21092.2
Taiwan,2010,23291.9
Tanzania,1960,459.1
Tanzania,1961,441.2
Tanzania,1962,467.6
Tanzania,1963,482.7
Tanzania,1964,494.3
Tanzania,1965,497.1
Tanzania,1966,544.3
Tanzania,1967,549.4
Tanzania,1968,560.7
Tanzania,1969,553.9
Tanzania,1970,568.4
Tanzania,1971,574.3
Tanzania,1972,593.3
Tanzania,1973,592.5
Tanzania,1974,587.7
Tanzania,1975,600.3
Tanzania,1976,624.7
Tanzania,1977,623.4
Tanzania,1978,622.6
Tanzania,1979,613
Tanzania,1980,600.9
Tanzania,1981,577.3
Tanzania,1982,568.2
Tanzania,1983,549.2
Tanzania,1984,546.4
Tanzania,1985,529.1
Tanzania,1986,530
Tanzania,1987,539.3
Tanzania,1988,544.4
Tanzania,1989,546.1
Tanzania,1990,549.4
Tanzania,1991,545.4
Tanzania,1992,533.2
Tanzania,1993,522.2
Tanzania,1994,510.7
Tanzania,1995,512.5
Tanzania,1996,524.7
Tanzania,1997,530.7
Tanzania,1998,534.8
Tanzania,1999,537.7
Tanzania,2000,547.2
Tanzania,2001,563.1
Tanzania,2002,585.7
Tanzania,2003,607.4
Tanzania,2004,636.1
Tanzania,2005,663.4
Tanzania,2006,687.8
Tanzania,2007,715.9
Tanzania,2008,747.5
Tanzania,2009,771.8
Tanzania,2010,803.9
Thailand,1950,817
Thailand,1951,848.9
Thailand,1952,869.1
Thailand,1953,935.3
Thailand,1954,898.4
Thailand,1955,945
Thailand,1956,929.7
Thailand,1957,910.2
Thailand,1958,913.7
Thailand,1959,992.1
Thailand,1960,1078.2
Thailand,1961,1099.9
Thailand,1962,1149.4
Thailand,1963,1205
Thailand,1964,1248.6
Thailand,1965,1307.9
Thailand,1966,1412.2
Thailand,1967,1485.8
Thailand,1968,1561.4
Thailand,1969,1636.1
Thailand,1970,1694.3
Thailand,1971,1724.7
Thailand,1972,1748.3
Thailand,1973,1873.6
Thailand,1974,1910
Thailand,1975,1958.7
Thailand,1976,2091.4
Thailand,1977,2249.3
Thailand,1978,2421.6
Thailand,1979,2496.1
Thailand,1980,2554.3
Thailand,1981,2653.7
Thailand,1982,2744.8
Thailand,1983,2847.5
Thailand,1984,2961.3
Thailand,1985,3050.1
Thailand,1986,3170.3
Thailand,1987,3420.8
Thailand,1988,3819.6
Thailand,1989,4225.2
Thailand,1990,4633.1
Thailand,1991,4956.6
Thailand,1992,5344
Thailand,1993,5733.8
Thailand,1994,6115.5
Thailand,1995,6531.3
Thailand,1996,6819.5
Thailand,1997,6558.7
Thailand,1998,5994.1
Thailand,1999,6212.4
Thailand,2000,6440.1
Thailand,2001,6611.3
Thailand,2002,6967.3
Thailand,2003,7412.3
Thailand,2004,7823.9
Thailand,2005,8093.3
Thailand,2006,8434.9
Thailand,2007,8835.2
Thailand,2008,8922.9
Thailand,2009,8768.3
Thailand,2010,9372.2
United Kingdom,1800,2096.9
United Kingdom,1801,2101.5
United Kingdom,1802,2108
United Kingdom,1803,2039.9
United Kingdom,1804,2010
United Kingdom,1805,2100.5
United Kingdom,1806,2062.2
United Kingdom,1807,2166.9
United Kingdom,1808,2038.9
United Kingdom,1809,2075.6
United Kingdom,1810,2181.7
United Kingdom,1811,2130.9
United Kingdom,1812,2012.2
United Kingdom,1813,2088.2
United Kingdom,1814,2010.2
United Kingdom,1815,2188.8
United Kingdom,1816,2039.5
United Kingdom,1817,2041.3
United Kingdom,1818,2008.3
United Kingdom,1819,1947
United Kingdom,1820,2073.8
United Kingdom,1821,2075
United Kingdom,1822,2080.2
United Kingdom,1823,2107.5
United Kingdom,1824,2190.7
United Kingdom,1825,2209.4
United Kingdom,1826,2063.9
United Kingdom,1827,2194.7
United Kingdom,1828,2170.6
United Kingdom,1829,2159.5
United Kingdom,1830,2227.3
United Kingdom,1831,2224.2
United Kingdom,1832,2266.3
United Kingdom,1833,2258.1
United Kingdom,1834,2283.3
United Kingdom,1835,2422.1
United Kingdom,1836,2470.2
United Kingdom,1837,2419.7
United Kingdom,1838,2485.6
United Kingdom,1839,2435.1
United Kingdom,1840,2521
United Kingdom,1841,2443.1
United Kingdom,1842,2389.4
United Kingdom,1843,2477.8
United Kingdom,1844,2663.4
United Kingdom,1845,2752.1
United Kingdom,1846,2719.3
United Kingdom,1847,2656.4
United Kingdom,1848,2735.7
United Kingdom,1849,2774.2
United Kingdom,1850,2330
United Kingdom,1851,2450.8
United Kingdom,1852,2480.4
United Kingdom,1853,2555.5
United Kingdom,1854,2602.5
United Kingdom,1855,2570.8
United Kingdom,1856,2729.6
United Kingdom,1857,2757.3
United Kingdom,1858,2742.3
United Kingdom,1859,2790.1
United Kingdom,1860,2830.2
United Kingdom,1861,2884.1
United Kingdom,1862,2880.2
United Kingdom,1863,2880.7
United Kingdom,1864,2935.5
United Kingdom,1865,3001
United Kingdom,1866,3023.1
United Kingdom,1867,2968.2
United Kingdom,1868,3036.6
United Kingdom,1869,3030.8
United Kingdom,1870,3190.4
United Kingdom,1871,3331.9
United Kingdom,1872,3319.2
United Kingdom,1873,3364.7
United Kingdom,1874,3386.4
United Kingdom,1875,3433.7
United Kingdom,1876,3430.2
United Kingdom,1877,3425.2
United Kingdom,1878,3402.5
United Kingdom,1879,3352.5
United Kingdom,1880,3477.3
United Kingdom,1881,3568.4
United Kingdom,1882,3643
United Kingdom,1883,3643.3
United Kingdom,1884,3621.7
United Kingdom,1885,3573.7
United Kingdom,1886,3600
United Kingdom,1887,3713.2
United Kingdom,1888,3849.1
United Kingdom,1889,4023.8
United Kingdom,1890,4008.8
United Kingdom,1891,3975.2
United Kingdom,1892,3846.3
United Kingdom,1893,3810.7
United Kingdom,1894,4028.9
United Kingdom,1895,4117.7
United Kingdom,1896,4248.6
United Kingdom,1897,4263.5
United Kingdom,1898,4427.7
United Kingdom,1899,4567
United Kingdom,1900,4491.8
United Kingdom,1901,4450.4
United Kingdom,1902,4525.3
United Kingdom,1903,4439.6
United Kingdom,1904,4427.9
United Kingdom,1905,4520.5
United Kingdom,1906,4631.1
United Kingdom,1907,4678.6
United Kingdom,1908,4449.2
United Kingdom,1909,4510.5
United Kingdom,1910,4610.8
United Kingdom,1911,4708.9
United Kingdom,1912,4761.7
United Kingdom,1913,4920.5
United Kingdom,1914,4926.6
United Kingdom,1915,5288.3
United Kingdom,1916,5384.4
United Kingdom,1917,5421
United Kingdom,1918,5459.3
United Kingdom,1919,4870.4
United Kingdom,1920,4547.9
United Kingdom,1921,4439.2
United Kingdom,1922,4636.9
United Kingdom,1923,4759.7
United Kingdom,1924,4920.9
United Kingdom,1925,5144.5
United Kingdom,1926,4936.1
United Kingdom,1927,5314.9
United Kingdom,1928,5357
United Kingdom,1929,5503.3
United Kingdom,1930,5440.9
United Kingdom,1931,5138.4
United Kingdom,1932,5148.3
United Kingdom,1933,5277.5
United Kingdom,1934,5607.5
United Kingdom,1935,5799
United Kingdom,1936,6035.2
United Kingdom,1937,6217.6
United Kingdom,1938,6266.5
United Kingdom,1939,6262.4
United Kingdom,1940,6856
United Kingdom,1941,7481.7
United Kingdom,1942,7638.9
United Kingdom,1943,7743.7
United Kingdom,1944,7405.4
United Kingdom,1945,7056.1
United Kingdom,1946,6745.3
United Kingdom,1947,6604.4
United Kingdom,1948,6745.6
United Kingdom,1949,6955.7
United Kingdom,1950,6939.4
United Kingdom,1951,7123.4
United Kingdom,1952,7090.7
United Kingdom,1953,7345.8
United Kingdom,1954,7619.2
United Kingdom,1955,7868.1
United Kingdom,1956,7928.7
United Kingdom,1957,8017
United Kingdom,1958,7965.8
United Kingdom,1959,8239.8
United Kingdom,1960,8645.2
United Kingdom,1961,8856.7
United Kingdom,1962,8865.4
United Kingdom,1963,9149.2
United Kingdom,1964,9568
United Kingdom,1965,9751.5
United Kingdom,1966,9885.3
United Kingdom,1967,10048.9
United Kingdom,1968,10410
United Kingdom,1969,10551.7
United Kingdom,1970,10767.5
United Kingdom,1971,10941.5
United Kingdom,1972,11293.9
United Kingdom,1973,12025.3
United Kingdom,1974,11858.9
United Kingdom,1975,11847.1
United Kingdom,1976,12115
United Kingdom,1977,12383.6
United Kingdom,1978,12827.8
United Kingdom,1979,13167.3
United Kingdom,1980,12931.5
United Kingdom,1981,12747.4
United Kingdom,1982,12954.6
United Kingdom,1983,13404.5
United Kingdom,1984,13720.1
United Kingdom,1985,14164.5
United Kingdom,1986,14741.8
United Kingdom,1987,15393.4
United Kingdom,1988,16110
United Kingdom,1989,16413.7
United Kingdom,1990,16429.9
United Kingdom,1991,16155.3
United Kingdom,1992,16133.5
United Kingdom,1993,16458.3
United Kingdom,1994,17117.9
United Kingdom,1995,17585.5
United Kingdom,1996,18044
United Kingdom,1997,19115.1
United Kingdom,1998,19724.1
United Kingdom,1999,20269.5
United Kingdom,2000,21045.7
United Kingdom,2001,21567.4
United Kingdom,2002,22008
United Kingdom,2003,22762.8
United Kingdom,2004,23306.6
United Kingdom,2005,23810.4
United Kingdom,2006,24285.3
United Kingdom,2007,25002.1
United Kingdom,2008,24602.1
