Entity,Year,Total population (Gapminder)
Mongolia,1870,668000
Mongolia,1913,725000
Mongolia,1950,780200
Mongolia,1951,793846
Mongolia,1952,808494
Mongolia,1953,823840
Mongolia,1954,839736
Mongolia,1955,856184
Mongolia,1956,873350
Mongolia,1957,891555
Mongolia,1958,911239
Mongolia,1959,932921
Mongolia,1960,957044
Mongolia,1961,983822
Mongolia,1962,1013100
Mongolia,1963,1044297
Mongolia,1964,1076571
Mongolia,1965,1109312
Mongolia,1966,1142272
Mongolia,1967,1175616
Mongolia,1968,1209647
Mongolia,1969,1244846
Mongolia,1970,1281535
Mongolia,1971,1319817
Mongolia,1972,1359478
Mongolia,1973,1400150
Mongolia,1974,1441311
Mongolia,1975,1482599
Mongolia,1976,1523908
Mongolia,1977,1565380
Mongolia,1978,1607212
Mongolia,1979,1649710
Mongolia,1980,1693122
Mongolia,1981,1736994
Mongolia,1982,1781213
Mongolia,1983,1826717
Mongolia,1984,1874774
Mongolia,1985,1926002
Mongolia,1986,1981170
Mongolia,1987,2039204
Mongolia,1988,2096653
Mongolia,1989,2148850
Mongolia,1990,2192553
Mongolia,1991,2226469
Mongolia,1992,2251861
Mongolia,1993,2271236
Mongolia,1994,2288370
Mongolia,1995,2306131
Mongolia,1996,2325369
Mongolia,1997,2345618
Mongolia,1998,2366895
Mongolia,1999,2388862
Mongolia,2000,2411369
Mongolia,2001,2434515
Mongolia,2002,2458853
Mongolia,2003,2485177
Mongolia,2004,2514462
Mongolia,2005,2547339
Mongolia,2006,2584143
Mongolia,2007,2624509
Mongolia,2008,2667474
Mongolia,2009,2711659
Mongolia,2010,2756001
Mongolia,2011,2800114
Mongolia,2012,2844081
Mongolia,2013,2887863
Montenegro,1800,126582
Montenegro,1820,126582
Montenegro,1950,398539
Montenegro,1951,401735
Montenegro,1952,407165
Montenegro,1953,413925
Montenegro,1954,421324
Montenegro,1955,428881
Montenegro,1956,436342
Montenegro,1957,443661
Montenegro,1958,450979
Montenegro,1959,458567
Montenegro,1960,466674
Montenegro,1961,475371
Montenegro,1962,484408
Montenegro,1963,493148
Montenegro,1964,500745
Montenegro,1965,506646
Montenegro,1966,510527
Montenegro,1967,512701
Montenegro,1968,514031
Montenegro,1969,515746
Montenegro,1970,518727
Montenegro,1971,523214
Montenegro,1972,528905
Montenegro,1973,535454
Montenegro,1974,542304
Montenegro,1975,548999
Montenegro,1976,555632
Montenegro,1977,562247
Montenegro,1978,568285
Montenegro,1979,573036
Montenegro,1980,576069
Montenegro,1981,577041
Montenegro,1982,576292
Montenegro,1983,574920
Montenegro,1984,574459
Montenegro,1985,575997
Montenegro,1986,579821
Montenegro,1987,585546
Montenegro,1988,592740
Montenegro,1989,600697
Montenegro,1990,608816
Montenegro,1991,617144
Montenegro,1992,625630
Montenegro,1993,633443
Montenegro,1994,639542
Montenegro,1995,643227
Montenegro,1996,644121
Montenegro,1997,642533
Montenegro,1998,639309
Montenegro,1999,635689
Montenegro,2000,632606
Montenegro,2001,630299
Montenegro,2002,628594
Montenegro,2003,627500
Montenegro,2004,626912
Montenegro,2005,626739
Montenegro,2006,627074
Montenegro,2007,627962
Montenegro,2008,629185
Montenegro,2009,630435
Montenegro,2010,631490
Montenegro,2011,632261
Montenegro,2012,632796
Montenegro,2013,633167
Montserrat,1800,5230
Montserrat,1820,5230
Montserrat,1851,7100
Montserrat,1861,7600
Montserrat,1871,8700
Montserrat,1881,10000
Montserrat,1891,12000
Montserrat,1901,12000
Montserrat,1911,12000
Montserrat,1921,12000
Montserrat,1946,14000
Montserrat,1950,13521
Montserrat,1951,14118
Montserrat,1952,14481
Montserrat,1953,14616
Montserrat,1954,14540
Montserrat,1955,14285
Montserrat,1956,13890
Montserrat,1957,13411
Montserrat,1958,12908
Montserrat,1959,12451
Montserrat,1960,12095
Montserrat,1961,11877
Montserrat,1962,11793
Montserrat,1963,11802
Montserrat,1964,11834
Montserrat,1965,11839
Montserrat,1966,11806
Montserrat,1967,11754
Montserrat,1968,11693
Montserrat,1969,11644
Montserrat,1970,11622
Montserrat,1971,11626
Montserrat,1972,11646
Montserrat,1973,11680
Montserrat,1974,11723
Montserrat,1975,11770
Montserrat,1976,11821
Montserrat,1977,11875
Montserrat,1978,11917
Montserrat,1979,11931
Montserrat,1980,11906
Montserrat,1981,11837
Montserrat,1982,11727
Montserrat,1983,11592
Montserrat,1984,11446
Montserrat,1985,11307
Montserrat,1986,11165
Montserrat,1987,11013
Montserrat,1988,10871
Montserrat,1989,10769
Montserrat,1990,10714
Montserrat,1991,10746
Montserrat,1992,10842
Montserrat,1993,10883
Montserrat,1994,10707
Montserrat,1995,10210
Montserrat,1996,9329
Montserrat,1997,8137
Montserrat,1998,6832
Montserrat,1999,5697
Montserrat,2000,4931
Montserrat,2001,4608
Montserrat,2002,4660
Montserrat,2003,4962
Montserrat,2004,5322
Montserrat,2005,5599
Montserrat,2006,5760
Montserrat,2007,5845
Montserrat,2008,5876
Montserrat,2009,5895
Montserrat,2010,5934
Montserrat,2011,5990
Montserrat,2012,6046
Montserrat,2013,6100
Morocco,1700,1750000
Morocco,1800,2503218
Morocco,1820,2689000
Morocco,1870,3776000
Morocco,1913,5111000
Morocco,1950,8953000
Morocco,1951,9167716
Morocco,1952,9390159
Morocco,1953,9623715
Morocco,1954,9870670
Morocco,1955,10132210
Morocco,1956,10408363
Morocco,1957,10698059
Morocco,1958,10999295
Morocco,1959,11309424
Morocco,1960,11625999
Morocco,1961,11947688
Morocco,1962,12275060
Morocco,1963,12610932
Morocco,1964,12959397
Morocco,1965,13323000
Morocco,1966,13703369
Morocco,1967,14098444
Morocco,1968,14502647
Morocco,1969,14908265
Morocco,1970,15309995
Morocco,1971,15706226
Morocco,1972,16099392
Morocco,1973,16493298
Morocco,1974,16893643
Morocco,1975,17304995
Morocco,1976,17726625
Morocco,1977,18158169
Morocco,1978,18604851
Morocco,1979,19073204
Morocco,1980,19566920
Morocco,1981,20088209
Morocco,1982,20633004
Morocco,1983,21190800
Morocco,1984,21747150
Morocco,1985,22291062
Morocco,1986,22818601
Morocco,1987,23330761
Morocco,1988,23827539
Morocco,1989,24310585
Morocco,1990,24781105
Morocco,1991,25237951
Morocco,1992,25679802
Morocco,1993,26107772
Morocco,1994,26523600
Morocco,1995,26928600
Morocco,1996,27323664
Morocco,1997,27708647
Morocco,1998,28082684
Morocco,1999,28444414
Morocco,2000,28793236
Morocco,2001,29129204
Morocco,2002,29453931
Morocco,2003,29770316
Morocco,2004,30082152
Morocco,2005,30392473
Morocco,2006,30702084
Morocco,2007,31011199
Morocco,2008,31321453
Morocco,2009,31634524
Morocco,2010,31951412
Morocco,2011,32272974
Morocco,2012,32598536
Morocco,2013,32925553
Mozambique,1700,1500000
Mozambique,1800,1982324
Mozambique,1820,2096000
Mozambique,1950,6442133
Mozambique,1951,6535891
Mozambique,1952,6636035
Mozambique,1953,6742252
Mozambique,1954,6854315
Mozambique,1955,6972081
Mozambique,1956,7095498
Mozambique,1957,7224598
Mozambique,1958,7359490
Mozambique,1959,7500335
Mozambique,1960,7647298
Mozambique,1961,7800484
Mozambique,1962,7959885
Mozambique,1963,8125366
Mozambique,1964,8296714
Mozambique,1965,8473839
Mozambique,1966,8657160
Mozambique,1967,8847011
Mozambique,1968,9043165
Mozambique,1969,9245275
Mozambique,1970,9453385
Mozambique,1971,9665565
Mozambique,1972,9882427
Mozambique,1973,10109426
Mozambique,1974,10353943
Mozambique,1975,10620268
Mozambique,1976,10908878
Mozambique,1977,11214834
Mozambique,1978,11530022
Mozambique,1979,11843382
Mozambique,1980,12145501
Mozambique,1981,12441643
Mozambique,1982,12731231
Mozambique,1983,12992962
Mozambique,1984,13199259
Mozambique,1985,13334972
Mozambique,1986,13384409
Mozambique,1987,13365201
Mozambique,1988,13336217
Mozambique,1989,13378100
Mozambique,1990,13547076
Mozambique,1991,13867422
Mozambique,1992,14318167
Mozambique,1993,14854590
Mozambique,1994,15409381
Mozambique,1995,15933452
Mozambique,1996,16412893
Mozambique,1997,16862385
Mozambique,1998,17295521
Mozambique,1999,17735992
Mozambique,2000,18200656
Mozambique,2001,18691461
Mozambique,2002,19200021
Mozambique,2003,19721009
Mozambique,2004,20246287
Mozambique,2005,20770013
Mozambique,2006,21290952
Mozambique,2007,21811326
Mozambique,2008,22332900
Mozambique,2009,22858607
Mozambique,2010,23390765
Mozambique,2011,23929708
Mozambique,2012,24475186
Mozambique,2013,25028313
Myanmar,1800,3506000
Myanmar,1820,3506000
Myanmar,1850,3932000
Myanmar,1870,4245000
Myanmar,1890,7489000
Myanmar,1900,10174000
Myanmar,1901,10490000
Myanmar,1902,10642000
Myanmar,1903,10796000
Myanmar,1904,10953000
Myanmar,1905,11112000
Myanmar,1906,11273000
Myanmar,1907,11437000
Myanmar,1908,11603000
Myanmar,1909,11771000
Myanmar,1910,11942000
Myanmar,1911,12115000
Myanmar,1912,12220000
Myanmar,1913,12326000
Myanmar,1914,12433000
Myanmar,1915,12541000
Myanmar,1916,12650000
Myanmar,1917,12760000
Myanmar,1918,12871000
Myanmar,1919,12893000
Myanmar,1920,13096000
Myanmar,1921,13212000
Myanmar,1922,13351000
Myanmar,1923,13491000
Myanmar,1924,13633000
Myanmar,1925,13776000
Myanmar,1926,13921000
Myanmar,1927,14067000
Myanmar,1928,14215000
Myanmar,1929,14364000
Myanmar,1930,14515000
Myanmar,1931,14667000
Myanmar,1932,14870000
Myanmar,1933,15075000
Myanmar,1934,15283000
Myanmar,1935,15494000
Myanmar,1936,15708000
Myanmar,1937,15925000
Myanmar,1938,16145000
Myanmar,1939,16368000
Myanmar,1940,16594000
Myanmar,1941,16824000
Myanmar,1950,17157508
Myanmar,1951,17463258
Myanmar,1952,17786203
Myanmar,1953,18127006
Myanmar,1954,18485791
Myanmar,1955,18862149
Myanmar,1956,19255085
Myanmar,1957,19663071
Myanmar,1958,20084160
Myanmar,1959,20516191
Myanmar,1960,20957397
Myanmar,1961,21407053
Myanmar,1962,21866045
Myanmar,1963,22337108
Myanmar,1964,22824142
Myanmar,1965,23330184
Myanmar,1966,23854648
Myanmar,1967,24397064
Myanmar,1968,24960539
Myanmar,1969,25548930
Myanmar,1970,26164131
Myanmar,1971,26807570
Myanmar,1972,27475978
Myanmar,1973,28160632
Myanmar,1974,28849728
Myanmar,1975,29534378
Myanmar,1976,30210895
Myanmar,1977,30880196
Myanmar,1978,31543652
Myanmar,1979,32204485
Myanmar,1980,32864901
Myanmar,1981,33524053
Myanmar,1982,34179992
Myanmar,1983,34832636
Myanmar,1984,35481981
Myanmar,1985,36127741
Myanmar,1986,36770437
Myanmar,1987,37409257
Myanmar,1988,38041034
Myanmar,1989,38661616
Myanmar,1990,39268304
Myanmar,1991,39855885
Myanmar,1992,40425088
Myanmar,1993,40985963
Myanmar,1994,41552659
Myanmar,1995,42133199
Myanmar,1996,42735941
Myanmar,1997,43352191
Myanmar,1998,43952526
Myanmar,1999,44496687
Myanmar,2000,44957660
Myanmar,2001,45323903
Myanmar,2002,45609292
Myanmar,2003,45843675
Myanmar,2004,46070248
Myanmar,2005,46321162
Myanmar,2006,46605278
Myanmar,2007,46915826
Myanmar,2008,47250315
Myanmar,2009,47601374
Myanmar,2010,47963012
Myanmar,2011,48336763
Myanmar,2012,48724387
Myanmar,2013,49119646
Namibia,1800,229000
Namibia,1921,229000
Namibia,1946,362000
Namibia,1950,485274
Namibia,1951,494611
Namibia,1952,504551
Namibia,1953,515039
Namibia,1954,526036
Namibia,1955,537519
Namibia,1956,549482
Namibia,1957,561936
Namibia,1958,574907
Namibia,1959,588430
Namibia,1960,602545
Namibia,1961,617283
Namibia,1962,632659
Namibia,1963,648669
Namibia,1964,665298
Namibia,1965,682554
Namibia,1966,700317
Namibia,1967,718623
Namibia,1968,737803
Namibia,1969,758305
Namibia,1970,780386
Namibia,1971,804310
Namibia,1972,829810
Namibia,1973,855970
Namibia,1974,881536
Namibia,1975,905652
Namibia,1976,928223
Namibia,1977,949709
Namibia,1978,970537
Namibia,1979,991357
Namibia,1980,1012824
Namibia,1981,1034636
Namibia,1982,1057115
Namibia,1983,1082264
Namibia,1984,1112679
Namibia,1985,1150038
Namibia,1986,1195331
Namibia,1987,1247573
Namibia,1988,1304005
Namibia,1989,1360710
Namibia,1990,1414830
Namibia,1991,1465201
Namibia,1992,1512524
Namibia,1993,1558055
Namibia,1994,1603865
Namibia,1995,1651352
Namibia,1996,1700975
Namibia,1997,1751872
Namibia,1998,1802579
Namibia,1999,1851034
Namibia,2000,1895839
Namibia,2001,1936399
Namibia,2002,1973408
Namibia,2003,2008342
Namibia,2004,2043339
Namibia,2005,2079951
Namibia,2006,2118653
Namibia,2007,2158984
Namibia,2008,2200422
Namibia,2009,2242078
Namibia,2010,2283289
Namibia,2011,2324004
Namibia,2012,2364433
Namibia,2013,2404477
Nauru,1800,1834
Nauru,1820,1834
Nauru,1950,2953
Nauru,1951,3059
Nauru,1952,3191
Nauru,1953,3335
Nauru,1954,3479
Nauru,1955,3621
Nauru,1956,3760
Nauru,1957,3901
Nauru,1958,4052
Nauru,1959,4227
Nauru,1960,4433
Nauru,1961,4675
Nauru,1962,4947
Nauru,1963,5231
Nauru,1964,5500
Nauru,1965,5738
Nauru,1966,5936
Nauru,1967,6102
Nauru,1968,6241
Nauru,1969,6368
Nauru,1970,6493
Nauru,1971,6619
Nauru,1972,6743
Nauru,1973,6862
Nauru,1974,6972
Nauru,1975,7070
Nauru,1976,7156
Nauru,1977,7235
Nauru,1978,7311
Nauru,1979,7393
Nauru,1980,7488
Nauru,1981,7597
Nauru,1982,7719
Nauru,1983,7855
Nauru,1984,8007
Nauru,1985,8174
Nauru,1986,8356
Nauru,1987,8550
Nauru,1988,8752
Nauru,1989,8956
Nauru,1990,9157
Nauru,1991,9354
Nauru,1992,9544
Nauru,1993,9719
Nauru,1994,9863
Nauru,1995,9970
Nauru,1996,10033
Nauru,1997,10058
Nauru,1998,10056
Nauru,1999,10046
Nauru,2000,10041
Nauru,2001,10046
Nauru,2002,10057
Nauru,2003,10075
Nauru,2004,10094
Nauru,2005,10114
Nauru,2006,10133
Nauru,2007,10154
Nauru,2008,10180
Nauru,2009,10212
Nauru,2010,10255
Nauru,2011,10308
Nauru,2012,10370
Nauru,2013,10437
Nepal,1800,3881000
Nepal,1820,3881000
Nepal,1850,4352000
Nepal,1870,4698000
Nepal,1890,5192000
Nepal,1900,5283000
Nepal,1913,5639000
Nepal,1950,8230991
Nepal,1951,8372203
Nepal,1952,8512546
Nepal,1953,8653473
Nepal,1954,8796252
Nepal,1955,8941972
Nepal,1956,9091534
Nepal,1957,9245658
Nepal,1958,9404902
Nepal,1959,9569700
Nepal,1960,9740462
Nepal,1961,9917687
Nepal,1962,10102057
Nepal,1963,10294480
Nepal,1964,10495972
Nepal,1965,10707313
Nepal,1966,10928950
Nepal,1967,11160972
Nepal,1968,11403306
Nepal,1969,11655685
Nepal,1970,11917872
Nepal,1971,12189968
Nepal,1972,12472000
Nepal,1973,12763547
Nepal,1974,13064044
Nepal,1975,13373069
Nepal,1976,13690544
Nepal,1977,14016547
Nepal,1978,14351017
Nepal,1979,14693930
Nepal,1980,15045329
Nepal,1981,15405456
Nepal,1982,15774532
Nepal,1983,16152598
Nepal,1984,16539682
Nepal,1985,16936006
Nepal,1986,17341408
Nepal,1987,17756510
Nepal,1988,18183258
Nepal,1989,18624187
Nepal,1990,19081064
Nepal,1991,19554170
Nepal,1992,20042806
Nepal,1993,20546441
Nepal,1994,21064150
Nepal,1995,21594872
Nepal,1996,22137784
Nepal,1997,22691788
Nepal,1998,23255046
Nepal,1999,23825372
Nepal,2000,24400606
Nepal,2001,24980184
Nepal,2002,25562573
Nepal,2003,26143530
Nepal,2004,26717875
Nepal,2005,27281945
Nepal,2006,27833665
Nepal,2007,28373838
Nepal,2008,28905358
Nepal,2009,29432743
Nepal,2010,29959364
Nepal,2011,30485798
Nepal,2012,31011137
Nepal,2013,31535507
Netherlands,1700,1900000
Netherlands,1800,2254522
Netherlands,1820,2333000
Netherlands,1821,2365000
Netherlands,1822,2400000
Netherlands,1823,2435000
Netherlands,1824,2474000
Netherlands,1825,2514000
Netherlands,1826,2543000
Netherlands,1827,2561000
Netherlands,1828,2585000
Netherlands,1829,2610000
Netherlands,1830,2633000
Netherlands,1831,2653000
Netherlands,1832,2665000
Netherlands,1833,2683000
Netherlands,1834,2707000
Netherlands,1835,2732000
Netherlands,1836,2762000
Netherlands,1837,2791000
Netherlands,1838,2821000
Netherlands,1839,2853000
Netherlands,1840,2886000
Netherlands,1841,2921000
Netherlands,1842,2952000
Netherlands,1843,2981000
Netherlands,1844,3014000
Netherlands,1845,3047000
Netherlands,1846,3069000
Netherlands,1847,3071000
Netherlands,1848,3069000
Netherlands,1849,3076000
Netherlands,1850,3098000
Netherlands,1851,3133000
Netherlands,1852,3167000
Netherlands,1853,3194000
Netherlands,1854,3218000
Netherlands,1855,3235000
Netherlands,1856,3253000
Netherlands,1857,3277000
Netherlands,1858,3294000
Netherlands,1859,3304000
Netherlands,1860,3318000
Netherlands,1861,3340000
Netherlands,1862,3366000
Netherlands,1863,3397000
Netherlands,1864,3431000
Netherlands,1865,3460000
Netherlands,1866,3484000
Netherlands,1867,3510000
Netherlands,1868,3543000
Netherlands,1869,3575000
Netherlands,1870,3610000
Netherlands,1871,3636000
Netherlands,1872,3662000
Netherlands,1873,3670000
Netherlands,1874,3745000
Netherlands,1875,3788000
Netherlands,1876,3832000
Netherlands,1877,3883000
Netherlands,1878,3834000
Netherlands,1879,3986000
Netherlands,1880,4043000
Netherlands,1881,4079000
Netherlands,1882,4130000
Netherlands,1883,4180000
Netherlands,1884,4226000
Netherlands,1885,4276000
Netherlands,1886,4326000
Netherlands,1887,4378000
Netherlands,1888,4432000
Netherlands,1889,4485000
Netherlands,1890,4535000
Netherlands,1891,4585000
Netherlands,1892,4632000
Netherlands,1893,4684000
Netherlands,1894,4743000
Netherlands,1895,4803000
Netherlands,1896,4866000
Netherlands,1897,4935000
Netherlands,1898,5003000
Netherlands,1899,5070000
Netherlands,1900,5142000
Netherlands,1901,5221000
Netherlands,1902,5305000
Netherlands,1903,5389000
Netherlands,1904,5470000
Netherlands,1905,5551000
Netherlands,1906,5632000
Netherlands,1907,5710000
Netherlands,1908,5786000
Netherlands,1909,5862000
Netherlands,1910,5922000
Netherlands,1911,5984000
Netherlands,1912,6068000
Netherlands,1913,6164000
Netherlands,1914,6277000
Netherlands,1915,6395000
Netherlands,1916,6516000
Netherlands,1917,6654000
Netherlands,1918,6752000
Netherlands,1919,6805000
Netherlands,1920,6848000
Netherlands,1921,6921000
Netherlands,1922,7032000
Netherlands,1923,7150000
Netherlands,1924,7264000
Netherlands,1925,7366000
Netherlands,1926,7471000
Netherlands,1927,7576000
Netherlands,1928,7679000
Netherlands,1929,7782000
Netherlands,1930,7884000
Netherlands,1931,7999000
Netherlands,1932,8123000
Netherlands,1933,8237000
Netherlands,1934,8341000
Netherlands,1935,8434000
Netherlands,1936,8516000
Netherlands,1937,8599000
Netherlands,1938,8685000
Netherlands,1939,8782000
Netherlands,1940,8879000
Netherlands,1941,8966000
Netherlands,1942,9042000
Netherlands,1943,9103000
Netherlands,1944,9175000
Netherlands,1945,9262000
Netherlands,1946,9424000
Netherlands,1947,9630000
Netherlands,1948,9800000
Netherlands,1949,9956000
Netherlands,1950,10027047
Netherlands,1951,10148830
Netherlands,1952,10275906
Netherlands,1953,10407381
Netherlands,1954,10542570
Netherlands,1955,10680990
Netherlands,1956,10822380
Netherlands,1957,10966682
Netherlands,1958,11114008
Netherlands,1959,11264566
Netherlands,1960,11418460
Netherlands,1961,11575478
Netherlands,1962,11734901
Netherlands,1963,11895425
Netherlands,1964,12055386
Netherlands,1965,12213435
Netherlands,1966,12368832
Netherlands,1967,12521308
Netherlands,1968,12670558
Netherlands,1969,12816446
Netherlands,1970,12958757
Netherlands,1971,13097251
Netherlands,1972,13231426
Netherlands,1973,13360546
Netherlands,1974,13483746
Netherlands,1975,13600423
Netherlands,1976,13710713
Netherlands,1977,13814863
Netherlands,1978,13912617
Netherlands,1979,14003707
Netherlands,1980,14088274
Netherlands,1981,14166213
Netherlands,1982,14238594
Netherlands,1983,14308217
Netherlands,1984,14378740
Netherlands,1985,14452941
Netherlands,1986,14531566
Netherlands,1987,14614382
Netherlands,1988,14701901
Netherlands,1989,14794378
Netherlands,1990,14891719
Netherlands,1991,14994691
Netherlands,1992,15102709
Netherlands,1993,15212612
Netherlands,1994,15320112
Netherlands,1995,15422165
Netherlands,1996,15517122
Netherlands,1997,15605817
Netherlands,1998,15690705
Netherlands,1999,15775532
Netherlands,2000,15862825
Netherlands,2001,15953446
Netherlands,2002,16045935
Netherlands,2003,16137709
Netherlands,2004,16225091
Netherlands,2005,16305457
Netherlands,2006,16377959
Netherlands,2007,16443483
Netherlands,2008,16503263
Netherlands,2009,16559268
Netherlands,2010,16612988
Netherlands,2011,16664746
Netherlands,2012,16714228
Netherlands,2013,16761552
New Caledonia,1800,29432
New Caledonia,1820,29432
New Caledonia,1950,64824
New Caledonia,1951,64289
New Caledonia,1952,64453
New Caledonia,1953,65162
New Caledonia,1954,66293
New Caledonia,1955,67745
New Caledonia,1956,69442
New Caledonia,1957,71337
New Caledonia,1958,73400
New Caledonia,1959,75624
New Caledonia,1960,78005
New Caledonia,1961,80531
New Caledonia,1962,83171
New Caledonia,1963,85867
New Caledonia,1964,88549
New Caledonia,1965,91182
New Caledonia,1966,93684
New Caledonia,1967,96089
New Caledonia,1968,98617
New Caledonia,1969,101567
New Caledonia,1970,105134
New Caledonia,1971,109421
New Caledonia,1972,114294
New Caledonia,1973,119408
New Caledonia,1974,124283
New Caledonia,1975,128571
New Caledonia,1976,132158
New Caledonia,1977,135149
New Caledonia,1978,137700
New Caledonia,1979,140061
New Caledonia,1980,142424
New Caledonia,1981,144832
New Caledonia,1982,147247
New Caledonia,1983,149695
New Caledonia,1984,152190
New Caledonia,1985,154749
New Caledonia,1986,157383
New Caledonia,1987,160123
New Caledonia,1988,163039
New Caledonia,1989,166211
New Caledonia,1990,169689
New Caledonia,1991,173502
New Caledonia,1992,177618
New Caledonia,1993,181946
New Caledonia,1994,186358
New Caledonia,1995,190756
New Caledonia,1996,195116
New Caledonia,1997,199443
New Caledonia,1998,203708
New Caledonia,1999,207888
New Caledonia,2000,211965
New Caledonia,2001,215914
New Caledonia,2002,219741
New Caledonia,2003,223496
New Caledonia,2004,227258
New Caledonia,2005,231080
New Caledonia,2006,234976
New Caledonia,2007,238926
New Caledonia,2008,242911
New Caledonia,2009,246900
New Caledonia,2010,250870
New Caledonia,2011,254816
New Caledonia,2012,258735
New Caledonia,2013,262605
New Zealand,1700,100000
New Zealand,1800,100000
New Zealand,1820,100000
New Zealand,1830,100000
New Zealand,1840,70000
New Zealand,1850,90000
New Zealand,1860,132000
New Zealand,1870,291000
New Zealand,1871,306000
New Zealand,1872,320000
New Zealand,1873,335000
New Zealand,1874,367000
New Zealand,1875,406000
New Zealand,1876,434000
New Zealand,1877,450000
New Zealand,1878,467000
New Zealand,1879,494000
New Zealand,1880,520000
New Zealand,1881,539000
New Zealand,1882,555000
New Zealand,1883,574000
New Zealand,1884,598000
New Zealand,1885,614000
New Zealand,1886,626000
New Zealand,1887,640000
New Zealand,1888,649000
New Zealand,1889,656000
New Zealand,1890,665000
New Zealand,1891,674000
New Zealand,1892,686000
New Zealand,1893,705000
New Zealand,1894,722000
New Zealand,1895,735000
New Zealand,1896,748000
New Zealand,1897,764000
New Zealand,1898,779000
New Zealand,1899,794000
New Zealand,1900,807000
New Zealand,1901,824000
New Zealand,1902,844000
New Zealand,1903,867000
New Zealand,1904,893000
New Zealand,1905,919000
New Zealand,1906,946000
New Zealand,1907,969000
New Zealand,1908,996000
New Zealand,1909,1024000
New Zealand,1910,1045000
New Zealand,1911,1067000
New Zealand,1912,1092000
New Zealand,1913,1122000
New Zealand,1914,1143000
New Zealand,1915,1152000
New Zealand,1916,1155000
New Zealand,1917,1152000
New Zealand,1918,1156000
New Zealand,1919,1195000
New Zealand,1920,1241000
New Zealand,1921,1275000
New Zealand,1922,1304000
New Zealand,1923,1326000
New Zealand,1924,1350000
New Zealand,1925,1382000
New Zealand,1926,1412000
New Zealand,1927,1437000
New Zealand,1928,1454000
New Zealand,1929,1471000
New Zealand,1930,1493000
New Zealand,1931,1514000
New Zealand,1932,1527000
New Zealand,1933,1540000
New Zealand,1934,1552000
New Zealand,1935,1562000
New Zealand,1936,1573000
New Zealand,1937,1587000
New Zealand,1938,1604000
New Zealand,1939,1627000
New Zealand,1940,1636000
New Zealand,1941,1629000
New Zealand,1942,1639000
New Zealand,1943,1633000
New Zealand,1944,1654000
New Zealand,1945,1688000
New Zealand,1946,1759000
New Zealand,1947,1797000
New Zealand,1948,1833000
New Zealand,1949,1871000
New Zealand,1950,1908001
New Zealand,1951,1947802
New Zealand,1952,1992618
New Zealand,1953,2040015
New Zealand,1954,2088196
New Zealand,1955,2136002
New Zealand,1956,2182946
New Zealand,1957,2229178
New Zealand,1958,2275394
New Zealand,1959,2322671
New Zealand,1960,2372000
New Zealand,1961,2423770
New Zealand,1962,2477327
New Zealand,1963,2530790
New Zealand,1964,2581577
New Zealand,1965,2628004
New Zealand,1966,2668595
New Zealand,1967,2704213
New Zealand,1968,2738299
New Zealand,1969,2775713
New Zealand,1970,2819597
New Zealand,1971,2871885
New Zealand,1972,2930577
New Zealand,1973,2990130
New Zealand,1974,3042757
New Zealand,1975,3083108
New Zealand,1976,3109010
New Zealand,1977,3122855
New Zealand,1978,3129440
New Zealand,1979,3135831
New Zealand,1980,3147183
New Zealand,1981,3165407
New Zealand,1982,3189133
New Zealand,1983,3216318
New Zealand,1984,3243586
New Zealand,1985,3268709
New Zealand,1986,3290651
New Zealand,1987,3310922
New Zealand,1988,3332798
New Zealand,1989,3360829
New Zealand,1990,3397983
New Zealand,1991,3446005
New Zealand,1992,3503125
New Zealand,1993,3564531
New Zealand,1994,3623421
New Zealand,1995,3675060
New Zealand,1996,3717342
New Zealand,1997,3752131
New Zealand,1998,3783470
New Zealand,1999,3817367
New Zealand,2000,3858032
New Zealand,2001,3906830
New Zealand,2002,3961978
New Zealand,2003,4020769
New Zealand,2004,4079130
New Zealand,2005,4134117
New Zealand,2006,4184903
New Zealand,2007,4232461
New Zealand,2008,4277809
New Zealand,2009,4322628
New Zealand,2010,4368136
New Zealand,2011,4414509
New Zealand,2012,4461257
New Zealand,2013,4508166
Nicaragua,1800,219387
Nicaragua,1820,219387
Nicaragua,1850,353850
Nicaragua,1870,397492
Nicaragua,1900,563801
Nicaragua,1901,572058
Nicaragua,1902,580314
Nicaragua,1903,588571
Nicaragua,1904,598007
Nicaragua,1905,606264
Nicaragua,1906,615700
Nicaragua,1907,623956
Nicaragua,1908,633392
Nicaragua,1909,642828
Nicaragua,1910,652264
Nicaragua,1911,661700
Nicaragua,1912,672316
Nicaragua,1913,681752
Nicaragua,1914,684111
Nicaragua,1915,701803
Nicaragua,1916,712419
Nicaragua,1917,723034
Nicaragua,1918,733650
Nicaragua,1919,744265
Nicaragua,1920,754881
Nicaragua,1921,754881
Nicaragua,1922,766676
Nicaragua,1923,766676
Nicaragua,1924,778471
Nicaragua,1925,778471
Nicaragua,1926,790266
Nicaragua,1927,790266
Nicaragua,1928,790266
Nicaragua,1929,802061
Nicaragua,1930,802061
Nicaragua,1931,813856
Nicaragua,1932,813856
Nicaragua,1933,825651
Nicaragua,1934,837446
Nicaragua,1935,861036
Nicaragua,1936,884626
Nicaragua,1937,908216
Nicaragua,1938,920011
Nicaragua,1939,955396
Nicaragua,1940,978986
Nicaragua,1941,990781
Nicaragua,1942,1014371
Nicaragua,1943,1037961
