Entity,Year,Primary adjusted enrolment ratio (Lee-Lee (2016)),Secondary adjusted enrolment ratio (Lee-Lee (2016)),Tertiary adjusted enrolment ratio (Lee-Lee (2016)),Share of no schooling (Lee-Lee (2016)),Share of primary schooling (Lee-Lee (2016)),Share of secondary schooling (Lee-Lee (2016)),Share of tertiary schooling (Lee-Lee (2016)),Total years of schooling (Lee-Lee (2016)),Years of primary schooling (Lee-Lee (2016)),Years of secondary schooling (Lee-Lee (2016)),Years of tertiary schooling (Lee-Lee (2016)),Male primary adjusted enrolment (Lee-Lee (2016)),Male secondary adjusted enrolment (Lee-Lee (2016)),Male tertiary adjusted enrolment (Lee-Lee (2016)),Female to male years schooling (Lee-Lee (2016)),Regional female to male years schooling (Lee-Lee (2016))
Serbia,1875,6.2,0,0,97.9,2.1,0,0,0.1,0.1,0,0,10.1,0,0,0.333333333,
Serbia,1880,8.9,0,0,97.2,2.8,0,0,0.14,0.14,0,0,14.8,0,0,0.3,
Serbia,1885,11.7,0.2,0,96.1,3.8,0,0,0.2,0.19,0,0,19.3,0.2,0,0.266666667,
Serbia,1890,14.4,1.7,0,94.7,5,0.3,0,0.29,0.28,0.01,0,23.5,3.2,0,0.222222222,
Serbia,1895,16.8,0.9,0,93,6.1,0.9,0,0.4,0.38,0.02,0,30.2,1.5,0,0.222222222,
Serbia,1900,19.2,0.8,0,87.2,11.5,1.2,0.1,0.75,0.71,0.04,0,33.2,1.3,0,0.11627907,
Serbia,1905,21.3,0.8,0,81.6,16.7,1.6,0.2,1.06,1,0.05,0,35.9,1.2,0,0.091891892,
Serbia,1910,23.3,1.1,0.2,76.4,21.4,2,0.2,1.38,1.31,0.06,0.01,39.8,1.7,0.3,0.23943662,
Serbia,1915,30,1.4,0.1,66.3,30.8,2.8,0.2,2,1.92,0.08,0.01,46.6,2.2,0.3,0.297385621,
Serbia,1920,36.7,7.3,1.7,61.4,35.1,3.2,0.3,2.34,2.23,0.1,0.01,53.3,11.7,3.1,0.34870317,
Serbia,1925,42.3,8.1,1.3,55.4,39,5.2,0.4,2.79,2.62,0.15,0.01,57.7,12.5,2,0.389578164,
Serbia,1930,47.8,11.4,1.8,49.9,42.8,6.9,0.4,3.22,3,0.2,0.01,62.1,18.2,2.9,0.441704036,
Serbia,1935,46.6,18.9,1.7,44.4,45.4,9.8,0.5,3.71,3.41,0.28,0.02,53.3,31.8,2.8,0.468379447,
Serbia,1940,45.5,22.2,2.3,40.3,45.1,14.1,0.6,4.21,3.79,0.4,0.02,44.5,36.9,3.3,0.467600701,
Serbia,1945,55.9,7,2.9,37.3,47.7,14.4,0.6,4.47,4.03,0.41,0.02,58.5,4.6,3.8,0.531034483,
Serbia,1950,66.3,13.4,6,34.1,55.2,9.9,0.8,4.59,4.26,0.3,0.03,72.5,14.9,8.3,0.586324786,
Serbia,1955,75.3,23.1,6.4,30,56.7,12.5,0.9,4.99,4.59,0.37,0.03,80.2,30.7,8.8,0.566096423,
Serbia,1960,87,23,8.6,25.6,58.7,14.2,1.5,5.14,4.64,0.46,0.05,99.9,23.7,8.3,0.659711075,
Serbia,1965,84,35,13.2,20.3,62.1,15.4,2.2,5.45,4.86,0.53,0.07,90.9,40.7,12.5,0.702954899,
Serbia,1970,78,58,15.9,15.9,63.2,18.3,2.6,6.09,5.37,0.65,0.08,75.9,79.4,12.9,0.757183908,
Serbia,1975,79,71,20,13.3,59.3,23,4.4,6.81,5.8,0.87,0.14,74.7,98.5,16.2,0.798684211,
Serbia,1980,80,76,21.8,10.6,56.8,27.4,5.2,7.42,6.19,1.07,0.17,73.5,100,14.8,0.823529412,
Serbia,1985,78,75.1,18.5,9.1,53.4,31.4,6.2,7.92,6.46,1.26,0.2,66.4,93.1,3.5,0.84965035,
Serbia,1990,76.4,73.3,18.2,7.3,49.2,35.9,7.6,8.15,6.39,1.52,0.25,60,83,0.4,0.883506344,
Serbia,1995,70.6,61.8,21.1,3.9,43.5,42.6,10,8.88,6.36,2.19,0.33,45.5,53.8,0.4,0.92524377,
Serbia,2000,100,71.1,34.5,2.1,36,50.3,11.7,9.52,6.26,2.86,0.39,100,65.6,20.5,0.950819672,
Serbia,2005,100,80.5,48,1.5,18,66.1,14.4,10.6,6.06,4.07,0.47,100,77.4,42.1,0.97761194,
Serbia,2010,95.5,89.8,49,0.9,2.1,82,15,11.52,5.83,5.19,0.5,95.5,89.3,42.2,0.998265395,
Sierra Leone,1820,0.1,0,0,,,,,,,,,0.1,0,0, ,
Sierra Leone,1825,0.1,0,0,,,,,,,,,0.1,0,0, ,
Sierra Leone,1830,0.1,0,0,,,,,,,,,0.2,0,0, ,
Sierra Leone,1835,0.1,0,0,,,,,,,,,0.2,0,0, ,
Sierra Leone,1840,0.2,0,0,,,,,,,,,0.3,0,0, ,
Sierra Leone,1845,0.2,0,0,,,,,,,,,0.4,0,0, ,
Sierra Leone,1850,0.3,0,0,,,,,,,,,0.5,0,0, ,
Sierra Leone,1855,0.4,0,0,,,,,,,,,0.7,0,0, ,
Sierra Leone,1860,0.5,0,0,,,,,,,,,0.9,0,0, ,
Sierra Leone,1865,0.6,0,0,,,,,,,,,1.2,0,0, ,
Sierra Leone,1870,0.8,0,0,99.7,0.3,0,0,0.02,0.02,0,0,1.5,0,0,0.25,
Sierra Leone,1875,1,0,0,99.6,0.4,0,0,0.03,0.02,0,0,2,0,0,0.2,
Sierra Leone,1880,1.3,0,0,99.5,0.5,0,0,0.03,0.03,0,0,2.5,0,0,0.166666667,
Sierra Leone,1885,1.7,0,0,99.4,0.6,0,0,0.04,0.04,0,0,3.3,0,0,0.125,
Sierra Leone,1890,2.2,0,0,99.2,0.8,0,0,0.05,0.05,0,0,4.3,0,0,0.1,
Sierra Leone,1895,2.8,0,0,99,1,0,0,0.06,0.06,0,0,5.5,0,0,0.083333333,
Sierra Leone,1900,3.7,0,0,98.7,1.3,0,0,0.08,0.08,0,0,7.1,0,0,0.066666667,
Sierra Leone,1905,3.5,0,0,98.3,1.7,0,0,0.1,0.1,0,0,6.8,0,0,0.05,
Sierra Leone,1910,3.4,0,0,97.7,2.1,0.2,0,0.15,0.13,0.01,0,6.4,0.1,0,0.25,
Sierra Leone,1915,3.4,0.1,0,97.3,2.3,0.3,0,0.18,0.16,0.02,0,6.2,0.1,0,0.384615385,
Sierra Leone,1920,3.4,0.1,0,97,2.5,0.5,0.1,0.21,0.18,0.03,0,6,0.1,0,0.448275862,
Sierra Leone,1925,3.8,0.1,0,97.2,2.2,0.6,0.1,0.22,0.17,0.04,0,6.4,0.2,0,0.482758621,
Sierra Leone,1930,4.1,0.2,0,96.9,2.3,0.7,0.1,0.24,0.19,0.05,0,6.7,0.3,0,0.548387097,
Sierra Leone,1935,5,0.3,0,96.6,2.4,0.8,0.1,0.26,0.2,0.06,0,7.9,0.4,0,0.606060606,
Sierra Leone,1940,5.8,0.4,0,96.1,2.6,1.1,0.1,0.31,0.24,0.07,0,8.8,0.6,0,0.575,
Sierra Leone,1945,7.8,0.6,0,95.6,2.9,1.3,0.2,0.36,0.27,0.09,0.01,12,0.8,0,0.520833333,
Sierra Leone,1950,8.3,0.7,0.1,95.1,3.2,1.5,0.2,0.41,0.3,0.1,0.01,11.8,0.9,0.1,0.509090909,
Sierra Leone,1955,10.7,1.2,0.1,94.6,3.4,1.8,0.2,0.46,0.33,0.12,0.01,15.2,1.7,0.1,0.446153846,
Sierra Leone,1960,19.5,1.8,0.2,94.1,3.7,1.9,0.3,0.51,0.37,0.13,0.01,27,1.8,0.4,0.430555556,
Sierra Leone,1965,24.6,4.5,0.4,92.4,4.6,2.7,0.3,0.68,0.5,0.17,0.01,32.2,6.4,0.7,0.397959184,
Sierra Leone,1970,28.9,7.2,0.5,89.9,6,3.8,0.3,0.87,0.62,0.23,0.01,36.4,10.1,0.8,0.388888889,
Sierra Leone,1975,33.2,9.2,0.7,86.7,7.8,5.1,0.3,1.14,0.82,0.31,0.01,43.2,12.9,1.2,0.413580247,
Sierra Leone,1980,38.2,11.8,0.7,83.2,9.7,6.7,0.4,1.44,1.03,0.4,0.01,38.2,17.1,1.2,0.426470588,
Sierra Leone,1985,51.8,16,1.8,79.3,11.5,8.6,0.6,1.81,1.27,0.52,0.02,66.8,23,3.5,0.442687747,
Sierra Leone,1990,40.8,13.4,1.3,74.8,14.4,10.2,0.7,2.17,1.53,0.61,0.02,48.6,16.9,2.1,0.496575342,
Sierra Leone,1995,40.8,14.1,1.5,69.3,18.5,11.4,0.8,2.55,1.84,0.69,0.03,48.6,17.7,2.5,0.508823529,
Sierra Leone,2000,60.5,24,2,66.2,19.1,13.8,1,2.9,2.04,0.83,0.03,65.7,27.9,3,0.53968254,
Sierra Leone,2005,80.3,30.1,2.5,63.5,17.4,17.9,1.2,3.36,2.25,1.08,0.04,82.8,34.9,3.8,0.573426573,
Sierra Leone,2010,100,37,3.2,54.9,16.2,26.6,2.3,4.28,2.75,1.46,0.07,100,42.6,4.8,0.651923077,
South Africa,1820,4,0,0,,,,,,,,,8.1,0,0, ,
South Africa,1825,4.9,0,0,,,,,,,,,9.8,0,0, ,
South Africa,1830,5.9,0,0,,,,,,,,,11.8,0,0, ,
South Africa,1835,7.1,0,0,,,,,,,,,14.2,0,0, ,
South Africa,1840,8.5,0,0,,,,,,,,,17,0,0, ,
South Africa,1845,10.2,0,0,,,,,,,,,20.4,0,0, ,
South Africa,1850,12.2,0,0,,,,,,,,,24.3,0,0, ,
South Africa,1855,14.5,0,0,,,,,,,,,28.9,0,0, ,
South Africa,1860,17.2,0,0,,,,,,,,,34.1,0,0, ,
South Africa,1865,20.2,0,0,,,,,,,,,40.1,0,0, ,
South Africa,1870,23.6,0,0,87.6,12.4,0,0,0.68,0.67,0,0,46.8,0,0,0.008,
South Africa,1875,29.3,0,0,85.3,14.6,0,0,0.8,0.8,0,0,57.8,0,0,0.006711409,
South Africa,1880,34.9,0,0,82.7,17.3,0,0,0.96,0.95,0,0,68.8,0,0,0.011235955,
South Africa,1885,24.1,0,0,79.3,20.7,0,0,1.15,1.15,0,0,47.2,0,0,0.009302326,
South Africa,1890,13.4,0.1,0,76.7,23.3,0,0,1.3,1.3,0,0,25.6,0.1,0,0.012295082,
South Africa,1895,13.8,0.1,0,76.8,23.1,0,0,1.3,1.3,0,0,26.1,0.1,0.1,0.012295082,
South Africa,1900,14.2,0.1,0,78.4,21.5,0.1,0,1.22,1.22,0,0,26.6,0.1,0,0.01754386,
South Africa,1905,17.2,0.2,0,78.4,21.5,0.1,0,1.24,1.23,0.01,0,32.3,0.2,0,0.112149533,
South Africa,1910,20.1,0.3,0.1,78,21.8,0.2,0.1,1.28,1.27,0.01,0,35.6,0.3,0.2,0.209756098,
South Africa,1915,25.2,0.4,0.1,74.9,21.4,3.2,0.4,1.61,1.49,0.11,0.01,38.6,0.4,0.1,0.390350877,
South Africa,1920,30.3,0.6,0.3,67.1,22.1,10,0.7,2.38,2.03,0.33,0.02,41.7,0.6,0.3,0.493630573,
South Africa,1925,30.7,0.9,0.5,63.2,23.2,12.6,1.1,2.76,2.3,0.42,0.03,35.5,0.9,0.5,0.576811594,
South Africa,1930,31,1.3,0.9,59.8,23.9,14.9,1.5,3.09,2.53,0.52,0.04,29.3,1.3,0.9,0.673972603,
South Africa,1935,31.8,1.8,0.8,56.7,23.6,17.9,1.8,3.42,2.74,0.62,0.06,24,2,1,0.784776903,
South Africa,1940,36.6,2.6,1.1,54.4,23,20.4,2.2,3.7,2.91,0.72,0.07,26.4,2.2,1.2,0.880102041,
South Africa,1945,38.9,3.8,1.3,51.4,23.6,22.5,2.5,3.98,3.1,0.8,0.07,23.9,3.2,1.6,0.955665025,
South Africa,1950,40.8,6.7,1.5,48.9,24.2,24.2,2.7,4.2,3.28,0.87,0.06,20.4,7.2,1.8,0.983490566,
South Africa,1955,39.9,9.6,1.8,46.5,25.2,25.4,2.9,4.4,3.42,0.92,0.06,11.7,10.5,2.5,1.002272727,
South Africa,1960,60.2,12.5,3.1,45,26.8,25.4,2.9,4.47,3.49,0.91,0.06,45.7,13,4.8,1.013513514,
South Africa,1965,60.9,12.5,3.8,40.9,29,26.9,3.2,4.55,3.49,0.98,0.07,44,13.1,5.7,1.002202643,
South Africa,1970,67,14.9,4.5,36.5,31.9,28.5,3.1,4.7,3.59,1.04,0.07,46.5,15.4,6.7,0.997876858,
South Africa,1975,67.7,16.4,5.8,31,38.8,28.1,2.1,4.9,3.85,1,0.05,47.6,15.6,8.9,0.965931864,
South Africa,1980,67.7,17.7,7,25,44.9,28.9,1.2,5.18,4.14,1.01,0.03,47.4,15,10.4,0.90625,
South Africa,1985,68.4,19.6,10,17.6,51,29.5,1.8,5.21,4.23,0.94,0.04,48.8,14.9,15.9,0.967924528,
South Africa,1990,73.8,43,12.8,10.4,46.7,37.7,5.2,6.89,5.3,1.48,0.11,55.6,57.3,14.2,0.971387697,
South Africa,1995,79.2,66.8,17.3,4.4,41,47.6,7.1,8.37,6.01,2.2,0.15,62.5,59,19.4,1.010817308,
South Africa,2000,97.6,69.7,14,13.3,23.4,55.9,7.4,7.92,5.51,2.25,0.16,98.8,65.1,12.1,0.983729662,
South Africa,2005,98.5,78.1,15,8.9,19.7,65,6.4,8.86,5.92,2.8,0.14,100,77.7,13,1.011350738,
South Africa,2010,98.5,80.7,19.3,4,17.1,74.4,4.5,9.89,6.34,3.45,0.1,100,80.3,17.2,0.996969697,
South Korea,1820,0,0,0,,,,,,,,,0,0,0, ,
South Korea,1825,0,0,0,,,,,,,,,0,0,0, ,
South Korea,1830,0,0,0,,,,,,,,,0,0,0, ,
South Korea,1835,0,0,0,,,,,,,,,0,0,0, ,
South Korea,1840,0,0,0,,,,,,,,,0,0,0, ,
South Korea,1845,0,0,0,,,,,,,,,0,0,0, ,
South Korea,1850,0,0,0,,,,,,,,,0,0,0, ,
South Korea,1855,0,0,0,,,,,,,,,0,0,0, ,
South Korea,1860,0,0,0,,,,,,,,,0,0,0, ,
South Korea,1865,0,0,0,,,,,,,,,0,0,0, ,
South Korea,1870,0,0,0,100,0,0,0,0.01,0,0,0,0,0,0,1,
South Korea,1875,0,0,0,100,0,0,0,0.01,0,0,0,0,0,0,1,
South Korea,1880,0,0,0,100,0,0,0,0.01,0,0,0,0,0,0,1,
South Korea,1885,0.1,0,0,100,0,0,0,0.01,0,0,0,0.1,0,0,1,
South Korea,1890,0.2,0,0,100,0,0,0,0.01,0,0,0,0.3,0,0,1,
South Korea,1895,0.4,0,0,100,0,0,0,0.01,0,0,0,0.7,0,0,1,
South Korea,1900,0.7,0,0,94.4,5.5,0.1,0,0.3,0.3,0.01,0,1.3,0,0,0.386363636,
South Korea,1905,1.4,0,0,88.9,10.9,0.2,0.1,0.6,0.59,0.01,0,2.5,0.1,0,0.38372093,
South Korea,1910,2.5,0.1,0,84.7,14.9,0.3,0.1,0.82,0.81,0.01,0,4.4,0.1,0,0.381355932,
South Korea,1915,6,0.1,0,74.9,22.2,2.5,0.4,1.46,1.34,0.11,0.01,10.9,0.2,0,1.092857143,
South Korea,1920,9.3,0.2,0,67.3,27.8,4.5,0.5,1.96,1.76,0.19,0.01,16.5,0.5,0,0.785388128,
South Korea,1925,18.5,1,0,60.3,34,5.1,0.6,2.37,2.13,0.22,0.02,29.5,1.9,0,0.728937729,
South Korea,1930,27.7,1.4,0,53.4,39.9,6,0.7,2.8,2.52,0.26,0.02,46,2.7,0,0.706422018,
South Korea,1935,31.8,1.6,0,46.2,46.5,6.6,0.8,3.24,2.93,0.29,0.02,49,3.1,0.1,0.669250646,
South Korea,1940,56.1,1.4,0.2,40.1,52.2,6.8,0.9,3.63,3.29,0.31,0.03,80.2,2.7,0.3,0.638826185,
South Korea,1945,61.1,1.2,0.4,34.8,57.2,7,1,3.96,3.62,0.31,0.03,83.9,2.3,0.5,0.639917695,
South Korea,1950,86.9,12.9,1.6,25.9,63.7,8.8,1.6,4.64,4.18,0.41,0.05,100,21.3,3.1,0.672694394,
South Korea,1955,88.5,26.6,2.9,20.2,64.4,13.4,1.9,5.22,4.56,0.6,0.06,98.3,42,5.3,0.667194929,
South Korea,1960,85.8,24.4,4.7,39.4,38.9,18.8,2.8,4.46,3.52,0.85,0.09,81.5,34.8,7.7,0.550949914,
South Korea,1965,92.2,31.7,6.2,27.9,41.7,26.2,4.2,5.68,4.27,1.28,0.13,95.6,39.4,9.1,0.656976744,
South Korea,1970,94,38,8,20.7,40.8,32.4,6.1,6.59,4.71,1.68,0.19,94,45.6,12,0.711139896,
South Korea,1975,99,52,10.3,14,37.2,41.9,6.9,7.54,5.12,2.2,0.22,98.1,58.6,15,0.76905041,
South Korea,1980,100,69,15.8,10,28.1,52.3,9.6,8.61,5.37,2.95,0.29,100,72.8,23.8,0.806925498,
South Korea,1985,93,87.5,34,8,20.4,57.5,14.2,9.52,5.5,3.6,0.42,93,94.4,46.3,0.838491296,
South Korea,1990,100,84,38.6,4.8,15.1,62,18.2,10.46,5.69,4.23,0.54,100,84,51.4,0.873655914,
South Korea,1995,95,96,52,2.7,12.4,60.7,24.1,11.17,5.82,4.61,0.74,94.1,96,65.6,0.897108844,
South Korea,2000,100,99,79,2.1,9.7,55.6,32.7,11.8,5.86,4.92,1.02,100,99,97.8,0.92019544,
South Korea,2005,100,98,93,1.4,7.2,56.7,34.7,12.27,5.9,5.19,1.18,100,98,100,0.944532488,
South Korea,2010,100,97,100,0.7,5.5,46.6,47.1,12.96,5.94,5.4,1.61,100,97,100,0.953996983,
Spain,1820,11,0.1,0,,,,,,,,,18.3,0.2,0.1, ,
Spain,1825,12.8,0.1,0,,,,,,,,,21,0.2,0.1, ,
Spain,1830,14.9,0.1,0.1,,,,,,,,,24,0.3,0.1, ,
Spain,1835,17.2,0.2,0.1,,,,,,,,,27.3,0.4,0.1, ,
Spain,1840,19.9,0.2,0.1,,,,,,,,,30.8,0.5,0.2, ,
Spain,1845,22.8,0.3,0.1,,,,,,,,,34.5,0.6,0.2, ,
Spain,1850,26,0.4,0.1,,,,,,,,,38.5,0.8,0.3, ,
Spain,1855,29.4,0.5,0.2,,,,,,,,,42.5,1,0.3, ,
Spain,1860,41.9,0.6,0.2,,,,,,,,,63.7,1.3,0.4, ,
Spain,1865,48.7,0.8,0.3,,,,,,,,,73.3,1.5,0.6, ,
Spain,1870,52.5,0.7,0.3,74.2,25.3,0.3,0.2,1.58,1.56,0.02,0,76.5,1.3,0.7,0.346491228,
Spain,1875,56.2,0.7,0.4,69.9,29.6,0.3,0.2,1.86,1.83,0.02,0.01,79.2,1.5,0.9,0.345588235,
Spain,1880,60,0.8,0.4,64.9,34.5,0.3,0.2,2.19,2.16,0.03,0.01,81.5,1.6,0.9,0.35625,
Spain,1885,59.4,0.9,0.5,59.8,39.5,0.4,0.3,2.54,2.5,0.03,0.01,74.9,1.6,1,0.372282609,
Spain,1890,55.9,0.9,0.5,55.6,43.7,0.4,0.3,2.84,2.8,0.03,0.01,67.8,1.5,1,0.4,
Spain,1895,52.3,0.9,0.5,52.3,47,0.4,0.3,3.09,3.04,0.04,0.01,60.7,1.5,1,0.436194896,
Spain,1900,48.7,0.9,0.5,50,49.2,0.4,0.4,3.27,3.22,0.04,0.01,53.5,1.4,1,0.469798658,
Spain,1905,45.1,0.9,0.5,48.6,50.6,0.4,0.4,3.4,3.35,0.04,0.01,46.3,1.3,1,0.511061947,
Spain,1910,41.5,0.9,0.5,47.9,51.2,0.4,0.4,3.49,3.43,0.04,0.01,39.2,1.2,0.9,0.549889135,
Spain,1915,44.8,1.1,0.6,50.3,48.8,0.5,0.5,3.38,3.32,0.05,0.01,45.6,1.4,1.2,0.609004739,
Spain,1920,44.6,1.1,0.6,52.6,46.3,0.6,0.5,3.28,3.21,0.06,0.01,44.9,1.1,1.2,0.656641604,
Spain,1925,44.3,1.5,0.8,54.8,43.9,0.7,0.6,3.2,3.12,0.07,0.02,44.3,1.6,1.5,0.696569921,
Spain,1930,50,3.3,0.9,54.6,43.6,1,0.8,3.31,3.2,0.09,0.02,51.8,5,1.7,0.740837696,
Spain,1935,56.3,2.7,0.7,55.5,42.3,1.4,0.8,3.31,3.18,0.11,0.02,60.4,3.7,1.4,0.759894459,
Spain,1940,51.5,4.1,0.8,56.7,38.1,4.1,1.1,3.42,3.15,0.24,0.03,46.5,5.6,1.5,0.744303797,
Spain,1945,59.6,5.7,0.9,54.8,39.1,4.8,1.3,3.66,3.32,0.3,0.04,58.7,7.9,1.6,0.771634615,
Spain,1950,63.5,7.1,1,53.8,39.5,5.3,1.4,3.83,3.44,0.35,0.04,62.3,9.2,1.7,0.807511737,
Spain,1955,78.7,7.6,1.1,51.7,41.2,5.5,1.6,4.04,3.61,0.38,0.05,77.2,9.9,1.9,0.808035714,
Spain,1960,81.3,15.7,4,47.8,43.4,6.8,1.9,4.42,3.9,0.46,0.06,78.3,19.8,6.1,0.812244898,
Spain,1965,85,26,5.6,42.6,46.2,8.9,2.2,4.7,4.04,0.59,0.07,86.9,30.9,8.6,0.817307692,
Spain,1970,94,40,8.9,36.2,47.5,12.3,4,5.33,4.32,0.9,0.12,93,44.8,12.9,0.835334477,
Spain,1975,100,63,20.4,30.4,43,20.4,6.3,6.19,4.53,1.47,0.19,100,64.9,26.1,0.850968703,
Spain,1980,100,74,24.2,24.1,37.4,29.5,8.8,7.24,4.79,2.18,0.27,100,73,27.2,0.889322917,
Spain,1985,98,83.4,28.5,22.1,33.8,35.1,9,7.24,4.68,2.29,0.28,98,81.7,28.4,0.911609499,
Spain,1990,100,91.9,36.7,18.9,30.8,41.9,8.4,7.51,4.68,2.56,0.27,100,88.6,35,0.939354839,
Spain,1995,100,94,48.6,13,25.1,45.7,16.3,8.72,4.9,3.31,0.51,100,91.1,44.7,0.971719457,
Spain,2000,100,89,59,8.1,20.9,49.5,21.5,9.65,5.06,3.91,0.69,100,87.1,54.2,0.998964803,
Spain,2005,100,94,67,0.9,19.8,53.4,25.8,10.64,5.34,4.46,0.84,100,92.1,61.3,1.009442871,
Spain,2010,100,100,78,1,17.9,53.3,27.8,10.75,5.22,4.62,0.92,100,100,70.4,1.018779343,
Sri Lanka,1820,2.9,0,0,,,,,,,,,5.5,0,0, ,
Sri Lanka,1825,3.8,0,0,,,,,,,,,7.1,0,0, ,
Sri Lanka,1830,4.8,0,0,,,,,,,,,9.1,0,0, ,
Sri Lanka,1835,4.6,0,0,,,,,,,,,8.7,0,0, ,
Sri Lanka,1840,4.5,0,0,,,,,,,,,8.2,0,0, ,
Sri Lanka,1845,4.2,0,0,,,,,,,,,7.8,0,0, ,
Sri Lanka,1850,4,0,0,,,,,,,,,7.2,0,0, ,
Sri Lanka,1855,4.9,0,0,,,,,,,,,8.7,0,0, ,
Sri Lanka,1860,5.8,0,0,,,,,,,,,10.2,0,0, ,
Sri Lanka,1865,6.6,0,0,,,,,,,,,11.4,0,0, ,
Sri Lanka,1870,7.4,0,0,95.3,4.7,0,0,0.17,0.17,0,0,12.5,0,0,0.068965517,
Sri Lanka,1875,11.9,0,0,94.8,5.2,0,0,0.18,0.18,0,0,20.5,0,0,0.096774194,
Sri Lanka,1880,16.4,0,0,94.2,5.8,0,0,0.2,0.19,0,0,28.4,0,0,0.121212121,
Sri Lanka,1885,20.7,0,0,92.8,7.2,0,0,0.24,0.24,0,0,35.4,0.1,0,0.125,
Sri Lanka,1890,25,0.1,0,90.7,9.3,0,0,0.3,0.3,0,0,42,0.1,0,0.14,
Sri Lanka,1895,27.8,0.2,0,88,12,0,0,0.39,0.38,0,0,45.3,0.2,0,0.140625,
Sri Lanka,1900,30.5,0.3,0,85,14.9,0.1,0,0.48,0.48,0,0,47.8,0.4,0,0.151898734,
Sri Lanka,1905,36.7,0.6,0,81.9,17.9,0.2,0,0.58,0.57,0.01,0,53.8,0.8,0,0.182795699,
Sri Lanka,1910,42.8,1,0,75.9,22.5,1.6,0,0.87,0.81,0.06,0,58.9,1.3,0,0.284615385,
Sri Lanka,1915,44,1.6,0,69.9,27,3,0.1,1.17,1.05,0.12,0,54.4,2.3,0,0.353293413,
Sri Lanka,1920,45.2,2.7,0,65.2,30.4,4.4,0.1,1.42,1.25,0.17,0,49.8,3.7,0.1,0.393939394,
Sri Lanka,1925,46.6,4.3,0,56.4,33.7,9.9,0.1,2.08,1.71,0.37,0,45.8,6,0.1,0.52238806,
Sri Lanka,1930,48.1,6.8,0.1,51.1,36.8,12.1,0.1,2.42,1.96,0.45,0,41.7,9.5,0.1,0.540716612,
Sri Lanka,1935,57.3,6.4,0.1,45.4,40.4,14.1,0.2,2.76,2.22,0.53,0,52.6,8.8,0.1,0.507002801,
Sri Lanka,1940,48,6.8,0.3,41.1,42.6,16.1,0.2,3.05,2.43,0.61,0.01,27.3,9,0.5,0.552083333,
Sri Lanka,1945,62.1,8,0.3,36.6,45.7,17.5,0.2,3.3,2.63,0.66,0.01,47.9,10,0.5,0.580882353,
Sri Lanka,1950,75,19.2,0.5,34,46.2,19.5,0.3,3.55,2.78,0.76,0.01,66.3,22.4,0.8,0.658767773,
Sri Lanka,1955,72.5,22.6,0.5,30.9,46.7,22,0.3,3.84,2.95,0.87,0.01,61,25.5,0.8,0.680709534,
Sri Lanka,1960,67.4,21.9,0.6,28,47.2,24.4,0.4,4.12,3.12,1,0.01,75.8,30.4,0.9,0.697095436,
Sri Lanka,1965,66,28.4,1.5,25.1,46.4,28.2,0.4,4.49,3.32,1.16,0.01,68,29.1,2,0.747058824,
Sri Lanka,1970,96.1,38.1,1.2,16.4,36.1,46.1,1.4,6.63,4.71,1.87,0.04,100,37.3,1.4,0.832177531,
Sri Lanka,1975,74.8,40.8,1.3,14.4,39.7,44.7,1.2,6.97,5.19,1.74,0.04,76.9,40,1.6,0.869448183,
Sri Lanka,1980,95.1,46.4,2.8,12.1,44.1,43,0.8,7.22,5.57,1.63,0.03,95.2,45.5,3.1,0.896052632,
Sri Lanka,1985,100,58,3.7,12.1,35.8,49.2,3,7.89,5.88,1.92,0.09,100,54.4,4.4,0.930147059,
Sri Lanka,1990,100,64.4,4.6,8.7,29.9,55.5,5.9,8.9,6.09,2.63,0.18,100,61.8,5.5,0.95709571,
Sri Lanka,1995,100,65.2,5.1,7.8,21.3,61.1,9.8,9.83,6.14,3.39,0.31,100,62.7,6,0.982862903,
Sri Lanka,2000,100,78.1,8.7,7.2,12.2,66.4,14.2,10.77,6.05,4.27,0.45,100,75.4,8,1.00372093,
Sri Lanka,2005,97.2,79,12.4,5.1,13.9,65.3,15.6,10.83,5.99,4.35,0.49,97.2,78.1,10.1,1.006481481,
Sri Lanka,2010,98.3,96.4,16,3,13.9,67.5,15.6,10.67,5.98,4.2,0.5,98.2,96.2,12,1.010357815,
Sub-Saharan Africa,1870,,,,,,,,,,,,,,,,8.11676
Sub-Saharan Africa,1875,,,,,,,,,,,,,,,,6.64629
Sub-Saharan Africa,1880,,,,,,,,,,,,,,,,5.64583
Sub-Saharan Africa,1885,,,,,,,,,,,,,,,,4.9068
Sub-Saharan Africa,1890,,,,,,,,,,,,,,,,4.65255
Sub-Saharan Africa,1895,,,,,,,,,,,,,,,,5.10057
Sub-Saharan Africa,1900,,,,,,,,,,,,,,,,7.46943
Sub-Saharan Africa,1905,,,,,,,,,,,,,,,,16.51518
Sub-Saharan Africa,1910,,,,,,,,,,,,,,,,24.14239
Sub-Saharan Africa,1915,,,,,,,,,,,,,,,,33.15442
Sub-Saharan Africa,1920,,,,,,,,,,,,,,,,40.43565
Sub-Saharan Africa,1925,,,,,,,,,,,,,,,,45.66019
Sub-Saharan Africa,1930,,,,,,,,,,,,,,,,50.88
Sub-Saharan Africa,1935,,,,,,,,,,,,,,,,55.99089
Sub-Saharan Africa,1940,,,,,,,,,,,,,,,,58.41426
Sub-Saharan Africa,1945,,,,,,,,,,,,,,,,61.28516
