Entity,Year,Reported cases of measles (WHO (2015))
Ireland,1983,6180
Ireland,1984,5725
Ireland,1985,9903
Ireland,1986,451
Ireland,1987,201
Ireland,1988,936
Ireland,1989,1248
Ireland,1990,556
Ireland,1991,135
Ireland,1992,179
Ireland,1993,4328
Ireland,1994,1233
Ireland,1995,235
Ireland,1996,228
Ireland,1997,185
Ireland,1998,204
Ireland,1999,147
Ireland,2001,241
Ireland,2002,243
Ireland,2003,584
Ireland,2004,334
Ireland,2005,95
Ireland,2006,87
Ireland,2007,64
Ireland,2008,57
Ireland,2009,164
Ireland,2010,443
Ireland,2011,285
Ireland,2012,107
Ireland,2013,51
Ireland,2014,33
Israel,1980,215
Israel,1981,228
Israel,1982,7864
Israel,1983,129
Israel,1984,137
Israel,1985,3005
Israel,1986,1951
Israel,1987,438
Israel,1988,194
Israel,1989,29
Israel,1990,230
Israel,1991,991
Israel,1992,66
Israel,1993,141
Israel,1994,1555
Israel,1995,22
Israel,1996,19
Israel,1997,12
Israel,1998,8
Israel,1999,14
Israel,2000,36
Israel,2001,19
Israel,2002,2
Israel,2003,124
Israel,2004,116
Israel,2005,2
Israel,2006,9
Israel,2007,539
Israel,2008,931
Israel,2009,5
Israel,2010,23
Israel,2011,70
Israel,2012,211
Israel,2013,50
Israel,2014,6
Italy,1980,27452
Italy,1981,71239
Italy,1982,18423
Italy,1983,26371
Italy,1984,77149
Italy,1985,75040
Italy,1986,21306
Italy,1987,20627
Italy,1988,92188
Italy,1989,29214
Italy,1990,5223
Italy,1991,23458
Italy,1992,65013
Italy,1993,16890
Italy,1994,6158
Italy,1995,37131
Italy,1996,32596
Italy,1997,41254
Italy,1998,4072
Italy,1999,2908
Italy,2000,1457
Italy,2002,9385
Italy,2003,10982
Italy,2004,599
Italy,2005,135
Italy,2006,439
Italy,2007,321
Italy,2008,1617
Italy,2009,351
Italy,2010,372
Italy,2011,5189
Italy,2012,376
Jamaica,1980,36
Jamaica,1981,5266
Jamaica,1982,2815
Jamaica,1983,1164
Jamaica,1984,236
Jamaica,1985,67
Jamaica,1986,30
Jamaica,1987,37
Jamaica,1988,30
Jamaica,1989,5726
Jamaica,1990,3651
Jamaica,1991,308
Jamaica,1992,0
Jamaica,1993,0
Jamaica,1994,0
Jamaica,1995,15
Jamaica,1996,4
Jamaica,1997,0
Jamaica,1998,2
Jamaica,1999,0
Jamaica,2000,0
Jamaica,2001,0
Jamaica,2002,0
Jamaica,2003,0
Jamaica,2004,0
Jamaica,2005,0
Jamaica,2006,0
Jamaica,2007,0
Jamaica,2008,2
Jamaica,2009,0
Jamaica,2010,0
Jamaica,2011,0
Jamaica,2012,0
Jamaica,2013,0
Jamaica,2014,0
Japan,1980,13219
Japan,1981,21471
Japan,1982,6716
Japan,1983,7281
Japan,1984,12268
Japan,1985,2810
Japan,1986,6323
Japan,1987,5872
Japan,1988,3109
Japan,1989,1753
Japan,1990,3259
Japan,1991,5452
Japan,1993,2002
Japan,1996,1640
Japan,1998,899
Japan,2000,22497
Japan,2001,22552
Japan,2002,33812
Japan,2003,8286
Japan,2004,8752
Japan,2006,520
Japan,2008,11015
Japan,2009,741
Japan,2010,450
Japan,2011,434
Japan,2012,228
Japan,2013,229
Japan,2014,462
Jordan,1980,552
Jordan,1981,1174
Jordan,1982,1594
Jordan,1983,183
Jordan,1984,2592
Jordan,1985,559
Jordan,1986,297
Jordan,1987,1645
Jordan,1988,4810
Jordan,1989,1397
Jordan,1990,290
Jordan,1991,143
Jordan,1992,1071
Jordan,1993,2985
Jordan,1994,516
Jordan,1995,318
Jordan,1996,448
Jordan,1997,7026
Jordan,1998,428
Jordan,1999,115
Jordan,2000,32
Jordan,2001,61
Jordan,2002,19
Jordan,2003,76
Jordan,2004,21
Jordan,2005,28
Jordan,2006,1
Jordan,2007,41
Jordan,2008,2
Jordan,2009,0
Jordan,2010,0
Jordan,2011,0
Jordan,2012,3
Jordan,2013,120
Jordan,2014,20
Kazakhstan,1990,273
Kazakhstan,1991,1425
Kazakhstan,1992,647
Kazakhstan,1993,3297
Kazakhstan,1994,1788
Kazakhstan,1995,284
Kazakhstan,1996,123
Kazakhstan,1997,120
Kazakhstan,1998,1935
Kazakhstan,1999,1391
Kazakhstan,2000,245
Kazakhstan,2001,94
Kazakhstan,2002,18
Kazakhstan,2003,24
Kazakhstan,2004,2204
Kazakhstan,2005,16118
Kazakhstan,2006,109
Kazakhstan,2007,13
Kazakhstan,2008,20
Kazakhstan,2009,0
Kazakhstan,2010,4
Kazakhstan,2011,127
Kazakhstan,2012,55
Kazakhstan,2013,73
Kazakhstan,2014,321
Kenya,1980,28473
Kenya,1981,257839
Kenya,1982,270767
Kenya,1983,285681
Kenya,1984,200143
Kenya,1985,111492
Kenya,1986,26199
Kenya,1987,49858
Kenya,1988,70200
Kenya,1989,86727
Kenya,1990,77072
Kenya,1991,59937
Kenya,1992,65004
Kenya,1993,961
Kenya,1994,4180
Kenya,1995,3322
Kenya,1996,3572
Kenya,1997,3339
Kenya,1998,9262
Kenya,1999,8601
Kenya,2000,21002
Kenya,2001,11304
Kenya,2002,766
Kenya,2003,65
Kenya,2004,20
Kenya,2005,153
Kenya,2006,1847
Kenya,2007,1516
Kenya,2008,1282
Kenya,2009,1218
Kenya,2010,95
Kenya,2011,2395
Kenya,2013,190
Kenya,2014,354
Kiribati,1980,170
Kiribati,1981,70
Kiribati,1982,11
Kiribati,1983,0
Kiribati,1984,1417
Kiribati,1985,2015
Kiribati,1986,2
Kiribati,1987,22
Kiribati,1988,264
Kiribati,1989,1612
Kiribati,1990,30
Kiribati,1991,8
Kiribati,1992,4357
Kiribati,1993,114
Kiribati,1994,292
Kiribati,1995,4
Kiribati,1996,13
Kiribati,1997,25
Kiribati,1998,355
Kiribati,1999,2
Kiribati,2000,0
Kiribati,2001,0
Kiribati,2002,0
Kiribati,2004,0
Kiribati,2005,0
Kiribati,2007,0
Kiribati,2008,0
Kiribati,2009,0
Kiribati,2010,0
Kiribati,2011,0
Kiribati,2012,0
Kiribati,2013,0
Kiribati,2014,0
Kuwait,1980,1382
Kuwait,1981,2595
Kuwait,1982,586
Kuwait,1983,1590
Kuwait,1984,608
Kuwait,1985,2061
Kuwait,1986,237
Kuwait,1987,428
Kuwait,1988,70
Kuwait,1989,71
Kuwait,1990,71
Kuwait,1991,165
Kuwait,1992,383
Kuwait,1993,260
Kuwait,1994,432
Kuwait,1995,12
Kuwait,1996,15
Kuwait,1997,26
Kuwait,1998,90
Kuwait,1999,13
Kuwait,2000,6
Kuwait,2004,23
Kuwait,2005,10
Kuwait,2010,13
Kuwait,2011,32
Kuwait,2012,27
Kuwait,2013,62
Kuwait,2014,55
Kyrgyzstan,1990,584
Kyrgyzstan,1991,824
Kyrgyzstan,1992,815
Kyrgyzstan,1993,3825
Kyrgyzstan,1994,168
Kyrgyzstan,1995,17
Kyrgyzstan,1996,74
Kyrgyzstan,1997,998
Kyrgyzstan,1998,2397
Kyrgyzstan,1999,478
Kyrgyzstan,2000,16
Kyrgyzstan,2001,17
Kyrgyzstan,2002,2
Kyrgyzstan,2003,6
Kyrgyzstan,2004,8
Kyrgyzstan,2005,53
Kyrgyzstan,2006,27
Kyrgyzstan,2007,40
Kyrgyzstan,2008,16
Kyrgyzstan,2009,1
Kyrgyzstan,2010,0
Kyrgyzstan,2011,222
Kyrgyzstan,2012,0
Kyrgyzstan,2013,1
Kyrgyzstan,2014,318
Laos,1980,1380
Laos,1982,383
Laos,1983,1076
Laos,1984,924
Laos,1985,1492
Laos,1986,1367
Laos,1987,2580
Laos,1988,2243
Laos,1989,2793
Laos,1990,2168
Laos,1991,1400
Laos,1992,520
Laos,1993,1083
Laos,1994,984
Laos,1995,3174
Laos,1996,917
Laos,1997,671
Laos,1998,4613
Laos,1999,2302
Laos,2000,332
Laos,2001,94
Laos,2002,2070
Laos,2003,1810
Laos,2004,1491
Laos,2005,295
Laos,2006,58
Laos,2007,1678
Laos,2008,174
Laos,2009,78
Laos,2010,153
Laos,2011,113
Laos,2012,32
Laos,2013,71
Laos,2014,339
Latvia,1990,21
Latvia,1991,6
Latvia,1992,248
Latvia,1993,54
Latvia,1994,10
Latvia,1995,2
Latvia,1996,3
Latvia,1997,4
Latvia,1998,3
Latvia,1999,0
Latvia,2000,0
Latvia,2001,1
Latvia,2004,0
Latvia,2005,2
Latvia,2006,7
Latvia,2007,0
Latvia,2008,3
Latvia,2009,0
Latvia,2010,0
Latvia,2011,1
Latvia,2012,3
Latvia,2013,0
Latvia,2014,36
Lebanon,1981,3
Lebanon,1983,266
Lebanon,1992,13
Lebanon,1993,396
Lebanon,1994,51
Lebanon,1995,3
Lebanon,1996,2
Lebanon,1997,134
Lebanon,1998,966
Lebanon,1999,8
Lebanon,2000,5
Lebanon,2001,8
Lebanon,2002,36
Lebanon,2003,526
Lebanon,2004,213
Lebanon,2005,618
Lebanon,2006,956
Lebanon,2007,373
Lebanon,2008,24
Lebanon,2009,22
Lebanon,2010,12
Lebanon,2011,9
Lebanon,2012,9
Lebanon,2013,1761
Lebanon,2014,112
Lesotho,1980,7935
Lesotho,1981,7624
Lesotho,1982,6941
Lesotho,1983,5239
Lesotho,1984,5821
Lesotho,1985,7362
Lesotho,1986,4376
Lesotho,1987,2448
Lesotho,1988,1797
Lesotho,1989,1378
Lesotho,1990,2195
Lesotho,1991,2351
Lesotho,1992,1816
Lesotho,1993,235
Lesotho,1994,573
Lesotho,1995,304
Lesotho,1997,0
Lesotho,1999,944
Lesotho,2000,660
Lesotho,2001,217
Lesotho,2002,0
Lesotho,2003,1
Lesotho,2004,31
Lesotho,2006,1
Lesotho,2007,2
Lesotho,2008,0
Lesotho,2009,0
Lesotho,2010,2488
Lesotho,2011,172
Lesotho,2012,179
Lesotho,2013,516
Lesotho,2014,0
Liberia,1980,6567
Liberia,1981,7810
Liberia,1982,6873
Liberia,1983,4835
Liberia,1984,6151
Liberia,1985,2686
Liberia,1986,836
Liberia,1987,2178
Liberia,1988,2556
Liberia,1989,1866
Liberia,1992,5776
Liberia,1993,6398
Liberia,1994,571
Liberia,1995,56
Liberia,1996,1938
Liberia,1997,2961
Liberia,1998,1436
Liberia,1999,1679
Liberia,2000,5977
Liberia,2001,1379
Liberia,2002,131
Liberia,2003,142
Liberia,2004,4
Liberia,2005,8
Liberia,2006,20
Liberia,2007,1
Liberia,2008,1
Liberia,2009,6
Liberia,2010,2200
Liberia,2011,279
Liberia,2012,43
Liberia,2013,0
Liberia,2014,34
Libya,1980,1547
Libya,1981,1570
Libya,1982,928
Libya,1983,996
Libya,1984,2526
Libya,1985,4193
Libya,1986,851
Libya,1987,401
Libya,1988,316
Libya,1989,207
Libya,1990,931
Libya,1991,1695
Libya,1992,3691
Libya,1993,733
Libya,1994,1127
Libya,1997,26
Libya,1998,50
Libya,2001,633
Libya,2002,3890
Libya,2004,2771
Libya,2005,292
Libya,2006,1
Libya,2007,59
Libya,2008,8
Libya,2009,329
Libya,2012,320
Libya,2014,372
Lithuania,1991,143
Lithuania,1992,200
Lithuania,1993,249
Lithuania,1994,286
Lithuania,1995,188
Lithuania,1996,35
Lithuania,1997,30
Lithuania,1998,18
Lithuania,1999,23
Lithuania,2000,19
Lithuania,2001,7
Lithuania,2002,103
Lithuania,2003,1
Lithuania,2004,1
Lithuania,2005,1
Lithuania,2006,1
Lithuania,2007,0
Lithuania,2008,1
Lithuania,2009,0
Lithuania,2010,2
Lithuania,2011,7
Lithuania,2012,0
Lithuania,2013,35
Lithuania,2014,11
Luxembourg,1980,63
Luxembourg,1981,214
Luxembourg,1982,243
Luxembourg,1983,21
Luxembourg,1984,35
Luxembourg,1985,62
Luxembourg,1986,27
Luxembourg,1987,153
Luxembourg,1988,18
Luxembourg,1989,12
Luxembourg,1990,16
Luxembourg,1991,1
Luxembourg,1992,48
Luxembourg,1993,4
Luxembourg,1994,1
Luxembourg,1995,1
Luxembourg,1996,25
Luxembourg,1997,1
Luxembourg,2000,0
Luxembourg,2003,1
Luxembourg,2004,0
Luxembourg,2006,8
Luxembourg,2007,0
Luxembourg,2008,1
Luxembourg,2009,0
Luxembourg,2010,0
Luxembourg,2011,6
Luxembourg,2012,2
Luxembourg,2013,0
Macedonia,1991,181
Macedonia,1992,180
Macedonia,1993,2495
Macedonia,1994,229
Macedonia,1995,217
Macedonia,1996,1056
Macedonia,1997,364
Macedonia,1999,53
Macedonia,2000,36
Macedonia,2001,27
Macedonia,2002,19
Macedonia,2003,18
Macedonia,2004,9
Macedonia,2005,5
Macedonia,2006,3
Macedonia,2007,1
Macedonia,2008,27
Macedonia,2009,5
Macedonia,2010,217
Macedonia,2011,701
Macedonia,2012,7
Macedonia,2013,4
Macedonia,2014,116
Madagascar,1980,119679
Madagascar,1981,140653
Madagascar,1982,84494
Madagascar,1983,101925
Madagascar,1984,66894
Madagascar,1985,69884
Madagascar,1986,21546
Madagascar,1987,10841
Madagascar,1988,17069
Madagascar,1989,29654
Madagascar,1990,14459
Madagascar,1991,5824
Madagascar,1992,1846
Madagascar,1993,6060
Madagascar,1994,14164
Madagascar,1995,11731
Madagascar,1996,5961
Madagascar,1997,13865
Madagascar,1998,15510
Madagascar,1999,35196
Madagascar,2000,35256
Madagascar,2001,9357
Madagascar,2002,10795
Madagascar,2003,62233
Madagascar,2004,35558
Madagascar,2006,2
Madagascar,2007,0
Madagascar,2008,3
Madagascar,2009,0
Madagascar,2010,1
Madagascar,2011,0
Madagascar,2012,2
Madagascar,2013,6
Madagascar,2014,3
Malawi,1980,162686
Malawi,1981,84610
Malawi,1982,104921
Malawi,1983,150248
Malawi,1984,80766
Malawi,1985,126581
Malawi,1986,105682
Malawi,1987,114061
Malawi,1988,81100
Malawi,1989,93100
Malawi,1991,5730
Malawi,1992,32177
Malawi,1993,3614
Malawi,1994,2164
Malawi,1995,4218
Malawi,1996,9120
Malawi,1997,10845
Malawi,1998,3591
Malawi,1999,152
Malawi,2000,304
Malawi,2001,150
Malawi,2002,92
Malawi,2003,167
Malawi,2004,1116
Malawi,2005,184
Malawi,2006,1
Malawi,2007,143
Malawi,2008,20
Malawi,2009,21
Malawi,2010,118712
Malawi,2011,26
Malawi,2012,11
Malawi,2013,1
Malawi,2014,3
Malaysia,1980,8727
Malaysia,1981,5690
Malaysia,1982,9268
Malaysia,1983,9313
Malaysia,1984,8147
Malaysia,1985,5163
Malaysia,1986,4699
Malaysia,1987,5429
Malaysia,1988,2304
Malaysia,1989,1027
Malaysia,1990,563
Malaysia,1991,275
Malaysia,1992,363
Malaysia,1993,542
Malaysia,1994,346
Malaysia,1995,654
Malaysia,1996,460
Malaysia,1997,627
Malaysia,1998,483
Malaysia,1999,2576
Malaysia,2000,6187
Malaysia,2001,2198
Malaysia,2002,408
Malaysia,2003,632
Malaysia,2004,5729
Malaysia,2005,1407
Malaysia,2006,564
Malaysia,2007,394
Malaysia,2008,334
Malaysia,2009,153
Malaysia,2010,73
Malaysia,2011,1569
Malaysia,2012,1868
Malaysia,2013,195
Malaysia,2014,221
Maldives,1981,1479
Maldives,1982,0
Maldives,1983,0
Maldives,1984,0
Maldives,1985,2029
Maldives,1986,0
Maldives,1987,0
Maldives,1988,0
Maldives,1989,0
Maldives,1990,0
Maldives,1991,0
Maldives,1992,0
Maldives,1993,61
Maldives,1994,706
Maldives,1995,3070
Maldives,1996,0
Maldives,1998,0
Maldives,2000,20
Maldives,2001,0
Maldives,2002,926
Maldives,2003,75
Maldives,2004,37
Maldives,2005,1395
Maldives,2006,47
Maldives,2007,20
Maldives,2008,0
Maldives,2009,6
Maldives,2010,0
Maldives,2011,0
Maldives,2012,0
Maldives,2013,0
Maldives,2014,0
Mali,1980,10007
Mali,1981,8413
Mali,1982,16432
Mali,1983,8759
Mali,1984,4494
Mali,1985,29732
Mali,1986,4669
Mali,1987,4352
Mali,1988,4478
Mali,1989,3605
Mali,1990,1388
Mali,1991,13473
Mali,1992,7830
Mali,1993,10595
Mali,1994,3420
Mali,1995,3306
Mali,1996,10995
Mali,1997,3531
Mali,1998,10240
Mali,1999,2506
Mali,2000,1578
Mali,2001,4464
Mali,2002,717
Mali,2003,232
Mali,2004,172
Mali,2005,33
Mali,2006,128
Mali,2007,2
Mali,2008,98
Mali,2009,2939
Mali,2010,1719
Mali,2011,24
Mali,2012,341
Mali,2013,221
Mali,2014,290
Malta,1980,14
Malta,1981,121
Malta,1982,1530
Malta,1983,620
Malta,1984,58
Malta,1985,175
Malta,1986,1844
Malta,1987,46
Malta,1988,17
Malta,1989,17
Malta,1990,6
Malta,1991,8
Malta,1992,43
Malta,1993,3
Malta,1994,8
Malta,1995,27
Malta,1996,16
Malta,1997,5
Malta,1998,3
Malta,1999,1
Malta,2000,2
Malta,2001,2
Malta,2002,7
Malta,2003,4
Malta,2004,4
Malta,2005,6
Malta,2006,1
Malta,2007,2
Malta,2008,1
Malta,2009,1
Malta,2010,0
Malta,2011,3
Malta,2014,0
Marshall Islands,1980,0
Marshall Islands,1981,0
Marshall Islands,1982,0
Marshall Islands,1983,0
Marshall Islands,1984,0
Marshall Islands,1985,4
Marshall Islands,1986,1
Marshall Islands,1987,0
Marshall Islands,1989,13
Marshall Islands,1990,14
Marshall Islands,1991,19
Marshall Islands,1992,10
Marshall Islands,1993,9
Marshall Islands,1994,0
Marshall Islands,1996,0
Marshall Islands,1997,0
Marshall Islands,1998,0
Marshall Islands,1999,0
Marshall Islands,2000,0
Marshall Islands,2001,0
Marshall Islands,2002,0
Marshall Islands,2003,1127
Marshall Islands,2004,0
Marshall Islands,2005,0
Marshall Islands,2006,0
Marshall Islands,2007,0
Marshall Islands,2009,0
Marshall Islands,2010,0
Marshall Islands,2011,0
Marshall Islands,2012,0
Mauritania,1980,11441
Mauritania,1981,8658
Mauritania,1982,6743
Mauritania,1983,15710
Mauritania,1984,11203
Mauritania,1985,15123
Mauritania,1986,5318
Mauritania,1987,2323
Mauritania,1988,434
Mauritania,1989,5032
Mauritania,1990,1379
Mauritania,1991,4601
Mauritania,1992,4990
Mauritania,1993,5754
Mauritania,1994,2668
Mauritania,1995,195
Mauritania,1997,499
Mauritania,1998,1303
Mauritania,1999,5263
Mauritania,2001,1398
Mauritania,2002,883
Mauritania,2003,3611
Mauritania,2004,5039
Mauritania,2005,127
Mauritania,2006,22
Mauritania,2007,11
Mauritania,2008,4
Mauritania,2009,322
Mauritania,2010,1292
Mauritania,2011,234
Mauritania,2012,35
Mauritania,2013,62
Mauritania,2014,14
Mauritius,1980,35
Mauritius,1981,0
Mauritius,1982,4
Mauritius,1983,0
Mauritius,1984,6
Mauritius,1985,2
Mauritius,1986,5
Mauritius,1987,0
Mauritius,1988,2
Mauritius,1989,0
Mauritius,1990,1
Mauritius,1991,0
Mauritius,1992,7
Mauritius,1993,88
Mauritius,1994,10
Mauritius,1995,6
Mauritius,1996,0
Mauritius,1997,0
Mauritius,1999,0
Mauritius,2000,0
Mauritius,2001,0
Mauritius,2003,777
Mauritius,2004,28
Mauritius,2005,7
Mauritius,2006,3
Mauritius,2007,13
Mauritius,2008,12
Mauritius,2009,15
Mauritius,2010,12
Mauritius,2011,2
Mauritius,2012,0
Mauritius,2013,0
Mauritius,2014,0
Mexico,1980,29730
Mexico,1981,11136
Mexico,1982,6364
Mexico,1983,3368
Mexico,1984,5158
Mexico,1985,23826
Mexico,1986,9824
Mexico,1987,2776
Mexico,1988,3915
Mexico,1989,20381
Mexico,1990,68782
Mexico,1991,5077
Mexico,1992,533
Mexico,1993,172
Mexico,1994,128
Mexico,1995,244
Mexico,1996,2
Mexico,1997,0
Mexico,1998,0
Mexico,1999,0
Mexico,2000,30
Mexico,2001,3
Mexico,2002,0
Mexico,2003,44
Mexico,2004,64
Mexico,2005,6
Mexico,2006,23
Mexico,2007,0
Mexico,2008,0
Mexico,2009,0
Mexico,2010,0
Mexico,2011,3
Mexico,2012,0
Mexico,2013,0
Mexico,2014,0
Micronesia (country),1987,1
Micronesia (country),1988,0
Micronesia (country),1989,0
Micronesia (country),1990,1
Micronesia (country),1991,0
Micronesia (country),1992,41
Micronesia (country),1993,0
Micronesia (country),1994,930
Micronesia (country),1995,0
Micronesia (country),1997,0
Micronesia (country),1998,0
Micronesia (country),1999,0
Micronesia (country),2000,0
Micronesia (country),2001,0
Micronesia (country),2003,0
Micronesia (country),2004,0
Micronesia (country),2005,0
Micronesia (country),2006,0
Micronesia (country),2007,0
Micronesia (country),2009,0
Micronesia (country),2011,0
Micronesia (country),2012,0
Micronesia (country),2013,0
Micronesia (country),2014,140
Moldova,1990,3242
Moldova,1991,621
Moldova,1992,322
Moldova,1993,866
Moldova,1994,3951
Moldova,1995,1174
Moldova,1996,344
Moldova,1997,364
Moldova,1998,673
Moldova,1999,245
Moldova,2000,687
Moldova,2001,457
Moldova,2002,4929
Moldova,2003,87
Moldova,2004,4
Moldova,2005,6
Moldova,2006,34
Moldova,2007,10
Moldova,2008,0
Moldova,2009,0
Moldova,2010,0
Moldova,2011,0
Moldova,2012,11
Moldova,2013,27
Moldova,2014,2
Monaco,1981,12
Monaco,1982,0
Monaco,1983,0
Monaco,1984,0
Monaco,1985,0
Monaco,1986,0
Monaco,1987,0
Monaco,1988,0
Monaco,1989,0
Monaco,1990,0
Monaco,1992,160
Monaco,1998,0
Monaco,2003,0
Monaco,2012,5
Mongolia,1980,5338
Mongolia,1981,695
Mongolia,1982,209
Mongolia,1983,1935
Mongolia,1984,29738
Mongolia,1985,525
Mongolia,1986,133
Mongolia,1987,378
Mongolia,1988,3044
Mongolia,1989,2176
Mongolia,1990,296
Mongolia,1991,656
Mongolia,1992,1069
Mongolia,1993,71
Mongolia,1994,177
Mongolia,1995,555
Mongolia,1996,128
Mongolia,1997,4
Mongolia,1998,8
Mongolia,1999,10
Mongolia,2000,925
Mongolia,2001,10677
Mongolia,2002,1205
Mongolia,2003,18
Mongolia,2004,0
Mongolia,2005,0
Mongolia,2006,26
Mongolia,2007,12
Mongolia,2008,31
Mongolia,2009,8
Mongolia,2010,7
Mongolia,2011,0
Mongolia,2012,0
Mongolia,2013,0
Mongolia,2014,0
Montenegro,2006,0
Montenegro,2007,0
Montenegro,2008,0
Montenegro,2009,0
Montenegro,2010,5
Montenegro,2011,5
Montenegro,2012,0
Montenegro,2013,0
Morocco,1980,86919
Morocco,1981,109486
Morocco,1982,53160
Morocco,1983,80806
Morocco,1984,11484
Morocco,1985,4216
Morocco,1986,15333
Morocco,1987,26621
Morocco,1988,2306
Morocco,1989,1689
Morocco,1990,1577
Morocco,1991,2125
Morocco,1992,6008
Morocco,1993,8431
Morocco,1994,3512
Morocco,1995,2380
Morocco,1996,1324
Morocco,1997,2512
Morocco,1998,7863
Morocco,1999,10853
Morocco,2000,7368
Morocco,2001,2724
Morocco,2002,6000
Morocco,2003,10841
Morocco,2004,6399
Morocco,2006,1217
Morocco,2007,2248
Morocco,2008,1455
Morocco,2009,834
Morocco,2010,633
Morocco,2011,982
Morocco,2012,668
Morocco,2013,92
Morocco,2014,10
Mozambique,1980,30070
Mozambique,1981,16358
Mozambique,1982,11909
Mozambique,1983,11734
Mozambique,1984,12508
Mozambique,1985,16507
Mozambique,1986,16109
Mozambique,1987,12749
Mozambique,1988,12142
Mozambique,1989,22832
Mozambique,1990,18082
Mozambique,1991,5059
Mozambique,1992,3092
Mozambique,1993,5799
Mozambique,1994,9618
Mozambique,1995,4166
Mozambique,1996,9251
Mozambique,1997,15324
Mozambique,1998,15693
Mozambique,1999,3936
Mozambique,2000,7375
Mozambique,2001,7085
Mozambique,2002,7155
Mozambique,2003,28898
Mozambique,2004,9396
Mozambique,2005,12598
Mozambique,2006,183
Mozambique,2007,267
Mozambique,2008,4
Mozambique,2009,60
Mozambique,2010,2321
Mozambique,2011,177
Mozambique,2012,145
Mozambique,2013,8
Mozambique,2014,9
Myanmar,1980,21457
Myanmar,1981,26821
Myanmar,1982,25102
Myanmar,1983,18919
Myanmar,1984,16580
Myanmar,1985,16386
Myanmar,1986,3830
Myanmar,1987,5540
Myanmar,1988,4323
Myanmar,1989,3883
Myanmar,1990,7900
Myanmar,1991,4437
Myanmar,1992,1794
Myanmar,1993,2682
Myanmar,1994,1855
Myanmar,1995,1170
Myanmar,1996,1684
Myanmar,1997,1035
Myanmar,1998,1465
Myanmar,1999,791
Myanmar,2000,845
Myanmar,2001,2519
Myanmar,2002,736
Myanmar,2003,830
Myanmar,2004,1329
Myanmar,2005,314
Myanmar,2006,760
Myanmar,2007,1088
Myanmar,2008,333
Myanmar,2009,329
Myanmar,2010,190
Myanmar,2011,2046
Myanmar,2012,2175
Myanmar,2013,1010
Myanmar,2014,122
Namibia,1987,16874
Namibia,1988,4482
Namibia,1992,6874
Namibia,1993,1328
Namibia,1994,133
Namibia,1995,1723
Namibia,1996,4901
Namibia,1997,5359
Namibia,1998,495
Namibia,1999,296
Namibia,2000,469
Namibia,2001,416
Namibia,2002,1278
Namibia,2003,262
Namibia,2004,4
Namibia,2005,4
Namibia,2006,3
Namibia,2007,21
Namibia,2008,0
Namibia,2009,4076
Namibia,2010,3138
Namibia,2011,79
Namibia,2012,86
Namibia,2013,1028
Namibia,2014,477
Nauru,1980,10
Nauru,1981,0
Nauru,1982,1
Nauru,1986,1
Nauru,1987,0
Nauru,1989,0
Nauru,1990,300
Nauru,1995,0
Nauru,1997,58
Nauru,1999,1
Nauru,2000,0
Nauru,2001,0
Nauru,2002,0
Nauru,2004,0
Nauru,2005,0
Nauru,2006,0
Nauru,2007,0
Nauru,2008,0
Nauru,2009,0
Nauru,2011,0
Nauru,2012,11
Nepal,1980,561
Nepal,1981,254
Nepal,1982,1268
Nepal,1983,1117
Nepal,1984,2042
Nepal,1985,952
Nepal,1986,68
Nepal,1987,190
Nepal,1988,193
Nepal,1989,171
Nepal,1990,182
Nepal,1991,93
Nepal,1992,136
Nepal,1993,59
Nepal,1994,1401
Nepal,1995,4810
Nepal,1996,7213
Nepal,1997,12677
Nepal,1998,5771
Nepal,2000,9397
Nepal,2001,10849
Nepal,2002,6749
Nepal,2003,13344
Nepal,2004,12074
Nepal,2005,5023
Nepal,2006,2838
Nepal,2007,1415
Nepal,2008,2089
Nepal,2009,189
Nepal,2010,190
Nepal,2011,2359
Nepal,2012,3362
Nepal,2013,1861
Nepal,2014,1279
Netherlands,1980,178
Netherlands,1981,77
Netherlands,1982,95
Netherlands,1983,480
Netherlands,1984,82
Netherlands,1985,24
Netherlands,1986,90
Netherlands,1987,227
Netherlands,1988,1519
Netherlands,1989,124
Netherlands,1990,16
Netherlands,1991,59
Netherlands,1992,472
Netherlands,1993,468
Netherlands,1994,302
Netherlands,1995,184
Netherlands,1996,57
Netherlands,1997,21
Netherlands,1998,9
Netherlands,1999,2368
Netherlands,2000,1019
Netherlands,2002,3
Netherlands,2003,4
Netherlands,2004,11
Netherlands,2005,4
Netherlands,2006,1
Netherlands,2007,10
Netherlands,2008,109
Netherlands,2009,15
Netherlands,2010,15
Netherlands,2011,51
Netherlands,2012,10
Netherlands,2013,2632
Netherlands,2014,140
New Zealand,1989,0
New Zealand,1991,9239
New Zealand,1993,69
New Zealand,1994,33
New Zealand,1997,2041
New Zealand,1998,164
New Zealand,1999,106
New Zealand,2000,65
New Zealand,2001,65
New Zealand,2002,21
New Zealand,2003,66
New Zealand,2004,33
New Zealand,2005,20
New Zealand,2006,20
New Zealand,2007,25
New Zealand,2009,198
New Zealand,2010,43
New Zealand,2011,597
New Zealand,2012,68
New Zealand,2013,8
New Zealand,2014,280
Nicaragua,1980,3784
Nicaragua,1981,224
Nicaragua,1982,226
Nicaragua,1983,112
Nicaragua,1984,153
Nicaragua,1985,956
Nicaragua,1986,2550
Nicaragua,1987,792
Nicaragua,1988,314
Nicaragua,1989,0
Nicaragua,1990,0
Nicaragua,1991,0
