Entity,Year,Mobile cellular subscriptions (World Bank (2015))
Faeroe Islands,2008,110.6026088
Faeroe Islands,2009,114.9052419
Faeroe Islands,2010,119.8967346
Faeroe Islands,2011,118.0097274
Faeroe Islands,2012,118.6159253
Faeroe Islands,2013,120.681639
Fiji,1980,0
Fiji,1981,0
Fiji,1982,0
Fiji,1983,0
Fiji,1984,0
Fiji,1985,0
Fiji,1986,0
Fiji,1987,0
Fiji,1988,0
Fiji,1989,0
Fiji,1990,0
Fiji,1991,0
Fiji,1992,0
Fiji,1993,0
Fiji,1994,0.143666151
Fiji,1995,0.283656121
Fiji,1996,0.471549627
Fiji,1997,0.655656678
Fiji,1998,0.999230592
Fiji,1999,2.897663403
Fiji,2000,6.783367646
Fiji,2001,9.934086167
Fiji,2002,11.01395796
Fiji,2003,13.44576273
Fiji,2004,17.36152235
Fiji,2005,24.92449701
Fiji,2006,34.37685675
Fiji,2007,63.44901555
Fiji,2008,71.10259987
Fiji,2009,75.07516314
Fiji,2010,81.10077287
Fiji,2011,83.76338399
Fiji,2012,98.17854865
Fiji,2013,105.6001544
Finland,1980,0.491311351
Finland,1981,0.589014682
Finland,1982,0.70201103
Finland,1983,0.870065829
Finland,1984,1.065948629
Finland,1985,1.37976292
Finland,1986,1.733284322
Finland,1987,2.144104654
Finland,1988,2.790048075
Finland,1989,3.82527312
Finland,1990,5.171190195
Finland,1991,6.370787129
Finland,1992,7.666908049
Finland,1993,9.664672185
Finland,1994,13.28153215
Finland,1995,20.34240794
Finland,1996,29.30153817
Finland,1997,42.06724499
Finland,1998,55.22721773
Finland,1999,63.37991163
Finland,2000,72.03009689
Finland,2001,80.48036651
Finland,2002,86.85667387
Finland,2003,91.05950591
Finland,2004,95.40312987
Finland,2005,100.450445
Finland,2006,107.6347185
Finland,2007,114.8847345
Finland,2008,128.424569
Finland,2009,144.0887946
Finland,2010,156.3055115
Finland,2011,165.8909009
Finland,2012,172.3224293
Finland,2013,171.571062
France,1980,0
France,1981,0
France,1982,0
France,1983,0
France,1984,0
France,1985,0
France,1986,0.016252546
France,1987,0.070046716
France,1988,0.174653362
France,1989,0.315304135
France,1990,0.498190672
France,1991,0.656765549
France,1992,0.761609496
France,1993,0.993573197
France,1994,1.527885256
France,1995,2.24533597
France,1996,4.230263986
France,1997,9.958005642
France,1998,19.11826072
France,1999,36.39293613
France,2000,49.06407866
France,2001,62.07543084
France,2002,64.25770241
France,2003,68.89744917
France,2004,73.01991391
France,2005,78.26189586
France,2006,83.53432024
France,2007,88.98459991
France,2008,92.67718212
France,2009,92.09659575
France,2010,91.38732973
France,2011,94.0767743
France,2012,97.37775287
France,2013,98.49547248
French Polynesia,1980,0
French Polynesia,1981,0
French Polynesia,1982,0
French Polynesia,1983,0
French Polynesia,1984,0
French Polynesia,1985,0
French Polynesia,1986,0
French Polynesia,1987,0
French Polynesia,1988,0
French Polynesia,1989,0
French Polynesia,1990,0
French Polynesia,1991,0
French Polynesia,1992,0
French Polynesia,1993,0
French Polynesia,1994,0
French Polynesia,1995,0.534386617
French Polynesia,1996,1.239955856
French Polynesia,1997,2.425648315
French Polynesia,1998,4.84280585
French Polynesia,1999,9.413365614
French Polynesia,2000,16.81649787
French Polynesia,2001,27.89336693
French Polynesia,2002,21.32374547
French Polynesia,2003,24.18160749
French Polynesia,2004,38.12383097
French Polynesia,2005,47.08024042
French Polynesia,2006,58.97621939
French Polynesia,2007,67.15560318
French Polynesia,2008,71.19146977
French Polynesia,2009,78.46706253
French Polynesia,2010,80.53643706
French Polynesia,2011,82.26223262
French Polynesia,2012,82.53778112
French Polynesia,2013,85.57567613
Gabon,1980,0
Gabon,1981,0
Gabon,1982,0
Gabon,1983,0
Gabon,1984,0
Gabon,1985,0
Gabon,1986,0
Gabon,1987,0
Gabon,1988,0
Gabon,1989,0
Gabon,1990,0
Gabon,1991,0
Gabon,1992,0.028032995
Gabon,1993,0.117009358
Gabon,1994,0.245162295
Gabon,1995,0.370206862
Gabon,1996,0.613332035
Gabon,1997,0.835229451
Gabon,1998,0.831015195
Gabon,1999,0.743444999
Gabon,2000,9.791705935
Gabon,2001,11.94934434
Gabon,2002,21.72917519
Gabon,2003,22.79947105
Gabon,2004,36.32676997
Gabon,2005,53.40403707
Gabon,2006,63.55598776
Gabon,2007,80.76618018
Gabon,2008,87.6694296
Gabon,2009,95.44779828
Gabon,2010,103.4556766
Gabon,2011,148.6936289
Gabon,2012,179.4714108
Gabon,2013,214.7500375
Gambia,1980,0
Gambia,1981,0
Gambia,1982,0
Gambia,1983,0
Gambia,1984,0
Gambia,1985,0
Gambia,1986,0
Gambia,1987,0
Gambia,1988,0
Gambia,1989,0
Gambia,1990,0
Gambia,1991,0
Gambia,1992,0.020823423
Gambia,1993,0.04532642
Gambia,1994,0.078334523
Gambia,1995,0.135304285
Gambia,1996,0.282499795
Gambia,1997,0.420058457
Gambia,1998,0.435446069
Gambia,1999,0.444791613
Gambia,2000,0.455705803
Gambia,2001,4.348732248
Gambia,2002,7.653059272
Gambia,2003,11.07116691
Gambia,2004,12.57243519
Gambia,2005,17.22725782
Gambia,2006,27.27777463
Gambia,2007,52.33214725
Gambia,2008,73.90036908
Gambia,2009,80.62692375
Gambia,2010,87.9633354
Gambia,2011,80.76025697
Gambia,2012,85.20375721
Gambia,2013,99.9766937
Georgia,1980,0
Georgia,1981,0
Georgia,1982,0
Georgia,1983,0
Georgia,1984,0
Georgia,1985,0
Georgia,1986,0
Georgia,1987,0
Georgia,1988,0
Georgia,1989,0
Georgia,1990,0
Georgia,1991,0
Georgia,1992,0
Georgia,1993,0
Georgia,1994,0
Georgia,1995,0.002960248
Georgia,1996,0.046091288
Georgia,1997,0.609447781
Georgia,1998,1.234098639
Georgia,1999,2.773981786
Georgia,2000,4.105349723
Georgia,2001,6.435462135
Georgia,2002,10.8965115
Georgia,2003,15.58014589
Georgia,2004,18.61778229
Georgia,2005,26.23972528
Georgia,2006,38.32379074
Georgia,2007,58.73630305
Georgia,2008,62.43820399
Georgia,2009,64.46125996
Georgia,2010,90.64792691
Georgia,2011,101.2829241
Georgia,2012,107.809112
Georgia,2013,115.0251043
Germany,1980,0
Germany,1981,0
Germany,1982,0
Germany,1983,0
Germany,1984,0
Germany,1985,0.001368883
Germany,1986,0.0301052
Germany,1987,0.061472735
Germany,1988,0.124039681
Germany,1989,0.204468776
Germany,1990,0.338698748
Germany,1991,0.656885288
Germany,1992,1.190674527
Germany,1993,2.157949827
Germany,1994,3.009651998
Germany,1995,4.479975831
Germany,1996,6.609990079
Germany,1997,9.912481627
Germany,1998,16.66213257
Germany,1999,28.08210875
Germany,2000,57.71833398
Germany,2001,67.14964818
Germany,2002,70.65529898
Germany,2003,77.33760059
Germany,2004,85.06020667
Germany,2005,94.55486999
Germany,2006,102.2828888
Germany,2007,115.1403608
Germany,2008,126.5575074
Germany,2009,126.2280577
Germany,2010,106.4836959
Germany,2011,109.6595675
Germany,2012,111.5940398
Germany,2013,120.9211651
Ghana,1980,0
Ghana,1981,0
Ghana,1982,0
Ghana,1983,0
Ghana,1984,0
Ghana,1985,0
Ghana,1986,0
Ghana,1987,0
Ghana,1988,0
Ghana,1989,0
Ghana,1990,0
Ghana,1991,0
Ghana,1992,0.002585366
Ghana,1993,0.010950971
Ghana,1994,0.020417059
Ghana,1995,0.036990796
Ghana,1996,0.074354288
Ghana,1997,0.12446167
Ghana,1998,0.232363487
Ghana,1999,0.380901054
Ghana,2000,0.690808845
Ghana,2001,1.263629537
Ghana,2002,1.954760936
Ghana,2003,3.918536618
Ghana,2004,8.135148478
Ghana,2005,13.44255251
Ghana,2006,23.72559884
Ghana,2007,33.75729429
Ghana,2008,50.0664665
Ghana,2009,63.77348397
Ghana,2010,71.86671124
Ghana,2011,85.27494343
Ghana,2012,100.9932997
Ghana,2013,108.1911482
Greece,1980,0
Greece,1981,0
Greece,1982,0
Greece,1983,0
Greece,1984,0
Greece,1985,0
Greece,1986,0
Greece,1987,0
Greece,1988,0
Greece,1989,0
Greece,1990,0
Greece,1991,0
Greece,1992,0
Greece,1993,0.458787633
Greece,1994,1.447153501
Greece,1995,2.558141736
Greece,1996,4.944987939
Greece,1997,8.655453683
Greece,1998,18.78539526
Greece,1999,35.66038018
Greece,2000,53.99532333
Greece,2001,72.31264774
Greece,2002,84.47267901
Greece,2003,81.00455341
Greece,2004,84.49551267
Greece,2005,92.92454872
Greece,2006,99.34233967
Greece,2007,111.0964206
Greece,2008,124.5083602
Greece,2009,119.7955893
Greece,2010,110.6455185
Greece,2011,109.0787779
Greece,2012,120.0963016
Greece,2013,116.8206478
Greenland,1980,0
Greenland,1981,0
Greenland,1982,0
Greenland,1983,0
Greenland,1984,0
Greenland,1985,0
Greenland,1986,0
Greenland,1987,0
Greenland,1988,0
Greenland,1989,0
Greenland,1990,0
Greenland,1991,0
Greenland,1992,0.306155334
Greenland,1993,0.784313725
Greenland,1994,1.727072397
Greenland,1995,3.676826318
Greenland,1996,7.382862874
Greenland,1997,11.59889756
Greenland,1998,15.90584114
Greenland,1999,24.12353476
Greenland,2000,26.9056859
Greenland,2001,28.19106449
Greenland,2002,35.24250893
Greenland,2003,52.43777762
Greenland,2004,68.62221128
Greenland,2005,81.61115306
Greenland,2006,94.68599034
Greenland,2007,116.8664308
Greenland,2008,98.48434054
Greenland,2009,94.51819901
Greenland,2010,101.4200828
Greenland,2011,103.7367994
Greenland,2012,104.6982584
Greenland,2013,105.9890852
Grenada,1980,0
Grenada,1981,0
Grenada,1982,0
Grenada,1983,0
Grenada,1984,0
Grenada,1985,0
Grenada,1986,0
Grenada,1987,0
Grenada,1988,0
Grenada,1989,0
Grenada,1990,0.155785888
Grenada,1991,0.152402675
Grenada,1992,0.186212076
Grenada,1993,0.286871071
Grenada,1994,0.352102049
Grenada,1995,0.398990554
Grenada,1996,0.565498631
Grenada,1997,0.965142151
Grenada,1998,1.391877752
Grenada,1999,1.983418933
Grenada,2000,4.231450502
Grenada,2001,6.29755815
Grenada,2002,7.397721819
Grenada,2003,41.31426506
Grenada,2004,42.19278165
Grenada,2005,45.51485658
Grenada,2006,44.7346504
Grenada,2007,49.60226285
Grenada,2008,57.75122195
Grenada,2009,109.710823
Grenada,2010,116.4974159
Grenada,2011,115.018939
Grenada,2012,123.159182
Grenada,2013,125.5937373
Guam,1980,0
Guam,1981,0
Guam,1982,0
Guam,1983,0
Guam,1984,0
Guam,1985,0
Guam,1986,0
Guam,1987,0
Guam,1988,0
Guam,1989,0
Guam,1990,0
Guam,1991,0.649180475
Guam,1992,0.951746942
Guam,1993,1.363896438
Guam,1994,2.869627327
Guam,1995,3.410917685
Guam,1996,3.919357017
Guam,1997,3.774300427
Guam,1998,8.430142834
Guam,1999,12.99114653
Guam,2000,17.51133086
Guam,2001,20.84172436
Guam,2002,44.83563447
Guam,2003,50.56297244
Guam,2004,61.94925218
Guatemala,1980,0
Guatemala,1981,0
Guatemala,1982,0
Guatemala,1983,0
Guatemala,1984,0
Guatemala,1985,0
Guatemala,1986,0
Guatemala,1987,0
Guatemala,1988,0
Guatemala,1989,0
Guatemala,1990,0.003295716
Guatemala,1991,0.013419628
Guatemala,1992,0.02298958
Guatemala,1993,0.031366214
Guatemala,1994,0.107232198
Guatemala,1995,0.300474937
Guatemala,1996,0.425086663
Guatemala,1997,0.614318049
Guatemala,1998,1.042410082
Guatemala,1999,3.087211532
Guatemala,2000,7.647420611
Guatemala,2001,9.987303754
Guatemala,2002,13.40404656
Guatemala,2003,16.86814086
Guatemala,2004,25.61697311
Guatemala,2005,35.57138428
Guatemala,2006,55.2407726
Guatemala,2007,89.33491997
Guatemala,2008,109.5274308
Guatemala,2009,123.7220234
Guatemala,2010,125.9831555
Guatemala,2011,132.4516485
Guatemala,2012,137.8194849
Guatemala,2013,140.393535
Guinea,1980,0
Guinea,1981,0
Guinea,1982,0
Guinea,1983,0
Guinea,1984,0
Guinea,1985,0
Guinea,1986,0
Guinea,1987,0
Guinea,1988,0
Guinea,1989,0
Guinea,1990,0
Guinea,1991,0
Guinea,1992,0
Guinea,1993,0.000588556
Guinea,1994,0.010806418
Guinea,1995,0.012121718
Guinea,1996,0.011736
Guinea,1997,0.034568886
Guinea,1998,0.255012846
Guinea,1999,0.292782939
Guinea,2000,0.481493068
Guinea,2001,0.625832387
Guinea,2002,1.003476993
Guinea,2003,1.211353347
Guinea,2004,1.651452655
Guinea,2005,1.973615991
Guinea,2007,19.90650512
Guinea,2008,26.66103586
Guinea,2009,32.936074
Guinea,2010,36.7781157
Guinea,2011,43.54770359
Guinea,2012,48.76925037
Guinea,2013,63.31503903
Guinea-Bissau,1980,0
Guinea-Bissau,1981,0
Guinea-Bissau,1982,0
Guinea-Bissau,1983,0
Guinea-Bissau,1984,0
Guinea-Bissau,1985,0
Guinea-Bissau,1986,0
Guinea-Bissau,1987,0
Guinea-Bissau,1988,0
Guinea-Bissau,1989,0
Guinea-Bissau,1990,0
Guinea-Bissau,1991,0
Guinea-Bissau,1992,0
Guinea-Bissau,1993,0
Guinea-Bissau,1994,0
Guinea-Bissau,1995,0
Guinea-Bissau,1996,0
Guinea-Bissau,1997,0
Guinea-Bissau,1998,0
Guinea-Bissau,1999,0
Guinea-Bissau,2000,0
Guinea-Bissau,2001,0
Guinea-Bissau,2002,0
Guinea-Bissau,2003,0.093711482
Guinea-Bissau,2004,2.836587237
Guinea-Bissau,2005,6.952089848
Guinea-Bissau,2006,10.83048396
Guinea-Bissau,2007,19.95658668
Guinea-Bissau,2008,32.9718113
Guinea-Bissau,2009,36.13019495
Guinea-Bissau,2010,42.69221945
Guinea-Bissau,2011,45.10659833
Guinea-Bissau,2012,63.0692167
Guinea-Bissau,2013,74.09102511
Guyana,1980,0
Guyana,1981,0
Guyana,1982,0
Guyana,1983,0
Guyana,1984,0
Guyana,1985,0
Guyana,1986,0
Guyana,1987,0
Guyana,1988,0
Guyana,1989,0
Guyana,1990,0
Guyana,1991,0
Guyana,1992,0.116319598
Guyana,1993,0.142124324
Guyana,1994,0.172352271
Guyana,1995,0.170709867
Guyana,1996,0.164189009
Guyana,1997,0.190720364
Guyana,1998,0.197145592
Guyana,1999,0.379868456
Guyana,2000,5.35010766
Guyana,2001,10.07413827
Guyana,2002,10.57779542
Guyana,2003,18.30583908
Guyana,2004,22.67765302
Guyana,2005,36.98152291
Guyana,2006,52.26250936
Guyana,2007,69.9336844
Guyana,2008,57.72160482
Guyana,2009,62.54783594
Guyana,2010,71.28590073
Guyana,2011,66.85662336
Guyana,2012,68.77901955
Guyana,2013,69.41295352
Haiti,1980,0
Haiti,1981,0
Haiti,1982,0
Haiti,1983,0
Haiti,1984,0
Haiti,1985,0
Haiti,1986,0
Haiti,1987,0
Haiti,1988,0
Haiti,1989,0
Haiti,1990,0
Haiti,1991,0
Haiti,1992,0
Haiti,1993,0
Haiti,1994,0
Haiti,1995,0
Haiti,1996,0
Haiti,1997,0
Haiti,1998,0.120690009
Haiti,1999,0.296442489
Haiti,2000,0.641157609
Haiti,2001,1.049282205
Haiti,2002,1.580200539
Haiti,2003,3.557045958
Haiti,2004,4.381193159
Haiti,2005,5.401215155
Haiti,2006,12.78140119
Haiti,2007,26.27785531
Haiti,2008,33.20103068
Haiti,2009,37.35732558
Haiti,2010,40.41873813
Haiti,2011,41.86242333
Haiti,2012,59.90841158
Haiti,2013,69.39885695
Honduras,1980,0
Honduras,1981,0
Honduras,1982,0
Honduras,1983,0
Honduras,1984,0
Honduras,1985,0
Honduras,1986,0
Honduras,1987,0
Honduras,1988,0
Honduras,1989,0
Honduras,1990,0
Honduras,1991,0
Honduras,1992,0
Honduras,1993,0
Honduras,1994,0
Honduras,1995,0
Honduras,1996,0.040376411
Honduras,1997,0.246500814
Honduras,1998,0.583530318
Honduras,1999,1.286770033
Honduras,2000,2.490088703
Honduras,2001,3.73334653
Honduras,2002,5.026447085
Honduras,2003,5.723479373
Honduras,2004,10.4578002
Honduras,2005,18.57507619
Honduras,2006,31.84055311
Honduras,2007,58.29729484
Honduras,2008,84.81834019
Honduras,2009,112.3283833
Honduras,2010,124.7187583
Honduras,2011,103.6720092
Honduras,2012,92.87017414
Honduras,2013,95.91916853
Hong Kong,1980,0
Hong Kong,1981,0
Hong Kong,1982,0
Hong Kong,1983,0
Hong Kong,1984,0.018689957
Hong Kong,1985,0.081258922
Hong Kong,1986,0.182245465
Hong Kong,1987,0.504218653
Hong Kong,1988,0.908356275
Hong Kong,1989,1.55856424
Hong Kong,1990,2.311204939
Hong Kong,1991,3.238869715
Hong Kong,1992,3.947248663
Hong Kong,1993,4.872216207
Hong Kong,1994,8.020962705
Hong Kong,1995,12.99329905
Hong Kong,1996,21.70170873
Hong Kong,1997,34.67552508
Hong Kong,1998,48.15693696
Hong Kong,1999,63.49747283
Hong Kong,2000,79.69431046
Hong Kong,2001,83.80339232
Hong Kong,2002,92.52968608
Hong Kong,2003,106.4079144
Hong Kong,2004,119.1029016
Hong Kong,2005,123.8892854
Hong Kong,2006,136.6602462
Hong Kong,2007,155.0398371
Hong Kong,2008,166.1936237
Hong Kong,2009,179.7816019
Hong Kong,2010,195.6692192
Hong Kong,2011,215.5038098
Hong Kong,2012,229.2446254
Hong Kong,2013,237.3518775
Hungary,1980,0
Hungary,1981,0
Hungary,1982,0
Hungary,1983,0
Hungary,1984,0
Hungary,1985,0
Hungary,1986,0
Hungary,1987,0
Hungary,1988,0
Hungary,1989,0
Hungary,1990,0.025469277
Hungary,1991,0.081743662
Hungary,1992,0.22472515
Hungary,1993,0.441073865
Hungary,1994,1.380157809
Hungary,1995,2.559893292
Hungary,1996,4.57770369
Hungary,1997,6.844830397
Hungary,1998,10.40708506
Hungary,1999,15.87960141
Hungary,2000,30.08846831
Hungary,2001,48.7187786
Hungary,2002,67.7194215
Hungary,2003,78.33164715
Hungary,2004,86.25517302
Hungary,2005,92.31411681
Hungary,2006,98.89553625
Hungary,2007,109.6328855
Hungary,2008,121.6811908
Hungary,2009,117.5591879
Hungary,2010,119.9427178
Hungary,2011,116.9434928
Hungary,2012,116.070556
Hungary,2013,116.4278724
Iceland,1980,0
Iceland,1981,0
Iceland,1982,0
Iceland,1983,0
Iceland,1984,0
Iceland,1985,0
Iceland,1986,1.082143808
Iceland,1987,2.0286227
Iceland,1988,2.612166066
Iceland,1989,3.129423239
Iceland,1990,3.928108935
Iceland,1991,5.007634418
Iceland,1992,5.868139056
Iceland,1993,6.634957295
Iceland,1994,8.246726037
Iceland,1995,11.54703239
Iceland,1996,17.32947288
Iceland,1997,23.96205251
Iceland,1998,37.8418394
Iceland,1999,62.00750065
Iceland,2000,76.41724807
Iceland,2001,87.35284592
Iceland,2002,90.76740239
Iceland,2003,96.46287833
Iceland,2004,98.94191084
Iceland,2005,95.40447185
Iceland,2006,100.4087225
Iceland,2007,106.9324528
Iceland,2008,108.897393
Iceland,2009,108.2570649
Iceland,2010,107.2427541
Iceland,2011,106.8414418
Iceland,2012,108.054513
Iceland,2013,108.1111263
India,1980,0
India,1981,0
India,1982,0
India,1983,0
India,1984,0
India,1985,0
India,1986,0
India,1987,0
India,1988,0
India,1989,0
India,1990,0
India,1991,0
India,1992,0
India,1993,0
India,1994,0
India,1995,0.008022562
India,1996,0.033701672
India,1997,0.089033266
India,1998,0.118621095
India,1999,0.183832581
India,2000,0.343205051
India,2001,0.617271781
India,2002,1.207386542
India,2003,3.080125045
India,2004,4.701852372
India,2005,7.997206759
India,2006,14.52388234
India,2007,20.1553755
India,2008,29.53103968
India,2009,44.12009108
India,2010,62.39006487
India,2011,73.19803895
India,2012,69.92238977
India,2013,70.78318167
Indonesia,1980,0
Indonesia,1981,0
Indonesia,1982,0
Indonesia,1983,0
Indonesia,1984,0.001099953
Indonesia,1985,0.001248931
Indonesia,1986,0.002733271
Indonesia,1987,0.003739372
Indonesia,1988,0.00522915
Indonesia,1989,0.007368035
Indonesia,1990,0.010130254
Indonesia,1991,0.013492764
Indonesia,1992,0.019222694
Indonesia,1993,0.028421554
Indonesia,1994,0.040831947
Indonesia,1995,0.108515907
Indonesia,1996,0.285399813
Indonesia,1997,0.457970991
Indonesia,1998,0.525057963
Indonesia,1999,1.078418633
Indonesia,2000,1.756173957
Indonesia,2001,3.076348345
Indonesia,2002,5.440891607
Indonesia,2003,8.478396795
Indonesia,2004,13.70874711
Indonesia,2005,20.89708826
Indonesia,2006,28.01943927
Indonesia,2007,40.43198063
Indonesia,2008,60.01372486
Indonesia,2009,68.9204184
Indonesia,2010,87.79014493
Indonesia,2011,102.4626496
Indonesia,2012,114.218131
Indonesia,2013,125.3581426
Iran,1980,0
Iran,1981,0
Iran,1982,0
Iran,1983,0
Iran,1984,0
Iran,1985,0
Iran,1986,0
Iran,1987,0
Iran,1988,0
Iran,1989,0
Iran,1990,0
Iran,1991,0
Iran,1992,0
Iran,1993,0
Iran,1994,0.015419914
Iran,1995,0.026298054
Iran,1996,0.09760113
Iran,1997,0.382047218
Iran,1998,0.612075354
Iran,1999,0.756224827
Iran,2000,1.460445511
Iran,2001,3.12208672
Iran,2002,3.365177521
Iran,2003,5.033143273
Iran,2004,7.319761151
Iran,2005,12.13146655
Iran,2006,21.67657012
Iran,2007,41.45707252
Iran,2008,59.17901883
Iran,2009,71.4616386
Iran,2010,72.58942289
Iran,2011,74.30366228
Iran,2012,76.09808684
Iran,2013,84.24610052
Iraq,1980,0
Iraq,1981,0
Iraq,1982,0
Iraq,1983,0
Iraq,1984,0
Iraq,1985,0
Iraq,1986,0
Iraq,1987,0
Iraq,1988,0
Iraq,1989,0
Iraq,1990,0
Iraq,1991,0
Iraq,1992,0
Iraq,1993,0
Iraq,1994,0
Iraq,1995,0
Iraq,1996,0
Iraq,1997,0
Iraq,1998,0
Iraq,1999,0
Iraq,2000,0
Iraq,2001,0
Iraq,2002,0.079244744
Iraq,2003,0.308171977
Iraq,2004,2.151945659
Iraq,2005,5.599581693
Iraq,2006,33.30009751
Iraq,2007,48.78540241
Iraq,2008,59.56201784
Iraq,2009,66.69344323
Iraq,2010,75.13766061
Iraq,2011,80.15512761
Iraq,2012,81.62784646
Iraq,2013,96.10477428
Ireland,1980,0
Ireland,1981,0
Ireland,1982,0
Ireland,1983,0
Ireland,1984,0
Ireland,1985,0.008488811
Ireland,1986,0.042391059
Ireland,1987,0.098241297
Ireland,1988,0.178311341
Ireland,1989,0.38465744
Ireland,1990,0.707977634
Ireland,1991,0.90457037
Ireland,1992,1.239692939
Ireland,1993,1.713445217
Ireland,1994,2.453545736
Ireland,1995,4.37561861
Ireland,1996,7.932034067
Ireland,1997,14.8509496
Ireland,1998,25.52193159
Ireland,1999,44.70952009
Ireland,2000,64.69946298
Ireland,2001,76.82678973
Ireland,2002,76.22193286
Ireland,2003,87.26760636
Ireland,2004,94.47377374
Ireland,2005,102.6935533
Ireland,2006,110.9801131
Ireland,2007,115.8530739
Ireland,2008,116.0047081
Ireland,2009,106.6677293
Ireland,2010,105.2358099
Ireland,2011,108.479355
Ireland,2012,107.2128919
Ireland,2013,102.755635
Israel,1990,0.338729821
Israel,1991,0.495518787
Israel,1992,0.75107401
Israel,1993,1.293391516
Israel,1994,2.583802439
Israel,1995,8.354980904
Israel,1996,19.09479005
Israel,1997,29.70554874
Israel,1998,37.24716556
Israel,1999,48.88595196
Israel,2000,73.16613652
Israel,2001,89.73880798
Israel,2002,100.9785288
Israel,2003,104.2462475
Israel,2004,111.6505837
Israel,2005,117.4648609
Israel,2006,124.3388396
Israel,2007,128.454728
Israel,2008,126.3854986
Israel,2009,124.0341367
Israel,2010,122.7836679
Israel,2011,121.9782701
Israel,2012,120.6843884
Israel,2013,122.8478352
Italy,1980,0
Italy,1981,0
Italy,1982,0
Italy,1983,0
Italy,1984,0
Italy,1985,0.011299642
Italy,1986,0.015920152
Italy,1987,0.029097369
Italy,1988,0.059145464
Italy,1989,0.116270531
Italy,1990,0.468047382
Italy,1991,0.999024175
Italy,1992,1.376232801
Italy,1993,2.120206352
Italy,1994,3.932290383
Italy,1995,6.886434446
Italy,1996,11.27907186
Italy,1997,20.63367341
Italy,1998,36.04026526
Italy,1999,53.2698128
Italy,2000,74.13388725
Italy,2001,89.59054415
Italy,2002,94.25849261
Italy,2003,98.10254268
Italy,2004,107.6937662
Italy,2005,121.8642226
Italy,2006,136.121113
Italy,2007,150.962827
Italy,2008,150.8856458
Italy,2009,149.5058395
Italy,2010,154.7970088
Italy,2011,158.145883
Italy,2012,159.6276155
Italy,2013,158.8172931
Jamaica,1980,0
Jamaica,1981,0
Jamaica,1982,0
Jamaica,1983,0
Jamaica,1984,0
Jamaica,1985,0
Jamaica,1986,0
Jamaica,1987,0
Jamaica,1988,0
Jamaica,1989,0
Jamaica,1990,0
Jamaica,1991,0.102780276
Jamaica,1992,0.318010492
Jamaica,1993,0.62934611
Jamaica,1994,1.069988634
Jamaica,1995,1.833349512
Jamaica,1996,2.198589265
Jamaica,1997,2.62987066
Jamaica,1998,3.102606933
Jamaica,1999,5.643288716
Jamaica,2000,14.21072341
Jamaica,2001,22.9496504
Jamaica,2002,47.39667326
Jamaica,2003,59.5500915
Jamaica,2004,68.93370547
Jamaica,2005,73.87598526
Jamaica,2006,84.36418744
Jamaica,2007,99.12039649
Jamaica,2008,100.164076
Jamaica,2009,108.2941099
Jamaica,2010,116.0682988
Jamaica,2011,106.9237357
Jamaica,2012,98.04968759
Jamaica,2013,102.2381648
Japan,1980,0
Japan,1981,0.011363484
Japan,1982,0.016824553
Japan,1983,0.022941813
Japan,1984,0.033852133
Japan,1985,0.051504866
Japan,1986,0.078913191
Japan,1987,0.124583309
Japan,1988,0.200018213
Japan,1989,0.401833216
Japan,1990,0.710088407
Japan,1991,1.123129273
Japan,1992,1.390274425
Japan,1993,1.723586246
Japan,1994,3.490181339
Japan,1995,9.408600615
Japan,1996,21.56058437
Japan,1997,30.59119313
Japan,1998,37.76545041
Japan,1999,45.30199511
Japan,2000,53.12376978
Japan,2001,59.39257273
Japan,2002,64.25260095
Japan,2003,68.48920048
Japan,2004,72.15580043
Japan,2005,75.98436507
Japan,2006,78.51905384
Japan,2007,84.35360774
Japan,2008,86.70710553
Japan,2009,91.31743648
Japan,2010,96.80752449
Japan,2011,104.2742326
Japan,2012,110.9073543
Japan,2013,117.6315867
Jordan,1980,0
Jordan,1981,0
Jordan,1982,0
Jordan,1983,0
Jordan,1984,0
Jordan,1985,0
Jordan,1986,0
Jordan,1987,0
Jordan,1988,0
Jordan,1989,0
Jordan,1990,0.042847108
Jordan,1991,0.041317981
Jordan,1992,0.039058232
Jordan,1993,0.036805421
Jordan,1994,0.034812194
Jordan,1995,0.27406405
Jordan,1996,0.541761443
Jordan,1997,0.989408624
Jordan,1998,1.780031019
Jordan,1999,2.519897737
Jordan,2000,8.158384017
Jordan,2001,17.90295067
Jordan,2002,24.87463731
Jordan,2003,26.59397758
Jordan,2004,31.89416724
Jordan,2005,59.88643393
Jordan,2006,79.99969054
Jordan,2007,84.36638062
Jordan,2008,89.88973816
Jordan,2009,97.2992605
Jordan,2010,102.5632445
Jordan,2011,111.1631725
Jordan,2012,128.1735327
Jordan,2013,141.7962745
Kazakhstan,1980,0
Kazakhstan,1981,0
Kazakhstan,1982,0
Kazakhstan,1983,0
Kazakhstan,1984,0
Kazakhstan,1985,0
Kazakhstan,1986,0
Kazakhstan,1987,0
Kazakhstan,1988,0
Kazakhstan,1989,0
Kazakhstan,1990,0
Kazakhstan,1991,0
Kazakhstan,1992,0
Kazakhstan,1993,0
Kazakhstan,1994,0.002539553
Kazakhstan,1995,0.029582694
Kazakhstan,1996,0.063930025
Kazakhstan,1997,0.074254448
Kazakhstan,1998,0.199889072
Kazakhstan,1999,0.337203384
Kazakhstan,2000,1.353628011
Kazakhstan,2001,3.997457287
