Entity,Year,SRES A1 (GDP per capita; downscaling by Pretis & Roser (2016))
Kyrgyzstan,2100,93800000000
Laos,1990,865000000
Laos,1995,1320000000
Laos,2000,1990000000
Laos,2005,3030000000
Laos,2010,4600000000
Laos,2015,7610000000
Laos,2020,10600000000
Laos,2025,17600000000
Laos,2030,24500000000
Laos,2035,32600000000
Laos,2040,40700000000
Laos,2045,48800000000
Laos,2050,56900000000
Laos,2055,65100000000
Laos,2060,73300000000
Laos,2065,81500000000
Laos,2070,89700000000
Laos,2075,97900000000
Laos,2080,107000000000
Laos,2085,117000000000
Laos,2090,126000000000
Laos,2095,136000000000
Laos,2100,145000000000
Latvia,1990,12500000000
Latvia,1995,11000000000
Latvia,2000,9610000000
Latvia,2005,13100000000
Latvia,2010,17800000000
Latvia,2015,25400000000
Latvia,2020,33000000000
Latvia,2025,47100000000
Latvia,2030,61200000000
Latvia,2035,81700000000
Latvia,2040,102000000000
Latvia,2045,123000000000
Latvia,2050,143000000000
Latvia,2055,165000000000
Latvia,2060,187000000000
Latvia,2065,209000000000
Latvia,2070,231000000000
Latvia,2075,254000000000
Latvia,2080,282000000000
Latvia,2085,310000000000
Latvia,2090,338000000000
Latvia,2095,367000000000
Latvia,2100,395000000000
Lebanon,1990,2840000000
Lebanon,1995,3370000000
Lebanon,2000,3930000000
Lebanon,2005,5660000000
Lebanon,2010,8040000000
Lebanon,2015,11900000000
Lebanon,2020,15700000000
Lebanon,2025,22700000000
Lebanon,2030,29700000000
Lebanon,2035,42500000000
Lebanon,2040,55300000000
Lebanon,2045,68000000000
Lebanon,2050,80800000000
Lebanon,2055,93800000000
Lebanon,2060,107000000000
Lebanon,2065,120000000000
Lebanon,2070,133000000000
Lebanon,2075,146000000000
Lebanon,2080,160000000000
Lebanon,2085,175000000000
Lebanon,2090,189000000000
Lebanon,2095,203000000000
Lebanon,2100,218000000000
Lesotho,1990,622000000
Lesotho,1995,743000000
Lesotho,2000,869000000
Lesotho,2005,1220000000
Lesotho,2010,1670000000
Lesotho,2015,2370000000
Lesotho,2020,3060000000
Lesotho,2025,4240000000
Lesotho,2030,5420000000
Lesotho,2035,10900000000
Lesotho,2040,16400000000
Lesotho,2045,22000000000
Lesotho,2050,27500000000
Lesotho,2055,37100000000
Lesotho,2060,46800000000
Lesotho,2065,56500000000
Lesotho,2070,66100000000
Lesotho,2075,75800000000
Lesotho,2080,86500000000
Lesotho,2085,97300000000
Lesotho,2090,108000000000
Lesotho,2095,119000000000
Lesotho,2100,129000000000
Liberia,1990,1260000000
Liberia,1995,1500000000
Liberia,2000,1760000000
Liberia,2005,2460000000
Liberia,2010,3390000000
Liberia,2015,4790000000
Liberia,2020,6190000000
Liberia,2025,8570000000
Liberia,2030,11000000000
Liberia,2035,22100000000
Liberia,2040,33300000000
Liberia,2045,44400000000
Liberia,2050,55600000000
Liberia,2055,75100000000
Liberia,2060,94600000000
Liberia,2065,114000000000
Liberia,2070,134000000000
Liberia,2075,153000000000
Liberia,2080,175000000000
Liberia,2085,197000000000
Liberia,2090,218000000000
Liberia,2095,240000000000
Liberia,2100,262000000000
Libya,1990,30900000000
Libya,1995,36700000000
Libya,2000,42700000000
Libya,2005,61500000000
Libya,2010,87400000000
Libya,2015,129000000000
Libya,2020,171000000000
Libya,2025,247000000000
Libya,2030,322000000000
Libya,2035,461000000000
Libya,2040,600000000000
Libya,2045,739000000000
Libya,2050,878000000000
Libya,2055,1020000000000
Libya,2060,1160000000000
Libya,2065,1300000000000
Libya,2070,1440000000000
Libya,2075,1580000000000
Libya,2080,1740000000000
Libya,2085,1900000000000
Libya,2090,2050000000000
Libya,2095,2210000000000
Libya,2100,2370000000000
Lithuania,1990,13300000000
Lithuania,1995,11600000000
Lithuania,2000,10200000000
Lithuania,2005,13900000000
Lithuania,2010,18900000000
Lithuania,2015,27000000000
Lithuania,2020,35100000000
Lithuania,2025,50000000000
Lithuania,2030,65000000000
Lithuania,2035,86700000000
Lithuania,2040,108000000000
Lithuania,2045,130000000000
Lithuania,2050,152000000000
Lithuania,2055,175000000000
Lithuania,2060,199000000000
Lithuania,2065,222000000000
Lithuania,2070,246000000000
Lithuania,2075,269000000000
Lithuania,2080,299000000000
Lithuania,2085,329000000000
Lithuania,2090,359000000000
Lithuania,2095,389000000000
Lithuania,2100,419000000000
Luxembourg,1990,10900000000
Luxembourg,1995,12200000000
Luxembourg,2000,13700000000
Luxembourg,2005,15100000000
Luxembourg,2010,16700000000
Luxembourg,2015,18600000000
Luxembourg,2020,20500000000
Luxembourg,2025,22800000000
Luxembourg,2030,25000000000
Luxembourg,2035,27600000000
Luxembourg,2040,30200000000
Luxembourg,2045,32800000000
Luxembourg,2050,35400000000
Luxembourg,2055,39100000000
Luxembourg,2060,42700000000
Luxembourg,2065,46400000000
Luxembourg,2070,50100000000
Luxembourg,2075,53800000000
Luxembourg,2080,59000000000
Luxembourg,2085,64100000000
Luxembourg,2090,69300000000
Luxembourg,2095,74400000000
Luxembourg,2100,79600000000
Macao,1990,3300000000
Macao,1995,4150000000
Macao,2000,5170000000
Macao,2005,7350000000
Macao,2010,10400000000
Macao,2015,15600000000
Macao,2020,20700000000
Macao,2025,30700000000
Macao,2030,40700000000
Macao,2035,55800000000
Macao,2040,70800000000
Macao,2045,85800000000
Macao,2050,101000000000
Macao,2055,133000000000
Macao,2060,165000000000
Macao,2065,197000000000
Macao,2070,230000000000
Macao,2075,262000000000
Macao,2080,291000000000
Macao,2085,320000000000
Macao,2090,350000000000
Macao,2095,379000000000
Macao,2100,408000000000
Macedonia,1990,4470000000
Macedonia,1995,3920000000
Macedonia,2000,3440000000
Macedonia,2005,4680000000
Macedonia,2010,6380000000
Macedonia,2015,9100000000
Macedonia,2020,11800000000
Macedonia,2025,16900000000
Macedonia,2030,21900000000
Macedonia,2035,29200000000
Macedonia,2040,36600000000
Macedonia,2045,43900000000
Macedonia,2050,51200000000
Macedonia,2055,59100000000
Macedonia,2060,67000000000
Macedonia,2065,75000000000
Macedonia,2070,82900000000
Macedonia,2075,90800000000
Macedonia,2080,101000000000
Macedonia,2085,111000000000
Macedonia,2090,121000000000
Macedonia,2095,131000000000
Macedonia,2100,141000000000
Madagascar,1990,3080000000
Madagascar,1995,3680000000
Madagascar,2000,4310000000
Madagascar,2005,6020000000
Madagascar,2010,8290000000
Madagascar,2015,11700000000
Madagascar,2020,15200000000
Madagascar,2025,21000000000
Madagascar,2030,26800000000
Madagascar,2035,54100000000
Madagascar,2040,81400000000
Madagascar,2045,109000000000
Madagascar,2050,136000000000
Madagascar,2055,184000000000
Madagascar,2060,232000000000
Madagascar,2065,280000000000
Madagascar,2070,327000000000
Madagascar,2075,375000000000
Madagascar,2080,428000000000
Madagascar,2085,482000000000
Madagascar,2090,535000000000
Madagascar,2095,588000000000
Madagascar,2100,641000000000
Malawi,1990,1800000000
Malawi,1995,2150000000
Malawi,2000,2520000000
Malawi,2005,3520000000
Malawi,2010,4850000000
Malawi,2015,6860000000
Malawi,2020,8870000000
Malawi,2025,12300000000
Malawi,2030,15700000000
Malawi,2035,31700000000
Malawi,2040,47600000000
Malawi,2045,63600000000
Malawi,2050,79600000000
Malawi,2055,108000000000
Malawi,2060,136000000000
Malawi,2065,164000000000
Malawi,2070,192000000000
Malawi,2075,220000000000
Malawi,2080,251000000000
Malawi,2085,282000000000
Malawi,2090,313000000000
Malawi,2095,344000000000
Malawi,2100,375000000000
Malaysia,1990,44000000000
Malaysia,1995,55300000000
Malaysia,2000,68900000000
Malaysia,2005,98000000000
Malaysia,2010,139000000000
Malaysia,2015,208000000000
Malaysia,2020,276000000000
Malaysia,2025,410000000000
Malaysia,2030,543000000000
Malaysia,2035,744000000000
Malaysia,2040,944000000000
Malaysia,2045,1140000000000
Malaysia,2050,1340000000000
Malaysia,2055,1770000000000
Malaysia,2060,2200000000000
Malaysia,2065,2630000000000
Malaysia,2070,3060000000000
Malaysia,2075,3490000000000
Malaysia,2080,3880000000000
Malaysia,2085,4270000000000
Malaysia,2090,4660000000000
Malaysia,2095,5060000000000
Malaysia,2100,5450000000000
Maldives,1990,146000000
Maldives,1995,183000000
Maldives,2000,228000000
Maldives,2005,325000000
Maldives,2010,461000000
Maldives,2015,689000000
Maldives,2020,916000000
Maldives,2025,1360000000
Maldives,2030,1800000000
Maldives,2035,2460000000
Maldives,2040,3130000000
Maldives,2045,3790000000
Maldives,2050,4460000000
Maldives,2055,5880000000
Maldives,2060,7300000000
Maldives,2065,8730000000
Maldives,2070,10200000000
Maldives,2075,11600000000
Maldives,2080,12900000000
Maldives,2085,14200000000
Maldives,2090,15500000000
Maldives,2095,16800000000
Maldives,2100,18000000000
Mali,1990,2420000000
Mali,1995,2890000000
Mali,2000,3380000000
Mali,2005,4730000000
Mali,2010,6510000000
Mali,2015,9210000000
Mali,2020,11900000000
Mali,2025,16500000000
Mali,2030,21100000000
Mali,2035,42500000000
Mali,2040,64000000000
Mali,2045,85400000000
Mali,2050,107000000000
Mali,2055,144000000000
Mali,2060,182000000000
Mali,2065,220000000000
Mali,2070,257000000000
Mali,2075,295000000000
Mali,2080,337000000000
Mali,2085,378000000000
Mali,2090,420000000000
Mali,2095,462000000000
Mali,2100,504000000000
Malta,1990,2310000000
Malta,1995,2590000000
Malta,2000,2890000000
Malta,2005,3200000000
Malta,2010,3540000000
Malta,2015,3940000000
Malta,2020,4330000000
Malta,2025,4820000000
Malta,2030,5300000000
Malta,2035,5850000000
Malta,2040,6390000000
Malta,2045,6940000000
Malta,2050,7490000000
Malta,2055,8270000000
Malta,2060,9040000000
Malta,2065,9820000000
Malta,2070,10600000000
Malta,2075,11400000000
Malta,2080,12500000000
Malta,2085,13600000000
Malta,2090,14700000000
Malta,2095,15800000000
Malta,2100,16800000000
Martinique,1990,3550000000
Martinique,1995,4190000000
Martinique,2000,4900000000
Martinique,2005,6920000000
Martinique,2010,9770000000
Martinique,2015,14500000000
Martinique,2020,19200000000
Martinique,2025,28400000000
Martinique,2030,37500000000
Martinique,2035,46100000000
Martinique,2040,54700000000
Martinique,2045,63300000000
Martinique,2050,71900000000
Martinique,2055,81100000000
Martinique,2060,90300000000
Martinique,2065,99400000000
Martinique,2070,109000000000
Martinique,2075,118000000000
Martinique,2080,127000000000
Martinique,2085,136000000000
Martinique,2090,145000000000
Martinique,2095,154000000000
Martinique,2100,163000000000
Mauritania,1990,1020000000
Mauritania,1995,1220000000
Mauritania,2000,1420000000
Mauritania,2005,1990000000
Mauritania,2010,2740000000
Mauritania,2015,3880000000
Mauritania,2020,5020000000
Mauritania,2025,6950000000
Mauritania,2030,8870000000
Mauritania,2035,17900000000
Mauritania,2040,26900000000
Mauritania,2045,36000000000
Mauritania,2050,45000000000
Mauritania,2055,60800000000
Mauritania,2060,76700000000
Mauritania,2065,92500000000
Mauritania,2070,108000000000
Mauritania,2075,124000000000
Mauritania,2080,142000000000
Mauritania,2085,159000000000
Mauritania,2090,177000000000
Mauritania,2095,195000000000
Mauritania,2100,212000000000
Mauritius,1990,2640000000
Mauritius,1995,3160000000
Mauritius,2000,3690000000
Mauritius,2005,5160000000
Mauritius,2010,7110000000
Mauritius,2015,10100000000
Mauritius,2020,13000000000
Mauritius,2025,18000000000
Mauritius,2030,23000000000
Mauritius,2035,46400000000
Mauritius,2040,69800000000
Mauritius,2045,93200000000
Mauritius,2050,117000000000
Mauritius,2055,158000000000
Mauritius,2060,199000000000
Mauritius,2065,240000000000
Mauritius,2070,281000000000
Mauritius,2075,322000000000
Mauritius,2080,367000000000
Mauritius,2085,413000000000
Mauritius,2090,459000000000
Mauritius,2095,504000000000
Mauritius,2100,550000000000
Mexico,1990,263000000000
Mexico,1995,310000000000
Mexico,2000,363000000000
Mexico,2005,512000000000
Mexico,2010,723000000000
Mexico,2015,1070000000000
Mexico,2020,1420000000000
Mexico,2025,2100000000000
Mexico,2030,2780000000000
Mexico,2035,3410000000000
Mexico,2040,4050000000000
Mexico,2045,4690000000000
Mexico,2050,5330000000000
Mexico,2055,6000000000000
Mexico,2060,6680000000000
Mexico,2065,7360000000000
Mexico,2070,8040000000000
Mexico,2075,8720000000000
Mexico,2080,9390000000000
Mexico,2085,10100000000000
Mexico,2090,10700000000000
Mexico,2095,11400000000000
Mexico,2100,12100000000000
Moldova,1990,10600000000
Moldova,1995,9290000000
Moldova,2000,8140000000
Moldova,2005,11100000000
Moldova,2010,15100000000
Moldova,2015,21500000000
Moldova,2020,28000000000
Moldova,2025,39900000000
Moldova,2030,51900000000
Moldova,2035,69200000000
Moldova,2040,86600000000
Moldova,2045,104000000000
Moldova,2050,121000000000
Moldova,2055,140000000000
Moldova,2060,159000000000
Moldova,2065,177000000000
Moldova,2070,196000000000
Moldova,2075,215000000000
Moldova,2080,239000000000
Moldova,2085,263000000000
Moldova,2090,287000000000
Moldova,2095,311000000000
Moldova,2100,335000000000
Mongolia,1990,3140000000
Mongolia,1995,4780000000
Mongolia,2000,7230000000
Mongolia,2005,11000000000
Mongolia,2010,16700000000
Mongolia,2015,27600000000
Mongolia,2020,38500000000
Mongolia,2025,63700000000
Mongolia,2030,88900000000
Mongolia,2035,118000000000
Mongolia,2040,148000000000
Mongolia,2045,177000000000
Mongolia,2050,206000000000
Mongolia,2055,236000000000
Mongolia,2060,266000000000
Mongolia,2065,295000000000
Mongolia,2070,325000000000
Mongolia,2075,355000000000
Mongolia,2080,389000000000
Mongolia,2085,423000000000
Mongolia,2090,457000000000
Mongolia,2095,492000000000
Mongolia,2100,526000000000
Morocco,1990,25800000000
Morocco,1995,30700000000
Morocco,2000,35800000000
Morocco,2005,51500000000
Morocco,2010,73100000000
Morocco,2015,108000000000
Morocco,2020,143000000000
Morocco,2025,206000000000
Morocco,2030,270000000000
Morocco,2035,386000000000
Morocco,2040,503000000000
Morocco,2045,619000000000
Morocco,2050,735000000000
Morocco,2055,853000000000
Morocco,2060,972000000000
Morocco,2065,1090000000000
Morocco,2070,1210000000000
Morocco,2075,1330000000000
Morocco,2080,1460000000000
Morocco,2085,1590000000000
Morocco,2090,1720000000000
Morocco,2095,1850000000000
Morocco,2100,1980000000000
Mozambique,1990,2510000000
Mozambique,1995,3000000000
Mozambique,2000,3510000000
Mozambique,2005,4900000000
Mozambique,2010,6760000000
Mozambique,2015,9560000000
Mozambique,2020,12400000000
Mozambique,2025,17100000000
Mozambique,2030,21900000000
Mozambique,2035,44100000000
Mozambique,2040,66400000000
Mozambique,2045,88600000000
Mozambique,2050,111000000000
Mozambique,2055,150000000000
Mozambique,2060,189000000000
Mozambique,2065,228000000000
Mozambique,2070,267000000000
Mozambique,2075,306000000000
Mozambique,2080,349000000000
Mozambique,2085,393000000000
Mozambique,2090,436000000000
Mozambique,2095,479000000000
Mozambique,2100,523000000000
Myanmar,1990,8240000000
Myanmar,1995,10400000000
Myanmar,2000,12900000000
Myanmar,2005,18300000000
Myanmar,2010,26000000000
Myanmar,2015,38900000000
Myanmar,2020,51700000000
Myanmar,2025,76700000000
Myanmar,2030,102000000000
Myanmar,2035,139000000000
Myanmar,2040,177000000000
Myanmar,2045,214000000000
Myanmar,2050,252000000000
Myanmar,2055,332000000000
Myanmar,2060,412000000000
Myanmar,2065,493000000000
Myanmar,2070,573000000000
Myanmar,2075,653000000000
Myanmar,2080,726000000000
Myanmar,2085,800000000000
Myanmar,2090,873000000000
Myanmar,2095,946000000000
Myanmar,2100,1020000000000
Namibia,1990,2340000000
Namibia,1995,2790000000
Namibia,2000,3270000000
Namibia,2005,4570000000
Namibia,2010,6300000000
Namibia,2015,8910000000
Namibia,2020,11500000000
Namibia,2025,15900000000
Namibia,2030,20400000000
Namibia,2035,41100000000
Namibia,2040,61800000000
Namibia,2045,82500000000
Namibia,2050,103000000000
Namibia,2055,140000000000
Namibia,2060,176000000000
Namibia,2065,212000000000
Namibia,2070,249000000000
Namibia,2075,285000000000
Namibia,2080,325000000000
Namibia,2085,366000000000
Namibia,2090,406000000000
Namibia,2095,446000000000
Namibia,2100,487000000000
Nepal,1990,3630000000
Nepal,1995,4560000000
Nepal,2000,5680000000
Nepal,2005,8080000000
Nepal,2010,11500000000
Nepal,2015,17100000000
Nepal,2020,22800000000
Nepal,2025,33800000000
Nepal,2030,44800000000
Nepal,2035,61300000000
Nepal,2040,77800000000
Nepal,2045,94300000000
Nepal,2050,111000000000
Nepal,2055,146000000000
Nepal,2060,182000000000
Nepal,2065,217000000000
Nepal,2070,252000000000
Nepal,2075,288000000000
Nepal,2080,320000000000
Nepal,2085,352000000000
Nepal,2090,384000000000
Nepal,2095,417000000000
Nepal,2100,449000000000
Netherlands,1990,296000000000
Netherlands,1995,331000000000
Netherlands,2000,370000000000
Netherlands,2005,409000000000
Netherlands,2010,453000000000
Netherlands,2015,504000000000
Netherlands,2020,555000000000
Netherlands,2025,616000000000
Netherlands,2030,678000000000
Netherlands,2035,748000000000
Netherlands,2040,818000000000
Netherlands,2045,888000000000
Netherlands,2050,958000000000
Netherlands,2055,1060000000000
Netherlands,2060,1160000000000
Netherlands,2065,1260000000000
Netherlands,2070,1360000000000
Netherlands,2075,1460000000000
Netherlands,2080,1600000000000
Netherlands,2085,1740000000000
Netherlands,2090,1880000000000
Netherlands,2095,2020000000000
Netherlands,2100,2160000000000
Netherlands Antilles,1990,1820000000
Netherlands Antilles,1995,2140000000
Netherlands Antilles,2000,2510000000
Netherlands Antilles,2005,3540000000
Netherlands Antilles,2010,5000000000
Netherlands Antilles,2015,7430000000
Netherlands Antilles,2020,9850000000
Netherlands Antilles,2025,14500000000
Netherlands Antilles,2030,19200000000
Netherlands Antilles,2035,23600000000
Netherlands Antilles,2040,28000000000
Netherlands Antilles,2045,32400000000
Netherlands Antilles,2050,36800000000
Netherlands Antilles,2055,41500000000
Netherlands Antilles,2060,46200000000
Netherlands Antilles,2065,50900000000
Netherlands Antilles,2070,55600000000
Netherlands Antilles,2075,60300000000
Netherlands Antilles,2080,65000000000
Netherlands Antilles,2085,69700000000
Netherlands Antilles,2090,74300000000
Netherlands Antilles,2095,79000000000
Netherlands Antilles,2100,83600000000
New Caledonia,1990,2530000000
New Caledonia,1995,3180000000
New Caledonia,2000,3960000000
New Caledonia,2005,5630000000
New Caledonia,2010,7990000000
New Caledonia,2015,11900000000
New Caledonia,2020,15900000000
New Caledonia,2025,23600000000
New Caledonia,2030,31200000000
New Caledonia,2035,42700000000
New Caledonia,2040,54200000000
New Caledonia,2045,65800000000
New Caledonia,2050,77300000000
New Caledonia,2055,102000000000
New Caledonia,2060,127000000000
New Caledonia,2065,151000000000
New Caledonia,2070,176000000000
New Caledonia,2075,201000000000
New Caledonia,2080,223000000000
New Caledonia,2085,246000000000
New Caledonia,2090,268000000000
New Caledonia,2095,290000000000
New Caledonia,2100,313000000000
New Zealand,1990,43100000000
New Zealand,1995,47300000000
New Zealand,2000,51700000000
New Zealand,2005,56200000000
New Zealand,2010,61300000000
New Zealand,2015,67000000000
New Zealand,2020,72700000000
New Zealand,2025,79500000000
New Zealand,2030,86200000000
New Zealand,2035,93600000000
New Zealand,2040,101000000000
New Zealand,2045,108000000000
New Zealand,2050,116000000000
New Zealand,2055,124000000000
New Zealand,2060,133000000000
New Zealand,2065,142000000000
New Zealand,2070,151000000000
New Zealand,2075,159000000000
New Zealand,2080,169000000000
New Zealand,2085,180000000000
New Zealand,2090,190000000000
New Zealand,2095,200000000000
New Zealand,2100,210000000000
Nicaragua,1990,1010000000
Nicaragua,1995,1190000000
Nicaragua,2000,1390000000
Nicaragua,2005,1970000000
Nicaragua,2010,2780000000
Nicaragua,2015,4130000000
Nicaragua,2020,5470000000
Nicaragua,2025,8070000000
Nicaragua,2030,10700000000
Nicaragua,2035,13100000000
Nicaragua,2040,15600000000
Nicaragua,2045,18000000000
Nicaragua,2050,20500000000
Nicaragua,2055,23100000000
Nicaragua,2060,25700000000
Nicaragua,2065,28300000000
Nicaragua,2070,30900000000
Nicaragua,2075,33500000000
Nicaragua,2080,36100000000
Nicaragua,2085,38700000000
Nicaragua,2090,41300000000
Nicaragua,2095,43900000000
Nicaragua,2100,46500000000
Niger,1990,2480000000
Niger,1995,2960000000
Niger,2000,3470000000
Niger,2005,4840000000
Niger,2010,6670000000
Niger,2015,9440000000
Niger,2020,12200000000
Niger,2025,16900000000
Niger,2030,21600000000
Niger,2035,43600000000
Niger,2040,65500000000
Niger,2045,87500000000
Niger,2050,109000000000
Niger,2055,148000000000
Niger,2060,187000000000
Niger,2065,225000000000
Niger,2070,264000000000
Niger,2075,302000000000
Niger,2080,345000000000
Niger,2085,388000000000
Niger,2090,431000000000
Niger,2095,473000000000
Niger,2100,516000000000
Nigeria,1990,28500000000
Nigeria,1995,34000000000
Nigeria,2000,39800000000
Nigeria,2005,55600000000
Nigeria,2010,76600000000
Nigeria,2015,108000000000
Nigeria,2020,140000000000
Nigeria,2025,194000000000
Nigeria,2030,248000000000
Nigeria,2035,500000000000
Nigeria,2040,752000000000
Nigeria,2045,1000000000000
Nigeria,2050,1260000000000
Nigeria,2055,1700000000000
Nigeria,2060,2140000000000
Nigeria,2065,2580000000000
Nigeria,2070,3030000000000
Nigeria,2075,3470000000000
Nigeria,2080,3960000000000
Nigeria,2085,4450000000000
Nigeria,2090,4940000000000
Nigeria,2095,5430000000000
Nigeria,2100,5920000000000
North Korea,1990,16800000000
North Korea,1995,25500000000
North Korea,2000,38600000000
North Korea,2005,58600000000
North Korea,2010,89200000000
North Korea,2015,147000000000
North Korea,2020,206000000000
North Korea,2025,340000000000
North Korea,2030,475000000000
North Korea,2035,632000000000
North Korea,2040,789000000000
North Korea,2045,945000000000
North Korea,2050,1100000000000
North Korea,2055,1260000000000
North Korea,2060,1420000000000
North Korea,2065,1580000000000
North Korea,2070,1740000000000
North Korea,2075,1900000000000
North Korea,2080,2080000000000
North Korea,2085,2260000000000
North Korea,2090,2440000000000
North Korea,2095,2630000000000
North Korea,2100,2810000000000
Norway,1990,115000000000
Norway,1995,129000000000
Norway,2000,144000000000
Norway,2005,160000000000
Norway,2010,177000000000
Norway,2015,197000000000
Norway,2020,216000000000
Norway,2025,240000000000
Norway,2030,265000000000
Norway,2035,292000000000
Norway,2040,319000000000
Norway,2045,346000000000
Norway,2050,374000000000
Norway,2055,413000000000
Norway,2060,452000000000
Norway,2065,490000000000
Norway,2070,529000000000
Norway,2075,568000000000
Norway,2080,623000000000
Norway,2085,677000000000
Norway,2090,732000000000
Norway,2095,786000000000
Norway,2100,841000000000
Oman,1990,10500000000
Oman,1995,12500000000
Oman,2000,14600000000
Oman,2005,21000000000
Oman,2010,29800000000
Oman,2015,44000000000
Oman,2020,58200000000
Oman,2025,84200000000
Oman,2030,110000000000
Oman,2035,158000000000
Oman,2040,205000000000
Oman,2045,253000000000
Oman,2050,300000000000
Oman,2055,348000000000
Oman,2060,396000000000
Oman,2065,445000000000
Oman,2070,493000000000
Oman,2075,541000000000
Oman,2080,594000000000
Oman,2085,648000000000
Oman,2090,701000000000
Oman,2095,755000000000
Oman,2100,808000000000
Pakistan,1990,40000000000
Pakistan,1995,50300000000
Pakistan,2000,62700000000
Pakistan,2005,89100000000
Pakistan,2010,126000000000
Pakistan,2015,189000000000
Pakistan,2020,251000000000
Pakistan,2025,373000000000
Pakistan,2030,494000000000
Pakistan,2035,676000000000
Pakistan,2040,858000000000
Pakistan,2045,1040000000000
Pakistan,2050,1220000000000
Pakistan,2055,1610000000000
Pakistan,2060,2000000000000
Pakistan,2065,2390000000000
Pakistan,2070,2780000000000
Pakistan,2075,3170000000000
Pakistan,2080,3530000000000
Pakistan,2085,3880000000000
Pakistan,2090,4240000000000
Pakistan,2095,4590000000000
Pakistan,2100,4950000000000
Panama,1990,5310000000
Panama,1995,6270000000
Panama,2000,7330000000
Panama,2005,10400000000
Panama,2010,14600000000
Panama,2015,21700000000
Panama,2020,28800000000
Panama,2025,42500000000
Panama,2030,56100000000
Panama,2035,69000000000
Panama,2040,81900000000
Panama,2045,94800000000
Panama,2050,108000000000
Panama,2055,121000000000
Panama,2060,135000000000
Panama,2065,149000000000
Panama,2070,163000000000
Panama,2075,176000000000
Panama,2080,190000000000
Panama,2085,204000000000
Panama,2090,217000000000
Panama,2095,231000000000
Panama,2100,245000000000
Papua New Guinea,1990,3220000000
Papua New Guinea,1995,4050000000
Papua New Guinea,2000,5040000000
Papua New Guinea,2005,7170000000
Papua New Guinea,2010,10200000000
Papua New Guinea,2015,15200000000
Papua New Guinea,2020,20200000000
Papua New Guinea,2025,30000000000
Papua New Guinea,2030,39800000000
Papua New Guinea,2035,54400000000
Papua New Guinea,2040,69100000000
Papua New Guinea,2045,83700000000
Papua New Guinea,2050,98400000000
Papua New Guinea,2055,130000000000
Papua New Guinea,2060,161000000000
Papua New Guinea,2065,193000000000
Papua New Guinea,2070,224000000000
Papua New Guinea,2075,256000000000
Papua New Guinea,2080,284000000000
Papua New Guinea,2085,313000000000
Papua New Guinea,2090,341000000000
Papua New Guinea,2095,370000000000
Papua New Guinea,2100,398000000000
Paraguay,1990,5270000000
Paraguay,1995,6210000000
Paraguay,2000,7270000000
Paraguay,2005,10300000000
Paraguay,2010,14500000000
Paraguay,2015,21500000000
Paraguay,2020,28500000000
Paraguay,2025,42100000000
Paraguay,2030,55600000000
Paraguay,2035,68400000000
Paraguay,2040,81200000000
Paraguay,2045,94000000000
Paraguay,2050,107000000000
Paraguay,2055,120000000000
Paraguay,2060,134000000000
Paraguay,2065,148000000000
Paraguay,2070,161000000000
Paraguay,2075,175000000000
Paraguay,2080,188000000000
Paraguay,2085,202000000000
Paraguay,2090,215000000000
Paraguay,2095,229000000000
Paraguay,2100,242000000000
Peru,1990,26300000000
Peru,1995,31000000000
Peru,2000,36300000000
Peru,2005,51300000000
Peru,2010,72400000000
Peru,2015,107000000000
Peru,2020,143000000000
Peru,2025,210000000000
Peru,2030,278000000000
Peru,2035,342000000000
Peru,2040,405000000000
Peru,2045,469000000000
Peru,2050,533000000000
Peru,2055,601000000000
Peru,2060,669000000000
Peru,2065,737000000000
Peru,2070,805000000000
Peru,2075,873000000000
Peru,2080,940000000000
Peru,2085,1010000000000
Peru,2090,1080000000000
Peru,2095,1140000000000
Peru,2100,1210000000000
Philippines,1990,44300000000
Philippines,1995,55700000000
Philippines,2000,69400000000
Philippines,2005,98700000000
Philippines,2010,140000000000
Philippines,2015,209000000000
Philippines,2020,278000000000
Philippines,2025,413000000000
Philippines,2030,547000000000
Philippines,2035,749000000000
Philippines,2040,951000000000
Philippines,2045,1150000000000
Philippines,2050,1350000000000
Philippines,2055,1790000000000
Philippines,2060,2220000000000
Philippines,2065,2650000000000
Philippines,2070,3080000000000
Philippines,2075,3520000000000
Philippines,2080,3910000000000
Philippines,2085,4300000000000
Philippines,2090,4700000000000
Philippines,2095,5090000000000
Philippines,2100,5480000000000
Poland,1990,61200000000
Poland,1995,53700000000
Poland,2000,47100000000
Poland,2005,64100000000
Poland,2010,87300000000
Poland,2015,125000000000
Poland,2020,162000000000
Poland,2025,231000000000
Poland,2030,300000000000
Poland,2035,400000000000
Poland,2040,501000000000
Poland,2045,601000000000
Poland,2050,701000000000
Poland,2055,809000000000
Poland,2060,918000000000
Poland,2065,1030000000000
Poland,2070,1130000000000
Poland,2075,1240000000000
Poland,2080,1380000000000
Poland,2085,1520000000000
Poland,2090,1660000000000
Poland,2095,1800000000000
Poland,2100,1940000000000
Portugal,1990,70900000000
Portugal,1995,79400000000
Portugal,2000,88600000000
Portugal,2005,98000000000
Portugal,2010,109000000000
Portugal,2015,121000000000
Portugal,2020,133000000000
Portugal,2025,148000000000
Portugal,2030,163000000000
Portugal,2035,179000000000
Portugal,2040,196000000000
Portugal,2045,213000000000
Portugal,2050,230000000000
Portugal,2055,254000000000
Portugal,2060,277000000000
Portugal,2065,301000000000
