Entity,Year,Fertilizer consumption (FAO (2017) & Federico (2008))
North America,2003,106.839135
North America,2004,108.1269138
North America,2005,106.3831905
North America,2006,108.8138016
North America,2007,111.4441551
North America,2008,102.0195558
North America,2009,98.44039275
North America,2010,106.6849117
North America,2011,121.6798425
North America,2012,123.134259
North America,2013,127.8727982
North America,2014,126.5545371
Norway,2002,205.5797267
Norway,2003,213.5074627
Norway,2004,215.2301496
Norway,2005,218.8654292
Norway,2006,216.4184149
Norway,2007,220.4175463
Norway,2008,213.5569755
Norway,2009,179.1251437
Norway,2010,170.0036337
Norway,2011,192.1589242
Norway,2012,186.7064909
Norway,2013,190.4577028
Norway,2014,201.417235
OECD members,2002,116.8058991
OECD members,2003,122.422977
OECD members,2004,123.1771535
OECD members,2005,120.9277419
OECD members,2006,120.1099641
OECD members,2007,126.0982842
OECD members,2008,108.7437578
OECD members,2009,103.0917568
OECD members,2010,115.1262324
OECD members,2011,120.7328856
OECD members,2012,123.6382568
OECD members,2013,127.9986196
OECD members,2014,130.3309001
Oman,2002,382.9354839
Oman,2003,391.9032258
Oman,2004,472.4137931
Oman,2005,1365.821429
Oman,2006,1063.615385
Oman,2007,363.75
Oman,2008,724.1
Oman,2009,632.4324324
Oman,2010,113.877551
Oman,2011,653.604336
Oman,2012,969.7626113
Oman,2013,908.9920424
Oman,2014,260.3157895
Other small states,2009,52.05507214
Other small states,2010,70.37541417
Other small states,2011,86.19648131
Other small states,2012,98.31062956
Other small states,2013,83.47326726
Other small states,2014,102.8973357
Pakistan,2002,97.47085202
Pakistan,2003,100.9701828
Pakistan,2004,110.7789508
Pakistan,2005,123.4834604
Pakistan,2006,125.7302441
Pakistan,2007,118.4234924
Pakistan,2008,119.1546504
Pakistan,2009,144.3274303
Pakistan,2010,138.3047295
Pakistan,2011,128.522691
Pakistan,2012,116.9207011
Pakistan,2013,135.2519856
Pakistan,2014,134.379862
Panama,2002,40.40328467
Panama,2003,51.15693431
Panama,2004,42.16058394
Panama,2005,34.41970803
Panama,2006,38.3962963
Panama,2007,34.08888889
Panama,2008,35.80925926
Panama,2009,47.5462963
Panama,2010,63.75925047
Panama,2011,37.43185841
Panama,2012,41.60568384
Panama,2013,82.30905861
Panama,2014,70.12255773
Papua New Guinea,2002,159.1181818
Papua New Guinea,2003,393.5288889
Papua New Guinea,2004,76.82608696
Papua New Guinea,2005,71.40833333
Papua New Guinea,2006,58.888
Papua New Guinea,2007,75.848
Papua New Guinea,2008,70.70333333
Papua New Guinea,2009,103.8533333
Papua New Guinea,2010,109.4833333
Papua New Guinea,2011,85.47666667
Papua New Guinea,2012,104.13
Papua New Guinea,2013,97.79666667
Papua New Guinea,2014,107.3466667
Paraguay,2002,47.71588785
Paraguay,2003,66.23932927
Paraguay,2004,78.42195846
Paraguay,2005,65.76300578
Paraguay,2006,72.72112676
Paraguay,2007,94.31098901
Paraguay,2008,74.70401916
Paraguay,2009,62.72885572
Paraguay,2010,82.09505428
Paraguay,2011,97.63763066
Paraguay,2012,83.30237826
Paraguay,2013,94.81173913
Paraguay,2014,105.2333333
Peru,2002,80.35412844
Peru,2003,82.29830508
Peru,2004,88.21176471
Peru,2005,76.72086514
Peru,2006,85.42060302
Peru,2007,100.5625935
Peru,2008,74.06526055
Peru,2009,93.15816203
Peru,2010,89.52093023
Peru,2011,101.244665
Peru,2012,104.1065929
Peru,2013,104.1498807
Peru,2014,110.8403989
Philippines,2002,146.3610942
Philippines,2003,172.7686117
Philippines,2004,159.8457031
Philippines,2005,152.1554446
Philippines,2006,138.5612027
Philippines,2007,159.3081285
Philippines,2008,104.9730275
Philippines,2009,121.4452727
Philippines,2010,151.4354717
Philippines,2011,144.8612844
Philippines,2012,102.1469534
Philippines,2013,71.74991055
Philippines,2014,183.0949911
Poland,2002,116.1952344
Poland,2003,128.8710574
Poland,2004,129.1356067
Poland,2005,161.9388848
Poland,2006,159.3386158
Poland,2007,181.1722913
Poland,2008,157.7181765
Poland,2009,147.2650423
Poland,2010,180.4783452
Poland,2011,169.7422959
Poland,2012,177.8855835
Poland,2013,179.3272795
Poland,2014,231.6466874
Portugal,2002,194.0366232
Portugal,2003,176.9562663
Portugal,2004,208.3148992
Portugal,2005,207.1181534
Portugal,2006,135.2893482
Portugal,2007,199.9085565
Portugal,2008,155.4888093
Portugal,2009,118.5656714
Portugal,2010,148.9573621
Portugal,2011,132.5053028
Portugal,2012,150.2687263
Portugal,2013,178.6392117
Portugal,2014,184.759149
Post-demographic dividend,2002,111.9166039
Post-demographic dividend,2003,116.9587732
Post-demographic dividend,2004,116.6411921
Post-demographic dividend,2005,113.1624267
Post-demographic dividend,2006,114.0499312
Post-demographic dividend,2007,119.7951734
Post-demographic dividend,2008,105.5204427
Post-demographic dividend,2009,97.29780975
Post-demographic dividend,2010,109.6525243
Post-demographic dividend,2011,117.0854394
Post-demographic dividend,2012,118.8446189
Post-demographic dividend,2013,122.4843849
Post-demographic dividend,2014,123.4005454
Pre-demographic dividend,2002,5.732575297
Pre-demographic dividend,2003,6.15415321
Pre-demographic dividend,2004,8.590258009
Pre-demographic dividend,2005,8.392925184
Pre-demographic dividend,2006,9.308645618
Pre-demographic dividend,2007,8.250402631
Pre-demographic dividend,2008,8.678597841
Pre-demographic dividend,2009,8.609281765
Pre-demographic dividend,2010,10.85981817
Pre-demographic dividend,2011,10.39945637
Pre-demographic dividend,2012,12.96022091
Pre-demographic dividend,2013,14.29957115
Pre-demographic dividend,2014,11.85747753
Qatar,2002,44.43478261
Qatar,2004,4254.568966
Qatar,2005,633.5344828
Qatar,2007,5413.846154
Qatar,2008,231.0654685
Qatar,2009,3301.724138
Qatar,2010,6714.846819
Qatar,2011,12755.084
Qatar,2012,12591.34615
Qatar,2013,7264.179104
Qatar,2014,12111.45038
Romania,2002,34.78274317
Romania,2003,38.632825
Romania,2004,42.62523836
Romania,2005,51.35136338
Romania,2006,40.59559235
Romania,2007,44.63585014
Romania,2008,45.63524825
Romania,2009,48.49323017
Romania,2010,52.54624973
Romania,2011,54.13496387
Romania,2012,49.78085929
Romania,2013,56.23496456
Romania,2014,51.51959444
Russia,2002,13.55253716
Russia,2003,11.00351667
Russia,2004,11.41977633
Russia,2005,11.79264417
Russia,2006,12.48071134
Russia,2007,14.25312978
Russia,2008,15.88274462
Russia,2009,15.62209446
Russia,2010,16.07453782
Russia,2011,16.40966667
Russia,2012,15.67832985
Russia,2013,15.22431283
Russia,2014,15.71029408
Rwanda,2003,2.23857404
Rwanda,2004,1.831881031
Rwanda,2005,3.139717425
Rwanda,2006,3.52327848
Rwanda,2007,7.914753157
Rwanda,2008,9.62288803
Rwanda,2009,1.290587825
Rwanda,2010,0.083635846
Rwanda,2011,0.099873844
Rwanda,2012,4.139980708
Rwanda,2013,10.12346723
Rwanda,2014,11.75032623
Saint Kitts and Nevis,2003,84.14285714
Saint Kitts and Nevis,2004,7.857142857
Saint Kitts and Nevis,2005,13.85390428
Saint Kitts and Nevis,2006,22.61306533
Saint Kitts and Nevis,2007,12.53132832
Saint Kitts and Nevis,2008,20.5
Saint Kitts and Nevis,2009,12.75
Saint Kitts and Nevis,2010,11.33333333
Saint Kitts and Nevis,2011,10.4
Saint Kitts and Nevis,2012,10.4
Saint Kitts and Nevis,2013,8.8
Saint Kitts and Nevis,2014,4
Saint Lucia,2008,7.2
Saint Lucia,2009,88
Saint Lucia,2010,119.3333333
Saint Lucia,2011,84
Saint Lucia,2012,223
Saint Lucia,2013,197
Saint Lucia,2014,208.3333333
Samoa,2002,0.769230769
Samoa,2003,1.846153846
Samoa,2004,3.333333333
Samoa,2005,3.363636364
Samoa,2006,2.307692308
Samoa,2007,3.8
Samoa,2008,5.444444444
Samoa,2009,4.430379747
Samoa,2010,2
Samoa,2011,1.875
Samoa,2012,0.75
Samoa,2013,1.75
Samoa,2014,4
Saudi Arabia,2002,56.47972222
Saudi Arabia,2003,119.1816667
Saudi Arabia,2004,104.9914286
Saudi Arabia,2005,93.90285714
Saudi Arabia,2006,98.7826087
Saudi Arabia,2007,118.8247243
Saudi Arabia,2008,77.59508835
Saudi Arabia,2009,43.82352941
Saudi Arabia,2010,92.0408805
Saudi Arabia,2011,148.3159228
Saudi Arabia,2012,361.4886108
Saudi Arabia,2013,293.9374185
Saudi Arabia,2014,242.2415762
Senegal,2002,11.79442623
Senegal,2003,10.93860846
Senegal,2004,12.71175092
Senegal,2005,9.86628279
Senegal,2006,2.308885755
Senegal,2007,2.145964912
Senegal,2008,2.303038674
Senegal,2009,6.371801567
Senegal,2010,8.202368421
Senegal,2011,6.827575758
Senegal,2012,11.50878788
Senegal,2013,8.6909375
Senegal,2014,6.71125
Serbia,2006,150.0577879
Serbia,2007,193.7129318
Serbia,2008,142.1789137
Serbia,2009,181.101121
Serbia,2010,144.4640772
Serbia,2011,158.2921008
Serbia,2012,220.1397291
Serbia,2013,197.8566189
Serbia,2014,157.2283839
Seychelles,2003,24
Seychelles,2004,11
Seychelles,2005,34
Seychelles,2006,11
Seychelles,2007,30
Seychelles,2008,34
Seychelles,2009,52
Seychelles,2010,32.22222222
Seychelles,2011,562.5
Seychelles,2012,1112.5
Seychelles,2013,1837.5
Seychelles,2014,575
Singapore,2002,1830
Singapore,2003,11566.66667
Singapore,2004,13528.57143
Singapore,2005,13753.0303
Singapore,2006,16532.30769
Singapore,2007,16242.85714
Singapore,2008,16266.66667
Singapore,2009,4663.333333
Singapore,2010,3131.25
Singapore,2011,4373.015873
Singapore,2012,3374.603175
Singapore,2013,3400
Singapore,2014,1076.785714
Slovakia,2002,83.10638298
Slovakia,2003,78.94833687
Slovakia,2004,83.66690596
Slovakia,2005,80.50395399
Slovakia,2006,91.78156749
Slovakia,2007,89.95061728
Slovakia,2008,75.08393632
Slovakia,2009,78.30969609
Slovakia,2010,85.06393678
Slovakia,2011,95.9373203
Slovakia,2012,106.9194857
Slovakia,2013,113.5703013
Slovakia,2014,124.177424
Slovenia,2002,403.4761905
Slovenia,2003,400.2890173
Slovenia,2004,358.6988636
Slovenia,2005,329.5511364
Slovenia,2006,322.005618
Slovenia,2007,324.5257143
Slovenia,2008,279.8429748
Slovenia,2009,233.834464
Slovenia,2010,266.5691533
Slovenia,2011,256.506645
Slovenia,2012,248.5138813
Slovenia,2013,250.7077256
Slovenia,2014,260.0249742
Small states,2009,52.64438057
Small states,2010,70.66742601
Small states,2011,82.07500675
Small states,2012,93.58793687
Small states,2013,81.7370566
Small states,2014,93.43280265
South Africa,2002,61.20489051
South Africa,2003,55.15007353
South Africa,2004,60.28759398
South Africa,2005,47.33100569
South Africa,2006,62.33642857
South Africa,2007,61.02174603
South Africa,2008,56.29320313
South Africa,2009,60.24747235
South Africa,2010,53.78097822
South Africa,2011,60.33740547
South Africa,2012,59.52336
South Africa,2013,57.71848
South Africa,2014,60.60432
South Asia,2002,99.76452827
South Asia,2003,102.4854541
South Asia,2004,112.1182069
South Asia,2005,124.2851015
South Asia,2006,131.3940447
South Asia,2007,134.6982716
South Asia,2008,143.7797179
South Asia,2009,157.7590156
South Asia,2010,166.4414323
South Asia,2011,168.211521
South Asia,2012,154.850667
South Asia,2013,151.8301299
South Asia,2014,158.4858606
South Asia (IDA & IBRD),2002,99.76452827
South Asia (IDA & IBRD),2003,102.4854541
South Asia (IDA & IBRD),2004,112.1182069
South Asia (IDA & IBRD),2005,124.2851015
South Asia (IDA & IBRD),2006,131.3940447
South Asia (IDA & IBRD),2007,134.6982716
South Asia (IDA & IBRD),2008,143.7797179
South Asia (IDA & IBRD),2009,157.7590156
South Asia (IDA & IBRD),2010,166.4414323
South Asia (IDA & IBRD),2011,168.211521
South Asia (IDA & IBRD),2012,154.850667
South Asia (IDA & IBRD),2013,151.8301299
South Asia (IDA & IBRD),2014,158.4858606
South Korea,2002,412.1272401
South Korea,2003,468.7902351
South Korea,2004,525.4228675
South Korea,2005,643.3578819
South Korea,2006,469.8499074
South Korea,2007,511.0369443
South Korea,2008,441.0523962
South Korea,2009,331.9557292
South Korea,2010,336.0537492
South Korea,2011,334.9092742
South Korea,2012,481.0116936
South Korea,2013,361.264875
South Korea,2014,399.9241192
Spain,1913,4.2
Spain,1922,1.5
Spain,1957,24.9
Spain,1999,119.5
Spain,2002,164.4517778
Spain,2003,175.2709534
Spain,2004,165.4026104
Spain,2005,142.1395493
Spain,2006,142.3294811
Spain,2007,157.7222311
Spain,2008,106.5446028
Spain,2009,96.92694247
Spain,2010,130.6752874
Spain,2011,122.6164615
Spain,2012,122.5808274
Spain,2013,143.5965028
Spain,2014,151.3560841
Sri Lanka,2002,304.5630342
Sri Lanka,2003,259.1842105
Sri Lanka,2004,287.01
Sri Lanka,2005,255.2918182
Sri Lanka,2006,291.3152381
Sri Lanka,2007,288.525
Sri Lanka,2008,311.7116667
Sri Lanka,2009,281.3763636
Sri Lanka,2010,229.0475
Sri Lanka,2011,257.3146154
Sri Lanka,2012,199.576
Sri Lanka,2013,161.6076923
Sri Lanka,2014,245.1969231
Sub-Saharan Africa,2002,11.78838155
Sub-Saharan Africa,2003,10.97695702
Sub-Saharan Africa,2004,12.82048911
Sub-Saharan Africa,2005,10.94900844
Sub-Saharan Africa,2006,13.05702173
Sub-Saharan Africa,2007,12.53152622
Sub-Saharan Africa,2008,12.20747184
Sub-Saharan Africa,2009,12.43157498
Sub-Saharan Africa,2010,14.98531295
Sub-Saharan Africa,2011,14.19825575
Sub-Saharan Africa,2012,16.10156555
Sub-Saharan Africa,2013,17.23968519
Sub-Saharan Africa,2014,15.98571379
Sub-Saharan Africa (excluding high income),2002,11.78845042
Sub-Saharan Africa (excluding high income),2003,10.97688354
Sub-Saharan Africa (excluding high income),2004,12.82049931
Sub-Saharan Africa (excluding high income),2005,10.94888196
Sub-Saharan Africa (excluding high income),2006,13.05703295
Sub-Saharan Africa (excluding high income),2007,12.53143259
Sub-Saharan Africa (excluding high income),2008,12.20735746
Sub-Saharan Africa (excluding high income),2009,12.43136684
Sub-Saharan Africa (excluding high income),2010,14.98523255
Sub-Saharan Africa (excluding high income),2011,14.19803494
Sub-Saharan Africa (excluding high income),2012,16.10113349
Sub-Saharan Africa (excluding high income),2013,17.23896289
Sub-Saharan Africa (excluding high income),2014,15.98549193
Sub-Saharan Africa (IDA & IBRD),2002,11.78838155
Sub-Saharan Africa (IDA & IBRD),2003,10.97695702
Sub-Saharan Africa (IDA & IBRD),2004,12.82048911
Sub-Saharan Africa (IDA & IBRD),2005,10.94900844
Sub-Saharan Africa (IDA & IBRD),2006,13.05702173
Sub-Saharan Africa (IDA & IBRD),2007,12.53152622
Sub-Saharan Africa (IDA & IBRD),2008,12.20747184
Sub-Saharan Africa (IDA & IBRD),2009,12.43157498
Sub-Saharan Africa (IDA & IBRD),2010,14.98531295
Sub-Saharan Africa (IDA & IBRD),2011,14.19825575
Sub-Saharan Africa (IDA & IBRD),2012,16.10156555
Sub-Saharan Africa (IDA & IBRD),2013,17.23968519
Sub-Saharan Africa (IDA & IBRD),2014,15.98571379
Sudan,2002,3.472486228
Sudan,2003,3.495457567
Sudan,2004,4.608968311
Sudan,2005,2.6752
Sudan,2006,2.550933333
Sudan,2007,3.588611212
Sudan,2008,3.840898504
Sudan,2009,7.963796812
Sudan,2010,10.23810602
Sudan,2011,8.076954829
Sudan,2012,11.19366906
Sudan,2013,11.0821796
Sudan,2014,11.09157168
Suriname,2002,92.17777778
Suriname,2003,109.0545455
Suriname,2004,141.0377358
Suriname,2005,106.3673469
Suriname,2006,183.3265306
Suriname,2007,149.4347826
Suriname,2008,548.6595745
Suriname,2009,158.2931034
Suriname,2010,211.9272727
Suriname,2011,206.2931034
Suriname,2012,183.3461538
Suriname,2013,165.1
Suriname,2014,190.6307692
Sweden,2002,99.88793425
Sweden,2003,98.23705926
Sweden,2004,97.85391566
Sweden,2005,87.89903489
Sweden,2006,86.42021879
Sweden,2007,89.46570671
Sweden,2008,99.16222391
Sweden,2009,64.00911162
Sweden,2010,81.85485714
Sweden,2011,85.21187739
Sweden,2012,76.03424394
Sweden,2013,84.64676425
Sweden,2014,92.75656878
Switzerland,2002,196.2062209
Switzerland,2003,203.3693782
Switzerland,2004,216.4378844
Switzerland,2005,227.9640571
Switzerland,2006,228.6535627
Switzerland,2007,229.8967044
Switzerland,2008,227.272951
Switzerland,2009,190.8300493
Switzerland,2010,218.3831891
Switzerland,2011,208.9551869
Switzerland,2012,215.9237246
Switzerland,2013,205.1721575
Switzerland,2014,197.1814093
Syria,2002,68.35271065
Syria,2003,75.84864865
Syria,2004,73.18120664
Syria,2005,84.94588235
Syria,2006,84.54111349
Syria,2007,80.64548142
Syria,2008,87.98999787
Syria,2009,65.42184154
Syria,2010,33.01685513
Syria,2011,49.72200772
Syria,2012,30.03858521
Syria,2013,21.4030459
Syria,2014,5.377520378
Tajikistan,2004,33.94344473
Tajikistan,2005,37.82430647
Tajikistan,2006,73.94843962
Tajikistan,2007,74.12868633
Tajikistan,2008,70.44534413
Tajikistan,2009,64.11498536
Tajikistan,2010,60.59677634
Tajikistan,2011,66.78924846
Tajikistan,2012,71.53814714
Tajikistan,2013,73.68027211
Tajikistan,2014,84.44657534
Tanzania,2002,3.699767442
Tanzania,2003,4.455503513
Tanzania,2004,5.289157895
Tanzania,2005,5.75443299
Tanzania,2006,5.397628866
Tanzania,2007,5.0716
Tanzania,2008,4.67662043
Tanzania,2009,7.524608696
Tanzania,2010,8.786637931
Tanzania,2011,8.606910569
Tanzania,2012,7.699411765
Tanzania,2013,4.674888889
Tanzania,2014,8.418666667
Thailand,2002,110.5225161
Thailand,2003,149.1803947
Thailand,2004,131.6952632
Thailand,2005,112.7269079
Thailand,2006,117.3998684
Thailand,2007,124.9528947
Thailand,2008,130.5175738
Thailand,2009,122.0593183
Thailand,2010,162.1557107
Thailand,2011,159.165165
Thailand,2012,151.7551329
Thailand,2013,167.1027365
Thailand,2014,152.2867936
Togo,2002,5.172631579
Togo,2003,7.48893617
Togo,2004,3.39311828
Togo,2005,9.683809524
Togo,2006,5.48
Togo,2007,6.282251082
Togo,2008,0.00042735
Togo,2009,6.161666667
Togo,2010,8.961788618
Togo,2011,10.20284553
Togo,2012,5.004150943
Togo,2013,11.99962264
Togo,2014,9.225283019
Tonga,2002,12.93333333
Tonga,2003,301.5333333
Tonga,2004,98.06666667
Tonga,2005,95
Tonga,2006,45.875
Tonga,2007,9.5
Tonga,2008,10.125
Tonga,2009,261.4117647
Tonga,2010,239.1764706
Tonga,2011,108.3529412
Tonga,2012,314.2222222
Tonga,2013,581.2222222
Tonga,2014,32.88888889
Trinidad and Tobago,2002,796.6666667
Trinidad and Tobago,2003,150.7333333
Trinidad and Tobago,2004,84.88461538
Trinidad and Tobago,2005,160.84
Trinidad and Tobago,2006,939.8
Trinidad and Tobago,2007,67.84
Trinidad and Tobago,2008,868
Trinidad and Tobago,2009,274.96
Trinidad and Tobago,2010,659.68
Trinidad and Tobago,2011,111.24
Trinidad and Tobago,2012,557.64
Trinidad and Tobago,2013,72.72
Trinidad and Tobago,2014,68.4
Tunisia,2002,25.21508481
Tunisia,2003,36.34014337
Tunisia,2004,36.14295951
Tunisia,2005,64.08901099
Tunisia,2006,34.54288817
Tunisia,2007,27.11781925
Tunisia,2008,34.37636684
Tunisia,2009,43.52789065
Tunisia,2010,40.39567836
Tunisia,2011,51.42338852
Tunisia,2012,50.6695927
Tunisia,2013,33.08902909
Tunisia,2014,31.81965517
Turkey,2002,72.79594899
Turkey,2003,84.29466883
Turkey,2004,85.62753969
Turkey,2005,86.75933697
Turkey,2006,91.83734389
Turkey,2007,90.34046135
Turkey,2008,71.97248898
Turkey,2009,104.5661562
Turkey,2010,98.3756547
Turkey,2011,89.94113637
Turkey,2012,100.3464062
Turkey,2013,112.3813551
Turkey,2014,105.2683763
Uganda,2002,1.332678571
Uganda,2003,1.595042735
Uganda,2004,1.471932773
Uganda,2005,0.967394958
Uganda,2006,1.25442623
Uganda,2007,1.19952
Uganda,2008,2.942015504
Uganda,2009,2.082727273
Uganda,2010,1.719407407
Uganda,2011,1.761751825
Uganda,2012,1.845362319
Uganda,2013,2.323188406
Uganda,2014,1.697246377
Ukraine,2002,15.94939159
Ukraine,2003,15.77835591
Ukraine,2004,16.41801613
Ukraine,2005,17.19246888
Ukraine,2006,21.55365839
Ukraine,2007,27.63889745
Ukraine,2008,32.78684486
Ukraine,2009,27.30340538
Ukraine,2010,32.65818887
Ukraine,2011,38.87227299
Ukraine,2012,41.30020296
Ukraine,2013,45.79382648
Ukraine,2014,45.15723464
United Arab Emirates,2002,672.2666667
United Arab Emirates,2003,939.375
United Arab Emirates,2004,495.5555556
United Arab Emirates,2005,218.5441176
United Arab Emirates,2006,911.4624506
United Arab Emirates,2007,1104.932735
United Arab Emirates,2008,423.6434109
United Arab Emirates,2009,1324.849699
United Arab Emirates,2010,674.9011858
United Arab Emirates,2011,757.6496674
United Arab Emirates,2012,767.115903
United Arab Emirates,2013,855.4666667
United Arab Emirates,2014,846.4
United Kingdom,1913,28.2
United Kingdom,1922,21.1
United Kingdom,1937,60.1
United Kingdom,1957,82.9
United Kingdom,1999,299.4
United Kingdom,2002,319.050121
United Kingdom,2003,314.1897862
United Kingdom,2004,287.3345936
United Kingdom,2005,272.8224821
United Kingdom,2006,254.1844437
United Kingdom,2007,254.0673788
United Kingdom,2008,208.1598668
United Kingdom,2009,239.8743594
United Kingdom,2010,251.9262982
United Kingdom,2011,238.700099
United Kingdom,2012,235.0289762
United Kingdom,2013,246.5923963
United Kingdom,2014,243.3624769
United States,1880,1.4
United States,1890,1.9
United States,1900,2.9
United States,1913,5.8
United States,1922,7
United States,1937,8.7
United States,1957,23.4
United States,1999,108.3
United States,2002,112.5172711
United States,2003,119.5608096
United States,2004,122.6708409
United States,2005,118.5997638
United States,2006,126.1956865
United States,2007,123.2690882
United States,2008,112.4273202
United States,2009,108.492815
United States,2010,117.1244153
United States,2011,132.3323903
United States,2012,136.5243783
United States,2013,139.7091467
United States,2014,137.6027532
Upper middle income,2002,129.3674831
Upper middle income,2003,137.9651232
Upper middle income,2004,144.244458
Upper middle income,2005,141.0241635
Upper middle income,2006,148.304583
Upper middle income,2007,158.7470684
Upper middle income,2008,156.6806896
Upper middle income,2009,155.6439737
Upper middle income,2010,167.6543596
Upper middle income,2011,174.3072757
Upper middle income,2012,176.3407859
Upper middle income,2013,176.733644
Upper middle income,2014,178.7842154
Uruguay,2002,61.02679218
Uruguay,2003,110.6296029
Uruguay,2004,129.9884809
Uruguay,2005,140.5560345
Uruguay,2006,148.6969914
Uruguay,2007,139.5115176
Uruguay,2008,104.4140197
Uruguay,2009,93.92574032
Uruguay,2010,145.7835711
Uruguay,2011,131.5880102
Uruguay,2012,157.0891779
Uruguay,2013,156.5070132
Uruguay,2014,164.8718161
Uzbekistan,2006,162.5
Uzbekistan,2007,166.6864368
Uzbekistan,2008,173.0196759
Uzbekistan,2009,193.3355814
Uzbekistan,2010,182.5811494
Uzbekistan,2011,204.7504651
Uzbekistan,2012,196.6852273
Uzbekistan,2013,208.1554545
Uzbekistan,2014,219.8113636
Venezuela,2002,144.37
Venezuela,2003,168.8603846
Venezuela,2004,159.5343396
Venezuela,2005,166.7510358
Venezuela,2006,122.7156309
Venezuela,2007,135.4983076
Venezuela,2008,177.9740741
Venezuela,2009,166.1769231
Venezuela,2010,170.6888889
Venezuela,2011,170.3703704
Venezuela,2012,169.2592593
Venezuela,2013,179.6296296
Venezuela,2014,179.6296296
Vietnam,2002,304.9639394
Vietnam,2003,342.3026896
Vietnam,2004,403.9071026
Vietnam,2005,292.265335
Vietnam,2006,300.1652489
Vietnam,2007,353.0065297
Vietnam,2008,305.6986868
Vietnam,2009,407.72
Vietnam,2010,323.3497996
Vietnam,2011,309.5481235
Vietnam,2012,331.9247653
Vietnam,2013,440.3856573
Vietnam,2014,397.3506514
World,2002,104.5523293
World,2003,110.0929342
World,2004,114.4451437
World,2005,113.7435533
World,2006,117.8222042
World,2007,124.4703401
World,2008,120.0323606
World,2009,119.5777084
World,2010,129.1649291
World,2011,133.9128422
World,2012,133.7843812
World,2013,135.2245488
World,2014,138.0412599
Yemen,2002,8.197879859
Yemen,2003,4.496805112
Yemen,2004,13.66415094
Yemen,2005,3.808080808
Yemen,2006,8.423580786
Yemen,2007,21.40659341
Yemen,2008,14.63453815
Yemen,2009,12.04099061
Yemen,2010,19.45778466
Yemen,2011,12.40310078
Yemen,2012,9.709497207
Yemen,2013,21.53365385
Yemen,2014,18.46394231
Zambia,2002,26.07474826
Zambia,2003,26.17292971
Zambia,2004,29.90461216
Zambia,2005,27.98386505
Zambia,2006,25.67706605
Zambia,2007,32.33435063
Zambia,2008,38.65661861
Zambia,2009,25.77774648
Zambia,2010,29.17352941
Zambia,2011,46.14722222
Zambia,2012,33.91710526
Zambia,2013,42.30405405
Zambia,2014,46.20368421
Zimbabwe,2002,35.70136986
Zimbabwe,2003,40.00876712
Zimbabwe,2004,22.72421053
Zimbabwe,2005,21.79948718
Zimbabwe,2006,32.35634146
Zimbabwe,2007,27.03525
Zimbabwe,2008,21.99411765
Zimbabwe,2009,28.77804878
Zimbabwe,2010,34.083
Zimbabwe,2011,26.54833333
Zimbabwe,2012,20.8095
Zimbabwe,2013,28.61325
Zimbabwe,2014,29.43425
