Entity,Year,Abortion related,Airports & Aircraft,Business,Educational Institution,Food or Water Supply,Government (Diplomatic),Government (General),Journalists & Media,Maritime,Military,NGO,Other,Police,Private Citizens & Property,Religious Figures/Institutions,Telecommunications,Terrorists/Non-State Militia,Tourists,Transportation,Unknown,Utilities,Violent Political Party
Mauritania,1977,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Mauritania,1996,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mauritania,2004,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Mauritania,2005,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Mauritania,2008,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Mauritania,2009,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
Mauritania,2010,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Mauritania,2011,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Mauritius,1988,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mauritius,1989,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico,1970,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico,1972,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico,1973,0,0,2,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Mexico,1974,0,0,11,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Mexico,1975,0,0,5,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Mexico,1976,0,0,6,1,0,2,4,1,1,0,0,0,5,0,0,0,0,0,0,0,0,0
Mexico,1977,0,0,15,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Mexico,1978,0,0,21,1,0,0,2,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0
Mexico,1979,0,0,2,0,0,0,3,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0
Mexico,1980,0,0,0,0,0,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0
Mexico,1981,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico,1982,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Mexico,1983,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico,1984,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Mexico,1985,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico,1986,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mexico,1988,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Mexico,1989,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico,1990,0,0,2,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Mexico,1991,0,0,6,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0
Mexico,1992,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mexico,1994,0,0,6,0,0,0,9,0,0,2,1,0,4,11,1,0,0,0,1,0,4,3
Mexico,1995,0,0,4,0,0,0,11,0,0,0,0,0,4,7,0,0,0,0,1,0,0,2
Mexico,1996,0,0,6,0,0,2,6,4,0,10,0,0,12,27,0,0,0,0,7,0,0,1
Mexico,1997,0,0,9,2,0,0,12,8,0,1,0,0,11,46,1,0,0,1,0,1,0,3
Mexico,1998,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Mexico,1999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Mexico,2000,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
Mexico,2001,0,0,4,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Mexico,2003,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico,2004,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico,2005,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico,2006,0,0,2,0,0,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Mexico,2007,0,0,0,0,0,0,2,0,0,0,0,0,6,0,0,0,0,0,0,0,2,0
Mexico,2008,0,0,0,0,0,1,1,0,0,0,0,0,4,1,0,0,0,0,0,1,0,0
Mexico,2009,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico,2010,0,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Mexico,2011,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico,2012,0,0,2,0,0,0,0,10,0,2,0,0,1,1,0,0,0,0,0,0,0,0
Mexico,2013,0,0,2,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico,2014,0,0,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Mexico,2015,0,0,0,0,0,0,1,7,0,0,1,0,0,1,0,0,0,0,9,0,0,0
Mexico,2016,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Mexico,2017,0,0,0,0,0,1,0,12,0,0,0,0,0,1,6,0,0,0,0,0,0,0
Middle East & North Africa,1970,0,6,4,0,0,8,0,0,0,8,0,0,1,0,0,0,0,1,0,0,0,0
Middle East & North Africa,1971,0,2,8,2,0,10,5,1,1,18,0,0,2,3,0,0,0,1,1,0,1,0
Middle East & North Africa,1972,0,6,4,0,0,9,15,0,0,4,5,0,0,9,0,0,0,0,0,0,1,0
Middle East & North Africa,1973,0,2,4,1,0,6,0,0,2,1,0,0,0,1,0,0,0,0,0,0,2,0
Middle East & North Africa,1974,0,3,15,1,0,9,0,1,0,3,0,0,0,7,2,0,1,0,0,0,0,0
Middle East & North Africa,1975,0,5,5,0,0,14,2,0,0,8,0,0,4,2,2,0,1,1,0,0,0,0
Middle East & North Africa,1976,0,8,10,0,0,6,7,1,0,5,0,0,8,4,2,0,0,1,0,1,0,2
Middle East & North Africa,1977,0,2,57,8,0,12,31,4,0,9,0,0,10,70,0,0,1,0,5,0,2,0
Middle East & North Africa,1978,0,3,27,7,1,10,21,0,1,12,1,0,10,12,0,0,1,3,11,3,2,3
Middle East & North Africa,1979,0,15,67,12,0,27,113,14,4,30,0,0,20,78,15,0,2,5,29,7,7,7
Middle East & North Africa,1980,0,21,54,17,2,30,64,16,0,41,1,0,24,93,12,0,5,0,24,5,19,9
Middle East & North Africa,1981,0,15,43,9,0,30,50,5,0,47,0,0,19,52,8,0,8,0,18,4,3,1
Middle East & North Africa,1982,0,8,22,8,0,24,30,5,1,56,0,0,18,66,17,0,7,1,18,1,3,4
Middle East & North Africa,1983,0,12,28,2,1,19,16,7,0,145,3,0,12,60,9,0,4,0,10,1,4,1
Middle East & North Africa,1984,0,7,18,6,0,35,11,5,2,109,1,0,9,31,9,0,4,0,10,0,0,11
Middle East & North Africa,1985,0,7,18,6,0,17,10,6,2,16,1,0,3,31,5,0,5,0,4,2,0,0
Middle East & North Africa,1986,0,3,28,9,0,20,18,8,3,35,1,0,3,38,6,0,3,0,15,3,1,2
Middle East & North Africa,1987,0,5,34,7,0,10,18,9,5,41,0,0,9,48,3,0,1,0,11,0,0,1
Middle East & North Africa,1988,0,4,32,5,0,12,26,7,0,58,4,0,14,41,5,0,9,0,14,0,1,14
Middle East & North Africa,1989,0,2,40,6,2,19,32,3,1,123,2,0,25,163,7,0,12,1,9,1,1,15
Middle East & North Africa,1990,0,2,34,14,3,10,19,5,0,112,0,0,55,158,7,0,12,5,27,0,7,23
Middle East & North Africa,1991,0,12,133,5,0,47,51,2,0,112,2,0,84,103,8,0,18,6,14,0,0,14
Middle East & North Africa,1992,0,6,153,21,1,37,87,19,4,214,3,0,311,184,18,0,38,9,36,3,3,22
Middle East & North Africa,1994,0,6,108,36,1,16,107,29,3,217,4,1,176,190,23,0,37,14,41,15,13,14
Middle East & North Africa,1995,0,3,93,25,0,5,66,40,1,53,0,0,112,96,12,0,20,10,28,11,8,4
Middle East & North Africa,1996,0,4,59,5,0,9,35,12,1,39,0,0,66,55,7,0,20,5,31,19,2,4
Middle East & North Africa,1997,0,1,53,14,1,6,29,8,0,21,1,1,32,268,14,0,26,10,35,19,1,8
Middle East & North Africa,1998,0,1,21,7,1,4,11,0,0,26,1,0,12,119,7,0,5,5,20,2,4,1
Middle East & North Africa,1999,0,1,26,7,1,5,47,5,0,53,1,0,17,108,3,0,14,0,13,8,5,2
Middle East & North Africa,2000,0,3,21,4,0,6,22,4,0,47,0,0,36,105,6,0,5,1,7,0,3,0
Middle East & North Africa,2001,0,2,35,5,1,1,14,5,0,38,2,0,36,195,4,0,3,2,17,1,1,0
Middle East & North Africa,2002,0,2,37,4,0,4,12,0,1,50,0,0,22,148,4,0,3,1,26,9,3,0
Middle East & North Africa,2003,0,1,31,4,0,17,28,3,0,79,4,0,33,73,6,0,3,7,8,5,5,1
Middle East & North Africa,2004,0,1,60,8,0,12,53,16,2,106,7,2,75,86,23,0,2,1,8,7,19,3
Middle East & North Africa,2005,0,1,44,6,4,19,147,14,0,180,1,3,181,194,38,0,0,8,16,6,15,5
Middle East & North Africa,2006,0,2,107,14,3,19,130,17,0,96,2,2,218,413,68,0,10,4,43,11,23,5
Middle East & North Africa,2007,0,4,70,30,0,20,113,23,0,118,2,8,323,498,54,0,24,5,62,8,15,7
Middle East & North Africa,2008,0,5,116,24,1,18,201,20,0,105,4,10,154,663,38,0,77,3,52,14,15,14
Middle East & North Africa,2009,0,3,121,24,2,9,196,5,0,62,0,6,135,593,61,0,39,4,59,19,15,5
Middle East & North Africa,2010,0,1,117,25,2,15,255,10,1,107,2,5,226,508,46,0,63,4,42,8,21,2
Middle East & North Africa,2011,0,6,127,27,2,10,326,7,1,148,4,2,287,504,43,0,79,1,34,16,37,1
Middle East & North Africa,2012,0,2,89,51,1,30,237,24,0,483,11,2,561,586,67,0,99,10,24,65,59,4
Middle East & North Africa,2013,0,6,284,72,3,45,378,68,4,949,16,9,917,1133,189,0,196,6,52,110,102,18
Middle East & North Africa,2014,0,27,389,103,7,47,532,96,3,1513,19,11,1071,2022,169,0,255,2,120,383,121,41
Middle East & North Africa,2015,0,22,538,92,6,43,306,72,3,1263,15,9,690,1960,125,0,246,3,103,358,72,104
Middle East & North Africa,2016,0,12,499,53,4,9,233,52,7,1328,5,9,523,2295,79,0,251,3,66,522,152,12
Middle East & North Africa,2017,0,5,275,33,4,10,152,33,3,981,10,3,349,1191,42,0,92,3,23,513,44,13
Moldova,1991,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Moldova,1992,0,0,0,0,0,0,1,0,0,0,0,0,6,1,0,0,0,0,2,0,1,0
Moldova,1994,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moldova,1996,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moldova,1997,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moldova,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Moldova,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Moldova,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Moldova,2012,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moldova,2016,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montenegro,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Montenegro,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Montenegro,2013,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montenegro,2015,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Morocco,1973,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Morocco,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Morocco,1978,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Morocco,1979,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Morocco,1985,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Morocco,1986,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Morocco,1987,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Morocco,1991,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Morocco,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Morocco,1994,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Morocco,1995,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Morocco,1996,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Morocco,2003,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Morocco,2007,0,0,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0
Morocco,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Morocco,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Mozambique,1978,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mozambique,1979,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0
Mozambique,1981,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Mozambique,1982,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,3,0,2,0
Mozambique,1983,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0
Mozambique,1984,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,5,0,2,0
Mozambique,1985,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0
Mozambique,1986,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,1,0
Mozambique,1987,0,0,0,0,0,0,1,0,0,1,0,0,0,2,4,0,0,0,2,0,1,0
Mozambique,1988,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,5,0,4,0
Mozambique,1989,0,0,6,0,0,0,1,0,1,17,1,0,0,23,1,0,0,0,11,0,3,0
Mozambique,1990,0,0,1,1,0,0,3,0,0,0,0,0,0,9,0,0,0,0,4,0,5,0
Mozambique,1991,0,1,3,0,2,0,2,0,0,0,1,0,0,11,1,0,0,0,14,0,0,0
Mozambique,1992,0,0,5,0,0,0,3,0,0,1,0,0,1,6,1,0,0,0,1,0,0,1
Mozambique,1994,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Mozambique,1995,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Mozambique,1999,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Mozambique,2000,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Mozambique,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Mozambique,2012,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Mozambique,2013,0,0,0,0,0,0,0,0,0,6,0,0,3,6,0,0,0,0,2,0,1,0
Mozambique,2014,0,0,2,0,0,0,0,0,0,7,0,0,1,9,0,0,0,0,3,0,0,0
Mozambique,2015,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,4
Mozambique,2016,0,0,14,0,0,0,14,2,0,2,0,0,6,23,0,0,0,0,6,0,0,12
Mozambique,2017,0,0,3,0,0,0,1,0,0,0,0,0,4,2,0,0,0,0,0,0,0,1
Myanmar,1973,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Myanmar,1976,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Myanmar,1979,0,0,1,0,0,0,1,0,0,16,0,0,1,0,0,0,0,0,0,0,0,0
Myanmar,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Myanmar,1982,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Myanmar,1983,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Myanmar,1987,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Myanmar,1988,0,0,0,1,0,1,0,0,1,1,0,0,0,6,5,0,0,0,5,0,3,0
Myanmar,1989,0,1,2,0,0,0,2,0,0,1,0,0,1,9,0,0,0,0,8,0,0,0
Myanmar,1990,0,0,0,0,0,0,2,0,1,0,0,0,2,2,0,0,0,0,2,0,0,0
Myanmar,1991,0,0,3,0,0,0,1,0,2,2,0,0,0,7,0,0,0,0,7,0,0,0
Myanmar,1992,0,0,2,0,0,0,0,0,1,1,0,0,0,7,1,0,0,0,0,0,0,0
Myanmar,1994,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,2,0,1,1,0,0
Myanmar,1995,0,0,0,0,0,0,6,0,1,2,0,0,0,1,0,0,0,0,1,0,1,0
Myanmar,1996,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,2,0,2,0,0,0
Myanmar,1997,0,1,0,0,0,0,1,0,1,0,0,0,1,0,31,0,0,0,0,0,0,0
Myanmar,1999,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0
Myanmar,2001,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Myanmar,2002,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Myanmar,2003,0,0,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,1,0
Myanmar,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Myanmar,2005,0,0,2,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,1,0
Myanmar,2006,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Myanmar,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0
Myanmar,2008,0,0,3,0,0,0,2,0,0,0,0,0,0,4,0,0,1,1,5,0,3,0
Myanmar,2009,0,0,1,0,0,0,2,0,0,2,0,0,0,5,0,0,0,0,1,3,0,0
Myanmar,2010,0,0,2,0,0,0,2,0,0,0,0,0,1,4,0,0,0,0,0,0,2,0
Myanmar,2011,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Myanmar,2012,0,0,4,0,0,0,2,0,0,2,0,0,2,2,0,0,0,0,3,1,1,0
Myanmar,2013,0,0,6,0,0,0,0,0,0,0,0,0,1,3,3,0,1,1,3,0,0,0
Myanmar,2014,0,0,3,0,0,0,1,0,0,8,0,0,2,1,0,0,0,0,0,0,0,0
Myanmar,2015,0,0,4,0,0,0,2,0,0,9,2,0,4,8,1,0,2,0,5,0,0,0
Myanmar,2016,0,0,10,2,0,0,7,2,0,12,0,1,14,18,0,0,0,0,0,7,1,0
Myanmar,2017,0,0,2,1,0,0,13,2,0,12,1,0,38,35,4,0,0,0,1,6,0,0
Namibia,1975,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Namibia,1976,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Namibia,1978,0,0,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0
Namibia,1979,0,0,3,3,0,0,6,0,0,3,0,0,3,8,0,0,0,0,3,0,1,0
Namibia,1980,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Namibia,1982,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Namibia,1983,0,0,2,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Namibia,1984,0,0,7,1,1,0,4,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0
Namibia,1985,0,0,2,0,0,0,0,0,0,1,0,0,1,4,0,0,0,0,0,0,0,0
Namibia,1986,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Namibia,1987,0,0,1,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0
Namibia,1988,0,0,4,0,0,0,1,1,0,5,0,0,3,1,0,0,0,0,2,0,0,0
Namibia,1989,0,1,0,0,0,4,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,2
Namibia,1990,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Namibia,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Namibia,1994,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Namibia,1999,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Namibia,2000,0,0,2,1,0,0,0,0,0,0,1,0,0,15,0,0,0,1,0,0,1,0
Namibia,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
Nepal,1985,0,1,1,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Nepal,1991,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Nepal,1992,0,2,0,0,0,0,3,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0
Nepal,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Nepal,1996,0,0,0,0,0,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0
Nepal,1997,0,0,0,0,0,0,1,0,0,0,0,0,4,3,0,0,0,0,0,0,0,1
Nepal,1999,0,1,0,0,0,0,1,0,0,0,1,0,4,1,0,0,0,0,0,0,0,0
Nepal,2000,0,0,1,0,0,0,5,0,0,0,0,0,12,3,0,0,0,0,0,0,0,2
Nepal,2001,0,2,1,1,1,1,8,1,0,2,0,0,11,3,0,0,0,0,0,0,1,0
Nepal,2002,0,4,3,5,0,1,18,1,0,2,0,0,5,6,2,0,0,0,5,4,1,0
Nepal,2003,0,0,0,1,0,0,4,0,0,2,0,0,6,2,0,0,0,0,0,0,0,0
Nepal,2004,0,2,6,1,0,1,23,2,0,4,1,0,10,7,0,0,0,0,5,0,0,0
Nepal,2005,0,0,4,13,0,0,9,0,0,4,1,0,10,15,3,0,0,1,7,0,0,0
Nepal,2006,0,0,5,3,0,0,21,0,0,6,1,0,7,31,0,0,0,0,4,2,0,2
Nepal,2007,0,0,5,4,0,0,18,0,0,1,1,0,7,43,0,0,0,0,4,0,0,7
Nepal,2008,0,1,10,5,1,1,39,2,0,0,1,0,5,36,4,0,2,0,7,0,0,5
Nepal,2009,0,0,6,1,0,0,12,0,0,0,0,0,3,11,1,0,1,0,1,0,0,3
Nepal,2010,0,0,8,0,0,0,16,1,0,0,0,0,0,7,0,0,0,0,3,0,0,3
Nepal,2011,0,0,6,1,0,1,11,1,0,1,0,0,4,10,0,0,2,0,5,3,0,1
Nepal,2012,0,0,7,2,1,1,5,1,0,1,0,0,1,8,0,0,0,0,11,2,0,5
Nepal,2013,0,0,2,3,0,0,14,3,0,1,0,0,1,9,1,0,0,1,14,14,0,41
Nepal,2014,0,0,1,1,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,1,0,0
Nepal,2015,0,0,11,2,0,0,6,4,0,0,0,0,2,8,4,0,0,0,0,7,0,4
Nepal,2016,0,0,6,10,0,0,1,0,0,0,2,0,1,5,0,0,0,0,2,2,0,2
Nepal,2017,0,1,7,7,0,0,58,1,0,0,0,0,5,23,1,0,0,0,3,58,1,81
Netherlands,1970,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Netherlands,1971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Netherlands,1972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Netherlands,1973,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Netherlands,1974,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Netherlands,1975,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Netherlands,1976,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Netherlands,1977,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Netherlands,1978,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Netherlands,1979,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Netherlands,1980,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Netherlands,1981,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Netherlands,1982,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Netherlands,1983,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Netherlands,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Netherlands,1985,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Netherlands,1986,0,0,7,0,0,0,3,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
Netherlands,1987,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Netherlands,1988,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0
Netherlands,1989,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Netherlands,1990,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Netherlands,1991,0,0,2,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Netherlands,1992,0,0,4,0,0,2,2,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0
Netherlands,1994,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
