Entity,Year,Earthquake deaths (NGDC-NOAA)
Iceland,1659,0
Iceland,1660,0
Iceland,1662,0
Iceland,1664,0
Iceland,1666,0
Iceland,1667,0
Iceland,1668,0
Iceland,1672,0
Iceland,1673,0
Iceland,1674,0
Iceland,1677,0
Iceland,1679,0
Iceland,1680,0
Iceland,1683,0
Iceland,1687,0
Iceland,1688,0
Iceland,1692,0
Iceland,1693,0
Iceland,1694,0
Iceland,1695,0
Iceland,1700,0
Iceland,1703,0
Iceland,1704,0
Iceland,1707,0
Iceland,1709,0
Iceland,1711,0
Iceland,1713,0
Iceland,1714,0
Iceland,1716,0
Iceland,1718,0
Iceland,1721,0
Iceland,1725,0
Iceland,1726,0
Iceland,1727,0
Iceland,1730,0
Iceland,1732,0
Iceland,1736,0
Iceland,1737,0
Iceland,1738,0
Iceland,1739,0
Iceland,1746,0
Iceland,1748,0
Iceland,1750,0
Iceland,1751,0
Iceland,1754,0
Iceland,1755,0
Iceland,1757,0
Iceland,1758,0
Iceland,1761,0
Iceland,1762,0
Iceland,1763,0
Iceland,1765,0
Iceland,1766,0
Iceland,1770,0
Iceland,1771,0
Iceland,1773,0
Iceland,1780,0
Iceland,1781,0
Iceland,1782,0
Iceland,1783,0
Iceland,1784,0
Iceland,1785,0
Iceland,1786,0
Iceland,1787,0
Iceland,1788,0
Iceland,1790,0
Iceland,1791,0
Iceland,1792,0
Iceland,1793,0
Iceland,1797,0
Iceland,1799,0
Iceland,1802,0
Iceland,1804,0
Iceland,1808,0
Iceland,1810,0
Iceland,1811,0
Iceland,1812,0
Iceland,1814,0
Iceland,1815,0
Iceland,1816,0
Iceland,1818,0
Iceland,1819,0
Iceland,1820,0
Iceland,1821,0
Iceland,1822,0
Iceland,1825,0
Iceland,1827,0
Iceland,1828,0
Iceland,1829,0
Iceland,1830,0
Iceland,1831,0
Iceland,1833,0
Iceland,1834,0
Iceland,1835,0
Iceland,1837,0
Iceland,1839,0
Iceland,1840,0
Iceland,1842,0
Iceland,1843,0
Iceland,1844,0
Iceland,1845,0
Iceland,1846,0
Iceland,1847,0
Iceland,1848,0
Iceland,1850,0
Iceland,1851,0
Iceland,1852,0
Iceland,1853,0
Iceland,1854,0
Iceland,1855,0
Iceland,1856,0
Iceland,1857,0
Iceland,1858,0
Iceland,1859,0
Iceland,1861,0
Iceland,1862,0
Iceland,1863,0
Iceland,1864,0
Iceland,1865,0
Iceland,1866,0
Iceland,1867,0
Iceland,1868,0
Iceland,1869,0
Iceland,1870,0
Iceland,1872,0
Iceland,1874,0
Iceland,1875,0
Iceland,1877,0
Iceland,1878,0
Iceland,1879,0
Iceland,1880,0
Iceland,1881,0
Iceland,1882,0
Iceland,1883,0
Iceland,1884,0
Iceland,1885,0
Iceland,1886,0
Iceland,1887,0
Iceland,1888,0
Iceland,1889,0
Iceland,1890,0
Iceland,1891,0
Iceland,1893,0
Iceland,1894,0
Iceland,1895,0
Iceland,1896,0
Iceland,1897,0
Iceland,1898,0
Iceland,1899,0
Iceland,1900,0
Iceland,1901,0
Iceland,1902,0
Iceland,1903,0
Iceland,1904,0
Iceland,1905,0
Iceland,1906,0
Iceland,1907,0
Iceland,1908,0
Iceland,1909,0
Iceland,1910,0
Iceland,1911,0
Iceland,1912,0
Iceland,1913,0
Iceland,1914,0
Iceland,1915,0
Iceland,1916,0
Iceland,1917,0
Iceland,1918,0
Iceland,1920,0
Iceland,1922,0
Iceland,1923,0
Iceland,1924,0
Iceland,1925,0
Iceland,1926,0
Iceland,1927,0
Iceland,1928,0
Iceland,1929,0
Iceland,1930,0
Iceland,1931,0
Iceland,1932,0
Iceland,1933,0
Iceland,1934,0
Iceland,1935,0
Iceland,1936,0
Iceland,1937,0
Iceland,1938,0
Iceland,1939,0
Iceland,1940,0
Iceland,1941,0
Iceland,1942,0
Iceland,1943,0
Iceland,1944,0
Iceland,1945,0
Iceland,1946,0
Iceland,1947,0
Iceland,1948,0
Iceland,1949,0
Iceland,1950,0
Iceland,1951,0
Iceland,1952,0
Iceland,1953,0
Iceland,1954,0
Iceland,1955,0
Iceland,1956,0
Iceland,1957,0
Iceland,1958,0
Iceland,1959,0
Iceland,1960,0
Iceland,1961,0
Iceland,1962,0
Iceland,1963,0
Iceland,1964,0
Iceland,1965,0
Iceland,1966,0
Iceland,1967,0
Iceland,1968,0
Iceland,1969,0
Iceland,1970,0
Iceland,1971,0
Iceland,1972,0
Iceland,1973,0
Iceland,1974,0
Iceland,1975,0
Iceland,1976,0
Iceland,1977,0
Iceland,1978,0
Iceland,1979,0
Iceland,1980,0
Iceland,1981,0
Iceland,1982,0
Iceland,1983,0
Iceland,1984,0
Iceland,1985,0
Iceland,1986,0
Iceland,1987,0
Iceland,1988,0
Iceland,1989,0
Iceland,1990,0
Iceland,1991,0
Iceland,1992,0
Iceland,1993,0
Iceland,1994,0
Iceland,1995,0
Iceland,1996,0
Iceland,1997,0
Iceland,1998,0
Iceland,1999,0
Iceland,2000,0
Iceland,2001,0
Iceland,2002,0
Iceland,2003,0
Iceland,2004,0
Iceland,2005,0
Iceland,2006,0
Iceland,2007,0
Iceland,2008,0
Iceland,2009,0
Iceland,2010,0
Iceland,2011,0
Iceland,2012,0
Iceland,2013,0
Iceland,2014,0
Iceland,2015,0
Iceland,2016,0
Iceland,2017,0
India,-2000,0
India,-426,0
India,-186,0
India,-70,0
India,-33,0
India,-26,0
India,79,0
India,115,0
India,294,0
India,342,0
India,344,0
India,365,0
India,458,0
India,512,0
India,525,0
India,528,0
India,533,0
India,551,0
India,587,0
India,600,0
India,649,0
India,734,0
India,744,0
India,777,0
India,811,0
India,814,0
India,820,0
India,847,0
India,850,0
India,851,0
India,854,0
India,856,0
India,871,0
India,885,0
India,887,0
India,893,0
India,978,0
India,1000,0
India,1001,0
India,1008,0
India,1013,0
India,1026,0
India,1033,0
India,1037,0
India,1042,0
India,1057,0
India,1072,0
India,1101,0
India,1139,0
India,1143,0
India,1156,0
India,1157,0
India,1158,0
India,1169,0
India,1202,0
India,1209,0
India,1219,0
India,1222,0
India,1268,0
India,1269,0
India,1289,0
India,1290,0
India,1291,0
India,1293,0
India,1303,0
India,1305,0
India,1306,0
India,1310,0
India,1314,0
India,1319,0
India,1340,0
India,1341,0
India,1344,0
India,1349,0
India,1361,0
India,1372,0
India,1440,0
India,1456,0
India,1458,0
India,1463,0
India,1487,0
India,1490,0
India,1491,0
India,1494,0
India,1495,0
India,1498,0
India,1499,0
India,1500,0
India,1501,0
India,1502,0
India,1509,0
India,1511,0
India,1515,0
India,1531,0
India,1542,0
India,1551,0
India,1556,0
India,1560,0
India,1561,0
India,1564,0
India,1568,0
India,1570,0
India,1575,0
India,1579,0
India,1584,0
India,1586,0
India,1587,0
India,1596,0
India,1597,0
India,1600,0
India,1601,0
India,1604,0
India,1605,0
India,1606,0
India,1609,0
India,1611,0
India,1613,0
India,1616,0
India,1618,2000
India,1619,0
India,1622,0
India,1626,0
India,1627,0
India,1628,0
India,1631,0
India,1633,0
India,1634,0
India,1636,0
India,1638,0
India,1640,0
India,1644,0
India,1645,0
India,1647,0
India,1649,0
India,1652,0
India,1654,0
India,1657,0
India,1659,0
India,1660,0
India,1662,0
India,1664,0
India,1666,0
India,1667,0
India,1668,0
India,1672,0
India,1673,0
India,1674,0
India,1677,0
India,1679,0
India,1680,0
India,1683,0
India,1687,0
India,1688,0
India,1692,0
India,1693,0
India,1694,0
India,1695,0
India,1700,0
India,1703,0
India,1704,0
India,1707,0
India,1709,0
India,1711,0
India,1713,0
India,1714,0
India,1716,0
India,1718,0
India,1721,0
India,1725,0
India,1726,0
India,1727,0
India,1730,0
India,1732,0
India,1736,0
India,1737,0
India,1738,0
India,1739,0
India,1746,0
India,1748,0
India,1750,0
India,1751,0
India,1754,0
India,1755,0
India,1757,0
India,1758,0
India,1761,0
India,1762,0
India,1763,0
India,1765,0
India,1766,0
India,1770,0
India,1771,0
India,1773,0
India,1780,0
India,1781,0
India,1782,0
India,1783,0
India,1784,0
India,1785,0
India,1786,0
India,1787,0
India,1788,0
India,1790,0
India,1791,0
India,1792,0
India,1793,0
India,1797,0
India,1799,0
India,1802,0
India,1804,0
India,1808,0
India,1810,0
India,1811,0
India,1812,0
India,1814,0
India,1815,0
India,1816,0
India,1818,0
India,1819,1543
India,1820,0
India,1821,0
India,1822,0
India,1825,0
India,1827,0
India,1828,0
India,1829,0
India,1830,0
India,1831,0
India,1833,0
India,1834,0
India,1835,0
India,1837,0
India,1839,0
India,1840,0
India,1842,0
India,1843,0
India,1844,0
India,1845,0
India,1846,0
India,1847,0
India,1848,0
India,1850,0
India,1851,0
India,1852,0
India,1853,0
India,1854,0
India,1855,0
India,1856,0
India,1857,0
India,1858,0
India,1859,0
India,1861,0
India,1862,0
India,1863,0
India,1864,0
India,1865,0
India,1866,0
India,1867,0
India,1868,0
India,1869,0
India,1870,0
India,1872,0
India,1874,0
India,1875,0
India,1877,0
India,1878,0
India,1879,0
India,1880,0
India,1881,0
India,1882,0
India,1883,0
India,1884,0
India,1885,3000
India,1886,0
India,1887,0
India,1888,0
India,1889,0
India,1890,0
India,1891,0
India,1893,0
India,1894,0
India,1895,0
India,1896,0
India,1897,1542
India,1898,0
India,1899,0
India,1900,0
India,1901,0
India,1902,0
India,1903,0
India,1904,0
India,1905,19000
India,1906,0
India,1907,0
India,1908,0
India,1909,0
India,1910,0
India,1911,0
India,1912,0
India,1913,0
India,1914,0
India,1915,0
India,1916,0
India,1917,0
India,1918,0
India,1920,0
India,1922,0
India,1923,0
India,1924,0
India,1925,0
India,1926,0
India,1927,0
India,1928,0
India,1929,0
India,1930,0
India,1931,0
India,1932,0
India,1933,0
India,1934,0
India,1935,0
India,1936,0
India,1937,0
India,1938,0
India,1939,0
India,1940,0
India,1941,0
India,1942,0
India,1943,0
India,1944,0
India,1945,0
India,1946,0
India,1947,0
India,1948,0
India,1949,0
India,1950,1530
India,1951,0
India,1952,0
India,1953,0
India,1954,0
India,1955,0
India,1956,0
India,1957,0
India,1958,0
India,1959,0
India,1960,0
India,1961,0
India,1962,0
India,1963,0
India,1964,0
India,1965,0
India,1966,0
India,1967,0
India,1968,0
India,1969,0
India,1970,26
India,1971,0
India,1972,0
India,1973,0
India,1974,0
India,1975,47
India,1976,0
India,1977,0
India,1978,0
India,1979,0
India,1980,15
India,1981,0
India,1982,0
India,1983,0
India,1984,20
India,1985,0
India,1986,6
India,1987,0
India,1988,0
India,1989,0
India,1990,0
India,1991,2000
India,1992,0
India,1993,11000
India,1994,0
India,1995,0
India,1996,0
India,1997,79
India,1998,0
India,1999,100
India,2000,0
India,2001,20005
India,2002,2
India,2003,0
India,2004,0
India,2005,1
India,2006,2
India,2007,1
India,2008,2
India,2009,0
India,2010,0
India,2011,113
India,2012,0
India,2013,3
India,2014,0
India,2015,0
India,2016,13
India,2017,3
Indonesia,-2000,0
Indonesia,-426,0
Indonesia,-186,0
Indonesia,-70,0
Indonesia,-33,0
Indonesia,-26,0
Indonesia,79,0
Indonesia,115,0
Indonesia,294,0
Indonesia,342,0
Indonesia,344,0
Indonesia,365,0
Indonesia,458,0
Indonesia,512,0
Indonesia,525,0
Indonesia,528,0
Indonesia,533,0
Indonesia,551,0
Indonesia,587,0
Indonesia,600,0
Indonesia,649,0
Indonesia,734,0
Indonesia,744,0
Indonesia,777,0
Indonesia,811,0
Indonesia,814,0
Indonesia,820,0
Indonesia,847,0
Indonesia,850,0
Indonesia,851,0
Indonesia,854,0
Indonesia,856,0
Indonesia,871,0
Indonesia,885,0
Indonesia,887,0
Indonesia,893,0
Indonesia,978,0
Indonesia,1000,0
Indonesia,1001,0
Indonesia,1008,0
Indonesia,1013,0
Indonesia,1026,0
Indonesia,1033,0
Indonesia,1037,0
Indonesia,1042,0
Indonesia,1057,0
Indonesia,1072,0
Indonesia,1101,0
Indonesia,1139,0
Indonesia,1143,0
Indonesia,1156,0
Indonesia,1157,0
Indonesia,1158,0
Indonesia,1169,0
Indonesia,1202,0
Indonesia,1209,0
Indonesia,1219,0
Indonesia,1222,0
Indonesia,1268,0
Indonesia,1269,0
Indonesia,1289,0
Indonesia,1290,0
Indonesia,1291,0
Indonesia,1293,0
Indonesia,1303,0
Indonesia,1305,0
Indonesia,1306,0
Indonesia,1310,0
Indonesia,1314,0
Indonesia,1319,0
Indonesia,1340,0
Indonesia,1341,0
Indonesia,1344,0
Indonesia,1349,0
Indonesia,1361,0
Indonesia,1372,0
Indonesia,1440,0
Indonesia,1456,0
Indonesia,1458,0
Indonesia,1463,0
Indonesia,1487,0
Indonesia,1490,0
Indonesia,1491,0
Indonesia,1494,0
Indonesia,1495,0
Indonesia,1498,0
Indonesia,1499,0
Indonesia,1500,0
Indonesia,1501,0
Indonesia,1502,0
Indonesia,1509,0
Indonesia,1511,0
Indonesia,1515,0
Indonesia,1531,0
Indonesia,1542,0
Indonesia,1551,0
Indonesia,1556,0
Indonesia,1560,0
Indonesia,1561,0
Indonesia,1564,0
Indonesia,1568,0
Indonesia,1570,0
Indonesia,1575,0
Indonesia,1579,0
Indonesia,1584,0
Indonesia,1586,0
Indonesia,1587,0
Indonesia,1596,0
Indonesia,1597,0
Indonesia,1600,0
Indonesia,1601,0
Indonesia,1604,0
Indonesia,1605,0
Indonesia,1606,0
Indonesia,1609,0
Indonesia,1611,0
Indonesia,1613,0
Indonesia,1616,0
Indonesia,1618,0
Indonesia,1619,0
Indonesia,1622,0
Indonesia,1626,0
Indonesia,1627,0
Indonesia,1628,0
Indonesia,1631,0
Indonesia,1633,0
Indonesia,1634,0
Indonesia,1636,0
Indonesia,1638,0
Indonesia,1640,0
Indonesia,1644,0
Indonesia,1645,0
Indonesia,1647,0
Indonesia,1649,0
Indonesia,1652,0
Indonesia,1654,0
Indonesia,1657,0
Indonesia,1659,0
Indonesia,1660,0
Indonesia,1662,0
Indonesia,1664,0
Indonesia,1666,0
Indonesia,1667,0
Indonesia,1668,0
Indonesia,1672,0
Indonesia,1673,0
Indonesia,1674,2330
Indonesia,1677,0
Indonesia,1679,0
Indonesia,1680,0
Indonesia,1683,0
Indonesia,1687,0
Indonesia,1688,0
Indonesia,1692,0
Indonesia,1693,0
Indonesia,1694,0
Indonesia,1695,0
Indonesia,1700,0
Indonesia,1703,0
Indonesia,1704,0
Indonesia,1707,0
Indonesia,1709,0
Indonesia,1711,2
Indonesia,1713,0
Indonesia,1714,0
Indonesia,1716,0
Indonesia,1718,0
Indonesia,1721,0
Indonesia,1725,0
Indonesia,1726,0
Indonesia,1727,0
Indonesia,1730,0
Indonesia,1732,0
Indonesia,1736,0
Indonesia,1737,0
Indonesia,1738,0
Indonesia,1739,0
Indonesia,1746,0
Indonesia,1748,0
Indonesia,1750,0
Indonesia,1751,0
Indonesia,1754,4
Indonesia,1755,0
Indonesia,1757,0
Indonesia,1758,0
Indonesia,1761,0
Indonesia,1762,0
Indonesia,1763,7
Indonesia,1765,0
Indonesia,1766,0
Indonesia,1770,0
Indonesia,1771,0
Indonesia,1773,0
Indonesia,1780,0
Indonesia,1781,0
Indonesia,1782,0
Indonesia,1783,0
Indonesia,1784,0
Indonesia,1785,0
Indonesia,1786,0
Indonesia,1787,0
Indonesia,1788,0
Indonesia,1790,0
Indonesia,1791,0
Indonesia,1792,0
Indonesia,1793,0
Indonesia,1797,300
Indonesia,1799,0
Indonesia,1802,0
Indonesia,1804,0
Indonesia,1808,0
Indonesia,1810,0
Indonesia,1811,0
Indonesia,1812,0
Indonesia,1814,0
Indonesia,1815,11453
Indonesia,1816,0
Indonesia,1818,0
Indonesia,1819,0
Indonesia,1820,500
Indonesia,1821,0
Indonesia,1822,0
Indonesia,1825,0
Indonesia,1827,0
Indonesia,1828,0
Indonesia,1829,0
Indonesia,1830,0
Indonesia,1831,0
Indonesia,1833,0
Indonesia,1834,0
Indonesia,1835,0
Indonesia,1837,0
Indonesia,1839,0
Indonesia,1840,0
Indonesia,1842,0
Indonesia,1843,0
Indonesia,1844,0
Indonesia,1845,118
Indonesia,1846,0
Indonesia,1847,0
Indonesia,1848,0
Indonesia,1850,0
Indonesia,1851,0
Indonesia,1852,60
Indonesia,1853,0
Indonesia,1854,0
Indonesia,1855,34
Indonesia,1856,2806
Indonesia,1857,36
Indonesia,1858,0
Indonesia,1859,2
Indonesia,1861,2055
Indonesia,1862,0
Indonesia,1863,0
Indonesia,1864,250
Indonesia,1865,0
Indonesia,1866,0
Indonesia,1867,5
Indonesia,1868,0
Indonesia,1869,0
Indonesia,1870,0
Indonesia,1872,0
Indonesia,1874,0
Indonesia,1875,7
Indonesia,1877,0
Indonesia,1878,0
Indonesia,1879,0
Indonesia,1880,0
Indonesia,1881,0
Indonesia,1882,0
Indonesia,1883,0
Indonesia,1884,0
Indonesia,1885,0
Indonesia,1886,0
Indonesia,1887,0
Indonesia,1888,0
Indonesia,1889,0
Indonesia,1890,0
Indonesia,1891,0
Indonesia,1893,0
Indonesia,1894,0
Indonesia,1895,0
Indonesia,1896,250
Indonesia,1897,0
Indonesia,1898,0
Indonesia,1899,2460
Indonesia,1900,5
Indonesia,1901,0
Indonesia,1902,0
Indonesia,1903,0
Indonesia,1904,0
Indonesia,1905,0
Indonesia,1906,0
Indonesia,1907,400
Indonesia,1908,0
Indonesia,1909,0
Indonesia,1910,0
Indonesia,1911,0
Indonesia,1912,0
Indonesia,1913,138
Indonesia,1914,20
Indonesia,1915,0
Indonesia,1916,0
Indonesia,1917,1500
Indonesia,1918,0
Indonesia,1920,0
Indonesia,1922,0
Indonesia,1923,0
Indonesia,1924,0
Indonesia,1925,0
Indonesia,1926,0
Indonesia,1927,50
Indonesia,1928,0
Indonesia,1929,0
Indonesia,1930,0
Indonesia,1931,0
Indonesia,1932,6
Indonesia,1933,0
Indonesia,1934,0
Indonesia,1935,0
Indonesia,1936,26
Indonesia,1937,1
Indonesia,1938,17
Indonesia,1939,0
Indonesia,1940,0
Indonesia,1941,0
Indonesia,1942,0
Indonesia,1943,213
Indonesia,1944,0
Indonesia,1945,0
Indonesia,1946,0
Indonesia,1947,0
Indonesia,1948,0
Indonesia,1949,0
Indonesia,1950,17
Indonesia,1951,0
Indonesia,1952,0
Indonesia,1953,0
Indonesia,1954,0
Indonesia,1955,0
Indonesia,1956,0
Indonesia,1957,0
Indonesia,1958,8
Indonesia,1959,0
Indonesia,1960,0
Indonesia,1961,2
Indonesia,1962,0
Indonesia,1963,0
Indonesia,1964,8
Indonesia,1965,71
Indonesia,1966,0
Indonesia,1967,139
Indonesia,1968,200
Indonesia,1969,664
Indonesia,1970,0
Indonesia,1971,1
Indonesia,1972,0
Indonesia,1973,0
Indonesia,1974,0
Indonesia,1975,1
Indonesia,1976,6706
Indonesia,1977,189
Indonesia,1978,0
Indonesia,1979,204
Indonesia,1980,0
Indonesia,1981,305
Indonesia,1982,13
Indonesia,1983,2
Indonesia,1984,2
Indonesia,1985,10
Indonesia,1986,0
Indonesia,1987,127
Indonesia,1988,0
Indonesia,1989,0
Indonesia,1990,4
Indonesia,1991,28
Indonesia,1992,2500
Indonesia,1993,0
Indonesia,1994,455
Indonesia,1995,95
Indonesia,1996,173
Indonesia,1997,20
Indonesia,1998,42
Indonesia,1999,5
Indonesia,2000,150
Indonesia,2001,0
Indonesia,2002,59
Indonesia,2003,5
Indonesia,2004,228008
Indonesia,2005,1315
Indonesia,2006,6563
Indonesia,2007,99
Indonesia,2008,12
Indonesia,2009,1208
Indonesia,2010,449
Indonesia,2011,10
Indonesia,2012,17
Indonesia,2013,44
Indonesia,2014,0
Indonesia,2015,1
Indonesia,2016,106
Indonesia,2017,6
Iran,-2000,0
Iran,-426,0
Iran,-186,0
Iran,-70,0
Iran,-33,0
Iran,-26,0
Iran,79,0
Iran,115,0
Iran,294,0
Iran,342,0
Iran,344,0
Iran,365,0
Iran,458,0
Iran,512,0
Iran,525,0
Iran,528,0
Iran,533,0
Iran,551,0
Iran,587,0
Iran,600,0
Iran,649,0
Iran,734,0
Iran,744,0
Iran,777,0
Iran,811,0
Iran,814,0
Iran,820,0
Iran,847,0
Iran,850,45000
Iran,851,0
Iran,854,0
Iran,856,200000
Iran,871,20000
Iran,885,0
Iran,887,0
Iran,893,0
Iran,978,2000
Iran,1000,0
Iran,1001,0
Iran,1008,16000
Iran,1013,0
Iran,1026,0
Iran,1033,0
Iran,1037,0
Iran,1042,50000
Iran,1057,0
Iran,1072,0
Iran,1101,60000
Iran,1139,0
Iran,1143,0
Iran,1156,0
Iran,1157,0
Iran,1158,0
Iran,1169,0
Iran,1202,0
Iran,1209,0
Iran,1219,0
Iran,1222,0
Iran,1268,0
Iran,1269,0
Iran,1289,0
Iran,1290,0
Iran,1291,0
Iran,1293,0
Iran,1303,0
Iran,1305,0
Iran,1306,0
Iran,1310,0
Iran,1314,0
Iran,1319,75
Iran,1340,0
Iran,1341,0
Iran,1344,0
Iran,1349,0
Iran,1361,0
Iran,1372,0
Iran,1440,0
Iran,1456,0
Iran,1458,0
Iran,1463,0
Iran,1487,0
Iran,1490,0
Iran,1491,0
Iran,1494,0
Iran,1495,0
Iran,1498,0
Iran,1499,0
Iran,1500,0
Iran,1501,0
Iran,1502,0
Iran,1509,0
Iran,1511,0
Iran,1515,0
Iran,1531,0
Iran,1542,0
Iran,1551,0
Iran,1556,0
Iran,1560,0
Iran,1561,0
Iran,1564,0
Iran,1568,0
Iran,1570,0
Iran,1575,0
Iran,1579,0
Iran,1584,0
Iran,1586,0
Iran,1587,0
Iran,1596,0
Iran,1597,0
Iran,1600,0
Iran,1601,0
Iran,1604,0
Iran,1605,0
Iran,1606,0
Iran,1609,0
Iran,1611,0
Iran,1613,0
Iran,1616,0
Iran,1618,0
Iran,1619,0
Iran,1622,0
Iran,1626,0
Iran,1627,0
Iran,1628,0
Iran,1631,0
Iran,1633,0
Iran,1634,0
Iran,1636,0
Iran,1638,0
Iran,1640,0
Iran,1644,0
Iran,1645,0
Iran,1647,0
Iran,1649,0
Iran,1652,0
Iran,1654,0
Iran,1657,0
Iran,1659,0
Iran,1660,0
Iran,1662,0
Iran,1664,1500
Iran,1666,0
Iran,1667,0
Iran,1668,0
Iran,1672,0
Iran,1673,5600
Iran,1674,0
Iran,1677,0
Iran,1679,0
Iran,1680,0
Iran,1683,0
Iran,1687,0
Iran,1688,0
Iran,1692,0
Iran,1693,0
Iran,1694,0
Iran,1695,0
Iran,1700,0
Iran,1703,0
Iran,1704,0
Iran,1707,0
Iran,1709,0
Iran,1711,0
Iran,1713,0
Iran,1714,0
Iran,1716,0
Iran,1718,0
Iran,1721,40000
Iran,1725,0
Iran,1726,0
Iran,1727,77000
Iran,1730,0
Iran,1732,0
Iran,1736,0
Iran,1737,0
Iran,1738,0
Iran,1739,0
Iran,1746,0
Iran,1748,0
Iran,1750,0
Iran,1751,0
Iran,1754,0
Iran,1755,0
Iran,1757,0
Iran,1758,0
Iran,1761,0
Iran,1762,0
Iran,1763,0
Iran,1765,0
Iran,1766,0
Iran,1770,0
Iran,1771,0
Iran,1773,0
Iran,1780,50000
Iran,1781,0
Iran,1782,0
Iran,1783,0
Iran,1784,0
Iran,1785,0
Iran,1786,0
Iran,1787,0
Iran,1788,0
Iran,1790,0
Iran,1791,0
Iran,1792,0
Iran,1793,0
Iran,1797,0
Iran,1799,0
Iran,1802,0
Iran,1804,0
Iran,1808,0
Iran,1810,0
Iran,1811,0
Iran,1812,0
Iran,1814,0
Iran,1815,0
Iran,1816,0
Iran,1818,0
Iran,1819,0
Iran,1820,0
Iran,1821,0
Iran,1822,0
Iran,1825,0
Iran,1827,0
Iran,1828,0
Iran,1829,0
Iran,1830,0
Iran,1831,0
Iran,1833,0
Iran,1834,0
Iran,1835,0
Iran,1837,0
Iran,1839,0
Iran,1840,0
Iran,1842,0
Iran,1843,0
Iran,1844,1500
Iran,1845,0
Iran,1846,0
Iran,1847,0
Iran,1848,0
Iran,1850,0
Iran,1851,0
Iran,1852,0
Iran,1853,13000
Iran,1854,0
Iran,1855,0
Iran,1856,0
Iran,1857,0
Iran,1858,0
Iran,1859,0
Iran,1861,0
Iran,1862,0
Iran,1863,0
Iran,1864,500
Iran,1865,0
Iran,1866,0
Iran,1867,0
Iran,1868,0
Iran,1869,0
Iran,1870,0
Iran,1872,0
Iran,1874,0
Iran,1875,0
Iran,1877,0
Iran,1878,0
Iran,1879,2000
Iran,1880,0
Iran,1881,0
Iran,1882,0
Iran,1883,0
Iran,1884,238
Iran,1885,0
Iran,1886,0
Iran,1887,0
Iran,1888,0
Iran,1889,0
Iran,1890,171
Iran,1891,0
Iran,1893,18000
Iran,1894,0
Iran,1895,1000
Iran,1896,0
Iran,1897,1600
Iran,1898,0
Iran,1899,0
Iran,1900,0
Iran,1901,0
Iran,1902,0
Iran,1903,0
Iran,1904,0
Iran,1905,0
Iran,1906,0
Iran,1907,0
Iran,1908,0
Iran,1909,55004
Iran,1910,0
Iran,1911,700
Iran,1912,0
Iran,1913,11
Iran,1914,0
Iran,1915,0
Iran,1916,0
Iran,1917,0
Iran,1918,0
Iran,1920,0
Iran,1922,0
Iran,1923,447
Iran,1924,0
Iran,1925,0
Iran,1926,0
Iran,1927,0
Iran,1928,0
Iran,1929,0
Iran,1930,0
Iran,1931,0
Iran,1932,0
Iran,1933,0
Iran,1934,0
Iran,1935,0
Iran,1936,0
Iran,1937,0
Iran,1938,0
Iran,1939,0
Iran,1940,0
Iran,1941,0
Iran,1942,0
Iran,1943,0
Iran,1944,0
Iran,1945,0
Iran,1946,0
Iran,1947,0
Iran,1948,0
Iran,1949,0
Iran,1950,0
Iran,1951,0
Iran,1952,0
Iran,1953,0
Iran,1954,0
Iran,1955,0
Iran,1956,0
Iran,1957,0
Iran,1958,0
Iran,1959,0
Iran,1960,0
Iran,1961,0
Iran,1962,12225
Iran,1963,4
Iran,1964,0
Iran,1965,0
Iran,1966,0
Iran,1967,0
Iran,1968,11226
Iran,1969,0
Iran,1970,181
Iran,1971,0
Iran,1972,30000
Iran,1973,0
Iran,1974,0
Iran,1975,0
Iran,1976,0
Iran,1977,1120
Iran,1978,20076
Iran,1979,567
Iran,1980,30
Iran,1981,6000
Iran,1982,0
Iran,1983,33
Iran,1984,0
Iran,1985,1
Iran,1986,1
Iran,1987,2
Iran,1988,0
Iran,1989,117
Iran,1990,50042
Iran,1991,1
Iran,1992,7
Iran,1993,0
Iran,1994,11
Iran,1995,0
Iran,1996,0
Iran,1997,2916
Iran,1998,22
Iran,1999,27
Iran,2000,1
Iran,2001,0
Iran,2002,264
Iran,2003,31001
Iran,2004,35
Iran,2005,625
Iran,2006,73
Iran,2007,0
Iran,2008,7
Iran,2009,0
Iran,2010,12
Iran,2011,0
Iran,2012,314
Iran,2013,87
Iran,2014,1
Iran,2015,0
Iran,2016,0
Iran,2017,641
Iraq,-2000,0
Iraq,-426,0
Iraq,-186,0
Iraq,-70,0
Iraq,-33,0
Iraq,-26,0
Iraq,79,0
Iraq,115,0
Iraq,294,0
Iraq,342,0
Iraq,344,0
Iraq,365,0
Iraq,458,0
Iraq,512,0
Iraq,525,0
Iraq,528,0
Iraq,533,0
Iraq,551,0
Iraq,587,0
Iraq,600,0
Iraq,649,0
Iraq,734,0
Iraq,744,0
Iraq,777,0
Iraq,811,0
Iraq,814,0
Iraq,820,0
Iraq,847,70000
Iraq,850,0
Iraq,851,0
Iraq,854,0
Iraq,856,0
Iraq,871,0
Iraq,885,0
Iraq,887,0
Iraq,893,0
Iraq,978,0
Iraq,1000,0
Iraq,1001,0
Iraq,1008,0
Iraq,1013,0
Iraq,1026,0
Iraq,1033,0
Iraq,1037,0
Iraq,1042,0
Iraq,1057,0
Iraq,1072,0
Iraq,1101,0
Iraq,1139,0
Iraq,1143,0
Iraq,1156,0
Iraq,1157,0
Iraq,1158,0
