Entity,Year,"Political participation (How Was Life, OECD (2014))","Political competition (How Was Life, OECD (2014))","Index of Democracy (How Was Life, OECD (2014))","Polity2 (How Was Life, OECD (2014))"
Sub-Sahara Africa,1831,0,0,0,
Sub-Sahara Africa,1832,0,0,0,
Sub-Sahara Africa,1833,0,0,0,
Sub-Sahara Africa,1834,0,0,0,
Sub-Sahara Africa,1835,0,0,0,
Sub-Sahara Africa,1836,0,0,0,
Sub-Sahara Africa,1837,0,0,0,
Sub-Sahara Africa,1838,0,0,0,
Sub-Sahara Africa,1839,0,0,0,
Sub-Sahara Africa,1840,0,0,0,
Sub-Sahara Africa,1841,0,0,0,
Sub-Sahara Africa,1842,0,0,0,
Sub-Sahara Africa,1843,0,0,0,
Sub-Sahara Africa,1844,0,0,0,
Sub-Sahara Africa,1845,0,0,0,
Sub-Sahara Africa,1846,0,0,0,
Sub-Sahara Africa,1847,0,0,0,
Sub-Sahara Africa,1848,0,0,0,
Sub-Sahara Africa,1849,0,0,0,
Sub-Sahara Africa,1850,0,0,0,
Sub-Sahara Africa,1851,0,0,0,
Sub-Sahara Africa,1852,0,0,0,
Sub-Sahara Africa,1853,0,0,0,
Sub-Sahara Africa,1854,0,0,0,
Sub-Sahara Africa,1855,0,0,0,
Sub-Sahara Africa,1856,0,0,0,
Sub-Sahara Africa,1857,0,0,0,
Sub-Sahara Africa,1858,0,0,0,
Sub-Sahara Africa,1859,0,0,0,
Sub-Sahara Africa,1860,0,0,0,
Sub-Sahara Africa,1861,0,0,0,
Sub-Sahara Africa,1862,0,0,0,
Sub-Sahara Africa,1863,0,0,0,
Sub-Sahara Africa,1864,0,0,0,
Sub-Sahara Africa,1865,0,0,0,
Sub-Sahara Africa,1866,0,0,0,
Sub-Sahara Africa,1867,0,0,0,
Sub-Sahara Africa,1868,0,0,0,
Sub-Sahara Africa,1869,0,0,0,
Sub-Sahara Africa,1870,0,0,0,
Sub-Sahara Africa,1871,0,0,0,
Sub-Sahara Africa,1872,0,0,0,
Sub-Sahara Africa,1873,0,0,0,
Sub-Sahara Africa,1874,0,0,0,
Sub-Sahara Africa,1875,0,0,0,
Sub-Sahara Africa,1876,0,0,0,
Sub-Sahara Africa,1877,0,0,0,
Sub-Sahara Africa,1878,0,0,0,
Sub-Sahara Africa,1879,0,0,0,
Sub-Sahara Africa,1880,0,0,0,
Sub-Sahara Africa,1881,0,0,0,
Sub-Sahara Africa,1882,0,0,0,
Sub-Sahara Africa,1883,0,0,0,
Sub-Sahara Africa,1884,0,0,0,
Sub-Sahara Africa,1885,0,0,0,
Sub-Sahara Africa,1886,0,0,0,
Sub-Sahara Africa,1887,0,0,0,
Sub-Sahara Africa,1888,0,0,0,
Sub-Sahara Africa,1889,0,0,0,
Sub-Sahara Africa,1890,0,0,0,
Sub-Sahara Africa,1891,0,0,0,
Sub-Sahara Africa,1892,0,0,0,
Sub-Sahara Africa,1893,0,0,0,
Sub-Sahara Africa,1894,0,0,0,
Sub-Sahara Africa,1895,0,0,0,
Sub-Sahara Africa,1896,0,0,0,
Sub-Sahara Africa,1897,0,0,0,
Sub-Sahara Africa,1898,0,0,0,
Sub-Sahara Africa,1899,0,0,0,
Sub-Sahara Africa,1900,0,0,0,
Sub-Sahara Africa,1901,0,0,0,
Sub-Sahara Africa,1902,0,0,0,
Sub-Sahara Africa,1903,0,0,0,
Sub-Sahara Africa,1904,0,0,0,
Sub-Sahara Africa,1905,0,0,0,
Sub-Sahara Africa,1906,0,0,0,
Sub-Sahara Africa,1907,0,0,0,
Sub-Sahara Africa,1908,0,0,0,
Sub-Sahara Africa,1909,0,0,0,
Sub-Sahara Africa,1910,.22,2.8,.11069868,.2079469
Sub-Sahara Africa,1911,.23,2.8,.11201816,.21027178
Sub-Sahara Africa,1912,.23,2.8,.11334734,.21260947
Sub-Sahara Africa,1913,.23,2.9000001,.11468616,.21495973
Sub-Sahara Africa,1914,.23,2.9000001,.11603454,.21732229
Sub-Sahara Africa,1915,.25,3.8,.15671885,.21969689
Sub-Sahara Africa,1916,.25,3.8,.15854415,.22208327
Sub-Sahara Africa,1917,.25,3.8,.16038191,.22448114
Sub-Sahara Africa,1918,.25999999,3.9000001,.16223201,.22689019
Sub-Sahara Africa,1919,.25999999,3.9000001,.16409433,.22931014
Sub-Sahara Africa,1920,.25999999,4,.16472553,.23174068
Sub-Sahara Africa,1921,.25999999,3.2,.12705907,.23431623
Sub-Sahara Africa,1922,.25999999,3.2,.12856419,.23690468
Sub-Sahara Africa,1923,.25999999,3.3,.13007966,.23950577
Sub-Sahara Africa,1924,.28,3.5,.14789313,.24211912
Sub-Sahara Africa,1925,.28999999,3.5,.14961903,.24474445
Sub-Sahara Africa,1926,.28999999,3.5999999,.15135618,.24738137
Sub-Sahara Africa,1927,.30000001,3.7,.15758294,.25002956
Sub-Sahara Africa,1928,.31,3.7,.15944217,.25268865
Sub-Sahara Africa,1929,.30000001,3.5999999,.14958391,.25535828
Sub-Sahara Africa,1930,.31,3.5999999,.15133527,.25803804
Sub-Sahara Africa,1931,.31,3.5,.14779794,.25994992
Sub-Sahara Africa,1932,.31,3.5999999,.14904621,.26185563
Sub-Sahara Africa,1933,.27000001,4.9000001,.17534496,.2637547
Sub-Sahara Africa,1934,.28,5,.17680383,.26564661
Sub-Sahara Africa,1935,.28,5,.17826363,.26753086
Sub-Sahara Africa,1936,.28,5,.17972414,.26940697
Sub-Sahara Africa,1937,.28,5.0999999,.18118513,.27127439
Sub-Sahara Africa,1938,.63999999,3.5,.29074314,.27313262
Sub-Sahara Africa,1939,.64999998,3.5,.29306912,.27498114
Sub-Sahara Africa,1940,.66000003,3.5,.29539466,.27681941
Sub-Sahara Africa,1941,.67000002,3.5999999,.30044353,.28142977
Sub-Sahara Africa,1942,.68000001,3.7,.30555284,.28609213
Sub-Sahara Africa,1943,.67000002,4,.32904723,.29080629
Sub-Sahara Africa,1944,.68000001,4.0999999,.3345857,.2955721
Sub-Sahara Africa,1945,.69,4.1999998,.34018794,.30038935
Sub-Sahara Africa,1946,.69999999,4.3000002,.34585381,.30525783
Sub-Sahara Africa,1947,.72000003,4.3000002,.35158312,.31017724
Sub-Sahara Africa,1948,.81,4.4000001,.39977619,.31514731
Sub-Sahara Africa,1949,.81999999,4.5,.4063265,.32016775
Sub-Sahara Africa,1950,.82999998,4.5999999,.41294703,.32523817
Sub-Sahara Africa,1951,.92000002,4.5999999,.4137243,.32581636
Sub-Sahara Africa,1952,.92000002,4.5999999,.41449431,.32638866
Sub-Sahara Africa,1953,.91000003,4.5999999,.40626875,.32695505
Sub-Sahara Africa,1954,.91000003,4.5999999,.40700769,.32751545
Sub-Sahara Africa,1955,.94999999,4.5999999,.40844926,.3280699
Sub-Sahara Africa,1956,.94999999,4.5999999,.40917575,.32861832
Sub-Sahara Africa,1957,1.35,6.0999999,.58184308,.32916069
Sub-Sahara Africa,1958,1.24,5.5,.48158261,.18130478
Sub-Sahara Africa,1959,1.4,5.5999999,.48290351,.18253163
Sub-Sahara Africa,1960,9.8100004,26,4.6288581,.9680407
Sub-Sahara Africa,1961,11.08,27.9,4.476285,1.331982
Sub-Sahara Africa,1962,12.06,28.4,4.7947955,1.4864643
Sub-Sahara Africa,1963,12.41,29.700001,5.0081296,1.1885391
Sub-Sahara Africa,1964,14.64,26.4,4.2662339,.54360569
Sub-Sahara Africa,1965,16.280001,20.299999,2.6683214,-.099041373
Sub-Sahara Africa,1966,11.4,6.6999998,1.2051234,-3.9342003
Sub-Sahara Africa,1967,10.75,5.9000001,.99143589,-4.3101187
Sub-Sahara Africa,1968,10.19,7.0999999,1.3182274,-4.2791443
Sub-Sahara Africa,1969,10.77,7.5999999,1.2684226,-4.6499953
Sub-Sahara Africa,1970,14.65,7.1999998,.98468912,-4.3623466
Sub-Sahara Africa,1971,14.65,7.1999998,.98190516,-4.4434276
Sub-Sahara Africa,1972,13.01,5.5999999,.66391319,-5.0920396
Sub-Sahara Africa,1973,11.81,4.8000002,.42338452,-5.137177
Sub-Sahara Africa,1974,11.03,4.5999999,.32788879,-5.1417689
Sub-Sahara Africa,1975,11.8,5,.48663878,-5.6082344
Sub-Sahara Africa,1976,11.85,5.0999999,.52456737,-5.7320242
Sub-Sahara Africa,1977,11.99,5.5,.54469192,-5.6333823
Sub-Sahara Africa,1978,12.29,5.5999999,.74872553,-3.2007728
Sub-Sahara Africa,1979,19.360001,22,4.3934903,-.86315125
Sub-Sahara Africa,1980,20.25,22.9,4.6571684,-1.0114434
Sub-Sahara Africa,1981,19.809999,22.4,4.509841,-1.438818
Sub-Sahara Africa,1982,19.91,22.700001,4.6454272,-1.4734279
Sub-Sahara Africa,1983,14.69,7.3000002,1.1535976,-1.5729934
Sub-Sahara Africa,1984,15.18,7,1.2010831,-4.9742703
Sub-Sahara Africa,1985,14.5,6,.88730323,-5.558506
Sub-Sahara Africa,1986,15.78,6,.90287501,-5.8097386
Sub-Sahara Africa,1987,15.41,6.4000001,.97531849,-5.9777126
Sub-Sahara Africa,1988,14.32,6.5999999,1.0081398,-5.9837523
Sub-Sahara Africa,1989,14.96,7.1999998,1.1807027,-5.535769
Sub-Sahara Africa,1990,14.88,7.5,1.0754277,-5.0874734
Sub-Sahara Africa,1991,8.8500004,8.5,1.3065804,-3.6059535
Sub-Sahara Africa,1992,10.27,14.4,2.5828347,-1.8428758
Sub-Sahara Africa,1993,9.8299999,16.299999,2.8810523,-1.9054906
Sub-Sahara Africa,1994,14.4,18.299999,4.5781236,-1.1573753
Sub-Sahara Africa,1995,14.34,20.1,5.0486331,-.94974238
Sub-Sahara Africa,1996,16.41,22.5,5.8511801,-1.0352942
Sub-Sahara Africa,1997,16.32,20.299999,5.2473426,-1.0122151
Sub-Sahara Africa,1998,16.370001,20.200001,5.3004732,.041575223
Sub-Sahara Africa,1999,21.309999,28.200001,6.973331,1.3976716
Sub-Sahara Africa,2000,20.98,26.799999,6.9406695,1.6258519
Sub-Sahara Africa,2001,,,,1.8648489
Sub-Sahara Africa,2002,,,,2.5488214
Sub-Sahara Africa,2003,,,,2.6219051
Sub-Sahara Africa,2004,,,,3.1324008
Sub-Sahara Africa,2005,,,,3.3699667
Sub-Sahara Africa,2006,,,,3.5226462
Sub-Sahara Africa,2007,,,,3.4935946
Sub-Sahara Africa,2008,,,,3.4835451
Sub-Sahara Africa,2009,,,,3.20134
Sub-Sahara Africa,2010,,,,3.5349855
Western Europe,1820,.039999999,2.5,.0097820256,-4.0474353
Western Europe,1821,.039999999,2.5,.0098235514,-4.0511193
Western Europe,1822,.039999999,2.5999999,.0098651499,-4.0548058
Western Europe,1823,.039999999,2.5999999,.0097616268,-4.2380533
Western Europe,1824,.039999999,2.5999999,.0098027363,-4.241437
Western Europe,1825,.039999999,2.5999999,.0098439166,-4.2448215
Western Europe,1826,.050000001,2.5999999,.0097380485,-4.2482066
Western Europe,1827,.050000001,2.5999999,.0097787287,-4.3375592
Western Europe,1828,.050000001,2.5999999,.0098194797,-4.3410106
Western Europe,1829,.050000001,2.5999999,.010456512,-4.344461
Western Europe,1830,.079999998,9.1000004,.019590201,-3.7705443
Western Europe,1831,.14,10.5,.037548903,-3.7724016
Western Europe,1832,.31999999,11.1,.090270333,-3.7742493
Western Europe,1833,.33000001,11.1,.090926506,-3.7821653
Western Europe,1834,.33000001,11.1,.091588818,-3.775306
Western Europe,1835,.33000001,13,.13035448,-3.7770576
Western Europe,1836,.33000001,13,.13144413,-3.4089973
Western Europe,1837,.34,13.1,.14541772,-2.6015451
Western Europe,1838,.34999999,13.1,.14658983,-2.5998857
Western Europe,1839,.34999999,14.5,.15350038,-2.5981405
Western Europe,1840,.36000001,14.5,.1547491,-2.4185593
Western Europe,1841,.36000001,14.1,.14684218,-2.4262943
Western Europe,1842,.36000001,14.1,.14683145,-2.5309963
Western Europe,1843,.36000001,13.8,.14629866,-2.5382235
Western Europe,1844,.44999999,14.1,.15941927,-2.563123
Western Europe,1845,.44999999,14.1,.15944274,-2.6536026
Western Europe,1846,.46000001,12.5,.15729979,-2.660989
Western Europe,1847,.44999999,13.7,.17513052,-2.6683123
Western Europe,1848,4.8000002,16.299999,1.6965395,-.67578101
Western Europe,1849,4.73,17,1.7711748,-.56724983
Western Europe,1850,4.75,18.1,1.7827296,-.57438254
Western Europe,1851,.51999998,10.1,.19792271,-2.0839581
Western Europe,1852,5.1100001,10.9,.33997864,-3.8399389
Western Europe,1853,5.0999999,11,.33996552,-3.5754526
Western Europe,1854,5.0799999,11,.33804339,-3.7747271
Western Europe,1855,5.0599999,11.1,.33750904,-3.7812369
Western Europe,1856,5.0500002,11.2,.33813867,-3.7787395
Western Europe,1857,5.0100002,10.8,.41562521,-3.7761731
Western Europe,1858,5,10.9,.41705799,-3.5708451
Western Europe,1859,4.98,11.4,.42356932,-3.45298
Western Europe,1860,4.9699998,11.7,.43464917,-3.4730072
Western Europe,1861,5.1199999,17.5,.49920496,-3.8004713
Western Europe,1862,5.0999999,17.6,.51011968,-3.5133631
Western Europe,1863,5.2199998,18.5,.69051641,-3.4521306
Western Europe,1864,5.1999998,18.700001,.69044226,-3.371419
Western Europe,1865,5.3400002,18.5,.75330651,-3.3666315
Western Europe,1866,5.3200002,18.200001,.74755019,-3.3913469
Western Europe,1867,6.1199999,25.9,1.0495846,-3.1796839
Western Europe,1868,6.4099998,25.700001,1.1573946,-2.9986498
Western Europe,1869,7.9400001,29.200001,1.8217511,-2.0074997
Western Europe,1870,7.9200001,29.200001,1.816408,-1.6784828
Western Europe,1871,7.6199999,34.599998,2.9337299,-1.0932437
Western Europe,1872,7.0900002,33.5,2.6716452,-.69565552
Western Europe,1873,7.1799998,31.799999,2.4924099,-.99392802
Western Europe,1874,6.52,32.599998,2.5625489,-.71059436
Western Europe,1875,6.52,32.700001,2.5569868,-.14687762
Western Europe,1876,7,30.9,2.6740129,.13127293
Western Europe,1877,7.3800001,31,2.8910162,.32099694
Western Europe,1878,7.46,31.5,2.9568932,.31589988
Western Europe,1879,7.0700002,32.599998,2.9686029,.74056768
Western Europe,1880,7.21,32.900002,3.0423546,1.4060496
Western Europe,1881,6.4299998,29.299999,2.0244141,1.4010628
Western Europe,1882,6.8299999,29.200001,2.1238685,1.3960909
Western Europe,1883,6.8200002,29.200001,2.1223567,1.391134
Western Europe,1884,6.9499998,29.1,2.1756756,1.4046441
Western Europe,1885,8.2799997,33,3.4688153,1.3997159
Western Europe,1886,7.6300001,33,3.0799341,1.3948035
Western Europe,1887,8.0100002,32.900002,3.2191794,1.3899071
Western Europe,1888,8.0799999,33.299999,3.2741532,1.3850272
Western Europe,1889,8.1499996,33.5,3.358464,1.4011148
Western Europe,1890,8.0299997,33.799999,3.3205657,2.6006248
Western Europe,1891,8.4399996,34.200001,3.3922253,2.59659
Western Europe,1892,9.0900002,34.799999,3.7550168,2.5925715
Western Europe,1893,8.7399998,36.299999,3.8882895,2.5885692
Western Europe,1894,9.2600002,36.200001,4.140254,2.5845835
Western Europe,1895,8.6999998,35.400002,3.852778,2.4992027
Western Europe,1896,8.6700001,35.5,3.8387518,2.4957244
Western Europe,1897,8.7799997,35.599998,3.9217801,2.4922621
Western Europe,1898,9,36,4.1980639,2.7767935
Western Europe,1899,9.0299997,36.400002,4.2274165,2.7726464
Western Europe,1900,8.8699999,37.200001,4.1407433,3.3617845
Western Europe,1901,8.8900003,37.400002,4.1517549,3.5260286
Western Europe,1902,9.1199999,39.299999,4.680316,3.5294576
Western Europe,1903,9.3199997,38.799999,4.7099147,3.5329628
Western Europe,1904,9.3900003,40.200001,4.8193049,3.5365443
Western Europe,1905,9.4799995,40.700001,4.8852167,3.5402021
Western Europe,1906,10.34,41.099998,5.3164806,3.5916195
Western Europe,1907,10.76,41.400002,5.4825549,3.4130921
Western Europe,1908,10.77,41.700001,5.5481801,3.698519
Western Europe,1909,10.91,42,5.6237864,3.9734747
Western Europe,1910,10.37,41.799999,5.3824601,4.0695262
Western Europe,1911,10.59,42,5.4308705,4.1426873
Western Europe,1912,10.64,41.299999,5.4036102,4.1882758
Western Europe,1913,11.91,42.299999,6.0312676,4.2435083
Western Europe,1914,11.88,42.099998,6.0371246,4.0696092
Western Europe,1915,11.91,43.5,6.1601672,4.1270156
Western Europe,1916,11.81,43.400002,6.1255784,4.1206121
Western Europe,1917,12.28,44.400002,6.4150195,4.537447
Western Europe,1918,14.54,48.299999,8.1380501,5.1026177
Western Europe,1919,19.41,51.900002,10.777233,5.8933921
Western Europe,1920,18.99,53.599998,11.022183,6.0034485
Western Europe,1921,19.85,52.700001,11.375604,6.1330938
Western Europe,1922,22.120001,52.799999,12.748523,6.2946515
Western Europe,1923,21.99,50.900002,12.807714,5.0383964
Western Europe,1924,23.51,45,12.167984,4.863019
Western Europe,1925,26.49,44.799999,15.865564,4.5798473
Western Europe,1926,26.35,44.299999,15.905862,4.7097921
Western Europe,1927,26.5,44.400002,15.935881,4.5092292
Western Europe,1928,26.9,44.400002,16.03418,4.2591586
Western Europe,1929,32.150002,46.200001,17.897314,4.1789737
Western Europe,1930,32.919998,46.900002,18.799324,4.8247128
Western Europe,1931,34.450001,47.400002,18.167585,5.2804413
Western Europe,1932,35.490002,45.900002,17.947199,5.2709599
Western Europe,1933,38.380001,40.099998,15.55219,1.5331607
Western Europe,1934,23.360001,32.200001,10.873968,1.2865849
Western Europe,1935,22.959999,32.200001,10.93359,1.2737769
Western Europe,1936,22.92,31.6,11.048006,.88059276
Western Europe,1937,23,31.5,11.119354,.86481351
Western Europe,1938,22.969999,31.4,11.071354,1.0540395
Western Europe,1939,19.66,26.700001,9.2727671,-.46239302
Western Europe,1940,13.88,12.3,4.8234906,-3.6703048
Western Europe,1941,13.92,12.3,4.8372235,-3.4567006
Western Europe,1942,13.96,12.3,4.8509846,-3.4395232
Western Europe,1943,10.96,13.6,5.1755095,-2.0837152
Western Europe,1944,11.07,13.6,5.2277536,-.68476063
Western Europe,1945,21.73,28.9,12.73275,3.3218079
Western Europe,1946,29.549999,38.400002,17.733683,4.7108045
Western Europe,1947,29.790001,38.900002,17.932634,5.1644087
Western Europe,1948,31.02,36.900002,17.553196,5.4694705
Western Europe,1949,32.169998,36.700001,18.191679,5.3769722
Western Europe,1950,33.709999,37.400002,19.286959,5.3826294
Western Europe,1951,33.330002,36.900002,18.761501,5.3811407
Western Europe,1952,33.25,37,18.760008,5.3984985
Western Europe,1953,33.740002,38.299999,19.764517,5.3968377
Western Europe,1954,33.790001,38.5,19.919176,5.3951983
Western Europe,1955,33.07,38.400002,19.47571,5.3935804
Western Europe,1956,33.619999,38.400002,19.846615,5.3919845
Western Europe,1957,33.610001,38.400002,19.824856,5.3904104
Western Europe,1958,30.9,35.799999,16.84742,4.6988926
Western Europe,1959,31.040001,35.900002,16.991095,4.6959119
Western Europe,1960,31.200001,36.099998,17.143312,4.6929545
Western Europe,1961,31.120001,36,17.057619,4.6933703
Western Europe,1962,30.74,34.700001,16.552677,4.6937571
Western Europe,1963,30.74,35.299999,16.913984,4.6941147
Western Europe,1964,29.049999,35,16.541054,4.6944437
Western Europe,1965,32.080002,37,19.082579,4.6947446
Western Europe,1966,31.860001,36.400002,18.633093,4.6950169
Western Europe,1967,32.380001,36.400002,18.944838,4.4216609
Western Europe,1968,32.32,36.099998,18.693604,4.4225254
Western Europe,1969,32.040001,36.099998,18.523832,4.8499422
Western Europe,1970,32.32,36.5,18.881102,4.8519616
Western Europe,1971,33.700001,37.599998,19.493504,4.844593
Western Europe,1972,34.169998,37.599998,19.793459,4.8371544
Western Europe,1973,34.119999,39,20.514214,4.8296452
Western Europe,1974,34.73,40.900002,21.915476,5.1743236
Western Europe,1975,34.73,40.900002,21.910261,5.8893757
Western Europe,1976,36.77,42.299999,23.015764,6.435185
Western Europe,1977,42,48.400002,26.168144,6.8339729
Western Europe,1978,42.950001,48.299999,26.656,7.2376404
Western Europe,1979,43.259998,47.599998,26.405365,7.2449102
Western Europe,1980,43.48,47.700001,26.537287,7.2521706
Western Europe,1981,43.459999,47.799999,26.695534,7.2538104
Western Europe,1982,44.25,46.599998,26.534845,7.3828001
Western Europe,1983,44.119999,47.900002,27.230289,7.3845057
Western Europe,1984,44.200001,47.900002,27.248865,7.3862109
Western Europe,1985,44.240002,48,27.324074,7.3879151
Western Europe,1986,44.52,48.700001,27.913038,7.5896826
Western Europe,1987,45.189999,48.400002,28.116919,7.5918984
Western Europe,1988,44.57,47.799999,27.41819,7.5941148
Western Europe,1989,44.470001,48.200001,27.633202,7.5963302
Western Europe,1990,56.610001,59.900002,34.410679,9.6792345
Western Europe,1991,56.450001,59.700001,34.266056,9.6788368
Western Europe,1992,56.630001,60.5,34.827183,9.6784382
Western Europe,1993,57.450001,61.400002,35.739983,9.6780376
Western Europe,1994,57.220001,59.599998,34.344749,9.6776352
Western Europe,1995,56.939999,58.700001,33.716961,9.6772308
Western Europe,1996,56.400002,59.799999,35.035439,9.6768255
Western Europe,1997,55.560001,59.299999,34.312393,9.6764174
Western Europe,1998,54.049999,58.099998,33.632198,9.6760082
Western Europe,1999,53.939999,58.099998,33.616673,9.6755972
Western Europe,2000,53.34,57.5,32.869854,9.6751842
Western Europe,2001,,,,9.6749144
Western Europe,2002,,,,9.6748199
Western Europe,2003,,,,9.6748428
Western Europe,2004,,,,9.6748972
Western Europe,2005,,,,9.6749163
Western Europe,2006,,,,9.6748877
Western Europe,2007,,,,9.6233282
Western Europe,2008,,,,9.6231737
Western Europe,2009,,,,9.6230059
Western Europe,2010,,,,9.6228447
Western Offshoots,1820,.43000001,.30000001,0,7.6980419
Western Offshoots,1821,.43000001,.30000001,0,7.7090273
Western Offshoots,1822,.43000001,.30000001,0,7.719924
Western Offshoots,1823,.43000001,.30000001,0,7.730732
Western Offshoots,1824,2.8499999,49.599998,1.6429082,7.7414522
Western Offshoots,1825,2.8499999,49.700001,1.6451647,7.7520852
Western Offshoots,1826,2.8499999,49.799999,1.6474029,7.7626314
Western Offshoots,1827,2.8599999,49.799999,1.6496228,7.7730918
Western Offshoots,1828,8.1599998,38.099998,3.5890429,7.7834663
Western Offshoots,1829,8.1700001,38.099998,3.5937877,7.7937565
Western Offshoots,1830,8.1899996,38.200001,3.5984938,7.8039622
Western Offshoots,1831,8.1899996,38.200001,3.6020415,7.811656
Western Offshoots,1832,7.6999998,37.799999,3.3449235,7.8193016
Western Offshoots,1833,7.71,37.799999,3.3481736,7.8268995
Western Offshoots,1834,7.71,37.900002,3.3514035,7.8344498
Western Offshoots,1835,7.7199998,37.900002,3.3546131,7.8419528
Western Offshoots,1836,8.4799995,43.5,4.229959,7.8494091
Western Offshoots,1837,8.4899998,43.599998,4.233952,7.8568182
Western Offshoots,1838,8.4899998,43.599998,4.2379193,7.8641806
Western Offshoots,1839,8.5,43.599998,4.2418618,7.8714962
Western Offshoots,1840,12.33,41.200001,5.8127785,7.8787661
Western Offshoots,1841,12.34,41.299999,5.8157806,7.8828354
Western Offshoots,1842,12.35,41.299999,5.818624,7.8866897
Western Offshoots,1843,12.35,41.299999,5.8213053,7.8903236
Western Offshoots,1844,12.09,44.200001,6.0957155,7.8937325
Western Offshoots,1845,12.1,44.200001,6.0981703,8.7743454
Western Offshoots,1846,12.1,44.200001,6.1004434,8.7776165
Western Offshoots,1847,12.11,44.299999,6.1025305,8.7806187
Western Offshoots,1848,11.45,46.200001,6.0253768,8.7833481
Western Offshoots,1849,11.46,46.200001,6.0270562,8.7857962
Western Offshoots,1850,11.46,46.200001,6.0285392,7.909162
Western Offshoots,1851,11.44,46.200001,6.0206232,7.8987765
Western Offshoots,1852,11.06,43,5.4339685,7.8880191
Western Offshoots,1853,11.05,43,5.4262919,7.8768749
Western Offshoots,1854,11.03,42.900002,5.4183393,6.9914055
Western Offshoots,1855,11.01,42.799999,5.4101009,6.9807754
Western Offshoots,1856,12.52,47.700001,6.8477926,6.9697633
Western Offshoots,1857,12.5,47.599998,6.8365846,6.9583554
Western Offshoots,1858,12.48,47.5,6.8249731,6.9465375
Western Offshoots,1859,12.46,47.400002,6.8129444,6.9342947
Western Offshoots,1860,12.86,52,7.7262483,6.9216113
Western Offshoots,1861,12.86,52,7.7261672,6.9215384
Western Offshoots,1862,12.86,52,7.7259555,6.9213486
Western Offshoots,1863,12.86,52,7.7256117,6.9210405
Western Offshoots,1864,10.34,38.099998,4.5589538,6.9206128
Western Offshoots,1865,10.34,38.099998,4.5585914,6.920063
Western Offshoots,1866,10.34,38.099998,4.5581479,6.9193897
Western Offshoots,1867,11.02,42.5,4.9002671,7.270926
Western Offshoots,1868,13.62,45.299999,6.4538879,7.2676926
Western Offshoots,1869,13.61,45.200001,6.4507208,7.2643399
Western Offshoots,1870,13.61,45.200001,6.4474473,7.2608657
Western Offshoots,1871,13.61,45.200001,6.4504724,8.9952612
Western Offshoots,1872,14.07,42.700001,6.2847338,9.0007515
Western Offshoots,1873,14.07,42.700001,6.2872095,9.0061932
Western Offshoots,1874,14.07,42.400002,6.2556129,9.0115881
Western Offshoots,1875,14.07,42.400002,6.2583776,9.0169353
Western Offshoots,1876,16.540001,49.099998,8.5743818,9.0222359
Western Offshoots,1877,16.549999,49.099998,8.5793419,9.0274906
Western Offshoots,1878,16.92,49.099998,8.7583427,9.0326986
Western Offshoots,1879,16.93,49.099998,8.7615128,9.0378609
Western Offshoots,1880,17.02,48.799999,8.7471952,9.0429773
Western Offshoots,1881,17.01,48.799999,8.7453451,9.0428782
Western Offshoots,1882,16.93,48.700001,8.7035303,9.042695
Western Offshoots,1883,16.92,48.700001,8.7019539,9.0424271
Western Offshoots,1884,16.75,48.5,8.5866728,9.0420761
Western Offshoots,1885,16.75,48.5,8.5849266,9.0416403
Western Offshoots,1886,16.74,48.5,8.5831137,9.0411205
Western Offshoots,1887,17.02,48.700001,8.7424021,9.0405169
Western Offshoots,1888,17.59,49.200001,9.1501198,9.4007597
Western Offshoots,1889,17.58,49.200001,9.1465855,9.3963165
Western Offshoots,1890,17.57,49.200001,9.142993,9.3918228
Western Offshoots,1891,17.610001,49.099998,9.1455917,9.3922119
Western Offshoots,1892,17.209999,50.599998,9.208147,9.3925962
Western Offshoots,1893,17.209999,50.599998,9.2093554,9.3929758
Western Offshoots,1894,17.209999,50.599998,9.2105522,9.3933525
Western Offshoots,1895,17.209999,50.599998,9.2117367,9.3937244
Western Offshoots,1896,18.459999,46.700001,9.1138554,9.3940926
Western Offshoots,1897,18.459999,46.700001,9.113512,9.3944559
Western Offshoots,1898,18.469999,46.700001,9.1131725,9.3948154
Western Offshoots,1899,18.469999,46.700001,9.1128349,9.3951712
Western Offshoots,1900,17.34,45.700001,8.3719072,9.3955231
Western Offshoots,1901,17.690001,47.400002,8.5688095,9.703949
Western Offshoots,1902,17.690001,47.400002,8.568553,9.7028599
Western Offshoots,1903,17.9,47.700001,8.7426958,9.7017736
Western Offshoots,1904,16.200001,43.5,7.2332969,9.7006903
Western Offshoots,1905,16.200001,43.5,7.2327747,9.6996098
Western Offshoots,1906,16.34,43.400002,7.2971334,9.6985321
Western Offshoots,1907,16.34,43.400002,7.2963099,9.6974554
Western Offshoots,1908,16.43,47.099998,7.9587307,9.6963825
Western Offshoots,1909,16.43,47.099998,7.9578528,9.6953115
Western Offshoots,1910,16.629999,46.799999,7.9772949,9.6942425
Western Offshoots,1911,16.65,46.700001,7.9819794,9.6896877
Western Offshoots,1912,15.96,55.900002,9.0994959,9.6851339
Western Offshoots,1913,16.299999,55.900002,9.2841396,9.6805811
Western Offshoots,1914,16.129999,55.799999,9.1728954,9.6760283
Western Offshoots,1915,16.120001,55.799999,9.1673336,9.6714764
Western Offshoots,1916,18.35,49.099998,9.2404528,9.6669254
Western Offshoots,1917,18.5,48.099998,9.0967751,9.6623735
Western Offshoots,1918,18.49,48,9.0907307,9.6578226
