Entity,Year,e10 (United Nations Population Division and Human Mortality Database (2015))
Gambia,2010,56.05
Gambia,2015,56.8
Gambia,2020,57.5
Gambia,2025,58.12
Gambia,2030,58.7
Gambia,2035,59.22
Gambia,2040,59.7
Gambia,2045,60.13
Gambia,2050,60.54
Gambia,2055,60.92
Gambia,2060,61.3
Gambia,2065,61.66
Gambia,2070,62.06
Gambia,2075,62.43
Gambia,2080,62.85
Gambia,2085,63.24
Gambia,2090,63.63
Gambia,2095,64.12
Georgia,1950,56.95
Georgia,1955,58.42
Georgia,1960,59.9
Georgia,1965,61.35
Georgia,1970,62.3
Georgia,1975,63.57
Georgia,1980,63.37
Georgia,1985,63.97
Georgia,1990,63.81
Georgia,1995,64.12
Georgia,2000,65.09
Georgia,2005,65.47
Georgia,2010,65.95
Georgia,2015,66.52
Georgia,2020,67.14
Georgia,2025,67.81
Georgia,2030,68.45
Georgia,2035,69.1
Georgia,2040,69.78
Georgia,2045,70.49
Georgia,2050,71.18
Georgia,2055,71.93
Georgia,2060,72.62
Georgia,2065,73.28
Georgia,2070,73.95
Georgia,2075,74.54
Georgia,2080,75.13
Georgia,2085,75.69
Georgia,2090,76.23
Georgia,2095,76.75
Germany,1950,61.65
Germany,1955,62.28
Germany,1960,62.67
Germany,1965,62.76
Germany,1970,63.06
Germany,1975,63.78
Germany,1980,64.74
Germany,1985,65.83
Germany,1990,66.53
Germany,1995,67.73
Germany,2000,69.03
Germany,2005,70.16
Germany,2010,70.99
Germany,2015,71.82
Germany,2020,72.69
Germany,2025,73.52
Germany,2030,74.29
Germany,2035,74.97
Germany,2040,75.63
Germany,2045,76.25
Germany,2050,76.87
Germany,2055,77.48
Germany,2060,78.05
Germany,2065,78.67
Germany,2070,79.23
Germany,2075,79.77
Germany,2080,80.34
Germany,2085,80.91
Germany,2090,81.45
Germany,2095,82.05
Ghana,1950,47.84
Ghana,1955,49.22
Ghana,1960,50.4
Ghana,1965,51.26
Ghana,1970,51.97
Ghana,1975,52.77
Ghana,1980,53.52
Ghana,1985,54.7
Ghana,1990,56.01
Ghana,1995,54.6
Ghana,2000,54.46
Ghana,2005,56.34
Ghana,2010,56.91
Ghana,2015,57.46
Ghana,2020,58.02
Ghana,2025,58.54
Ghana,2030,59.03
Ghana,2035,59.52
Ghana,2040,59.98
Ghana,2045,60.39
Ghana,2050,60.8
Ghana,2055,61.2
Ghana,2060,61.64
Ghana,2065,62.06
Ghana,2070,62.48
Ghana,2075,62.92
Ghana,2080,63.39
Ghana,2085,63.88
Ghana,2090,64.44
Ghana,2095,65.01
Greece,1950,60.09
Greece,1955,60.9
Greece,1960,62.61
Greece,1965,62.98
Greece,1970,64
Greece,1975,64.66
Greece,1980,65.82
Greece,1985,66.69
Greece,1990,68.2
Greece,1995,68.68
Greece,2000,69.56
Greece,2005,70.21
Greece,2010,70.91
Greece,2015,71.84
Greece,2020,72.77
Greece,2025,73.59
Greece,2030,74.3
Greece,2035,74.96
Greece,2040,75.59
Greece,2045,76.19
Greece,2050,76.77
Greece,2055,77.35
Greece,2060,77.93
Greece,2065,78.49
Greece,2070,79.04
Greece,2075,79.61
Greece,2080,80.19
Greece,2085,80.74
Greece,2090,81.28
Greece,2095,81.82
Grenada,1950,56.62
Grenada,1955,57.28
Grenada,1960,57.91
Grenada,1965,58.49
Grenada,1970,59.01
Grenada,1975,59.5
Grenada,1980,59.98
Grenada,1985,60.44
Grenada,1990,60.88
Grenada,1995,61.33
Grenada,2000,62.22
Grenada,2005,63.14
Grenada,2010,64.26
Grenada,2015,64.86
Grenada,2020,65.5
Grenada,2025,66.1
Grenada,2030,66.72
Grenada,2035,67.38
Grenada,2040,68.06
Grenada,2045,68.77
Grenada,2050,69.51
Grenada,2055,70.24
Grenada,2060,70.97
Grenada,2065,71.72
Grenada,2070,72.46
Grenada,2075,73.23
Grenada,2080,73.94
Grenada,2085,74.58
Grenada,2090,75.21
Grenada,2095,75.83
Guadeloupe,1950,52.39
Guadeloupe,1955,54.29
Guadeloupe,1960,56.19
Guadeloupe,1965,58
Guadeloupe,1970,59.7
Guadeloupe,1975,61.37
Guadeloupe,1980,62.97
Guadeloupe,1985,64.51
Guadeloupe,1990,65.99
Guadeloupe,1995,67.41
Guadeloupe,2000,68.77
Guadeloupe,2005,70.09
Guadeloupe,2010,71.14
Guadeloupe,2015,72.43
Guadeloupe,2020,73.51
Guadeloupe,2025,74.41
Guadeloupe,2030,75.29
Guadeloupe,2035,76.08
Guadeloupe,2040,76.88
Guadeloupe,2045,77.67
Guadeloupe,2050,78.37
Guadeloupe,2055,79.05
Guadeloupe,2060,79.72
Guadeloupe,2065,80.37
Guadeloupe,2070,80.94
Guadeloupe,2075,81.51
Guadeloupe,2080,82.08
Guadeloupe,2085,82.62
Guadeloupe,2090,83.21
Guadeloupe,2095,83.82
Guam,1950,55.31
Guam,1955,56.72
Guam,1960,58.13
Guam,1965,59.43
Guam,1970,60.62
Guam,1975,61.72
Guam,1980,62.7
Guam,1985,63.63
Guam,1990,64.51
Guam,1995,65.71
Guam,2000,67.22
Guam,2005,68.46
Guam,2010,69.68
Guam,2015,70.86
Guam,2020,72.03
Guam,2025,73.15
Guam,2030,74.17
Guam,2035,75.02
Guam,2040,75.79
Guam,2045,76.54
Guam,2050,77.24
Guam,2055,77.93
Guam,2060,78.58
Guam,2065,79.2
Guam,2070,79.83
Guam,2075,80.45
Guam,2080,81.07
Guam,2085,81.7
Guam,2090,82.31
Guam,2095,82.86
Guatemala,1950,48.53
Guatemala,1955,49.96
Guatemala,1960,51.91
Guatemala,1965,53.64
Guatemala,1970,55.51
Guatemala,1975,56.16
Guatemala,1980,56.78
Guatemala,1985,57.93
Guatemala,1990,59.05
Guatemala,1995,60.82
Guatemala,2000,62.78
Guatemala,2005,63.39
Guatemala,2010,64.01
Guatemala,2015,64.81
Guatemala,2020,65.6
Guatemala,2025,66.36
Guatemala,2030,67.08
Guatemala,2035,67.81
Guatemala,2040,68.55
Guatemala,2045,69.26
Guatemala,2050,70
Guatemala,2055,70.72
Guatemala,2060,71.44
Guatemala,2065,72.18
Guatemala,2070,72.89
Guatemala,2075,73.59
Guatemala,2080,74.22
Guatemala,2085,74.82
Guatemala,2090,75.38
Guatemala,2095,75.91
Guinea,1950,42.66
Guinea,1955,43.63
Guinea,1960,44.47
Guinea,1965,45.14
Guinea,1970,46.1
Guinea,1975,47.69
Guinea,1980,49.9
Guinea,1985,53.97
Guinea,1990,56.04
Guinea,1995,54.4
Guinea,2000,52.36
Guinea,2005,54.26
Guinea,2010,55.43
Guinea,2015,56.59
Guinea,2020,57.72
Guinea,2025,58.83
Guinea,2030,59.82
Guinea,2035,60.75
Guinea,2040,61.7
Guinea,2045,62.61
Guinea,2050,63.55
Guinea,2055,64.45
Guinea,2060,65.33
Guinea,2065,66.12
Guinea,2070,66.87
Guinea,2075,67.67
Guinea,2080,68.54
Guinea,2085,69.32
Guinea,2090,70.1
Guinea,2095,70.93
Guinea-Bissau,1950,44.19
Guinea-Bissau,1955,45.18
Guinea-Bissau,1960,46.23
Guinea-Bissau,1965,47.58
Guinea-Bissau,1970,48.9
Guinea-Bissau,1975,50.14
Guinea-Bissau,1980,51.51
Guinea-Bissau,1985,52.56
Guinea-Bissau,1990,53.71
Guinea-Bissau,1995,54.15
Guinea-Bissau,2000,54.15
Guinea-Bissau,2005,54.59
Guinea-Bissau,2010,55.34
Guinea-Bissau,2015,55.88
Guinea-Bissau,2020,56.51
Guinea-Bissau,2025,57.13
Guinea-Bissau,2030,57.81
Guinea-Bissau,2035,58.41
Guinea-Bissau,2040,58.98
Guinea-Bissau,2045,59.53
Guinea-Bissau,2050,60.04
Guinea-Bissau,2055,60.54
Guinea-Bissau,2060,61.03
Guinea-Bissau,2065,61.49
Guinea-Bissau,2070,61.92
Guinea-Bissau,2075,62.33
Guinea-Bissau,2080,62.79
Guinea-Bissau,2085,63.23
Guinea-Bissau,2090,63.65
Guinea-Bissau,2095,64.1
Guyana,1950,55.82
Guyana,1955,56.3
Guyana,1960,56.75
Guyana,1965,57.17
Guyana,1970,57.38
Guyana,1975,57.64
Guyana,1980,57.88
Guyana,1985,58.01
Guyana,1990,58.08
Guyana,1995,58.42
Guyana,2000,58.78
Guyana,2005,59.1
Guyana,2010,59.4
Guyana,2015,59.71
Guyana,2020,60.08
Guyana,2025,60.41
Guyana,2030,60.79
Guyana,2035,61.16
Guyana,2040,61.52
Guyana,2045,61.88
Guyana,2050,62.26
Guyana,2055,62.68
Guyana,2060,63.11
Guyana,2065,63.56
Guyana,2070,64
Guyana,2075,64.56
Guyana,2080,65.13
Guyana,2085,65.67
Guyana,2090,66.31
Guyana,2095,66.96
Haiti,1950,47.28
Haiti,1955,48.36
Haiti,1960,49.36
Haiti,1965,50.31
Haiti,1970,51.2
Haiti,1975,52.47
Haiti,1980,53.26
Haiti,1985,53.81
Haiti,1990,54.38
Haiti,1995,54.92
Haiti,2000,55.21
Haiti,2005,56.71
Haiti,2010,58.28
Haiti,2015,59.2
Haiti,2020,60.09
Haiti,2025,60.89
Haiti,2030,61.55
Haiti,2035,62.18
Haiti,2040,62.78
Haiti,2045,63.37
Haiti,2050,63.96
Haiti,2055,64.59
Haiti,2060,65.24
Haiti,2065,65.85
Haiti,2070,66.44
Haiti,2075,67.15
Haiti,2080,67.8
Haiti,2085,68.51
Haiti,2090,69.28
Haiti,2095,69.98
Honduras,1950,48.98
Honduras,1955,50.53
Honduras,1960,52.32
Honduras,1965,53.94
Honduras,1970,55.55
Honduras,1975,57.12
Honduras,1980,59.03
Honduras,1985,61.07
Honduras,1990,62.37
Honduras,1995,63.81
Honduras,2000,64.58
Honduras,2005,65.45
Honduras,2010,66.15
Honduras,2015,66.8
Honduras,2020,67.36
Honduras,2025,67.93
Honduras,2030,68.53
Honduras,2035,69.16
Honduras,2040,69.81
Honduras,2045,70.49
Honduras,2050,71.16
Honduras,2055,71.87
Honduras,2060,72.56
Honduras,2065,73.23
Honduras,2070,73.92
Honduras,2075,74.6
Honduras,2080,75.23
Honduras,2085,75.78
Honduras,2090,76.31
Honduras,2095,76.79
Hong Kong,1950,59.51
Hong Kong,1955,60.85
Hong Kong,1960,62.15
Hong Kong,1965,63.44
Hong Kong,1970,64.54
Hong Kong,1975,65.61
Hong Kong,1980,66.66
Hong Kong,1985,67.7
Hong Kong,1990,68.79
Hong Kong,1995,69.84
Hong Kong,2000,71.7
Hong Kong,2005,72.66
Hong Kong,2010,73.98
Hong Kong,2015,74.73
Hong Kong,2020,75.47
Hong Kong,2025,76.2
Hong Kong,2030,76.91
Hong Kong,2035,77.58
Hong Kong,2040,78.24
Hong Kong,2045,78.85
Hong Kong,2050,79.44
Hong Kong,2055,80.01
Hong Kong,2060,80.54
Hong Kong,2065,81.03
Hong Kong,2070,81.52
Hong Kong,2075,81.99
Hong Kong,2080,82.46
Hong Kong,2085,82.98
Hong Kong,2090,83.47
Hong Kong,2095,83.98
Hungary,1950,60
Hungary,1955,61.5
Hungary,1960,62.43
Hungary,1965,62.56
Hungary,1970,62.6
Hungary,1975,61.71
Hungary,1980,60.73
Hungary,1985,60.86
Hungary,1990,60.55
Hungary,1995,61.79
Hungary,2000,63.29
Hungary,2005,64.37
Hungary,2010,65.43
Hungary,2015,66
Hungary,2020,66.63
Hungary,2025,67.27
Hungary,2030,67.87
Hungary,2035,68.55
Hungary,2040,69.22
Hungary,2045,69.91
Hungary,2050,70.62
Hungary,2055,71.33
Hungary,2060,72.04
Hungary,2065,72.78
Hungary,2070,73.44
Hungary,2075,74.05
Hungary,2080,74.61
Hungary,2085,75.14
Hungary,2090,75.68
Hungary,2095,76.05
Iceland,1750,NA
Iceland,1755,NA
Iceland,1760,NA
Iceland,1765,NA
Iceland,1770,NA
Iceland,1775,NA
Iceland,1780,NA
Iceland,1785,NA
Iceland,1790,NA
Iceland,1795,NA
Iceland,1800,NA
Iceland,1805,NA
Iceland,1810,NA
Iceland,1815,NA
Iceland,1820,NA
Iceland,1825,NA
Iceland,1830,NA
Iceland,1835,42.79
Iceland,1840,43.28
Iceland,1845,45.33
Iceland,1850,50.96
Iceland,1855,46.49
Iceland,1860,40.25
Iceland,1865,41.62
Iceland,1870,44.33
Iceland,1875,47.8
Iceland,1880,44.3
Iceland,1885,48.45
Iceland,1890,48.52
Iceland,1895,50.48
Iceland,1900,50.87
Iceland,1905,50.9
Iceland,1910,53.11
Iceland,1915,51.76
Iceland,1920,52.31
Iceland,1925,55.38
Iceland,1930,56.6
Iceland,1935,57.94
Iceland,1940,58.94
Iceland,1945,62.36
Iceland,1950,64.28
Iceland,1955,64.98
Iceland,1960,65.27
Iceland,1965,65.08
Iceland,1970,65.34
Iceland,1975,67.31
Iceland,1980,67.46
Iceland,1985,68.18
Iceland,1990,69.03
Iceland,1995,69.42
Iceland,2000,70.87
Iceland,2005,71.63
Iceland,2010,72.55
Iceland,2015,73.35
Iceland,2020,74.13
Iceland,2025,74.84
Iceland,2030,75.48
Iceland,2035,76.11
Iceland,2040,76.72
Iceland,2045,77.29
Iceland,2050,77.9
Iceland,2055,78.45
Iceland,2060,79.01
Iceland,2065,79.57
Iceland,2070,80.12
Iceland,2075,80.65
Iceland,2080,81.21
Iceland,2085,81.74
Iceland,2090,82.31
Iceland,2095,82.84
India,1950,42.47
India,1955,44.84
India,1960,47.46
India,1965,50.37
India,1970,53.09
India,1975,54.95
India,1980,55.81
India,1985,56.3
India,1990,57.62
India,1995,58.85
India,2000,59.62
India,2005,60.43
India,2010,61.51
India,2015,62.45
India,2020,63.3
India,2025,64.05
India,2030,64.82
India,2035,65.58
India,2040,66.34
India,2045,67.1
India,2050,67.93
India,2055,68.74
India,2060,69.52
India,2065,70.4
India,2070,71.21
India,2075,72.03
India,2080,72.83
India,2085,73.71
India,2090,74.49
India,2095,75.14
Indonesia,1950,53.06
Indonesia,1955,53.93
Indonesia,1960,54.77
Indonesia,1965,55.58
Indonesia,1970,56.44
Indonesia,1975,57.55
Indonesia,1980,58.55
Indonesia,1985,59.03
Indonesia,1990,59.56
Indonesia,1995,60.09
Indonesia,2000,60.13
Indonesia,2005,60.46
Indonesia,2010,60.93
Indonesia,2015,61.6
Indonesia,2020,62.22
Indonesia,2025,62.82
Indonesia,2030,63.42
Indonesia,2035,63.95
Indonesia,2040,64.53
Indonesia,2045,65.09
Indonesia,2050,65.66
Indonesia,2055,66.29
Indonesia,2060,66.86
Indonesia,2065,67.42
Indonesia,2070,68.02
Indonesia,2075,68.68
Indonesia,2080,69.32
Indonesia,2085,69.99
Indonesia,2090,70.69
Indonesia,2095,71.46
Iran,1950,50.16
Iran,1955,51.24
Iran,1960,52.17
Iran,1965,53.09
Iran,1970,54.13
Iran,1975,55.36
Iran,1980,47.46
Iran,1985,54.55
Iran,1990,60.74
Iran,1995,62.15
Iran,2000,63.51
Iran,2005,64.53
Iran,2010,66.46
Iran,2015,67.09
Iran,2020,67.66
Iran,2025,68.2
Iran,2030,68.79
Iran,2035,69.34
Iran,2040,69.88
Iran,2045,70.46
Iran,2050,71.02
Iran,2055,71.61
Iran,2060,72.17
Iran,2065,72.76
Iran,2070,73.33
Iran,2075,73.88
Iran,2080,74.4
Iran,2085,74.91
Iran,2090,75.39
Iran,2095,75.8
Iraq,1950,47.3
Iraq,1955,50.39
Iraq,1960,53.18
Iraq,1965,55.5
Iraq,1970,56.91
Iraq,1975,57.62
Iraq,1980,53
Iraq,1985,58.27
Iraq,1990,60.99
Iraq,1995,62.59
Iraq,2000,62.08
Iraq,2005,61.05
Iraq,2010,62.11
Iraq,2015,62.58
Iraq,2020,63.03
Iraq,2025,63.47
Iraq,2030,63.88
Iraq,2035,64.35
Iraq,2040,64.85
Iraq,2045,65.32
Iraq,2050,65.81
Iraq,2055,66.34
Iraq,2060,66.87
Iraq,2065,67.45
Iraq,2070,68.02
Iraq,2075,68.63
Iraq,2080,69.24
Iraq,2085,69.87
Iraq,2090,70.53
Iraq,2095,71.2
Ireland,1950,60.37
Ireland,1955,61.95
Ireland,1960,62.59
Ireland,1965,62.77
Ireland,1970,62.83
Ireland,1975,63.35
Ireland,1980,64.11
Ireland,1985,64.93
Ireland,1990,65.98
Ireland,1995,66.55
Ireland,2000,68.17
Ireland,2005,69.97
Ireland,2010,70.89
Ireland,2015,71.79
Ireland,2020,72.71
Ireland,2025,73.58
Ireland,2030,74.37
Ireland,2035,75.06
Ireland,2040,75.71
Ireland,2045,76.31
Ireland,2050,76.91
Ireland,2055,77.46
Ireland,2060,78.04
Ireland,2065,78.6
Ireland,2070,79.1
Ireland,2075,79.61
Ireland,2080,80.14
Ireland,2085,80.65
Ireland,2090,81.16
Ireland,2095,81.65
Israel,1950,62.6
Israel,1955,63.13
Israel,1960,63.59
Israel,1965,64.01
Israel,1970,64.49
Israel,1975,65.13
Israel,1980,65.94
Israel,1985,66.88
Israel,1990,67.94
Israel,1995,69.03
Israel,2000,70.15
Israel,2005,71.25
Israel,2010,72.47
Israel,2015,73.35
Israel,2020,74.23
Israel,2025,75.01
Israel,2030,75.71
Israel,2035,76.36
Israel,2040,77.04
Israel,2045,77.66
Israel,2050,78.28
Israel,2055,78.9
Israel,2060,79.51
Israel,2065,80.12
Israel,2070,80.69
Israel,2075,81.29
Israel,2080,81.88
Israel,2085,82.48
Israel,2090,83.07
Israel,2095,83.68
Italy,1750,NA
Italy,1755,NA
Italy,1760,NA
Italy,1765,NA
Italy,1770,NA
Italy,1775,NA
Italy,1780,NA
Italy,1785,NA
Italy,1790,NA
Italy,1795,NA
Italy,1800,NA
Italy,1805,NA
Italy,1810,NA
Italy,1815,NA
Italy,1820,NA
Italy,1825,NA
Italy,1830,NA
Italy,1835,NA
Italy,1840,NA
Italy,1845,NA
Italy,1850,NA
Italy,1855,NA
Italy,1860,NA
Italy,1865,NA
Italy,1870,45.65
Italy,1875,46.72
Italy,1880,47.79
Italy,1885,48.92
Italy,1890,49.56
Italy,1895,50.84
Italy,1900,51.3
Italy,1905,51.68
Italy,1910,53.2
Italy,1915,41.49
Italy,1920,53.65
Italy,1925,54.86
Italy,1930,56.61
Italy,1935,57.02
Italy,1940,52.89
Italy,1945,58.8
Italy,1950,61.9
Italy,1955,62.77
Italy,1960,63.23
Italy,1965,63.7
Italy,1970,64.45
Italy,1975,65.01
Italy,1980,65.92
Italy,1985,67.16
Italy,1990,68.09
Italy,1995,69.22
Italy,2000,70.6
Italy,2005,71.84
Italy,2010,73.09
Italy,2015,73.97
Italy,2020,74.75
Italy,2025,75.5
Italy,2030,76.19
Italy,2035,76.88
Italy,2040,77.53
Italy,2045,78.18
Italy,2050,78.84
Italy,2055,79.48
Italy,2060,80.08
Italy,2065,80.69
Italy,2070,81.28
Italy,2075,81.89
Italy,2080,82.53
Italy,2085,83.08
Italy,2090,83.66
Italy,2095,84.28
Jamaica,1950,57.54
Jamaica,1955,60.34
Jamaica,1960,61.61
Jamaica,1965,62.48
Jamaica,1970,63.18
Jamaica,1975,63.97
Jamaica,1980,64.87
Jamaica,1985,64.58
Jamaica,1990,64.15
Jamaica,1995,64.12
Jamaica,2000,64.7
Jamaica,2005,65.91
Jamaica,2010,66.92
Jamaica,2015,67.44
Jamaica,2020,67.98
Jamaica,2025,68.55
Jamaica,2030,69.18
Jamaica,2035,69.8
Jamaica,2040,70.44
Jamaica,2045,71.1
Jamaica,2050,71.81
Jamaica,2055,72.49
Jamaica,2060,73.16
Jamaica,2065,73.82
Jamaica,2070,74.44
Jamaica,2075,75
Jamaica,2080,75.56
Jamaica,2085,76.06
Jamaica,2090,76.57
Jamaica,2095,77.06
Japan,1750,NA
Japan,1755,NA
Japan,1760,NA
Japan,1765,NA
Japan,1770,NA
Japan,1775,NA
Japan,1780,NA
Japan,1785,NA
Japan,1790,NA
Japan,1795,NA
Japan,1800,NA
Japan,1805,NA
Japan,1810,NA
Japan,1815,NA
Japan,1820,NA
Japan,1825,NA
Japan,1830,NA
Japan,1835,NA
Japan,1840,NA
Japan,1845,NA
Japan,1850,NA
Japan,1855,NA
Japan,1860,NA
Japan,1865,NA
Japan,1870,NA
Japan,1875,NA
Japan,1880,NA
Japan,1885,NA
Japan,1890,NA
Japan,1895,NA
Japan,1900,NA
Japan,1905,NA
Japan,1910,NA
Japan,1915,NA
Japan,1920,NA
Japan,1925,NA
Japan,1930,NA
Japan,1935,NA
Japan,1940,NA
Japan,1945,53.23
Japan,1950,57.76
Japan,1955,60.09
Japan,1960,61.55
Japan,1965,63
Japan,1970,64.46
Japan,1975,66.31
Japan,1980,67.72
Japan,1985,69.11
Japan,1990,70
Japan,1995,70.95
Japan,2000,72.21
Japan,2005,72.95
Japan,2010,73.59
Japan,2015,74.34
Japan,2020,75.04
Japan,2025,75.71
Japan,2030,76.38
Japan,2035,77
Japan,2040,77.62
Japan,2045,78.21
Japan,2050,78.8
Japan,2055,79.37
Japan,2060,79.95
Japan,2065,80.48
Japan,2070,81.07
Japan,2075,81.64
Japan,2080,82.16
Japan,2085,82.69
Japan,2090,83.24
Japan,2095,83.78
Jordan,1950,51.73
Jordan,1955,52.83
Jordan,1960,54.17
Jordan,1965,56
Jordan,1970,58.12
Jordan,1975,59.95
Jordan,1980,61.15
Jordan,1985,62.24
Jordan,1990,63.07
Jordan,1995,63.62
Jordan,2000,64.24
Jordan,2005,64.82
Jordan,2010,65.39
Jordan,2015,65.95
Jordan,2020,66.54
Jordan,2025,67.1
Jordan,2030,67.73
Jordan,2035,68.36
Jordan,2040,68.95
Jordan,2045,69.58
Jordan,2050,70.25
Jordan,2055,70.92
Jordan,2060,71.61
Jordan,2065,72.31
Jordan,2070,73.02
Jordan,2075,73.7
Jordan,2080,74.37
Jordan,2085,75
Jordan,2090,75.61
Jordan,2095,76.11
Kazakhstan,1950,54.96
Kazakhstan,1955,56.45
Kazakhstan,1960,57.89
Kazakhstan,1965,59.29
Kazakhstan,1970,60.18
Kazakhstan,1975,60.57
Kazakhstan,1980,61.43
Kazakhstan,1985,62.33
Kazakhstan,1990,59.88
Kazakhstan,1995,56.71
Kazakhstan,2000,57.27
Kazakhstan,2005,58.02
Kazakhstan,2010,60.41
Kazakhstan,2015,60.89
Kazakhstan,2020,61.41
Kazakhstan,2025,61.92
Kazakhstan,2030,62.46
Kazakhstan,2035,63.01
Kazakhstan,2040,63.55
Kazakhstan,2045,64.13
Kazakhstan,2050,64.74
Kazakhstan,2055,65.36
Kazakhstan,2060,65.98
Kazakhstan,2065,66.67
Kazakhstan,2070,67.32
Kazakhstan,2075,68.01
Kazakhstan,2080,68.65
Kazakhstan,2085,69.33
Kazakhstan,2090,69.98
Kazakhstan,2095,70.7
Kenya,1950,48.45
Kenya,1955,49.79
Kenya,1960,51.51
Kenya,1965,52.86
Kenya,1970,54.37
Kenya,1975,55.75
Kenya,1980,57.23
Kenya,1985,57.36
Kenya,1990,55.15
Kenya,1995,49.25
Kenya,2000,48.11
Kenya,2005,53
Kenya,2010,56.53
Kenya,2015,58.68
Kenya,2020,59.34
Kenya,2025,60.2
Kenya,2030,61.16
Kenya,2035,62.17
Kenya,2040,63.17
Kenya,2045,64.12
Kenya,2050,64.98
Kenya,2055,65.76
Kenya,2060,66.53
Kenya,2065,67.29
Kenya,2070,68.01
Kenya,2075,68.66
Kenya,2080,69.24
Kenya,2085,69.79
Kenya,2090,70.33
Kenya,2095,70.85
Kiribati,1950,49.86
Kiribati,1955,50.72
Kiribati,1960,52.04
Kiribati,1965,53.3
Kiribati,1970,54.63
Kiribati,1975,55.22
Kiribati,1980,55.59
Kiribati,1985,56.58
Kiribati,1990,57.93
Kiribati,1995,58.87
Kiribati,2000,59.57
Kiribati,2005,59.89
Kiribati,2010,60.26
Kiribati,2015,60.82
Kiribati,2020,61.37
Kiribati,2025,61.89
Kiribati,2030,62.41
Kiribati,2035,62.91
Kiribati,2040,63.37
Kiribati,2045,63.84
Kiribati,2050,64.35
Kiribati,2055,64.86
Kiribati,2060,65.36
Kiribati,2065,65.92
Kiribati,2070,66.49
Kiribati,2075,67.03
Kiribati,2080,67.62
Kiribati,2085,68.23
Kiribati,2090,68.87
Kiribati,2095,69.57
Kuwait,1950,56.73
Kuwait,1955,58.14
Kuwait,1960,59.29
Kuwait,1965,60.26
Kuwait,1970,61.09
Kuwait,1975,61.87
Kuwait,1980,62.65
Kuwait,1985,63.3
Kuwait,1990,63.74
Kuwait,1995,64.06
Kuwait,2000,64.37
Kuwait,2005,64.69
Kuwait,2010,65.19
Kuwait,2015,65.64
Kuwait,2020,66.12
Kuwait,2025,66.62
Kuwait,2030,67.13
Kuwait,2035,67.67
Kuwait,2040,68.21
Kuwait,2045,68.77
Kuwait,2050,69.34
Kuwait,2055,69.96
Kuwait,2060,70.53
Kuwait,2065,71.1
Kuwait,2070,71.74
Kuwait,2075,72.41
Kuwait,2080,73.03
Kuwait,2085,73.63
Kuwait,2090,74.25
Kuwait,2095,74.82
Kyrgyzstan,1950,54.28
Kyrgyzstan,1955,55.78
Kyrgyzstan,1960,57.26
Kyrgyzstan,1965,58.7
Kyrgyzstan,1970,59.63
Kyrgyzstan,1975,60.01
Kyrgyzstan,1980,60.87
Kyrgyzstan,1985,62.09
Kyrgyzstan,1990,61.52
Kyrgyzstan,1995,60.16
Kyrgyzstan,2000,60.12
Kyrgyzstan,2005,60.03
Kyrgyzstan,2010,62.05
Kyrgyzstan,2015,62.46
Kyrgyzstan,2020,62.92
Kyrgyzstan,2025,63.38
Kyrgyzstan,2030,63.88
Kyrgyzstan,2035,64.39
Kyrgyzstan,2040,64.89
Kyrgyzstan,2045,65.44
Kyrgyzstan,2050,65.96
Kyrgyzstan,2055,66.52
Kyrgyzstan,2060,67.06
Kyrgyzstan,2065,67.66
Kyrgyzstan,2070,68.31
Kyrgyzstan,2075,68.97
Kyrgyzstan,2080,69.54
Kyrgyzstan,2085,70.2
Kyrgyzstan,2090,70.89
Kyrgyzstan,2095,71.53
Laos,1950,46.75
Laos,1955,47.62
Laos,1960,48.49
Laos,1965,49.34
Laos,1970,50.18
Laos,1975,50.9
Laos,1980,51.65
Laos,1985,52.92
Laos,1990,54.23
Laos,1995,55.67
Laos,2000,57.2
Laos,2005,58.74
Laos,2010,60.03
Laos,2015,61.24
Laos,2020,62.46
Laos,2025,63.66
Laos,2030,64.81
Laos,2035,65.91
Laos,2040,66.92
Laos,2045,67.82
Laos,2050,68.72
Laos,2055,69.52
Laos,2060,70.34
Laos,2065,71.14
Laos,2070,71.91
Laos,2075,72.64
Laos,2080,73.36
Laos,2085,74.01
Laos,2090,74.72
Laos,2095,75.28
Latvia,1950,60.29
Latvia,1955,62.07
Latvia,1960,62.89
Latvia,1965,62.64
Latvia,1970,61.95
Latvia,1975,61.09
Latvia,1980,60.94
Latvia,1985,61.93
Latvia,1990,59.35
Latvia,1995,60.16
Latvia,2000,61.75
Latvia,2005,62.32
Latvia,2010,64.58
Latvia,2015,65.03
Latvia,2020,65.57
Latvia,2025,66.12
Latvia,2030,66.69
Latvia,2035,67.27
Latvia,2040,67.83
Latvia,2045,68.46
Latvia,2050,69.14
Latvia,2055,69.76
Latvia,2060,70.38
Latvia,2065,71.03
Latvia,2070,71.67
Latvia,2075,72.28
Latvia,2080,72.87
Latvia,2085,73.42
Latvia,2090,73.96
Latvia,2095,74.48
Lebanon,1950,57.23
Lebanon,1955,58.3
Lebanon,1960,59.17
Lebanon,1965,59.92
Lebanon,1970,60.67
Lebanon,1975,61.2
Lebanon,1980,61.66
Lebanon,1985,62.41
Lebanon,1990,63.4
Lebanon,1995,65
Lebanon,2000,66.89
Lebanon,2005,68.76
Lebanon,2010,69.78
Lebanon,2015,71.06
Lebanon,2020,72.31
Lebanon,2025,73.5
Lebanon,2030,74.58
Lebanon,2035,75.46
Lebanon,2040,76.25
Lebanon,2045,76.97
