Entity,Year,Biological,Chemical,Explosives,Fake Weapons,Firearms,Incendiary,Melee,Other,Radiological,Sabotage Equipment,Unknown,Vehicle
Colombia,1994,0,0,101,0,52,19,0,0,0,0,29,0
Colombia,1995,0,0,32,0,46,2,1,0,0,0,42,0
Colombia,1996,0,0,137,0,108,63,3,0,0,0,98,0
Colombia,1997,0,0,168,0,157,51,10,0,0,0,212,0
Colombia,1998,0,6,57,0,24,0,0,0,0,0,7,0
Colombia,1999,0,2,47,0,39,1,1,0,0,0,26,0
Colombia,2000,0,0,67,0,45,6,2,0,0,0,17,0
Colombia,2001,0,1,57,0,97,8,3,0,0,1,40,0
Colombia,2002,0,2,80,0,39,5,0,1,0,0,23,0
Colombia,2003,0,0,64,0,21,3,0,0,0,0,10,0
Colombia,2004,0,0,22,0,11,0,0,0,0,0,4,0
Colombia,2005,0,0,21,0,18,0,0,0,0,0,3,0
Colombia,2006,0,0,14,0,14,5,0,0,0,0,10,0
Colombia,2007,0,0,19,0,9,0,0,0,0,1,1,0
Colombia,2008,0,0,87,0,18,10,3,0,0,0,15,0
Colombia,2009,0,0,70,0,37,22,2,0,0,1,7,0
Colombia,2010,0,0,89,0,21,15,0,0,0,0,11,0
Colombia,2011,0,0,56,0,20,11,0,0,0,0,7,0
Colombia,2012,0,0,87,0,20,0,1,0,0,0,7,0
Colombia,2013,0,0,96,0,33,3,0,0,0,0,17,0
Colombia,2014,0,1,143,0,37,21,0,0,0,0,29,0
Colombia,2015,0,0,83,0,27,8,0,0,0,1,17,0
Colombia,2016,0,0,51,0,32,7,0,0,0,0,19,0
Colombia,2017,0,0,44,0,48,4,2,0,0,2,17,0
Comoros,1992,0,0,0,0,1,0,0,0,0,0,0,0
Comoros,1994,0,0,0,0,1,0,0,0,0,0,0,0
Comoros,1997,0,0,0,0,0,3,0,0,0,0,0,0
Congo,1972,0,0,1,0,0,0,0,0,0,0,0,0
Congo,1977,0,0,0,0,0,0,0,0,0,0,2,0
Congo,1982,0,0,1,0,0,0,0,0,0,0,0,0
Congo,1990,0,0,0,0,1,0,0,0,0,0,0,0
Congo,1994,0,0,1,0,5,0,0,0,0,0,2,0
Congo,1996,0,0,0,0,1,0,0,0,0,0,0,0
Congo,1997,0,0,0,0,2,0,0,0,0,0,0,0
Congo,1999,0,0,1,0,1,0,0,0,0,0,1,0
Congo,2001,0,0,0,0,1,0,0,0,0,0,0,0
Congo,2002,0,0,1,0,2,0,0,0,0,0,0,0
Congo,2003,0,0,0,0,1,0,0,0,0,0,0,0
Congo,2013,0,0,1,0,0,0,0,0,0,0,0,0
Congo,2016,0,0,11,0,3,0,0,0,0,0,1,0
Costa Rica,1971,0,0,0,0,0,0,0,0,0,0,1,0
Costa Rica,1976,0,0,11,0,0,0,0,0,0,0,1,0
Costa Rica,1977,0,0,5,0,0,0,0,0,0,0,0,0
Costa Rica,1978,0,0,1,0,1,0,0,0,0,0,0,0
Costa Rica,1979,0,0,0,0,1,0,0,0,0,0,1,0
Costa Rica,1980,0,0,2,0,1,0,0,0,0,0,0,0
Costa Rica,1981,0,0,4,0,5,0,0,0,0,0,1,0
Costa Rica,1982,0,0,3,0,0,0,0,0,0,0,3,0
Costa Rica,1983,0,0,0,0,3,0,0,0,0,0,0,0
Costa Rica,1984,0,0,1,0,0,0,0,0,0,0,1,0
Costa Rica,1985,0,0,1,0,3,0,0,0,0,0,1,0
Costa Rica,1986,0,0,1,0,0,0,0,0,0,0,0,0
Costa Rica,1987,0,0,3,0,0,0,0,0,0,0,0,0
Costa Rica,1988,0,0,2,0,0,0,0,0,0,0,0,0
Costa Rica,1989,0,0,0,0,1,0,0,0,0,0,0,0
Costa Rica,1990,0,0,1,0,0,0,0,0,0,0,0,0
Costa Rica,1991,0,0,0,0,1,1,0,0,0,0,0,0
Costa Rica,1992,0,0,0,0,2,0,0,0,0,0,0,0
Costa Rica,1994,0,0,0,0,1,0,0,0,0,0,0,0
Costa Rica,1996,0,0,0,0,1,0,0,0,0,0,0,0
Costa Rica,1997,0,0,0,0,1,0,0,0,0,0,0,0
Costa Rica,2001,0,0,0,0,1,0,0,0,0,0,0,0
Cote d'Ivoire,1992,0,0,0,0,1,0,1,0,0,0,1,0
Cote d'Ivoire,1994,0,0,0,0,0,0,0,0,0,0,2,0
Cote d'Ivoire,1995,0,0,0,0,2,1,1,0,0,0,3,0
Cote d'Ivoire,1996,0,0,0,0,1,0,0,0,0,0,1,0
Cote d'Ivoire,1997,0,0,0,0,1,0,0,0,0,0,0,0
Cote d'Ivoire,2000,0,0,1,0,0,0,1,0,0,0,0,0
Cote d'Ivoire,2001,0,0,0,0,0,0,0,0,0,0,1,0
Cote d'Ivoire,2002,0,0,0,0,0,1,0,0,0,0,0,0
Cote d'Ivoire,2004,0,0,0,0,1,0,0,0,0,0,0,0
Cote d'Ivoire,2005,0,0,0,0,0,1,0,0,0,0,0,0
Cote d'Ivoire,2006,0,0,0,0,1,0,0,0,0,0,2,0
Cote d'Ivoire,2007,0,0,1,0,0,0,0,0,0,0,0,0
Cote d'Ivoire,2010,0,0,0,0,3,1,0,0,0,0,3,0
Cote d'Ivoire,2011,0,0,1,0,2,0,0,0,0,0,0,0
Cote d'Ivoire,2012,0,0,2,0,13,0,0,0,0,0,1,0
Cote d'Ivoire,2013,0,0,0,0,4,0,0,0,0,0,0,0
Cote d'Ivoire,2014,0,0,0,0,1,0,0,0,0,0,0,0
Cote d'Ivoire,2015,0,0,0,0,4,0,0,0,0,0,0,0
Cote d'Ivoire,2016,0,0,1,0,0,0,0,0,0,0,0,0
Cote d'Ivoire,2017,0,0,0,0,13,0,0,0,0,0,0,0
Croatia,1991,0,0,13,0,12,0,0,0,0,0,1,0
Croatia,1992,0,0,3,0,1,0,0,0,0,0,0,0
Croatia,1994,0,0,4,0,0,0,0,0,0,0,0,0
Croatia,1995,0,0,1,0,0,0,0,0,0,0,0,0
Croatia,1996,0,0,3,0,0,0,0,0,0,0,0,0
Croatia,1997,0,0,6,0,2,0,0,0,0,0,0,0
Croatia,2000,0,0,2,0,0,0,0,0,0,0,0,0
Croatia,2001,0,0,2,0,1,0,0,0,0,0,0,0
Croatia,2005,0,0,1,0,0,0,0,0,0,0,0,0
Croatia,2008,0,0,2,0,0,0,0,0,0,0,0,0
Croatia,2009,0,0,1,0,0,0,0,0,0,0,0,0
Croatia,2013,0,0,2,0,0,0,0,0,0,0,0,0
Cuba,1991,0,0,0,0,1,0,0,0,0,0,0,0
Cuba,1992,0,0,0,0,2,0,0,0,0,0,2,0
Cuba,1994,0,0,0,0,2,0,1,0,0,0,6,0
Cuba,1996,0,0,0,0,0,0,1,0,0,0,0,0
Cuba,1997,0,0,12,0,0,0,2,0,0,0,0,0
Cuba,2007,0,0,0,0,1,0,0,0,0,0,0,0
Cyprus,1973,0,0,0,0,3,0,0,0,0,0,0,0
Cyprus,1975,0,0,2,0,0,0,0,0,0,0,0,0
Cyprus,1977,0,0,0,0,0,0,0,0,0,0,1,0
Cyprus,1978,0,0,0,0,2,0,0,0,0,0,0,0
Cyprus,1979,0,0,4,0,1,0,0,0,0,0,0,0
Cyprus,1980,0,0,1,0,0,0,0,0,0,0,0,0
Cyprus,1981,0,0,3,0,0,0,0,0,0,0,0,0
Cyprus,1982,0,0,1,0,0,0,0,0,0,0,0,0
Cyprus,1983,0,0,2,0,0,0,0,0,0,0,0,0
Cyprus,1984,0,0,4,0,2,0,0,0,0,0,1,0
Cyprus,1985,0,0,5,0,1,0,0,0,0,0,1,0
Cyprus,1986,0,0,2,0,0,0,0,0,0,0,1,0
Cyprus,1987,0,0,8,0,0,1,0,0,0,0,1,0
Cyprus,1988,0,0,4,0,0,0,0,0,0,0,1,0
Cyprus,1989,0,0,5,0,1,0,0,0,0,0,0,0
Cyprus,1990,0,0,11,0,0,0,0,0,0,0,0,0
Cyprus,1991,0,0,10,0,0,1,0,0,0,0,0,0
Cyprus,1992,0,0,5,0,1,0,0,0,0,0,0,0
Cyprus,1994,0,0,4,0,2,0,0,0,0,0,0,0
Cyprus,1995,0,0,3,0,0,0,0,0,0,0,0,0
Cyprus,1996,0,0,8,0,2,0,0,0,0,0,0,0
Cyprus,1998,0,0,0,0,1,0,0,0,0,0,0,0
Cyprus,1999,0,0,0,0,0,0,1,0,0,0,0,0
Cyprus,2000,0,0,2,0,0,0,0,0,0,0,0,0
Cyprus,2001,0,0,1,0,0,0,0,0,0,0,0,0
Cyprus,2004,0,0,1,0,0,0,0,0,0,0,0,0
Cyprus,2007,0,0,1,0,0,0,0,0,0,0,0,0
Cyprus,2012,0,0,1,0,0,0,0,0,0,0,0,0
Cyprus,2013,0,0,9,0,0,0,0,0,0,0,0,0
Cyprus,2014,0,0,5,0,0,0,0,0,0,0,0,0
Cyprus,2015,0,0,3,0,0,0,0,0,0,0,0,0
Cyprus,2016,0,0,1,0,0,1,0,0,0,0,0,0
Czech Republic,1994,0,0,0,0,0,0,0,0,0,0,1,0
Czech Republic,1995,0,0,1,0,0,1,1,0,0,0,0,0
Czech Republic,1996,0,0,3,0,0,0,0,0,0,0,0,0
Czech Republic,1997,0,0,2,0,0,0,1,0,0,0,1,0
Czech Republic,2001,0,0,0,0,0,0,1,0,0,0,0,0
Czech Republic,2003,0,0,1,0,0,0,0,0,0,0,0,0
Czech Republic,2008,0,1,1,0,0,0,0,0,0,0,0,0
Czech Republic,2009,0,0,1,0,0,0,0,0,0,0,0,0
Czech Republic,2011,0,0,1,0,0,0,0,0,0,0,0,0
Czech Republic,2013,0,0,1,0,0,0,0,0,0,0,0,0
Czech Republic,2014,0,2,2,0,0,1,0,0,0,0,0,0
Czech Republic,2015,0,0,0,0,0,4,0,0,0,0,0,0
Czech Republic,2016,0,0,0,0,1,1,0,0,0,0,0,0
Czech Republic,2017,0,0,0,0,0,1,0,0,0,2,0,0
Czechoslovakia,1972,0,0,1,0,0,0,0,0,0,0,0,0
Czechoslovakia,1989,0,0,2,0,1,0,0,0,0,0,1,0
Czechoslovakia,1990,0,0,1,0,0,0,0,0,0,0,0,0
Czechoslovakia,1991,0,0,0,0,0,0,0,0,0,0,1,0
Czechoslovakia,1992,0,0,0,0,1,0,1,0,0,0,1,0
Democratic Republic of Congo,1997,0,0,0,0,0,0,0,0,0,0,1,0
Democratic Republic of Congo,1998,0,0,2,0,2,0,0,0,0,0,0,0
Democratic Republic of Congo,1999,0,0,0,0,2,0,0,0,0,0,1,0
Democratic Republic of Congo,2000,0,0,0,0,1,0,0,0,0,0,2,0
Democratic Republic of Congo,2001,0,0,0,0,3,0,0,0,0,0,2,0
Democratic Republic of Congo,2002,0,0,2,0,2,0,0,0,0,0,3,0
Democratic Republic of Congo,2003,0,0,0,0,4,0,1,0,0,0,1,0
Democratic Republic of Congo,2004,0,0,0,0,3,0,0,0,0,0,2,0
Democratic Republic of Congo,2005,0,0,0,0,4,0,1,0,0,0,0,0
Democratic Republic of Congo,2006,0,0,0,0,3,0,0,0,0,0,2,0
Democratic Republic of Congo,2007,0,0,0,0,9,0,1,0,0,0,1,0
Democratic Republic of Congo,2008,0,0,3,0,11,1,1,0,0,0,4,0
Democratic Republic of Congo,2009,0,0,0,0,16,11,3,0,0,0,24,0
Democratic Republic of Congo,2010,0,0,0,0,2,1,2,0,0,0,13,0
Democratic Republic of Congo,2011,0,0,1,0,9,1,0,0,0,0,5,0
Democratic Republic of Congo,2012,0,0,6,0,13,1,3,0,0,0,2,0
Democratic Republic of Congo,2013,0,0,4,0,14,1,0,0,0,0,3,0
Democratic Republic of Congo,2014,0,0,9,0,45,11,13,0,0,0,32,0
Democratic Republic of Congo,2015,0,0,7,0,64,10,18,0,0,0,44,0
Democratic Republic of Congo,2016,0,0,2,0,69,13,5,0,0,0,80,0
Democratic Republic of Congo,2017,0,0,1,0,78,13,6,0,0,0,45,0
Denmark,1978,0,1,0,0,0,0,0,0,0,0,0,0
Denmark,1979,0,0,3,0,0,0,0,0,0,0,0,0
Denmark,1980,0,0,0,0,0,1,0,0,0,0,0,0
Denmark,1981,0,0,3,0,1,0,0,0,0,0,2,0
Denmark,1985,0,0,4,0,0,0,0,0,0,0,0,0
Denmark,1986,0,0,1,0,0,1,0,0,0,0,0,0
Denmark,1987,0,0,2,0,0,0,0,0,0,0,0,0
Denmark,1988,0,0,0,0,0,1,0,0,0,0,0,0
Denmark,1989,0,0,0,0,0,0,0,0,0,0,1,0
Denmark,1991,0,0,0,0,0,1,0,0,0,0,0,0
Denmark,1992,0,0,1,0,0,0,0,0,0,0,3,0
Denmark,1995,0,0,0,0,1,1,0,0,0,0,4,0
Denmark,1999,0,0,0,0,0,1,0,0,0,0,0,0
Denmark,2008,0,0,0,0,1,0,0,0,0,0,0,0
Denmark,2010,0,0,1,0,0,0,0,0,0,0,0,0
Denmark,2013,0,0,0,0,1,0,0,0,0,0,0,0
Denmark,2015,0,0,0,0,2,2,0,0,0,0,0,0
Denmark,2016,0,0,0,0,1,0,0,0,0,0,0,0
Djibouti,1977,0,0,0,0,0,0,0,0,0,0,1,0
Djibouti,1979,0,0,0,0,0,0,0,0,0,0,1,0
Djibouti,1987,0,0,0,0,0,0,0,0,0,0,1,0
Djibouti,1988,0,0,2,0,0,0,0,0,0,0,0,0
Djibouti,1990,0,0,1,0,0,0,0,0,0,0,0,0
Djibouti,1991,0,0,0,0,1,0,0,0,0,0,0,0
Djibouti,1992,0,0,1,0,5,0,0,0,0,0,0,0
Djibouti,1994,0,0,1,0,0,0,1,0,0,0,0,0
Djibouti,1995,0,0,2,0,0,0,0,0,0,0,0,0
Djibouti,1997,0,0,1,0,0,0,0,0,0,0,0,0
Djibouti,2004,0,0,1,0,0,0,0,0,0,0,0,0
Djibouti,2014,0,0,1,0,0,0,0,0,0,0,0,0
Djibouti,2015,0,0,0,0,1,0,0,0,0,0,0,0
Djibouti,2017,0,0,0,0,1,0,0,0,0,0,0,0
Dominica,1981,0,0,0,0,2,0,0,0,0,0,0,0
Dominica,1997,0,0,0,0,0,0,1,0,0,0,0,0
Dominican Republic,1970,0,0,0,0,0,0,0,0,0,0,2,0
Dominican Republic,1971,0,0,1,0,2,0,0,0,0,0,0,0
Dominican Republic,1973,0,0,0,0,1,0,0,0,0,0,2,0
Dominican Republic,1974,0,0,0,0,1,0,0,0,0,0,1,0
Dominican Republic,1978,0,0,0,0,1,0,0,0,0,0,0,0
Dominican Republic,1979,0,0,1,0,1,0,0,0,0,0,0,0
Dominican Republic,1980,0,0,0,0,1,0,0,0,0,0,0,0
Dominican Republic,1982,0,0,2,0,0,0,0,0,0,0,0,0
Dominican Republic,1987,0,0,14,0,0,1,0,0,0,0,0,0
Dominican Republic,1988,0,0,2,0,0,0,0,0,0,0,0,0
Dominican Republic,1989,0,0,11,0,0,0,0,0,0,0,0,0
Dominican Republic,1990,0,0,2,0,0,0,0,0,0,0,0,0
Dominican Republic,1991,0,0,7,0,0,0,1,0,0,0,0,0
Dominican Republic,1992,0,0,6,0,0,4,1,0,0,0,0,0
Dominican Republic,1994,0,0,5,0,1,0,1,0,0,0,0,0
Dominican Republic,1996,0,0,0,0,1,0,1,0,0,0,1,0
Dominican Republic,1997,0,0,3,0,4,3,1,0,0,0,1,0
Dominican Republic,2013,0,0,0,0,1,0,0,0,0,0,0,0
Dominican Republic,2014,0,0,0,0,0,1,0,0,0,0,0,0
Dominican Republic,2017,0,0,0,0,1,0,0,0,0,0,0,0
East Asia,1970,0,0,1,0,0,1,0,0,0,0,0,0
East Asia,1971,0,0,1,0,0,0,0,0,0,0,0,0
East Asia,1972,0,0,0,0,0,0,0,0,0,0,0,0
East Asia,1973,0,0,0,0,0,2,0,0,0,0,0,0
East Asia,1974,0,0,0,0,1,2,1,0,0,0,0,0
East Asia,1975,0,0,11,0,0,1,0,0,0,0,0,0
East Asia,1976,0,0,2,0,0,0,0,0,0,0,0,0
East Asia,1977,0,0,4,0,0,0,0,0,0,0,0,0
East Asia,1978,0,0,3,0,0,23,8,0,0,1,0,0
East Asia,1979,0,0,0,0,0,8,2,1,0,2,2,1
East Asia,1980,0,0,1,0,0,0,0,0,0,0,0,0
East Asia,1981,0,0,3,0,0,1,0,0,0,0,0,0
East Asia,1982,0,0,0,0,0,3,0,0,0,0,0,0
East Asia,1983,0,0,3,0,0,7,0,0,0,0,3,0
East Asia,1984,0,1,1,0,0,13,0,0,0,0,0,0
East Asia,1985,0,0,3,0,0,7,0,0,0,0,0,0
East Asia,1986,0,0,5,0,0,5,1,0,0,0,1,0
East Asia,1987,0,0,6,0,2,1,0,0,0,0,1,0
East Asia,1988,0,1,9,0,1,12,0,0,0,0,1,0
East Asia,1989,0,0,9,0,0,5,2,0,0,0,2,0
East Asia,1990,2,0,27,0,4,65,0,0,0,0,1,0
East Asia,1991,0,0,6,0,2,10,4,1,0,0,4,2
East Asia,1992,0,0,22,0,9,31,4,1,0,0,7,0
East Asia,1994,0,1,6,0,7,7,5,0,0,0,8,0
East Asia,1995,0,9,11,1,2,2,5,0,0,0,8,0
East Asia,1996,0,0,64,3,2,3,13,0,0,0,3,1
East Asia,1997,0,0,21,0,6,6,2,0,0,0,4,1
East Asia,1998,0,1,4,0,0,4,0,0,0,0,0,0
East Asia,1999,0,0,4,0,0,0,0,0,0,0,0,0
East Asia,2000,0,0,7,0,0,1,1,0,10,0,0,0
East Asia,2001,0,0,15,0,1,3,0,0,0,0,0,0
East Asia,2002,0,0,3,0,0,0,1,0,0,0,0,0
East Asia,2003,0,0,4,0,1,1,0,0,0,0,0,0
East Asia,2004,0,0,3,0,1,0,0,0,0,0,0,0
East Asia,2005,0,0,2,0,0,0,0,0,0,0,0,0
East Asia,2006,0,0,0,0,0,0,1,0,0,0,0,0
East Asia,2007,0,0,0,0,0,0,0,0,0,0,0,0
East Asia,2008,0,1,18,0,1,2,3,0,0,0,0,0
East Asia,2009,0,2,2,0,1,1,2,0,0,0,0,0
East Asia,2010,0,0,1,0,0,0,0,0,0,0,0,0
East Asia,2011,0,0,2,0,0,0,1,0,0,0,0,1
East Asia,2012,0,0,2,0,0,0,1,0,0,0,0,1
East Asia,2013,0,1,5,0,0,7,2,0,0,0,0,0
East Asia,2014,0,0,28,0,0,2,11,0,0,0,1,1
East Asia,2015,0,0,8,0,0,11,8,0,0,0,1,0
East Asia,2016,0,0,3,0,0,3,2,0,0,0,0,0
East Asia,2017,0,0,3,0,0,2,2,0,0,0,0,0
East Germany (GDR),1970,0,0,8,0,0,4,0,0,0,0,0,0
East Germany (GDR),1971,0,0,0,0,0,4,0,0,0,0,0,0
East Germany (GDR),1974,0,0,0,0,0,0,0,0,0,0,1,0
East Germany (GDR),1977,0,0,0,0,1,0,0,0,0,0,0,0
East Germany (GDR),1978,0,0,0,0,1,0,0,0,0,0,0,0
East Germany (GDR),1982,0,0,1,0,0,0,0,0,0,0,0,0
East Germany (GDR),1983,0,0,1,0,0,0,0,0,0,0,0,0
East Germany (GDR),1984,0,0,0,0,0,0,0,0,0,0,1,0
East Germany (GDR),1985,0,0,4,0,0,0,0,0,0,0,0,0
East Germany (GDR),1986,0,0,1,0,1,0,0,0,0,0,1,0
East Germany (GDR),1987,0,0,0,0,1,0,0,0,0,0,0,0
East Germany (GDR),1988,0,0,0,0,0,4,0,0,0,0,0,0
East Germany (GDR),1989,0,0,0,0,0,1,0,0,0,0,0,0
East Germany (GDR),1990,0,0,0,0,0,2,0,0,0,0,1,0
East Timor,2000,0,0,2,0,2,0,0,0,0,0,0,0
East Timor,2003,0,0,0,0,2,0,0,0,0,0,0,0
East Timor,2005,0,0,1,0,0,0,0,0,0,0,0,0
East Timor,2007,0,0,0,0,2,0,0,0,0,0,0,0
East Timor,2008,0,0,0,0,1,0,0,0,0,0,0,0
Eastern Europe,1970,0,0,8,0,0,4,0,0,0,0,0,0
Eastern Europe,1971,0,0,1,0,0,4,0,0,0,0,0,0
Eastern Europe,1972,0,0,1,0,0,0,0,0,0,0,0,0
Eastern Europe,1973,0,0,1,0,0,0,0,0,0,0,0,0
Eastern Europe,1974,0,0,1,0,0,0,0,0,0,0,1,0
Eastern Europe,1975,0,0,0,0,0,0,0,0,0,0,0,0
Eastern Europe,1976,0,0,0,0,0,0,0,0,0,0,0,0
Eastern Europe,1977,0,0,1,0,1,0,0,0,0,0,0,0
Eastern Europe,1978,0,0,1,0,1,0,0,0,0,0,0,0
Eastern Europe,1979,0,0,1,0,0,0,0,0,0,0,0,0
Eastern Europe,1980,0,0,1,0,0,0,0,0,0,0,0,0
Eastern Europe,1981,0,0,2,0,1,0,0,0,0,0,1,0
Eastern Europe,1982,0,0,1,0,2,0,0,0,0,0,0,0
Eastern Europe,1983,0,0,1,0,1,0,0,0,0,0,0,0
Eastern Europe,1984,0,0,1,0,2,0,0,0,0,0,1,0
Eastern Europe,1985,0,0,5,0,0,0,0,0,0,0,0,0
Eastern Europe,1986,0,0,1,0,1,0,0,0,0,0,1,0
Eastern Europe,1987,0,0,0,0,1,0,0,0,0,0,0,0
Eastern Europe,1988,0,0,0,0,0,4,0,0,0,0,0,0
Eastern Europe,1989,0,0,12,0,2,1,0,0,0,0,1,0
Eastern Europe,1990,0,0,27,0,24,6,0,0,0,0,1,0
Eastern Europe,1991,0,0,36,1,39,2,1,0,0,0,5,0
Eastern Europe,1992,0,0,41,0,37,1,2,0,0,0,9,1
Eastern Europe,1994,0,0,54,1,25,0,2,0,0,0,13,0
Eastern Europe,1995,0,1,35,0,20,2,4,0,0,0,6,0
Eastern Europe,1996,0,0,113,0,45,3,5,0,0,0,9,0
Eastern Europe,1997,0,0,128,0,77,8,6,0,0,0,29,0
Eastern Europe,1998,0,1,57,0,41,3,1,0,0,0,2,0
Eastern Europe,1999,0,2,73,0,47,9,1,0,0,0,6,0
Eastern Europe,2000,0,0,147,0,74,4,4,0,0,1,4,0
Eastern Europe,2001,0,0,130,0,95,5,5,1,0,0,16,0
Eastern Europe,2002,0,1,68,0,37,3,1,0,0,0,2,0
Eastern Europe,2003,0,1,63,0,28,3,3,1,0,0,1,0
Eastern Europe,2004,0,1,33,0,7,3,1,0,0,0,1,0
Eastern Europe,2005,0,0,50,0,24,1,0,0,0,1,0,0
Eastern Europe,2006,0,0,39,0,15,1,9,1,0,0,5,0
Eastern Europe,2007,0,1,23,0,35,1,0,0,0,0,2,0
Eastern Europe,2008,0,1,115,0,77,11,2,0,0,0,3,0
Eastern Europe,2009,0,0,93,0,66,2,1,0,0,0,3,0
Eastern Europe,2010,0,0,162,1,83,13,1,0,0,0,1,0
Eastern Europe,2011,0,0,116,0,77,2,0,0,0,0,3,0
Eastern Europe,2012,0,0,117,0,51,0,4,0,0,0,1,0
Eastern Europe,2013,0,1,96,0,55,8,4,0,0,0,1,0
Eastern Europe,2014,0,2,548,1,248,22,19,1,0,0,121,0
Eastern Europe,2015,0,0,567,0,61,24,2,0,0,0,30,0
Eastern Europe,2016,0,0,67,0,37,17,4,0,0,0,9,0
Eastern Europe,2017,0,0,52,0,24,19,8,0,0,2,5,0
Ecuador,1973,0,0,1,0,0,0,0,0,0,0,0,0
Ecuador,1974,0,0,3,0,0,0,0,0,0,0,0,0
Ecuador,1976,0,0,2,0,0,0,0,0,0,0,0,0
Ecuador,1977,0,0,6,0,0,0,0,0,0,0,1,0
Ecuador,1978,0,0,9,0,2,0,0,0,0,0,0,0
Ecuador,1979,0,0,0,0,2,0,0,0,0,0,0,0
Ecuador,1980,0,0,1,0,1,0,0,0,0,0,0,0
Ecuador,1981,0,0,0,0,1,1,0,0,0,0,0,0
Ecuador,1982,0,0,2,0,1,0,0,0,0,0,0,0
Ecuador,1983,0,0,7,0,1,0,0,0,0,0,2,0
Ecuador,1984,0,0,20,0,3,0,0,0,0,0,1,0
Ecuador,1985,0,0,1,0,6,0,0,0,0,0,5,0
Ecuador,1986,0,0,0,0,6,0,0,0,0,0,2,0
Ecuador,1987,0,0,3,0,1,0,0,0,0,0,2,0
Ecuador,1988,0,0,0,0,9,0,0,0,0,0,0,0
Ecuador,1989,0,0,7,0,7,0,0,0,0,0,0,0
Ecuador,1990,0,0,7,0,1,0,0,0,0,0,0,0
Ecuador,1991,0,0,8,0,3,3,0,1,0,0,2,0
Ecuador,1992,0,0,14,0,4,3,1,0,0,0,1,0
Ecuador,1994,0,0,3,0,1,0,0,0,0,0,2,0
Ecuador,1995,0,0,1,0,2,0,0,0,0,0,3,0
Ecuador,1996,0,0,0,0,2,0,0,0,0,0,3,0
Ecuador,1997,0,0,2,0,1,0,0,0,0,0,1,0
Ecuador,1998,0,0,3,0,0,0,0,0,0,0,0,0
Ecuador,1999,0,0,1,0,1,0,0,0,0,0,0,0
Ecuador,2000,0,0,3,0,1,0,0,0,0,0,0,0
Ecuador,2001,0,0,5,0,0,0,0,0,0,0,0,0
Ecuador,2002,0,0,2,0,0,0,0,0,0,0,0,0
Ecuador,2003,0,0,3,0,0,1,0,0,0,0,0,0
Ecuador,2004,0,0,2,0,0,0,0,0,0,0,0,0
Ecuador,2008,0,0,0,0,1,0,0,0,0,0,1,0
Ecuador,2009,0,0,1,0,0,0,0,0,0,0,0,0
Ecuador,2011,0,0,1,0,0,0,0,0,0,0,0,0
Ecuador,2012,0,0,0,0,0,0,0,0,0,0,1,0
Ecuador,2013,0,0,0,0,2,0,0,0,0,0,0,0
Ecuador,2015,0,0,1,0,0,0,0,0,0,0,0,0
Ecuador,2016,0,0,0,0,2,0,0,0,0,0,0,0
Ecuador,2017,0,0,2,0,0,0,0,0,0,0,1,0
Egypt,1970,0,0,1,0,0,0,0,0,0,0,0,0
Egypt,1971,0,0,0,0,1,0,0,0,0,0,0,0
Egypt,1972,0,0,1,0,0,0,0,0,0,0,0,0
Egypt,1977,0,0,0,0,1,0,0,0,0,0,0,0
Egypt,1978,0,0,1,0,1,0,0,0,0,0,0,0
Egypt,1979,0,0,1,0,0,0,0,0,0,0,0,0
Egypt,1980,0,0,3,0,1,0,0,0,0,0,1,0
Egypt,1981,0,0,5,0,1,0,0,0,0,0,3,0
Egypt,1982,0,0,0,0,1,0,0,0,0,0,0,0
Egypt,1985,0,0,0,0,2,0,0,0,0,0,0,0
Egypt,1986,0,0,2,0,2,0,0,0,0,0,0,0
Egypt,1987,0,0,1,0,6,0,0,0,0,0,0,0
Egypt,1988,0,0,6,0,0,1,2,0,0,0,0,0
Egypt,1989,0,0,4,0,1,2,0,0,0,0,0,0
Egypt,1990,0,0,2,0,4,4,3,0,0,0,0,0
Egypt,1991,0,0,3,0,4,0,2,0,0,0,1,0
Egypt,1992,0,0,9,0,38,24,3,0,0,0,5,0
Egypt,1994,0,0,12,0,100,1,3,0,0,0,27,0
Egypt,1995,0,0,2,0,97,0,0,0,0,0,3,0
Egypt,1996,0,0,0,0,49,1,0,0,0,0,1,0
Egypt,1997,0,0,0,0,22,0,0,0,0,0,0,0
Egypt,1998,0,0,0,0,2,0,1,0,0,0,0,0
Egypt,1999,0,0,0,0,1,0,0,0,0,0,0,0
Egypt,2004,0,0,3,0,0,0,0,0,0,0,0,0
Egypt,2005,0,0,2,0,0,0,0,0,0,0,0,0
Egypt,2006,0,0,1,0,1,0,3,0,0,0,0,0
Egypt,2008,0,0,0,0,0,0,0,0,0,0,1,0
Egypt,2009,0,0,2,0,0,0,0,0,0,0,0,0
Egypt,2010,0,0,2,0,0,0,0,0,0,0,0,0
Egypt,2011,0,0,13,0,3,1,0,0,0,0,1,0
Egypt,2012,0,0,15,0,33,0,1,0,0,0,0,0
Egypt,2013,0,0,133,0,174,5,1,0,0,0,8,0
Egypt,2014,0,0,240,0,91,15,5,0,0,0,3,0
Egypt,2015,0,0,461,0,138,14,6,0,0,0,28,0
Egypt,2016,0,0,237,0,101,4,2,0,0,0,32,0
Egypt,2017,0,0,103,0,89,5,10,0,0,0,17,0
