Entity,Year,SO2 emissions per capita (Clio Infra)
Ukraine,1990,0.079902668
Ukraine,2000,0.028616774
United Arab Emirates,1850,0.000154696
United Arab Emirates,1860,0.000154696
United Arab Emirates,1870,0.000148446
United Arab Emirates,1880,0.000142448
United Arab Emirates,1890,0.000136693
United Arab Emirates,1900,0.00013117
United Arab Emirates,1910,0.000107008
United Arab Emirates,1920,9.18637E-05
United Arab Emirates,1930,7.52516E-05
United Arab Emirates,1940,5.70744E-05
United Arab Emirates,1950,0.000313293
United Arab Emirates,1960,0.01271749
United Arab Emirates,1970,0.053546162
United Arab Emirates,1980,0.083810119
United Arab Emirates,1990,0.089960034
United Arab Emirates,2000,0.051113906
United Kingdom,1850,0.041237279
United Kingdom,1860,0.050741936
United Kingdom,1870,0.060293935
United Kingdom,1880,0.068663167
United Kingdom,1890,0.075503367
United Kingdom,1900,0.081965035
United Kingdom,1910,0.086058535
United Kingdom,1920,0.08815601
United Kingdom,1930,0.087155025
United Kingdom,1940,0.092930347
United Kingdom,1950,0.091728607
United Kingdom,1960,0.106891634
United Kingdom,1970,0.114441212
United Kingdom,1980,0.084797408
United Kingdom,1990,0.064814677
United Kingdom,2000,0.020317818
United States,1850,0.012897982
United States,1860,0.021904724
United States,1870,0.035044043
United States,1880,0.05247785
United States,1890,0.084450428
United States,1900,0.120002395
United States,1910,0.17248995
United States,1920,0.18278854
United States,1930,0.157655315
United States,1940,0.138769706
United States,1950,0.134431796
United States,1960,0.116136511
United States,1970,0.142397973
United States,1980,0.103602129
United States,1990,0.08234352
United States,2000,0.051484116
Uruguay,1850,0.000213063
Uruguay,1860,0.000213063
Uruguay,1870,0.000213063
Uruguay,1880,0.000213063
Uruguay,1890,0.000213063
Uruguay,1900,0.000197519
Uruguay,1910,0.000179581
Uruguay,1920,0.000161644
Uruguay,1930,0.000143706
Uruguay,1940,0.000129582
Uruguay,1950,0.009403869
Uruguay,1960,0.016601852
Uruguay,1970,0.019396626
Uruguay,1980,0.018413429
Uruguay,1990,0.009266891
Uruguay,2000,0.009143093
Uzbekistan,1850,0.000327888
Uzbekistan,1860,0.000321237
Uzbekistan,1870,0.00038313
Uzbekistan,1880,0.000507668
Uzbekistan,1890,0.000653376
Uzbekistan,1900,0.001142032
Uzbekistan,1910,0.001265191
Uzbekistan,1920,0.000603982
Uzbekistan,1930,0.003869129
Uzbekistan,1940,0.01687836
Uzbekistan,1950,0.02336527
Uzbekistan,1960,0.050226036
Uzbekistan,1970,0.035034123
Uzbekistan,1980,0.026726508
Uzbekistan,1990,0.017616381
Uzbekistan,2000,0.009145643
Venezuela,1850,0.003164071
Venezuela,1860,0.002608285
Venezuela,1870,0.003414385
Venezuela,1880,0.000216333
Venezuela,1890,0.000259134
Venezuela,1900,0.000359421
Venezuela,1910,0.000595501
Venezuela,1920,0.000554589
Venezuela,1930,0.002016417
Venezuela,1940,0.009202779
Venezuela,1950,0.0132036
Venezuela,1960,0.049583034
Venezuela,1970,0.033040325
Venezuela,1980,0.02202298
Venezuela,1990,0.014672187
Venezuela,2000,0.01229018
Vietnam,1850,0.000172196
Vietnam,1860,0.000180965
Vietnam,1870,0.000193481
Vietnam,1880,0.000183701
Vietnam,1890,0.000182946
Vietnam,1900,0.000369215
Vietnam,1910,0.000603814
Vietnam,1920,0.000696678
Vietnam,1930,0.001521013
Vietnam,1940,0.001998374
Vietnam,1950,0.000493228
Vietnam,1960,0.001257779
Vietnam,1970,0.001796354
Vietnam,1980,0.001766082
Vietnam,1990,0.001730172
Vietnam,2000,0.002540703
Yemen,1850,0.000148493
Yemen,1860,0.000148493
Yemen,1870,0.000148493
Yemen,1880,0.000149138
Yemen,1890,0.000148734
Yemen,1900,0.000148524
Yemen,1910,0.000124348
Yemen,1920,9.9356E-05
Yemen,1930,7.52921E-05
Yemen,1940,5.15464E-05
Yemen,1950,5.32922E-05
Yemen,1960,0.001307949
Yemen,1970,0.000819954
Yemen,1980,0.001130118
Yemen,1990,0.001484223
Yemen,2000,0.018570024
Zambia,1850,0.000686624
Zambia,1860,0.000657774
Zambia,1870,0.000604078
Zambia,1880,0.000554766
Zambia,1890,0.000509479
Zambia,1900,0.000467889
Zambia,1910,0.00040652
Zambia,1920,0.000368012
Zambia,1930,0.021551823
Zambia,1940,0.309239449
Zambia,1950,0.237993467
Zambia,1960,0.405957507
Zambia,1970,0.372605195
Zambia,1980,0.235662155
Zambia,1990,0.076508549
Zambia,2000,0.030584485
Zimbabwe,1850,0.000167029
Zimbabwe,1860,0.000178573
Zimbabwe,1870,0.000190743
Zimbabwe,1880,0.00020355
Zimbabwe,1890,0.000217006
Zimbabwe,1900,0.000231119
Zimbabwe,1910,0.002646897
Zimbabwe,1920,0.007201026
Zimbabwe,1930,0.011435157
Zimbabwe,1940,0.014035094
Zimbabwe,1950,0.022778842
Zimbabwe,1960,0.025659693
Zimbabwe,1970,0.019491497
Zimbabwe,1980,0.018702366
Zimbabwe,1990,0.01786038
Zimbabwe,2000,0.008993583
