Entity,Year,Solid fuel consumption (CDIAC (2016)),Liquid fuel consumption (CDIAC (2016)),Gas fuel consumption (CDIAC (2016)),Cement production (CDIAC (2016)),Gas flaring (CDIAC (2016))
Mozambique,1963,371,59,0,23,0
Mozambique,1964,366,193,0,25,0
Mozambique,1965,346,171,0,30,0
Mozambique,1966,317,232,0,31,0
Mozambique,1967,303,174,0,34,0
Mozambique,1968,404,315,0,39,0
Mozambique,1969,448,395,0,41,0
Mozambique,1970,421,339,0,54,0
Mozambique,1971,453,476,0,57,0
Mozambique,1972,389,447,0,64,0
Mozambique,1973,425,464,0,83,0
Mozambique,1974,408,388,0,63,0
Mozambique,1975,374,375,0,38,0
Mozambique,1976,361,307,0,29,0
Mozambique,1977,227,469,0,44,0
Mozambique,1978,179,561,0,44,0
Mozambique,1979,167,517,0,37,0
Mozambique,1980,209,635,0,32,0
Mozambique,1981,213,435,0,32,0
Mozambique,1982,176,469,0,48,0
Mozambique,1983,131,351,0,57,0
Mozambique,1984,91,267,0,61,0
Mozambique,1985,77,209,0,27,0
Mozambique,1986,48,210,0,10,0
Mozambique,1987,46,213,0,10,0
Mozambique,1988,47,220,0,9,0
Mozambique,1989,46,228,0,10,0
Mozambique,1990,42,226,0,11,0
Mozambique,1991,45,223,0,11,0
Mozambique,1992,43,227,0,4,0
Mozambique,1993,43,248,0,3,0
Mozambique,1994,43,239,0,8,0
Mozambique,1995,41,255,0,8,0
Mozambique,1996,0,260,0,24,0
Mozambique,1997,0,277,0,30,0
Mozambique,1998,0,280,0,29,0
Mozambique,1999,0,295,0,29,0
Mozambique,2000,0,331,0,37,0
Mozambique,2001,0,394,1,36,0
Mozambique,2002,0,364,1,67,0
Mozambique,2003,0,440,1,82,0
Mozambique,2004,0,447,2,75,0
Mozambique,2005,0,392,38,67,0
Mozambique,2006,0,414,44,82,0
Mozambique,2007,7,502,19,90,0
Mozambique,2008,7,477,32,101,0
Mozambique,2009,7,536,41,106,0
Mozambique,2010,7,577,42,120,0
Mozambique,2011,34,662,50,133,0
Mozambique,2012,11,632,47,161,0
Mozambique,2013,10,811,97,177,0
Myanmar,1928,0,862,0,0,
Myanmar,1929,0,832,0,0,
Myanmar,1930,0,842,0,0,
Myanmar,1931,0,801,0,0,
Myanmar,1932,0,813,0,0,
Myanmar,1933,0,818,0,0,
Myanmar,1934,0,836,0,0,
Myanmar,1935,0,826,0,0,
Myanmar,1936,0,849,0,0,
Myanmar,1937,0,878,0,0,
Myanmar,1938,0,843,0,0,
Myanmar,1939,0,882,0,0,
Myanmar,1940,0,866,0,0,
Myanmar,1941,0,869,0,0,
Myanmar,1942,0,280,0,0,
Myanmar,1943,0,112,0,0,
Myanmar,1944,0,84,0,0,
Myanmar,1945,0,81,0,0,
Myanmar,1946,0,2,0,0,
Myanmar,1947,0,7,0,0,
Myanmar,1948,0,42,0,0,
Myanmar,1949,0,28,0,0,
Myanmar,1950,112,106,1,0,0
Myanmar,1951,102,146,1,2,0
Myanmar,1952,150,151,2,6,0
Myanmar,1953,181,166,3,6,0
Myanmar,1954,198,190,3,8,0
Myanmar,1955,151,226,3,8,0
Myanmar,1956,183,260,4,5,0
Myanmar,1957,204,361,3,5,0
Myanmar,1958,250,398,5,5,0
Myanmar,1959,305,445,3,5,0
Myanmar,1960,256,468,11,6,0
Myanmar,1961,193,501,8,5,0
Myanmar,1962,250,520,9,7,0
Myanmar,1963,157,537,8,17,0
Myanmar,1964,162,598,2,18,0
Myanmar,1965,101,621,4,18,0
Myanmar,1966,69,672,6,19,0
Myanmar,1967,150,815,4,18,0
Myanmar,1968,60,709,6,24,0
Myanmar,1969,136,707,9,25,0
Myanmar,1970,159,962,30,23,86
Myanmar,1971,164,1073,35,27,93
Myanmar,1972,104,1037,54,27,114
Myanmar,1973,55,862,53,26,125
Myanmar,1974,119,970,55,23,108
Myanmar,1975,183,866,96,25,82
Myanmar,1976,119,988,132,32,65
Myanmar,1977,94,1043,122,37,115
Myanmar,1978,122,997,143,35,109
Myanmar,1979,39,1032,147,53,120
Myanmar,1980,42,1099,178,53,134
Myanmar,1981,56,1203,221,43,16
Myanmar,1982,74,1124,258,47,23
Myanmar,1983,66,1167,270,46,26
Myanmar,1984,73,1292,362,42,23
Myanmar,1985,79,1177,489,65,20
Myanmar,1986,51,1147,568,59,27
Myanmar,1987,40,652,585,53,27
Myanmar,1988,33,461,575,48,5
Myanmar,1989,51,523,586,54,3
Myanmar,1990,75,558,475,56,2
Myanmar,1991,79,551,448,60,2
Myanmar,1992,33,793,441,63,3
Myanmar,1993,14,841,544,54,4
Myanmar,1994,11,942,680,64,6
Myanmar,1995,18,1045,761,70,4
Myanmar,1996,13,1067,826,69,4
Myanmar,1997,14,1061,892,70,7
Myanmar,1998,15,1276,860,50,3
Myanmar,1999,100,1480,813,46,7
Myanmar,2000,371,1577,748,53,3
Myanmar,2001,427,1288,607,51,6
Myanmar,2002,337,1477,628,64,5
Myanmar,2003,164,1606,834,78,2
Myanmar,2004,199,1711,1408,71,3
Myanmar,2005,160,1437,1489,74,3
Myanmar,2006,260,1488,1675,78,4
Myanmar,2007,224,1517,1683,83,4
Myanmar,2008,177,1405,996,92,3
Myanmar,2009,166,1050,1480,91,3
Myanmar,2010,160,2046,1130,73,3
Myanmar,2011,227,2096,1500,73,3
Myanmar,2012,301,1613,1527,82,3
Myanmar,2013,352,1853,1147,82,3
Namibia,1990,11,0,0,0,0
Namibia,1991,11,277,0,0,0
Namibia,1992,9,306,0,0,0
Namibia,1993,65,314,0,0,0
Namibia,1994,72,357,0,3,0
Namibia,1995,12,430,0,3,0
Namibia,1996,10,460,0,7,0
Namibia,1997,8,475,0,7,0
Namibia,1998,12,488,0,20,0
Namibia,1999,4,450,0,0,0
Namibia,2000,2,445,0,0,0
Namibia,2001,3,548,0,0,0
Namibia,2002,1,479,0,0,0
Namibia,2003,6,506,0,0,0
Namibia,2004,1,534,0,0,0
Namibia,2005,14,615,0,0,0
Namibia,2006,46,589,0,0,0
Namibia,2007,43,601,0,0,0
Namibia,2008,232,676,0,0,0
Namibia,2009,108,728,0,0,0
Namibia,2010,76,768,0,1,0
Namibia,2011,19,698,0,53,0
Namibia,2012,75,777,0,68,0
Namibia,2013,29,685,0,90,0
Nauru,1964,0,8,0,0,0
Nauru,1965,0,9,0,0,0
Nauru,1966,0,9,0,0,0
Nauru,1967,0,13,0,0,0
Nauru,1968,0,13,0,0,0
Nauru,1969,0,18,0,0,0
Nauru,1970,0,18,0,0,0
Nauru,1971,0,24,0,0,0
Nauru,1972,0,21,0,0,0
Nauru,1973,0,23,0,0,0
Nauru,1974,0,27,0,0,0
Nauru,1975,0,28,0,0,0
Nauru,1976,0,28,0,0,0
Nauru,1977,0,31,0,0,0
Nauru,1978,0,31,0,0,0
Nauru,1979,0,31,0,0,0
Nauru,1980,0,34,0,0,0
Nauru,1981,0,34,0,0,0
Nauru,1982,0,34,0,0,0
Nauru,1983,0,34,0,0,0
Nauru,1984,0,34,0,0,0
Nauru,1985,0,34,0,0,0
Nauru,1986,0,44,0,0,0
Nauru,1987,0,43,0,0,0
Nauru,1988,0,43,0,0,0
Nauru,1989,0,43,0,0,0
Nauru,1990,0,34,0,0,0
Nauru,1991,0,34,0,0,0
Nauru,1992,0,33,0,0,0
Nauru,1993,0,31,0,0,0
Nauru,1994,0,30,0,0,0
Nauru,1995,0,29,0,0,0
Nauru,1996,0,28,0,0,0
Nauru,1997,0,28,0,0,0
Nauru,1998,0,27,0,0,0
Nauru,1999,0,25,0,0,0
Nauru,2000,0,23,0,0,0
Nauru,2001,0,22,0,0,0
Nauru,2002,0,21,0,0,0
Nauru,2003,0,18,0,0,0
Nauru,2004,0,18,0,0,0
Nauru,2005,0,17,0,0,0
Nauru,2006,0,12,0,0,0
Nauru,2007,0,12,0,0,0
Nauru,2008,0,12,0,0,0
Nauru,2009,0,11,0,0,0
Nauru,2010,0,12,0,0,0
Nauru,2011,0,11,0,0,0
Nauru,2012,0,11,0,0,0
Nauru,2013,0,12,0,0,0
Nepal,1950,0,7,0,0,0
Nepal,1951,0,8,0,0,0
Nepal,1952,0,8,0,0,0
Nepal,1953,0,10,0,0,0
Nepal,1954,0,11,0,0,0
Nepal,1955,0,12,0,0,0
Nepal,1956,0,13,0,0,0
Nepal,1957,0,15,0,0,0
Nepal,1958,0,16,0,0,0
Nepal,1959,0,18,0,0,0
Nepal,1960,0,22,0,0,0
Nepal,1961,0,22,0,0,0
Nepal,1962,0,24,0,0,0
Nepal,1963,0,27,0,0,0
Nepal,1964,7,33,0,0,0
Nepal,1965,9,40,0,0,0
Nepal,1966,9,43,0,0,0
Nepal,1967,14,44,0,0,0
Nepal,1968,17,53,0,0,0
Nepal,1969,17,91,0,0,0
Nepal,1970,7,55,0,0,0
Nepal,1971,9,45,0,0,0
Nepal,1972,17,56,0,0,0
Nepal,1973,56,59,0,0,0
Nepal,1974,58,53,0,5,0
Nepal,1975,34,61,0,1,0
Nepal,1976,6,67,0,4,0
Nepal,1977,14,72,0,6,0
Nepal,1978,12,74,0,5,0
Nepal,1979,52,85,0,3,0
Nepal,1980,56,87,0,4,0
Nepal,1981,28,91,0,4,0
Nepal,1982,30,88,0,3,0
Nepal,1983,30,99,0,6,0
Nepal,1984,73,114,0,5,0
Nepal,1985,58,123,0,4,0
Nepal,1986,38,141,0,13,0
Nepal,1987,63,154,0,21,0
Nepal,1988,64,177,0,29,0
Nepal,1989,59,160,0,30,0
Nepal,1990,9,148,0,15,0
Nepal,1991,49,196,0,18,0
Nepal,1992,82,250,0,32,0
Nepal,1993,77,286,0,37,0
Nepal,1994,85,336,0,43,0
Nepal,1995,93,418,0,44,0
Nepal,1996,203,434,0,42,0
Nepal,1997,221,507,0,31,0
Nepal,1998,83,492,0,38,0
Nepal,1999,303,536,0,39,0
Nepal,2000,267,529,0,41,0
Nepal,2001,305,547,0,39,0
Nepal,2002,142,535,0,39,0
Nepal,2003,181,554,0,40,0
Nepal,2004,160,530,0,39,0
Nepal,2005,256,546,0,39,0
Nepal,2006,161,498,0,40,0
Nepal,2007,204,469,0,41,0
Nepal,2008,204,690,0,40,0
Nepal,2009,192,827,0,163,0
Nepal,2010,301,893,0,185,0
Nepal,2011,304,919,0,286,0
Nepal,2012,227,1001,0,367,0
Nepal,2013,284,1082,0,408,0
Netherlands,1846,783,0,0,0,
Netherlands,1847,1056,0,0,0,
Netherlands,1848,996,0,0,0,
Netherlands,1849,909,0,0,0,
Netherlands,1850,856,0,0,0,
Netherlands,1851,851,0,0,0,
Netherlands,1852,1027,0,0,0,
Netherlands,1853,1138,0,0,0,
Netherlands,1854,1623,0,0,0,
Netherlands,1855,1269,0,0,0,
Netherlands,1856,1289,0,0,0,
Netherlands,1857,1151,0,0,0,
Netherlands,1858,1012,0,0,0,
Netherlands,1859,962,0,0,0,
Netherlands,1860,1309,0,0,0,
Netherlands,1861,1202,0,0,0,
Netherlands,1862,1548,0,0,0,
Netherlands,1863,1112,3,0,0,
Netherlands,1864,922,7,0,0,
Netherlands,1865,1045,5,0,0,
Netherlands,1866,1143,8,0,0,
Netherlands,1867,1093,10,0,0,
Netherlands,1868,1144,13,0,0,
Netherlands,1869,1180,13,0,0,
Netherlands,1870,1334,15,0,0,
Netherlands,1871,1342,17,0,0,
Netherlands,1872,1437,18,0,0,
Netherlands,1873,1379,23,0,0,
Netherlands,1874,1269,24,0,0,
Netherlands,1875,1450,28,0,0,
Netherlands,1876,1667,28,0,0,
Netherlands,1877,1688,34,0,0,
Netherlands,1878,1790,35,0,0,
Netherlands,1879,1931,37,0,0,
Netherlands,1880,2135,41,0,0,
Netherlands,1881,2146,45,0,0,
Netherlands,1882,2169,50,0,0,
Netherlands,1883,2402,57,0,0,
Netherlands,1884,2398,63,0,0,
Netherlands,1885,2507,64,0,0,
Netherlands,1886,2554,71,0,0,
Netherlands,1887,2596,75,0,0,
Netherlands,1888,2888,75,0,0,
Netherlands,1889,2813,83,0,0,
Netherlands,1890,2720,87,0,0,
Netherlands,1891,3154,95,0,0,
Netherlands,1892,2987,103,0,0,
Netherlands,1893,3019,108,0,0,
Netherlands,1894,3053,118,0,0,
Netherlands,1895,3047,126,0,0,
Netherlands,1896,3282,127,0,0,
Netherlands,1897,3442,134,0,0,
Netherlands,1898,3389,141,0,0,
Netherlands,1899,3489,136,0,0,
Netherlands,1900,3853,141,0,0,
Netherlands,1901,3755,151,0,0,
Netherlands,1902,3744,159,0,0,
Netherlands,1903,4013,162,0,0,
Netherlands,1904,4261,152,0,0,
Netherlands,1905,4371,158,0,0,
Netherlands,1906,4761,167,0,0,
Netherlands,1907,4904,167,0,0,
Netherlands,1908,4999,165,0,0,
Netherlands,1909,5271,165,0,0,
Netherlands,1910,5520,166,0,0,
Netherlands,1911,5858,168,0,0,
Netherlands,1912,6631,171,0,0,
Netherlands,1913,7340,179,0,0,
Netherlands,1914,6746,301,0,0,
Netherlands,1915,6549,147,0,0,
Netherlands,1916,5985,127,0,0,
Netherlands,1917,2275,87,0,0,
Netherlands,1918,3960,4,0,0,
Netherlands,1919,5649,350,0,0,
Netherlands,1920,5649,403,0,0,
Netherlands,1921,5988,353,0,0,
Netherlands,1922,7024,419,0,0,
Netherlands,1923,6903,520,0,0,
Netherlands,1924,7776,574,0,0,
Netherlands,1925,8604,564,0,0,
Netherlands,1926,8719,651,0,0,
Netherlands,1927,9579,783,0,0,
Netherlands,1928,9607,766,0,0,
Netherlands,1929,10484,751,0,29,
Netherlands,1930,10254,846,0,30,
Netherlands,1931,11305,937,0,27,
Netherlands,1932,10471,799,0,35,
Netherlands,1933,9628,850,0,49,
Netherlands,1934,9691,798,0,54,
Netherlands,1935,9229,893,0,49,
Netherlands,1936,9837,996,0,55,
Netherlands,1937,10747,1202,0,60,
Netherlands,1938,10373,1385,0,62,
Netherlands,1939,11035,0,0,74,
Netherlands,1940,9126,0,0,0,
Netherlands,1941,10071,0,0,63,
Netherlands,1942,9392,0,0,50,
Netherlands,1943,9484,0,0,49,
Netherlands,1944,6340,0,0,29,
Netherlands,1945,3968,0,0,31,
Netherlands,1946,8381,53,0,55,
Netherlands,1947,10072,2030,0,71,
Netherlands,1948,10411,2407,3,80,
Netherlands,1949,11216,2489,3,75,
Netherlands,1950,11645,2268,4,81,0
Netherlands,1951,12196,2708,4,95,0
Netherlands,1952,11957,2859,8,111,0
Netherlands,1953,11892,3063,12,117,0
Netherlands,1954,12029,3729,48,132,0
Netherlands,1955,12089,4338,70,150,0
Netherlands,1956,12273,5238,81,171,0
Netherlands,1957,11857,5464,78,180,0
Netherlands,1958,11438,6479,100,186,0
Netherlands,1959,10790,7190,122,218,0
Netherlands,1960,11135,8488,177,245,0
Netherlands,1961,10999,9197,240,259,0
Netherlands,1962,11534,10661,263,274,0
Netherlands,1963,11878,12411,305,283,0
Netherlands,1964,10406,15199,420,391,0
Netherlands,1965,9619,16560,823,404,0
Netherlands,1966,8860,17416,1561,430,0
Netherlands,1967,8115,17731,2819,455,0
Netherlands,1968,7454,18396,4649,467,0
Netherlands,1969,6596,19493,5050,448,22
Netherlands,1970,5132,23382,9647,521,25
Netherlands,1971,3567,21784,12490,550,26
Netherlands,1972,2823,23501,16144,547,16
Netherlands,1973,2820,23978,17811,554,9
Netherlands,1974,3021,21048,19119,556,10
Netherlands,1975,2324,19266,19623,504,12
Netherlands,1976,2518,22812,20458,473,12
Netherlands,1977,2671,21362,20224,530,11
Netherlands,1978,3005,21662,21300,533,9
Netherlands,1979,3198,24447,23063,503,6
Netherlands,1980,3465,22830,21594,509,8
Netherlands,1981,4017,18262,22241,451,13
Netherlands,1982,3504,15584,17108,422,13
Netherlands,1983,5528,13536,18203,423,13
Netherlands,1984,6895,12960,19249,432,21
Netherlands,1985,6894,12816,20214,396,25
Netherlands,1986,6382,14424,18280,422,60
Netherlands,1987,6964,15306,18893,398,45
Netherlands,1988,7732,14713,17122,465,32
Netherlands,1989,8350,14613,20965,482,68
Netherlands,1990,9018,14378,19243,507,50
Netherlands,1991,8165,14820,21518,482,53
Netherlands,1992,8084,14802,20849,449,56
Netherlands,1993,8289,14752,21405,419,78
Netherlands,1994,8956,14771,20838,432,84
Netherlands,1995,9022,14803,21547,432,94
Netherlands,1996,8680,14812,23737,427,109
Netherlands,1997,8001,14942,22331,439,64
Netherlands,1998,7946,15405,22192,435,60
Netherlands,1999,7015,15554,21599,473,57
Netherlands,2000,6954,15752,21857,469,61
Netherlands,2001,6744,16128,22406,460,94
Netherlands,2002,7791,16317,22356,420,28
Netherlands,2003,8100,16732,22480,333,25
Netherlands,2004,7911,16980,22950,324,19
Netherlands,2005,7667,16342,22062,339,18
Netherlands,2006,7259,16522,21397,379,14
Netherlands,2007,7247,18341,20778,367,34
Netherlands,2008,7253,17908,21645,421,49
Netherlands,2009,6735,17221,21842,319,22
Netherlands,2010,6869,17869,24487,291,20
Netherlands,2011,7440,17871,21362,315,25
Netherlands,2012,8212,17195,20480,280,23
Netherlands,2013,8080,17266,20646,340,20
Netherlands Antilles,1986,0,829,0,0,0
Netherlands Antilles,1987,0,737,0,0,0
Netherlands Antilles,1988,0,726,0,0,0
Netherlands Antilles,1989,0,1382,0,0,0
Netherlands Antilles,1990,0,1480,0,0,0
Netherlands Antilles,1991,0,1181,0,0,0
Netherlands Antilles,1992,0,973,0,0,0
Netherlands Antilles,1993,0,1502,0,0,0
Netherlands Antilles,1994,0,1440,0,0,0
Netherlands Antilles,1995,0,1425,0,0,0
Netherlands Antilles,1996,0,1333,0,0,0
Netherlands Antilles,1997,0,1395,0,0,0
Netherlands Antilles,1998,0,77,0,0,0
Netherlands Antilles,1999,0,577,0,0,0
Netherlands Antilles,2000,0,1531,0,0,0
Netherlands Antilles,2001,0,1559,0,0,0
Netherlands Antilles,2002,0,1503,0,0,0
Netherlands Antilles,2003,0,1504,0,0,0
Netherlands Antilles,2004,0,1578,0,0,0
Netherlands Antilles,2005,0,1564,0,0,0
Netherlands Antilles,2006,0,1630,0,0,0
Netherlands Antilles,2007,0,1835,0,0,0
Netherlands Antilles,2008,0,1765,0,0,0
Netherlands Antilles,2009,0,1806,0,0,0
Netherlands Antilles,2010,0,1244,0,0,0
Netherlands Antilles,2011,0,1587,0,0,0
Netherlands Antilles and Aruba,1926,0,3055,0,0,
Netherlands Antilles and Aruba,1927,0,3009,0,0,
Netherlands Antilles and Aruba,1928,0,7885,0,0,
Netherlands Antilles and Aruba,1929,0,9892,0,0,
Netherlands Antilles and Aruba,1930,0,12105,0,0,
Netherlands Antilles and Aruba,1931,0,10311,0,0,
Netherlands Antilles and Aruba,1932,0,10008,0,0,
Netherlands Antilles and Aruba,1933,0,10676,0,0,
Netherlands Antilles and Aruba,1934,0,11896,0,0,
Netherlands Antilles and Aruba,1935,0,13734,0,0,
Netherlands Antilles and Aruba,1936,0,14667,0,0,
Netherlands Antilles and Aruba,1937,0,17732,0,0,
Netherlands Antilles and Aruba,1938,0,19011,0,0,
Netherlands Antilles and Aruba,1939,0,17894,0,0,
Netherlands Antilles and Aruba,1940,0,14813,0,0,
Netherlands Antilles and Aruba,1941,0,18305,0,0,
Netherlands Antilles and Aruba,1942,0,10666,0,0,
Netherlands Antilles and Aruba,1943,0,17226,0,0,
Netherlands Antilles and Aruba,1944,0,21598,0,0,
Netherlands Antilles and Aruba,1945,0,25056,0,0,
Netherlands Antilles and Aruba,1946,0,27543,0,0,
Netherlands Antilles and Aruba,1947,0,30317,0,0,
Netherlands Antilles and Aruba,1948,0,30891,0,0,
Netherlands Antilles and Aruba,1950,0,2003,0,0,0
Netherlands Antilles and Aruba,1951,0,3159,0,0,0
Netherlands Antilles and Aruba,1952,0,1824,0,0,0
Netherlands Antilles and Aruba,1953,0,2111,0,0,0
Netherlands Antilles and Aruba,1954,0,4270,0,0,0
Netherlands Antilles and Aruba,1955,0,3532,0,0,0
Netherlands Antilles and Aruba,1956,0,4568,0,0,0
Netherlands Antilles and Aruba,1957,0,3120,0,0,0
Netherlands Antilles and Aruba,1958,0,2733,0,0,0
Netherlands Antilles and Aruba,1959,0,3518,0,0,0
Netherlands Antilles and Aruba,1960,0,3025,0,0,0
Netherlands Antilles and Aruba,1961,0,3157,0,0,0
Netherlands Antilles and Aruba,1962,0,3467,0,0,0
Netherlands Antilles and Aruba,1963,0,3321,0,0,0
Netherlands Antilles and Aruba,1964,0,3229,0,0,0
Netherlands Antilles and Aruba,1965,0,2897,0,0,0
Netherlands Antilles and Aruba,1966,0,2709,0,0,0
Netherlands Antilles and Aruba,1967,0,3337,0,0,0
Netherlands Antilles and Aruba,1968,0,3103,0,0,0
Netherlands Antilles and Aruba,1969,0,4061,0,0,0
Netherlands Antilles and Aruba,1970,0,4542,0,0,0
Netherlands Antilles and Aruba,1971,0,3953,0,0,0
Netherlands Antilles and Aruba,1972,0,3833,0,0,0
Netherlands Antilles and Aruba,1973,0,4252,0,0,0
Netherlands Antilles and Aruba,1974,0,3854,0,0,0
Netherlands Antilles and Aruba,1975,0,2791,0,0,0
Netherlands Antilles and Aruba,1976,0,5962,0,0,0
Netherlands Antilles and Aruba,1977,0,3114,0,0,0
Netherlands Antilles and Aruba,1978,0,2652,0,0,0
Netherlands Antilles and Aruba,1979,0,2782,0,0,0
Netherlands Antilles and Aruba,1980,0,2863,0,0,0
Netherlands Antilles and Aruba,1981,0,2727,0,0,0
Netherlands Antilles and Aruba,1982,0,3049,0,0,0
Netherlands Antilles and Aruba,1983,0,1567,0,0,0
Netherlands Antilles and Aruba,1984,0,3913,0,0,0
Netherlands Antilles and Aruba,1985,0,4580,0,0,0
New Caledonia,1950,50,10,0,0,0
New Caledonia,1951,64,13,0,0,0
New Caledonia,1952,115,13,0,0,0
New Caledonia,1953,94,15,0,0,0
New Caledonia,1954,125,17,0,0,0
New Caledonia,1955,168,23,0,0,0
New Caledonia,1956,287,31,0,0,0
New Caledonia,1957,249,43,0,0,0
New Caledonia,1958,163,39,0,0,0
New Caledonia,1959,128,33,0,0,0
New Caledonia,1960,186,49,0,0,0
New Caledonia,1961,181,61,0,0,0
New Caledonia,1962,102,52,0,0,0
New Caledonia,1963,119,50,0,0,0
New Caledonia,1964,202,98,0,0,0
New Caledonia,1965,216,120,0,0,0
New Caledonia,1966,250,162,0,0,0
New Caledonia,1967,234,167,0,0,0
New Caledonia,1968,252,250,0,0,0
New Caledonia,1969,212,213,0,0,0
New Caledonia,1970,289,364,0,0,0
New Caledonia,1971,250,410,0,0,0
New Caledonia,1972,88,377,0,0,0
New Caledonia,1973,75,627,0,7,0
New Caledonia,1974,91,659,0,9,0
New Caledonia,1975,74,608,0,8,0
New Caledonia,1976,54,591,0,7,0
New Caledonia,1977,68,509,0,7,0
New Caledonia,1978,32,381,0,8,0
New Caledonia,1979,64,376,0,8,0
New Caledonia,1980,87,451,0,8,0
New Caledonia,1981,59,314,0,7,0
New Caledonia,1982,47,291,0,7,0
New Caledonia,1983,70,237,0,8,0
New Caledonia,1984,75,246,0,8,0
New Caledonia,1985,128,260,0,8,0
New Caledonia,1986,127,251,0,5,0
New Caledonia,1987,112,279,0,7,0
New Caledonia,1988,123,280,0,8,0
New Caledonia,1989,150,291,0,9,0
New Caledonia,1990,119,304,0,9,0
New Caledonia,1991,127,342,0,12,0
New Caledonia,1992,88,332,0,12,0
New Caledonia,1993,114,375,0,12,0
New Caledonia,1994,146,383,0,12,0
New Caledonia,1995,135,418,0,14,0
New Caledonia,1996,182,403,0,14,0
New Caledonia,1997,82,403,0,14,0
New Caledonia,1998,87,407,0,0,0
New Caledonia,1999,80,481,0,0,0
New Caledonia,2000,178,418,0,14,0
New Caledonia,2001,181,321,0,13,0
New Caledonia,2002,193,449,0,14,0
New Caledonia,2003,219,514,0,14,0
New Caledonia,2004,196,477,0,16,0
New Caledonia,2005,182,572,0,16,0
New Caledonia,2006,198,528,0,16,0
New Caledonia,2007,171,615,0,17,0
New Caledonia,2008,175,589,0,19,0
New Caledonia,2009,215,577,0,19,0
New Caledonia,2010,332,612,0,22,0
New Caledonia,2011,345,630,0,20,0
New Caledonia,2012,345,628,0,17,0
New Caledonia,2013,350,687,0,15,0
New Zealand,1878,97,0,0,0,
New Zealand,1879,138,0,0,0,
New Zealand,1880,179,0,0,0,
New Zealand,1881,201,0,0,0,
New Zealand,1882,226,0,0,0,
New Zealand,1883,253,0,0,0,
New Zealand,1884,289,0,0,0,
New Zealand,1885,308,0,0,0,
New Zealand,1886,322,0,0,0,
New Zealand,1887,338,0,0,0,
New Zealand,1888,372,0,0,0,
New Zealand,1889,358,0,0,0,
New Zealand,1890,388,0,0,0,
New Zealand,1891,407,0,0,0,
New Zealand,1892,410,0,0,0,
New Zealand,1893,421,0,0,0,
New Zealand,1894,439,0,0,0,
New Zealand,1895,443,0,0,0,
New Zealand,1896,483,0,0,0,
New Zealand,1897,512,0,0,0,
New Zealand,1898,552,0,0,0,
New Zealand,1899,594,0,0,0,
New Zealand,1900,666,0,0,0,
New Zealand,1901,748,0,0,0,
New Zealand,1902,830,0,0,0,
New Zealand,1903,865,0,0,0,
New Zealand,1904,937,0,0,0,
New Zealand,1905,966,0,0,0,
New Zealand,1906,1054,0,0,0,
New Zealand,1907,1115,0,0,0,
New Zealand,1908,1133,0,0,0,
New Zealand,1909,1164,0,0,0,
New Zealand,1910,1338,0,0,0,
New Zealand,1911,1258,0,0,0,
New Zealand,1912,1327,0,0,0,
New Zealand,1913,1150,0,0,0,
New Zealand,1914,1387,0,0,0,
New Zealand,1915,1346,0,0,0,
New Zealand,1916,1375,0,0,0,
New Zealand,1917,1260,0,0,0,
New Zealand,1918,1240,0,0,0,
New Zealand,1919,1127,0,0,0,
New Zealand,1920,971,0,0,0,
New Zealand,1921,955,0,0,0,
New Zealand,1922,972,0,0,0,
New Zealand,1923,1047,0,0,0,
New Zealand,1924,1089,0,0,0,
New Zealand,1925,1116,0,0,0,
New Zealand,1926,1166,0,0,0,
New Zealand,1927,1227,0,0,0,
New Zealand,1928,1260,0,0,28,
New Zealand,1929,1309,0,0,27,
New Zealand,1930,1302,0,0,26,
New Zealand,1931,1136,1,0,21,
New Zealand,1932,945,1,0,20,
New Zealand,1933,944,1,0,24,
New Zealand,1934,1087,1,0,0,
New Zealand,1935,1116,1,0,17,
New Zealand,1936,1118,1,0,21,
New Zealand,1937,1171,1,0,24,
New Zealand,1938,1128,1,0,30,
New Zealand,1939,1186,0,0,32,
New Zealand,1940,1270,0,0,30,
New Zealand,1941,1336,0,0,30,
New Zealand,1942,1362,0,0,30,
New Zealand,1943,1435,0,0,31,
New Zealand,1944,1462,0,0,31,
New Zealand,1945,1501,0,0,32,
New Zealand,1946,1479,0,0,31,
New Zealand,1947,1458,0,0,30,
New Zealand,1948,1469,0,0,34,
New Zealand,1949,1496,1,0,35,
New Zealand,1950,1592,712,0,35,0
New Zealand,1951,1432,775,0,22,0
New Zealand,1952,1624,884,0,36,0
New Zealand,1953,1492,805,0,38,0
New Zealand,1954,1542,889,0,44,0
New Zealand,1955,1526,982,0,56,0
New Zealand,1956,1567,1013,0,61,0
New Zealand,1957,1565,1175,0,73,0
New Zealand,1958,1622,1081,0,76,0
New Zealand,1959,1675,1066,0,76,0
New Zealand,1960,1800,1264,0,84,0
New Zealand,1961,1756,1364,0,89,0
New Zealand,1962,1534,1437,0,86,0
New Zealand,1963,1643,1594,0,98,0
New Zealand,1964,1730,1737,0,107,0
New Zealand,1965,1594,2026,0,115,0
New Zealand,1966,1590,2113,0,119,0
New Zealand,1967,1415,2194,0,111,0
New Zealand,1968,1321,2254,0,104,0
New Zealand,1969,1384,2399,0,109,0
New Zealand,1970,1358,2339,56,113,5
New Zealand,1971,1239,2678,72,112,7
New Zealand,1972,1272,2897,115,122,11
New Zealand,1973,1454,3216,138,144,13
