Entity,Year,Rate of Natural Population Increase (UN Population Division (2015))
North Korea,1985,1.5556
North Korea,1990,1.4536
North Korea,1995,1.4961
North Korea,2000,0.9654
North Korea,2005,0.8343
North Korea,2010,0.5689
North Korea,2015,0.5274
Northern Africa,1955,2.6224
Northern Africa,1960,2.8004
Northern Africa,1965,2.861
Northern Africa,1970,2.8139
Northern Africa,1975,2.7315
Northern Africa,1980,2.8227
Northern Africa,1985,2.8593
Northern Africa,1990,2.6819
Northern Africa,1995,2.2671
Northern Africa,2000,1.9278
Northern Africa,2005,1.8377
Northern Africa,2010,1.9027
Northern Africa,2015,2.0725
Northern America,1955,1.5078
Northern America,1960,1.5502
Northern America,1965,1.3121
Northern America,1970,0.8648
Northern America,1975,0.6402
Northern America,1980,0.62
Northern America,1985,0.6748
Northern America,1990,0.6882
Northern America,1995,0.6804
Northern America,2000,0.5627
Northern America,2005,0.5373
Northern America,2010,0.5536
Northern America,2015,0.4291
Northern Europe,1955,0.5088
Northern Europe,1960,0.585
Northern Europe,1965,0.6848
Northern Europe,1970,0.5551
Northern Europe,1975,0.29
Northern Europe,1980,0.1286
Northern Europe,1985,0.1669
Northern Europe,1990,0.2367
Northern Europe,1995,0.2058
Northern Europe,2000,0.1254
Northern Europe,2005,0.1171
Northern Europe,2010,0.2765
Northern Europe,2015,0.2877
Norway,1955,1.0045
Norway,1960,0.9243
Norway,1965,0.7901
Norway,1970,0.7252
Norway,1975,0.5137
Norway,1980,0.2748
Norway,1985,0.1994
Norway,1990,0.2542
Norway,1995,0.3373
Norway,2000,0.33
Norway,2005,0.287
Norway,2010,0.3903
Norway,2015,0.3328
Oceania,1955,1.511
Oceania,1960,1.6045
Oceania,1965,1.5578
Oceania,1970,1.455
Oceania,1975,1.4727
Oceania,1980,1.2404
Oceania,1985,1.2398
Oceania,1990,1.1853
Oceania,1995,1.2006
Oceania,2000,1.1244
Oceania,2005,1.0724
Oceania,2010,1.1255
Oceania,2015,1.0397
Oman,1955,2.0753
Oman,1960,2.5168
Oman,1965,2.8305
Oman,1970,3.0795
Oman,1975,3.3059
Oman,1980,3.8484
Oman,1985,3.9587
Oman,1990,3.6559
Oman,1995,2.8572
Oman,2000,2.3057
Oman,2005,1.9134
Oman,2010,1.8446
Oman,2015,1.8068
Other non-specified areas,1955,3.0975
Other non-specified areas,1960,3.3941
Other non-specified areas,1965,2.9524
Other non-specified areas,1970,2.4212
Other non-specified areas,1975,2.019
Other non-specified areas,1980,1.844
Other non-specified areas,1985,1.5954
Other non-specified areas,1990,1.2231
Other non-specified areas,1995,1.0631
Other non-specified areas,2000,0.8896
Other non-specified areas,2005,0.5898
Other non-specified areas,2010,0.391
Other non-specified areas,2015,0.1551
Pakistan,1955,1.4841
Pakistan,1960,2.11
Pakistan,1965,2.5189
Pakistan,1970,2.7373
Pakistan,1975,2.8299
Pakistan,1980,2.9215
Pakistan,1985,2.9953
Pakistan,1990,3.064
Pakistan,1995,2.8011
Pakistan,2000,2.5117
Pakistan,2005,2.1951
Pakistan,2010,2.2243
Pakistan,2015,2.2245
Palestine,1955,2.5978
Palestine,1960,2.9083
Palestine,1965,3.534
Palestine,1970,3.7468
Palestine,1975,3.7454
Palestine,1980,3.836
Palestine,1985,3.8033
Palestine,1990,3.9557
Palestine,1995,4.0862
Palestine,2000,3.6665
Palestine,2005,3.2083
Palestine,2010,3.0298
Palestine,2015,2.9457
Panama,1955,2.9432
Panama,1960,3.106
Panama,1965,3.1645
Panama,1970,3.0679
Panama,1975,2.9187
Panama,1980,2.658
Panama,1985,2.4147
Panama,1990,2.227
Panama,1995,2.0361
Panama,2000,1.9479
Panama,2005,1.7292
Panama,2010,1.6079
Panama,2015,1.4863
Papua New Guinea,1955,1.2916
Papua New Guinea,1960,1.6169
Papua New Guinea,1965,1.923
Papua New Guinea,1970,2.3557
Papua New Guinea,1975,2.9158
Papua New Guinea,1980,2.7487
Papua New Guinea,1985,2.683
Papua New Guinea,1990,2.4505
Papua New Guinea,1995,2.5154
Papua New Guinea,2000,2.609
Papua New Guinea,2005,2.488
Papua New Guinea,2010,2.3522
Papua New Guinea,2015,2.1339
Paraguay,1955,3.5438
Paraguay,1960,3.4061
Paraguay,1965,3.3243
Paraguay,1970,3.1783
Paraguay,1975,2.8542
Paraguay,1980,2.9205
Paraguay,1985,2.9911
Paraguay,1990,2.8363
Paraguay,1995,2.5769
Paraguay,2000,2.328
Paraguay,2005,1.9452
Paraguay,2010,1.7714
Paraguay,2015,1.6062
Peru,1955,2.605
Peru,1960,2.752
Peru,1965,2.9095
Peru,1970,2.8593
Peru,1975,2.7677
Peru,1980,2.7349
Peru,1985,2.4971
Peru,1990,2.385
Peru,1995,2.1857
Peru,2000,1.9347
Peru,2005,1.7416
Peru,2010,1.5817
Peru,2015,1.4769
Philippines,1955,3.5311
Philippines,1960,3.379
Philippines,1965,3.2458
Philippines,1970,3.0952
Philippines,1975,2.9718
Philippines,1980,2.8934
Philippines,1985,2.7933
Philippines,1990,2.7255
Philippines,1995,2.5476
Philippines,2000,2.3989
Philippines,2005,2.2689
Philippines,2010,1.9481
Philippines,2015,1.7261
Poland,1955,1.8779
Poland,1960,1.8335
Poland,1965,1.1973
Poland,1970,0.8827
Poland,1975,0.909
Poland,1980,0.9843
Poland,1985,0.9746
Poland,1990,0.6174
Poland,1995,0.3319
Poland,2000,0.0718
Poland,2005,-0.0317
Poland,2010,0.055
Poland,2015,0.0575
Polynesia,1955,3.297
Polynesia,1960,3.3977
Polynesia,1965,3.3301
Polynesia,1970,3.0753
Polynesia,1975,2.7573
Polynesia,1980,2.6446
Polynesia,1985,2.6466
Polynesia,1990,2.5818
Polynesia,1995,2.3511
Polynesia,2000,2.0949
Polynesia,2005,1.9039
Polynesia,2010,1.7691
Polynesia,2015,1.5668
Portugal,1955,1.1934
Portugal,1960,1.2392
Portugal,1965,1.2637
Portugal,1970,1.101
Portugal,1975,0.9125
Portugal,1980,0.7837
Portugal,1985,0.4883
Portugal,1990,0.2203
Portugal,1995,0.0781
Portugal,2000,0.0521
Portugal,2005,0.0447
Portugal,2010,-0.0422
Portugal,2015,-0.1815
Puerto Rico,1955,2.8586
Puerto Rico,1960,2.7604
Puerto Rico,1965,2.5424
Puerto Rico,1970,2.0164
Puerto Rico,1975,1.8657
Puerto Rico,1980,1.7998
Puerto Rico,1985,1.4057
Puerto Rico,1990,1.1816
Puerto Rico,1995,0.9544
Puerto Rico,2000,0.7361
Puerto Rico,2005,0.5815
Puerto Rico,2010,0.4635
Puerto Rico,2015,0.4171
Qatar,1955,3.4106
Qatar,1960,3.359
Qatar,1965,3.2758
Qatar,1970,3.2535
Qatar,1975,3.0163
Qatar,1980,3.2023
Qatar,1985,3.0438
Qatar,1990,2.2602
Qatar,1995,1.9231
Qatar,2000,1.8125
Qatar,2005,1.6255
Qatar,2010,1.1336
Qatar,2015,1.0632
Reunion,1955,3.0385
Reunion,1960,3.059
Reunion,1965,3.1669
Reunion,1970,2.765
Reunion,1975,1.9638
Reunion,1980,1.7105
Reunion,1985,1.736
Reunion,1990,1.8431
Reunion,1995,1.6625
Reunion,2000,1.5153
Reunion,2005,1.46
Reunion,2010,1.2659
Reunion,2015,1.0214
Romania,1955,1.4823
Romania,1960,1.2543
Romania,1965,0.8082
Romania,1970,1.1736
Romania,1975,1.0601
Romania,1980,0.9453
Romania,1985,0.605
Romania,1990,0.5028
Romania,1995,-0.0037
Romania,2000,-0.2014
Romania,2005,-0.2114
Romania,2010,-0.2248
Romania,2015,-0.352
Russia,1955,1.5921
Russia,1960,1.6813
Russia,1965,1.3019
Russia,1970,0.6537
Russia,1975,0.599
Russia,1980,0.5349
Russia,1985,0.5417
Russia,1990,0.5075
Russia,1995,-0.2427
Russia,2000,-0.5701
Russia,2005,-0.6226
Russia,2010,-0.3657
Russia,2015,-0.1143
Rwanda,1955,2.8808
Rwanda,1960,2.9888
Rwanda,1965,2.8511
Rwanda,1970,2.8715
Rwanda,1975,3.0794
Rwanda,1980,3.3752
Rwanda,1985,3.6493
Rwanda,1990,3.3243
Rwanda,1995,0.0026
Rwanda,2000,2.5806
Rwanda,2005,2.4872
Rwanda,2010,2.8193
Rwanda,2015,2.5402
Saint Lucia,1955,3.0654
Saint Lucia,1960,3.554
Saint Lucia,1965,3.3885
Saint Lucia,1970,3.104
Saint Lucia,1975,2.8526
Saint Lucia,1980,3.0113
Saint Lucia,1985,2.7125
Saint Lucia,1990,2.4227
Saint Lucia,1995,1.9166
Saint Lucia,2000,1.4286
Saint Lucia,2005,1.0777
Saint Lucia,2010,1.0665
Saint Lucia,2015,0.8347
Saint Vincent and the Grenadines,1955,3.2548
Saint Vincent and the Grenadines,1960,3.3939
Saint Vincent and the Grenadines,1965,3.4388
Saint Vincent and the Grenadines,1970,3.2872
Saint Vincent and the Grenadines,1975,2.9986
Saint Vincent and the Grenadines,1980,2.4779
Saint Vincent and the Grenadines,1985,2.2082
Saint Vincent and the Grenadines,1990,1.9124
Saint Vincent and the Grenadines,1995,1.7243
Saint Vincent and the Grenadines,2000,1.4301
Saint Vincent and the Grenadines,2005,1.1174
Saint Vincent and the Grenadines,2010,1.0435
Saint Vincent and the Grenadines,2015,0.9409
Samoa,1955,3.374
Samoa,1960,3.3129
Samoa,1965,3.3729
Samoa,1970,3.1306
Samoa,1975,2.9223
Samoa,1980,2.8323
Samoa,1985,2.7765
Samoa,1990,2.662
Samoa,1995,2.5244
Samoa,2000,2.5241
Samoa,2005,2.3738
Samoa,2010,2.3469
Samoa,2015,2.0977
Sao Tome and Principe,1955,2.6674
Sao Tome and Principe,1960,2.91
Sao Tome and Principe,1965,3.0047
Sao Tome and Principe,1970,2.9337
Sao Tome and Principe,1975,2.7706
Sao Tome and Principe,1980,3.0564
Sao Tome and Principe,1985,2.9426
Sao Tome and Principe,1990,2.9507
Sao Tome and Principe,1995,2.962
Sao Tome and Principe,2000,3.0074
Sao Tome and Principe,2005,2.9735
Sao Tome and Principe,2010,2.8804
Sao Tome and Principe,2015,2.7754
Saudi Arabia,1955,2.4585
Saudi Arabia,1960,2.6287
Saudi Arabia,1965,2.8268
Saudi Arabia,1970,3.0178
Saudi Arabia,1975,3.3183
Saudi Arabia,1980,3.4334
Saudi Arabia,1985,3.5348
Saudi Arabia,1990,3.2424
Saudi Arabia,1995,2.8592
Saudi Arabia,2000,2.4633
Saudi Arabia,2005,2.0876
Saudi Arabia,2010,1.9156
Saudi Arabia,2015,1.7439
Senegal,1955,2.0712
Senegal,1960,2.3597
Senegal,1965,2.4711
Senegal,1970,2.4504
Senegal,1975,2.7073
Senegal,1980,3.0678
Senegal,1985,3.1798
Senegal,1990,3.2582
Senegal,1995,3.1225
Senegal,2000,2.9286
Senegal,2005,2.9523
Senegal,2010,3.061
Senegal,2015,3.2365
Serbia,1955,1.3387
Serbia,1960,1.0056
Serbia,1965,0.9524
Serbia,1970,0.9389
Serbia,1975,0.958
Serbia,1980,0.9271
Serbia,1985,0.7829
Serbia,1990,0.6217
Serbia,1995,0.3878
Serbia,2000,0.2607
Serbia,2005,-0.0006
Serbia,2010,-0.1961
Serbia,2015,-0.2414
Seychelles,1955,2.3737
Seychelles,1960,2.3878
Seychelles,1965,2.7554
Seychelles,1970,2.6599
Seychelles,1975,2.4992
Seychelles,1980,2.1935
Seychelles,1985,1.9534
Seychelles,1990,1.7316
Seychelles,1995,1.4799
Seychelles,2000,1.162
Seychelles,2005,1.196
Seychelles,2010,1.1979
Seychelles,2015,1.0427
Sierra Leone,1955,1.0796
Sierra Leone,1960,1.2269
Sierra Leone,1965,1.3405
Sierra Leone,1970,1.4949
Sierra Leone,1975,1.9073
Sierra Leone,1980,2.1906
Sierra Leone,1985,2.3176
Sierra Leone,1990,2.176
Sierra Leone,1995,1.836
Sierra Leone,2000,1.8885
Sierra Leone,2005,2.2364
Sierra Leone,2010,2.3771
Sierra Leone,2015,2.284
Singapore,1955,3.7475
Singapore,1960,3.538
Singapore,1965,2.7943
Singapore,1970,1.9715
Singapore,1975,1.6827
Singapore,1980,1.1791
Singapore,1985,1.2204
Singapore,1990,1.3133
Singapore,1995,1.3375
Singapore,2000,0.9745
Singapore,2005,0.6739
Singapore,2010,0.5606
Singapore,2015,0.475
Slovakia,1955,1.714
Slovakia,1960,1.5424
Slovakia,1965,1.258
Slovakia,1970,0.9477
Slovakia,1975,0.9825
Slovakia,1980,1.0433
Slovakia,1985,0.8046
Slovakia,1990,0.5943
Slovakia,1995,0.3772
Slovakia,2000,0.0971
Slovakia,2005,-0.0076
Slovakia,2010,0.0449
Slovakia,2015,0.067
Slovenia,1955,0.9881
Slovenia,1960,0.8877
Slovenia,1965,0.8067
Slovenia,1970,0.6681
Slovenia,1975,0.6459
Slovenia,1980,0.6542
Slovenia,1985,0.4331
Slovenia,1990,0.2913
Slovenia,1995,0.0243
Slovenia,2000,-0.0435
Slovenia,2005,-0.0715
Slovenia,2010,0.0626
Slovenia,2015,0.1041
Solomon Islands,1955,2.1773
Solomon Islands,1960,2.415
Solomon Islands,1965,2.6115
Solomon Islands,1970,2.8615
Solomon Islands,1975,3.5096
Solomon Islands,1980,3.4887
Solomon Islands,1985,3.2066
Solomon Islands,1990,2.9432
Solomon Islands,1995,2.8824
Solomon Islands,2000,2.7879
Solomon Islands,2005,2.8069
Solomon Islands,2010,2.7632
Solomon Islands,2015,2.4971
Somalia,1955,1.9131
Somalia,1960,2.0266
Somalia,1965,2.1574
Somalia,1970,2.2985
Somalia,1975,2.3779
Somalia,1980,2.492
Somalia,1985,2.6674
Somalia,1990,2.8587
Somalia,1995,2.8993
Somalia,2000,3.3178
Somalia,2005,3.2337
Somalia,2010,3.2463
Somalia,2015,3.1526
South Africa,1955,2.3507
South Africa,1960,2.4384
South Africa,1965,2.4749
South Africa,1970,2.3514
South Africa,1975,2.4603
South Africa,1980,2.4134
South Africa,1985,2.4046
South Africa,1990,2.2608
South Africa,1995,1.9579
South Africa,2000,1.5343
South Africa,2005,1.0226
South Africa,2010,0.7466
South Africa,2015,0.8552
South America,1955,2.6275
South America,1960,2.6995
South America,1965,2.757
South America,1970,2.5376
South America,1975,2.3431
South America,1980,2.3261
South America,1985,2.2036
South America,1990,1.9611
South America,1995,1.7184
South America,2000,1.5965
South America,2005,1.4482
South America,2010,1.2031
South America,2015,1.0698
South Korea,1955,1.9375
South Korea,1960,2.9978
South Korea,1965,2.6933
South Korea,1970,2.2955
South Korea,1975,2.2528
South Korea,1980,1.6092
South Korea,1985,1.4028
South Korea,1990,0.9753
South Korea,1995,1.0562
South Korea,2000,0.8129
South Korea,2005,0.4991
South Korea,2010,0.4465
South Korea,2015,0.3636
South Sudan,1955,1.0402
South Sudan,1960,1.6505
South Sudan,1965,1.9857
South Sudan,1970,2.2187
South Sudan,1975,2.2936
South Sudan,1980,2.377
South Sudan,1985,2.3399
South Sudan,1990,2.578
South Sudan,1995,2.7341
South Sudan,2000,2.7672
South Sudan,2005,2.6361
South Sudan,2010,2.5811
South Sudan,2015,2.5332
South-Central Asia,1955,1.7479
South-Central Asia,1960,2.0081
South-Central Asia,1965,2.1883
South-Central Asia,1970,2.2823
South-Central Asia,1975,2.3308
South-Central Asia,1980,2.3953
South-Central Asia,1985,2.43
South-Central Asia,1990,2.3189
South-Central Asia,1995,2.118
South-Central Asia,2000,1.9364
South-Central Asia,2005,1.7584
South-Central Asia,2010,1.609
South-Central Asia,2015,1.4447
South-Eastern Asia,1955,2.4531
South-Eastern Asia,1960,2.7416
South-Eastern Asia,1965,2.7894
South-Eastern Asia,1970,2.7447
South-Eastern Asia,1975,2.5457
South-Eastern Asia,1980,2.3482
South-Eastern Asia,1985,2.2998
South-Eastern Asia,1990,2.0753
South-Eastern Asia,1995,1.8485
South-Eastern Asia,2000,1.5695
South-Eastern Asia,2005,1.4412
South-Eastern Asia,2010,1.3489
South-Eastern Asia,2015,1.2429
Southern Africa,1955,2.3383
Southern Africa,1960,2.4416
Southern Africa,1965,2.4948
Southern Africa,1970,2.402
Southern Africa,1975,2.5223
Southern Africa,1980,2.4975
Southern Africa,1985,2.4886
Southern Africa,1990,2.3429
Southern Africa,1995,2.0416
Southern Africa,2000,1.5965
Southern Africa,2005,1.0721
Southern Africa,2010,0.8576
Southern Africa,2015,0.9775
Southern Asia,1955,1.7296
Southern Asia,1960,1.9913
Southern Asia,1965,2.1784
Southern Asia,1970,2.2905
Southern Asia,1975,2.3409
Southern Asia,1980,2.4082
Southern Asia,1985,2.4345
Southern Asia,1990,2.313
Southern Asia,1995,2.1225
Southern Asia,2000,1.9548
Southern Asia,2005,1.7751
Southern Asia,2010,1.6116
Southern Asia,2015,1.4358
Southern Europe,1955,1.0255
Southern Europe,1960,1.0438
Southern Europe,1965,1.0753
Southern Europe,1970,0.9699
Southern Europe,1975,0.8541
Southern Europe,1980,0.6627
Southern Europe,1985,0.4253
Southern Europe,1990,0.26
Southern Europe,1995,0.1354
Southern Europe,2000,0.0574
Southern Europe,2005,0.0457
Southern Europe,2010,0.0544
Southern Europe,2015,-0.0585
Spain,1955,1.0258
Spain,1960,1.2155
Spain,1965,1.2356
Spain,1970,1.1356
Spain,1975,1.0819
Spain,1980,0.934
Spain,1985,0.5613
Spain,1990,0.2696
Spain,1995,0.1281
Spain,2000,0.0445
Spain,2005,0.1304
Spain,2010,0.2196
Spain,2015,0.0489
Sri Lanka,1955,1.8292
Sri Lanka,1960,2.4318
Sri Lanka,1965,2.4156
Sri Lanka,1970,2.3865
Sri Lanka,1975,2.1545
Sri Lanka,1980,2.1089
Sri Lanka,1985,1.9729
Sri Lanka,1990,1.5368
Sri Lanka,1995,1.3192
Sri Lanka,2000,1.0769
Sri Lanka,2005,1.2447
Sri Lanka,2010,1.2032
Sri Lanka,2015,0.9762
Sub-Saharan Africa,1955,1.9859
Sub-Saharan Africa,1960,2.2063
Sub-Saharan Africa,1965,2.4049
Sub-Saharan Africa,1970,2.5306
Sub-Saharan Africa,1975,2.7134
Sub-Saharan Africa,1980,2.8447
Sub-Saharan Africa,1985,2.8932
Sub-Saharan Africa,1990,2.8651
Sub-Saharan Africa,1995,2.716
Sub-Saharan Africa,2000,2.6655
Sub-Saharan Africa,2005,2.6542
Sub-Saharan Africa,2010,2.7222
Sub-Saharan Africa,2015,2.7252
Sudan,1955,2.6348
Sudan,1960,2.7999
Sudan,1965,2.9786
Sudan,1970,3.1501
Sudan,1975,3.2688
Sudan,1980,3.2645
Sudan,1985,3.1217
Sudan,1990,2.9765
Sudan,1995,2.9827
Sudan,2000,2.9393
Sudan,2005,2.8902
Sudan,2010,2.7164
Sudan,2015,2.5776
Suriname,1955,3.3127
Suriname,1960,3.3547
Suriname,1965,3.4017
Suriname,1970,3.0342
Suriname,1975,2.6271
Suriname,1980,2.2319
Suriname,1985,2.2043
Suriname,1990,2.1367
Suriname,1995,1.9153
Suriname,2000,1.6112
Suriname,2005,1.373
Suriname,2010,1.2599
Suriname,2015,1.1246
Swaziland,1955,2.5509
Swaziland,1960,2.6787
Swaziland,1965,2.8254
Swaziland,1970,3.0403
Swaziland,1975,3.287
Swaziland,1980,3.418
Swaziland,1985,3.5638
Swaziland,1990,3.5732
Swaziland,1995,3.0434
Swaziland,2000,2.2157
Swaziland,2005,1.6049
Swaziland,2010,1.6451
Swaziland,2015,1.6099
Sweden,1955,0.5539
Sweden,1960,0.4688
Sweden,1965,0.4762
Sweden,1970,0.4481
Sweden,1975,0.3075
Sweden,1980,0.0718
Sweden,1985,0.0242
Sweden,1990,0.1744
Sweden,1995,0.2557
Sweden,2000,-0.0292
Sweden,2005,0.0361
Sweden,2010,0.1948
Sweden,2015,0.2599
Switzerland,1955,0.7095
Switzerland,1960,0.7641
Switzerland,1965,0.9263
Switzerland,1970,0.8215
Switzerland,1975,0.5162
Switzerland,1980,0.2616
Switzerland,1985,0.2226
Switzerland,1990,0.2662
Switzerland,1995,0.2797
Switzerland,2000,0.235
Switzerland,2005,0.1562
Switzerland,2010,0.2023
Switzerland,2015,0.213
Syria,1955,3.1549
Syria,1960,3.2223
Syria,1965,3.2891
Syria,1970,3.3844
Syria,1975,3.634
Syria,1980,3.7622
Syria,1985,3.6652
Syria,1990,3.3406
Syria,1995,2.9129
Syria,2000,2.8053
Syria,2005,2.5038
Syria,2010,2.2832
Syria,2015,1.8477
Tajikistan,1955,3.1421
Tajikistan,1960,3.2711
Tajikistan,1965,3.0558
Tajikistan,1970,2.9232
Tajikistan,1975,2.9327
Tajikistan,1980,2.7861
Tajikistan,1985,3.0498
Tajikistan,1990,3.2306
Tajikistan,1995,2.8021
Tajikistan,2000,2.428
Tajikistan,2005,2.2046
Tajikistan,2010,2.3394
Tajikistan,2015,2.5338
Tanzania,1955,2.663
Tanzania,1960,2.8349
Tanzania,1965,2.9084
Tanzania,1970,2.9831
Tanzania,1975,3.0498
Tanzania,1980,3.1465
Tanzania,1985,3.0795
Tanzania,1990,3.0004
Tanzania,1995,2.7845
Tanzania,2000,2.6882
Tanzania,2005,2.9402
Tanzania,2010,3.2336
Tanzania,2015,3.2373
Thailand,1955,2.702
Thailand,1960,2.885
Thailand,1965,2.9893
Thailand,1970,2.9471
Thailand,1975,2.5486
Thailand,1980,2.1235
Thailand,1985,1.7357
Thailand,1990,1.4831
Thailand,1995,1.2053
Thailand,2000,0.8958
Thailand,2005,0.6434
Thailand,2010,0.509
Thailand,2015,0.3468
Timor,1955,1.2244
Timor,1960,1.5232
Timor,1965,1.7902
Timor,1970,1.9078
Timor,1975,1.7924
Timor,1980,0.3141
Timor,1985,2.24
Timor,1990,2.5211
Timor,1995,3.0161
Timor,2000,3.4468
Timor,2005,3.0991
Timor,2010,3.3728
Timor,2015,3.1696
Togo,1955,1.7468
Togo,1960,2.1479
Togo,1965,2.5053
Togo,1970,2.8029
Togo,1975,3.0484
Togo,1980,3.1992
Togo,1985,3.2285
Togo,1990,3.1475
Togo,1995,2.9356
Togo,2000,2.7097
Togo,2005,2.7302
Togo,2010,2.7492
Togo,2015,2.6979
Tonga,1955,3.7908
Tonga,1960,3.8319
Tonga,1965,3.7245
Tonga,1970,3.3147
Tonga,1975,2.6892
Tonga,1980,2.7678
Tonga,1985,2.8857
Tonga,1990,2.5597
Tonga,1995,2.4747
Tonga,2000,2.2107
Tonga,2005,2.2317
Tonga,2010,2.204
Tonga,2015,1.961
Trinidad and Tobago,1955,2.8061
Trinidad and Tobago,1960,2.8019
Trinidad and Tobago,1965,2.7685
Trinidad and Tobago,1970,2.0478
Trinidad and Tobago,1975,1.9382
Trinidad and Tobago,1980,1.9969
Trinidad and Tobago,1985,2.1257
Trinidad and Tobago,1990,1.6054
Trinidad and Tobago,1995,1.0508
Trinidad and Tobago,2000,0.7217
Trinidad and Tobago,2005,0.6567
Trinidad and Tobago,2010,0.6471
Trinidad and Tobago,2015,0.5504
Tunisia,1955,1.8911
Tunisia,1960,2.0944
Tunisia,1965,2.3462
Tunisia,1970,2.5468
Tunisia,1975,2.5731
Tunisia,1980,2.6213
Tunisia,1985,2.5365
Tunisia,1990,2.2164
Tunisia,1995,1.7083
Tunisia,2000,1.3225
Tunisia,2005,1.0955
Tunisia,2010,1.0985
Tunisia,2015,1.1827
Turkey,1955,2.6682
Turkey,1960,2.6194
Turkey,1965,2.5317
Turkey,1970,2.4884
Turkey,1975,2.5574
Turkey,1980,2.4494
Turkey,1985,2.2989
Turkey,1990,1.9255
Turkey,1995,1.6807
Turkey,2000,1.5991
Turkey,2005,1.4402
Turkey,2010,1.2841
Turkey,2015,1.1539
Turkmenistan,1955,2.7006
Turkmenistan,1960,2.7196
Turkmenistan,1965,2.9882
Turkmenistan,1970,2.5703
Turkmenistan,1975,2.5482
Turkmenistan,1980,2.4134
Turkmenistan,1985,2.5851
Turkmenistan,1990,2.742
Turkmenistan,1995,2.4255
Turkmenistan,2000,1.7204
Turkmenistan,2005,1.5606
Turkmenistan,2010,1.4349
Turkmenistan,2015,1.3692
Uganda,1955,2.6794
Uganda,1960,2.804
Uganda,1965,2.9751
Uganda,1970,3.1575
Uganda,1975,3.1994
Uganda,1980,3.2297
Uganda,1985,3.2358
Uganda,1990,3.1483
Uganda,1995,3.0781
Uganda,2000,3.0703
Uganda,2005,3.3126
Uganda,2010,3.4266
Uganda,2015,3.3432
Ukraine,1955,1.3854
Ukraine,1960,1.4358
Ukraine,1965,0.9761
Ukraine,1970,0.6745
Ukraine,1975,0.6103
Ukraine,1980,0.4479
Ukraine,1985,0.3025
Ukraine,1990,0.1757
Ukraine,1995,-0.2477
Ukraine,2000,-0.6441
Ukraine,2005,-0.7475
Ukraine,2010,-0.5984
Ukraine,2015,-0.4504
United Arab Emirates,1955,2.7126
United Arab Emirates,1960,3.0714
United Arab Emirates,1965,3.2641
United Arab Emirates,1970,3.2449
United Arab Emirates,1975,2.6404
United Arab Emirates,1980,2.4368
United Arab Emirates,1985,2.6708
United Arab Emirates,1990,2.5313
United Arab Emirates,1995,2.0367
United Arab Emirates,2000,1.5961
United Arab Emirates,2005,1.3375
United Arab Emirates,2010,1.1068
United Arab Emirates,2015,0.9665
United Kingdom,1955,0.3364
United Kingdom,1960,0.4741
United Kingdom,1965,0.6468
United Kingdom,1970,0.5161
United Kingdom,1975,0.1653
United Kingdom,1980,0.0009
United Kingdom,1985,0.1034
United Kingdom,1990,0.2101
United Kingdom,1995,0.2046
United Kingdom,2000,0.159
United Kingdom,2005,0.1258
United Kingdom,2010,0.3198
United Kingdom,2015,0.345
United States,1955,1.4745
United States,1960,1.515
United States,1965,1.2727
United States,1970,0.84
United States,1975,0.6197
United States,1980,0.6021
United States,1985,0.6655
United States,1990,0.6864
United States,1995,0.6826
United States,2000,0.5775
United States,2005,0.5591
United States,2010,0.572
United States,2015,0.4363
United States Virgin Islands,1955,2.0436
United States Virgin Islands,1960,2.4564
United States Virgin Islands,1965,3.2626
United States Virgin Islands,1970,3.9462
United States Virgin Islands,1975,3.2866
United States Virgin Islands,1980,2.3173
United States Virgin Islands,1985,1.9178
United States Virgin Islands,1990,1.8739
United States Virgin Islands,1995,1.5947
United States Virgin Islands,2000,1.0076
United States Virgin Islands,2005,0.8376
United States Virgin Islands,2010,0.8975
United States Virgin Islands,2015,0.6608
Upper-middle-income countries,1955,2.1186
Upper-middle-income countries,1960,1.8741
Upper-middle-income countries,1965,2.1605
Upper-middle-income countries,1970,2.6463
Upper-middle-income countries,1975,2.3602
Upper-middle-income countries,1980,1.851
Upper-middle-income countries,1985,1.7674
Upper-middle-income countries,1990,1.9277
Upper-middle-income countries,1995,1.4437
Upper-middle-income countries,2000,1.0199
Upper-middle-income countries,2005,0.896
Upper-middle-income countries,2010,0.8435
Upper-middle-income countries,2015,0.8127
Uruguay,1955,1.0762
Uruguay,1960,1.1898
Uruguay,1965,1.2373
Uruguay,1970,1.0847
Uruguay,1975,1.109
Uruguay,1980,1.0136
Uruguay,1985,0.8511
Uruguay,1990,0.8369
Uruguay,1995,0.8513
Uruguay,2000,0.7481
Uruguay,2005,0.6521
Uruguay,2010,0.5899
Uruguay,2015,0.5121
Uzbekistan,1955,2.3412
Uzbekistan,1960,2.429
Uzbekistan,1965,2.388
Uzbekistan,1970,2.3334
Uzbekistan,1975,2.41
Uzbekistan,1980,2.5286
Uzbekistan,1985,2.7388
Uzbekistan,1990,2.822
Uzbekistan,1995,2.3816
Uzbekistan,2000,1.7971
Uzbekistan,2005,1.4702
Uzbekistan,2010,1.5709
Uzbekistan,2015,1.6301
Vanuatu,1955,2.8584
Vanuatu,1960,3.0007
Vanuatu,1965,3.0492
Vanuatu,1970,2.9077
Vanuatu,1975,2.818
Vanuatu,1980,2.8787
Vanuatu,1985,2.883
Vanuatu,1990,2.8058
Vanuatu,1995,2.7819
Vanuatu,2000,2.707
Vanuatu,2005,2.5169
