Entity,Year,"Female lung cancer deaths (per 100,000) (WHO (IARC) (2016))"
Sweden,1984,8.22
Sweden,1985,8.09
Sweden,1986,8.91
Sweden,1987,9.42
Sweden,1988,9.85
Sweden,1989,9.88
Sweden,1990,9.74
Sweden,1991,10.94
Sweden,1992,11.15
Sweden,1993,10.49
Sweden,1994,11.09
Sweden,1995,12.18
Sweden,1996,12.81
Sweden,1997,12.34
Sweden,1998,12.29
Sweden,1999,12.76
Sweden,2000,13.32
Sweden,2001,14.32
Sweden,2002,14.04
Switzerland,1951,3.38
Switzerland,1952,2.84
Switzerland,1953,3.15
Switzerland,1954,3.14
Switzerland,1955,2.94
Switzerland,1956,3.43
Switzerland,1957,3.08
Switzerland,1958,3.15
Switzerland,1959,3.06
Switzerland,1960,3.06
Switzerland,1961,3.11
Switzerland,1962,2.62
Switzerland,1963,3.13
Switzerland,1964,3.55
Switzerland,1965,3.27
Switzerland,1966,3.1
Switzerland,1967,3.79
Switzerland,1968,2.95
Switzerland,1969,3.19
Switzerland,1970,3.46
Switzerland,1971,3.77
Switzerland,1972,4.2
Switzerland,1973,4.29
Switzerland,1974,3.82
Switzerland,1975,4.46
Switzerland,1976,4.68
Switzerland,1977,4.65
Switzerland,1978,4.55
Switzerland,1979,4.64
Switzerland,1980,5.57
Switzerland,1981,5.32
Switzerland,1982,6.04
Switzerland,1983,6.24
Switzerland,1984,5.83
Switzerland,1985,6.57
Switzerland,1986,6.59
Switzerland,1987,6.88
Switzerland,1988,6.77
Switzerland,1989,7.08
Switzerland,1990,7.64
Switzerland,1991,7.38
Switzerland,1992,8.81
Switzerland,1993,9.69
Switzerland,1994,9.92
Switzerland,1995,9.38
Switzerland,1996,8.7
Switzerland,1997,8.9
Switzerland,1998,9.83
Switzerland,1999,10.34
Switzerland,2000,10.93
Switzerland,2001,10.4
Switzerland,2002,10.71
Syria,2002,3.4
Tajikistan,1981,4.52
Tajikistan,1982,4.8
Tajikistan,1985,6.17
Tajikistan,1986,6.32
Tajikistan,1987,5.85
Tajikistan,1988,7.66
Tajikistan,1989,6.67
Tajikistan,1990,4.31
Tajikistan,1991,4.46
Tajikistan,1992,4.02
Tajikistan,1993,2.55
Tajikistan,1994,2.32
Tajikistan,1995,2.17
Tajikistan,1996,1.36
Tajikistan,1997,2.29
Tajikistan,1998,2.67
Tajikistan,1999,2.46
Tajikistan,2000,2.12
Tajikistan,2001,2.47
Tajikistan,2002,2.78
Tanzania,2002,0.5
Thailand,1957,0.4
Thailand,1958,0.31
Thailand,1959,0.44
Thailand,1960,0.54
Thailand,1961,0.56
Thailand,1962,0.55
Thailand,1963,0.63
Thailand,1964,0.87
Thailand,1965,0.73
Thailand,1966,0.77
Thailand,1967,0.81
Thailand,1968,0.78
Thailand,1969,0.84
Thailand,1970,0.88
Thailand,1971,1.04
Thailand,1972,0.96
Thailand,1973,1.36
Thailand,1974,1.68
Thailand,1975,2.07
Thailand,1976,1.44
Thailand,1977,1.59
Thailand,1978,1.4
Thailand,1979,1.84
Thailand,1980,1.91
Thailand,1981,1.77
Thailand,1982,2.01
Thailand,1983,1.89
Thailand,1984,1.81
Thailand,1985,1.51
Thailand,1986,1.73
Thailand,1987,1.82
Thailand,1990,2.12
Thailand,1991,2.27
Thailand,1992,2.23
Thailand,1994,2.55
Thailand,1995,2.87
Thailand,1996,2.72
Thailand,1997,2.79
Thailand,1998,3.3
Thailand,1999,4.05
Thailand,2000,5.19
Thailand,2002,6.18
Togo,2002,0.6
Trinidad and Tobago,1951,2.35
Trinidad and Tobago,1952,2.22
Trinidad and Tobago,1953,0.95
Trinidad and Tobago,1954,3.32
Trinidad and Tobago,1955,1.63
Trinidad and Tobago,1956,1.59
Trinidad and Tobago,1957,1.91
Trinidad and Tobago,1958,1.65
Trinidad and Tobago,1960,4.13
Trinidad and Tobago,1961,2.15
Trinidad and Tobago,1962,4.07
Trinidad and Tobago,1963,4.46
Trinidad and Tobago,1966,4.95
Trinidad and Tobago,1967,3.51
Trinidad and Tobago,1968,3.61
Trinidad and Tobago,1970,3.53
Trinidad and Tobago,1971,2.61
Trinidad and Tobago,1972,2.53
Trinidad and Tobago,1973,4.78
Trinidad and Tobago,1974,4.99
Trinidad and Tobago,1975,5.2
Trinidad and Tobago,1976,2.26
Trinidad and Tobago,1977,3.58
Trinidad and Tobago,1978,4.82
Trinidad and Tobago,1979,1.84
Trinidad and Tobago,1980,5.21
Trinidad and Tobago,1981,3.17
Trinidad and Tobago,1982,3.34
Trinidad and Tobago,1983,2.71
Trinidad and Tobago,1984,4.22
Trinidad and Tobago,1985,3.51
Trinidad and Tobago,1986,5.25
Trinidad and Tobago,1987,3.47
Trinidad and Tobago,1988,3.67
Trinidad and Tobago,1989,3.49
Trinidad and Tobago,1990,2.52
Trinidad and Tobago,1991,5.62
Trinidad and Tobago,1992,4.47
Trinidad and Tobago,1993,4.73
Trinidad and Tobago,1994,3.66
Trinidad and Tobago,1995,4.76
Trinidad and Tobago,1996,3.4
Trinidad and Tobago,1997,4.78
Trinidad and Tobago,1998,4.45
Trinidad and Tobago,1999,3.94
Trinidad and Tobago,2000,2.91
Trinidad and Tobago,2001,4.13
Trinidad and Tobago,2002,4.27
Tunisia,2002,1.8
Turkey,2002,4.9
Turkmenistan,1981,5.6
Turkmenistan,1982,5.27
Turkmenistan,1985,5.48
Turkmenistan,1986,4.13
Turkmenistan,1987,4.92
Turkmenistan,1988,5.6
Turkmenistan,1989,3.82
Turkmenistan,1990,3.46
Turkmenistan,1991,3.48
Turkmenistan,1992,4.15
Turkmenistan,1993,4.93
Turkmenistan,1994,3.38
Turkmenistan,1995,3.68
Turkmenistan,1996,4.63
Turkmenistan,1997,3.27
Turkmenistan,1998,3.03
Turkmenistan,2002,4.1
Uganda,2002,2.1
Ukraine,1981,6.52
Ukraine,1982,6.52
Ukraine,1985,6.51
Ukraine,1986,6.79
Ukraine,1987,6.94
Ukraine,1988,7.16
Ukraine,1989,7.28
Ukraine,1990,7.35
Ukraine,1991,7.38
Ukraine,1992,6.91
Ukraine,1993,6.77
Ukraine,1994,6.49
Ukraine,1995,6.46
Ukraine,1996,5.88
Ukraine,1997,5.9
Ukraine,1998,5.84
Ukraine,1999,5.85
Ukraine,2000,5.68
Ukraine,2001,5.3
Ukraine,2002,5.02
United Arab Emirates,2002,4.8
United Kingdom,1950,6.01
United Kingdom,1951,6.1
United Kingdom,1952,6.34
United Kingdom,1953,6.43
United Kingdom,1954,6.61
United Kingdom,1955,6.73
United Kingdom,1956,7.04
United Kingdom,1957,7.15
United Kingdom,1958,7.42
United Kingdom,1959,7.71
United Kingdom,1960,8.03
United Kingdom,1961,8.49
United Kingdom,1962,8.79
United Kingdom,1963,9.18
United Kingdom,1964,9.72
United Kingdom,1965,10.3
United Kingdom,1966,10.68
United Kingdom,1967,11.28
United Kingdom,1968,11.7
United Kingdom,1969,11.94
United Kingdom,1970,12.39
United Kingdom,1971,12.99
United Kingdom,1972,13.58
United Kingdom,1973,13.88
United Kingdom,1974,14.85
United Kingdom,1975,15.01
United Kingdom,1976,15.45
United Kingdom,1977,16.08
United Kingdom,1978,16.65
United Kingdom,1979,17.25
United Kingdom,1980,17.75
United Kingdom,1981,17.95
United Kingdom,1982,18.9
United Kingdom,1983,18.75
United Kingdom,1984,19.95
United Kingdom,1985,19.85
United Kingdom,1986,20.09
United Kingdom,1987,20.51
United Kingdom,1988,21.26
United Kingdom,1989,21.09
United Kingdom,1990,20.96
United Kingdom,1991,21.1
United Kingdom,1992,21.02
United Kingdom,1993,20.87
United Kingdom,1994,20.9
United Kingdom,1995,20.65
United Kingdom,1996,20.55
United Kingdom,1997,19.87
United Kingdom,1998,20.27
United Kingdom,1999,20.11
United Kingdom,2000,19.94
United Kingdom,2001,19.53
United Kingdom,2002,19.67
United States,1950,3.65
United States,1951,3.67
United States,1952,3.83
United States,1953,3.73
United States,1954,3.74
United States,1955,3.89
United States,1956,4.03
United States,1957,4.04
United States,1958,4.21
United States,1959,4.29
United States,1960,4.39
United States,1961,4.75
United States,1962,4.98
United States,1963,5.35
United States,1964,5.49
United States,1965,5.98
United States,1966,6.39
United States,1967,6.85
United States,1968,7.82
United States,1969,8.37
United States,1970,8.98
United States,1971,9.76
United States,1972,10.54
United States,1973,10.93
United States,1974,11.78
United States,1975,12.53
United States,1976,13.49
United States,1977,14.3
United States,1978,15.3
United States,1979,15.95
United States,1980,17.21
United States,1981,17.8
United States,1982,18.89
United States,1983,19.95
United States,1984,20.46
United States,1985,21.45
United States,1986,21.91
United States,1987,22.74
United States,1988,23.58
United States,1989,24.47
United States,1990,25.09
United States,1991,25.33
United States,1992,26.02
United States,1993,26.26
United States,1994,26.33
United States,1995,26.53
United States,1996,26.44
United States,1997,26.49
United States,1998,26.57
United States,1999,25.77
United States,2000,26.24
United States,2001,25.94
United States,2002,26.15
Uruguay,1955,4.14
Uruguay,1956,3.14
Uruguay,1957,3.31
Uruguay,1958,3.8
Uruguay,1959,3.48
Uruguay,1960,4.18
Uruguay,1963,4.26
Uruguay,1964,3.44
Uruguay,1965,3.51
Uruguay,1966,3.25
Uruguay,1967,4.06
Uruguay,1968,2.87
Uruguay,1969,3.59
Uruguay,1970,4.04
Uruguay,1971,3.52
Uruguay,1972,3.71
Uruguay,1973,3.6
Uruguay,1974,3.1
Uruguay,1975,3.71
Uruguay,1976,4.06
Uruguay,1977,3.97
Uruguay,1978,4.1
Uruguay,1980,3.38
Uruguay,1981,4.04
Uruguay,1982,3.93
Uruguay,1983,4.54
Uruguay,1984,4.01
Uruguay,1985,3.69
Uruguay,1986,3.98
Uruguay,1987,4.43
Uruguay,1988,4.31
Uruguay,1989,4.98
Uruguay,1990,4.15
Uruguay,1993,5.27
Uruguay,1994,5.03
Uruguay,1995,5.29
Uruguay,1996,4.98
Uruguay,1997,6.27
Uruguay,1998,5.85
Uruguay,1999,5.19
Uruguay,2000,5.6
Uruguay,2001,6.01
Uruguay,2002,6.18
Uzbekistan,1981,4.68
Uzbekistan,1982,4.97
Uzbekistan,1985,4.89
Uzbekistan,1986,5.08
Uzbekistan,1987,6.03
Uzbekistan,1988,5.52
Uzbekistan,1989,4.84
Uzbekistan,1990,5.39
Uzbekistan,1991,4.77
Uzbekistan,1992,4.86
Uzbekistan,1993,4.78
Uzbekistan,1994,4.12
Uzbekistan,1995,3.9
Uzbekistan,1996,3.66
Uzbekistan,1997,3.65
Uzbekistan,1998,3.83
Uzbekistan,1999,3.26
Uzbekistan,2000,3.26
Uzbekistan,2002,3.12
Vanuatu,2002,5.8
Venezuela,1955,4.02
Venezuela,1956,5.05
Venezuela,1957,5.57
Venezuela,1958,5.38
Venezuela,1959,5.41
Venezuela,1960,5.41
Venezuela,1961,5.78
Venezuela,1962,4.89
Venezuela,1963,5.67
Venezuela,1964,5.83
Venezuela,1965,7.1
Venezuela,1966,6.44
Venezuela,1967,5.4
Venezuela,1968,6.92
Venezuela,1969,6.03
Venezuela,1970,5.99
Venezuela,1971,5.97
Venezuela,1972,6.47
Venezuela,1973,6.58
Venezuela,1974,6.6
Venezuela,1975,6.54
Venezuela,1976,7.51
Venezuela,1977,6.46
Venezuela,1978,5.79
Venezuela,1979,6.54
Venezuela,1980,6.96
Venezuela,1981,6.99
Venezuela,1982,6.7
Venezuela,1983,7.29
Venezuela,1985,7.04
Venezuela,1986,6.41
Venezuela,1987,7.52
Venezuela,1988,7.79
Venezuela,1989,7.83
Venezuela,1990,9.02
Venezuela,1992,8.63
Venezuela,1993,8.41
Venezuela,1994,9.18
Venezuela,1996,8.41
Venezuela,1997,8.81
Venezuela,1998,8.53
Venezuela,1999,8.95
Venezuela,2000,8.94
Venezuela,2001,9.25
Venezuela,2002,9.26
Vietnam,2002,6.7
Yemen,2002,3.4
Zambia,2002,0.9
Zimbabwe,2002,5.8
