Entity,Year,"Health expenditure per capita, PPP (World Bank (2016))"
Latvia,2004,774.46
Latvia,2005,844.74
Latvia,2006,1043.97
Latvia,2007,1233.51
Latvia,2008,1232.66
Latvia,2009,1145.78
Latvia,2010,1145.37
Latvia,2011,1209.88
Latvia,2012,1256.07
Latvia,2013,1310.4
Least developed countries: UN classification,1995,36.69
Least developed countries: UN classification,1996,37.96
Least developed countries: UN classification,1997,38.51
Least developed countries: UN classification,1998,42.07
Least developed countries: UN classification,1999,42.02
Least developed countries: UN classification,2000,42.53
Least developed countries: UN classification,2001,47.59
Least developed countries: UN classification,2002,50.23
Least developed countries: UN classification,2003,55.48
Least developed countries: UN classification,2004,60.52
Least developed countries: UN classification,2005,64.52
Least developed countries: UN classification,2006,73.58
Least developed countries: UN classification,2007,77.93
Least developed countries: UN classification,2008,87.08
Least developed countries: UN classification,2009,94.05
Least developed countries: UN classification,2010,94.2
Least developed countries: UN classification,2011,99.19
Least developed countries: UN classification,2012,101.38
Least developed countries: UN classification,2013,109.99
Lebanon,1995,1217.64
Lebanon,1996,1368.92
Lebanon,1997,1213.91
Lebanon,1998,1112.65
Lebanon,1999,1052.96
Lebanon,2000,1062.43
Lebanon,2001,1090.33
Lebanon,2002,1006.95
Lebanon,2003,922.97
Lebanon,2004,897.14
Lebanon,2005,858.88
Lebanon,2006,926.65
Lebanon,2007,1000.75
Lebanon,2008,1045.79
Lebanon,2009,1094.11
Lebanon,2010,1133.73
Lebanon,2011,1147.23
Lebanon,2012,1149.89
Lebanon,2013,1092.08
Lesotho,1995,80.31
Lesotho,1996,85.23
Lesotho,1997,79.83
Lesotho,1998,82.79
Lesotho,1999,82.39
Lesotho,2000,89.82
Lesotho,2001,103.41
Lesotho,2002,96.13
Lesotho,2003,105.2
Lesotho,2004,107.28
Lesotho,2005,102.04
Lesotho,2006,123.09
Lesotho,2007,156.21
Lesotho,2008,174.57
Lesotho,2009,199.87
Lesotho,2010,238.4
Lesotho,2011,269.99
Lesotho,2012,295.33
Lesotho,2013,296.76
Liberia,1998,15.69892798
Liberia,1999,18.60605831
Liberia,2000,22.21009141
Liberia,2001,28.98813662
Liberia,2002,32.10425589
Liberia,2003,13.69839666
Liberia,2004,33.43552976
Liberia,2005,33.69721518
Liberia,2006,49.98129408
Liberia,2007,53.54099279
Liberia,2008,66.85212787
Liberia,2009,88.16048527
Liberia,2010,77.67623097
Liberia,2011,88.10421253
Liberia,2012,74.96343932
Liberia,2013,88.00683828
Libya,1995,628.24
Libya,1996,630.91
Libya,1997,671.11
Libya,1998,725.63
Libya,1999,698.3
Libya,2000,720.66
Libya,2001,836.97
Libya,2002,882.18
Libya,2003,876.58
Libya,2004,718.46
Libya,2005,625.17
Libya,2006,625.94
Libya,2007,630.57
Libya,2008,578.72
Libya,2009,994.67
Libya,2010,977.66
Libya,2011,636.58
Libya,2012,1172.54
Libya,2013,764.45
Lithuania,1995,332.15
Lithuania,1996,371.01
Lithuania,1997,418.41
Lithuania,1998,485.07
Lithuania,1999,495.52
Lithuania,2000,558.24
Lithuania,2001,600.84
Lithuania,2002,682.55
Lithuania,2003,789.66
Lithuania,2004,747.01
Lithuania,2005,846.8
Lithuania,2006,1032.59
Lithuania,2007,1179.78
Lithuania,2008,1356.58
Lithuania,2009,1359.29
Lithuania,2010,1386.87
Lithuania,2011,1531.48
Lithuania,2012,1582.84
Lithuania,2013,1578.73
Low & middle income,1995,117.47
Low & middle income,1996,126.7
Low & middle income,1997,136.91
Low & middle income,1998,144.72
Low & middle income,1999,152.84
Low & middle income,2000,161.08
Low & middle income,2001,174.43
Low & middle income,2002,184.86
Low & middle income,2003,200.62
Low & middle income,2004,219.24
Low & middle income,2005,243.93
Low & middle income,2006,265.59
Low & middle income,2007,291.12
Low & middle income,2008,317.27
Low & middle income,2009,353.76
Low & middle income,2010,363.36
Low & middle income,2011,392.47
Low & middle income,2012,427.12
Low & middle income,2013,459.09
Low income,1995,30.83
Low income,1996,31.92
Low income,1997,33.08
Low income,1998,35.58
Low income,1999,36.21
Low income,2000,36.65
Low income,2001,39.08
Low income,2002,43.15
Low income,2003,46.09
Low income,2004,49.47
Low income,2005,54.55
Low income,2006,59.88
Low income,2007,63.06
Low income,2008,68.8
Low income,2009,73.7
Low income,2010,81.98
Low income,2011,85.2
Low income,2012,86.25
Low income,2013,94.3
Lower middle income,1995,80
Lower middle income,1996,84.04
Lower middle income,1997,89.61
Lower middle income,1998,93.96
Lower middle income,1999,96.25
Lower middle income,2000,99.85
Lower middle income,2001,110.62
Lower middle income,2002,113.54
Lower middle income,2003,127.19
Lower middle income,2004,140.24
Lower middle income,2005,151.46
Lower middle income,2006,162.79
Lower middle income,2007,179.06
Lower middle income,2008,184.31
Lower middle income,2009,198.1
Lower middle income,2010,189.27
Lower middle income,2011,208.23
Lower middle income,2012,217.98
Lower middle income,2013,234.43
Luxembourg,1995,2184.62
Luxembourg,1996,2291.49
Luxembourg,1997,2304.14
Luxembourg,1998,2467.18
Luxembourg,1999,2882.62
Luxembourg,2000,4046.85
Luxembourg,2001,4016.76
Luxembourg,2002,4778.6
Luxembourg,2003,4693.21
Luxembourg,2004,5372.78
Luxembourg,2005,5475.09
Luxembourg,2006,6134.83
Luxembourg,2007,5717.81
Luxembourg,2008,6265.67
Luxembourg,2009,6480.39
Luxembourg,2010,6520.58
Luxembourg,2011,6661.41
Luxembourg,2012,6379.5
Luxembourg,2013,6518.22
Macedonia,1995,416.1
Macedonia,1996,437.94
Macedonia,1997,470.56
Macedonia,1998,538.23
Macedonia,1999,480.93
Macedonia,2000,508.39
Macedonia,2001,482.92
Macedonia,2002,548.69
Macedonia,2003,580.81
Macedonia,2004,594.91
Macedonia,2005,619.85
Macedonia,2006,670.93
Macedonia,2007,645.66
Macedonia,2008,727
Macedonia,2009,746.63
Macedonia,2010,777.53
Macedonia,2011,783.26
Macedonia,2012,796.93
Macedonia,2013,758.68
Madagascar,1995,42.53
Madagascar,1996,46.45
Madagascar,1997,49.95
Madagascar,1998,48.33
Madagascar,1999,49.67
Madagascar,2000,57.49
Madagascar,2001,60.94
Madagascar,2002,53.66
Madagascar,2003,54.65
Madagascar,2004,57.63
Madagascar,2005,60.81
Madagascar,2006,64.97
Madagascar,2007,69.45
Madagascar,2008,63.61
Madagascar,2009,62.5
Madagascar,2010,68.17
Madagascar,2011,54.75
Madagascar,2012,46.22
Madagascar,2013,58.14
Malawi,1995,21.32
Malawi,1996,21.68
Malawi,1997,24.72
Malawi,1998,27.27
Malawi,1999,32.33
Malawi,2000,30.42
Malawi,2001,24.04
Malawi,2002,23.06
Malawi,2003,31.83
Malawi,2004,41.11
Malawi,2005,44.55
Malawi,2006,49.88
Malawi,2007,40.34
Malawi,2008,54.34
Malawi,2009,57.5
Malawi,2010,67.5
Malawi,2011,79.64
Malawi,2012,90.76
Malawi,2013,90.27
Malaysia,1995,291.58
Malaysia,1996,312.87
Malaysia,1997,324.57
Malaysia,1998,318.53
Malaysia,1999,346.89
Malaysia,2000,378.07
Malaysia,2001,425.69
Malaysia,2002,447.21
Malaysia,2003,549.87
Malaysia,2004,560.69
Malaysia,2005,525.86
Malaysia,2006,623.64
Malaysia,2007,659.27
Malaysia,2008,666.24
Malaysia,2009,743.77
Malaysia,2010,797.96
Malaysia,2011,820.17
Malaysia,2012,894.42
Malaysia,2013,938.29
Maldives,1995,152.32
Maldives,1996,184.34
Maldives,1997,203.45
Maldives,1998,221.78
Maldives,1999,242.81
Maldives,2000,274.25
Maldives,2001,283.51
Maldives,2002,293.36
Maldives,2003,390.39
Maldives,2004,434.28
Maldives,2005,479.52
Maldives,2006,550
Maldives,2007,578.59
Maldives,2008,814.98
Maldives,2009,753.01
Maldives,2010,606.24
Maldives,2011,899.46
Maldives,2012,1283.38
Maldives,2013,1259.6
Mali,1995,47.22
Mali,1996,70.07
Mali,1997,68.12
Mali,1998,64.94
Mali,1999,67.85
Mali,2000,69.47
Mali,2001,82.29
Mali,2002,69.39
Mali,2003,74.02
Mali,2004,79.96
Mali,2005,86.68
Mali,2006,94.02
Mali,2007,103.78
Mali,2008,103.83
Mali,2009,107.62
Mali,2010,112.28
Mali,2011,114.99
Mali,2012,98.43
Mali,2013,122.31
Malta,1995,897.09
Malta,1996,915.6
Malta,1997,1026.44
Malta,1998,1078.31
Malta,1999,1126.45
Malta,2000,1282.4
Malta,2001,1334.71
Malta,2002,1560.41
Malta,2003,1663.52
Malta,2004,1746.27
Malta,2005,1961.45
Malta,2006,2097.57
Malta,2007,2054.63
Malta,2008,2139.2
Malta,2009,2221.12
Malta,2010,2326.7
Malta,2011,2762.31
Malta,2012,2530
Malta,2013,2651.86
Marshall Islands,1995,408.73
Marshall Islands,1996,446.35
Marshall Islands,1997,438.32
Marshall Islands,1998,397.31
Marshall Islands,1999,385.35
Marshall Islands,2000,505.12
Marshall Islands,2001,464.01
Marshall Islands,2002,452.89
Marshall Islands,2003,447.34
Marshall Islands,2004,485.36
Marshall Islands,2005,504.28
Marshall Islands,2006,602.21
Marshall Islands,2007,654.41
Marshall Islands,2008,622.15
Marshall Islands,2009,602.05
Marshall Islands,2010,588.1
Marshall Islands,2011,603.53
Marshall Islands,2012,651.14
Marshall Islands,2013,703.13
Mauritania,1995,76.17
Mauritania,1996,64.1
Mauritania,1997,63.57
Mauritania,1998,77.05
Mauritania,1999,94.29
Mauritania,2000,91.79
Mauritania,2001,76.61
Mauritania,2002,93.04
Mauritania,2003,83.1
Mauritania,2004,91.13
Mauritania,2005,88.99
Mauritania,2006,80.94
Mauritania,2007,90.22
Mauritania,2008,90.3
Mauritania,2009,116.06
Mauritania,2010,105.08
Mauritania,2011,94.75
Mauritania,2012,122.58
Mauritania,2013,137.66
Mauritius,1995,238.79
Mauritius,1996,247.01
Mauritius,1997,262.72
Mauritius,1998,282.61
Mauritius,1999,284.31
Mauritius,2000,341.44
Mauritius,2001,363.7
Mauritius,2002,411.08
Mauritius,2003,423.68
Mauritius,2004,474.63
Mauritius,2005,514.58
Mauritius,2006,538.55
Mauritius,2007,565.41
Mauritius,2008,658.34
Mauritius,2009,735.35
Mauritius,2010,812.65
Mauritius,2011,824.5
Mauritius,2012,816.62
Mauritius,2013,863.89
Mexico,1995,387.86
Mexico,1996,371.82
Mexico,1997,408.95
Mexico,1998,436.02
Mexico,1999,472.38
Mexico,2000,509.24
Mexico,2001,551.88
Mexico,2002,584.18
Mexico,2003,629.2
Mexico,2004,688.97
Mexico,2005,731.59
Mexico,2006,781.06
Mexico,2007,836.98
Mexico,2008,891.53
Mexico,2009,958.9
Mexico,2010,1002.6
Mexico,2011,1004.12
Mexico,2012,1061.87
Mexico,2013,1061.13
Micronesia (country),1995,212.47
Micronesia (country),1996,196.17
Micronesia (country),1997,168.72
Micronesia (country),1998,157.78
Micronesia (country),1999,177.02
Micronesia (country),2000,196.73
Micronesia (country),2001,222.34
Micronesia (country),2002,211.29
Micronesia (country),2003,265.59
Micronesia (country),2004,288.13
Micronesia (country),2005,356.66
Micronesia (country),2006,362.87
Micronesia (country),2007,369.05
Micronesia (country),2008,397.32
Micronesia (country),2009,421.79
Micronesia (country),2010,452.69
Micronesia (country),2011,467.85
Micronesia (country),2012,446.71
Micronesia (country),2013,448.1
Middle East & North Africa (all income levels),1995,335.52
Middle East & North Africa (all income levels),1996,335.78
Middle East & North Africa (all income levels),1997,353.62
Middle East & North Africa (all income levels),1998,384.3
Middle East & North Africa (all income levels),1999,401.32
Middle East & North Africa (all income levels),2000,419.78
Middle East & North Africa (all income levels),2001,469.48
Middle East & North Africa (all income levels),2002,486.72
Middle East & North Africa (all income levels),2003,496.22
Middle East & North Africa (all income levels),2004,508
Middle East & North Africa (all income levels),2005,531.98
Middle East & North Africa (all income levels),2006,567.37
Middle East & North Africa (all income levels),2007,603.36
Middle East & North Africa (all income levels),2008,632.35
Middle East & North Africa (all income levels),2009,786.69
Middle East & North Africa (all income levels),2010,716.8
Middle East & North Africa (all income levels),2011,790.5
Middle East & North Africa (all income levels),2012,878.74
Middle East & North Africa (all income levels),2013,907.71
Middle East & North Africa (developing only),1995,232.7
Middle East & North Africa (developing only),1996,238.17
Middle East & North Africa (developing only),1997,247.48
Middle East & North Africa (developing only),1998,268.76
Middle East & North Africa (developing only),1999,276.79
Middle East & North Africa (developing only),2000,291.38
Middle East & North Africa (developing only),2001,328.53
Middle East & North Africa (developing only),2002,351.64
Middle East & North Africa (developing only),2003,358.54
Middle East & North Africa (developing only),2004,374.14
Middle East & North Africa (developing only),2005,402.18
Middle East & North Africa (developing only),2006,429.17
Middle East & North Africa (developing only),2007,458.64
Middle East & North Africa (developing only),2008,504.27
Middle East & North Africa (developing only),2009,607.95
Middle East & North Africa (developing only),2010,553.4
Middle East & North Africa (developing only),2011,618.07
Middle East & North Africa (developing only),2012,698.08
Middle East & North Africa (developing only),2013,740.16
Middle income,1995,124.04
Middle income,1996,133.95
Middle income,1997,144.95
Middle income,1998,153.34
Middle income,1999,162.17
Middle income,2000,171.17
Middle income,2001,185.56
Middle income,2002,197.36
Middle income,2003,214.47
Middle income,2004,234.7
Middle income,2005,261.46
Middle income,2006,284.93
Middle income,2007,312.9
Middle income,2008,341.86
Middle income,2009,381.93
Middle income,2010,392.12
Middle income,2011,424.4
Middle income,2012,463.13
Middle income,2013,498.26
Moldova,1995,144.73
Moldova,1996,158.99
Moldova,1997,151.74
Moldova,1998,142.75
Moldova,1999,103.53
Moldova,2000,122.34
Moldova,2001,291.31
Moldova,2002,256.64
Moldova,2003,233.05
Moldova,2004,224.68
Moldova,2005,269.42
Moldova,2006,338.76
Moldova,2007,368.09
Moldova,2008,425.04
Moldova,2009,441.29
Moldova,2010,447.66
Moldova,2011,474.55
Moldova,2012,497.63
Moldova,2013,553.35
Monaco,1995,2388.67
Monaco,1996,2379.85
Monaco,1997,2603.39
Monaco,1998,2656.86
Monaco,1999,3005.03
Monaco,2000,3091.31
Monaco,2001,3296.32
Monaco,2002,3509.18
Monaco,2003,3964.63
Monaco,2004,4191.1
Monaco,2005,4347.88
Monaco,2006,4412.63
Monaco,2007,4548.53
Monaco,2008,4951.37
Monaco,2009,5105.27
Monaco,2010,5314.4
Monaco,2011,5594.78
Monaco,2012,5767.48
Monaco,2013,6122.51
Mongolia,1995,82.06
Mongolia,1996,95.43
Mongolia,1997,102.8
Mongolia,1998,117.93
Mongolia,1999,122.22
Mongolia,2000,144.6
Mongolia,2001,149.46
Mongolia,2002,164.17
Mongolia,2003,271.68
Mongolia,2004,289.63
Mongolia,2005,271.07
Mongolia,2006,268.45
Mongolia,2007,317.42
Mongolia,2008,388.29
Mongolia,2009,385.94
Mongolia,2010,397.9
Mongolia,2011,447.5
Mongolia,2012,530.5
Mongolia,2013,566.83
Montenegro,1995,445.33
Montenegro,1996,425.76
Montenegro,1997,435.54
Montenegro,1998,463.91
Montenegro,1999,431.81
Montenegro,2000,479.08
Montenegro,2001,556.85
Montenegro,2002,582.6
Montenegro,2003,650.19
Montenegro,2004,659.89
Montenegro,2005,709.52
Montenegro,2006,841.51
Montenegro,2007,838.36
Montenegro,2008,851.51
Montenegro,2009,799.3
Montenegro,2010,919.77
Montenegro,2011,978.5
Montenegro,2012,980.41
Montenegro,2013,926.37
Morocco,1995,113.39
Morocco,1996,125.58
Morocco,1997,130.96
Morocco,1998,132.84
Morocco,1999,137.87
Morocco,2000,148.51
Morocco,2001,171.61
Morocco,2002,213.17
Morocco,2003,226.57
Morocco,2004,240.1
Morocco,2005,245.26
Morocco,2006,279.39
Morocco,2007,305.4
Morocco,2008,322.18
Morocco,2009,352.19
Morocco,2010,282.04
Morocco,2011,407.76
Morocco,2012,430.11
Morocco,2013,438.24
Mozambique,1995,16.92
Mozambique,1996,14.52
Mozambique,1997,17.13
Mozambique,1998,18.26
Mozambique,1999,22.82
Mozambique,2000,26.79
Mozambique,2001,27.32
Mozambique,2002,33.54
Mozambique,2003,34.95
Mozambique,2004,35.13
Mozambique,2005,44.52
Mozambique,2006,45.03
Mozambique,2007,44.18
Mozambique,2008,43.21
Mozambique,2009,49.5
Mozambique,2010,51.87
Mozambique,2011,60.9
Mozambique,2012,57.52
Mozambique,2013,70.98
Myanmar,1995,6.93
Myanmar,1996,7.33
Myanmar,1997,6.67
Myanmar,1998,7.26
Myanmar,1999,7.65
Myanmar,2000,10.39
Myanmar,2001,11.51
Myanmar,2002,14.83
Myanmar,2003,16.43
Myanmar,2004,19.11
Myanmar,2005,20.71
Myanmar,2006,23.41
Myanmar,2007,23.33
Myanmar,2008,27.48
Myanmar,2009,31.27
Myanmar,2010,31.49
Myanmar,2011,31.9
Myanmar,2012,34.81
Myanmar,2013,36.66
Namibia,1995,239.48
Namibia,1996,257.6
Namibia,1997,275.92
Namibia,1998,280.27
Namibia,1999,291.42
Namibia,2000,298.6
Namibia,2001,306.94
Namibia,2002,321.47
Namibia,2003,357.37
Namibia,2004,404.42
Namibia,2005,478.27
Namibia,2006,512.69
Namibia,2007,525.79
Namibia,2008,565.08
Namibia,2009,631.61
Namibia,2010,654.98
Namibia,2011,750.2
Namibia,2012,741.05
Namibia,2013,749.37
Nepal,1995,54.55
Nepal,1996,58.16
Nepal,1997,61.52
Nepal,1998,75.17
Nepal,1999,69.12
Nepal,2000,67.62
Nepal,2001,70.03
Nepal,2002,72.99
Nepal,2003,74.39
Nepal,2004,83.52
Nepal,2005,87.1
Nepal,2006,90.08
Nepal,2007,92.5
Nepal,2008,109.19
Nepal,2009,111.85
Nepal,2010,114.99
Nepal,2011,124.49
Nepal,2012,118.42
Nepal,2013,134.6
Netherlands,1995,1796.91
Netherlands,1996,1863.27
Netherlands,1997,1919.94
Netherlands,1998,2060.75
Netherlands,1999,2185.15
Netherlands,2000,2351.88
Netherlands,2001,2566.29
Netherlands,2002,2840.74
Netherlands,2003,3106.27
Netherlands,2004,3311.33
Netherlands,2005,3823.55
Netherlands,2006,4098.59
Netherlands,2007,4384.62
Netherlands,2008,4728.39
Netherlands,2009,4929.29
Netherlands,2010,5063.13
Netherlands,2011,5230.96
Netherlands,2012,5394.77
Netherlands,2013,5601.11
New Zealand,1995,1251.14
New Zealand,1996,1275.46
New Zealand,1997,1358.8
New Zealand,1998,1456.61
New Zealand,1999,1524.74
New Zealand,2000,1613.91
New Zealand,2001,1714.46
New Zealand,2002,1856.58
New Zealand,2003,1865.52
New Zealand,2004,1990.09
New Zealand,2005,2134.66
New Zealand,2006,2405.12
New Zealand,2007,2448.62
New Zealand,2008,2709.36
New Zealand,2009,2990.3
New Zealand,2010,3033.58
New Zealand,2011,3180.26
New Zealand,2012,3290.84
New Zealand,2013,3405.16
Nicaragua,1995,139.44
Nicaragua,1996,146.22
Nicaragua,1997,124.7
Nicaragua,1998,137.1
Nicaragua,1999,138.26
Nicaragua,2000,146.92
Nicaragua,2001,148.79
Nicaragua,2002,163.13
Nicaragua,2003,180.19
Nicaragua,2004,192.8
Nicaragua,2005,204.4
Nicaragua,2006,224.47
Nicaragua,2007,261.57
Nicaragua,2008,273.48
Nicaragua,2009,283.58
Nicaragua,2010,286.06
Nicaragua,2011,312.35
Nicaragua,2012,355.04
Nicaragua,2013,381.76
Niger,1995,35.68
Niger,1996,34.77
Niger,1997,37.18
Niger,1998,40.99
Niger,1999,39.83
Niger,2000,33.3
Niger,2001,41.36
Niger,2002,39.82
Niger,2003,40.4
Niger,2004,41.36
Niger,2005,49.29
Niger,2006,54.07
Niger,2007,50.95
Niger,2008,56.2
Niger,2009,56.07
Niger,2010,54.94
Niger,2011,56.21
Niger,2012,54.59
Niger,2013,60.25
Nigeria,1995,90.26
Nigeria,1996,96.89
Nigeria,1997,98.67
Nigeria,1998,119.34
Nigeria,1999,115.5
Nigeria,2000,101.91
Nigeria,2001,121.45
Nigeria,2002,93.48
Nigeria,2003,197.94
Nigeria,2004,244.48
Nigeria,2005,243.08
Nigeria,2006,235.17
Nigeria,2007,307.19
Nigeria,2008,289.56
Nigeria,2009,321.63
Nigeria,2010,174.83
Nigeria,2011,193.14
Nigeria,2012,183.68
Nigeria,2013,217.1
North America,1995,3637.46
North America,1996,3783.45
North America,1997,3946.55
North America,1998,4129.98
North America,1999,4342.59
North America,2000,4593.32
North America,2001,4930.24
North America,2002,5339.76
North America,2003,5739.14
North America,2004,6089.62
North America,2005,6449.99
North America,2006,6815.53
North America,2007,7176.94
North America,2008,7451.16
North America,2009,7687.05
North America,2010,7919.13
North America,2011,8155.33
North America,2012,8423.24
North America,2013,8707.27
Norway,1995,1861.11
Norway,1996,2044.07
Norway,1997,2355.11
Norway,1998,2545.28
Norway,1999,2790.56
Norway,2000,3055.12
Norway,2001,3275.3
Norway,2002,3639.83
Norway,2003,3848.03
Norway,2004,4087.86
Norway,2005,4316.99
Norway,2006,4636.28
Norway,2007,4906.29
Norway,2008,5280.11
Norway,2009,5382.74
Norway,2010,5475.38
Norway,2011,5784.75
Norway,2012,6059.93
Norway,2013,6307.78
OECD members,1995,1886.39
OECD members,1996,1977.37
OECD members,1997,2057.55
OECD members,1998,2152.83
OECD members,1999,2269.76
OECD members,2000,2418.6
OECD members,2001,2590.42
OECD members,2002,2774.1
OECD members,2003,2950.02
OECD members,2004,3124.1
OECD members,2005,3318.22
OECD members,2006,3536.67
OECD members,2007,3728.45
OECD members,2008,3921.28
OECD members,2009,4087.32
OECD members,2010,4199.06
OECD members,2011,4335.1
OECD members,2012,4444.01
OECD members,2013,4579
Oman,1995,487.16
Oman,1996,493.19
Oman,1997,502
Oman,1998,576.04
Oman,1999,555.99
Oman,2000,678.24
Oman,2001,719.83
Oman,2002,747.89
Oman,2003,738.75
Oman,2004,714.75
Oman,2005,658.2
Oman,2006,639.94
Oman,2007,745.06
Oman,2008,628.1
Oman,2009,824.71
Oman,2010,600.73
Oman,2011,1152.3
Oman,2012,709.86
Oman,2013,795.79
Other small states,1995,193.44
Other small states,1996,201.59
Other small states,1997,212.6
Other small states,1998,235.44
Other small states,1999,221.55
Other small states,2000,220.51
Other small states,2001,240.58
Other small states,2002,265.94
Other small states,2003,266.87
Other small states,2004,293.6
Other small states,2005,313.42
Other small states,2006,337.37
Other small states,2007,360.24
Other small states,2008,394.34
Other small states,2009,455.78
Other small states,2010,452.9
Other small states,2011,471.66
Other small states,2012,498.18
Other small states,2013,506.21
Pacific island small states,1995,138.85
Pacific island small states,1996,146.33
Pacific island small states,1997,152.45
Pacific island small states,1998,146.48
Pacific island small states,1999,156.71
Pacific island small states,2000,175.94
Pacific island small states,2001,169.3
Pacific island small states,2002,174.11
Pacific island small states,2003,179.06
Pacific island small states,2004,195.15
Pacific island small states,2005,214.31
Pacific island small states,2006,226.4
Pacific island small states,2007,234.06
Pacific island small states,2008,228.86
Pacific island small states,2009,248.98
Pacific island small states,2010,255.64
Pacific island small states,2011,245.27
Pacific island small states,2012,254.66
Pacific island small states,2013,268.5
Pakistan,1995,77.74
Pakistan,1996,83.13
Pakistan,1997,82.85
Pakistan,1998,90.14
Pakistan,1999,95.25
Pakistan,2000,80.6
Pakistan,2001,77.09
Pakistan,2002,83.91
Pakistan,2003,83.91
Pakistan,2004,89.9
Pakistan,2005,110.74
Pakistan,2006,127.41
Pakistan,2007,132.68
Pakistan,2008,131.23
Pakistan,2009,120.41
Pakistan,2010,124.83
Pakistan,2011,128.1
Pakistan,2012,122.44
Pakistan,2013,126.33
Palau,1995,1426.52
Palau,1996,1589.92
Palau,1997,1577.51
Palau,1998,1393.68
Palau,1999,1459.31
Palau,2000,1217.91
Palau,2001,895.71
Palau,2002,936.82
Palau,2003,952.39
Palau,2004,1113.06
Palau,2005,1065.6
Palau,2006,1158.31
Palau,2007,1267.97
Palau,2008,1216.75
Palau,2009,1137.07
Palau,2010,1323.52
Palau,2011,1231.17
Palau,2012,1309.71
Palau,2013,1287.55
Panama,1995,496.16
Panama,1996,473.37
Panama,1997,497.71
Panama,1998,526.51
Panama,1999,525.95
Panama,2000,613.26
Panama,2001,615.06
Panama,2002,650.94
Panama,2003,642.65
Panama,2004,740.64
Panama,2005,744.17
Panama,2006,764.53
Panama,2007,778.46
Panama,2008,910.89
Panama,2009,1050.48
Panama,2010,1177.61
Panama,2011,1219.26
Panama,2012,1299.44
Panama,2013,796.08
Papua New Guinea,1995,54.96
Papua New Guinea,1996,61.29
Papua New Guinea,1997,53.34
Papua New Guinea,1998,57.51
Papua New Guinea,1999,62.19
Papua New Guinea,2000,58.8
Papua New Guinea,2001,66.66
Papua New Guinea,2002,67.1
Papua New Guinea,2003,60.32
Papua New Guinea,2004,70.11
Papua New Guinea,2005,63.36
Papua New Guinea,2006,57.07
Papua New Guinea,2007,56.59
Papua New Guinea,2008,64.67
Papua New Guinea,2009,73.54
Papua New Guinea,2010,73.47
Papua New Guinea,2011,77.87
Papua New Guinea,2012,107.81
Papua New Guinea,2013,114.06
Paraguay,1995,284.86
Paraguay,1996,295.47
Paraguay,1997,312.26
Paraguay,1998,313.82
Paraguay,1999,332.29
Paraguay,2000,387.63
Paraguay,2001,362.15
Paraguay,2002,331.18
Paraguay,2003,301.35
Paraguay,2004,305.54
Paraguay,2005,300.92
Paraguay,2006,327.9
Paraguay,2007,363.88
Paraguay,2008,365.41
Paraguay,2009,456.25
Paraguay,2010,604.65
Paraguay,2011,665.61
Paraguay,2012,690.23
Paraguay,2013,724.33
Peru,1995,206.87
Peru,1996,213.38
Peru,1997,220.61
Peru,1998,226.48
Peru,1999,247.04
Peru,2000,249.34
Peru,2001,260.42
Peru,2002,272.15
Peru,2003,271.6
Peru,2004,280.78
Peru,2005,311.14
Peru,2006,329
Peru,2007,371.48
Peru,2008,420.06
Peru,2009,477.18
Peru,2010,484.38
Peru,2011,497.57
Peru,2012,635.25
Peru,2013,626.2
Philippines,1995,100.13
Philippines,1996,108.35
Philippines,1997,115.86
Philippines,1998,100.68
Philippines,1999,104.06
Philippines,2000,108.04
Philippines,2001,104.04
Philippines,2002,99.84
Philippines,2003,121.87
Philippines,2004,130.25
Philippines,2005,167.61
Philippines,2006,180.33
Philippines,2007,191.08
Philippines,2008,202.5
Philippines,2009,219.11
Philippines,2010,232.87
Philippines,2011,245.41
Philippines,2012,270.53
Philippines,2013,287.33
Poland,1995,406.08
Poland,1996,473.26
Poland,1997,492.69
Poland,1998,553.79
Poland,1999,567.37
Poland,2000,584.08
Poland,2001,642.24
Poland,2002,732.5
Poland,2003,748.19
Poland,2004,806.55
Poland,2005,856.34
Poland,2006,935.1
Poland,2007,1059.67
Poland,2008,1241.3
Poland,2009,1369.06
Poland,2010,1432.19
Poland,2011,1494.5
Poland,2012,1509.19
Poland,2013,1550.72
Portugal,1995,1015.36
Portugal,1996,1094.97
Portugal,1997,1161.15
Portugal,1998,1209.72
Portugal,1999,1326.94
Portugal,2000,1652.43
Portugal,2001,1710.06
Portugal,2002,1775.2
Portugal,2003,1894.36
Portugal,2004,1999.67
Portugal,2005,2224.08
Portugal,2006,2322.35
Portugal,2007,2432.95
Portugal,2008,2565.24
Portugal,2009,2734.84
Portugal,2010,2810.37
Portugal,2011,2673.44
Portugal,2012,2522.42
Portugal,2013,2507.79
Qatar,1995,2105.43
Qatar,1996,2139.18
Qatar,1997,2424.67
Qatar,1998,2785.87
Qatar,1999,2410.84
Qatar,2000,1928.13
Qatar,2001,2317.85
Qatar,2002,2592.42
Qatar,2003,4009.17
Qatar,2004,3907.17
Qatar,2005,3179.99
Qatar,2006,3002.89
Qatar,2007,2746.32
Qatar,2008,2260.61
Qatar,2009,3106
Qatar,2010,2606.31
Qatar,2011,2614.19
Qatar,2012,2851.31
Qatar,2013,2882.33
Romania,1995,183.12
Romania,1996,193.44
Romania,1997,232.78
Romania,1998,199.51
Romania,1999,227.76
Romania,2000,247.9
Romania,2001,279.87
Romania,2002,322.67
Romania,2003,411.74
