Entity,Year,"HRV Transparency index (Hollyer, Rosendorff, and Vreeland (2014))"
Liberia,2008,-0.6118
Liberia,2009,-0.6597
Liberia,2010,-0.6434
Libya,1980,-0.6854
Libya,1981,-0.6878
Libya,1982,-0.6908
Libya,1983,-0.6856
Libya,1984,-0.6886
Libya,1985,-0.6883
Libya,1986,-0.6853
Libya,1987,-0.6899
Libya,1988,-0.6881
Libya,1989,-0.6897
Libya,1990,-0.647
Libya,1991,-0.6303
Libya,1992,-0.6514
Libya,1993,-0.6499
Libya,1994,-0.6513
Libya,1995,-0.6538
Libya,1996,-0.6517
Libya,1997,-0.6304
Libya,1998,-0.6315
Libya,1999,-0.6445
Libya,2000,-0.6072
Libya,2001,-0.6345
Libya,2002,-0.4307
Libya,2003,-0.3567
Libya,2004,-0.3736
Libya,2005,-0.4445
Libya,2006,-0.4396
Libya,2007,-0.4663
Libya,2008,-0.4709
Libya,2009,-0.6444
Libya,2010,-0.6974
Madagascar,1980,-0.5677
Madagascar,1981,-0.5713
Madagascar,1982,-0.5774
Madagascar,1983,-0.5742
Madagascar,1984,-0.5682
Madagascar,1985,-0.5621
Madagascar,1986,-0.6149
Madagascar,1987,-0.6169
Madagascar,1988,-0.6091
Madagascar,1989,-0.5946
Madagascar,1990,-0.5251
Madagascar,1991,-0.5395
Madagascar,1992,-0.5463
Madagascar,1993,-0.4949
Madagascar,1994,-0.5336
Madagascar,1995,-0.5349
Madagascar,1996,-0.5284
Madagascar,1997,-0.5301
Madagascar,1998,-0.5274
Madagascar,1999,-0.5264
Madagascar,2000,-0.5207
Madagascar,2001,-0.5109
Madagascar,2002,-0.5159
Madagascar,2003,-0.3793
Madagascar,2004,-0.5134
Madagascar,2005,-0.397
Madagascar,2006,-0.9248
Madagascar,2007,-0.9455
Madagascar,2008,-0.9408
Madagascar,2009,-0.9581
Madagascar,2010,-1.2794
Malawi,1980,-0.6206
Malawi,1981,-0.6215
Malawi,1982,-0.6253
Malawi,1983,-0.6171
Malawi,1984,-0.6268
Malawi,1985,-0.6221
Malawi,1986,-0.6207
Malawi,1987,-0.6085
Malawi,1988,-0.6213
Malawi,1989,-0.6469
Malawi,1990,-0.6216
Malawi,1991,-0.6296
Malawi,1992,-0.6532
Malawi,1993,-0.6519
Malawi,1994,-0.655
Malawi,1995,-0.6546
Malawi,1996,-0.6632
Malawi,1997,-0.666
Malawi,1998,-0.6648
Malawi,1999,-0.6522
Malawi,2000,-0.6253
Malawi,2001,-0.6539
Malawi,2002,-0.6558
Malawi,2003,-0.6049
Malawi,2004,-0.5982
Malawi,2005,-0.6026
Malawi,2006,-0.601
Malawi,2007,-0.6012
Malawi,2008,-0.6021
Malawi,2009,-0.6083
Malawi,2010,-0.6539
Malaysia,1980,0.8042
Malaysia,1981,1.2052
Malaysia,1982,1.2994
Malaysia,1983,1.2923
Malaysia,1984,1.4413
Malaysia,1985,1.5386
Malaysia,1986,1.5299
Malaysia,1987,1.6893
Malaysia,1988,1.6422
Malaysia,1989,1.6775
Malaysia,1990,1.6854
Malaysia,1991,1.9482
Malaysia,1992,1.8061
Malaysia,1993,1.698
Malaysia,1994,1.4216
Malaysia,1995,2.2985
Malaysia,1996,2.4213
Malaysia,1997,2.5175
Malaysia,1998,2.7324
Malaysia,1999,3.2037
Malaysia,2000,3.506
Malaysia,2001,3.6518
Malaysia,2002,3.7628
Malaysia,2003,3.8361
Malaysia,2004,3.8663
Malaysia,2005,3.7421
Malaysia,2006,3.7833
Malaysia,2007,3.754
Malaysia,2008,3.2452
Malaysia,2009,2.0264
Malaysia,2010,0.952
Mali,1980,-0.6402
Mali,1981,-0.6566
Mali,1982,-0.6419
Mali,1983,-0.6618
Mali,1984,-0.66
Mali,1985,-0.6146
Mali,1986,-0.6084
Mali,1987,-0.5701
Mali,1988,-0.6134
Mali,1989,-0.6671
Mali,1990,-0.5597
Mali,1991,-0.6016
Mali,1992,-0.6016
Mali,1993,-0.6035
Mali,1994,-0.6038
Mali,1995,-0.6072
Mali,1996,-0.5382
Mali,1997,-0.5204
Mali,1998,-0.5161
Mali,1999,-0.515
Mali,2000,-0.5194
Mali,2001,-0.5248
Mali,2002,-0.5298
Mali,2003,-0.5596
Mali,2004,-0.4783
Mali,2005,-0.5509
Mali,2006,-0.4864
Mali,2007,-0.5485
Mali,2008,-0.6803
Mali,2009,-0.6912
Mali,2010,-0.6816
Mauritania,1980,-0.6347
Mauritania,1981,-0.6326
Mauritania,1982,-0.6361
Mauritania,1983,-0.636
Mauritania,1984,-0.635
Mauritania,1985,-0.6339
Mauritania,1986,-0.6318
Mauritania,1987,-0.6272
Mauritania,1988,-0.6257
Mauritania,1989,-0.6307
Mauritania,1990,-0.6273
Mauritania,1991,-0.6284
Mauritania,1992,-0.6413
Mauritania,1993,-0.6428
Mauritania,1994,-0.6411
Mauritania,1995,-0.6129
Mauritania,1996,-0.6179
Mauritania,1997,-0.6477
Mauritania,1998,-0.6304
Mauritania,1999,-1.1333
Mauritania,2000,-1.029
Mauritania,2001,-1.046
Mauritania,2002,-1.0464
Mauritania,2003,-1.0435
Mauritania,2004,-1.0247
Mauritania,2005,-0.9708
Mauritania,2006,-1.0069
Mauritania,2007,-0.9687
Mauritania,2008,-0.9514
Mauritania,2009,-0.969
Mauritania,2010,-0.9516
Mauritius,1980,-0.6109
Mauritius,1981,-0.6043
Mauritius,1982,-0.6037
Mauritius,1983,-0.605
Mauritius,1984,-0.6037
Mauritius,1985,-0.6022
Mauritius,1986,-0.6045
Mauritius,1987,-0.6024
Mauritius,1988,-0.5492
Mauritius,1989,-0.553
Mauritius,1990,-0.3741
Mauritius,1991,-0.5219
Mauritius,1992,-0.4915
Mauritius,1993,-0.5277
Mauritius,1994,-0.4759
Mauritius,1995,-0.4357
Mauritius,1996,-0.4605
Mauritius,1997,-0.4664
Mauritius,1998,-0.4637
Mauritius,1999,-0.4542
Mauritius,2000,-0.3986
Mauritius,2001,-0.4323
Mauritius,2002,-0.4338
Mauritius,2003,-0.4236
Mauritius,2004,-0.2378
Mauritius,2005,-0.2409
Mauritius,2006,-0.2462
Mauritius,2007,-0.2566
Mauritius,2008,-0.3033
Mauritius,2009,-0.3237
Mauritius,2010,-0.3275
Mexico,1980,0.6591
Mexico,1981,0.9717
Mexico,1982,1.0176
Mexico,1983,0.9807
Mexico,1984,0.9725
Mexico,1985,0.9602
Mexico,1986,0.9595
Mexico,1987,1.0198
Mexico,1988,1.3397
Mexico,1989,1.3523
Mexico,1990,2.4234
Mexico,1991,2.8648
Mexico,1992,2.2911
Mexico,1993,2.9262
Mexico,1994,2.5192
Mexico,1995,3.6839
Mexico,1996,4.1053
Mexico,1997,4.365
Mexico,1998,4.6925
Mexico,1999,4.9148
Mexico,2000,5.1082
Mexico,2001,5.5097
Mexico,2002,5.7659
Mexico,2003,5.8454
Mexico,2004,5.8982
Mexico,2005,5.8201
Mexico,2006,5.7013
Mexico,2007,5.2481
Mexico,2008,4.6207
Mexico,2009,3.36
Mexico,2010,2.8402
Mongolia,1980,-2.2454
Mongolia,1981,-0.6825
Mongolia,1982,-0.6766
Mongolia,1983,-0.6933
Mongolia,1984,-0.6763
Mongolia,1985,-0.5632
Mongolia,1986,-0.5457
Mongolia,1987,-0.5527
Mongolia,1988,-0.5491
Mongolia,1989,-0.53
Mongolia,1990,-0.523
Mongolia,1991,-0.6871
Mongolia,1992,-0.3715
Mongolia,1993,-0.2181
Mongolia,1994,-0.2476
Mongolia,1995,-0.2014
Mongolia,1996,0.1058
Mongolia,1997,0.2055
Mongolia,1998,0.2464
Mongolia,1999,0.2883
Mongolia,2000,0.9688
Mongolia,2001,0.2632
Mongolia,2002,0.1483
Mongolia,2003,0.4078
Mongolia,2004,0.3364
Mongolia,2005,0.4375
Mongolia,2006,0.456
Mongolia,2007,0.5972
Mongolia,2008,0.2354
Mongolia,2009,0.2095
Mongolia,2010,-0.0294
Morocco,1980,0.7476
Morocco,1981,1.1173
Morocco,1982,1.2107
Morocco,1983,1.2437
Morocco,1984,1.249
Morocco,1985,1.2913
Morocco,1986,1.2629
Morocco,1987,1.3254
Morocco,1988,1.3716
Morocco,1989,1.5821
Morocco,1990,2.4423
Morocco,1991,2.6117
Morocco,1992,2.4374
Morocco,1993,2.5834
Morocco,1994,2.6794
Morocco,1995,2.5979
Morocco,1996,2.342
Morocco,1997,2.5565
Morocco,1998,3.4924
Morocco,1999,3.7898
Morocco,2000,3.4752
Morocco,2001,3.5476
Morocco,2002,4.1133
Morocco,2003,4.2579
Morocco,2004,4.2148
Morocco,2005,3.9263
Morocco,2006,3.4399
Morocco,2007,3.2193
Morocco,2008,2.7901
Morocco,2009,1.7426
Morocco,2010,1.3019
Mozambique,1980,-0.5801
Mozambique,1981,-0.5728
Mozambique,1982,-0.57
Mozambique,1983,-0.5706
Mozambique,1984,-0.5644
Mozambique,1985,-0.5523
Mozambique,1986,-0.5384
Mozambique,1987,-0.5368
Mozambique,1988,-0.541
Mozambique,1989,-0.4496
Mozambique,1990,-0.433
Mozambique,1991,-0.4317
Mozambique,1992,-0.4271
Mozambique,1993,-0.4136
Mozambique,1994,-0.234
Mozambique,1995,-0.2252
Mozambique,1996,-0.263
Mozambique,1997,-0.2639
Mozambique,1998,-0.3589
Mozambique,1999,0.4063
Mozambique,2000,0.8089
Mozambique,2001,0.9613
Mozambique,2002,1.186
Mozambique,2003,1.6552
Mozambique,2004,1.3087
Mozambique,2005,1.2981
Mozambique,2006,1.3376
Mozambique,2007,1.3081
Mozambique,2008,1.2122
Mozambique,2009,1.1855
Mozambique,2010,1.1906
Nepal,1980,-0.2622
Nepal,1981,-0.2412
Nepal,1982,-0.2584
Nepal,1983,-0.2382
Nepal,1984,-0.2301
Nepal,1985,-0.2123
Nepal,1986,-0.2335
Nepal,1987,-0.2794
Nepal,1988,-0.4048
Nepal,1989,-0.4028
Nepal,1990,-0.2453
Nepal,1991,-0.138
Nepal,1992,-0.2375
Nepal,1993,-0.2333
Nepal,1994,-0.212
Nepal,1995,-0.2156
Nepal,1996,-0.1721
Nepal,1997,-0.1917
Nepal,1998,-0.1564
Nepal,1999,0.148
Nepal,2000,0.3106
Nepal,2001,0.0132
Nepal,2002,-0.149
Nepal,2003,0.0429
Nepal,2004,-0.2188
Nepal,2005,-0.2338
Nepal,2006,-0.2349
Nepal,2007,-0.24
Nepal,2008,-0.1955
Nepal,2009,-0.0536
Nepal,2010,-0.4144
Netherlands,1980,1.2921
Netherlands,1981,2.0294
Netherlands,1982,2.2789
Netherlands,1983,2.6133
Netherlands,1984,2.4686
Netherlands,1985,2.7288
Netherlands,1986,2.6894
Netherlands,1987,3.5674
Netherlands,1988,3.8595
Netherlands,1989,3.9143
Netherlands,1990,4.1317
Netherlands,1991,4.2108
Netherlands,1992,4.1823
Netherlands,1993,4.352
Netherlands,1994,4.507
Netherlands,1995,4.7531
Netherlands,1996,4.6732
Netherlands,1997,4.3934
Netherlands,1998,4.0952
Netherlands,1999,5.0217
Netherlands,2000,5.3876
Netherlands,2001,5.6305
Netherlands,2002,5.9705
Netherlands,2003,6.2142
Netherlands,2004,6.2663
Netherlands,2005,6.2152
Netherlands,2006,6.1241
Netherlands,2007,5.9499
Netherlands,2008,5.5831
Netherlands,2009,4.9372
Netherlands,2010,4.4026
New Zealand,1980,0.6745
New Zealand,1981,1.2904
New Zealand,1982,1.1898
New Zealand,1983,1.0619
New Zealand,1984,1.1647
New Zealand,1985,1.3708
New Zealand,1986,2.4994
New Zealand,1987,2.7967
New Zealand,1988,2.9072
New Zealand,1989,3.018
New Zealand,1990,3.2744
New Zealand,1991,3.6341
New Zealand,1992,3.62
New Zealand,1993,3.5839
New Zealand,1994,3.9445
New Zealand,1995,4.1565
New Zealand,1996,4.3229
New Zealand,1997,4.3233
New Zealand,1998,4.0282
New Zealand,1999,4.3646
New Zealand,2000,4.5591
New Zealand,2001,4.5726
New Zealand,2002,4.7738
New Zealand,2003,4.7332
New Zealand,2004,4.763
New Zealand,2005,4.7012
New Zealand,2006,4.5211
New Zealand,2007,4.198
New Zealand,2008,3.6693
New Zealand,2009,2.2418
New Zealand,2010,-0.1717
Nicaragua,1980,0.1606
Nicaragua,1981,0.1701
Nicaragua,1982,0.2693
Nicaragua,1983,0.3555
Nicaragua,1984,0.2464
Nicaragua,1985,0.2573
Nicaragua,1986,0.2075
Nicaragua,1987,-0.0219
Nicaragua,1988,0.2392
Nicaragua,1989,0.3194
Nicaragua,1990,0.4362
Nicaragua,1991,0.4572
Nicaragua,1992,0.6538
Nicaragua,1993,1.1105
Nicaragua,1994,1.1811
Nicaragua,1995,1.6317
Nicaragua,1996,1.6511
Nicaragua,1997,1.7061
Nicaragua,1998,1.8444
Nicaragua,1999,1.9356
Nicaragua,2000,1.9436
Nicaragua,2001,1.4724
Nicaragua,2002,1.3246
Nicaragua,2003,2.1357
Nicaragua,2004,2.2978
Nicaragua,2005,2.416
Nicaragua,2006,2.3313
Nicaragua,2007,1.8261
Nicaragua,2008,0.9187
Nicaragua,2009,0.6442
Nicaragua,2010,0.7683
Niger,1980,-0.6375
Niger,1981,-0.6088
Niger,1982,-0.6397
Niger,1983,-0.6426
Niger,1984,-0.6394
Niger,1985,-0.6425
Niger,1986,-0.6411
Niger,1987,-0.6393
Niger,1988,-0.6403
Niger,1989,-0.6375
Niger,1990,-0.6339
Niger,1991,-0.6354
Niger,1992,-0.6352
Niger,1993,-0.6374
Niger,1994,-0.6398
Niger,1995,-0.6074
Niger,1996,-0.6033
Niger,1997,-0.6044
Niger,1998,-0.6052
Niger,1999,-0.6034
Niger,2000,-0.5607
Niger,2001,-0.6095
Niger,2002,-0.6209
Niger,2003,-0.6211
Niger,2004,-0.6276
Niger,2005,-0.5918
Niger,2006,-0.6812
Niger,2007,-0.6838
Niger,2008,-0.6832
Niger,2009,-0.6856
Niger,2010,-1.2664
Nigeria,1980,-0.6299
Nigeria,1981,-0.5915
Nigeria,1982,-0.6283
Nigeria,1983,-0.5704
Nigeria,1984,-0.5934
Nigeria,1985,-0.595
Nigeria,1986,-0.6228
Nigeria,1987,-0.6007
Nigeria,1988,-0.6336
Nigeria,1989,-0.6305
Nigeria,1990,-0.6289
Nigeria,1991,-0.6003
Nigeria,1992,-0.632
Nigeria,1993,-0.6315
Nigeria,1994,-0.6316
Nigeria,1995,-0.633
Nigeria,1996,-0.5976
Nigeria,1997,-0.6005
Nigeria,1998,-0.6033
Nigeria,1999,-0.595
Nigeria,2000,-0.5655
Nigeria,2001,-0.5952
Nigeria,2002,-0.5916
Nigeria,2003,-0.5912
Nigeria,2004,-0.6982
Nigeria,2005,-0.6213
Nigeria,2006,-0.5809
Nigeria,2007,-0.5803
Nigeria,2008,-0.5889
Nigeria,2009,-0.5886
Nigeria,2010,-0.586
Norway,1980,1.5448
Norway,1981,2.5131
Norway,1982,2.8042
Norway,1983,2.9371
Norway,1984,2.9227
Norway,1985,2.6966
Norway,1986,1.6443
Norway,1987,1.7125
Norway,1988,2.8405
Norway,1989,3.3093
Norway,1990,3.4941
Norway,1991,3.5405
Norway,1992,3.6304
Norway,1993,3.6882
Norway,1994,3.8279
Norway,1995,4.2164
Norway,1996,4.6426
Norway,1997,4.8907
Norway,1998,4.9781
Norway,1999,4.9826
Norway,2000,5.0275
Norway,2001,4.9649
Norway,2002,4.9973
Norway,2003,4.9434
Norway,2004,4.8217
Norway,2005,4.5657
Norway,2006,4.1188
Norway,2007,3.227
Norway,2008,2.9222
Norway,2009,2.7047
Norway,2010,2.4233
Oman,1980,-0.5801
Oman,1981,-0.5776
Oman,1982,-0.5811
Oman,1983,-0.5796
Oman,1984,-0.5747
Oman,1985,-0.5735
Oman,1986,-0.5438
Oman,1987,-0.5431
Oman,1988,-0.497
Oman,1989,-0.6288
Oman,1990,-0.1678
Oman,1991,-0.1494
Oman,1992,-0.314
Oman,1993,-0.1905
Oman,1994,-0.313
Oman,1995,-0.2668
Oman,1996,0.629
Oman,1997,0.3875
Oman,1998,0.3635
Oman,1999,0.3703
Oman,2000,0.7071
Oman,2001,0.4495
Oman,2002,0.4411
Oman,2003,0.3714
Oman,2004,0.2538
Oman,2005,-0.2148
Oman,2006,-0.2601
Oman,2007,-0.2638
Oman,2008,-0.2978
Oman,2009,-0.594
Oman,2010,-0.6396
Pakistan,1980,0.7912
Pakistan,1981,1.1111
Pakistan,1982,1.1548
Pakistan,1983,1.1579
Pakistan,1984,1.2518
Pakistan,1985,1.5393
Pakistan,1986,1.8188
Pakistan,1987,1.8918
Pakistan,1988,1.8251
Pakistan,1989,1.8704
Pakistan,1990,2.1257
Pakistan,1991,2.0383
Pakistan,1992,1.9496
Pakistan,1993,1.7393
Pakistan,1994,1.1204
Pakistan,1995,2.3119
Pakistan,1996,2.3646
Pakistan,1997,2.6273
Pakistan,1998,2.6109
Pakistan,1999,2.5888
Pakistan,2000,2.963
Pakistan,2001,3.1061
Pakistan,2002,3.5218
Pakistan,2003,3.8425
Pakistan,2004,4.1595
Pakistan,2005,4.1602
Pakistan,2006,4.2977
Pakistan,2007,4.0724
Pakistan,2008,3.4745
Pakistan,2009,1.7527
Pakistan,2010,1.3353
Panama,1980,0.6598
Panama,1981,1.186
Panama,1982,2.2731
Panama,1983,2.5758
Panama,1984,2.7298
Panama,1985,2.9928
Panama,1986,3.0731
Panama,1987,2.9803
Panama,1988,2.8579
Panama,1989,2.5509
Panama,1990,1.4821
Panama,1991,1.8689
Panama,1992,2.4961
Panama,1993,2.7706
Panama,1994,2.957
Panama,1995,2.8619
Panama,1996,2.8342
Panama,1997,2.7986
Panama,1998,2.7959
Panama,1999,3.1718
Panama,2000,3.4085
Panama,2001,3.6004
Panama,2002,3.5665
Panama,2003,3.1284
Panama,2004,2.9684
Panama,2005,3.4258
Panama,2006,3.5703
Panama,2007,3.5924
Panama,2008,3.3527
Panama,2009,2.8314
Panama,2010,2.0055
Papua New Guinea,1980,-0.6186
Papua New Guinea,1981,-0.574
Papua New Guinea,1982,-0.5722
Papua New Guinea,1983,-0.5813
Papua New Guinea,1984,-0.571
Papua New Guinea,1985,-0.5778
Papua New Guinea,1986,-0.5673
Papua New Guinea,1987,-0.5665
Papua New Guinea,1988,-0.5688
Papua New Guinea,1989,-0.5642
Papua New Guinea,1990,-0.5318
Papua New Guinea,1991,-0.5834
Papua New Guinea,1992,-0.5822
Papua New Guinea,1993,-0.5868
Papua New Guinea,1994,-0.6075
Papua New Guinea,1995,-0.6066
Papua New Guinea,1996,-0.6095
Papua New Guinea,1997,-0.6107
Papua New Guinea,1998,-0.5564
Papua New Guinea,1999,-0.6114
Papua New Guinea,2000,-0.5421
Papua New Guinea,2001,-0.5733
Papua New Guinea,2002,-0.5726
Papua New Guinea,2003,-0.5671
Papua New Guinea,2004,-0.5701
Papua New Guinea,2005,-0.6542
Papua New Guinea,2006,-0.6536
Papua New Guinea,2007,-0.6546
Papua New Guinea,2008,-0.6582
Papua New Guinea,2009,-0.6584
Papua New Guinea,2010,-0.6593
Paraguay,1980,0.2878
Paraguay,1981,0.5466
Paraguay,1982,0.8927
Paraguay,1983,1.0178
Paraguay,1984,1.0275
Paraguay,1985,1.1187
Paraguay,1986,0.9797
Paraguay,1987,1.037
Paraguay,1988,1.1241
Paraguay,1989,1.321
Paraguay,1990,1.9654
Paraguay,1991,2.177
Paraguay,1992,2.3235
Paraguay,1993,2.3489
Paraguay,1994,2.2707
Paraguay,1995,1.9108
Paraguay,1996,1.763
Paraguay,1997,2.3185
Paraguay,1998,2.5737
Paraguay,1999,2.8042
Paraguay,2000,2.8442
Paraguay,2001,3.4439
Paraguay,2002,3.6809
Paraguay,2003,3.7023
Paraguay,2004,3.5827
Paraguay,2005,3.4417
Paraguay,2006,3.4212
Paraguay,2007,3.6581
Paraguay,2008,3.1501
Paraguay,2009,1.7142
Paraguay,2010,1.5001
Peru,1980,0.4259
Peru,1981,0.2247
Peru,1982,0.6399
Peru,1983,0.6392
Peru,1984,0.6422
Peru,1985,0.8418
Peru,1986,1.1331
Peru,1987,1.2952
Peru,1988,0.9918
Peru,1989,1.305
Peru,1990,2.1625
Peru,1991,2.4477
Peru,1992,2.3725
Peru,1993,2.4781
Peru,1994,2.6924
Peru,1995,3.0134
Peru,1996,3.3426
Peru,1997,3.4181
Peru,1998,3.6228
Peru,1999,3.6394
Peru,2000,3.6544
Peru,2001,4.0251
Peru,2002,4.1014
Peru,2003,4.4241
Peru,2004,4.5769
Peru,2005,4.614
Peru,2006,4.5993
Peru,2007,4.4311
Peru,2008,3.968
Peru,2009,2.7995
Peru,2010,1.8989
Philippines,1980,0.9106
Philippines,1981,1.4186
Philippines,1982,1.6634
Philippines,1983,1.7815
Philippines,1984,1.7392
Philippines,1985,1.8381
Philippines,1986,1.8691
Philippines,1987,1.8019
Philippines,1988,1.8156
Philippines,1989,1.8087
Philippines,1990,1.8688
Philippines,1991,1.7925
Philippines,1992,1.7434
Philippines,1993,1.8062
Philippines,1994,1.9174
Philippines,1995,2.0178
Philippines,1996,2.151
Philippines,1997,2.3722
Philippines,1998,3.1541
Philippines,1999,3.6056
Philippines,2000,3.8944
Philippines,2001,4.4034
Philippines,2002,4.6471
Philippines,2003,4.7624
Philippines,2004,4.6716
Philippines,2005,4.4685
Philippines,2006,4.2572
Philippines,2007,4.0129
Philippines,2008,3.4847
Philippines,2009,2.492
Philippines,2010,1.5575
Poland,1980,-0.6913
Poland,1981,-0.691
Poland,1982,-0.6914
Poland,1983,-0.6907
Poland,1984,-0.6812
Poland,1985,-0.6394
Poland,1986,-0.639
Poland,1987,-0.6079
Poland,1988,-0.607
Poland,1989,-0.6
Poland,1990,-0.4328
Poland,1991,1.1379
Poland,1992,2.2101
Poland,1993,2.5733
Poland,1994,3.7069
Poland,1995,4.1234
Poland,1996,4.4916
Poland,1997,4.9136
Poland,1998,5.3716
Poland,1999,5.6833
Poland,2000,5.9645
Poland,2001,6.2433
Poland,2002,6.5846
Poland,2003,6.8861
Poland,2004,7.2511
Poland,2005,7.4733
Poland,2006,7.3519
Poland,2007,6.8804
Poland,2008,6.3701
Poland,2009,5.5473
Poland,2010,4.8835
Portugal,1980,1.3084
Portugal,1981,1.8485
Portugal,1982,1.9735
Portugal,1983,2.0568
Portugal,1984,2.1056
Portugal,1985,2.3691
Portugal,1986,3.1114
Portugal,1987,3.2825
Portugal,1988,3.3399
Portugal,1989,3.3258
Portugal,1990,3.6243
Portugal,1991,3.9185
Portugal,1992,4.1638
Portugal,1993,4.4664
Portugal,1994,4.5514
Portugal,1995,4.5151
Portugal,1996,4.4454
Portugal,1997,4.2453
Portugal,1998,4.4567
Portugal,1999,5.0155
Portugal,2000,5.3709
Portugal,2001,5.5934
Portugal,2002,5.6798
Portugal,2003,5.7741
Portugal,2004,5.9502
Portugal,2005,5.9646
Portugal,2006,5.9166
Portugal,2007,5.737
Portugal,2008,5.5612
Portugal,2009,5.08
Portugal,2010,4.652
Romania,1980,-0.708
Romania,1981,-0.7091
Romania,1982,-0.7073
Romania,1983,-0.7074
Romania,1984,-0.7078
Romania,1985,-0.7074
Romania,1986,-0.7077
Romania,1987,-0.684
Romania,1988,-0.6839
Romania,1989,-0.6644
Romania,1990,1.0584
Romania,1991,1.8618
Romania,1992,2.2051
Romania,1993,2.6067
Romania,1994,3.7791
Romania,1995,4.5443
Romania,1996,5.1786
Romania,1997,5.4902
Romania,1998,5.9314
Romania,1999,6.4608
Romania,2000,7.1096
Romania,2001,7.6099
Romania,2002,7.9547
Romania,2003,8.3176
Romania,2004,8.3451
Romania,2005,8.2955
Romania,2006,7.8652
Romania,2007,7.5235
Romania,2008,6.7159
Romania,2009,5.9735
Romania,2010,5.0182
Russia,1980,-3.1689
Russia,1981,-7.9545
Russia,1982,-10.11
Russia,1983,-10.8267
Russia,1984,-10.8701
Russia,1985,-10.2621
Russia,1986,-9.4305
Russia,1987,-9.0626
Russia,1988,-6.9643
Russia,1989,-2.8544
Russia,1990,-0.8664
Russia,1991,-0.8623
Russia,1992,-0.8418
Russia,1993,-0.8341
Russia,1994,0.8993
Russia,1995,1.3694
Russia,1996,2.8919
Russia,1997,3.4458
Russia,1998,3.5532
Russia,1999,4.2231
Russia,2000,4.7182
Russia,2001,5.0725
Russia,2002,5.2155
Russia,2003,5.8957
Russia,2004,5.817
Russia,2005,6.3247
Russia,2006,6.7523
Russia,2007,6.149
Russia,2008,5.3306
Russia,2009,2.3213
Russia,2010,1.3972
Rwanda,1980,-0.6059
Rwanda,1981,-0.597
Rwanda,1982,-0.6036
Rwanda,1983,-0.6047
Rwanda,1984,-0.6018
Rwanda,1985,-0.5991
Rwanda,1986,-0.602
Rwanda,1987,-0.5981
Rwanda,1988,-0.5947
Rwanda,1989,-0.5666
Rwanda,1990,-0.6012
Rwanda,1991,-0.5991
Rwanda,1992,-0.6083
Rwanda,1993,-0.6223
Rwanda,1994,-0.7706
Rwanda,1995,-0.6281
Rwanda,1996,-0.5291
Rwanda,1997,-0.5708
Rwanda,1998,-0.5742
Rwanda,1999,-0.5477
Rwanda,2000,-0.5833
Rwanda,2001,-0.5609
Rwanda,2002,-0.5573
Rwanda,2003,-0.5635
Rwanda,2004,-0.5612
Rwanda,2005,-0.5415
Rwanda,2006,-0.5719
Rwanda,2007,-0.5725
Rwanda,2008,-0.5787
Rwanda,2009,-0.5817
Rwanda,2010,-0.6546
Saudi Arabia,1980,-0.2902
Saudi Arabia,1981,-0.2953
Saudi Arabia,1982,-0.6489
Saudi Arabia,1983,-0.6631
Saudi Arabia,1984,-0.6622
Saudi Arabia,1985,-0.6538
Saudi Arabia,1986,-0.661
Saudi Arabia,1987,-0.6628
Saudi Arabia,1988,-0.6541
Saudi Arabia,1989,-0.6533
Saudi Arabia,1990,-0.652
Saudi Arabia,1991,-0.6521
Saudi Arabia,1992,-0.6514
Saudi Arabia,1993,-0.6497
Saudi Arabia,1994,-0.6518
Saudi Arabia,1995,-0.6511
Saudi Arabia,1996,-0.6508
Saudi Arabia,1997,-0.6381
Saudi Arabia,1998,-0.6065
Saudi Arabia,1999,-0.5711
Saudi Arabia,2000,-0.5683
Saudi Arabia,2001,-0.5675
Saudi Arabia,2002,-0.5694
Saudi Arabia,2003,-0.6066
Saudi Arabia,2004,-0.5899
Saudi Arabia,2005,0.3335
Saudi Arabia,2006,0.7646
Saudi Arabia,2007,0.7956
Saudi Arabia,2008,0.1424
Saudi Arabia,2009,-0.0418
Saudi Arabia,2010,-0.5156
Senegal,1980,0.5612
Senegal,1981,0.757
Senegal,1982,0.3192
Senegal,1983,0.2467
Senegal,1984,0.2603
Senegal,1985,0.3393
Senegal,1986,0.8291
Senegal,1987,0.791
Senegal,1988,0.4048
Senegal,1989,0.8636
Senegal,1990,1.0319
Senegal,1991,1.1814
Senegal,1992,1.0011
Senegal,1993,0.8318
Senegal,1994,0.7783
Senegal,1995,0.3474
Senegal,1996,0.8825
Senegal,1997,0.9507
Senegal,1998,1.0738
Senegal,1999,1.0726
Senegal,2000,1.2113
Senegal,2001,1.7266
Senegal,2002,1.1262
Senegal,2003,0.9415
Senegal,2004,1.0162
Senegal,2005,1.2606
Senegal,2006,1.7583
Senegal,2007,1.1344
Senegal,2008,1.0417
Senegal,2009,0.8102
Senegal,2010,-0.0212
Sierra Leone,1980,-0.6474
Sierra Leone,1981,-0.6502
Sierra Leone,1982,-0.6499
Sierra Leone,1983,-0.6259
Sierra Leone,1984,-0.62
Sierra Leone,1985,-0.6476
Sierra Leone,1986,-0.6508
Sierra Leone,1987,-0.6496
Sierra Leone,1988,-0.6492
Sierra Leone,1989,-0.6479
Sierra Leone,1990,-0.6485
Sierra Leone,1991,-0.65
Sierra Leone,1992,-0.6503
Sierra Leone,1993,-0.6508
Sierra Leone,1994,-0.6512
Sierra Leone,1995,-0.6502
