Entity,Year,Assassination,Hostage Taking (Kidnapping),Bombing/Explosion,Facility/Infrastructure Attack,Armed Assault,Hijacking,Unknown,Hostage Taking (Barricade Incident),Unarmed Assault
Denmark,1987,0,0,2,0,0,0,0,0,0
Denmark,1988,0,0,0,1,0,0,0,0,0
Denmark,1989,0,0,0,0,0,0,1,0,0
Denmark,1991,0,0,0,1,0,0,0,0,0
Denmark,1992,0,0,1,0,0,0,3,0,0
Denmark,1995,0,0,0,1,0,1,4,0,0
Denmark,1999,0,0,1,0,0,0,0,0,0
Denmark,2008,0,0,0,0,1,0,0,0,0
Denmark,2010,0,0,1,0,0,0,0,0,0
Denmark,2013,1,0,0,0,0,0,0,0,0
Denmark,2015,0,0,0,2,2,0,0,0,0
Denmark,2016,0,0,0,0,1,0,0,0,0
Djibouti,1977,0,1,0,0,0,0,0,0,0
Djibouti,1979,0,0,0,1,0,0,0,0,0
Djibouti,1987,0,0,1,0,0,0,0,0,0
Djibouti,1988,0,0,2,0,0,0,0,0,0
Djibouti,1990,0,0,1,0,0,0,0,0,0
Djibouti,1991,0,0,0,0,1,0,0,0,0
Djibouti,1992,0,0,1,0,4,1,0,0,0
Djibouti,1994,0,0,1,0,0,0,0,0,1
Djibouti,1995,0,0,2,0,0,0,0,0,0
Djibouti,1997,0,0,1,0,0,0,0,0,0
Djibouti,2004,0,0,1,0,0,0,0,0,0
Djibouti,2014,0,0,1,0,0,0,0,0,0
Djibouti,2015,0,0,0,0,1,0,0,0,0
Djibouti,2017,0,1,0,0,0,0,0,0,0
Dominica,1981,0,0,0,0,2,0,0,0,0
Dominica,1997,0,0,0,0,1,0,0,0,0
Dominican Republic,1970,1,1,0,0,0,0,0,0,0
Dominican Republic,1971,1,0,0,0,2,0,0,0,0
Dominican Republic,1973,1,2,0,0,0,0,0,0,0
Dominican Republic,1974,0,1,0,0,0,0,0,1,0
Dominican Republic,1978,0,0,0,0,1,0,0,0,0
Dominican Republic,1979,1,0,1,0,0,0,0,0,0
Dominican Republic,1980,0,0,0,0,1,0,0,0,0
Dominican Republic,1982,0,0,2,0,0,0,0,0,0
Dominican Republic,1987,0,0,15,0,0,0,0,0,0
Dominican Republic,1988,0,0,2,0,0,0,0,0,0
Dominican Republic,1989,0,0,11,0,0,0,0,0,0
Dominican Republic,1990,0,0,2,0,0,0,0,0,0
Dominican Republic,1991,1,0,6,0,1,0,0,0,0
Dominican Republic,1992,1,0,7,3,0,0,0,0,0
Dominican Republic,1994,1,0,5,0,1,0,0,0,0
Dominican Republic,1996,0,1,0,0,1,0,1,0,0
Dominican Republic,1997,0,0,3,0,7,0,1,0,1
Dominican Republic,2013,1,0,0,0,0,0,0,0,0
Dominican Republic,2014,0,0,0,1,0,0,0,0,0
Dominican Republic,2017,1,0,0,0,0,0,0,0,0
East Asia,1970,0,0,0,1,0,1,0,0,0
East Asia,1971,0,0,1,0,0,0,0,0,0
East Asia,1972,0,0,0,0,0,0,0,0,0
East Asia,1973,0,0,0,2,0,0,0,0,0
East Asia,1974,1,0,0,2,0,1,0,0,0
East Asia,1975,0,0,11,1,0,0,0,0,0
East Asia,1976,1,0,1,0,0,0,0,0,0
East Asia,1977,0,0,4,0,0,0,0,0,0
East Asia,1978,2,0,3,23,6,0,0,0,1
East Asia,1979,1,0,0,9,3,0,2,0,1
East Asia,1980,0,0,1,0,0,0,0,0,0
East Asia,1981,0,0,3,1,0,0,0,0,0
East Asia,1982,0,0,0,3,0,0,0,0,0
East Asia,1983,0,0,4,9,0,0,0,0,0
East Asia,1984,0,0,1,12,1,0,0,0,1
East Asia,1985,1,0,4,5,0,0,0,0,0
East Asia,1986,0,0,6,5,1,0,0,0,0
East Asia,1987,1,0,7,1,1,0,0,0,0
East Asia,1988,1,0,9,9,3,0,1,0,1
East Asia,1989,4,0,7,4,0,2,1,0,0
East Asia,1990,1,0,27,50,18,0,1,0,2
East Asia,1991,2,2,6,12,3,0,2,1,1
East Asia,1992,10,1,22,26,9,0,5,0,1
East Asia,1994,6,4,6,2,8,3,2,1,2
East Asia,1995,5,0,11,2,3,2,6,0,9
East Asia,1996,11,2,63,2,4,2,1,0,4
East Asia,1997,4,3,21,0,9,2,0,0,1
East Asia,1998,0,0,8,0,0,0,0,0,1
East Asia,1999,0,0,4,0,0,0,0,0,0
East Asia,2000,0,0,7,0,1,1,0,0,10
East Asia,2001,0,0,16,2,1,0,0,0,0
East Asia,2002,0,0,3,0,0,1,0,0,0
East Asia,2003,0,0,4,1,1,0,0,0,0
East Asia,2004,1,0,3,0,0,0,0,0,0
East Asia,2005,0,0,2,0,0,0,0,0,0
East Asia,2006,0,0,0,0,1,0,0,0,0
East Asia,2007,0,0,0,0,0,0,0,0,0
East Asia,2008,0,1,16,2,4,1,0,0,1
East Asia,2009,0,0,2,1,3,0,0,0,2
East Asia,2010,0,0,1,0,0,0,0,0,0
East Asia,2011,0,0,2,0,2,0,0,0,0
East Asia,2012,0,0,1,0,1,1,0,0,1
East Asia,2013,0,0,4,1,10,0,0,0,0
East Asia,2014,1,0,26,0,14,0,1,0,1
East Asia,2015,2,1,7,8,7,0,1,0,2
East Asia,2016,0,0,3,2,1,1,0,1,0
East Asia,2017,0,0,3,2,2,0,0,0,0
East Germany (GDR),1970,0,0,8,4,0,0,0,0,0
East Germany (GDR),1971,0,0,0,4,0,0,0,0,0
East Germany (GDR),1974,0,1,0,0,0,0,0,0,0
East Germany (GDR),1977,0,0,0,0,1,0,0,0,0
East Germany (GDR),1978,1,0,0,0,0,0,0,0,0
East Germany (GDR),1982,0,0,1,0,0,0,0,0,0
East Germany (GDR),1983,0,0,1,0,0,0,0,0,0
East Germany (GDR),1984,0,0,0,0,0,0,1,0,0
East Germany (GDR),1985,0,0,4,0,0,0,0,0,0
East Germany (GDR),1986,2,0,1,0,0,0,0,0,0
East Germany (GDR),1987,1,0,0,0,0,0,0,0,0
East Germany (GDR),1988,0,0,0,4,0,0,0,0,0
East Germany (GDR),1989,0,0,1,0,0,0,0,0,0
East Germany (GDR),1990,0,0,0,2,0,0,1,0,0
East Timor,2000,0,0,2,1,1,0,0,0,0
East Timor,2003,0,0,0,0,2,0,0,0,0
East Timor,2005,0,0,1,0,0,0,0,0,0
East Timor,2007,1,0,0,1,0,0,0,0,0
East Timor,2008,0,1,0,0,0,0,0,0,0
Eastern Europe,1970,0,0,8,4,0,0,0,0,0
Eastern Europe,1971,0,0,1,4,0,0,0,0,0
Eastern Europe,1972,0,0,1,0,0,0,0,0,0
Eastern Europe,1973,0,0,1,0,0,0,0,0,0
Eastern Europe,1974,0,1,1,0,0,0,0,0,0
Eastern Europe,1975,0,0,0,0,0,0,0,0,0
Eastern Europe,1976,0,0,0,0,0,0,0,0,0
Eastern Europe,1977,0,0,1,0,1,0,0,0,0
Eastern Europe,1978,1,0,1,0,0,0,0,0,0
Eastern Europe,1979,0,0,1,0,0,0,0,0,0
Eastern Europe,1980,0,0,1,0,0,0,0,0,0
Eastern Europe,1981,1,0,2,0,0,1,0,0,0
Eastern Europe,1982,2,0,1,0,0,0,0,0,0
Eastern Europe,1983,1,0,1,0,0,0,0,0,0
Eastern Europe,1984,2,0,1,0,0,0,1,0,0
Eastern Europe,1985,0,0,5,0,0,0,0,0,0
Eastern Europe,1986,2,0,1,0,0,0,0,0,0
Eastern Europe,1987,1,0,0,0,0,0,0,0,0
Eastern Europe,1988,0,0,0,4,0,0,0,0,0
Eastern Europe,1989,0,0,13,0,1,2,0,0,0
Eastern Europe,1990,7,1,27,5,16,1,1,0,0
Eastern Europe,1991,7,3,38,2,27,4,3,0,0
Eastern Europe,1992,10,4,40,3,27,2,4,0,1
Eastern Europe,1994,27,0,48,2,8,4,3,3,0
Eastern Europe,1995,19,1,32,1,7,4,1,1,2
Eastern Europe,1996,35,6,109,1,17,1,3,1,2
Eastern Europe,1997,31,33,125,5,46,2,3,0,3
Eastern Europe,1998,7,5,51,5,34,1,1,0,1
Eastern Europe,1999,11,6,67,12,35,0,5,0,2
Eastern Europe,2000,17,2,142,6,61,0,3,0,3
Eastern Europe,2001,19,12,122,17,70,1,5,2,4
Eastern Europe,2002,11,5,68,1,22,0,2,1,2
Eastern Europe,2003,9,0,60,8,18,0,1,0,4
Eastern Europe,2004,7,0,26,3,5,1,1,1,2
Eastern Europe,2005,7,0,46,1,22,0,0,0,0
Eastern Europe,2006,1,1,39,4,13,0,2,0,10
Eastern Europe,2007,2,0,22,3,33,0,1,0,1
Eastern Europe,2008,14,2,111,12,68,0,1,0,1
Eastern Europe,2009,17,7,89,2,49,0,0,0,1
Eastern Europe,2010,31,2,152,11,63,1,0,1,0
Eastern Europe,2011,21,3,110,2,61,0,1,0,0
Eastern Europe,2012,14,2,104,0,50,0,1,0,2
Eastern Europe,2013,13,2,91,10,44,0,1,0,4
Eastern Europe,2014,15,93,452,69,268,1,49,7,8
Eastern Europe,2015,12,13,457,25,157,0,18,2,0
Eastern Europe,2016,12,12,55,15,33,0,2,1,4
Eastern Europe,2017,14,4,43,23,18,0,2,1,5
Ecuador,1973,0,0,1,0,0,0,0,0,0
Ecuador,1974,0,0,3,0,0,0,0,0,0
Ecuador,1976,1,0,1,0,0,0,0,0,0
Ecuador,1977,0,1,6,0,0,0,0,0,0
Ecuador,1978,5,0,5,0,1,0,0,0,0
Ecuador,1979,2,0,0,0,0,0,0,0,0
Ecuador,1980,0,0,1,0,1,0,0,0,0
Ecuador,1981,0,0,0,1,1,0,0,0,0
Ecuador,1982,1,0,1,1,0,0,0,0,0
Ecuador,1983,1,0,6,0,1,0,1,1,0
Ecuador,1984,2,0,19,0,2,0,0,1,0
Ecuador,1985,2,3,1,0,2,0,1,3,0
Ecuador,1986,0,1,0,0,6,0,1,0,0
Ecuador,1987,0,2,3,0,0,0,1,0,0
Ecuador,1988,2,0,0,0,5,0,0,2,0
Ecuador,1989,2,2,7,0,3,0,0,0,0
Ecuador,1990,0,0,7,0,1,0,0,0,0
Ecuador,1991,0,1,8,4,1,1,1,1,0
Ecuador,1992,3,0,12,3,4,0,1,0,0
Ecuador,1994,1,2,2,0,0,0,1,0,0
Ecuador,1995,0,2,1,0,2,0,1,0,0
Ecuador,1996,0,2,0,0,1,0,2,0,0
Ecuador,1997,0,1,2,0,1,0,0,0,0
Ecuador,1998,0,0,3,0,0,0,0,0,0
Ecuador,1999,0,1,1,0,0,0,0,0,0
Ecuador,2000,1,1,2,0,0,0,0,0,0
Ecuador,2001,0,0,5,0,0,0,0,0,0
Ecuador,2002,0,0,2,0,0,0,0,0,0
Ecuador,2003,0,0,3,0,1,0,0,0,0
Ecuador,2004,1,0,1,0,0,0,0,0,0
Ecuador,2008,0,1,0,0,0,0,1,0,0
Ecuador,2009,0,0,1,0,0,0,0,0,0
Ecuador,2011,0,0,1,0,0,0,0,0,0
Ecuador,2012,0,1,0,0,0,0,0,0,0
Ecuador,2013,2,0,0,0,0,0,0,0,0
Ecuador,2015,0,0,1,0,0,0,0,0,0
Ecuador,2016,0,0,0,0,2,0,0,0,0
Ecuador,2017,1,1,1,0,0,0,0,0,0
Egypt,1970,0,0,1,0,0,0,0,0,0
Egypt,1971,1,0,0,0,0,0,0,0,0
Egypt,1972,0,0,0,0,0,1,0,0,0
Egypt,1977,1,0,0,0,0,0,0,0,0
Egypt,1978,0,0,2,0,0,0,0,0,0
Egypt,1979,0,0,1,0,0,0,0,0,0
Egypt,1980,2,0,3,0,0,0,0,0,0
Egypt,1981,1,1,6,0,0,0,1,0,0
Egypt,1982,0,0,0,0,1,0,0,0,0
Egypt,1985,1,0,0,0,0,1,0,0,0
Egypt,1986,2,0,2,0,0,0,0,0,0
Egypt,1987,3,0,1,0,3,0,0,0,0
Egypt,1988,2,0,5,1,1,0,0,0,0
Egypt,1989,1,0,4,1,1,0,0,0,0
Egypt,1990,7,0,3,1,2,0,0,0,0
Egypt,1991,3,0,2,0,4,0,1,0,0
Egypt,1992,15,0,9,21,33,0,1,0,0
Egypt,1994,72,0,10,0,55,0,5,0,1
Egypt,1995,49,0,2,10,40,0,1,0,0
Egypt,1996,24,0,0,1,24,1,1,0,0
Egypt,1997,5,0,0,0,17,0,0,0,0
Egypt,1998,0,0,0,0,3,0,0,0,0
Egypt,1999,1,0,0,0,0,0,0,0,0
Egypt,2004,0,0,3,0,0,0,0,0,0
Egypt,2005,0,0,2,0,0,0,0,0,0
Egypt,2006,0,0,1,0,4,0,0,0,0
Egypt,2008,0,1,0,0,0,0,0,0,0
Egypt,2009,0,0,2,0,0,0,0,0,0
Egypt,2010,0,0,2,0,0,0,0,0,0
Egypt,2011,0,1,12,1,4,0,0,0,0
Egypt,2012,1,7,11,0,28,0,0,1,1
Egypt,2013,6,6,110,5,187,0,7,0,0
Egypt,2014,13,21,232,10,76,2,0,0,0
Egypt,2015,25,18,442,15,124,3,19,1,0
Egypt,2016,9,16,232,5,90,2,22,0,0
Egypt,2017,5,19,84,5,93,4,11,3,0
El Salvador,1972,0,0,2,0,0,0,0,0,0
El Salvador,1973,0,0,1,0,0,0,0,0,0
El Salvador,1974,0,0,2,0,1,0,0,0,0
El Salvador,1975,0,0,0,0,1,0,0,2,0
El Salvador,1976,0,1,8,0,4,0,0,0,0
El Salvador,1977,2,3,0,0,1,0,0,0,0
El Salvador,1978,15,10,39,2,11,0,10,4,0
El Salvador,1979,61,24,62,34,73,0,36,36,0
El Salvador,1980,109,29,200,42,269,0,30,31,0
El Salvador,1981,55,21,245,20,314,0,7,2,0
El Salvador,1982,38,8,203,15,253,0,12,8,0
El Salvador,1983,11,8,89,15,225,0,20,3,0
El Salvador,1984,11,4,75,8,173,0,1,1,0
El Salvador,1985,17,18,212,3,167,0,3,16,0
El Salvador,1986,8,3,91,3,68,0,2,0,0
El Salvador,1987,11,10,114,8,85,0,5,1,0
El Salvador,1988,24,6,223,18,93,0,1,2,0
El Salvador,1989,42,1,145,19,144,0,1,4,0
El Salvador,1990,12,1,114,2,52,0,0,3,0
El Salvador,1991,7,4,219,3,264,0,1,2,0
El Salvador,1992,10,1,5,1,10,0,2,0,0
El Salvador,1994,11,2,3,0,1,0,2,1,1
El Salvador,1995,0,0,0,1,6,0,1,1,0
El Salvador,1996,4,0,2,0,1,0,0,0,0
El Salvador,1997,1,0,1,0,0,0,0,0,0
Equatorial Guinea,1992,1,0,0,0,0,0,0,0,0
Equatorial Guinea,2009,0,0,0,0,1,0,0,0,0
Eritrea,1995,0,1,1,0,0,0,0,0,0
Eritrea,1996,0,0,0,0,1,0,0,0,0
Eritrea,2007,0,0,1,1,0,0,0,0,0
Eritrea,2008,0,0,1,0,0,0,1,0,0
Eritrea,2009,0,0,1,0,0,0,0,0,0
Eritrea,2010,0,0,0,0,0,0,1,0,0
Eritrea,2011,0,1,0,0,0,0,0,0,0
Estonia,1992,0,0,1,0,1,0,0,0,0
Estonia,1994,0,0,5,0,1,0,0,0,0
Estonia,1995,0,0,2,0,0,0,0,0,0
Estonia,1996,0,0,1,0,0,0,0,0,0
Estonia,1999,0,0,1,0,0,0,0,0,0
Estonia,2001,1,0,0,0,0,0,0,0,0
Estonia,2011,0,0,1,0,0,0,0,0,0
Estonia,2015,0,0,1,0,1,0,0,0,0
Ethiopia,1970,0,2,0,0,0,0,1,0,0
Ethiopia,1971,0,0,0,0,0,1,0,0,0
Ethiopia,1973,0,1,0,0,0,0,0,0,0
Ethiopia,1974,0,2,2,0,0,0,0,0,0
Ethiopia,1975,0,4,0,0,0,0,0,0,0
Ethiopia,1976,0,5,0,0,0,0,0,0,0
Ethiopia,1977,2,0,0,1,0,1,0,0,0
Ethiopia,1978,0,1,0,0,1,0,0,0,0
Ethiopia,1979,1,0,0,0,2,0,1,0,0
Ethiopia,1983,0,2,0,0,0,0,1,0,0
Ethiopia,1984,0,0,0,0,0,0,0,1,0
Ethiopia,1985,0,1,0,0,0,0,0,0,0
Ethiopia,1986,0,1,0,0,0,0,0,0,0
Ethiopia,1987,0,1,0,0,0,0,0,0,0
Ethiopia,1988,0,2,0,0,0,0,0,0,0
Ethiopia,1989,1,0,0,0,0,0,0,0,0
Ethiopia,1990,0,0,9,0,1,0,0,0,0
Ethiopia,1991,0,0,1,0,2,2,0,0,0
Ethiopia,1992,1,0,3,0,7,2,0,0,0
Ethiopia,1994,2,0,0,0,1,1,0,0,0
Ethiopia,1995,2,0,2,0,0,1,0,0,0
Ethiopia,1996,2,0,4,0,0,0,0,1,0
Ethiopia,1997,0,0,5,0,1,0,0,0,0
Ethiopia,1999,0,0,2,0,0,0,0,0,0
Ethiopia,2000,0,0,1,0,0,0,0,0,0
Ethiopia,2002,0,0,3,0,0,0,0,0,0
Ethiopia,2003,0,0,1,0,0,0,0,0,0
Ethiopia,2004,0,0,2,0,0,0,0,0,0
Ethiopia,2005,0,0,4,0,1,0,0,0,0
Ethiopia,2006,0,0,10,0,1,0,0,0,0
Ethiopia,2007,0,1,2,0,2,0,0,0,0
Ethiopia,2008,0,1,6,0,0,0,1,0,0
Ethiopia,2009,0,0,1,0,0,0,1,0,0
Ethiopia,2010,0,0,1,0,1,0,0,0,0
Ethiopia,2011,0,0,1,0,1,0,1,0,0
Ethiopia,2012,0,2,0,0,0,0,1,0,0
Ethiopia,2013,0,0,3,0,0,0,2,0,0
Ethiopia,2014,0,0,0,0,2,0,0,0,0
Ethiopia,2015,0,2,2,0,2,0,1,0,0
Ethiopia,2016,0,10,0,0,3,0,0,0,0
Ethiopia,2017,0,4,13,4,5,0,1,0,0
Falkland Islands,1983,0,0,1,0,0,0,0,0,0
Fiji,1987,0,0,2,1,0,0,0,0,0
Fiji,1989,0,0,0,2,0,0,0,0,0
Fiji,1991,0,0,0,3,0,0,0,0,0
Fiji,1992,1,0,0,0,0,0,0,0,0
Fiji,1999,0,0,3,0,0,0,0,0,0
Fiji,2000,0,3,1,0,0,0,0,0,0
Fiji,2001,0,0,0,1,0,0,0,0,0
Finland,1986,0,0,1,0,0,0,0,0,0
Finland,1992,0,0,1,0,0,0,0,0,0
Finland,1994,0,0,1,0,0,0,0,0,0
Finland,1995,0,0,1,0,0,0,0,0,0
Finland,2007,0,0,0,0,1,0,0,0,0
Finland,2008,0,0,0,1,0,0,0,0,0
Finland,2015,0,0,0,8,1,0,0,0,0
Finland,2016,0,0,0,3,0,0,0,0,0
Finland,2017,0,0,0,1,1,0,0,0,0
France,1972,2,1,7,0,0,0,1,0,0
France,1973,2,0,8,1,0,0,0,1,2
France,1974,3,1,20,3,2,0,0,0,0
France,1975,4,0,31,2,1,0,0,1,0
France,1976,5,2,37,7,5,0,1,1,0
France,1977,5,1,33,11,1,1,1,0,0
France,1978,7,2,42,4,2,0,1,1,0
France,1979,18,0,168,16,5,0,2,1,2
France,1980,12,1,64,2,11,0,4,0,0
France,1981,12,0,42,1,5,0,2,3,1
France,1982,7,0,50,1,4,0,0,0,0
France,1983,6,1,104,6,0,1,1,1,1
France,1984,9,0,129,1,4,1,1,0,0
France,1985,8,1,82,0,0,0,14,1,0
France,1986,6,0,84,3,2,0,0,0,0
France,1987,3,0,74,2,3,0,5,0,0
France,1988,4,0,43,3,4,0,0,0,0
France,1989,3,1,16,4,1,0,0,0,0
France,1990,5,0,16,8,0,0,0,1,0
France,1991,4,0,127,2,2,0,0,2,0
France,1992,12,1,91,9,6,0,7,0,0
France,1994,2,0,67,4,12,0,10,1,1
France,1995,10,0,53,4,3,0,1,0,0
France,1996,11,0,233,20,5,0,1,0,0
France,1997,0,0,126,1,3,0,0,0,0
France,1998,1,0,11,0,0,0,0,0,0
France,1999,0,0,43,1,0,1,0,1,0
France,2000,1,0,23,4,0,0,0,0,0
France,2001,0,1,17,2,1,0,0,0,0
France,2002,0,0,28,4,0,0,0,0,0
France,2003,0,0,31,2,1,0,0,0,0
France,2004,0,0,11,0,0,0,0,0,0
France,2005,0,0,32,0,1,0,0,0,0
France,2006,0,1,30,2,0,0,0,1,0
France,2007,1,1,12,1,1,0,0,0,0
France,2008,0,0,10,2,0,0,0,0,1
France,2009,0,0,4,2,3,0,0,0,0
France,2010,0,0,2,1,0,0,0,0,0
France,2011,0,0,6,1,1,0,0,0,0
France,2012,0,0,60,1,3,0,0,1,1
France,2013,0,1,8,5,3,0,0,0,1
France,2014,0,0,4,7,1,0,0,0,2
France,2015,0,0,7,7,17,0,0,5,1
France,2016,1,0,1,12,9,0,0,1,2
France,2017,1,0,5,19,5,0,0,1,10
French Guiana,1983,0,0,3,0,0,0,0,0,0
French Guiana,1996,0,0,0,2,0,0,0,0,0
French Guiana,1997,0,0,0,1,1,0,0,0,0
French Polynesia,1995,0,0,0,2,0,0,0,0,1
Gabon,1979,1,0,0,0,0,0,0,0,0
Gabon,1994,0,0,0,0,1,0,0,0,0
Gabon,1996,1,0,0,0,0,0,0,0,0
Gabon,1997,0,0,0,0,1,0,0,0,0
Gabon,2017,1,0,0,1,0,0,0,2,0
Gambia,1994,0,0,0,0,0,0,1,0,0
Gambia,1995,1,0,0,0,0,0,0,0,0
Gambia,2000,0,0,0,1,0,0,0,0,0
Georgia,1991,0,1,1,0,1,0,0,0,0
Georgia,1992,4,3,18,1,13,0,0,0,0
Georgia,1994,5,1,8,0,4,0,0,0,0
Georgia,1995,7,0,5,0,2,1,2,0,0
Georgia,1996,0,0,3,0,0,0,0,0,0
Georgia,1997,0,1,3,0,0,0,2,0,0
Georgia,1998,1,2,5,0,4,0,0,0,0
Georgia,1999,0,2,4,0,1,0,0,0,0
Georgia,2000,1,4,1,0,1,0,0,0,0
Georgia,2001,1,0,0,1,1,0,0,0,1
Georgia,2002,0,1,1,0,0,0,0,0,0
Georgia,2003,0,1,2,2,1,0,0,0,0
Georgia,2004,2,0,0,0,1,0,0,0,0
Georgia,2005,0,1,4,0,1,0,0,0,0
Georgia,2006,0,0,2,0,1,0,0,0,0
Georgia,2008,3,1,22,1,6,0,0,0,0
Georgia,2009,0,1,21,1,2,0,0,0,0
Georgia,2010,1,1,3,0,2,0,0,0,0
Georgia,2011,0,0,3,0,0,0,0,0,0
Georgia,2012,1,0,2,0,0,0,0,0,0
Georgia,2013,1,0,1,0,0,0,0,0,0
Georgia,2014,0,1,1,0,0,0,0,0,0
Georgia,2015,0,0,1,0,0,0,0,0,0
Georgia,2016,1,0,1,0,2,0,0,0,0
Georgia,2017,1,0,0,0,0,0,0,0,0
Germany,1990,0,0,1,0,0,0,0,0,0
Germany,1991,12,0,7,29,7,0,7,0,3
Germany,1992,6,0,7,77,28,0,30,0,8
Germany,1994,3,1,1,20,38,0,10,0,6
Germany,1995,2,0,15,123,5,1,1,0,0
Germany,1996,0,2,8,38,1,0,3,0,0
Germany,1997,0,2,2,6,0,0,1,0,1
Germany,1998,0,0,1,2,0,0,0,0,3
Germany,1999,0,0,5,3,1,0,1,1,2
Germany,2000,0,0,4,2,2,0,0,0,0
Germany,2001,0,0,1,1,6,0,0,0,0
Germany,2002,0,0,2,0,0,0,0,1,0
Germany,2003,0,1,1,0,0,0,0,0,0
Germany,2004,0,0,1,0,1,0,0,0,1
Germany,2005,0,0,1,0,2,0,0,0,0
Germany,2006,0,0,1,1,2,0,0,0,0
Germany,2007,0,0,0,2,1,0,0,0,0
Germany,2008,0,0,1,1,1,0,0,0,0
Germany,2009,0,0,0,4,0,0,0,0,0
Germany,2010,1,0,0,0,0,0,0,0,0
Germany,2011,0,0,7,0,1,0,0,0,0
Germany,2012,0,0,2,3,0,0,0,0,0
Germany,2014,0,0,0,12,1,0,0,0,0
Germany,2015,2,0,3,44,13,0,1,0,2
Germany,2016,0,0,8,22,10,1,0,0,3
Germany,2017,2,0,1,19,5,0,0,0,0
Ghana,1987,0,0,1,0,0,0,0,0,0
Ghana,1992,1,0,6,0,1,0,0,0,0
Ghana,1994,0,0,0,0,2,0,2,0,0
Ghana,1995,0,0,1,0,0,0,0,0,0
Ghana,1996,0,0,0,0,1,0,0,0,1
Ghana,1997,0,0,0,0,0,0,1,0,0
Ghana,2014,1,0,0,0,0,0,0,0,0
Ghana,2016,0,0,1,0,0,0,0,0,0
Greece,1970,0,0,2,0,0,1,0,0,0
Greece,1971,0,0,0,0,1,0,0,0,0
Greece,1972,0,0,1,0,1,0,0,0,0
Greece,1973,0,0,7,0,4,0,0,0,0
Greece,1974,0,0,6,0,0,0,0,0,0
Greece,1975,1,0,1,1,1,0,0,0,0
Greece,1976,1,0,11,1,6,1,0,0,1
Greece,1977,0,0,18,2,27,0,0,0,0
Greece,1978,0,0,38,0,1,0,0,0,0
Greece,1979,1,0,8,0,0,0,0,0,0
Greece,1980,3,0,11,0,1,0,0,0,0
Greece,1981,1,0,15,3,1,0,0,0,0
Greece,1982,2,0,15,0,2,0,0,0,0
Greece,1983,3,0,6,1,0,1,0,0,0
Greece,1984,7,0,18,2,0,0,0,1,0
Greece,1985,4,0,19,3,5,2,0,2,0
Greece,1986,1,0,26,9,4,0,1,0,0
Greece,1987,5,0,16,3,2,0,0,0,0
Greece,1988,7,0,27,2,2,0,0,0,0
Greece,1989,12,0,29,8,1,0,0,0,0
Greece,1990,5,0,38,6,6,0,0,0,0
Greece,1991,4,1,45,4,1,0,2,0,0
Greece,1992,2,0,17,12,3,0,1,0,0
Greece,1994,2,0,29,2,8,1,0,0,0
Greece,1995,0,1,5,0,1,1,0,0,0
Greece,1996,0,0,16,4,0,0,0,0,0
Greece,1997,1,0,19,1,0,0,0,0,0
Greece,1998,0,0,21,7,0,0,0,0,0
Greece,1999,0,0,25,7,2,0,0,0,1
Greece,2000,1,0,20,7,0,0,0,0,0
Greece,2001,1,0,5,5,3,0,0,0,0
Greece,2002,2,0,9,0,0,0,0,0,0
Greece,2003,0,0,2,10,0,0,0,0,0
Greece,2004,0,0,4,0,0,0,0,0,0
Greece,2005,0,0,6,0,0,0,0,0,0
Greece,2006,0,0,6,16,0,0,0,0,1
Greece,2007,0,0,13,1,1,0,0,0,0
Greece,2008,0,1,12,40,0,0,0,0,0
Greece,2009,0,0,21,87,6,0,1,0,0
Greece,2010,1,0,31,14,3,0,0,0,0
Greece,2011,0,0,7,4,0,0,0,0,0
Greece,2012,0,0,16,4,1,0,0,0,1
Greece,2013,2,0,21,25,4,0,2,0,0
Greece,2014,0,0,11,11,4,0,0,0,0
Greece,2015,2,0,11,12,2,0,1,1,2
Greece,2016,3,0,6,13,8,0,0,0,1
Greece,2017,2,0,13,14,6,0,5,1,2
Grenada,1980,2,0,2,0,0,0,0,0,0
Grenada,1983,1,0,0,0,0,0,0,0,0
Guadeloupe,1980,1,0,3,0,0,0,5,0,0
Guadeloupe,1981,0,0,1,0,0,0,0,0,0
Guadeloupe,1983,0,0,17,0,0,0,0,0,0
Guadeloupe,1984,0,0,14,0,0,0,0,0,0
Guadeloupe,1985,2,0,6,0,1,0,0,0,0
Guadeloupe,1986,0,0,1,0,0,0,0,0,0
Guadeloupe,1988,0,0,4,0,0,0,0,0,0
Guadeloupe,1991,1,0,0,0,0,0,0,0,0
Guatemala,1970,1,3,0,0,0,0,0,0,0
Guatemala,1971,0,0,0,0,1,0,0,0,0
Guatemala,1974,0,1,0,0,0,0,0,0,0
Guatemala,1975,4,0,0,0,1,0,0,0,0
Guatemala,1976,5,1,2,1,4,0,0,0,0
Guatemala,1977,2,5,0,0,0,0,0,1,0
Guatemala,1978,15,4,4,2,4,0,0,0,0
Guatemala,1979,12,9,9,2,19,0,5,4,0
Guatemala,1980,134,45,21,9,58,0,13,0,1
Guatemala,1981,77,34,93,28,150,0,11,6,0
Guatemala,1982,57,26,60,40,142,0,10,19,0
Guatemala,1983,14,20,29,4,45,0,5,0,0
Guatemala,1984,19,5,21,2,19,0,8,0,0
Guatemala,1985,16,7,7,2,24,0,2,5,0
Guatemala,1986,10,0,2,0,18,0,1,0,0
Guatemala,1987,1,0,6,0,49,0,0,0,0
