Entity,Year,cum_sum_regions,global_share_land_use_extent,foraging,extensive_agriculture,intensive_agriculture,pastoralism,urban,foraging_onset_date,foraging_decline_date,extensive_agriculture_onset,extensive_agriculture_decline,pastoralism_onset,pastoralism_decline,intensive_agriculture_onset,intensive_agriculture_decline,urban_onset,urban_decline
Iraq,1850,,,Minimal,Minimal,Widespread,Widespread,Present,,,,,,,,,,
Israel,-8000,,,Widespread,Common,Minimal,Minimal,Absent,,,,,,,,,,
Israel,-6000,,,Common,Common,Common,Common,Absent,,,,,,,,,,
Israel,-4000,,,Minimal,Common,Common,Widespread,Present,,,,,,,,,,
Israel,-2000,,,Minimal,Common,Widespread,Widespread,Present,,,,,,,,,,
Israel,-1000,,,Minimal,Common,Widespread,Widespread,Present,,,,,,,,,,
Israel,0,,,Minimal,Common,Widespread,Widespread,Present,-8000.0,-6000.0,-8000.0,1900.0,-6000.0,1900.0,-6000.0,1900.0,-4000.0,1900.0
Israel,1000,,,Minimal,Common,Widespread,Widespread,Present,,,,,,,,,,
Israel,1500,,,Minimal,Common,Widespread,Widespread,Present,,,,,,,,,,
Israel,1750,,,Minimal,Common,Widespread,Widespread,Present,,,,,,,,,,
Israel,1850,,,Minimal,Common,Widespread,Widespread,Present,,,,,,,,,,
Jamaica,-8000,,,None,None,None,None,Absent,,,,,,,,,,
Jamaica,-6000,,,Minimal,None,None,None,Absent,,,,,,,,,,
Jamaica,-4000,,,Minimal,None,None,None,Absent,,,,,,,,,,
Jamaica,-2000,,,Common,Minimal,None,None,Absent,,,,,,,,,,
Jamaica,-1000,,,Common,Minimal,None,None,Absent,,,,,,,,,,
Jamaica,0,,,Widespread,Common,None,None,Absent,-2000.0,1900.0,0.0,1900.0,1900.0,1900.0,1800.0,1900.0,1800.0,1900.0
Jamaica,1000,,,Widespread,Common,None,None,Absent,,,,,,,,,,
Jamaica,1500,,,Widespread,Common,Minimal,None,Absent,,,,,,,,,,
Jamaica,1750,,,Common,Common,Widespread,Minimal,Present,,,,,,,,,,
Jamaica,1850,,,Common,Common,Widespread,Common,Present,,,,,,,,,,
Japan,-8000,,,Widespread,None,None,None,Absent,,,,,,,,,,
Japan,-6000,,,Widespread,Minimal,None,None,Absent,,,,,,,,,,
Japan,-4000,,,Widespread,Minimal,None,None,Absent,,,,,,,,,,
Japan,-2000,,,Widespread,Minimal,None,None,Absent,,,,,,,,,,
Japan,-1000,,,Widespread,Minimal,Minimal,None,Absent,,,,,,,,,,
Japan,0,,,Widespread,Common,Common,None,Present,,,,,,,,,,
Japan,1000,,,Common,Widespread,Widespread,None,Present,,,,,,,,,,
Japan,1500,,,Minimal,Common,Widespread,None,Present,,,,,,,,,,
Japan,1750,,,Minimal,Common,Widespread,None,Present,,,,,,,,,,
Japan,1850,,,Common,Common,Widespread,None,Present,,,,,,,,,,
Jordan,-8000,,,Widespread,Common,Minimal,Minimal,Absent,,,,,,,,,,
Jordan,-6000,,,Common,Common,Common,Common,Absent,,,,,,,,,,
Jordan,-4000,,,Minimal,Common,Common,Widespread,Present,,,,,,,,,,
Jordan,-2000,,,Minimal,Common,Widespread,Widespread,Present,,,,,,,,,,
Jordan,-1000,,,Minimal,Common,Widespread,Widespread,Present,,,,,,,,,,
Jordan,0,,,Minimal,Common,Widespread,Widespread,Present,-8000.0,-6000.0,-8000.0,1900.0,-6000.0,1900.0,-6000.0,1900.0,-4000.0,1900.0
Jordan,1000,,,Minimal,Common,Widespread,Widespread,Present,,,,,,,,,,
Jordan,1500,,,Minimal,Common,Widespread,Widespread,Present,,,,,,,,,,
Jordan,1750,,,Minimal,Common,Widespread,Widespread,Present,,,,,,,,,,
Jordan,1850,,,Minimal,Common,Widespread,Widespread,Present,,,,,,,,,,
Kazakhstan,-8000,,,Widespread,None,None,None,Absent,,,,,,,,,,
Kazakhstan,-6000,,,Widespread,None,None,None,Absent,,,,,,,,,,
Kazakhstan,-4000,,,Common,None,None,Common,Absent,,,,,,,,,,
Kazakhstan,-2000,,,Common,Minimal,Common,Widespread,Absent,,,,,,,,,,
Kazakhstan,-1000,,,Minimal,Common,Widespread,Widespread,Absent,,,,,,,,,,
Kazakhstan,0,,,Minimal,Widespread,Widespread,Widespread,Present,-8000.0,-2000.0,-1000.0,1900.0,-4000.0,1900.0,-2000.0,1900.0,0.0,1900.0
Kazakhstan,1000,,,Minimal,Widespread,Widespread,Widespread,Present,,,,,,,,,,
Kazakhstan,1500,,,Minimal,Widespread,Widespread,Widespread,Present,,,,,,,,,,
Kazakhstan,1750,,,Minimal,Widespread,Widespread,Widespread,Present,,,,,,,,,,
Kazakhstan,1850,,,Minimal,Widespread,Widespread,Widespread,Present,,,,,,,,,,
Kenya,-8000,,,Widespread,None,None,None,Absent,,,,,,,,,,
Kenya,-6000,,,Widespread,None,None,None,Absent,,,,,,,,,,
Kenya,-4000,,,Widespread,None,None,None,Absent,,,,,,,,,,
Kenya,-2000,,,Widespread,None,None,Common,Absent,,,,,,,,,,
Kenya,-1000,,,Widespread,None,None,Common,Absent,,,,,,,,,,
Kenya,0,,,Widespread,Minimal,None,Widespread,Absent,-8000.0,1900.0,1000.0,1900.0,-2000.0,1900.0,1550.0,1900.0,1000.0,1900.0
Kenya,1000,,,Common,Common,Minimal,Widespread,Present,,,,,,,,,,
Kenya,1500,,,Common,Widespread,Common,Widespread,Present,,,,,,,,,,
Kenya,1750,,,Common,Widespread,Common,Widespread,Present,,,,,,,,,,
Kenya,1850,,,Common,Widespread,Common,Widespread,Present,,,,,,,,,,
Kosovo,-8000,,,Widespread,None,None,None,Absent,,,,,,,,,,
Kosovo,-6000,,,Common,Common,None,Common,Absent,,,,,,,,,,
Kosovo,-4000,,,Common,Common,Minimal,Widespread,Absent,,,,,,,,,,
Kosovo,-2000,,,Minimal,Common,Common,Widespread,Present,,,,,,,,,,
Kosovo,-1000,,,Minimal,Common,Widespread,Widespread,Present,,,,,,,,,,
Kosovo,0,,,Minimal,Widespread,Widespread,Widespread,Present,-8000.0,-4000.0,-6000.0,1900.0,-6000.0,1900.0,-2000.0,1900.0,-2000.0,1900.0
Kosovo,1000,,,Minimal,Common,Widespread,Widespread,Present,,,,,,,,,,
Kosovo,1500,,,Minimal,Common,Widespread,Widespread,Present,,,,,,,,,,
Kosovo,1750,,,Minimal,Common,Widespread,Widespread,Present,,,,,,,,,,
Kosovo,1850,,,Minimal,Common,Widespread,Widespread,Present,,,,,,,,,,
Kyrgyzstan,-8000,,,Widespread,None,None,None,Absent,,,,,,,,,,
Kyrgyzstan,-6000,,,Widespread,None,None,None,Absent,,,,,,,,,,
Kyrgyzstan,-4000,,,Widespread,None,None,Minimal,Absent,,,,,,,,,,
Kyrgyzstan,-2000,,,Common,Widespread,Common,Widespread,Absent,,,,,,,,,,
Kyrgyzstan,-1000,,,Minimal,Widespread,Widespread,Widespread,Present,,,,,,,,,,
Kyrgyzstan,0,,,Minimal,Common,Widespread,Widespread,Present,-8000.0,-2000.0,-2000.0,1900.0,-2000.0,1900.0,-2000.0,1900.0,-1000.0,1900.0
Kyrgyzstan,1000,,,Minimal,Common,Widespread,Widespread,Present,,,,,,,,,,
Kyrgyzstan,1500,,,Minimal,Widespread,Widespread,Widespread,Present,,,,,,,,,,
Kyrgyzstan,1750,,,None,Widespread,Widespread,Widespread,Present,,,,,,,,,,
Kyrgyzstan,1850,,,None,Common,Widespread,Common,Present,,,,,,,,,,
Laos,-8000,,,Widespread,None,None,None,Absent,,,,,,,,,,
Laos,-6000,,,Widespread,None,None,None,Absent,,,,,,,,,,
Laos,-4000,,,Widespread,Minimal,None,None,Absent,,,,,,,,,,
Laos,-2000,,,Widespread,Common,None,None,Absent,,,,,,,,,,
Laos,-1000,,,Widespread,Common,None,None,Absent,,,,,,,,,,
Laos,0,,,Widespread,Widespread,Minimal,None,Absent,,,,,,,,,,
Laos,1000,,,Common,Widespread,Minimal,None,Present,,,,,,,,,,
Laos,1500,,,Common,Widespread,Common,None,Present,,,,,,,,,,
Laos,1750,,,Common,Widespread,Widespread,None,Present,,,,,,,,,,
Laos,1850,,,Common,Widespread,Widespread,Minimal,Present,,,,,,,,,,
Latvia,-8000,,,Minimal,None,None,None,Absent,,,,,,,,,,
Latvia,-6000,,,Widespread,None,None,None,Absent,,,,,,,,,,
Latvia,-4000,,,Widespread,Minimal,None,None,Absent,,,,,,,,,,
Latvia,-2000,,,Widespread,Minimal,Minimal,Minimal,Absent,,,,,,,,,,
Latvia,-1000,,,Widespread,Common,Minimal,Common,Absent,,,,,,,,,,
Latvia,0,,,Widespread,Common,Minimal,Common,Absent,-6000.0,1900.0,-1000.0,1900.0,-1000.0,1900.0,1000.0,1900.0,1000.0,1900.0
Latvia,1000,,,Common,Common,Common,Widespread,Present,,,,,,,,,,
Latvia,1500,,,Common,Common,Common,Widespread,Present,,,,,,,,,,
Latvia,1750,,,Common,Common,Common,Widespread,Present,,,,,,,,,,
Latvia,1850,,,Common,Common,Common,Widespread,Present,,,,,,,,,,
Lebanon,-8000,,,Widespread,Common,Minimal,Minimal,Absent,,,,,,,,,,
Lebanon,-6000,,,Common,Common,Common,Common,Absent,,,,,,,,,,
Lebanon,-4000,,,Minimal,Common,Common,Widespread,Present,,,,,,,,,,
Lebanon,-2000,,,Minimal,Common,Widespread,Widespread,Present,,,,,,,,,,
Lebanon,-1000,,,Minimal,Common,Widespread,Widespread,Present,,,,,,,,,,
Lebanon,0,,,Minimal,Common,Widespread,Widespread,Present,-8000.0,-6000.0,-8000.0,1900.0,-6000.0,1900.0,-6000.0,1900.0,-4000.0,1900.0
Lebanon,1000,,,Minimal,Common,Widespread,Widespread,Present,,,,,,,,,,
Lebanon,1500,,,Minimal,Common,Widespread,Widespread,Present,,,,,,,,,,
Lebanon,1750,,,Minimal,Common,Widespread,Widespread,Present,,,,,,,,,,
Lebanon,1850,,,Minimal,Common,Widespread,Widespread,Present,,,,,,,,,,
Liberia,-8000,,,Widespread,None,None,None,Absent,,,,,,,,,,
Liberia,-6000,,,Widespread,None,None,None,Absent,,,,,,,,,,
Liberia,-4000,,,Widespread,None,None,None,Absent,,,,,,,,,,
Liberia,-2000,,,Widespread,None,None,None,Absent,,,,,,,,,,
Liberia,-1000,,,Widespread,None,None,None,Absent,,,,,,,,,,
Liberia,0,,,Widespread,Widespread,None,None,Absent,,,,,,,,,,
Liberia,1000,,,Widespread,Common,Common,None,Present,,,,,,,,,,
Liberia,1500,,,Widespread,Minimal,Widespread,None,Present,,,,,,,,,,
Liberia,1750,,,Widespread,Common,Widespread,None,Present,,,,,,,,,,
Liberia,1850,,,Widespread,Common,Widespread,None,Present,,,,,,,,,,
Libya,-8000,,,Widespread,None,None,None,Absent,,,,,,,,,,
Libya,-6000,,,Widespread,None,None,Minimal,Absent,,,,,,,,,,
Libya,-4000,,,Widespread,Minimal,None,Common,Absent,,,,,,,,,,
Libya,-2000,,,Minimal,Common,Minimal,Common,Absent,,,,,,,,,,
Libya,-1000,,,Minimal,Common,Common,Minimal,Absent,,,,,,,,,,
Libya,0,,,Minimal,Common,Common,Minimal,Present,-8000.0,-4000.0,-2000.0,1900.0,-4000.0,-2000.0,-1000.0,1900.0,0.0,1900.0
Libya,1000,,,Minimal,Common,Widespread,Minimal,Present,,,,,,,,,,
Libya,1500,,,Minimal,Widespread,Widespread,Minimal,Present,,,,,,,,,,
Libya,1750,,,Minimal,Widespread,Widespread,Minimal,Present,,,,,,,,,,
Libya,1850,,,Minimal,Widespread,Widespread,Minimal,Present,,,,,,,,,,
Liechtenstein,-8000,,,Widespread,None,None,None,Absent,,,,,,,,,,
Liechtenstein,-6000,,,Widespread,None,None,Minimal,Absent,,,,,,,,,,
Liechtenstein,-4000,,,Common,Widespread,Common,Common,Absent,,,,,,,,,,
Liechtenstein,-2000,,,Minimal,Widespread,Widespread,Widespread,Absent,,,,,,,,,,
Liechtenstein,-1000,,,Minimal,Widespread,Widespread,Widespread,Absent,,,,,,,,,,
Liechtenstein,0,,,Minimal,Widespread,Widespread,Widespread,Present,-8000.0,-4000.0,-4000.0,1550.0,-4000.0,1900.0,-4000.0,1900.0,0.0,1900.0
Liechtenstein,1000,,,Minimal,Widespread,Widespread,Widespread,Present,,,,,,,,,,
Liechtenstein,1500,,,Minimal,Widespread,Widespread,Widespread,Present,,,,,,,,,,
Liechtenstein,1750,,,Minimal,Minimal,Widespread,Widespread,Present,,,,,,,,,,
Liechtenstein,1850,,,Minimal,Minimal,Widespread,Widespread,Present,,,,,,,,,,
Lithuania,-8000,,,Minimal,None,None,None,Absent,,,,,,,,,,
Lithuania,-6000,,,Widespread,None,None,None,Absent,,,,,,,,,,
Lithuania,-4000,,,Widespread,Minimal,None,None,Absent,,,,,,,,,,
Lithuania,-2000,,,Widespread,Minimal,Minimal,Minimal,Absent,,,,,,,,,,
Lithuania,-1000,,,Widespread,Common,Minimal,Common,Absent,,,,,,,,,,
Lithuania,0,,,Widespread,Common,Minimal,Common,Absent,-6000.0,1900.0,-1000.0,1900.0,-1000.0,1900.0,1000.0,1900.0,1000.0,1900.0
Lithuania,1000,,,Common,Common,Common,Widespread,Present,,,,,,,,,,
Lithuania,1500,,,Common,Common,Common,Widespread,Present,,,,,,,,,,
Lithuania,1750,,,Common,Common,Common,Widespread,Present,,,,,,,,,,
Lithuania,1850,,,Common,Common,Common,Widespread,Present,,,,,,,,,,
Luxembourg,-8000,,,Widespread,None,None,None,Absent,,,,,,,,,,
Luxembourg,-6000,,,Widespread,None,None,Minimal,Absent,,,,,,,,,,
Luxembourg,-4000,,,Common,Widespread,Common,Common,Absent,,,,,,,,,,
Luxembourg,-2000,,,Minimal,Widespread,Widespread,Widespread,Absent,,,,,,,,,,
Luxembourg,-1000,,,Minimal,Widespread,Widespread,Widespread,Absent,,,,,,,,,,
Luxembourg,0,,,Minimal,Widespread,Widespread,Widespread,Present,-8000.0,-4000.0,-4000.0,1550.0,-4000.0,1900.0,-4000.0,1900.0,0.0,1900.0
Luxembourg,1000,,,Minimal,Widespread,Widespread,Widespread,Present,,,,,,,,,,
Luxembourg,1500,,,Minimal,Widespread,Widespread,Widespread,Present,,,,,,,,,,
Luxembourg,1750,,,Minimal,Minimal,Widespread,Widespread,Present,,,,,,,,,,
Luxembourg,1850,,,Minimal,Minimal,Widespread,Widespread,Present,,,,,,,,,,
Madagascar,-8000,,,None,None,None,None,Absent,,,,,,,,,,
Madagascar,-6000,,,None,None,None,None,Absent,,,,,,,,,,
Madagascar,-4000,,,None,None,None,None,Absent,,,,,,,,,,
Madagascar,-2000,,,Minimal,None,None,None,Absent,,,,,,,,,,
Madagascar,-1000,,,Minimal,None,None,None,Absent,,,,,,,,,,
Madagascar,0,,,Minimal,None,None,None,Absent,1000.0,1900.0,1000.0,1900.0,1550.0,1900.0,1550.0,1900.0,1000.0,1900.0
Madagascar,1000,,,Common,Common,Minimal,Minimal,Present,,,,,,,,,,
Madagascar,1500,,,Widespread,Common,Common,Common,Present,,,,,,,,,,
Madagascar,1750,,,Widespread,Widespread,Widespread,Widespread,Present,,,,,,,,,,
Madagascar,1850,,,Widespread,Widespread,Widespread,Widespread,Present,,,,,,,,,,
Malawi,-8000,,,Widespread,None,None,None,Absent,,,,,,,,,,
Malawi,-6000,,,Widespread,None,None,None,Absent,,,,,,,,,,
Malawi,-4000,,,Widespread,None,None,None,Absent,,,,,,,,,,
Malawi,-2000,,,Widespread,None,None,None,Absent,,,,,,,,,,
Malawi,-1000,,,Widespread,None,None,None,Absent,,,,,,,,,,
Malawi,0,,,Widespread,Minimal,None,Minimal,Absent,-8000.0,1900.0,1000.0,1900.0,1000.0,1900.0,1900.0,1900.0,1000.0,1900.0
Malawi,1000,,,Widespread,Common,Minimal,Common,Present,,,,,,,,,,
Malawi,1500,,,Widespread,Widespread,Minimal,Common,Present,,,,,,,,,,
Malawi,1750,,,Common,Widespread,Minimal,Common,Present,,,,,,,,,,
Malawi,1850,,,Common,Widespread,Common,Common,Present,,,,,,,,,,
Malaysia,-8000,,,Common,None,None,None,Absent,,,,,,,,,,
Malaysia,-6000,,,Common,None,None,None,Absent,,,,,,,,,,
Malaysia,-4000,,,Common,None,None,None,Absent,,,,,,,,,,
Malaysia,-2000,,,Common,None,None,None,Absent,,,,,,,,,,
Malaysia,-1000,,,Common,None,None,None,Absent,,,,,,,,,,
Malaysia,0,,,Common,None,None,None,Absent,,,,,,,,,,
Malaysia,1000,,,Common,Minimal,None,None,Present,,,,,,,,,,
Malaysia,1500,,,Common,Minimal,None,None,Present,,,,,,,,,,
Malaysia,1750,,,Minimal,Common,Common,None,Present,,,,,,,,,,
Malaysia,1850,,,Minimal,Common,Common,None,Present,,,,,,,,,,
Mali,-8000,,,Widespread,None,None,None,Absent,,,,,,,,,,
Mali,-6000,,,Widespread,None,None,Minimal,Absent,,,,,,,,,,
Mali,-4000,,,Widespread,None,None,Common,Absent,,,,,,,,,,
Mali,-2000,,,Widespread,Minimal,None,Widespread,Absent,,,,,,,,,,
Mali,-1000,,,Widespread,Widespread,None,Widespread,Absent,,,,,,,,,,
Mali,0,,,Common,Widespread,Common,Widespread,Present,-8000.0,1900.0,-1000.0,1900.0,-4000.0,1900.0,0.0,1900.0,0.0,1900.0
Mali,1000,,,Common,Widespread,Widespread,Widespread,Present,,,,,,,,,,
Mali,1500,,,Common,Widespread,Widespread,Widespread,Present,,,,,,,,,,
Mali,1750,,,Common,Widespread,Widespread,Widespread,Present,,,,,,,,,,
Mali,1850,,,Common,Widespread,Widespread,Widespread,Present,,,,,,,,,,
Mauritania,-8000,,,Widespread,None,None,None,Absent,,,,,,,,,,
Mauritania,-6000,,,Widespread,None,None,None,Absent,,,,,,,,,,
Mauritania,-4000,,,Widespread,None,None,None,Absent,,,,,,,,,,
Mauritania,-2000,,,Common,Minimal,None,Widespread,Absent,,,,,,,,,,
Mauritania,-1000,,,Common,Common,None,Widespread,Absent,,,,,,,,,,
Mauritania,0,,,Common,Common,None,Widespread,Absent,-8000.0,0.0,-1000.0,0.0,-2000.0,1900.0,1000.0,1900.0,1550.0,1900.0
Mauritania,1000,,,Minimal,Minimal,Common,Widespread,Split,,,,,,,,,,
Mauritania,1500,,,Minimal,None,Common,Widespread,Present,,,,,,,,,,
Mauritania,1750,,,Minimal,None,Common,Widespread,Present,,,,,,,,,,
Mauritania,1850,,,Minimal,None,Common,Widespread,Present,,,,,,,,,,
Melanesia,-8000,,,Common,None,None,None,Absent,,,,,,,,,,
Melanesia,-6000,,,Common,None,None,None,Absent,,,,,,,,,,
Melanesia,-4000,,,Common,None,None,None,Absent,,,,,,,,,,
Melanesia,-2000,,,Common,Minimal,None,None,Absent,,,,,,,,,,
Melanesia,-1000,,,Widespread,Common,Minimal,None,Absent,,,,,,,,,,
Melanesia,0,,,Widespread,Widespread,Common,None,Absent,,,,,,,,,,
Melanesia,1000,,,Widespread,Widespread,Common,None,Absent,,,,,,,,,,
Melanesia,1500,,,Widespread,Widespread,Common,None,Absent,,,,,,,,,,
Melanesia,1750,,,Widespread,Widespread,Common,None,Split,,,,,,,,,,
Melanesia,1850,,,Widespread,Widespread,Widespread,Minimal,Present,,,,,,,,,,
Mexico,-8000,,,Minimal,None,None,None,Absent,,,,,,,,,,
Mexico,-6000,,,Common,None,None,None,Absent,,,,,,,,,,
Mexico,-4000,,,Widespread,Minimal,None,None,Absent,,,,,,,,,,
Mexico,-2000,,,Widespread,Common,None,None,Absent,,,,,,,,,,
Mexico,-1000,,,Common,Common,None,None,Absent,,,,,,,,,,
Mexico,0,,,Widespread,Common,Minimal,None,Absent,-6000.0,1800.0,-2000.0,1900.0,1800.0,1900.0,1000.0,1900.0,1000.0,1900.0
Mexico,1000,,,Widespread,Common,Common,None,Present,,,,,,,,,,
Mexico,1500,,,Widespread,Common,Common,None,Present,,,,,,,,,,
Mexico,1750,,,Common,Common,Common,Common,Absent,,,,,,,,,,
Mexico,1850,,,Minimal,Common,Widespread,Widespread,Present,,,,,,,,,,
Micronesia,-8000,,,None,None,None,None,Absent,,,,,,,,,,
Micronesia,-6000,,,None,None,None,None,Absent,,,,,,,,,,
Micronesia,-4000,,,None,None,None,None,Absent,,,,,,,,,,
Micronesia,-2000,,,None,None,None,None,Absent,,,,,,,,,,
Micronesia,-1000,,,Common,Minimal,None,None,Absent,,,,,,,,,,
Micronesia,0,,,Common,Common,Minimal,None,Absent,,,,,,,,,,
Micronesia,1000,,,Widespread,Common,Minimal,None,Absent,,,,,,,,,,
Micronesia,1500,,,Widespread,Common,Common,None,Absent,,,,,,,,,,
Micronesia,1750,,,Widespread,Widespread,Common,None,Absent,,,,,,,,,,
Micronesia,1850,,,Widespread,Common,Common,None,Absent,,,,,,,,,,
Moldova,-8000,,,Widespread,None,None,None,Absent,,,,,,,,,,
Moldova,-6000,,,Widespread,Common,Minimal,Common,Absent,,,,,,,,,,
Moldova,-4000,,,Minimal,Minimal,Widespread,Widespread,Absent,,,,,,,,,,
Moldova,-2000,,,Minimal,Minimal,Widespread,Widespread,Absent,,,,,,,,,,
Moldova,-1000,,,Minimal,Minimal,Widespread,Widespread,Absent,,,,,,,,,,
Moldova,0,,,Common,Minimal,Widespread,Widespread,Present,-8000.0,1000.0,-6000.0,1000.0,-6000.0,1900.0,-4000.0,1900.0,0.0,1900.0
Moldova,1000,,,Common,Common,Widespread,Common,Present,,,,,,,,,,
Moldova,1500,,,Minimal,Minimal,Widespread,Widespread,Present,,,,,,,,,,
Moldova,1750,,,Minimal,Minimal,Widespread,Widespread,Present,,,,,,,,,,
Moldova,1850,,,Minimal,Minimal,Widespread,Widespread,Present,,,,,,,,,,
Mongolia,-8000,,,Widespread,None,None,None,Absent,,,,,,,,,,
Mongolia,-6000,,,Widespread,Minimal,None,None,Absent,,,,,,,,,,
Mongolia,-4000,,,Widespread,None,None,Minimal,Absent,,,,,,,,,,
Mongolia,-2000,,,Widespread,Minimal,None,Common,Absent,,,,,,,,,,
Mongolia,-1000,,,Widespread,Minimal,None,Widespread,Absent,,,,,,,,,,
Mongolia,0,,,Common,Minimal,Minimal,Widespread,Present,-8000.0,1900.0,1000.0,1900.0,-2000.0,1900.0,1000.0,1900.0,0.0,1900.0
Mongolia,1000,,,Common,Common,Common,Widespread,Present,,,,,,,,,,
Mongolia,1500,,,Common,Minimal,Common,Widespread,Present,,,,,,,,,,
Mongolia,1750,,,Common,Common,Common,Widespread,Present,,,,,,,,,,
Mongolia,1850,,,Common,Common,Common,Widespread,Present,,,,,,,,,,
Montenegro,-8000,,,Widespread,None,None,None,Absent,,,,,,,,,,
Montenegro,-6000,,,Common,Common,None,Common,Absent,,,,,,,,,,
Montenegro,-4000,,,Common,Common,Minimal,Widespread,Absent,,,,,,,,,,
Montenegro,-2000,,,Minimal,Common,Common,Widespread,Present,,,,,,,,,,
Montenegro,-1000,,,Minimal,Common,Widespread,Widespread,Present,,,,,,,,,,
Montenegro,0,,,Minimal,Widespread,Widespread,Widespread,Present,-8000.0,-4000.0,-6000.0,1900.0,-6000.0,1900.0,-2000.0,1900.0,-2000.0,1900.0
Montenegro,1000,,,Minimal,Common,Widespread,Widespread,Present,,,,,,,,,,
Montenegro,1500,,,Minimal,Common,Widespread,Widespread,Present,,,,,,,,,,
Montenegro,1750,,,Minimal,Common,Widespread,Widespread,Present,,,,,,,,,,
Montenegro,1850,,,Minimal,Common,Widespread,Widespread,Present,,,,,,,,,,
Morocco,-8000,,,Minimal,None,None,None,Absent,,,,,,,,,,
Morocco,-6000,,,Minimal,None,None,None,Absent,,,,,,,,,,
Morocco,-4000,,,Minimal,Minimal,None,Minimal,Absent,,,,,,,,,,
Morocco,-2000,,,Minimal,Minimal,None,Common,Absent,,,,,,,,,,
Morocco,-1000,,,Minimal,Minimal,None,Minimal,Absent,,,,,,,,,,
Morocco,0,,,Minimal,Common,Minimal,Common,Present,,,,,,,,,,
Morocco,1000,,,Minimal,Common,Common,Common,Present,,,,,,,,,,
Morocco,1500,,,Minimal,Common,Common,Common,Present,,,,,,,,,,
Morocco,1750,,,Minimal,Common,Common,Minimal,Present,,,,,,,,,,
Morocco,1850,,,Minimal,Common,Common,Minimal,Present,,,,,,,,,,
Mozambique,-8000,,,Widespread,None,None,None,Absent,,,,,,,,,,
Mozambique,-6000,,,Widespread,None,None,None,Absent,,,,,,,,,,
Mozambique,-4000,,,Widespread,None,None,None,Absent,,,,,,,,,,
Mozambique,-2000,,,Widespread,None,None,None,Absent,,,,,,,,,,
Mozambique,-1000,,,Widespread,None,None,None,Absent,,,,,,,,,,
Mozambique,0,,,Widespread,Minimal,None,Minimal,Absent,-8000.0,1900.0,1000.0,1900.0,1000.0,1900.0,1900.0,1900.0,1000.0,1900.0
Mozambique,1000,,,Widespread,Common,Minimal,Common,Present,,,,,,,,,,
Mozambique,1500,,,Widespread,Widespread,Minimal,Common,Present,,,,,,,,,,
Mozambique,1750,,,Common,Widespread,Minimal,Common,Present,,,,,,,,,,
Mozambique,1850,,,Common,Widespread,Common,Common,Present,,,,,,,,,,
Myanmar,-8000,,,Common,None,None,None,Absent,,,,,,,,,,
Myanmar,-6000,,,Common,None,None,None,Absent,,,,,,,,,,
Myanmar,-4000,,,Common,None,None,None,Absent,,,,,,,,,,
Myanmar,-2000,,,Common,Minimal,None,None,Absent,,,,,,,,,,
Myanmar,-1000,,,Common,Common,None,None,Absent,,,,,,,,,,
Myanmar,0,,,Common,Common,None,None,Absent,,,,,,,,,,
Myanmar,1000,,,Common,Common,Common,Minimal,Present,,,,,,,,,,
Myanmar,1500,,,Common,Widespread,Common,Minimal,Present,,,,,,,,,,
Myanmar,1750,,,Common,Widespread,Widespread,Minimal,Present,,,,,,,,,,
Myanmar,1850,,,Common,Widespread,Widespread,Minimal,Present,,,,,,,,,,
Namibia,-8000,,,Widespread,None,None,None,Absent,,,,,,,,,,
Namibia,-6000,,,Widespread,None,None,None,Absent,,,,,,,,,,
Namibia,-4000,,,Widespread,None,None,None,Absent,,,,,,,,,,
Namibia,-2000,,,Widespread,None,None,None,Absent,,,,,,,,,,
Namibia,-1000,,,Widespread,None,None,None,Absent,,,,,,,,,,
Namibia,0,,,Widespread,Minimal,None,Minimal,Absent,,,,,,,,,,
Namibia,1000,,,Widespread,Minimal,None,Common,Absent,,,,,,,,,,
Namibia,1500,,,Widespread,Minimal,None,Common,Absent,,,,,,,,,,
Namibia,1750,,,Widespread,Minimal,Minimal,Common,Present,,,,,,,,,,
Namibia,1850,,,Widespread,Minimal,Minimal,Common,Present,,,,,,,,,,
Nepal,-8000,,,Common,None,None,None,Absent,,,,,,,,,,
Nepal,-6000,,,Minimal,None,None,None,Absent,,,,,,,,,,
Nepal,-4000,,,Common,Minimal,None,None,Absent,,,,,,,,,,
Nepal,-2000,,,Common,Minimal,Minimal,Common,Absent,,,,,,,,,,
Nepal,-1000,,,Common,Common,Common,Common,Absent,,,,,,,,,,
Nepal,0,,,Common,Common,Common,Common,Present,-8000.0,1800.0,-1000.0,1900.0,-2000.0,1900.0,-1000.0,1900.0,0.0,1900.0
Nepal,1000,,,Common,Common,Common,Common,Present,,,,,,,,,,
Nepal,1500,,,Common,Common,Common,Common,Present,,,,,,,,,,
Nepal,1750,,,Common,Common,Common,Widespread,Present,,,,,,,,,,
Nepal,1850,,,Minimal,Common,Common,Widespread,Present,,,,,,,,,,
Netherlands,-8000,,,Widespread,None,None,None,Absent,,,,,,,,,,
Netherlands,-6000,,,Widespread,None,None,Minimal,Absent,,,,,,,,,,
Netherlands,-4000,,,Common,Widespread,Common,Common,Absent,,,,,,,,,,
Netherlands,-2000,,,Minimal,Widespread,Widespread,Widespread,Absent,,,,,,,,,,
Netherlands,-1000,,,Minimal,Widespread,Widespread,Widespread,Absent,,,,,,,,,,
