Entity,Year,xHuman Rights Protection Scores – by Christopher Farris and Keith Schnakenberg
Luxembourg,2014,3.85582
Macedonia,1991,0.704047
Macedonia,1992,0.741727
Macedonia,1993,0.86947
Macedonia,1994,0.881426
Macedonia,1995,0.864009
Macedonia,1996,0.713231
Macedonia,1997,0.454366
Macedonia,1998,0.358331
Macedonia,1999,0.283921
Macedonia,2000,0.100447
Macedonia,2001,-0.371073
Macedonia,2002,-0.291393
Macedonia,2003,-0.056676
Macedonia,2004,0.173958
Macedonia,2005,0.238483
Macedonia,2006,0.263319
Macedonia,2007,0.292379
Macedonia,2008,0.417915
Macedonia,2009,0.447884
Macedonia,2010,0.378721
Macedonia,2011,0.274623
Macedonia,2012,0.32495
Macedonia,2013,0.329829
Macedonia,2014,0.326729
Madagascar,1960,0.610584
Madagascar,1961,0.640931
Madagascar,1962,0.672059
Madagascar,1963,0.687815
Madagascar,1964,0.698
Madagascar,1965,0.705631
Madagascar,1966,0.710044
Madagascar,1967,0.708316
Madagascar,1968,0.701456
Madagascar,1969,0.684945
Madagascar,1970,0.664887
Madagascar,1971,0.641197
Madagascar,1972,0.612349
Madagascar,1973,0.571607
Madagascar,1974,0.526808
Madagascar,1975,0.477454
Madagascar,1976,0.416695
Madagascar,1977,0.504781
Madagascar,1978,0.592893
Madagascar,1979,0.476134
Madagascar,1980,0.374916
Madagascar,1981,0.250212
Madagascar,1982,0.302128
Madagascar,1983,0.253779
Madagascar,1984,0.087386
Madagascar,1985,0.069323
Madagascar,1986,-0.017172
Madagascar,1987,-0.21181
Madagascar,1988,-0.425473
Madagascar,1989,-0.395452
Madagascar,1990,-0.256185
Madagascar,1991,-0.398943
Madagascar,1992,-0.351693
Madagascar,1993,-0.433817
Madagascar,1994,-0.214265
Madagascar,1995,-0.011247
Madagascar,1996,0.263413
Madagascar,1997,0.394548
Madagascar,1998,0.448465
Madagascar,1999,0.460997
Madagascar,2000,0.417907
Madagascar,2001,0.240303
Madagascar,2002,-0.106991
Madagascar,2003,0.125221
Madagascar,2004,0.177551
Madagascar,2005,0.080057
Madagascar,2006,0.03581
Madagascar,2007,-0.047928
Madagascar,2008,-0.294846
Madagascar,2009,-0.773414
Madagascar,2010,-0.764127
Madagascar,2011,-0.721246
Madagascar,2012,-0.739811
Madagascar,2013,-0.669146
Madagascar,2014,-0.633291
Malawi,1964,-1.04679
Malawi,1965,-1.08772
Malawi,1966,-1.12768
Malawi,1967,-1.12313
Malawi,1968,-1.12835
Malawi,1969,-1.14428
Malawi,1970,-1.1142
Malawi,1971,-1.09769
Malawi,1972,-1.07723
Malawi,1973,-1.04783
Malawi,1974,-0.99938
Malawi,1975,-0.906777
Malawi,1976,-0.750341
Malawi,1977,-0.528516
Malawi,1978,-0.294677
Malawi,1979,-0.171758
Malawi,1980,-0.103081
Malawi,1981,-0.049956
Malawi,1982,-0.185281
Malawi,1983,-0.408607
Malawi,1984,-0.313177
Malawi,1985,-0.369994
Malawi,1986,-0.2817
Malawi,1987,-0.384586
Malawi,1988,-0.322699
Malawi,1989,-0.433261
Malawi,1990,-0.500476
Malawi,1991,-0.46652
Malawi,1992,-0.400554
Malawi,1993,-0.05244
Malawi,1994,0.137563
Malawi,1995,0.296427
Malawi,1996,0.199033
Malawi,1997,0.217261
Malawi,1998,0.356482
Malawi,1999,0.309324
Malawi,2000,0.295752
Malawi,2001,0.104423
Malawi,2002,-0.131648
Malawi,2003,-0.237804
Malawi,2004,-0.196232
Malawi,2005,-0.291308
Malawi,2006,-0.368096
Malawi,2007,-0.300414
Malawi,2008,-0.226259
Malawi,2009,-0.093494
Malawi,2010,-0.153286
Malawi,2011,-0.222262
Malawi,2012,-0.139324
Malawi,2013,-0.032029
Malawi,2014,-0.018853
Malaysia,1957,-0.91987
Malaysia,1958,-0.956491
Malaysia,1959,-0.980019
Malaysia,1960,-0.989389
Malaysia,1961,-0.996302
Malaysia,1962,-1.00289
Malaysia,1963,-1.00402
Malaysia,1964,-1.00746
Malaysia,1965,-1.00502
Malaysia,1966,-1.00757
Malaysia,1967,-1.00219
Malaysia,1968,-0.999456
Malaysia,1969,-0.993547
Malaysia,1970,-0.986863
Malaysia,1971,-0.979922
Malaysia,1972,-0.958561
Malaysia,1973,-0.925759
Malaysia,1974,-0.864725
Malaysia,1975,-0.760116
Malaysia,1976,-0.591805
Malaysia,1977,-0.540281
Malaysia,1978,-0.589887
Malaysia,1979,-0.523275
Malaysia,1980,-0.290297
Malaysia,1981,-0.217591
Malaysia,1982,-0.083624
Malaysia,1983,-0.029865
Malaysia,1984,0.081304
Malaysia,1985,0.130677
Malaysia,1986,0.223192
Malaysia,1987,0.223182
Malaysia,1988,0.279697
Malaysia,1989,0.342473
Malaysia,1990,0.262506
Malaysia,1991,0.314481
Malaysia,1992,0.436434
Malaysia,1993,0.476937
Malaysia,1994,0.330771
Malaysia,1995,0.18595
Malaysia,1996,0.246349
Malaysia,1997,0.102653
Malaysia,1998,-0.115612
Malaysia,1999,-0.063278
Malaysia,2000,-0.116346
Malaysia,2001,-0.018543
Malaysia,2002,-0.023295
Malaysia,2003,-0.092315
Malaysia,2004,-0.135657
Malaysia,2005,-0.100899
Malaysia,2006,-0.108533
Malaysia,2007,-0.073663
Malaysia,2008,0.030047
Malaysia,2009,0.08396
Malaysia,2010,0.056086
Malaysia,2011,-0.073334
Malaysia,2012,-0.02619
Malaysia,2013,0.034538
Malaysia,2014,0.039387
Maldives,1965,0.692507
Maldives,1966,0.724152
Maldives,1967,0.746349
Maldives,1968,0.766279
Maldives,1969,0.777261
Maldives,1970,0.78139
Maldives,1971,0.789897
Maldives,1972,0.785665
Maldives,1973,0.779469
Maldives,1974,0.767179
Maldives,1975,0.741324
Maldives,1976,0.715692
Maldives,1977,0.681576
Maldives,1978,0.634167
Maldives,1979,0.596347
Maldives,1980,0.604115
Maldives,1981,0.676495
Maldives,1982,0.849539
Maldives,1983,0.86921
Maldives,1984,0.760083
Maldives,1985,0.746212
Maldives,1986,0.836254
Maldives,1987,1.03243
Maldives,1988,1.13474
Maldives,1989,1.06112
Maldives,1990,0.77618
Maldives,1991,0.651411
Maldives,1992,0.601748
Maldives,1993,0.619203
Maldives,1994,0.71344
Maldives,1995,0.65858
Maldives,1996,0.709659
Maldives,1997,0.860152
Maldives,1998,0.921678
Maldives,1999,0.931555
Maldives,2000,0.880469
Maldives,2001,0.743009
Maldives,2002,0.586208
Maldives,2003,0.486476
Maldives,2004,0.409412
Maldives,2005,0.358579
Maldives,2006,0.307973
Maldives,2007,0.41005
Maldives,2008,0.654543
Maldives,2009,0.827208
Maldives,2010,0.76531
Maldives,2011,0.710136
Maldives,2012,0.619455
Maldives,2013,0.774043
Maldives,2014,0.775579
Mali,1960,0.351101
Mali,1961,0.363991
Mali,1962,0.35373
Mali,1963,0.396967
Mali,1964,0.427185
Mali,1965,0.459672
Mali,1966,0.481092
Mali,1967,0.488352
Mali,1968,0.481705
Mali,1969,0.477102
Mali,1970,0.460271
Mali,1971,0.437387
Mali,1972,0.406435
Mali,1973,0.36441
Mali,1974,0.318119
Mali,1975,0.25856
Mali,1976,0.18983
Mali,1977,0.045338
Mali,1978,-0.077577
Mali,1979,-0.235082
Mali,1980,-0.246716
Mali,1981,-0.129544
Mali,1982,0.043259
Mali,1983,0.142174
Mali,1984,0.169142
Mali,1985,0.302422
Mali,1986,0.351496
Mali,1987,0.310244
Mali,1988,0.226984
Mali,1989,-0.021867
Mali,1990,-0.548279
Mali,1991,-0.74537
Mali,1992,-0.487083
Mali,1993,-0.120189
Mali,1994,-0.106335
Mali,1995,0.280659
Mali,1996,0.745965
Mali,1997,0.614286
Mali,1998,0.603503
Mali,1999,0.71345
Mali,2000,0.756555
Mali,2001,0.814311
Mali,2002,0.815282
Mali,2003,0.766704
Mali,2004,0.7417
Mali,2005,0.629754
Mali,2006,0.477605
Mali,2007,0.34015
Mali,2008,0.298833
Mali,2009,0.321052
Mali,2010,0.258989
Mali,2011,0.082564
Mali,2012,-0.391428
Mali,2013,-0.633395
Mali,2014,-0.609456
Malta,1964,1.1777
Malta,1965,1.24922
Malta,1966,1.31017
Malta,1967,1.37451
Malta,1968,1.43
Malta,1969,1.48404
Malta,1970,1.53401
Malta,1971,1.57937
Malta,1972,1.62386
Malta,1973,1.6678
Malta,1974,1.70548
Malta,1975,1.75625
Malta,1976,1.79312
Malta,1977,1.81595
Malta,1978,1.84038
Malta,1979,1.84505
Malta,1980,1.84117
Malta,1981,1.81749
Malta,1982,1.78809
Malta,1983,1.74207
Malta,1984,1.67813
Malta,1985,1.59808
Malta,1986,1.72562
Malta,1987,1.80634
Malta,1988,1.8477
Malta,1989,1.89126
Malta,1990,1.92552
Malta,1991,1.95426
Malta,1992,1.97903
Malta,1993,1.99785
Malta,1994,2.00921
Malta,1995,2.01082
Malta,1996,2.01029
Malta,1997,2.00085
Malta,1998,1.99333
Malta,1999,1.97132
Malta,2000,1.95344
Malta,2001,1.92874
Malta,2002,1.8496
Malta,2003,1.75702
Malta,2004,1.57501
Malta,2005,1.47116
Malta,2006,1.41352
Malta,2007,1.39343
Malta,2008,1.38734
Malta,2009,1.51617
Malta,2010,1.60717
Malta,2011,1.67592
Malta,2012,1.7369
Malta,2013,1.75269
Malta,2014,1.7604
Marshall Islands,1991,1.46367
Marshall Islands,1992,1.54703
Marshall Islands,1993,1.63284
Marshall Islands,1994,1.71447
Marshall Islands,1995,1.80834
Marshall Islands,1996,1.89669
Marshall Islands,1997,1.97854
Marshall Islands,1998,2.07855
Marshall Islands,1999,2.16353
Marshall Islands,2000,2.25715
Marshall Islands,2001,2.34244
Marshall Islands,2002,2.40251
Marshall Islands,2003,2.47179
Marshall Islands,2004,2.51123
Marshall Islands,2005,2.53675
Marshall Islands,2006,2.54412
Marshall Islands,2007,2.52519
Marshall Islands,2008,2.49349
Marshall Islands,2009,2.44292
Marshall Islands,2010,2.36677
Marshall Islands,2011,2.37905
Marshall Islands,2012,2.37553
Marshall Islands,2013,2.37506
Marshall Islands,2014,2.37389
Mauritania,1960,0.481707
Mauritania,1961,0.495047
Mauritania,1962,0.49431
Mauritania,1963,0.549571
Mauritania,1964,0.598626
Mauritania,1965,0.640923
Mauritania,1966,0.670987
Mauritania,1967,0.689114
Mauritania,1968,0.706381
Mauritania,1969,0.718623
Mauritania,1970,0.724734
Mauritania,1971,0.724357
Mauritania,1972,0.724957
Mauritania,1973,0.712626
Mauritania,1974,0.700094
Mauritania,1975,0.69158
Mauritania,1976,0.666744
Mauritania,1977,0.641342
Mauritania,1978,0.415001
Mauritania,1979,0.363176
Mauritania,1980,0.273993
Mauritania,1981,0.300949
Mauritania,1982,0.378522
Mauritania,1983,0.321643
Mauritania,1984,0.288756
Mauritania,1985,0.338389
Mauritania,1986,0.287571
Mauritania,1987,0.034297
Mauritania,1988,-0.287406
Mauritania,1989,-0.827339
Mauritania,1990,-1.14698
Mauritania,1991,-1.18072
Mauritania,1992,-0.881306
Mauritania,1993,-0.393389
Mauritania,1994,-0.049979
Mauritania,1995,0.145918
Mauritania,1996,0.303873
Mauritania,1997,0.144487
Mauritania,1998,0.262219
Mauritania,1999,0.232622
Mauritania,2000,0.15137
Mauritania,2001,0.06334
Mauritania,2002,-0.116445
Mauritania,2003,-0.200781
Mauritania,2004,-0.264239
Mauritania,2005,-0.405177
Mauritania,2006,-0.313246
Mauritania,2007,-0.282566
Mauritania,2008,-0.309104
Mauritania,2009,-0.284782
Mauritania,2010,-0.196695
Mauritania,2011,-0.252055
Mauritania,2012,-0.112678
Mauritania,2013,-0.00116
Mauritania,2014,-0.008361
Mauritius,1968,1.07929
Mauritius,1969,1.14096
Mauritius,1970,1.19015
Mauritius,1971,1.25357
Mauritius,1972,1.30791
Mauritius,1973,1.36398
Mauritius,1974,1.40738
Mauritius,1975,1.44961
Mauritius,1976,1.49779
Mauritius,1977,1.54173
Mauritius,1978,1.54901
Mauritius,1979,1.68619
Mauritius,1980,1.8011
Mauritius,1981,1.91015
Mauritius,1982,1.96836
Mauritius,1983,1.98892
Mauritius,1984,1.96594
Mauritius,1985,2.08709
Mauritius,1986,2.13927
Mauritius,1987,2.12218
Mauritius,1988,2.03033
Mauritius,1989,1.85177
Mauritius,1990,1.66895
Mauritius,1991,1.541
Mauritius,1992,1.436
Mauritius,1993,1.22299
Mauritius,1994,1.05484
Mauritius,1995,1.14713
Mauritius,1996,1.07974
Mauritius,1997,0.987773
Mauritius,1998,0.76409
Mauritius,1999,0.553954
Mauritius,2000,0.506825
Mauritius,2001,0.510171
Mauritius,2002,0.756871
Mauritius,2003,0.846034
Mauritius,2004,0.723361
Mauritius,2005,0.598479
Mauritius,2006,0.430654
Mauritius,2007,0.421612
Mauritius,2008,0.418457
Mauritius,2009,0.435059
Mauritius,2010,0.445959
Mauritius,2011,0.476259
Mauritius,2012,0.440961
Mauritius,2013,0.420973
Mauritius,2014,0.429054
Mexico,1949,0.667939
Mexico,1950,0.705704
Mexico,1951,0.730565
Mexico,1952,0.746536
Mexico,1953,0.755799
Mexico,1954,0.764572
Mexico,1955,0.76457
Mexico,1956,0.756081
Mexico,1957,0.747912
Mexico,1958,0.725995
Mexico,1959,0.693771
Mexico,1960,0.649943
Mexico,1961,0.605961
Mexico,1962,0.555884
Mexico,1963,0.495336
Mexico,1964,0.42409
Mexico,1965,0.346806
Mexico,1966,0.256998
Mexico,1967,0.151275
Mexico,1968,0.036654
Mexico,1969,0.074996
Mexico,1970,0.100068
Mexico,1971,0.100656
Mexico,1972,0.088211
Mexico,1973,0.053166
Mexico,1974,0.007661
Mexico,1975,-0.062967
Mexico,1976,-0.154592
Mexico,1977,-0.332421
Mexico,1978,-0.424213
Mexico,1979,-0.477952
Mexico,1980,-0.531037
Mexico,1981,-0.624431
Mexico,1982,-0.569426
Mexico,1983,-0.55066
Mexico,1984,-0.726592
Mexico,1985,-0.765491
Mexico,1986,-0.726654
Mexico,1987,-0.791013
Mexico,1988,-0.795301
Mexico,1989,-0.891115
Mexico,1990,-1.01842
Mexico,1991,-0.990457
Mexico,1992,-0.95296
Mexico,1993,-1.06871
Mexico,1994,-1.21504
Mexico,1995,-1.22685
Mexico,1996,-1.19664
Mexico,1997,-1.1066
Mexico,1998,-0.952842
Mexico,1999,-0.882228
Mexico,2000,-0.866171
Mexico,2001,-0.852393
Mexico,2002,-0.839337
Mexico,2003,-0.796154
Mexico,2004,-0.795368
Mexico,2005,-0.830914
Mexico,2006,-0.968554
Mexico,2007,-0.944551
Mexico,2008,-1.03544
Mexico,2009,-1.11787
Mexico,2010,-1.139
Mexico,2011,-1.13912
Mexico,2012,-1.17942
Mexico,2013,-1.16725
Mexico,2014,-1.21272
Micronesia (country),1991,0.857641
Micronesia (country),1992,0.909001
Micronesia (country),1993,0.963341
Micronesia (country),1994,1.01019
Micronesia (country),1995,1.05629
Micronesia (country),1996,1.10274
Micronesia (country),1997,1.14662
Micronesia (country),1998,1.19293
Micronesia (country),1999,1.24179
Micronesia (country),2000,1.29197
Micronesia (country),2001,1.33182
Micronesia (country),2002,1.29263
Micronesia (country),2003,1.25514
Micronesia (country),2004,1.2209
Micronesia (country),2005,1.21588
Micronesia (country),2006,1.21334
Micronesia (country),2007,1.2234
Micronesia (country),2008,1.25165
Micronesia (country),2009,1.29366
Micronesia (country),2010,1.3456
Micronesia (country),2011,1.31947
Micronesia (country),2012,1.31718
Micronesia (country),2013,1.31533
Micronesia (country),2014,1.30984
Moldova,1991,-0.304728
Moldova,1992,-0.337781
Moldova,1993,-0.031603
Moldova,1994,0.263698
Moldova,1995,0.563056
Moldova,1996,0.612809
Moldova,1997,0.613192
Moldova,1998,0.651891
Moldova,1999,0.397066
Moldova,2000,0.323956
Moldova,2001,0.315294
Moldova,2002,0.230033
Moldova,2003,0.004378
Moldova,2004,-0.146346
Moldova,2005,-0.093557
Moldova,2006,-0.055766
Moldova,2007,-0.046393
Moldova,2008,-0.133502
Moldova,2009,-0.300331
Moldova,2010,-0.263816
Moldova,2011,-0.139282
Moldova,2012,-0.090699
Moldova,2013,0.010988
Moldova,2014,0.015412
Monaco,1993,1.7307
Monaco,1994,1.82856
Monaco,1995,1.92817
Monaco,1996,2.03821
Monaco,1997,2.14231
Monaco,1998,2.25256
Monaco,1999,2.36373
Monaco,2000,2.47247
Monaco,2001,2.58115
Monaco,2002,2.66259
Monaco,2003,2.75214
Monaco,2004,2.82709
Monaco,2005,2.88761
Monaco,2006,2.93382
Monaco,2007,2.96147
Monaco,2008,2.98617
Monaco,2009,3.00642
Monaco,2010,3.01663
Monaco,2011,3.01478
Monaco,2012,3.00605
Monaco,2013,3.00608
Monaco,2014,3.00207
Mongolia,1949,0.969257
Mongolia,1950,1.02335
Mongolia,1951,1.07146
Mongolia,1952,1.11759
Mongolia,1953,1.16309
Mongolia,1954,1.20756
Mongolia,1955,1.24728
Mongolia,1956,1.28272
Mongolia,1957,1.30887
Mongolia,1958,1.33556
Mongolia,1959,1.36567
Mongolia,1960,1.38827
Mongolia,1961,1.41968
Mongolia,1962,1.43151
Mongolia,1963,1.4474
Mongolia,1964,1.45062
Mongolia,1965,1.46205
Mongolia,1966,1.46887
Mongolia,1967,1.47901
Mongolia,1968,1.47975
Mongolia,1969,1.48081
Mongolia,1970,1.48818
Mongolia,1971,1.49409
Mongolia,1972,1.492
Mongolia,1973,1.4943
Mongolia,1974,1.49399
Mongolia,1975,1.48981
Mongolia,1976,1.48863
Mongolia,1977,1.47963
Mongolia,1978,1.47265
Mongolia,1979,1.47126
Mongolia,1980,1.45682
Mongolia,1981,1.45515
Mongolia,1982,1.43242
Mongolia,1983,1.4085
Mongolia,1984,1.51149
Mongolia,1985,1.59056
Mongolia,1986,1.6682
Mongolia,1987,1.75885
Mongolia,1988,1.82069
Mongolia,1989,1.88605
Mongolia,1990,1.95896
Mongolia,1991,1.94551
Mongolia,1992,1.84901
Mongolia,1993,1.63695
Mongolia,1994,1.37464
Mongolia,1995,1.08282
Mongolia,1996,1.03102
Mongolia,1997,1.00176
Mongolia,1998,0.854102
Mongolia,1999,0.918498
Mongolia,2000,0.900778
Mongolia,2001,0.849693
Mongolia,2002,0.591543
Mongolia,2003,0.288267
Mongolia,2004,0.114614
Mongolia,2005,-0.002947
Mongolia,2006,-0.130769
Mongolia,2007,-0.187384
Mongolia,2008,-0.232073
Mongolia,2009,-0.023844
Mongolia,2010,0.095029
Mongolia,2011,0.207906
Mongolia,2012,0.382638
Mongolia,2013,0.381656
Mongolia,2014,0.383481
Montenegro,2006,0.48382
Montenegro,2007,0.517714
Montenegro,2008,0.597588
Montenegro,2009,0.680549
Montenegro,2010,0.78971
Montenegro,2011,0.828432
Montenegro,2012,0.787342
Montenegro,2013,0.700675
Montenegro,2014,0.710568
Morocco,1956,0.48688
Morocco,1957,0.500407
Morocco,1958,0.504611
Morocco,1959,0.515426
Morocco,1960,0.504307
Morocco,1961,0.490989
Morocco,1962,0.469957
Morocco,1963,0.430307
Morocco,1964,0.381182
Morocco,1965,0.314616
Morocco,1966,0.300991
Morocco,1967,0.265209
Morocco,1968,0.225719
Morocco,1969,0.165137
Morocco,1970,0.088932
Morocco,1971,0.002457
Morocco,1972,-0.054378
Morocco,1973,-0.140167
Morocco,1974,-0.18515
Morocco,1975,-0.21287
Morocco,1976,-0.271865
Morocco,1977,-0.206707
Morocco,1978,-0.131556
Morocco,1979,-0.12172
Morocco,1980,-0.173125
Morocco,1981,-0.311592
Morocco,1982,-0.468921
Morocco,1983,-0.562191
Morocco,1984,-0.610972
Morocco,1985,-0.637525
Morocco,1986,-0.648916
Morocco,1987,-0.50631
Morocco,1988,-0.499588
Morocco,1989,-0.612114
Morocco,1990,-0.698747
Morocco,1991,-0.58336
Morocco,1992,-0.539338
Morocco,1993,-0.551175
Morocco,1994,-0.481125
Morocco,1995,-0.42204
Morocco,1996,-0.306634
Morocco,1997,-0.221011
Morocco,1998,0.020266
Morocco,1999,0.029991
Morocco,2000,-0.021425
Morocco,2001,0.090819
Morocco,2002,0.017875
Morocco,2003,-0.148015
Morocco,2004,-0.279132
Morocco,2005,-0.438527
Morocco,2006,-0.465862
Morocco,2007,-0.474621
Morocco,2008,-0.467454
Morocco,2009,-0.437409
Morocco,2010,-0.495824
Morocco,2011,-0.553602
Morocco,2012,-0.518762
Morocco,2013,-0.447223
Morocco,2014,-0.428668
Mozambique,1975,-1.33592
Mozambique,1976,-1.32186
Mozambique,1977,-1.17217
Mozambique,1978,-1.11499
Mozambique,1979,-1.09444
Mozambique,1980,-1.05946
Mozambique,1981,-1.0231
Mozambique,1982,-1.19009
Mozambique,1983,-1.30683
Mozambique,1984,-1.32405
Mozambique,1985,-1.57235
Mozambique,1986,-1.57823
Mozambique,1987,-1.52277
Mozambique,1988,-1.32618
Mozambique,1989,-1.26457
Mozambique,1990,-1.15172
Mozambique,1991,-1.15393
Mozambique,1992,-1.18882
Mozambique,1993,-0.847471
Mozambique,1994,-0.747001
Mozambique,1995,-0.605614
Mozambique,1996,-0.614403
Mozambique,1997,-0.593809
Mozambique,1998,-0.579288
Mozambique,1999,-0.46723
Mozambique,2000,-0.594089
Mozambique,2001,-0.468323
Mozambique,2002,-0.401429
Mozambique,2003,-0.359468
Mozambique,2004,-0.452173
Mozambique,2005,-0.439314
Mozambique,2006,-0.440994
Mozambique,2007,-0.470999
Mozambique,2008,-0.451037
Mozambique,2009,-0.465954
Mozambique,2010,-0.538239
Mozambique,2011,-0.506028
Mozambique,2012,-0.518294
Mozambique,2013,-0.517969
Mozambique,2014,-0.498397
Myanmar,1949,-1.54868
Myanmar,1950,-1.57807
Myanmar,1951,-1.59605
Myanmar,1952,-1.62634
Myanmar,1953,-1.60172
Myanmar,1954,-1.58259
Myanmar,1955,-1.5696
Myanmar,1956,-1.55274
Myanmar,1957,-1.54344
Myanmar,1958,-1.53501
Myanmar,1959,-1.53036
Myanmar,1960,-1.53344
Myanmar,1961,-1.53665
Myanmar,1962,-1.53328
Myanmar,1963,-1.53281
Myanmar,1964,-1.53325
Myanmar,1965,-1.53392
Myanmar,1966,-1.53972
Myanmar,1967,-1.53827
Myanmar,1968,-1.5372
Myanmar,1969,-1.53064
Myanmar,1970,-1.52871
Myanmar,1971,-1.52365
Myanmar,1972,-1.51463
Myanmar,1973,-1.49696
Myanmar,1974,-1.468
Myanmar,1975,-1.39847
Myanmar,1976,-1.27393
Myanmar,1977,-1.32743
Myanmar,1978,-1.446
Myanmar,1979,-1.20007
Myanmar,1980,-1.16089
Myanmar,1981,-1.09012
Myanmar,1982,-0.975822
Myanmar,1983,-1.06308
Myanmar,1984,-1.02808
Myanmar,1985,-1.1289
Myanmar,1986,-1.28354
Myanmar,1987,-1.48384
Myanmar,1988,-1.71223
Myanmar,1989,-1.6658
Myanmar,1990,-1.6056
Myanmar,1991,-1.65552
Myanmar,1992,-1.78905
Myanmar,1993,-1.83036
Myanmar,1994,-1.8252
Myanmar,1995,-1.81411
Myanmar,1996,-1.70941
Myanmar,1997,-1.86024
Myanmar,1998,-1.86144
Myanmar,1999,-1.77275
Myanmar,2000,-1.81692
Myanmar,2001,-1.63677
Myanmar,2002,-1.54779
Myanmar,2003,-1.68258
Myanmar,2004,-1.70906
Myanmar,2005,-1.7937
Myanmar,2006,-1.96425
Myanmar,2007,-2.08569
Myanmar,2008,-1.99443
Myanmar,2009,-1.8828
Myanmar,2010,-1.96163
Myanmar,2011,-1.87079
Myanmar,2012,-1.76548
Myanmar,2013,-1.70844
Myanmar,2014,-1.78834
Namibia,1976,-0.889555
Namibia,1977,-0.774169
Namibia,1978,-0.639202
Namibia,1979,-0.59011
Namibia,1980,-0.612994
Namibia,1981,-0.556774
Namibia,1982,-0.562743
Namibia,1983,-0.628739
Namibia,1984,-0.783856
Namibia,1985,-0.954776
Namibia,1986,-1.03935
Namibia,1987,-0.99026
Namibia,1988,-0.8474
Namibia,1989,-0.460115
Namibia,1990,-0.017827
Namibia,1991,0.222617
Namibia,1992,0.282365
Namibia,1993,0.367891
Namibia,1994,0.416899
Namibia,1995,0.343347
Namibia,1996,0.35561
Namibia,1997,0.196465
Namibia,1998,-0.053086
Namibia,1999,-0.312586
Namibia,2000,-0.288479
Namibia,2001,-0.360375
Namibia,2002,-0.340784
Namibia,2003,-0.088047
Namibia,2004,0.170284
Namibia,2005,0.279835
Namibia,2006,0.312372
Namibia,2007,0.424228
Namibia,2008,0.57409
Namibia,2009,0.616871
Namibia,2010,0.479092
Namibia,2011,0.35641
Namibia,2012,0.374664
Namibia,2013,0.378827
Namibia,2014,0.379103
Nauru,1999,2.22453
Nauru,2000,2.35899
Nauru,2001,2.48471
Nauru,2002,2.59426
Nauru,2003,2.69463
Nauru,2004,2.77916
Nauru,2005,2.84588
Nauru,2006,2.90951
Nauru,2007,2.96597
Nauru,2008,3.00507
Nauru,2009,3.0303
Nauru,2010,3.05272
Nauru,2011,3.06684
Nauru,2012,3.06989
Nauru,2013,3.06842
Nauru,2014,3.07248
Nepal,1949,0.75132
Nepal,1950,0.788276
Nepal,1951,0.816757
Nepal,1952,0.840057
Nepal,1953,0.852055
Nepal,1954,0.859905
Nepal,1955,0.865202
Nepal,1956,0.852918
Nepal,1957,0.8384
Nepal,1958,0.825861
Nepal,1959,0.802452
Nepal,1960,0.774074
Nepal,1961,0.738086
Nepal,1962,0.705515
Nepal,1963,0.653471
Nepal,1964,0.594854
Nepal,1965,0.588443
Nepal,1966,0.575552
Nepal,1967,0.546552
Nepal,1968,0.524265
Nepal,1969,0.490991
Nepal,1970,0.452032
Nepal,1971,0.40613
Nepal,1972,0.344716
Nepal,1973,0.272931
Nepal,1974,0.19355
Nepal,1975,0.102695
Nepal,1976,-0.006028
Nepal,1977,-0.119399
Nepal,1978,-0.03001
Nepal,1979,0.039021
Nepal,1980,-0.004271
Nepal,1981,-0.047762
Nepal,1982,-0.033123
Nepal,1983,-0.010508
Nepal,1984,-0.029819
Nepal,1985,-0.173455
Nepal,1986,-0.272938
Nepal,1987,-0.415424
Nepal,1988,-0.513784
Nepal,1989,-0.609215
Nepal,1990,-0.697336
Nepal,1991,-0.589241
Nepal,1992,-0.591471
Nepal,1993,-0.596899
Nepal,1994,-0.512098
Nepal,1995,-0.664241
Nepal,1996,-0.944772
Nepal,1997,-1.10958
Nepal,1998,-1.37895
Nepal,1999,-1.43566
Nepal,2000,-1.62946
Nepal,2001,-1.7293
Nepal,2002,-1.87162
Nepal,2003,-1.8533
Nepal,2004,-1.9968
Nepal,2005,-2.04255
Nepal,2006,-1.83587
Nepal,2007,-1.37378
Nepal,2008,-1.28799
Nepal,2009,-1.2116
Nepal,2010,-1.04003
Nepal,2011,-0.810537
Nepal,2012,-0.558175
Nepal,2013,-0.300749
Nepal,2014,-0.299633
Netherlands,1949,-0.455181
Netherlands,1950,-0.366282
Netherlands,1951,-0.155489
Netherlands,1952,0.034223
Netherlands,1953,0.202382
Netherlands,1954,0.350429
Netherlands,1955,0.483814
Netherlands,1956,0.607427
Netherlands,1957,0.732043
Netherlands,1958,0.85423
Netherlands,1959,0.964196
Netherlands,1960,1.07552
Netherlands,1961,1.18294
Netherlands,1962,1.28599
Netherlands,1963,1.39426
Netherlands,1964,1.49613
Netherlands,1965,1.59264
Netherlands,1966,1.68779
Netherlands,1967,1.77907
Netherlands,1968,1.87794
Netherlands,1969,1.97685
Netherlands,1970,2.0736
Netherlands,1971,2.1647
Netherlands,1972,2.25756
Netherlands,1973,2.34652
Netherlands,1974,2.43069
Netherlands,1975,2.51636
Netherlands,1976,2.60503
Netherlands,1977,2.68595
Netherlands,1978,2.77298
Netherlands,1979,2.85159
Netherlands,1980,2.93239
Netherlands,1981,3.01368
Netherlands,1982,3.08268
Netherlands,1983,3.13672
Netherlands,1984,3.18676
Netherlands,1985,3.23394
