Entity,Year,age-standardized_death_rate_per_100k_both_sexes,age-standardized_death_rate_per_100k_female,age-standardized_death_rate_per_100k_male,crude_death_rate_per_100k_both_sexes,crude_death_rate_per_100k_female,crude_death_rate_per_100k_male
Kazakhstan,1982,26.8,8.84,56.56,20.36,8.01,33.65
Kazakhstan,1985,30.21,9.29,64.06,23.26,8.5,39.11
Kazakhstan,1986,31.81,9.72,67.46,24.77,8.9,41.76
Kazakhstan,1987,31.81,8.87,68.56,25.05,8.15,43.1
Kazakhstan,1988,33.29,10.32,70.13,26.35,9.65,44.16
Kazakhstan,1989,34.59,10.47,73.1,27.7,9.86,46.68
Kazakhstan,1990,35.9,10.49,75.62,29.28,9.98,49.76
Kazakhstan,1991,35.66,10.65,74.32,29.45,10.42,49.62
Kazakhstan,1992,35.21,9.63,74.93,29.36,9.51,50.38
Kazakhstan,1993,34.79,9.56,73.25,29.45,9.55,50.51
Kazakhstan,1994,32.14,9.22,67.52,27.36,9.13,46.6
Kazakhstan,1995,32.63,9.26,68.14,27.84,9.23,47.52
Kazakhstan,1996,32.04,9.55,66.15,27.45,9.64,46.28
Kazakhstan,1997,30.77,9.34,63.6,26.54,9.4,44.66
Kazakhstan,1998,31.57,9.04,66.44,27.38,9.17,46.96
Kazakhstan,1999,29.59,9.22,61.02,25.83,9.41,43.5
Kazakhstan,2000,29.31,8.75,61.22,25.42,8.91,43.17
Kazakhstan,2001,27.49,8.53,56.25,24.41,8.7,41.31
Kazakhstan,2002,27.5,8.46,56.36,24.69,8.87,41.72
Kazakhstan,2003,27.16,8.2,55.96,24.48,8.53,41.66
Kazakhstan,2004,25.2,6.96,52.63,22.91,7.32,39.71
Kazakhstan,2005,25.27,7.66,52.12,22.88,8.15,38.76
Kazakhstan,2006,23.44,7.15,48.53,21.46,7.79,36.19
Kazakhstan,2007,23.15,6.29,49.11,21.3,6.67,37.07
Kazakhstan,2008,22.16,7.0,45.66,20.38,7.5,34.27
Kazakhstan,2009,21.8,6.44,45.49,20.07,6.85,34.32
Kazakhstan,2010,20.86,5.9,43.47,18.62,6.1,32.08
Kazakhstan,2011,19.64,6.04,39.98,17.76,6.3,30.08
Kazakhstan,2012,19.63,6.05,39.9,17.88,6.36,30.25
Kazakhstan,2013,19.27,5.58,39.94,17.72,5.95,30.33
Kazakhstan,2014,17.21,5.59,34.61,15.99,5.93,26.76
Kazakhstan,2015,16.33,5.16,33.33,15.49,5.68,25.97
Kazakhstan,2016,15.29,4.96,30.97,14.67,5.41,24.55
Kazakhstan,2017,14.0,4.47,28.27,13.7,4.89,23.09
Kazakhstan,2018,13.46,4.15,27.43,13.38,4.7,22.63
Kazakhstan,2019,12.58,4.01,25.45,12.75,4.64,21.37
Kazakhstan,2020,12.33,4.26,24.65,12.72,4.98,20.93
Kuwait,1972,14.09,15.44,14.57,2.82,1.3,4.06
Kuwait,1975,13.44,5.85,21.12,3.82,1.77,5.52
Kuwait,1976,13.22,3.19,22.15,3.76,1.04,6.02
Kuwait,1977,16.02,2.78,27.75,4.75,0.99,7.73
Kuwait,1978,13.49,3.32,23.21,3.88,1.51,5.73
Kuwait,1979,18.26,8.42,26.69,4.65,2.51,6.28
Kuwait,1980,19.93,10.43,27.96,4.86,2.58,6.57
Kuwait,1981,13.86,8.0,18.74,3.49,1.95,4.65
Kuwait,1982,22.33,10.39,32.55,5.56,2.61,7.65
Kuwait,1983,20.07,8.76,29.38,4.79,1.93,6.95
Kuwait,1984,20.19,10.54,29.21,4.53,2.77,5.73
Kuwait,1985,20.54,7.52,32.44,4.09,1.62,5.96
Kuwait,1986,16.99,8.77,24.26,3.52,1.94,4.72
Kuwait,1987,14.07,5.17,22.17,3.58,1.48,5.18
Kuwait,1993,12.82,10.51,14.51,4.05,3.41,4.53
Kuwait,1994,10.27,6.32,13.03,2.78,2.08,3.22
Kuwait,1995,16.87,9.55,22.09,3.19,1.69,4.14
Kuwait,1996,14.21,6.23,20.46,3.36,1.78,4.36
Kuwait,1997,17.9,12.04,21.96,3.87,2.44,4.77
Kuwait,1998,14.51,10.58,17.84,3.31,2.37,3.91
Kuwait,1999,7.89,2.91,12.14,2.61,1.33,3.44
Kuwait,2000,13.29,6.01,19.76,3.33,1.87,4.28
Kuwait,2001,8.12,4.97,10.79,2.59,1.8,3.1
Kuwait,2002,8.96,3.7,13.33,2.58,1.17,3.51
Kuwait,2003,13.21,7.34,17.6,3.7,2.26,4.7
Kuwait,2004,12.0,3.37,18.6,3.27,1.44,4.54
Kuwait,2005,12.12,11.51,12.77,3.17,2.8,3.43
Kuwait,2006,13.46,9.93,16.31,3.54,2.56,4.23
Kuwait,2007,10.12,6.52,13.51,2.76,2.25,3.07
Kuwait,2008,7.33,5.6,9.35,2.28,2.1,2.39
Kuwait,2009,7.03,4.7,9.43,1.95,1.61,2.15
Kuwait,2010,7.71,4.54,10.46,2.3,1.41,2.89
Kuwait,2011,7.06,3.36,10.35,1.98,1.17,2.52
Kuwait,2012,9.02,5.54,12.1,2.76,1.71,3.46
Kuwait,2013,8.34,5.16,11.24,2.44,1.55,3.03
Kuwait,2014,8.57,4.46,12.49,2.72,1.56,3.49
Kuwait,2015,8.44,4.87,11.85,2.72,1.93,3.24
Kuwait,2016,7.21,4.13,10.19,2.17,1.57,2.54
Kuwait,2017,8.38,4.69,11.99,2.91,1.98,3.46
Kuwait,2018,6.02,4.01,7.83,1.99,1.56,2.24
Kuwait,2019,7.05,3.71,10.1,2.62,1.7,3.16
Kyrgyzstan,1981,14.51,4.65,30.03,10.01,3.9,16.5
Kyrgyzstan,1982,16.33,4.45,35.19,11.49,3.77,19.69
Kyrgyzstan,1985,15.73,3.8,33.75,11.08,3.12,19.49
Kyrgyzstan,1986,17.09,4.99,35.56,11.73,4.12,19.77
Kyrgyzstan,1987,17.32,5.88,34.86,11.97,4.47,19.87
Kyrgyzstan,1988,19.2,6.37,37.78,13.3,5.09,21.92
Kyrgyzstan,1989,20.16,5.21,42.1,14.0,4.14,24.32
Kyrgyzstan,1990,19.76,6.97,38.6,13.46,5.38,21.89
Kyrgyzstan,1991,19.7,5.97,39.92,13.26,4.66,22.21
Kyrgyzstan,1992,19.65,6.22,38.82,13.59,4.67,22.83
Kyrgyzstan,1993,15.49,4.89,30.07,10.38,3.76,17.21
Kyrgyzstan,1994,14.92,5.5,27.89,10.07,4.18,16.12
Kyrgyzstan,1995,14.74,4.31,28.4,9.75,3.35,16.33
Kyrgyzstan,1996,13.89,4.55,26.55,9.09,3.56,14.76
Kyrgyzstan,1997,13.98,5.14,26.34,9.32,3.82,14.95
Kyrgyzstan,1998,13.21,4.7,24.71,8.81,3.52,14.22
Kyrgyzstan,1999,13.08,4.0,24.59,8.48,3.06,14.03
Kyrgyzstan,2000,12.98,5.5,22.45,8.18,3.96,12.51
Kyrgyzstan,2001,12.54,5.32,21.91,8.12,4.01,12.33
Kyrgyzstan,2002,13.39,4.72,24.47,8.82,3.7,14.06
Kyrgyzstan,2003,13.63,5.35,24.36,8.92,4.03,13.93
Kyrgyzstan,2004,12.89,5.09,22.55,8.25,3.67,12.94
Kyrgyzstan,2005,12.37,4.51,22.42,7.76,3.36,12.26
Kyrgyzstan,2006,12.39,4.98,21.7,7.98,3.79,12.26
Kyrgyzstan,2007,10.76,4.31,19.06,6.89,3.27,10.61
Kyrgyzstan,2008,10.42,4.17,18.49,6.67,3.16,10.25
Kyrgyzstan,2009,12.78,4.86,22.91,7.89,3.34,12.57
Kyrgyzstan,2010,12.76,5.21,22.75,8.02,3.59,12.57
Kyrgyzstan,2011,11.7,4.48,21.32,7.54,3.37,11.83
Kyrgyzstan,2012,11.42,4.1,21.01,7.28,3.03,11.62
Kyrgyzstan,2013,12.89,5.36,23.19,8.34,4.01,12.77
Kyrgyzstan,2014,13.3,4.5,25.24,8.5,3.32,13.79
Kyrgyzstan,2015,11.61,4.93,20.58,7.6,3.72,11.56
Kyrgyzstan,2016,12.15,5.85,20.85,8.16,4.41,11.98
Kyrgyzstan,2017,11.58,4.55,21.2,7.6,3.49,11.78
Kyrgyzstan,2018,12.21,4.85,22.41,8.22,3.67,12.85
Kyrgyzstan,2019,10.81,4.8,19.25,7.48,3.9,11.11
Latvia,1980,24.76,6.19,56.43,32.49,10.03,58.81
Latvia,1981,24.88,6.31,55.46,32.43,10.08,58.6
Latvia,1982,27.37,6.63,62.98,36.27,10.48,66.43
Latvia,1983,27.37,6.62,62.37,36.49,10.64,66.67
Latvia,1984,27.07,6.77,61.3,35.99,10.95,65.18
Latvia,1985,28.37,7.15,63.66,37.5,11.46,67.8
Latvia,1986,30.66,8.36,67.85,41.16,14.17,72.49
Latvia,1987,30.92,8.0,68.65,41.42,13.34,73.95
Latvia,1988,31.03,6.98,70.42,41.94,12.03,76.47
Latvia,1989,31.38,7.98,68.99,42.43,13.51,75.73
Latvia,1990,30.16,7.36,67.73,41.45,12.54,74.65
Latvia,1991,33.19,7.41,74.93,45.34,12.65,82.84
Latvia,1992,31.8,6.91,71.58,44.38,11.94,81.69
Latvia,1993,30.07,7.24,67.04,42.81,12.49,77.77
Latvia,1994,31.29,6.52,71.85,45.45,11.86,84.31
Latvia,1995,29.06,6.89,66.61,42.89,12.44,78.18
Latvia,1996,30.32,7.17,68.16,44.73,13.38,81.07
Latvia,1997,27.79,6.89,62.94,42.12,12.67,76.27
Latvia,1998,28.71,7.06,63.76,43.0,12.93,77.85
Latvia,1999,30.02,7.02,68.02,46.26,13.18,84.61
Latvia,2000,27.4,6.82,61.66,43.89,13.23,79.82
Latvia,2001,29.84,7.16,67.42,47.92,13.78,88.03
Latvia,2002,28.31,7.0,62.97,46.23,14.16,84.01
Latvia,2003,28.05,7.58,61.66,46.15,15.26,82.6
Latvia,2004,27.33,6.55,62.59,46.35,13.47,85.14
Latvia,2005,27.59,8.03,60.55,47.61,17.0,83.73
Latvia,2006,29.84,8.13,66.39,52.07,17.66,92.64
Latvia,2007,27.26,8.34,59.32,48.36,18.15,83.93
Latvia,2008,26.54,6.04,59.47,46.25,13.67,84.61
Latvia,2009,26.4,7.1,59.12,47.58,15.35,85.66
Latvia,2010,26.03,7.26,57.6,47.91,16.52,85.15
Latvia,2011,25.52,7.85,55.81,47.97,17.35,84.34
Latvia,2012,25.14,8.09,54.22,48.22,18.3,83.7
Latvia,2013,25.13,8.08,53.67,49.44,19.71,84.62
Latvia,2014,23.78,7.26,51.76,47.45,17.23,83.14
Latvia,2015,22.28,8.57,45.62,45.06,20.28,74.25
Latvia,2016,23.03,7.25,49.58,47.77,18.59,82.11
Latvia,2017,24.34,7.99,52.1,50.92,19.91,87.38
Latvia,2018,22.9,8.72,46.46,48.31,22.41,78.67
Latvia,2019,22.24,7.48,46.77,47.76,19.59,80.64
Latvia,2020,23.3,8.55,47.76,49.62,21.32,82.57
Lebanon,2019,12.78,8.25,18.01,11.68,7.75,15.57
Lithuania,1981,25.93,5.57,56.88,30.62,7.81,56.27
Lithuania,1982,25.93,5.92,56.28,30.89,8.2,56.43
Lithuania,1985,27.38,6.53,59.13,32.95,9.23,59.58
Lithuania,1986,27.71,5.89,60.71,33.39,8.51,61.27
Lithuania,1987,28.23,5.66,62.8,34.59,8.28,64.02
Lithuania,1988,29.29,6.16,64.55,35.98,8.93,66.14
Lithuania,1989,29.62,6.39,65.02,36.83,9.58,67.17
Lithuania,1990,30.55,6.89,66.63,38.29,10.42,69.34
Lithuania,1991,31.98,6.73,70.43,41.01,10.35,75.18
Lithuania,1992,30.51,5.66,68.46,39.08,8.77,72.88
Lithuania,1993,31.25,7.03,67.98,40.46,10.65,73.75
Lithuania,1994,31.07,5.77,69.67,41.18,9.27,76.91
Lithuania,1995,31.03,6.39,68.85,41.42,10.16,76.52
Lithuania,1996,29.57,6.01,65.8,40.18,9.85,74.33
Lithuania,1997,28.61,6.24,63.25,39.72,10.6,72.61
Lithuania,1998,28.89,5.24,66.0,40.97,8.91,77.26
Lithuania,1999,29.1,6.53,64.56,41.6,11.05,76.26
Lithuania,2000,26.96,5.89,59.91,39.29,10.58,71.93
Lithuania,2001,28.23,6.75,61.65,41.75,12.23,75.39
Lithuania,2002,27.0,5.56,60.63,41.07,10.19,76.34
Lithuania,2003,27.38,6.88,59.4,42.46,13.0,76.17
Lithuania,2004,26.12,6.48,56.84,41.19,11.97,74.69
Lithuania,2005,25.34,6.47,55.13,41.41,12.6,74.55
Lithuania,2006,27.28,6.75,59.25,45.17,14.15,80.98
Lithuania,2007,26.61,5.99,58.94,44.87,12.69,82.16
Lithuania,2008,25.36,6.47,55.42,43.27,13.27,78.09
Lithuania,2009,25.38,6.88,54.93,43.69,13.7,78.6
Lithuania,2010,23.83,5.44,53.18,42.04,11.21,78.04
Lithuania,2011,24.92,5.7,55.5,45.9,13.54,83.78
Lithuania,2012,24.44,7.21,51.95,45.42,16.01,79.86
Lithuania,2013,23.74,7.19,49.99,44.26,15.67,77.73
Lithuania,2014,23.97,7.13,50.49,45.63,16.57,79.64
Lithuania,2015,23.83,6.57,51.2,46.27,15.7,82.07
Lithuania,2016,22.64,6.99,47.66,45.08,16.93,78.05
Lithuania,2017,21.51,7.48,44.18,43.52,17.65,73.73
Lithuania,2018,20.84,6.99,42.81,42.83,17.87,71.81
Lithuania,2019,21.81,7.53,44.87,45.81,18.61,77.08
Lithuania,2020,20.57,7.33,42.2,43.97,18.78,72.58
Luxembourg,1967,33.82,5.34,68.05,48.03,7.61,90.02
Luxembourg,1968,33.88,3.62,70.32,48.14,5.83,92.12
Luxembourg,1969,29.64,4.15,61.2,43.13,6.38,81.23
Luxembourg,1970,36.7,3.84,77.05,52.38,5.77,100.84
Luxembourg,1971,35.43,4.24,74.35,50.71,6.27,96.58
Luxembourg,1972,35.33,8.61,68.61,49.68,12.45,88.05
Luxembourg,1973,34.65,4.21,74.46,50.18,6.16,95.29
Luxembourg,1974,28.5,4.14,59.69,41.13,7.21,75.62
Luxembourg,1975,35.92,6.34,73.26,49.65,9.91,89.99
Luxembourg,1976,36.65,6.45,76.11,51.52,10.96,92.95
Luxembourg,1977,37.33,5.25,80.35,54.45,8.18,101.96
Luxembourg,1978,35.56,6.39,74.18,52.13,10.97,95.13
Luxembourg,1979,36.06,8.05,74.67,52.72,12.97,94.24
Luxembourg,1980,38.2,9.03,77.25,54.44,13.47,97.14
Luxembourg,1981,37.47,5.94,80.67,54.85,10.18,101.74
Luxembourg,1982,37.22,4.28,82.3,52.78,6.93,101.07
Luxembourg,1983,37.38,7.4,80.29,55.81,11.72,102.36
Luxembourg,1984,38.55,11.5,76.48,58.23,18.62,100.11
Luxembourg,1985,37.93,11.05,76.79,57.36,18.61,98.31
Luxembourg,1986,38.74,6.72,83.05,57.19,10.6,106.44
Luxembourg,1987,38.13,9.44,77.09,55.32,15.76,97.06
Luxembourg,1988,39.34,8.52,82.43,59.11,14.61,105.93
Luxembourg,1989,35.86,10.74,71.0,52.98,18.12,89.53
Luxembourg,1990,33.86,9.47,69.33,50.55,15.9,86.72
Luxembourg,1991,32.2,10.06,63.71,47.53,15.71,80.61
Luxembourg,1992,35.47,10.53,70.67,52.48,17.52,88.74
Luxembourg,1993,34.18,9.06,69.36,51.75,15.79,89.0
Luxembourg,1994,31.71,12.41,58.72,47.05,20.44,74.63
Luxembourg,1995,34.45,10.62,67.98,51.99,18.7,86.52
Luxembourg,1996,32.46,10.83,62.72,48.36,17.49,80.39
Luxembourg,1997,34.14,15.7,60.61,50.83,23.81,78.82
Luxembourg,1998,32.54,12.66,59.56,49.01,20.76,78.2
Luxembourg,1999,30.37,14.38,53.35,45.78,22.78,69.5
Luxembourg,2000,29.9,12.09,54.82,45.35,18.87,72.62
Luxembourg,2001,27.2,11.96,46.98,40.52,19.19,62.48
Luxembourg,2002,26.79,9.03,50.36,40.79,14.58,67.75
Luxembourg,2003,31.94,16.52,52.65,48.49,26.66,70.9
Luxembourg,2004,26.59,11.43,46.86,40.38,18.56,62.71
Luxembourg,2005,26.99,14.22,43.34,42.14,24.68,59.96
Luxembourg,2006,26.19,11.88,44.74,41.26,20.11,62.83
Luxembourg,2007,31.86,20.33,47.69,49.58,32.19,67.31
Luxembourg,2008,20.81,10.96,33.03,32.33,18.67,46.24
Luxembourg,2009,28.8,15.27,45.11,45.4,27.13,63.93
Luxembourg,2010,24.64,13.03,39.72,39.25,21.57,57.14
Luxembourg,2011,24.43,14.67,37.74,39.93,24.99,54.99
Luxembourg,2012,27.02,18.04,38.23,43.69,31.22,56.2
Luxembourg,2013,21.73,13.39,33.02,36.07,21.72,50.41
Luxembourg,2014,27.44,16.54,40.47,45.48,29.52,61.39
Luxembourg,2015,23.24,14.59,33.41,39.33,27.81,50.77
Luxembourg,2016,25.4,14.24,38.14,40.79,23.75,57.7
Luxembourg,2017,23.0,18.41,28.7,38.07,31.68,44.39
Luxembourg,2018,14.3,10.19,23.37,36.35,27.46,45.15
Luxembourg,2019,19.13,13.78,25.26,33.23,26.61,39.76
Maldives,2000,0.0,0.0,0.0,0.0,0.0,0.0
Maldives,2001,0.0,0.0,0.0,0.0,0.0,0.0
Maldives,2002,0.0,0.0,0.0,0.0,0.0,0.0
Maldives,2003,0.0,0.0,0.0,0.0,0.0,0.0
Maldives,2004,1.78,0.83,2.61,1.29,0.67,1.86
Maldives,2005,3.11,4.0,2.47,1.56,1.97,1.2
Maldives,2007,3.36,2.3,4.08,1.79,1.26,2.26
Maldives,2008,4.18,1.34,6.67,2.33,0.62,3.84
Maldives,2010,4.14,1.15,6.71,2.19,0.6,3.52
Maldives,2011,8.37,2.84,13.2,4.21,1.17,6.66
Maldives,2012,6.62,5.6,7.35,3.27,2.88,3.58
Maldives,2013,7.59,3.78,10.89,3.85,2.26,5.03
Maldives,2014,3.95,0.82,6.32,2.3,0.55,3.53
Maldives,2015,3.5,0.98,5.78,1.76,0.54,2.58
Maldives,2016,2.48,2.82,2.13,1.26,1.61,1.04
Maldives,2017,1.82,0.74,2.73,1.01,0.53,1.3
Maldives,2018,7.35,3.75,10.7,4.07,2.6,4.95
Maldives,2019,9.61,6.8,12.23,5.09,4.1,5.65
Malta,1965,19.69,2.6,39.84,19.12,2.4,37.4
Malta,1967,15.41,2.71,29.8,15.69,3.02,29.41
Malta,1968,19.06,3.04,37.28,20.04,3.62,37.79
Malta,1969,22.8,4.97,43.6,23.24,5.36,42.61
Malta,1970,17.78,1.93,36.24,18.43,2.36,35.92
Malta,1971,22.8,3.56,45.56,23.66,4.11,45.1
Malta,1972,12.4,0.53,26.9,13.46,0.6,27.49
Malta,1973,16.94,1.06,37.03,16.43,1.29,32.89
Malta,1974,18.14,2.8,37.13,19.13,3.22,36.41
Malta,1975,25.68,1.34,54.63,26.06,1.28,52.92
Malta,1976,24.71,5.82,48.58,24.43,5.09,45.27
Malta,1977,19.58,4.07,39.09,19.42,4.39,35.48
Malta,1978,23.53,2.14,50.15,24.08,2.49,47.05
Malta,1979,25.28,4.78,50.64,24.1,4.32,45.07
Malta,1980,25.31,4.97,51.21,25.16,5.51,45.9
Malta,1981,28.56,6.65,57.69,28.12,7.92,49.39
Malta,1982,24.96,6.17,48.61,26.06,7.74,45.51
Malta,1983,27.07,7.82,52.77,28.86,8.27,50.66
Malta,1984,25.17,5.75,50.49,27.11,7.04,48.3
Malta,1985,27.39,2.96,58.6,29.28,3.49,56.48
Malta,1986,27.18,5.69,53.89,31.17,6.89,56.15
Malta,1987,25.2,2.34,54.17,28.74,2.86,55.36
Malta,1988,21.08,5.49,40.04,24.18,6.81,42.03
Malta,1989,26.09,4.81,52.91,30.23,5.63,55.49
Malta,1990,22.95,3.57,47.87,27.96,5.02,51.49
Malta,1991,23.1,2.72,48.53,27.4,3.31,52.07
Malta,1992,25.86,5.56,51.85,31.28,7.66,55.43
Malta,1993,25.91,6.5,50.72,30.98,8.68,53.8
Malta,1994,25.04,6.84,47.65,30.99,9.68,52.75
Malta,1995,24.8,3.15,53.01,31.28,4.81,58.28
Malta,1996,29.48,7.51,57.95,38.61,10.63,67.1
Malta,1997,22.76,4.87,46.56,30.92,6.87,55.38
Malta,1998,21.0,7.08,38.42,27.55,9.98,45.41
Malta,1999,22.27,5.4,44.49,30.58,7.85,53.69
Malta,2000,22.51,9.05,40.08,31.36,13.87,49.18
Malta,2001,24.08,6.66,46.4,34.6,10.58,59.12
Malta,2002,23.34,4.74,47.06,34.09,6.5,62.21
Malta,2003,21.58,6.23,41.89,31.86,9.94,54.19
Malta,2004,19.87,4.67,39.46,30.65,7.9,53.81
Malta,2005,18.85,5.02,37.12,30.21,8.35,52.44
Malta,2006,20.31,5.38,39.78,33.06,8.33,58.15
Malta,2007,18.28,6.65,33.62,30.98,11.24,50.95
Malta,2008,21.1,5.52,40.95,36.39,10.21,62.84
Malta,2009,20.7,7.24,38.73,36.85,13.04,60.85
Malta,2010,21.46,9.61,36.04,38.35,17.77,59.13
Malta,2011,20.41,8.69,35.88,37.71,14.82,60.85
Malta,2012,22.14,8.96,39.54,43.62,18.51,68.96
Malta,2013,18.29,8.71,30.82,36.37,17.43,55.4
Malta,2014,19.92,6.06,37.2,39.77,13.1,66.48
Malta,2015,21.65,9.21,36.99,43.76,19.0,68.46
Malta,2016,20.35,11.17,31.9,40.4,22.97,57.63
Malta,2017,19.38,10.54,30.26,38.67,21.13,55.89
Martinique,1970,7.46,3.91,12.3,5.23,2.41,8.16
Martinique,1971,4.48,2.81,6.99,3.06,1.8,4.38
Martinique,1974,4.73,1.41,8.84,3.96,1.18,6.91
Martinique,1975,9.23,1.99,17.97,7.32,1.77,13.22
Martinique,1981,9.19,2.48,16.98,7.95,2.37,13.88
Martinique,1982,4.66,2.66,6.98,4.25,2.94,5.64
Martinique,1985,8.6,6.37,10.93,7.62,5.91,9.45
Martinique,2000,7.97,3.98,13.04,10.34,5.85,15.4
Martinique,2001,7.04,3.83,11.11,9.23,5.31,13.68
Martinique,2002,6.87,2.11,12.88,9.43,3.35,16.33
Martinique,2003,8.97,4.5,14.38,11.91,6.66,17.89
Martinique,2004,7.77,4.41,11.96,10.86,6.63,15.68
Martinique,2005,7.81,4.31,12.39,11.33,6.6,16.74
Martinique,2006,11.75,6.55,18.07,17.59,10.81,25.39
Martinique,2007,9.29,6.85,12.21,15.32,13.13,17.86
Martinique,2008,8.41,7.56,9.51,13.08,12.18,14.12
Martinique,2009,8.95,6.64,11.87,15.38,12.19,19.09
Martinique,2010,10.41,7.88,13.56,18.24,14.59,22.5
Martinique,2011,8.11,4.82,12.41,14.86,9.5,21.14
Martinique,2013,9.64,7.06,12.9,18.46,14.51,23.06
Martinique,2014,6.81,5.01,9.15,14.69,11.72,18.15
Martinique,2015,8.59,5.15,13.07,17.7,11.31,25.12
Martinique,2016,8.33,4.57,12.93,18.05,11.85,25.25
Mauritius,1961,5.74,1.68,9.77,3.2,0.92,5.43
Mauritius,1962,4.54,1.22,8.67,2.35,0.59,4.09
Mauritius,1963,3.97,1.48,6.62,2.28,0.86,3.69
Mauritius,1964,4.9,1.8,8.55,2.77,1.11,4.41
Mauritius,1965,1.73,0.47,3.23,0.94,0.27,1.61
Mauritius,1966,5.85,3.08,8.92,2.5,1.06,3.94
Mauritius,1967,4.96,2.3,8.36,2.71,1.3,4.12
Mauritius,1968,7.26,2.18,13.29,3.94,1.27,6.58
Mauritius,1969,6.19,0.91,12.73,3.26,0.5,5.99
Mauritius,1970,8.28,4.24,12.51,4.44,1.98,6.88
Mauritius,1971,6.11,3.43,9.41,3.4,1.95,4.84
Mauritius,1972,8.65,2.6,16.43,4.6,1.45,7.74
Mauritius,1973,10.34,2.96,21.7,5.03,1.44,8.62
Mauritius,1974,6.0,3.86,7.61,3.31,2.13,4.49
Mauritius,1975,7.52,3.06,13.88,4.2,1.87,6.55
Mauritius,1976,8.14,2.45,15.87,4.72,1.61,7.85
Mauritius,1977,7.12,4.73,10.14,3.86,2.71,5.01
Mauritius,1978,7.87,3.4,15.19,4.35,2.22,6.51
Mauritius,1979,12.64,6.22,22.48,6.91,3.68,10.24
Mauritius,1980,9.97,2.2,24.63,5.29,1.48,9.23
Mauritius,1981,14.42,5.05,36.5,7.88,3.13,12.83
Mauritius,1982,10.49,3.9,23.84,6.42,2.68,10.32
Mauritius,1983,9.54,3.61,17.63,5.78,2.47,9.12
Mauritius,1984,12.6,4.81,22.51,7.88,3.27,12.49
Mauritius,1985,13.01,4.8,23.98,8.12,3.26,12.96
Mauritius,1986,11.53,4.46,20.82,7.45,3.22,11.65
Mauritius,1987,9.95,4.83,16.49,6.58,3.58,9.58
Mauritius,1988,14.65,7.09,24.22,9.74,5.1,14.41
Mauritius,1989,12.91,5.77,21.92,8.47,4.26,12.73
Mauritius,1990,11.1,4.97,19.13,7.52,3.65,11.43
Mauritius,1991,12.46,5.52,22.06,8.79,4.44,13.15
Mauritius,1992,11.1,3.76,20.37,8.19,3.05,13.31
Mauritius,1993,10.15,4.13,17.85,7.15,3.21,11.08
Mauritius,1994,10.25,5.02,17.28,7.61,4.27,10.93
Mauritius,1995,11.67,4.89,20.28,8.55,4.05,13.05
Mauritius,1996,10.96,3.98,19.61,8.01,3.28,12.73
Mauritius,1997,8.52,3.72,14.66,6.65,3.24,10.06
Mauritius,1998,11.55,5.61,19.35,8.71,4.8,12.63
Mauritius,1999,10.23,5.43,16.72,7.73,4.56,10.89
Mauritius,2000,8.84,4.38,14.88,7.12,3.96,10.34
Mauritius,2001,12.89,4.97,23.56,10.31,4.43,16.3
Mauritius,2002,11.1,5.8,18.54,9.28,5.4,13.25
Mauritius,2003,13.09,6.48,22.44,11.13,6.17,16.18
Mauritius,2004,11.85,5.76,19.95,10.19,5.62,14.87
Mauritius,2005,10.37,6.31,15.86,9.04,6.07,12.07
Mauritius,2006,11.32,5.54,19.94,10.04,5.69,14.48
Mauritius,2007,10.27,5.19,17.45,9.32,5.33,13.4
Mauritius,2008,12.73,5.61,22.89,11.62,5.94,17.43
Mauritius,2009,11.58,6.08,19.42,11.58,6.69,16.54
Mauritius,2010,10.71,5.47,18.06,10.46,6.03,15.01
Mauritius,2011,10.25,4.98,17.55,10.34,5.53,15.29
Mauritius,2012,10.92,5.46,18.52,11.17,6.45,16.05
Mauritius,2013,11.27,5.17,19.17,13.06,6.83,19.42
Mauritius,2014,10.89,4.45,19.43,12.88,5.85,20.05
Mauritius,2015,10.89,6.39,16.57,13.44,8.92,18.04
Mauritius,2016,10.0,3.66,18.4,12.69,5.19,20.35
Mauritius,2017,9.18,5.09,14.62,11.87,6.97,16.87
Mauritius,2018,8.69,5.67,12.5,11.62,8.45,14.86
Mauritius,2019,10.18,5.52,16.01,14.06,8.29,19.96
Mauritius,2020,8.18,4.67,12.46,11.69,7.35,16.13
Mayotte,2012,6.93,4.24,9.59,3.17,1.77,4.62
Mayotte,2013,2.74,4.0,1.44,1.32,1.73,0.9
Mayotte,2014,5.16,1.56,9.06,2.57,0.84,4.36
Mayotte,2015,6.5,5.03,7.98,3.33,2.46,4.24
Mayotte,2016,6.28,1.62,11.39,3.25,0.8,5.78
Mexico,1955,3.34,2.64,4.11,1.67,1.41,1.93
Mexico,1956,3.82,2.94,4.77,1.88,1.53,2.24
Mexico,1957,4.16,3.31,5.11,1.97,1.64,2.31
Mexico,1958,4.74,3.34,6.22,2.38,1.74,3.02
Mexico,1959,5.1,4.02,6.23,2.48,2.01,2.96
Mexico,1960,5.12,3.7,6.68,2.48,1.85,3.1
Mexico,1961,5.04,3.85,6.35,2.43,1.93,2.94
Mexico,1962,4.71,3.51,6.02,2.26,1.74,2.79
Mexico,1963,4.96,3.75,6.28,2.43,1.9,2.97
Mexico,1964,5.14,3.7,6.73,2.48,1.85,3.12
Mexico,1965,5.57,3.86,7.46,2.7,1.95,3.45
Mexico,1966,5.66,4.19,7.31,2.81,2.2,3.42
