Entity,Year,"Child mortality 1950-2017 (IHME, 2018)"
Papua New Guinea,2000,73.52
Papua New Guinea,2005,74.47
Papua New Guinea,2010,69.1
Papua New Guinea,2017,57.46
Paraguay,1950,140.92
Paraguay,1955,112.67
Paraguay,1960,102.09
Paraguay,1965,93.91
Paraguay,1970,84.64
Paraguay,1975,74.2
Paraguay,1980,61.03
Paraguay,1985,49.38
Paraguay,1990,38.84
Paraguay,1995,35.36
Paraguay,2000,31.72
Paraguay,2005,28.44
Paraguay,2010,23.34
Paraguay,2017,15.52
Peru,1950,367.92
Peru,1955,312.86
Peru,1960,282.98
Peru,1965,228.15
Peru,1970,209.3
Peru,1975,163.39
Peru,1980,138.99
Peru,1985,114.82
Peru,1990,81.88
Peru,1995,59.88
Peru,2000,41.5
Peru,2005,31.83
Peru,2010,24.33
Peru,2017,17.16
Philippines,1950,200.24
Philippines,1955,170.23
Philippines,1960,144.07
Philippines,1965,123.99
Philippines,1970,108.22
Philippines,1975,96.19
Philippines,1980,87.03
Philippines,1985,77.31
Philippines,1990,61.54
Philippines,1995,48.81
Philippines,2000,42.8
Philippines,2005,38.63
Philippines,2010,34.73
Philippines,2017,29.4
Poland,1950,137.29
Poland,1955,102.74
Poland,1960,67.16
Poland,1965,51.69
Poland,1970,42.56
Poland,1975,31.79
Poland,1980,27.33
Poland,1985,23.08
Poland,1990,20.24
Poland,1995,16.09
Poland,2000,10.19
Poland,2005,8.21
Poland,2010,6.24
Poland,2017,4.81
Portugal,1950,146.75
Portugal,1955,136.35
Portugal,1960,110.36
Portugal,1965,92.91
Portugal,1970,76.9
Portugal,1975,45.68
Portugal,1980,32.13
Portugal,1985,23.44
Portugal,1990,15.8
Portugal,1995,10.62
Portugal,2000,8.13
Portugal,2005,5.37
Portugal,2010,4.02
Portugal,2017,3.94
Puerto Rico,1950,115.22
Puerto Rico,1955,78.54
Puerto Rico,1960,60.56
Puerto Rico,1965,55.98
Puerto Rico,1970,35.78
Puerto Rico,1975,26.27
Puerto Rico,1980,23.66
Puerto Rico,1985,18.88
Puerto Rico,1990,17.05
Puerto Rico,1995,15.04
Puerto Rico,2000,12.07
Puerto Rico,2005,10.86
Puerto Rico,2010,9.56
Puerto Rico,2017,10.68
Qatar,1950,121.43
Qatar,1955,111.77
Qatar,1960,100.08
Qatar,1965,89.07
Qatar,1970,70.65
Qatar,1975,52.46
Qatar,1980,34.59
Qatar,1985,26.75
Qatar,1990,22.21
Qatar,1995,18.87
Qatar,2000,15.35
Qatar,2005,12.36
Qatar,2010,10.3
Qatar,2017,7.95
Romania,1950,118.84
Romania,1955,105.31
Romania,1960,93.08
Romania,1965,56.96
Romania,1970,59.15
Romania,1975,45.26
Romania,1980,37.99
Romania,1985,36.13
Romania,1990,35.83
Romania,1995,27.88
Romania,2000,24.71
Romania,2005,19.96
Romania,2010,12.69
Romania,2017,9.63
Russia,1950,69.1
Russia,1955,64.13
Russia,1960,51.12
Russia,1965,35.59
Russia,1970,32.79
Russia,1975,33.19
Russia,1980,31.6
Russia,1985,29.07
Russia,1990,23.32
Russia,1995,24.61
Russia,2000,22.17
Russia,2005,16.14
Russia,2010,11.15
Russia,2017,8.36
Rwanda,1950,306.01
Rwanda,1955,287.05
Rwanda,1960,268.68
Rwanda,1965,269
Rwanda,1970,270
Rwanda,1975,257.2
Rwanda,1980,222.17
Rwanda,1985,185.84
Rwanda,1990,179.62
Rwanda,1995,191.89
Rwanda,2000,166.04
Rwanda,2005,113.09
Rwanda,2010,74.41
Rwanda,2017,50.68
Saint Lucia,1950,209.03
Saint Lucia,1955,174.3
Saint Lucia,1960,151.21
Saint Lucia,1965,110.06
Saint Lucia,1970,79.85
Saint Lucia,1975,58.46
Saint Lucia,1980,41.08
Saint Lucia,1985,31.3
Saint Lucia,1990,25.46
Saint Lucia,1995,22.16
Saint Lucia,2000,20.03
Saint Lucia,2005,20.39
Saint Lucia,2010,18.23
Saint Lucia,2017,15.08
Saint Vincent and the Grenadines,1950,190.33
Saint Vincent and the Grenadines,1955,175.88
Saint Vincent and the Grenadines,1960,146.36
Saint Vincent and the Grenadines,1965,116.96
Saint Vincent and the Grenadines,1970,94.99
Saint Vincent and the Grenadines,1975,75.83
Saint Vincent and the Grenadines,1980,56.48
Saint Vincent and the Grenadines,1985,39.07
Saint Vincent and the Grenadines,1990,32.71
Saint Vincent and the Grenadines,1995,29.32
Saint Vincent and the Grenadines,2000,27.06
Saint Vincent and the Grenadines,2005,24.88
Saint Vincent and the Grenadines,2010,22.65
Saint Vincent and the Grenadines,2017,18.93
Samoa,1950,118.07
Samoa,1955,97.82
Samoa,1960,79.3
Samoa,1965,70.1
Samoa,1970,59
Samoa,1975,45.92
Samoa,1980,33.06
Samoa,1985,27.69
Samoa,1990,24.14
Samoa,1995,21.01
Samoa,2000,18.81
Samoa,2005,18.06
Samoa,2010,17.43
Samoa,2017,15.71
Sao Tome and Principe,1950,320.27
Sao Tome and Principe,1955,310.61
Sao Tome and Principe,1960,260.03
Sao Tome and Principe,1965,175.92
Sao Tome and Principe,1970,147.73
Sao Tome and Principe,1975,118.32
Sao Tome and Principe,1980,118.74
Sao Tome and Principe,1985,129.43
Sao Tome and Principe,1990,108.44
Sao Tome and Principe,1995,96.83
Sao Tome and Principe,2000,80.17
Sao Tome and Principe,2005,65.39
Sao Tome and Principe,2010,45.68
Sao Tome and Principe,2017,34.06
Saudi Arabia,1950,222.36
Saudi Arabia,1955,205.49
Saudi Arabia,1960,188.12
Saudi Arabia,1965,163.53
Saudi Arabia,1970,137.07
Saudi Arabia,1975,101.72
Saudi Arabia,1980,78.63
Saudi Arabia,1985,61.08
Saudi Arabia,1990,48.45
Saudi Arabia,1995,36.61
Saudi Arabia,2000,27.78
Saudi Arabia,2005,19.89
Saudi Arabia,2010,13.55
Saudi Arabia,2017,8.23
Senegal,1950,332.03
Senegal,1955,308.78
Senegal,1960,293.37
Senegal,1965,286.91
Senegal,1970,275.5
Senegal,1975,246.99
Senegal,1980,211.19
Senegal,1985,180.95
Senegal,1990,148.45
Senegal,1995,141
Senegal,2000,126.17
Senegal,2005,97.97
Senegal,2010,73.48
Senegal,2017,53.14
Serbia,1950,192.01
Serbia,1955,155.93
Serbia,1960,113.32
Serbia,1965,91.98
Serbia,1970,74.13
Serbia,1975,57.61
Serbia,1980,45.16
Serbia,1985,46.58
Serbia,1990,32.66
Serbia,1995,25.61
Serbia,2000,18.67
Serbia,2005,15.01
Serbia,2010,7.58
Serbia,2017,5.61
Seychelles,1950,118.2
Seychelles,1955,106.87
Seychelles,1960,103.02
Seychelles,1965,98.08
Seychelles,1970,79.77
Seychelles,1975,58.7
Seychelles,1980,40.3
Seychelles,1985,28.52
Seychelles,1990,21.4
Seychelles,1995,16.07
Seychelles,2000,14.84
Seychelles,2005,15.14
Seychelles,2010,15.06
Seychelles,2017,13.48
Sierra Leone,1950,381.26
Sierra Leone,1955,364.98
Sierra Leone,1960,348.84
Sierra Leone,1965,329.07
Sierra Leone,1970,310.14
Sierra Leone,1975,290.34
Sierra Leone,1980,280.28
Sierra Leone,1985,270.27
Sierra Leone,1990,252.93
Sierra Leone,1995,237.98
Sierra Leone,2000,223.98
Sierra Leone,2005,195.47
Sierra Leone,2010,160.99
Sierra Leone,2017,117.82
Singapore,1950,123.99
Singapore,1955,74.79
Singapore,1960,51.67
Singapore,1965,38.98
Singapore,1970,30.07
Singapore,1975,19.96
Singapore,1980,16.56
Singapore,1985,12.31
Singapore,1990,8.63
Singapore,1995,5.86
Singapore,2000,3.62
Singapore,2005,3.19
Singapore,2010,2.67
Singapore,2017,2.12
Slovakia,1950,136.3
Slovakia,1955,58.33
Slovakia,1960,38.58
Slovakia,1965,37.95
Slovakia,1970,34.54
Slovakia,1975,31.27
Slovakia,1980,26.46
Slovakia,1985,20.93
Slovakia,1990,15.92
Slovakia,1995,13.58
Slovakia,2000,10.67
Slovakia,2005,9.47
Slovakia,2010,7.5
Slovakia,2017,6.52
Slovenia,1950,122.43
Slovenia,1955,97.16
Slovenia,1960,70.52
Slovenia,1965,52.88
Slovenia,1970,37.96
Slovenia,1975,27.85
Slovenia,1980,19.43
Slovenia,1985,16.22
Slovenia,1990,11.01
Slovenia,1995,7.79
Slovenia,2000,6.05
Slovenia,2005,4.93
Slovenia,2010,3.49
Slovenia,2017,2.32
Solomon Islands,1950,242.44
Solomon Islands,1955,218.96
Solomon Islands,1960,186.21
Solomon Islands,1965,151.33
Solomon Islands,1970,121.32
Solomon Islands,1975,99.61
Solomon Islands,1980,69.86
Solomon Islands,1985,57.79
Solomon Islands,1990,52.21
Solomon Islands,1995,45.11
Solomon Islands,2000,41.63
Solomon Islands,2005,40.48
Solomon Islands,2010,36.18
Solomon Islands,2017,28.83
Somalia,1950,267.19
Somalia,1955,255.95
Somalia,1960,244.87
Somalia,1965,238.38
Somalia,1970,235.44
Somalia,1975,249.73
Somalia,1980,221.43
Somalia,1985,218.85
Somalia,1990,199.75
Somalia,1995,187.88
Somalia,2000,167.98
Somalia,2005,145.02
Somalia,2010,145.13
Somalia,2017,110.4
South Africa,1950,165.15
South Africa,1955,162.26
South Africa,1960,154.05
South Africa,1965,144.21
South Africa,1970,134.04
South Africa,1975,124.61
South Africa,1980,116.39
South Africa,1985,102.63
South Africa,1990,84.09
South Africa,1995,75.11
South Africa,2000,81.9
South Africa,2005,82.22
South Africa,2010,58.07
South Africa,2017,35.87
South Asia,1950,288.42
South Asia,1955,256.66
South Asia,1960,253.21
South Asia,1965,248.35
South Asia,1970,209.28
South Asia,1975,187.02
South Asia,1980,158.87
South Asia,1985,134.97
South Asia,1990,112.8
South Asia,1995,95.54
South Asia,2000,82.13
South Asia,2005,70.43
South Asia,2010,58.77
South Asia,2017,43.08
South Korea,1950,189.02
South Korea,1955,129.35
South Korea,1960,96.3
South Korea,1965,76.04
South Korea,1970,55.68
South Korea,1975,35.24
South Korea,1980,20.24
South Korea,1985,14.01
South Korea,1990,9.24
South Korea,1995,6.94
South Korea,2000,6.97
South Korea,2005,5.81
South Korea,2010,4.39
South Korea,2017,3.54
South Sudan,1950,271.96
South Sudan,1955,264.26
South Sudan,1960,258.1
South Sudan,1965,252.29
South Sudan,1970,245.38
South Sudan,1975,237.38
South Sudan,1980,231.92
South Sudan,1985,227.04
South Sudan,1990,210.22
South Sudan,1995,180.9
South Sudan,2000,152.77
South Sudan,2005,133.16
South Sudan,2010,124.07
South Sudan,2017,111.26
Southeast Asia,1950,273.99
Southeast Asia,1955,244.51
Southeast Asia,1960,213.52
Southeast Asia,1965,186.34
Southeast Asia,1970,161.57
Southeast Asia,1975,138.75
Southeast Asia,1980,115.96
Southeast Asia,1985,98.01
Southeast Asia,1990,80.1
Southeast Asia,1995,65.05
Southeast Asia,2000,53.94
Southeast Asia,2005,44.31
Southeast Asia,2010,35.79
Southeast Asia,2017,26.89
Southern Latin America,1950,119.55
Southern Latin America,1955,105.44
Southern Latin America,1960,110.8
Southern Latin America,1965,91.93
Southern Latin America,1970,81.3
Southern Latin America,1975,61.65
Southern Latin America,1980,42.64
Southern Latin America,1985,31.71
Southern Latin America,1990,28.79
Southern Latin America,1995,23.91
Southern Latin America,2000,18.98
Southern Latin America,2005,15.56
Southern Latin America,2010,14
Southern Latin America,2017,11
Southern Sub-Saharan Africa,1950,162.14
Southern Sub-Saharan Africa,1955,157.87
Southern Sub-Saharan Africa,1960,149.78
Southern Sub-Saharan Africa,1965,139.97
Southern Sub-Saharan Africa,1970,129.35
Southern Sub-Saharan Africa,1975,119.49
Southern Sub-Saharan Africa,1980,111.22
Southern Sub-Saharan Africa,1985,95.97
Southern Sub-Saharan Africa,1990,81.27
Southern Sub-Saharan Africa,1995,76.84
Southern Sub-Saharan Africa,2000,82.77
Southern Sub-Saharan Africa,2005,84.77
Southern Sub-Saharan Africa,2010,65.8
Southern Sub-Saharan Africa,2017,43.87
Spain,1950,101.13
Spain,1955,77.22
Spain,1960,56.53
Spain,1965,46.14
Spain,1970,35.06
Spain,1975,23.96
Spain,1980,16.05
Spain,1985,11.82
Spain,1990,10.16
Spain,1995,7.49
Spain,2000,5.92
Spain,2005,5.14
Spain,2010,4.17
Spain,2017,3.47
Sri Lanka,1950,157.56
Sri Lanka,1955,131.54
Sri Lanka,1960,97.35
Sri Lanka,1965,82.07
Sri Lanka,1970,69.35
Sri Lanka,1975,67.82
Sri Lanka,1980,49.24
Sri Lanka,1985,35.45
Sri Lanka,1990,30.05
Sri Lanka,1995,21.46
Sri Lanka,2000,17.45
Sri Lanka,2005,19.77
Sri Lanka,2010,13.25
Sri Lanka,2017,9.29
Sub-Saharan Africa,1950,311.48
Sub-Saharan Africa,1955,294.25
Sub-Saharan Africa,1960,277.42
Sub-Saharan Africa,1965,259.68
Sub-Saharan Africa,1970,245.74
Sub-Saharan Africa,1975,227.66
Sub-Saharan Africa,1980,209.15
Sub-Saharan Africa,1985,194.8
Sub-Saharan Africa,1990,182.26
Sub-Saharan Africa,1995,171.24
Sub-Saharan Africa,2000,155.49
Sub-Saharan Africa,2005,132.42
Sub-Saharan Africa,2010,110.05
Sub-Saharan Africa,2017,84.07
Sudan,1950,249.9
Sudan,1955,242.58
Sudan,1960,228.37
Sudan,1965,223.96
Sudan,1970,215.68
Sudan,1975,207.12
Sudan,1980,189.58
Sudan,1985,219.42
Sudan,1990,147.34
Sudan,1995,125.39
Sudan,2000,104.49
Sudan,2005,86.37
Sudan,2010,72.21
Sudan,2017,52.66
Suriname,1950,119.09
Suriname,1955,108.55
Suriname,1960,101.33
Suriname,1965,92.09
Suriname,1970,83.01
Suriname,1975,78.64
Suriname,1980,69.94
Suriname,1985,61.07
Suriname,1990,55.32
Suriname,1995,50.33
Suriname,2000,46.81
Suriname,2005,43.09
Suriname,2010,37.48
Suriname,2017,31.56
Swaziland,1950,271.24
Swaziland,1955,252.33
Swaziland,1960,236.11
Swaziland,1965,202.54
Swaziland,1970,171.52
Swaziland,1975,144.22
Swaziland,1980,121.96
Swaziland,1985,99.43
Swaziland,1990,77.41
Swaziland,1995,80.1
Swaziland,2000,100.58
Swaziland,2005,108.47
Swaziland,2010,91.46
Swaziland,2017,49.92
Sweden,1950,28.54
Sweden,1955,24.11
Sweden,1960,22.35
Sweden,1965,17.91
Sweden,1970,14.72
Sweden,1975,11.33
Sweden,1980,8.89
Sweden,1985,7.98
Sweden,1990,7.67
Sweden,1995,5.04
Sweden,2000,4.36
Sweden,2005,3.65
Sweden,2010,3.36
Sweden,2017,3.03
Switzerland,1950,42.58
Switzerland,1955,36.84
Switzerland,1960,29.81
Switzerland,1965,24.84
Switzerland,1970,20.81
Switzerland,1975,15.37
Switzerland,1980,12.07
Switzerland,1985,9.86
Switzerland,1990,9.43
Switzerland,1995,6.87
Switzerland,2000,6.47
Switzerland,2005,5.49
Switzerland,2010,4.71
Switzerland,2017,4.04
Syria,1950,203.32
Syria,1955,175.87
Syria,1960,143.01
Syria,1965,121.64
Syria,1970,102.02
Syria,1975,85.68
Syria,1980,63.54
Syria,1985,51.58
Syria,1990,47.6
Syria,1995,35.76
Syria,2000,22.68
Syria,2005,14.59
Syria,2010,14.15
Syria,2017,18.76
Taiwan,1950,98.24
Taiwan,1955,83.91
Taiwan,1960,59.43
Taiwan,1965,39.71
Taiwan,1970,27.52
Taiwan,1975,20.6
Taiwan,1980,16.01
Taiwan,1985,11.22
Taiwan,1990,9.07
Taiwan,1995,9.39
Taiwan,2000,8.41
Taiwan,2005,6.77
Taiwan,2010,5.37
Taiwan,2017,5.06
Tajikistan,1950,317.66
Tajikistan,1955,285.54
Tajikistan,1960,244.76
Tajikistan,1965,203.45
Tajikistan,1970,162.3
Tajikistan,1975,140.59
Tajikistan,1980,119.64
Tajikistan,1985,108.18
Tajikistan,1990,94.58
Tajikistan,1995,87.43
Tajikistan,2000,78.15
Tajikistan,2005,63.17
Tajikistan,2010,56.39
Tajikistan,2017,52.39
Tanzania,1950,279.81
Tanzania,1955,265.55
Tanzania,1960,254.25
Tanzania,1965,237.83
Tanzania,1970,215.98
Tanzania,1975,197.98
Tanzania,1980,182.21
Tanzania,1985,171.69
Tanzania,1990,160.55
Tanzania,1995,149.49
Tanzania,2000,127.69
Tanzania,2005,101.77
Tanzania,2010,84.82
Tanzania,2017,65.16
Thailand,1950,213.9
Thailand,1955,187.96
Thailand,1960,160.74
Thailand,1965,127.36
Thailand,1970,102.37
Thailand,1975,80.69
Thailand,1980,61.62
Thailand,1985,45.42
Thailand,1990,31.81
Thailand,1995,23.95
Thailand,2000,19
Thailand,2005,15.04
Thailand,2010,10.81
Thailand,2017,9.55
Timor,1950,355.11
Timor,1955,336.21
Timor,1960,311.42
Timor,1965,281
Timor,1970,252.71
Timor,1975,235.58
Timor,1980,208.58
Timor,1985,162.54
Timor,1990,131.2
Timor,1995,106.5
Timor,2000,85.66
Timor,2005,66.51
Timor,2010,47.72
Timor,2017,39.07
Togo,1950,350.84
Togo,1955,330.85
Togo,1960,307.8
Togo,1965,277.23
Togo,1970,238.74
Togo,1975,207.07
Togo,1980,180.98
Togo,1985,164.77
Togo,1990,152.83
Togo,1995,144
Togo,2000,131.84
Togo,2005,118.33
Togo,2010,101.69
Togo,2017,72.99
Tonga,1950,83.41
Tonga,1955,70.1
Tonga,1960,57.38
Tonga,1965,49.3
Tonga,1970,44.59
Tonga,1975,41.04
Tonga,1980,37.71
Tonga,1985,31.63
Tonga,1990,27.49
Tonga,1995,26.12
Tonga,2000,24.92
Tonga,2005,23.92
Tonga,2010,23.23
Tonga,2017,19.65
Trinidad and Tobago,1950,117.1
Trinidad and Tobago,1955,94.05
Trinidad and Tobago,1960,78.34
Trinidad and Tobago,1965,62.8
Trinidad and Tobago,1970,56.47
Trinidad and Tobago,1975,49.78
Trinidad and Tobago,1980,38.2
Trinidad and Tobago,1985,29.71
Trinidad and Tobago,1990,26.2
Trinidad and Tobago,1995,26.65
Trinidad and Tobago,2000,28.81
Trinidad and Tobago,2005,23.73
Trinidad and Tobago,2010,19.88
Trinidad and Tobago,2017,18.64
Tropical Latin America,1950,282.14
Tropical Latin America,1955,253.71
Tropical Latin America,1960,226.36
Tropical Latin America,1965,202.5
Tropical Latin America,1970,180.63
Tropical Latin America,1975,151.5
Tropical Latin America,1980,123.5
Tropical Latin America,1985,97.98
Tropical Latin America,1990,75.65
Tropical Latin America,1995,58.42
Tropical Latin America,2000,45.14
Tropical Latin America,2005,35.33
Tropical Latin America,2010,27.08
Tropical Latin America,2017,19.97
Tunisia,1950,342.7
Tunisia,1955,305.8
Tunisia,1960,258.33
Tunisia,1965,209.24
Tunisia,1970,166.44
Tunisia,1975,121.28
Tunisia,1980,88.32
Tunisia,1985,67.58
Tunisia,1990,52.51
Tunisia,1995,40.63
Tunisia,2000,29.94
Tunisia,2005,22.4
Tunisia,2010,18.73
Tunisia,2017,11.72
Turkey,1950,377.25
Turkey,1955,327.96
Turkey,1960,293.66
Turkey,1965,243
Turkey,1970,205
Turkey,1975,168.16
Turkey,1980,132.8
Turkey,1985,98.57
Turkey,1990,74.35
Turkey,1995,58.9
Turkey,2000,43.14
Turkey,2005,30.5
Turkey,2010,22.21
Turkey,2017,15.21
Turkmenistan,1950,216.71
Turkmenistan,1955,190.76
Turkmenistan,1960,161.45
Turkmenistan,1965,133.76
Turkmenistan,1970,110.06
Turkmenistan,1975,104.96
Turkmenistan,1980,97.9
Turkmenistan,1985,89.59
Turkmenistan,1990,77.33
Turkmenistan,1995,71.03
Turkmenistan,2000,62.74
Turkmenistan,2005,51.33
Turkmenistan,2010,43.69
Turkmenistan,2017,32.89
Uganda,1950,265.98
Uganda,1955,258.8
Uganda,1960,248.62
Uganda,1965,235.6
Uganda,1970,221.04
Uganda,1975,213.19
Uganda,1980,215.68
Uganda,1985,198.84
Uganda,1990,184.45
Uganda,1995,169.26
Uganda,2000,149.87
Uganda,2005,121.29
Uganda,2010,95
Uganda,2017,66.57
Ukraine,1950,76.88
Ukraine,1955,67.76
Ukraine,1960,56.46
Ukraine,1965,43.27
Ukraine,1970,37.85
Ukraine,1975,36.46
Ukraine,1980,33.21
Ukraine,1985,26.93
Ukraine,1990,23.07
Ukraine,1995,20.91
Ukraine,2000,16.82
Ukraine,2005,13.62
Ukraine,2010,11.94
Ukraine,2017,10.55
United Arab Emirates,1950,243.21
United Arab Emirates,1955,217.73
United Arab Emirates,1960,184.51
United Arab Emirates,1965,143.17
United Arab Emirates,1970,108.19
United Arab Emirates,1975,76.77
United Arab Emirates,1980,49.91
United Arab Emirates,1985,30.44
United Arab Emirates,1990,19.86
United Arab Emirates,1995,12.73
United Arab Emirates,2000,11.52
United Arab Emirates,2005,11.71
United Arab Emirates,2010,10.68
United Arab Emirates,2017,7.75
United Kingdom,1950,35.1
United Kingdom,1955,32.73
United Kingdom,1960,29.46
United Kingdom,1965,25.78
United Kingdom,1970,23.79
United Kingdom,1975,20.04
United Kingdom,1980,15.83
United Kingdom,1985,12.8
United Kingdom,1990,10.73
United Kingdom,1995,8.03
United Kingdom,2000,7.27
United Kingdom,2005,6.59
United Kingdom,2010,5.64
United Kingdom,2017,4.93
United States,1950,37.81
United States,1955,34.37
United States,1960,33.83
United States,1965,30.84
United States,1970,26.56
United States,1975,20.74
United States,1980,16.84
United States,1985,14.09
United States,1990,12.24
United States,1995,9.88
United States,2000,9.19
United States,2005,9.03
United States,2010,7.85
United States,2017,7.37
United States Virgin Islands,1950,80.03
United States Virgin Islands,1955,66.93
United States Virgin Islands,1960,53.68
United States Virgin Islands,1965,42.05
United States Virgin Islands,1970,35.73
United States Virgin Islands,1975,31.7
United States Virgin Islands,1980,29.72
United States Virgin Islands,1985,24.95
United States Virgin Islands,1990,19.79
United States Virgin Islands,1995,16.21
United States Virgin Islands,2000,13.17
United States Virgin Islands,2005,10.94
United States Virgin Islands,2010,10.12
United States Virgin Islands,2017,9.87
Uruguay,1950,77.29
Uruguay,1955,62.48
Uruguay,1960,62.59
Uruguay,1965,65.14
Uruguay,1970,62.35
Uruguay,1975,60.75
Uruguay,1980,45.09
Uruguay,1985,36.33
Uruguay,1990,26.09
Uruguay,1995,24.95
Uruguay,2000,18.47
Uruguay,2005,16.38
Uruguay,2010,13.14
Uruguay,2017,10.31
Uzbekistan,1950,162.73
Uzbekistan,1955,142.83
Uzbekistan,1960,122.82
Uzbekistan,1965,104.1
Uzbekistan,1970,88.48
Uzbekistan,1975,82.52
Uzbekistan,1980,74.54
Uzbekistan,1985,67.18
Uzbekistan,1990,57.9
Uzbekistan,1995,56.77
Uzbekistan,2000,49.93
Uzbekistan,2005,42.89
Uzbekistan,2010,35.44
Uzbekistan,2017,26.73
Vanuatu,1950,151
Vanuatu,1955,137.64
Vanuatu,1960,123.11
Vanuatu,1965,104.36
Vanuatu,1970,85.97
Vanuatu,1975,66.75
Vanuatu,1980,51.32
Vanuatu,1985,43.01
Vanuatu,1990,38.79
Vanuatu,1995,36.34
Vanuatu,2000,37.13
Vanuatu,2005,38.99
Vanuatu,2010,36.36
Vanuatu,2017,32.5
Venezuela,1950,124.21
Venezuela,1955,112.43
Venezuela,1960,79.12
Venezuela,1965,71.24
Venezuela,1970,72.57
Venezuela,1975,63.87
Venezuela,1980,44.4
Venezuela,1985,36.86
Venezuela,1990,36.12
Venezuela,1995,33.23
Venezuela,2000,24.84
Venezuela,2005,19.82
Venezuela,2010,19.91
Venezuela,2017,17.12
Vietnam,1950,204.53
Vietnam,1955,177.16
Vietnam,1960,152.63
Vietnam,1965,132.49
Vietnam,1970,119.76
Vietnam,1975,95.83
Vietnam,1980,77.98
Vietnam,1985,65.98
Vietnam,1990,54.45
Vietnam,1995,42.02
Vietnam,2000,31.35
Vietnam,2005,24.99
Vietnam,2010,20.99
Vietnam,2017,15.2
Western Europe,1950,67.97
Western Europe,1955,54.49
Western Europe,1960,43.84
Western Europe,1965,34.55
Western Europe,1970,28.94
Western Europe,1975,22.65
Western Europe,1980,16.56
Western Europe,1985,12.6
Western Europe,1990,10.34
Western Europe,1995,7.58
Western Europe,2000,6.33
Western Europe,2005,5.36
Western Europe,2010,4.66
Western Europe,2017,4.04
Western Sub-Saharan Africa,1950,349.03
Western Sub-Saharan Africa,1955,333.98
Western Sub-Saharan Africa,1960,314.9
Western Sub-Saharan Africa,1965,293.76
Western Sub-Saharan Africa,1970,282.9
Western Sub-Saharan Africa,1975,257.51
Western Sub-Saharan Africa,1980,231.78
Western Sub-Saharan Africa,1985,213.92
Western Sub-Saharan Africa,1990,200.96
Western Sub-Saharan Africa,1995,190.45
Western Sub-Saharan Africa,2000,176.12
Western Sub-Saharan Africa,2005,153.19
Western Sub-Saharan Africa,2010,129.11
Western Sub-Saharan Africa,2017,102.38
World,1950,224.45
World,1955,203.49
World,1960,307.11
World,1965,172.13
World,1970,151.32
World,1975,134.17
World,1980,116.56
World,1985,101.82
World,1990,87.84
World,1995,80.88
World,2000,73.48
World,2005,63.52
World,2010,53.48
World,2017,40.6
Yemen,1950,463.74
Yemen,1955,445.14
Yemen,1960,402.92
Yemen,1965,365.6
Yemen,1970,320.92
Yemen,1975,256.79
Yemen,1980,199.77
Yemen,1985,158.12
Yemen,1990,129.9
Yemen,1995,109.17
Yemen,2000,89.53
Yemen,2005,70.36
Yemen,2010,57.24
Yemen,2017,46.98
Zambia,1950,267.15
Zambia,1955,250.86
Zambia,1960,236.72
Zambia,1965,217.62
Zambia,1970,189.95
Zambia,1975,170.06
Zambia,1980,165.12
Zambia,1985,169.78
Zambia,1990,176.15
Zambia,1995,170.69
Zambia,2000,152.65
Zambia,2005,126.62
Zambia,2010,93.59
Zambia,2017,70.48
Zimbabwe,1950,142.91
Zimbabwe,1955,138.05
Zimbabwe,1960,131.11
Zimbabwe,1965,122.44
Zimbabwe,1970,112.76
Zimbabwe,1975,106.38
Zimbabwe,1980,102.21
Zimbabwe,1985,82.65
Zimbabwe,1990,75.42
Zimbabwe,1995,81.29
Zimbabwe,2000,83.52
Zimbabwe,2005,90.23
Zimbabwe,2010,84.91
Zimbabwe,2017,60.91
