Entity,Year,WorkHoursPerPerson
Pakistan,1995,2379.34
Pakistan,1996,2377.40
Pakistan,1997,2353.25
Pakistan,1998,2344.09
Pakistan,1999,2343.44
Pakistan,2000,2352.72
Pakistan,2001,2339.45
Pakistan,2002,2320.08
Pakistan,2003,2331.88
Pakistan,2004,2336.59
Pakistan,2005,2311.61
Pakistan,2006,2290.79
Pakistan,2007,2296.73
Pakistan,2008,2301.52
Pakistan,2009,2281.07
Pakistan,2010,2301.86
Pakistan,2011,2282.00
Pakistan,2012,2282.05
Pakistan,2013,2282.60
Pakistan,2014,2282.60
Peru,1950,2157.00
Peru,1951,2151.73
Peru,1952,2146.47
Peru,1953,2141.23
Peru,1954,2136.00
Peru,1955,2130.78
Peru,1956,2125.57
Peru,1957,2120.38
Peru,1958,2115.20
Peru,1959,2110.03
Peru,1960,2104.88
Peru,1961,2099.74
Peru,1962,2094.61
Peru,1963,2089.49
Peru,1964,2084.39
Peru,1965,2079.29
Peru,1966,2074.21
Peru,1967,2069.15
Peru,1968,2064.09
Peru,1969,2059.05
Peru,1970,2054.02
Peru,1971,2049.00
Peru,1972,2043.99
Peru,1973,2039.00
Peru,1974,2032.42
Peru,1975,2025.86
Peru,1976,2019.33
Peru,1977,2012.81
Peru,1978,2006.32
Peru,1979,1999.84
Peru,1980,1993.39
Peru,1981,1986.96
Peru,1982,1980.55
Peru,1983,1974.16
Peru,1984,1967.79
Peru,1985,1961.44
Peru,1986,1955.11
Peru,1987,1948.80
Peru,1988,1942.52
Peru,1989,1936.25
Peru,1990,1930.00
Peru,1991,1929.00
Peru,1992,1928.00
Peru,1993,1927.67
Peru,1994,1927.33
Peru,1995,1927.00
Peru,1996,1926.67
Peru,1997,1926.33
Peru,1998,1926.00
Peru,1999,1935.79
Peru,2000,1910.34
Peru,2001,1888.78
Peru,2002,1848.51
Peru,2003,1864.31
Peru,2004,1850.89
Peru,2005,1848.17
Peru,2006,1853.77
Peru,2007,1858.38
Peru,2008,1870.16
Peru,2009,1810.76
Peru,2010,1808.05
Peru,2011,1819.45
Peru,2012,1802.63
Peru,2013,1790.29
Peru,2014,1790.29
Philippines,1970,2334.74
Philippines,1971,2327.64
Philippines,1972,2321.41
Philippines,1973,2283.48
Philippines,1974,2319.57
Philippines,1975,2297.48
Philippines,1976,2264.10
Philippines,1977,2250.39
Philippines,1978,2251.99
Philippines,1979,2245.71
Philippines,1980,2243.54
Philippines,1981,2241.39
Philippines,1982,2239.70
Philippines,1983,2236.33
Philippines,1984,2227.21
Philippines,1985,2224.05
Philippines,1986,2223.29
Philippines,1987,2211.35
Philippines,1988,2164.75
Philippines,1989,2168.70
Philippines,1990,2178.26
Philippines,1991,2171.67
Philippines,1992,2037.63
Philippines,1993,2116.94
Philippines,1994,2135.74
Philippines,1995,2131.51
Philippines,1996,2109.72
Philippines,1997,2107.25
Philippines,1998,2104.99
Philippines,1999,2122.75
Philippines,2000,2124.54
Philippines,2001,2063.83
Philippines,2002,2075.32
Philippines,2003,2102.30
Philippines,2004,2108.96
Philippines,2005,2105.95
Philippines,2006,2103.97
Philippines,2007,2072.91
Philippines,2008,2107.09
Philippines,2009,2092.35
Philippines,2010,2104.36
Philippines,2011,2114.49
Philippines,2012,2132.80
Philippines,2013,2115.29
Philippines,2014,2115.29
Poland,1990,2109.83
Poland,1991,2102.21
Poland,1992,2074.31
Poland,1993,2073.35
Poland,1994,2099.46
Poland,1995,2081.92
Poland,1996,2082.04
Poland,1997,2081.88
Poland,1998,2081.81
Poland,1999,2080.00
Poland,2000,2081.70
Poland,2001,2083.69
Poland,2002,2078.48
Poland,2003,2084.17
Poland,2004,2084.54
Poland,2005,2079.05
Poland,2006,2080.57
Poland,2007,2077.61
Poland,2008,2069.60
Poland,2009,2054.00
Poland,2010,2048.80
Poland,2011,2043.60
Poland,2012,2038.40
Poland,2013,2034.76
Poland,2014,2039.28
Portugal,1950,2348.77
Portugal,1951,2333.85
Portugal,1952,2319.02
Portugal,1953,2304.29
Portugal,1954,2289.64
Portugal,1955,2275.10
Portugal,1956,2260.64
Portugal,1957,2246.28
Portugal,1958,2232.00
Portugal,1959,2217.82
Portugal,1960,2203.73
Portugal,1961,2191.59
Portugal,1962,2179.52
Portugal,1963,2167.52
Portugal,1964,2155.58
Portugal,1965,2143.71
Portugal,1966,2131.90
Portugal,1967,2120.16
Portugal,1968,2108.49
Portugal,1969,2096.87
Portugal,1970,2053.01
Portugal,1971,2052.77
Portugal,1972,2052.38
Portugal,1973,2051.06
Portugal,1974,2060.65
Portugal,1975,2060.78
Portugal,1976,2056.52
Portugal,1977,2057.44
Portugal,1978,2043.14
Portugal,1979,2028.48
Portugal,1980,2010.13
Portugal,1981,1993.19
Portugal,1982,1973.57
Portugal,1983,1955.99
Portugal,1984,1939.38
Portugal,1985,1925.31
Portugal,1986,1913.19
Portugal,1987,1936.62
Portugal,1988,1940.71
Portugal,1989,1965.40
Portugal,1990,2039.83
Portugal,1991,1874.61
Portugal,1992,1802.38
Portugal,1993,1810.35
Portugal,1994,1834.19
Portugal,1995,1893.40
Portugal,1996,1894.42
Portugal,1997,1889.63
Portugal,1998,1905.31
Portugal,1999,1907.09
Portugal,2000,1916.81
Portugal,2001,1900.45
Portugal,2002,1893.59
Portugal,2003,1886.64
Portugal,2004,1892.81
Portugal,2005,1894.85
Portugal,2006,1882.98
Portugal,2007,1899.99
Portugal,2008,1886.89
Portugal,2009,1887.10
Portugal,2010,1889.76
Portugal,2011,1866.58
Portugal,2012,1849.05
Portugal,2013,1852.00
Portugal,2014,1856.90
Romania,1990,1904.43
Romania,1991,1897.55
Romania,1992,1872.37
Romania,1993,1871.50
Romania,1994,1897.55
Romania,1995,1822.65
Romania,1996,1861.46
Romania,1997,1860.52
Romania,1998,1859.15
Romania,1999,1850.05
Romania,2000,1853.00
Romania,2001,1852.48
Romania,2002,1867.18
Romania,2003,1837.06
Romania,2004,1845.96
Romania,2005,1852.91
Romania,2006,1869.29
Romania,2007,1878.15
Romania,2008,1878.43
Romania,2009,1867.85
Romania,2010,1860.67
Romania,2011,1893.80
Romania,2012,1811.54
Romania,2013,1813.34
Romania,2014,1816.50
Russia,1990,1943.64
Russia,1991,1938.31
Russia,1992,1933.00
Russia,1993,1939.00
Russia,1994,1895.00
Russia,1995,1891.00
Russia,1996,1894.00
Russia,1997,1951.00
Russia,1998,1946.00
Russia,1999,1964.00
Russia,2000,1982.00
Russia,2001,1980.00
Russia,2002,1982.00
Russia,2003,1993.00
Russia,2004,1993.00
Russia,2005,1989.00
Russia,2006,1998.00
Russia,2007,1999.00
Russia,2008,1997.00
Russia,2009,1974.00
Russia,2010,1976.00
Russia,2011,1979.00
Russia,2012,1982.00
Russia,2013,1980.00
Russia,2014,1985.00
Saint Lucia,1985,1959.81
Saint Lucia,1986,1943.39
Saint Lucia,1987,1924.84
Saint Lucia,1988,1898.25
Saint Lucia,1989,1880.49
Saint Lucia,1990,1881.80
Saint Lucia,1991,1897.35
Saint Lucia,1992,1928.90
Saint Lucia,1993,1995.79
Saint Lucia,1994,1962.67
Saint Lucia,1995,1986.11
Saint Lucia,1996,1972.07
Saint Lucia,1997,2011.29
Saint Lucia,1998,1972.30
Saint Lucia,1999,1997.80
Saint Lucia,2000,1979.14
Saint Lucia,2001,1981.82
Saint Lucia,2002,1939.57
Saint Lucia,2003,1956.15
Saint Lucia,2004,1942.06
Saint Lucia,2005,1939.20
Saint Lucia,2006,1945.09
Saint Lucia,2007,1949.92
Saint Lucia,2008,1962.28
Saint Lucia,2009,1899.96
Saint Lucia,2010,1897.11
Saint Lucia,2011,1909.08
Saint Lucia,2012,1891.42
Saint Lucia,2013,1878.48
Saint Lucia,2014,1878.48
Singapore,1960,2273.79
Singapore,1961,2267.30
Singapore,1962,2260.84
Singapore,1963,2254.39
Singapore,1964,2247.96
Singapore,1965,2241.55
Singapore,1966,2235.16
Singapore,1967,2228.79
Singapore,1968,2222.44
Singapore,1969,2216.10
Singapore,1970,2209.78
Singapore,1971,2237.52
Singapore,1972,2246.76
Singapore,1973,2237.52
Singapore,1974,2187.68
Singapore,1975,2167.82
Singapore,1976,2192.20
Singapore,1977,2141.51
Singapore,1978,2140.81
Singapore,1979,2118.08
Singapore,1980,2126.06
Singapore,1981,2151.34
Singapore,1982,2157.38
Singapore,1983,2162.30
Singapore,1984,2171.17
Singapore,1985,2132.87
Singapore,1986,2164.83
Singapore,1987,2193.83
Singapore,1988,2206.76
Singapore,1989,2262.13
Singapore,1990,2266.31
Singapore,1991,2285.20
Singapore,1992,2288.65
Singapore,1993,2313.77
Singapore,1994,2328.63
Singapore,1995,2341.34
Singapore,1996,2360.95
Singapore,1997,2374.25
Singapore,1998,2360.85
Singapore,1999,2381.77
Singapore,2000,2399.22
Singapore,2001,2379.86
Singapore,2002,2371.95
Singapore,2003,2376.62
Singapore,2004,2344.52
Singapore,2005,2344.65
Singapore,2006,2336.61
Singapore,2007,2316.36
Singapore,2008,2306.22
Singapore,2009,2274.10
Singapore,2010,2323.20
Singapore,2011,2310.22
Singapore,2012,2313.60
Singapore,2013,2313.60
Singapore,2014,2262.53
Slovakia,1990,1827.65
Slovakia,1991,1827.74
Slovakia,1992,1827.68
Slovakia,1993,1827.81
Slovakia,1994,1827.43
Slovakia,1995,1853.05
Slovakia,1996,1819.63
Slovakia,1997,1830.00
Slovakia,1998,1821.86
Slovakia,1999,1816.24
Slovakia,2000,1815.61
Slovakia,2001,1800.74
Slovakia,2002,1754.07
Slovakia,2003,1697.57
Slovakia,2004,1741.99
Slovakia,2005,1769.49
Slovakia,2006,1774.45
Slovakia,2007,1791.20
Slovakia,2008,1793.36
Slovakia,2009,1780.34
Slovakia,2010,1805.15
Slovakia,2011,1793.01
Slovakia,2012,1789.04
Slovakia,2013,1771.61
Slovakia,2014,1763.21
Slovenia,1990,1661.09
Slovenia,1991,1655.09
Slovenia,1992,1633.13
Slovenia,1993,1632.38
Slovenia,1994,1655.09
Slovenia,1995,1645.17
Slovenia,1996,1618.69
Slovenia,1997,1604.29
Slovenia,1998,1615.16
Slovenia,1999,1615.70
Slovenia,2000,1604.88
Slovenia,2001,1591.44
Slovenia,2002,1614.11
Slovenia,2003,1616.38
Slovenia,2004,1626.87
Slovenia,2005,1590.17
Slovenia,2006,1562.46
Slovenia,2007,1550.78
Slovenia,2008,1566.20
Slovenia,2009,1569.23
Slovenia,2010,1579.98
Slovenia,2011,1556.79
Slovenia,2012,1536.58
Slovenia,2013,1549.51
Slovenia,2014,1560.65
South Africa,2003,2316.69
South Africa,2004,2340.14
South Africa,2005,2397.25
South Africa,2006,2313.64
South Africa,2007,2323.21
South Africa,2008,2290.49
South Africa,2009,2255.46
South Africa,2010,2241.88
South Africa,2011,2260.79
South Africa,2012,2230.20
South Africa,2013,2218.01
South Africa,2014,2215.20
South Korea,1953,2486.66
South Korea,1954,2522.84
South Korea,1955,2559.54
South Korea,1956,2596.78
South Korea,1957,2634.56
South Korea,1958,2672.90
South Korea,1959,2711.79
South Korea,1960,2751.24
South Korea,1961,2791.27
South Korea,1962,2831.88
South Korea,1963,2873.09
South Korea,1964,2782.36
South Korea,1965,2903.33
South Korea,1966,2885.18
South Korea,1967,2921.48
South Korea,1968,2975.91
South Korea,1969,3042.45
South Korea,1970,2921.48
South Korea,1971,2915.63
South Korea,1972,2909.77
South Korea,1973,2903.98
South Korea,1974,2898.18
South Korea,1975,2892.38
South Korea,1976,2886.55
South Korea,1977,2880.83
South Korea,1978,2875.04
South Korea,1979,2869.36
South Korea,1980,2863.44
South Korea,1981,2879.44
South Korea,1982,2892.43
South Korea,1983,2910.43
South Korea,1984,2906.43
South Korea,1985,2881.44
South Korea,1986,2910.43
South Korea,1987,2879.44
South Korea,1988,2833.44
South Korea,1989,2730.46
South Korea,1990,2676.48
South Korea,1991,2660.48
South Korea,1992,2638.48
South Korea,1993,2655.48
South Korea,1994,2639.48
South Korea,1995,2647.48
South Korea,1996,2636.48
South Korea,1997,2581.49
South Korea,1998,2487.51
South Korea,1999,2494.51
South Korea,2000,2511.51
South Korea,2001,2498.51
South Korea,2002,2463.52
South Korea,2003,2423.53
South Korea,2004,2391.53
South Korea,2005,2351.32
South Korea,2006,2345.92
South Korea,2007,2306.20
South Korea,2008,2245.54
South Korea,2009,2232.05
South Korea,2010,2186.65
South Korea,2011,2089.51
South Korea,2012,2162.65
South Korea,2013,2079.22
South Korea,2014,2124.00
Spain,1950,1973.56
Spain,1951,1971.59
Spain,1952,1969.62
Spain,1953,1967.65
Spain,1954,1965.68
Spain,1955,1963.72
Spain,1956,1961.76
Spain,1957,1959.80
Spain,1958,1957.84
Spain,1959,1955.88
Spain,1960,1953.93
Spain,1961,1960.21
Spain,1962,1966.52
Spain,1963,1972.85
Spain,1964,1979.19
Spain,1965,1985.56
Spain,1966,1991.95
Spain,1967,1998.35
Spain,1968,2004.78
Spain,1969,2011.23
Spain,1970,2017.70
Spain,1971,2013.59
Spain,1972,2009.12
Spain,1973,2013.05
Spain,1974,2007.47
Spain,1975,2002.68
Spain,1976,1985.88
Spain,1977,1998.35
Spain,1978,1972.13
Spain,1979,1928.70
Spain,1980,1918.20
Spain,1981,1884.03
Spain,1982,1863.01
Spain,1983,1830.84
Spain,1984,1786.72
Spain,1985,1776.70
Spain,1986,1768.67
Spain,1987,1760.65
Spain,1988,1756.62
Spain,1989,1744.56
Spain,1990,1746.55
Spain,1991,1755.56
Spain,1992,1747.60
Spain,1993,1739.59
Spain,1994,1738.53
Spain,1995,1738.82
Spain,1996,1740.20
Spain,1997,1742.49
Spain,1998,1750.96
Spain,1999,1756.05
Spain,2000,1752.76
Spain,2001,1762.50
Spain,2002,1764.57
Spain,2003,1755.94
Spain,2004,1741.51
Spain,2005,1725.60
Spain,2006,1715.66
Spain,2007,1703.49
Spain,2008,1712.55
Spain,2009,1719.67
Spain,2010,1710.40
Spain,2011,1716.76
Spain,2012,1703.90
Spain,2013,1699.23
Spain,2014,1688.79
Sri Lanka,1970,1574.33
Sri Lanka,1971,1574.36
Sri Lanka,1972,1600.25
Sri Lanka,1973,1675.60
Sri Lanka,1974,1760.70
Sri Lanka,1975,1830.23
Sri Lanka,1976,1879.22
Sri Lanka,1977,1991.54
Sri Lanka,1978,2042.33
Sri Lanka,1979,2016.16
Sri Lanka,1980,1991.17
Sri Lanka,1981,1975.50
Sri Lanka,1982,2007.04
Sri Lanka,1983,1969.96
Sri Lanka,1984,1946.98
Sri Lanka,1985,1939.85
Sri Lanka,1986,1939.50
Sri Lanka,1987,1975.46
Sri Lanka,1988,1992.25
Sri Lanka,1989,2043.92
Sri Lanka,1990,1951.07
Sri Lanka,1991,2031.92
Sri Lanka,1992,1972.37
Sri Lanka,1993,2010.60
Sri Lanka,1994,1973.38
Sri Lanka,1995,1939.52
Sri Lanka,1996,1944.52
Sri Lanka,1997,1912.28
Sri Lanka,1998,1900.19
Sri Lanka,1999,1922.88
Sri Lanka,2000,1966.51
Sri Lanka,2001,2029.16
Sri Lanka,2002,1943.10
Sri Lanka,2003,1998.65
Sri Lanka,2004,2008.22
Sri Lanka,2005,2044.59
Sri Lanka,2006,2006.91
Sri Lanka,2007,2053.88
Sri Lanka,2008,1966.21
Sri Lanka,2009,1976.25
Sri Lanka,2010,2010.36
Sri Lanka,2011,2005.50
Sri Lanka,2012,2076.22
Sri Lanka,2013,2075.50
Sri Lanka,2014,2075.50
Sweden,1950,1830.18
Sweden,1951,1822.01
Sweden,1952,1822.01
Sweden,1953,1803.86
Sweden,1954,1813.84
Sweden,1955,1803.86
Sweden,1956,1781.16
Sweden,1957,1781.16
Sweden,1958,1752.11
Sweden,1959,1728.51
Sweden,1960,1723.97
Sweden,1961,1725.78
Sweden,1962,1714.89
Sweden,1963,1709.44
Sweden,1964,1681.30
Sweden,1965,1671.31
Sweden,1966,1658.60
Sweden,1967,1630.46
Sweden,1968,1591.42
Sweden,1969,1570.54
Sweden,1970,1570.54
Sweden,1971,1559.71
Sweden,1972,1538.84
Sweden,1973,1532.95
Sweden,1974,1496.34
Sweden,1975,1455.94
Sweden,1976,1474.15
Sweden,1977,1468.66
Sweden,1978,1480.48
Sweden,1979,1514.20
Sweden,1980,1516.81
Sweden,1981,1508.41
Sweden,1982,1522.54
Sweden,1983,1531.84
Sweden,1984,1534.02
Sweden,1985,1538.05
Sweden,1986,1536.07
Sweden,1987,1546.19
Sweden,1988,1565.76
Sweden,1989,1564.61
Sweden,1990,1560.94
Sweden,1991,1547.67
Sweden,1992,1565.28
Sweden,1993,1597.00
Sweden,1994,1635.22
Sweden,1995,1640.35
Sweden,1996,1653.04
Sweden,1997,1657.97
Sweden,1998,1656.32
Sweden,1999,1664.81
Sweden,2000,1642.08
Sweden,2001,1618.21
Sweden,2002,1594.87
Sweden,2003,1581.56
Sweden,2004,1605.51
Sweden,2005,1605.06
Sweden,2006,1599.13
Sweden,2007,1611.50
Sweden,2008,1616.87
Sweden,2009,1609.15
Sweden,2010,1635.01
Sweden,2011,1632.52
Sweden,2012,1618.38
Sweden,2013,1607.24
Sweden,2014,1608.52
Switzerland,1950,1991.46
Switzerland,1951,1984.00
Switzerland,1952,1976.56
Switzerland,1953,1969.16
Switzerland,1954,1961.78
Switzerland,1955,1954.43
Switzerland,1956,1947.10
Switzerland,1957,1939.81
Switzerland,1958,1932.54
Switzerland,1959,1925.30
Switzerland,1960,1918.08
Switzerland,1961,1920.82
Switzerland,1962,1923.57
Switzerland,1963,1926.31
Switzerland,1964,1929.07
Switzerland,1965,1931.82
Switzerland,1966,1934.58
Switzerland,1967,1937.35
Switzerland,1968,1940.12
Switzerland,1969,1942.89
Switzerland,1970,1945.66
Switzerland,1971,1935.60
Switzerland,1972,1911.87
Switzerland,1973,1885.71
Switzerland,1974,1857.55
Switzerland,1975,1848.98
Switzerland,1976,1845.93
Switzerland,1977,1819.15
Switzerland,1978,1805.05
Switzerland,1979,1792.69
Switzerland,1980,1778.49
Switzerland,1981,1759.64
Switzerland,1982,1748.80
Switzerland,1983,1734.40
Switzerland,1984,1715.75
Switzerland,1985,1709.66
Switzerland,1986,1701.29
Switzerland,1987,1700.05
Switzerland,1988,1699.53
Switzerland,1989,1684.73
Switzerland,1990,1675.39
Switzerland,1991,1673.00
Switzerland,1992,1685.00
Switzerland,1993,1686.00
Switzerland,1994,1706.00
Switzerland,1995,1686.00
Switzerland,1996,1659.00
Switzerland,1997,1649.00
Switzerland,1998,1657.00
Switzerland,1999,1678.00
Switzerland,2000,1674.00
Switzerland,2001,1636.00
Switzerland,2002,1614.00
Switzerland,2003,1627.00
Switzerland,2004,1657.00
Switzerland,2005,1652.00
Switzerland,2006,1643.00
Switzerland,2007,1633.00
Switzerland,2008,1623.00
Switzerland,2009,1615.00
Switzerland,2010,1613.00
Switzerland,2011,1607.00
Switzerland,2012,1592.00
Switzerland,2013,1576.00
Switzerland,2014,1568.00
Taiwan,1951,2460.56
Taiwan,1952,2458.33
Taiwan,1953,2456.11
Taiwan,1954,2453.89
Taiwan,1955,2451.67
Taiwan,1956,2449.45
Taiwan,1957,2447.23
Taiwan,1958,2445.02
Taiwan,1959,2442.81
Taiwan,1960,2440.60
Taiwan,1961,2438.39
Taiwan,1962,2436.19
Taiwan,1963,2433.98
Taiwan,1964,2431.78
Taiwan,1965,2429.58
Taiwan,1966,2427.39
Taiwan,1967,2425.19
Taiwan,1968,2423.00
Taiwan,1969,2420.80
Taiwan,1970,2418.61
Taiwan,1971,2414.22
Taiwan,1972,2408.78
Taiwan,1973,2406.43
Taiwan,1974,2407.25
Taiwan,1975,2403.52
Taiwan,1976,2399.19
Taiwan,1977,2393.88
Taiwan,1978,2398.60
Taiwan,1979,2411.21
Taiwan,1980,2402.14
Taiwan,1981,2386.51
Taiwan,1982,2358.23
Taiwan,1983,2341.17
Taiwan,1984,2334.17
Taiwan,1985,2328.51
Taiwan,1986,2331.50
Taiwan,1987,2340.75
Taiwan,1988,2327.85
Taiwan,1989,2309.92
Taiwan,1990,2301.88
Taiwan,1991,2295.71
Taiwan,1992,2297.25
Taiwan,1993,2294.78
Taiwan,1994,2276.10
Taiwan,1995,2279.19
Taiwan,1996,2259.87
Taiwan,1997,2232.03
Taiwan,1998,2245.78
Taiwan,1999,2254.37
Taiwan,2000,2234.28
Taiwan,2001,2196.92
Taiwan,2002,2177.65
Taiwan,2003,2180.72
Taiwan,2004,2188.31
Taiwan,2005,2188.21
Taiwan,2006,2187.08
Taiwan,2007,2171.05
Taiwan,2008,2133.85
Taiwan,2009,2110.12
Taiwan,2010,2105.92
Taiwan,2011,2105.64
Taiwan,2012,2109.24
Taiwan,2013,2112.24
Taiwan,2014,2122.98
Thailand,1970,2195.24
Thailand,1971,2195.24
Thailand,1972,2195.24
Thailand,1973,2195.24
Thailand,1974,2195.36
Thailand,1975,2195.47
Thailand,1976,2195.59
Thailand,1977,2195.71
Thailand,1978,2195.82
Thailand,1979,2195.94
Thailand,1980,2196.06
Thailand,1981,2196.18
Thailand,1982,2196.29
Thailand,1983,2196.41
Thailand,1984,2196.53
Thailand,1985,2196.65
Thailand,1986,2196.76
Thailand,1987,2196.88
Thailand,1988,2197.00
Thailand,1989,2197.11
Thailand,1990,2197.23
Thailand,1991,2197.35
Thailand,1992,2197.47
Thailand,1993,2238.73
Thailand,1994,2280.00
Thailand,1995,2280.00
Thailand,1996,2280.00
Thailand,1997,2280.00
Thailand,1998,2280.00
Thailand,1999,2280.00
Thailand,2000,2280.00
Thailand,2001,2280.00
Thailand,2002,2313.58
Thailand,2003,2301.31
Thailand,2004,2316.35
Thailand,2005,2287.05
Thailand,2006,2284.79
Thailand,2007,2284.38
Thailand,2008,2284.38
Thailand,2009,2284.38
Thailand,2010,2284.38
Thailand,2011,2284.38
Thailand,2012,2284.38
Thailand,2013,2284.38
Thailand,2014,2284.38
Trinidad and Tobago,1991,1585.06
Trinidad and Tobago,1992,1564.75
Trinidad and Tobago,1993,1580.24
Trinidad and Tobago,1994,1591.54
Trinidad and Tobago,1995,1602.29
Trinidad and Tobago,1996,1618.54
Trinidad and Tobago,1997,1627.14
Trinidad and Tobago,1998,1630.52
Trinidad and Tobago,1999,1636.53
Trinidad and Tobago,2000,1663.90
Trinidad and Tobago,2001,1668.05
Trinidad and Tobago,2002,1634.80
Trinidad and Tobago,2003,1648.77
Trinidad and Tobago,2004,1636.90
Trinidad and Tobago,2005,1634.49
Trinidad and Tobago,2006,1639.45
Trinidad and Tobago,2007,1643.52
Trinidad and Tobago,2008,1653.95
Trinidad and Tobago,2009,1601.41
Trinidad and Tobago,2010,1599.01
Trinidad and Tobago,2011,1609.10
Trinidad and Tobago,2012,1594.22
Trinidad and Tobago,2013,1583.31
Trinidad and Tobago,2014,1583.31
Turkey,1950,2322.15
Turkey,1951,2311.15
Turkey,1952,2300.21
Turkey,1953,2289.31
Turkey,1954,2278.47
Turkey,1955,2267.67
Turkey,1956,2256.93
Turkey,1957,2246.24
Turkey,1958,2235.60
Turkey,1959,2225.01
Turkey,1960,2214.47
Turkey,1961,2204.63
Turkey,1962,2194.83
Turkey,1963,2185.08
Turkey,1964,2175.36
Turkey,1965,2165.70
Turkey,1966,2156.07
Turkey,1967,2146.49
Turkey,1968,2136.95
Turkey,1969,2127.45
Turkey,1970,2086.00
Turkey,1971,2077.00
Turkey,1972,2069.00
Turkey,1973,2060.00
Turkey,1974,2044.00
Turkey,1975,2028.00
Turkey,1976,2012.00
Turkey,1977,1996.00
Turkey,1978,1980.00
Turkey,1979,1964.00
Turkey,1980,1957.00
Turkey,1981,1950.00
Turkey,1982,1943.00
Turkey,1983,1935.00
Turkey,1984,1871.00
Turkey,1985,1898.00
Turkey,1986,1883.00
Turkey,1987,1844.00
Turkey,1988,1837.00
Turkey,1989,1867.00
Turkey,1990,1866.00
Turkey,1991,1870.00
Turkey,1992,1897.00
Turkey,1993,1917.00
Turkey,1994,1886.00
Turkey,1995,1876.00
Turkey,1996,1892.00
Turkey,1997,1878.00
Turkey,1998,1884.00
Turkey,1999,1925.00
Turkey,2000,1937.00
Turkey,2001,1942.00
Turkey,2002,1943.00
Turkey,2003,1943.00
Turkey,2004,1918.00
Turkey,2005,1936.00
Turkey,2006,1944.00
Turkey,2007,1911.00
Turkey,2008,1900.00
Turkey,2009,1881.00
Turkey,2010,1877.00
Turkey,2011,1864.00
Turkey,2012,1855.00
Turkey,2013,1832.00
Turkey,2014,1832.00
United Kingdom,1950,2185.37
United Kingdom,1951,2204.99
United Kingdom,1952,2187.68
United Kingdom,1953,2193.18
United Kingdom,1954,2207.10
United Kingdom,1955,2231.17
United Kingdom,1956,2216.94
United Kingdom,1957,2205.27
United Kingdom,1958,2180.59
United Kingdom,1959,2206.81
United Kingdom,1960,2208.75
United Kingdom,1961,2173.66
United Kingdom,1962,2156.26
United Kingdom,1963,2166.42
United Kingdom,1964,2168.53
United Kingdom,1965,2138.43
United Kingdom,1966,2107.16
United Kingdom,1967,2088.98
United Kingdom,1968,2079.96
United Kingdom,1969,2075.93
United Kingdom,1970,2035.99
United Kingdom,1971,1996.32
United Kingdom,1972,1978.01
United Kingdom,1973,1986.27
United Kingdom,1974,1942.30
United Kingdom,1975,1899.76
United Kingdom,1976,1891.98
United Kingdom,1977,1885.46
United Kingdom,1978,1874.93
United Kingdom,1979,1841.68
United Kingdom,1980,1819.98
United Kingdom,1981,1801.14
United Kingdom,1982,1788.89
United Kingdom,1983,1793.14
United Kingdom,1984,1790.24
United Kingdom,1985,1793.43
United Kingdom,1986,1781.95
United Kingdom,1987,1783.75
United Kingdom,1988,1790.32
United Kingdom,1989,1775.27
United Kingdom,1990,1757.43
United Kingdom,1991,1741.23
United Kingdom,1992,1710.73
United Kingdom,1993,1703.90
United Kingdom,1994,1718.15
United Kingdom,1995,1725.71
United Kingdom,1996,1727.99
United Kingdom,1997,1705.12
United Kingdom,1998,1720.47
United Kingdom,1999,1712.21
United Kingdom,2000,1699.11
United Kingdom,2001,1698.74
United Kingdom,2002,1681.32
United Kingdom,2003,1669.33
United Kingdom,2004,1654.65
United Kingdom,2005,1672.23
United Kingdom,2006,1666.59
United Kingdom,2007,1668.73
United Kingdom,2008,1647.06
United Kingdom,2009,1641.43
United Kingdom,2010,1643.92
United Kingdom,2011,1643.43
United Kingdom,2012,1657.98
United Kingdom,2013,1668.16
United Kingdom,2014,1675.11
United States,1950,1983.74
United States,1951,2024.00
United States,1952,2020.18
United States,1953,2014.50
United States,1954,1991.02
United States,1955,1997.76
United States,1956,1984.03
United States,1957,1956.49
United States,1958,1923.12
United States,1959,1948.32
United States,1960,1930.10
United States,1961,1915.40
United States,1962,1934.79
United States,1963,1923.17
United States,1964,1929.15
United States,1965,1948.84
United States,1966,1957.36
United States,1967,1934.91
United States,1968,1931.21
United States,1969,1931.61
United States,1970,1887.81
United States,1971,1872.29
United States,1972,1870.19
United States,1973,1868.96
United States,1974,1841.60
United States,1975,1809.80
United States,1976,1805.51
United States,1977,1805.93
United States,1978,1814.33
United States,1979,1813.01
United States,1980,1799.01
United States,1981,1782.32
United States,1982,1769.15
United States,1983,1777.70
United States,1984,1794.66
United States,1985,1799.26
United States,1986,1780.23
United States,1987,1782.98
United States,1988,1797.44
United States,1989,1810.96
United States,1990,1793.35
United States,1991,1782.94
United States,1992,1773.46
United States,1993,1789.84
United States,1994,1805.17
United States,1995,1822.32
United States,1996,1818.63
United States,1997,1830.80
United States,1998,1842.79
United States,1999,1849.39
United States,2000,1848.15
United States,2001,1823.75
United States,2002,1805.48
United States,2003,1782.33
United States,2004,1783.41
United States,2005,1779.60
United States,2006,1778.53
United States,2007,1771.92
United States,2008,1761.32
United States,2009,1728.61
United States,2010,1738.00
United States,2011,1755.30
United States,2012,1753.70
United States,2013,1758.69
United States,2014,1764.60
