Entity,Year,Increase in life expectancy by hours per day (OWID calculations based on UN Population Division (2017 Revision)),Increase in life expectancy by months per year (OWID calculations based on UN Population Division (2017 Revision)),Increase in life expectancy (hours per day) between 1950-2015 (OWID calculations based on UN Population Division (2017 Revision))
Indonesia,2015,4.1999998,2.0999999,9.9736614
Iran,1950,,,0
Iran,1955,12.619208,6.3096037,
Iran,1960,13.91999,6.9599943,
Iran,1965,13.358405,6.6792021,
Iran,1970,15.004798,7.5023985,
Iran,1975,21.1632,10.581601,
Iran,1980,-5.539197,-2.7695985,
Iran,1985,5.2896061,2.6448028,
Iran,1990,41.35199,20.675995,
Iran,1995,21.590385,10.795194,
Iran,2000,8.7264042,4.3632021,
Iran,2005,8.4864254,4.2432127,
Iran,2010,9.6959839,4.8479919,
Iran,2015,8.6304207,4.3152099,13.407509
Iraq,1950,,,0
Iraq,1955,32.323189,16.161594,
Iraq,1960,30.8304,15.415201,
Iraq,1965,27.921608,13.960803,
Iraq,1970,20.928001,10.464002,
Iraq,1975,13.6656,6.8328004,
Iraq,1980,-4.411212,-2.205606,
Iraq,1985,5.3232059,2.6616027,
Iraq,1990,23.433582,11.716791,
Iraq,1995,11.38081,5.6904054,
Iraq,2000,3.2640016,1.6320007,
Iraq,2005,-3.931201,-1.9656006,
Iraq,2010,.55198979,.27599487,
Iraq,2015,5.7936039,2.8968017,12.851814
Ireland,1950,,,0
Ireland,1955,12.326366,6.1631837,
Ireland,1960,7.4160275,3.708014,
Ireland,1965,3.4511719,1.7255859,
Ireland,1970,2.3904052,1.1952026,
Ireland,1975,2.7936034,1.3968017,
Ireland,1980,4.8384151,2.4192078,
Ireland,1985,5.4576054,2.7288024,
Ireland,1990,5.294385,2.6471925,
Ireland,1995,3.9984007,1.9992005,
Ireland,2000,5.7984009,2.8992004,
Ireland,2005,9.3744144,4.6872072,
Ireland,2010,7.3871708,3.6935852,
Ireland,2015,4.641614,2.320807,5.7821522
Israel,1950,,,0
Israel,1955,5.5248051,2.7624023,
Israel,1960,5.0111942,2.5055969,
Israel,1965,4.0608034,2.0304017,
Israel,1970,3.7151735,1.8575866,
Israel,1975,4.1520262,2.0760131,
Israel,1980,4.9151735,2.4575868,
Israel,1985,5.8656006,2.9328003,
Israel,1990,6.3120117,3.1560059,
Israel,1995,5.6352177,2.8176086,
Israel,2000,5.5583858,2.7791932,
Israel,2005,6.4943848,3.2471924,
Israel,2010,5.7264042,2.8632019,
Israel,2015,4.1904049,2.0952027,5.166276
Italy,1950,,,0
Italy,1955,9.7103767,4.8551879,
Italy,1960,7.3296018,3.6648011,
Italy,1965,5.7264042,2.8632019,
Italy,1970,6.0480099,3.0240052,
Italy,1975,6.2735958,3.1367981,
Italy,1980,6.3312016,3.1656005,
Italy,1985,6.9503903,3.4751954,
Italy,1990,6.2208252,3.1104126,
Italy,1995,5.5968018,2.7984009,
Italy,2000,6.9071774,3.453589,
Italy,2005,6.6815915,3.340796,
Italy,2010,4.8384151,2.4192078,
Italy,2015,4.147192,2.0735962,6.3662758
Jamaica,1950,,,0
Jamaica,1955,19.819206,9.9096041,
Jamaica,1960,17.107197,8.5535984,
Jamaica,1965,11.529602,5.764801,
Jamaica,1970,7.367981,3.6839905,
Jamaica,1975,7.4928226,3.7464111,
Jamaica,1980,7.7952023,3.8976014,
Jamaica,1985,3.1968019,1.5984008,
Jamaica,1990,-.52800298,-.26400146,
Jamaica,1995,-.36002195,-.18001099,
Jamaica,2000,1.617627,.80881345,
Jamaica,2005,5.3711796,2.6855896,
Jamaica,2010,6.8976192,3.4488099,
Jamaica,2015,4.5743771,2.2871888,7.0678148
Japan,1950,,,0
Japan,1955,17.21759,8.6087952,
Japan,1960,15.110413,7.5552063,
Japan,1965,11.827185,5.9135923,
Japan,1970,9.6336174,4.8168092,
Japan,1975,9.6143913,4.8071961,
Japan,1980,9.0767937,4.5383973,
Japan,1985,7.5600224,3.7800109,
Japan,1990,5.6495724,2.8247864,
Japan,1995,4.4687986,2.2343993,
Japan,2000,5.9328003,2.9664001,
Japan,2005,5.2992191,2.6496093,
Japan,2010,3.3551881,1.6775939,
Japan,2015,3.1104126,1.5552063,8.2966156
Jordan,1950,,,0
Jordan,1955,18.431999,9.2160006,
Jordan,1960,19.430401,9.7152004,
Jordan,1965,18.599998,9.3000002,
Jordan,1970,17.496002,8.7480011,
Jordan,1975,15.988789,7.9943938,
Jordan,1980,12.984009,6.4920044,
Jordan,1985,9.9647827,4.9823914,
Jordan,1990,7.6272221,3.8136108,
Jordan,1995,4.862402,2.4312012,
Jordan,2000,4.0560055,2.028003,
Jordan,2005,4.147192,2.0735962,
Jordan,2010,3.926404,1.9632019,
Jordan,2015,3.6959839,1.8479919,10.862399
Kazakhstan,1950,,,0
Kazakhstan,1955,9.7727966,4.8863983,
Kazakhstan,1960,10.593603,5.2968016,
Kazakhstan,1965,10.622406,5.311203,
Kazakhstan,1970,9.1727962,4.5863981,
Kazakhstan,1975,5.9664001,2.9832001,
Kazakhstan,1980,6.1584048,3.0792022,
Kazakhstan,1985,9.1343994,4.5671997,
Kazakhstan,1990,-.9359985,-.46799928,
Kazakhstan,1995,-13.627204,-6.8136015,
Kazakhstan,2000,-2.2560058,-1.1280029,
Kazakhstan,2005,8.4192085,4.2096038,
Kazakhstan,2010,11.486389,5.7431946,
Kazakhstan,2015,9.9792118,4.9896059,5.7297239
Kenya,1950,,,0
Kenya,1955,8.5584049,4.2792025,
Kenya,1960,14.303997,7.151999,
Kenya,1965,14.692803,7.3464022,
Kenya,1970,13.502399,6.7511992,
Kenya,1975,13.535999,6.7679992,
Kenya,1980,13.032001,6.5160003,
Kenya,1985,6.3600039,3.1800017,
Kenya,1990,-7.4208069,-3.7104034,
Kenya,1995,-17.400002,-8.6999998,
Kenya,2000,-10.368,-5.1839995,
Kenya,2005,19.526405,9.7632017,
Kenya,2010,34.161606,17.080801,
Kenya,2015,18.043194,9.0215969,9.2713852
Kiribati,1950,,,0
Kiribati,1955,4.7664003,2.3832002,
Kiribati,1960,10.723186,5.3615937,
Kiribati,1965,12.446411,6.2232056,
Kiribati,1970,12.220788,6.1103945,
Kiribati,1975,8.8320007,4.4160004,
Kiribati,1980,3.3743956,1.6871979,
Kiribati,1985,5.6352177,2.8176086,
Kiribati,1990,10.895985,5.4479918,
Kiribati,1995,10.344013,5.1720061,
Kiribati,2000,7.0799923,3.5399964,
Kiribati,2005,4.1184082,2.0592041,
Kiribati,2010,2.3759766,1.1879883,
Kiribati,2015,3.7248049,1.8624023,7.4259672
Kuwait,1950,,,0
Kuwait,1955,22.228802,11.114401,
Kuwait,1960,20.246391,10.123197,
Kuwait,1965,15.633599,7.8168001,
Kuwait,1970,11.928003,5.9640017,
Kuwait,1975,9.2687988,4.6343994,
Kuwait,1980,7.7519894,3.8759949,
Kuwait,1985,6.9504275,3.4752135,
Kuwait,1990,5.0783939,2.5391967,
Kuwait,1995,3.0863893,1.5431945,
Kuwait,2000,2.102417,1.0512085,
Kuwait,2005,1.6559691,.82798463,
Kuwait,2010,2.2751951,1.1375977,
Kuwait,2015,2.8704348,1.4352173,8.5443697
Kyrgyzstan,1950,,,0
Kyrgyzstan,1955,9.8304024,4.9152007,
Kyrgyzstan,1960,10.862402,5.431201,
Kyrgyzstan,1965,10.948811,5.4744048,
Kyrgyzstan,1970,9.5664005,4.7832003,
Kyrgyzstan,1975,6.4079952,3.2039979,
Kyrgyzstan,1980,6.3312016,3.1656005,
Kyrgyzstan,1985,9.6624031,4.8312011,
Kyrgyzstan,1990,5.6255856,2.812793,
Kyrgyzstan,1995,-1.4447753,-.72238767,
Kyrgyzstan,2000,1.4495728,.7247864,
Kyrgyzstan,2005,3.4031982,1.7015991,
Kyrgyzstan,2010,8.7024174,4.3512087,
Kyrgyzstan,2015,9.3168087,4.6584044,6.9740324
Laos,1950,,,0
Laos,1955,6.4175906,3.2087951,
Laos,1960,7.3343997,3.6671996,
Laos,1965,7.3152103,3.6576049,
Laos,1970,7.4159908,3.7079957,
Laos,1975,6.9552059,3.4776032,
Laos,1980,6.4224057,3.2112031,
Laos,1985,9.5759945,4.7879972,
Laos,1990,12.163201,6.0816011,
Laos,1995,12.331201,6.1656008,
Laos,2000,13.271996,6.6359987,
Laos,2005,13.775994,6.8879976,
Laos,2010,12.307214,6.1536074,
Laos,2015,9.4943848,4.7471924,9.5985222
Latin America and the Caribbean,1950,,,0
Latin America and the Caribbean,1955,13.089588,6.5447936,
Latin America and the Caribbean,1960,13.2672,6.6335998,
Latin America and the Caribbean,1965,11.270416,5.6352081,
Latin America and the Caribbean,1970,10.473597,5.2367983,
Latin America and the Caribbean,1975,9.8304024,4.9152007,
Latin America and the Caribbean,1980,8.8895874,4.4447937,
Latin America and the Caribbean,1985,8.745594,4.3727965,
Latin America and the Caribbean,1990,8.347229,4.1736145,
Latin America and the Caribbean,1995,9.2255859,4.612793,
Latin America and the Caribbean,2000,9.1391964,4.5695982,
Latin America and the Caribbean,2005,7.0943851,3.5471923,
Latin America and the Caribbean,2010,5.9616213,2.9808106,
Latin America and the Caribbean,2015,5.3856077,2.6928039,9.2861547
Latvia,1950,,,0
Latvia,1955,27.494402,13.747202,
Latvia,1960,18.23518,9.11759,
Latvia,1965,6.2832279,3.1416137,
Latvia,1970,-.85440677,-.42720336,
Latvia,1975,-4.5648193,-2.2824097,
Latvia,1980,-2.755188,-1.377594,
Latvia,1985,5.4143925,2.707196,
Latvia,1990,-4.2959843,-2.1479919,
Latvia,1995,-5.8751955,-2.9375978,
Latvia,2000,9.1103764,4.5551882,
Latvia,2005,6.7391968,3.3695984,
Latvia,2010,7.7184086,3.8592041,
Latvia,2015,8.1264038,4.0632019,5.4443073
Least developed countries,1950,,,0
Least developed countries,1955,11.553608,5.7768035,
Least developed countries,1960,11.2992,5.6496,
Least developed countries,1965,11.409595,5.7047973,
Least developed countries,1970,7.8671994,3.9335999,
Least developed countries,1975,5.3856077,2.6928039,
Least developed countries,1980,11.428802,5.7144012,
Least developed countries,1985,12.177593,6.0887971,
Least developed countries,1990,5.7119932,2.8559966,
Least developed countries,1995,7.1136112,3.5568054,
Least developed countries,2000,11.937597,5.9687986,
Least developed countries,2005,14.836799,7.4183989,
Least developed countries,2010,15.5664,7.7832003,
Least developed countries,2015,11.303997,5.651999,10.584001
Lebanon,1950,,,0
Lebanon,1955,9.2208061,4.6104035,
Lebanon,1960,8.4479923,4.2239962,
Lebanon,1965,6.9216061,3.4608033,
Lebanon,1970,6.5184078,3.2592041,
Lebanon,1975,5.3567867,2.6783936,
Lebanon,1980,3.705615,1.8528076,
Lebanon,1985,4.5551882,2.2775941,
Lebanon,1990,6.3264041,3.1632018,
Lebanon,1995,8.8751945,4.4375978,
Lebanon,2000,11.404797,5.7023988,
Lebanon,2005,11.227222,5.6136107,
Lebanon,2010,7.8911862,3.9455934,
Lebanon,2015,4.6991825,2.349591,7.3192606
Lesotho,1950,,,0
Lesotho,1955,12.5664,6.2832003,
Lesotho,1960,14.251209,7.1256042,
Lesotho,1965,7.9775944,3.9887969,
Lesotho,1970,3.7103941,1.8551972,
Lesotho,1975,8.9232063,4.4616027,
Lesotho,1980,13.972797,6.9863982,
Lesotho,1985,12.422405,6.2112031,
Lesotho,1990,13.492805,6.7464018,
Lesotho,1995,-11.059204,-5.5296021,
Lesotho,2000,-40.785606,-20.392803,
Lesotho,2005,-9.0431938,-4.5215974,
Lesotho,2010,20.664001,10.332001,
Lesotho,2015,14.011193,7.0055971,4.7003074
Less developed regions,1950,,,0
Less developed regions,1955,11.548809,5.774405,
Less developed regions,1960,9.2495918,4.6247954,
Less developed regions,1965,18.777596,9.3887968,
Less developed regions,1970,22.339214,11.169607,
Less developed regions,1975,13.579193,6.7895966,
Less developed regions,1980,10.943995,5.4719973,
Less developed regions,1985,9.2687988,4.6343994,
Less developed regions,1990,7.0560055,3.528003,
Less developed regions,1995,5.5487919,2.7743957,
Less developed regions,2000,7.01759,3.5087953,
Less developed regions,2005,8.8032341,4.4016175,
Less developed regions,2010,8.9759769,4.4879885,
Less developed regions,2015,7.1664181,3.5832093,10.790401
"Less developed regions, excluding China",1950,,,0
"Less developed regions, excluding China",1955,14.875195,7.4375978,
"Less developed regions, excluding China",1960,14.956806,7.4784026,
"Less developed regions, excluding China",1965,14.049591,7.0247955,
"Less developed regions, excluding China",1970,12.345612,6.1728058,
"Less developed regions, excluding China",1975,11.519989,5.7599945,
"Less developed regions, excluding China",1980,11.31361,5.6568055,
"Less developed regions, excluding China",1985,9.5855904,4.7927947,
"Less developed regions, excluding China",1990,7.9200077,3.9600036,
"Less developed regions, excluding China",1995,7.0367985,3.518399,
"Less developed regions, excluding China",2000,7.2480106,3.6240051,
"Less developed regions, excluding China",2005,8.774395,4.387198,
"Less developed regions, excluding China",2010,10.065601,5.0328002,
"Less developed regions, excluding China",2015,8.2415771,4.1207886,10.610214
"Less developed regions, excluding least developed countries",1950,,,0
"Less developed regions, excluding least developed countries",1955,11.529602,5.764801,
"Less developed regions, excluding least developed countries",1960,8.9375973,4.4687986,
"Less developed regions, excluding least developed countries",1965,19.939198,9.9695988,
"Less developed regions, excluding least developed countries",1970,24.84481,12.422406,
"Less developed regions, excluding least developed countries",1975,15.369598,7.6847992,
"Less developed regions, excluding least developed countries",1980,11.256006,5.6280031,
"Less developed regions, excluding least developed countries",1985,8.8895874,4.4447937,
"Less developed regions, excluding least developed countries",1990,7.5407963,3.7703979,
"Less developed regions, excluding least developed countries",1995,5.8031979,2.9015992,
"Less developed regions, excluding least developed countries",2000,6.4368167,3.2184081,
"Less developed regions, excluding least developed countries",2005,7.7759762,3.8879883,
"Less developed regions, excluding least developed countries",2010,7.7952023,3.8976014,
"Less developed regions, excluding least developed countries",2015,6.494421,3.2472107,10.970217
Liberia,1950,,,0
Liberia,1955,4.5456114,2.2728057,
Liberia,1960,4.9632015,2.481601,
Liberia,1965,8.8751945,4.4375978,
Liberia,1970,13.123206,6.5616026,
Liberia,1975,16.473595,8.2367983,
Liberia,1980,15.887989,7.943994,
Liberia,1985,6.249609,3.1248047,
Liberia,1990,-.55200803,-.27600402,
Liberia,1995,14.303997,7.151999,
Liberia,2000,10.848011,5.424005,
Liberia,2005,12.61919,6.3095946,
Liberia,2010,21.97921,10.989606,
Liberia,2015,11.404797,5.7023988,10.824739
Libya,1950,,,0
Libya,1955,-1.7135925,-.85679626,
Libya,1960,27.335999,13.667999,
Libya,1965,36.931198,18.465601,
Libya,1970,27.595184,13.797592,
Libya,1975,21.830402,10.915201,
Libya,1980,17.207996,8.6039982,
Libya,1985,11.803198,5.9015989,
Libya,1990,9.0144291,4.5072145,
Libya,1995,6.3743777,3.1871886,
Libya,2000,2.9904051,1.4952027,
Libya,2005,4.2671995,2.1335998,
Libya,2010,1.3487916,.67439574,
Libya,2015,.63841558,.31920776,12.740309
Lithuania,1950,,,0
Lithuania,1955,32.092804,16.046402,
Lithuania,1960,21.168018,10.584009,
Lithuania,1965,10.022388,5.0111938,
Lithuania,1970,2.6783934,1.3391968,
Lithuania,1975,-2.1888061,-1.094403,
Lithuania,1980,-2.1264038,-1.0632019,
Lithuania,1985,3.2832277,1.6416137,
Lithuania,1990,-2.3712158,-1.1856079,
Lithuania,1995,-4.387207,-2.1936035,
Lithuania,2000,5.7552242,2.8776124,
Lithuania,2005,3.4943848,1.7471924,
Lithuania,2010,5.7407961,2.870398,
Lithuania,2015,7.632019,3.8160095,6.2148943
Low-income countries,1950,,,0
Low-income countries,1955,12.984009,6.4920044,
Low-income countries,1960,11.111994,5.5559969,
Low-income countries,1965,10.075195,5.0375977,
Low-income countries,1970,10.718409,5.3592043,
Low-income countries,1975,9.9023991,4.9511995,
Low-income countries,1980,8.2272034,4.1136017,
Low-income countries,1985,7.8719974,3.9359984,
Low-income countries,1990,4.0415955,2.0207977,
Low-income countries,1995,3.7055969,1.8527985,
Low-income countries,2000,9.7775936,4.8887968,
Low-income countries,2005,15.777612,7.8888063,
Low-income countries,2010,18.211193,9.1055965,
Low-income countries,2015,13.540795,6.7703981,10.457354
Lower-middle-income countries,1950,,,0
Lower-middle-income countries,1955,15.4992,7.7496004,
Lower-middle-income countries,1960,15.235199,7.6175995,
Lower-middle-income countries,1965,14.486408,7.2432036,
Lower-middle-income countries,1970,12.379192,6.1895967,
Lower-middle-income countries,1975,11.553608,5.7768035,
Lower-middle-income countries,1980,12.580791,6.2903962,
Lower-middle-income countries,1985,9.8832092,4.9416046,
Lower-middle-income countries,1990,7.7375979,3.8687987,
Lower-middle-income countries,1995,7.4447937,3.7223969,
Lower-middle-income countries,2000,7.2240047,3.6120026,
Lower-middle-income countries,2005,8.3855896,4.1927948,
Lower-middle-income countries,2010,9.1775932,4.5887971,
Lower-middle-income countries,2015,7.3488278,3.6744142,10.687386
Luxembourg,1950,,,0
Luxembourg,1955,6.5471921,3.2735963,
Luxembourg,1960,7.9248047,3.9624023,
Luxembourg,1965,5.4288206,2.7144103,
Luxembourg,1970,2.1071777,1.0535889,
Luxembourg,1975,3.8111937,1.905597,
Luxembourg,1980,6.5328007,3.2664001,
Luxembourg,1985,7.550427,3.7752137,
Luxembourg,1990,6.9935665,3.4967835,
Luxembourg,1995,5.8272219,2.9136109,
Luxembourg,2000,6.1391964,3.0695984,
Luxembourg,2005,5.9328003,2.9664001,
Luxembourg,2010,7.022388,3.5111938,
Luxembourg,2015,6.1391964,3.0695984,5.996676
Macao,1950,,,0
Macao,1955,11.447992,5.7239962,
Macao,1960,12.139215,6.0696077,
Macao,1965,10.689587,5.3447938,
Macao,1970,11.064001,5.5320005,
Macao,1975,12.129601,6.0648012,
Macao,1980,10.01759,5.0087953,
Macao,1985,8.2944221,4.1472106,
Macao,1990,7.6511722,3.8255858,
Macao,1995,7.8192258,3.9096131,
Macao,2000,7.1135745,3.556787,
Macao,2005,5.3568239,2.678412,
Macao,2010,5.6687984,2.8343995,
Macao,2015,4.7807741,2.3903871,8.7825212
Macedonia,1950,,,0
Macedonia,1955,19.363201,9.6816006,
Macedonia,1960,17.073597,8.5367985,
Macedonia,1965,14.443195,7.2215972,
Macedonia,1970,12.763221,6.3816099,
Macedonia,1975,8.2511711,4.125586,
Macedonia,1980,2.9760132,1.4880066,
Macedonia,1985,5.3760128,2.6880066,
Macedonia,1990,6.6815915,3.340796,
Macedonia,1995,4.4544067,2.2272034,
Macedonia,2000,5.6975832,2.8487916,
Macedonia,2005,3.4512084,1.7256043,
Macedonia,2010,3.1008177,1.550409,
Macedonia,2015,4.4015989,2.2007995,8.3102779
Madagascar,1950,,,0
Madagascar,1955,10.48321,5.2416048,
Madagascar,1960,11.659204,5.8296022,
Madagascar,1965,11.467199,5.7335997,
Madagascar,1970,11.615992,5.8079958,
Madagascar,1975,11.15041,5.5752044,
Madagascar,1980,9.1727962,4.5863981,
Madagascar,1985,3.3071959,1.6535981,
Madagascar,1990,6.2831912,3.1415954,
Madagascar,1995,17.342415,8.6712065,
Madagascar,2000,18.571198,9.2855988,
Madagascar,2005,13.089606,6.5448027,
Madagascar,2010,10.444794,5.2223969,
Madagascar,2015,10.324804,5.1624022,11.147078
Malawi,1950,,,0
Malawi,1955,3.5039978,1.7519989,
Malawi,1960,5.3568058,2.6784027,
Malawi,1965,5.1648006,2.5824006,
Malawi,1970,8.0495911,4.0247955,
Malawi,1975,10.771198,5.3855987,
Malawi,1980,9.475214,4.737607,
Malawi,1985,6.1391964,3.0695984,
Malawi,1990,2.5007997,1.2503998,
Malawi,1995,.043194577,.02159729,
Malawi,2000,-.6479919,-.32399598,
Malawi,2005,16.3008,8.1504002,
Malawi,2010,35.601601,17.8008,
Malawi,2015,25.910393,12.955197,9.8591995
Malaysia,1950,,,0
Malaysia,1955,13.992004,6.9960022,
Malaysia,1960,14.707195,7.3535981,
Malaysia,1965,13.007996,6.5039978,
Malaysia,1970,10.891205,5.4456024,
Malaysia,1975,9.3024178,4.6512084,
Malaysia,1980,7.9727783,3.9863892,
Malaysia,1985,6.9024167,3.4512086,
Malaysia,1990,5.9759769,2.9879882,
Malaysia,1995,5.2128296,2.6064148,
Malaysia,2000,4.7375975,2.3687987,
Malaysia,2005,3.182373,1.5911865,
Malaysia,2010,3.5856078,1.792804,
Malaysia,2015,4.4783936,2.2391968,7.9960604
Maldives,1950,,,0
Maldives,1955,4.4591856,2.2295928,
Maldives,1960,11.126404,5.5632019,
Maldives,1965,15.580811,7.7904053,
Maldives,1970,17.270397,8.6351986,
Maldives,1975,19.747192,9.8735962,
Maldives,1980,22.871998,11.435999,
Maldives,1985,20.721607,10.360804,
Maldives,1990,19.01759,9.5087948,
Maldives,1995,20.011211,10.005606,
Maldives,2000,20.966381,10.483191,
Maldives,2005,20.232018,10.11601,
Maldives,2010,9.4127922,4.7063966,
Maldives,2015,4.4640017,2.2320008,15.837046
Mali,1950,,,0
Mali,1955,5.4335995,2.7168,
Mali,1960,3.1631927,1.5815964,
Mali,1965,6.1920047,3.0960021,
Mali,1970,13.9152,6.9576006,
Mali,1975,16.958405,8.4792023,
Mali,1980,18.028786,9.0143919,
Mali,1985,16.766399,8.3831997,
Mali,1990,12.3648,6.1824007,
Mali,1995,3.9696169,1.9848083,
Mali,2000,7.1807919,3.5903962,
Mali,2005,19.142395,9.5711975,
Mali,2010,15.321606,7.6608033,
Mali,2015,10.6992,5.3496003,11.472
Malta,1950,,,0
Malta,1955,7.6271853,3.8135924,
Malta,1960,7.6848264,3.8424134,
Malta,1965,6.9647827,3.4823914,
Malta,1970,6.4320188,3.2160096,
Malta,1975,5.9471922,2.9735961,
Malta,1980,5.5679808,2.7839904,
Malta,1985,5.4576054,2.7288024,
Malta,1990,5.2320194,2.6160095,
Malta,1995,4.8815918,2.4407959,
Malta,2000,4.6751957,2.3375976,
Malta,2005,4.4879885,2.2439942,
Malta,2010,4.3296022,2.1648011,
Malta,2015,4.0512085,2.0256042,5.6414766
Martinique,1950,,,0
Martinique,1955,15.004798,7.5023985,
Martinique,1960,15.043194,7.5215974,
Martinique,1965,13.780811,6.8904052,
Martinique,1970,12.969598,6.4847994,
Martinique,1975,12.134399,6.0671997,
Martinique,1980,11.073597,5.536798,
Martinique,1985,9.9551888,4.9775939,
Martinique,1990,9.0912228,4.5456114,
Martinique,1995,8.4095955,4.2047973,
Martinique,2000,7.9487915,3.9743958,
Martinique,2005,6.55199,3.2759948,
Martinique,2010,5.2656002,2.6328003,
Martinique,2015,5.3616209,2.6808105,10.199263
Mauritania,1950,,,0
Mauritania,1955,12.739197,6.3695984,
Mauritania,1960,16.2672,8.1336002,
Mauritania,1965,15.167999,7.5839996,
Mauritania,1970,11.91361,5.9568052,
Mauritania,1975,11.150391,5.5751953,
Mauritania,1980,13.569599,6.7847991,
Mauritania,1985,12.633599,6.3168001,
Mauritania,1990,7.2144108,3.6072052,
Mauritania,1995,4.8191891,2.4095948,
Mauritania,2000,3.0240049,1.5120026,
Mauritania,2005,3.2640016,1.6320007,
Mauritania,2010,6.0864072,3.0432038,
Mauritania,2015,5.2079954,2.6039977,9.46597
Mauritius,1950,,,0
Mauritius,1955,23.41441,11.707205,
Mauritius,1960,27.959984,13.979993,
Mauritius,1965,17.620808,8.8104038,
Mauritius,1970,3.6719971,1.8359985,
Mauritius,1975,5.9567871,2.9783936,
Mauritius,1980,12.254406,6.1272035,
Mauritius,1985,6.5471921,3.2735963,
Mauritius,1990,5.0112305,2.5056152,
Mauritius,1995,4.3871708,2.1935852,
Mauritius,2000,4.1328001,2.0664001,
Mauritius,2005,5.9808102,2.9904053,
Mauritius,2010,4.8191891,2.4095948,
Mauritius,2015,5.3712158,2.6856079,9.7790775
Mayotte,1950,,,0
Mayotte,1955,26.553606,13.276804,
Mayotte,1960,23.275196,11.637598,
Mayotte,1965,18.671997,9.3359985,
Mayotte,1970,16.243195,8.1215973,
Mayotte,1975,14.083191,7.0415955,
Mayotte,1980,12.312012,6.1560059,
Mayotte,1985,10.814392,5.407196,
Mayotte,1990,9.7200069,4.8600035,
Mayotte,1995,8.9232063,4.4616027,
Mayotte,2000,8.0927849,4.0463929,
Mayotte,2005,7.4063969,3.7031982,
Mayotte,2010,6.9408321,3.4704163,
Mayotte,2015,5.9471922,2.9735961,12.99877
Melanesia,1950,,,0
Melanesia,1955,13.343994,6.6719971,
Melanesia,1960,11.352009,5.6760039,
Melanesia,1965,14.121589,7.0607939,
Melanesia,1970,16.348808,8.1744051,
Melanesia,1975,15.134399,7.5671997,
Melanesia,1980,15.792004,7.8960023,
Melanesia,1985,8.5631828,4.2815919,
Melanesia,1990,4.9200077,2.4600036,
Melanesia,1995,7.4256039,3.7128022,
Melanesia,2000,6.8879886,3.443994,
Melanesia,2005,7.4688168,3.7344086,
Melanesia,2010,5.9184084,2.9592042,
Melanesia,2015,3.9791746,1.9895874,10.096615
Mexico,1950,,,0
Mexico,1955,22.233601,11.1168,
Mexico,1960,18.68161,9.3408051,
Mexico,1965,11.38559,5.6927948,
Mexico,1970,9.1920052,4.5960021,
Mexico,1975,12.28321,6.1416044,
Mexico,1980,12.643177,6.321588,
Mexico,1985,10.790405,5.3952026,
Mexico,1990,9.7248039,4.8624024,
Mexico,1995,9.4079952,4.7039976,
Mexico,2000,7.5264034,3.763202,
Mexico,2005,4.7184086,2.3592041,
Mexico,2010,3.5952024,1.7976013,
Mexico,2015,4.0175905,2.0087953,10.476923
Micronesia,1950,,,0
Micronesia,1955,8.6447945,4.3223968,
Micronesia,1960,9.6144104,4.8072052,
Micronesia,1965,9.5807915,4.7903962,
Micronesia,1970,9.8783932,4.9391966,
Micronesia,1975,10.603199,5.301599,
Micronesia,1980,6.3743954,3.1871979,
Micronesia,1985,2.2560058,1.1280029,
Micronesia,1990,2.7407961,1.3703979,
Micronesia,1995,2.7072144,1.3536072,
Micronesia,2000,2.5152102,1.257605,
Micronesia,2005,3.211194,1.6055969,
Micronesia,2010,2.9423952,1.4711975,
Micronesia,2015,2.3808107,1.1904052,5.6499701
Micronesia (region),1950,,,0
Micronesia (region),1955,7.627203,3.8136017,
Micronesia (region),1960,10.247992,5.1239958,
Micronesia (region),1965,10.579193,5.2895966,
Micronesia (region),1970,10.324804,5.1624022,
Micronesia (region),1975,9.0960026,4.5480013,
Micronesia (region),1980,6.1008182,3.0504088,
Micronesia (region),1985,5.7119751,2.8559875,
Micronesia (region),1990,7.0992184,3.5496094,
Micronesia (region),1995,8.3567867,4.1783934,
Micronesia (region),2000,8.3808098,4.1904054,
Micronesia (region),2005,6.0719967,3.0359986,
Micronesia (region),2010,4.3296022,2.1648011,
Micronesia (region),2015,4.2576046,2.1288025,7.5526161
Middle Africa,1950,,,0
Middle Africa,1955,6.6864071,3.3432038,
Middle Africa,1960,7.3584042,3.6792023,
Middle Africa,1965,7.9775944,3.9887969,
Middle Africa,1970,9.8496094,4.9248047,
Middle Africa,1975,9.1727962,4.5863981,
Middle Africa,1980,7.3968015,3.698401,
Middle Africa,1985,5.8559875,2.9279938,
Middle Africa,1990,3.3600035,1.6800019,
Middle Africa,1995,-.69120479,-.34560242,
Middle Africa,2000,4.9584045,2.4792023,
Middle Africa,2005,16.257607,8.1288023,
Middle Africa,2010,16.641594,8.3207979,
Middle Africa,2015,12.196801,6.0984011,8.2323694
Middle-income countries,1950,,,0
Middle-income countries,1955,12.297601,6.1488008,
Middle-income countries,1960,9.2495918,4.6247954,
Middle-income countries,1965,18.585609,9.2928038,
Middle-income countries,1970,22.079994,11.039996,
Middle-income countries,1975,13.070397,6.5351992,
Middle-income countries,1980,10.516809,5.2584047,
Middle-income countries,1985,9.1439934,4.5719972,
Middle-income countries,1990,6.8015995,3.4007995,
Middle-income countries,1995,4.862421,2.4312103,
Middle-income countries,2000,6.2111936,3.105597,
Middle-income countries,2005,7.9920044,3.9960022,
