Entity,Year,CO2 from gas (CDIAC & GCP (2018)),CO2 from coal (CDIAC & GCP (2018)),CO2 from oil (CDIAC & GCP (2018)),CO2 from cement (CDIAC & GCP (2018)),CO2 from flaring (CDIAC & GCP (2018))
Lesotho,2003,0,1542544,388384,0,0
Lesotho,2004,0,1571856,410368,0,0
Lesotho,2005,0,1597504,414032,0,0
Lesotho,2006,0,1626816,410368,0,0
Lesotho,2007,0,1652464,421360,0,0
Lesotho,2008,0,1681776,443344,0,0
Lesotho,2009,0,1711088,505632,0,0
Lesotho,2010,0,1751392,523952,0,0
Lesotho,2011,0,1777040,553264,0,0
Lesotho,2012,0,1802688,597232,0,0
Lesotho,2013,0,1832000,600896,0,0
Lesotho,2014,0,1857648,611888,0,0
Liberia,1950,0,0,47632,0,0
Liberia,1951,0,0,43968,0,0
Liberia,1952,0,0,54960,0,0
Liberia,1953,0,0,58624,0,0
Liberia,1954,0,0,102592,0,0
Liberia,1955,0,0,58624,0,0
Liberia,1956,0,0,47632,0,0
Liberia,1957,0,0,84272,0,0
Liberia,1958,0,0,161216,0,0
Liberia,1959,0,0,142896,0,0
Liberia,1960,0,0,164880,0,0
Liberia,1961,0,0,161216,0,0
Liberia,1962,0,0,252816,0,0
Liberia,1963,0,0,355408,0,0
Liberia,1964,0,0,483648,0,0
Liberia,1965,0,0,556928,0,0
Liberia,1966,0,0,611888,0,0
Liberia,1967,0,0,611888,0,0
Liberia,1968,0,0,857376,25648,0
Liberia,1969,0,0,1234768,36640,0
Liberia,1970,0,0,1406976,43968,0
Liberia,1971,0,0,1480256,43968,0
Liberia,1972,0,0,1461936,43968,0
Liberia,1973,0,0,1436288,43968,0
Liberia,1974,0,0,1678112,43968,0
Liberia,1975,0,0,1439952,43968,0
Liberia,1976,0,0,1425296,51296,0
Liberia,1977,0,0,1421632,51296,0
Liberia,1978,0,0,1439952,65952,0
Liberia,1979,0,0,1875968,69616,0
Liberia,1980,0,0,1989552,51296,0
Liberia,1981,0,0,1894288,43968,0
Liberia,1982,0,0,560592,40304,0
Liberia,1983,0,0,666848,43968,0
Liberia,1984,0,0,659520,40304,0
Liberia,1985,0,0,674176,47632,0
Liberia,1986,0,0,681504,47632,0
Liberia,1987,0,0,714480,51296,0
Liberia,1988,0,0,765776,51296,0
Liberia,1989,0,0,622880,43968,0
Liberia,1990,0,0,447008,25648,0
Liberia,1991,0,0,278464,0,0
Liberia,1992,0,0,278464,3664,0
Liberia,1993,0,0,311440,3664,0
Liberia,1994,0,0,311440,0,0
Liberia,1995,0,0,322432,3664,0
Liberia,1996,0,0,329760,7328,0
Liberia,1997,0,0,344416,3664,0
Liberia,1998,0,0,370064,3664,0
Liberia,1999,0,0,384720,7328,0
Liberia,2000,0,0,384720,36640,0
Liberia,2001,0,0,458000,32976,0
Liberia,2002,0,0,461664,25648,0
Liberia,2003,0,0,509296,10992,0
Liberia,2004,0,0,556928,58624,0
Liberia,2005,0,0,652192,73280,0
Liberia,2006,0,0,670512,76944,0
Liberia,2007,0,0,589904,76944,0
Liberia,2008,0,0,516624,47632,0
Liberia,2009,0,0,479984,36640,0
Liberia,2010,0,0,754784,36640,0
Liberia,2011,0,0,850048,40304,0
Liberia,2012,0,0,963632,62288,0
Liberia,2013,0,0,861040,95264,0
Liberia,2014,0,0,787760,146560,0
Libya,1950,0,14656,128240,0,0
Libya,1951,0,14656,153888,0,0
Libya,1952,0,14656,146560,0,0
Libya,1953,0,25648,223504,0,0
Libya,1954,0,69616,230832,0,0
Libya,1955,0,197856,230832,0,0
Libya,1956,0,91600,238160,0,0
Libya,1957,0,80608,230832,0,0
Libya,1958,0,95264,252816,0,0
Libya,1959,0,80608,348080,0,0
Libya,1960,0,87936,604560,0,0
Libya,1961,0,102592,1095536,0,0
Libya,1962,0,14656,1029584,0,0
Libya,1963,0,25648,1439952,0,0
Libya,1964,0,3664,655856,0,0
Libya,1965,0,18320,996608,0,0
Libya,1966,0,0,2627088,0,0
Libya,1967,0,3664,2443888,0,16040992
Libya,1968,0,10992,2964176,0,27142912
Libya,1969,0,3664,6441312,32976,29044528
Libya,1970,0,0,2846928,47632,29410928
Libya,1971,0,3664,2634416,36640,18953872
Libya,1972,0,3664,3195008,29312,11992272
Libya,1973,0,0,4195280,40304,10336144
Libya,1974,0,0,4730224,241824,4367488
Libya,1975,0,0,5466688,307776,5796448
Libya,1976,0,0,9152672,747456,7998512
Libya,1977,0,0,10819792,1245760,8170720
Libya,1978,1494912,0,9944096,1593840,8189040
Libya,1979,2337632,0,13069488,1593840,9013440
Libya,1980,2319312,3664,14198000,1593840,8771616
Libya,1981,3356224,3664,19375232,1593840,4459088
Libya,1982,1388656,3664,21778816,1989552,5576608
Libya,1983,3729952,3664,20456112,2487856,3711632
Libya,1984,5616912,3664,17583536,2982496,2414576
Libya,1985,6298416,3664,20298560,3253632,1538880
Libya,1986,8848560,3664,17605520,1033248,6540240
Libya,1987,7939888,3664,19019824,1344688,4231920
Libya,1988,8342928,3664,21701872,1355680,4961056
Libya,1989,10691552,10992,20906784,1355680,4327184
Libya,1990,9273584,14656,18906240,1344688,7214416
Libya,1991,9273584,14656,25285264,1179808,7078848
Libya,1992,9214960,14656,22929312,1146832,3924144
Libya,1993,8896192,10992,25530752,1146832,3326912
Libya,1994,9178320,14656,29605120,1894288,3403856
Libya,1995,9064736,14656,31880464,1601168,3425840
Libya,1996,9757232,14656,29099488,1769712,3480800
Libya,1997,10189584,14656,29923888,1256752,3557744
Libya,1998,10189584,0,31092704,1494912,2663728
Libya,1999,7925232,0,32598608,1494912,2564800
Libya,2000,9497088,0,33430336,1494912,2652736
Libya,2001,10076000,0,33873680,1494912,2616096
Libya,2002,10431408,0,33118896,1645136,2597776
Libya,2003,10563312,0,34243744,1744064,2575792
Libya,2004,12864304,0,33928640,1795360,1729408
Libya,2005,11039632,0,34254736,1802688,4972048
Libya,2006,12050896,3664,32800128,2641744,5730496
Libya,2007,12105856,0,29619776,2594112,5594928
Libya,2008,12574848,0,33067600,2744336,7577152
Libya,2009,11233824,0,37182272,3238976,6272768
Libya,2010,13197728,0,38526960,3488128,6701456
Libya,2011,10167600,0,25252288,1744064,2506176
Libya,2012,10709872,0,33390032,996608,7544176
Libya,2013,13271008,0,35705680,996608,6247120
Libya,2014,11105584,0,36218640,996608,8628720
Liechtenstein,2007,62288,0,0,0,0
Liechtenstein,2008,62288,0,0,0,0
Liechtenstein,2009,51296,0,0,0,0
Liechtenstein,2010,54960,0,0,0,0
Liechtenstein,2011,47632,0,0,0,0
Liechtenstein,2012,47632,0,0,0,0
Liechtenstein,2013,51296,0,0,0,0
Liechtenstein,2014,43968,0,0,0,0
Lithuania,1992,5741488,1824672,13820608,747456,0
Lithuania,1993,3568736,1630480,11787088,498304,0
Lithuania,1994,3960784,1352016,11666176,366400,0
Lithuania,1995,4642288,1077216,10149280,322432,0
Lithuania,1996,4961056,985616,9423808,348080,0
Lithuania,1997,4580000,787760,9603344,355408,0
Lithuania,1998,4012080,670512,11109248,392048,0
Lithuania,1999,4176960,564256,8603072,333424,0
Lithuania,2000,4785184,377392,6705120,285792,0
Lithuania,2001,4909760,340752,7360976,263808,0
Lithuania,2002,4964720,556928,7306016,300448,0
Lithuania,2003,5386080,714480,6419328,296784,0
Lithuania,2004,5371424,696160,6793056,373728,0
Lithuania,2005,5668208,765776,7042208,414032,0
Lithuania,2006,5616912,1044240,6954272,531280,0
Lithuania,2007,6617184,981952,7005568,549600,0
Lithuania,2008,5939344,831728,7690736,534944,0
Lithuania,2009,4990368,652192,6576880,289456,0
Lithuania,2010,5701184,802416,6540240,414032,0
Lithuania,2011,6221472,916000,6144528,494640,0
Lithuania,2012,6074912,897680,6342384,505632,0
Lithuania,2013,4953728,1025920,6115216,534944,0
Lithuania,2014,4722896,868368,6785728,450672,0
Luxembourg,1945,0,0,0,25648,0
Luxembourg,1946,0,0,0,36640,0
Luxembourg,1947,0,0,0,43968,0
Luxembourg,1948,0,0,0,51296,0
Luxembourg,1949,0,0,0,58624,0
Luxembourg,1950,0,7181440,172208,65952,0
Luxembourg,1951,0,8734976,208848,65952,0
Luxembourg,1952,0,9127024,216176,54960,0
Luxembourg,1953,0,8335600,245488,73280,0
Luxembourg,1954,0,8405216,300448,76944,0
Luxembourg,1955,0,9438464,366400,76944,0
Luxembourg,1956,0,9859824,428688,80608,0
Luxembourg,1957,0,10292176,447008,95264,0
Luxembourg,1958,0,9456784,531280,98928,0
Luxembourg,1959,0,9760896,564256,95264,0
Luxembourg,1960,0,10753840,648528,106256,0
Luxembourg,1961,0,10695216,773104,113584,0
Luxembourg,1962,0,10229888,1198128,113584,0
Luxembourg,1963,0,9610672,1725744,102592,0
Luxembourg,1964,0,10119968,2077488,102592,0
Luxembourg,1965,0,9607008,2476864,109920,0
Luxembourg,1966,10992,8665360,2832272,106256,0
Luxembourg,1967,7328,8115760,3136384,91600,0
Luxembourg,1968,10992,8698336,3458816,95264,0
Luxembourg,1969,18320,9247936,3814224,102592,0
Luxembourg,1970,47632,9486096,4081696,120912,0
Luxembourg,1971,62288,8793600,4202608,131904,0
Luxembourg,1972,267472,8669024,4393136,153888,0
Luxembourg,1973,501968,8588416,4891440,179536,0
Luxembourg,1974,670512,9225952,4319856,183200,0
Luxembourg,1975,784096,7009232,3869184,172208,0
Luxembourg,1976,897680,6620848,4162304,150224,0
Luxembourg,1977,945312,5690192,4136656,146560,0
Luxembourg,1978,1040576,6466960,4176960,153888,0
Luxembourg,1979,1080880,7097168,3777584,157552,0
Luxembourg,1980,970960,6910304,2975168,161216,0
Luxembourg,1981,743792,5635232,2872576,172208,0
Luxembourg,1982,622880,5206544,2850592,172208,0
Luxembourg,1983,593568,4785184,2729680,175872,0
Luxembourg,1984,637536,5444704,2671056,168544,0
Luxembourg,1985,692496,5430048,2890896,146560,0
Luxembourg,1986,692496,4953728,3162032,194192,0
Luxembourg,1987,784096,4023072,3598048,252816,0
Luxembourg,1988,813408,4154976,3674992,282128,0
Luxembourg,1989,926992,4352832,4078032,293120,0
Luxembourg,1990,981952,4290544,4404128,315104,0
Luxembourg,1991,1022256,4048720,5191888,344416,0
Luxembourg,1992,1066224,3825216,5371424,300448,0
Luxembourg,1993,1106528,3938800,5378752,359072,0
Luxembourg,1994,1117520,3429504,5279824,355408,0
Luxembourg,1995,1275072,1945584,4733888,355408,0
Luxembourg,1996,1399648,1839328,4858464,333424,0
Luxembourg,1997,1432624,1183472,4975712,340752,0
Luxembourg,1998,1447280,425024,5129600,348080,0
Luxembourg,1999,1502240,428688,5382416,370064,0
Luxembourg,2000,1535216,476320,5847744,373728,0
Luxembourg,2001,1707424,520288,6203152,362736,0
Luxembourg,2002,2440224,311440,6291088,362736,0
Luxembourg,2003,2469536,241824,6826032,355408,0
Luxembourg,2004,2737008,348080,7775008,395712,0
Luxembourg,2005,2693040,333424,8134080,377392,0
Luxembourg,2006,2813952,395712,7679744,450672,0
Luxembourg,2007,2627088,326096,7518528,538608,0
Luxembourg,2008,2502512,315104,7569824,542272,0
Luxembourg,2009,2546480,289456,7053200,498304,0
Luxembourg,2010,2737008,285792,7397616,538608,0
Luxembourg,2011,2363280,219840,7690736,655856,0
Luxembourg,2012,2403584,205184,7459904,586240,0
Luxembourg,2013,2037184,179536,7342656,487312,0
Luxembourg,2014,1930928,201520,6972592,549600,0
Macao,1954,0,7328,10992,0,0
Macao,1955,0,3664,14656,0,0
Macao,1956,0,7328,18320,0,0
Macao,1957,0,10992,18320,0,0
Macao,1958,0,14656,14656,0,0
Macao,1959,0,14656,25648,0,0
Macao,1960,0,14656,36640,0,0
Macao,1961,0,18320,51296,0,0
Macao,1962,0,14656,84272,0,0
Macao,1963,0,18320,87936,0,0
Macao,1964,0,14656,113584,0,0
Macao,1965,0,10992,120912,0,0
Macao,1966,0,10992,139232,0,0
Macao,1967,0,10992,153888,0,0
Macao,1968,0,10992,157552,0,0
Macao,1969,0,7328,161216,0,0
Macao,1970,0,14656,194192,0,0
Macao,1971,0,7328,216176,0,0
Macao,1972,0,3664,227168,0,0
Macao,1973,0,3664,216176,0,0
Macao,1974,0,3664,260144,0,0
Macao,1975,0,7328,289456,0,0
Macao,1976,0,3664,249152,0,0
Macao,1977,0,3664,307776,0,0
Macao,1978,0,3664,410368,0,0
Macao,1979,0,0,414032,0,0
Macao,1980,0,10992,516624,0,0
Macao,1981,0,3664,534944,0,0
Macao,1982,0,3664,479984,0,0
Macao,1983,0,3664,677840,0,0
Macao,1984,0,3664,600896,0,0
Macao,1985,0,0,732800,0,0
Macao,1986,0,0,875696,0,0
Macao,1987,0,0,970960,0,0
Macao,1988,0,0,963632,0,0
Macao,1989,0,0,1029584,0,0
Macao,1990,0,0,1033248,0,0
Macao,1991,0,0,1091872,0,0
Macao,1992,0,0,1080880,0,0
Macao,1993,0,0,1179808,0,0
Macao,1994,0,0,1271408,0,0
Macao,1995,0,0,1231104,0,0
Macao,1996,0,0,1406976,0,0
Macao,1997,0,0,1487584,0,0
Macao,1998,0,0,1557200,0,0
Macao,1999,0,0,1516896,0,0
Macao,2000,0,0,1630480,0,0
Macao,2001,0,0,1685440,0,0
Macao,2002,0,0,1516896,0,0
Macao,2003,0,0,1531552,0,0
Macao,2004,0,0,1714752,0,0
Macao,2005,0,0,1828336,0,0
Macao,2006,0,0,1619488,0,0
Macao,2007,0,0,1535216,0,0
Macao,2008,157552,0,1179808,0,0
Macao,2009,179536,3664,1890624,0,0
Macao,2010,296784,0,1110192,0,0
Macao,2011,142896,0,1308048,0,0
Macao,2012,0,0,1311712,0,0
Macao,2013,0,0,1179808,0,0
Macao,2014,113584,0,1172480,0,0
Macedonia,1992,0,7199760,3308592,256480,0
Macedonia,1993,0,7577152,2506176,249152,0
Macedonia,1994,0,7903248,2315648,241824,0
Macedonia,1995,0,8141408,2429232,260144,0
Macedonia,1996,0,7917904,3572400,245488,0
Macedonia,1997,0,7397616,2978832,249152,0
Macedonia,1998,40304,9607008,2733344,230832,0
Macedonia,1999,76944,8694672,2685712,260144,0
Macedonia,2000,124576,8819248,2817616,293120,0
Macedonia,2001,164880,9211296,2297328,315104,0
Macedonia,2002,172208,7892256,2561136,300448,0
Macedonia,2003,150224,8236672,2528160,381056,0
Macedonia,2004,135568,8079120,2597776,373728,0
Macedonia,2005,142896,8002176,2682048,443344,0
Macedonia,2006,153888,7448912,2865248,461664,0
Macedonia,2007,194192,5723168,3096080,472656,0
Macedonia,2008,223504,5935680,2777312,458000,0
Macedonia,2009,146560,5276160,2810288,454336,0
Macedonia,2010,219840,5224864,2744336,410368,0
Macedonia,2011,252816,5818432,2835936,487312,0
Macedonia,2012,260144,5525312,2832272,340752,0
Macedonia,2013,296784,4558016,2605104,381056,0
Macedonia,2014,252816,4312528,2597776,340752,0
Madagascar,1933,0,0,0,3664,0
Madagascar,1934,0,0,0,7328,0
Madagascar,1935,0,0,0,3664,0
Madagascar,1945,0,7328,0,0,0
Madagascar,1947,0,0,0,3664,0
Madagascar,1948,0,0,0,3664,0
Madagascar,1949,0,0,0,3664,0
Madagascar,1950,0,161216,139232,3664,0
Madagascar,1951,0,69616,172208,3664,0
Madagascar,1952,0,109920,197856,0,0
Madagascar,1953,0,25648,230832,0,0
Madagascar,1954,0,43968,245488,0,0
Madagascar,1955,0,25648,274800,0,0
Madagascar,1956,0,10992,307776,0,0
Madagascar,1957,0,10992,304112,0,0
Madagascar,1958,0,29312,344416,0,0
Madagascar,1959,0,32976,340752,0,0
Madagascar,1960,0,47632,351744,0,0
Madagascar,1961,0,14656,344416,0,0
Madagascar,1962,0,14656,373728,7328,0
Madagascar,1963,0,40304,399376,21984,0
Madagascar,1964,0,32976,425024,21984,0
Madagascar,1965,0,40304,498304,18320,0
Madagascar,1966,0,40304,512960,25648,0
Madagascar,1967,0,43968,769440,29312,0
Madagascar,1968,0,54960,824400,32976,0
Madagascar,1969,0,51296,762112,36640,0
Madagascar,1970,0,54960,879360,36640,0
Madagascar,1971,0,62288,930656,36640,0
Madagascar,1972,0,54960,1198128,32976,0
Madagascar,1973,0,32976,1007600,36640,0
Madagascar,1974,0,36640,1121184,29312,0
Madagascar,1975,0,51296,1612160,29312,0
Madagascar,1976,0,54960,897680,36640,0
Madagascar,1977,0,43968,776768,25648,0
Madagascar,1978,0,32976,952640,32976,0
Madagascar,1979,0,69616,1025920,36640,0
Madagascar,1980,0,65952,1516896,29312,0
Madagascar,1981,0,73280,934320,18320,0
Madagascar,1982,0,73280,919664,18320,0
Madagascar,1983,0,73280,556928,18320,0
Madagascar,1984,0,18320,831728,18320,0
Madagascar,1985,0,10992,1025920,18320,0
Madagascar,1986,0,47632,1073552,18320,0
Madagascar,1987,0,32976,1231104,25648,0
Madagascar,1988,0,51296,1216448,25648,0
Madagascar,1989,0,32976,864704,29312,0
Madagascar,1990,0,32976,886688,29312,0
Madagascar,1991,0,32976,970960,29312,0
Madagascar,1992,0,32976,941648,29312,0
Madagascar,1993,0,36640,963632,29312,0
Madagascar,1994,0,32976,1216448,18320,0
Madagascar,1995,0,25648,1216448,18320,0
Madagascar,1996,0,25648,1311712,21984,0
Madagascar,1997,0,32976,1597504,18320,0
Madagascar,1998,0,32976,1681776,21984,0
Madagascar,1999,0,21984,1875968,21984,0
Madagascar,2000,0,25648,1817344,25648,0
Madagascar,2001,0,25648,1685440,25648,0
Madagascar,2002,0,25648,1194464,14656,0
Madagascar,2003,0,25648,1575520,98928,0
Madagascar,2004,0,25648,1696432,84272,0
Madagascar,2005,0,43968,1623152,73280,0
Madagascar,2006,0,40304,1568192,73280,0
Madagascar,2007,0,25648,1648800,135568,0
Madagascar,2008,0,32976,1773376,80608,0
Madagascar,2009,0,36640,1663456,69616,0
Madagascar,2010,0,106256,1769712,80608,0
Madagascar,2011,0,406704,1832000,98928,0
Madagascar,2012,0,696160,1894288,113584,0
Madagascar,2013,0,1128512,1872304,113584,0
Madagascar,2014,0,1018592,1930928,120912,0
Malawi,1964,0,164880,150224,14656,0
Malawi,1965,0,179536,153888,14656,0
Malawi,1966,0,208848,197856,21984,0
Malawi,1967,0,142896,201520,21984,0
Malawi,1968,0,128240,234496,29312,0
Malawi,1969,0,84272,256480,36640,0
Malawi,1970,0,117248,304112,32976,0
Malawi,1971,0,120912,348080,32976,0
Malawi,1972,0,139232,366400,36640,0
Malawi,1973,0,150224,381056,43968,0
Malawi,1974,0,139232,366400,43968,0
Malawi,1975,0,186864,340752,51296,0
Malawi,1976,0,164880,373728,43968,0
Malawi,1977,0,150224,439680,47632,0
Malawi,1978,0,146560,468992,51296,0
Malawi,1979,0,91600,498304,51296,0
Malawi,1980,0,172208,494640,43968,0
Malawi,1981,0,128240,439680,40304,0
Malawi,1982,0,161216,406704,25648,0
Malawi,1983,0,117248,421360,36640,0
Malawi,1984,0,109920,410368,36640,0
Malawi,1985,0,87936,443344,29312,0
Malawi,1986,0,73280,443344,36640,0
Malawi,1987,0,73280,436016,36640,0
Malawi,1988,0,43968,465328,32976,0
Malawi,1989,0,29312,498304,36640,0
Malawi,1990,0,179536,516624,47632,0
Malawi,1991,0,164880,575248,58624,0
Malawi,1992,0,168544,571584,54960,0
Malawi,1993,0,179536,648528,62288,0
Malawi,1994,0,179536,670512,62288,0
Malawi,1995,0,175872,674176,69616,0
Malawi,1996,0,186864,681504,43968,0
Malawi,1997,0,190528,685168,87936,0
Malawi,1998,0,186864,685168,65952,0
Malawi,1999,0,142896,707152,91600,0
Malawi,2000,0,168544,622880,76944,0
Malawi,2001,0,120912,648528,91600,0
Malawi,2002,0,179536,611888,54960,0
Malawi,2003,0,168544,666848,80608,0
Malawi,2004,0,161216,710816,58624,0
Malawi,2005,0,157552,633872,84272,0
Malawi,2006,0,157552,659520,95264,0
Malawi,2007,0,157552,633872,91600,0
Malawi,2008,0,150224,787760,117248,0
Malawi,2009,0,139232,688832,117248,0
Malawi,2010,0,168544,879360,95264,0
Malawi,2011,0,245488,831728,102592,0
Malawi,2012,0,216176,795088,84272,0
Malawi,2013,0,219840,839056,161216,0
Malawi,2014,0,201520,850048,223504,0
Malaysia,1890,0,7328,0,0,0
Malaysia,1891,0,18320,0,0,0
Malaysia,1892,0,47632,0,0,0
Malaysia,1893,0,10992,0,0,0
Malaysia,1894,0,47632,0,0,0
Malaysia,1895,0,109920,0,0,0
Malaysia,1896,0,124576,0,0,0
Malaysia,1897,0,91600,0,0,0
Malaysia,1898,0,128240,0,0,0
Malaysia,1899,0,120912,0,0,0
Malaysia,1900,0,58624,0,0,0
Malaysia,1901,0,47632,0,0,0
Malaysia,1902,0,51296,0,0,0
Malaysia,1903,0,51296,0,0,0
Malaysia,1904,0,32976,0,0,0
Malaysia,1905,0,40304,0,0,0
Malaysia,1906,0,36640,0,0,0
Malaysia,1907,0,87936,0,0,0
Malaysia,1908,0,91600,0,0,0
Malaysia,1909,0,168544,0,0,0
Malaysia,1910,0,234496,0,0,0
Malaysia,1911,0,0,0,0,0
Malaysia,1912,0,0,18320,0,0
Malaysia,1913,0,0,62288,0,0
Malaysia,1914,0,3664,142896,0,0
Malaysia,1915,0,32976,172208,0,0
Malaysia,1916,0,271136,278464,0,0
Malaysia,1917,0,410368,238160,0,0
Malaysia,1918,0,447008,223504,0,0
Malaysia,1919,0,505632,263808,0,0
Malaysia,1920,0,659520,450672,0,0
Malaysia,1921,0,795088,622880,0,0
Malaysia,1922,0,747456,1256752,0,0
Malaysia,1923,0,842720,1740400,0,0
Malaysia,1924,0,989280,1846656,0,0
Malaysia,1925,0,1080880,1879632,0,0
Malaysia,1926,0,1212784,2187408,0,0
Malaysia,1927,0,1194464,2183744,0,0
Malaysia,1928,0,1502240,2304656,0,0
Malaysia,1929,0,1784368,2330304,0,0
Malaysia,1930,0,1524224,2143440,0,0
Malaysia,1931,0,1084544,1623152,0,0
Malaysia,1932,0,747456,1047904,0,0
Malaysia,1933,0,589904,1000272,0,0
Malaysia,1934,0,868368,864704,0,0
Malaysia,1935,0,1014928,791424,0,0
Malaysia,1936,0,1355680,692496,0,0
Malaysia,1937,0,1692768,652192,0,0
Malaysia,1938,0,1289728,622880,0,0
Malaysia,1939,0,1187136,516624,0,0
Malaysia,1940,0,2106800,461664,0,0
Malaysia,1941,0,1850320,329760,0,0
Malaysia,1942,0,659520,0,0,0
Malaysia,1943,0,1319040,0,0,0
Malaysia,1944,0,1102864,0,0,0
Malaysia,1945,0,611888,0,0,0
Malaysia,1946,0,604560,0,0,0
Malaysia,1947,0,611888,76944,0,0
Malaysia,1948,0,1011264,142896,0,0
Malaysia,1949,0,1044240,179536,0,0
Malaysia,1957,0,47632,2876240,54960,0
Malaysia,1958,0,10992,3176688,54960,0
Malaysia,1959,0,51296,2476864,95264,0
Malaysia,1960,0,91600,3330576,142896,0
Malaysia,1961,0,98928,3733616,164880,0
Malaysia,1962,0,87936,3821552,161216,0
Malaysia,1963,0,91600,4693584,179536,0
Malaysia,1964,0,76944,6115216,230832,0
Malaysia,1965,0,58624,6052928,370064,0
Malaysia,1966,0,62288,7199760,425024,0
Malaysia,1967,0,47632,8009504,414032,0
Malaysia,1968,0,47632,7994848,465328,0
Malaysia,1969,0,58624,8976800,483648,0
Malaysia,1970,43968,62288,13761984,512960,212512
Malaysia,1971,164880,153888,14982096,545936,817072
Malaysia,1972,227168,32976,15912752,578912,1143168
Malaysia,1973,227168,128240,15363152,637536,1143168
Malaysia,1974,476320,161216,15330176,681504,2385264
Malaysia,1975,575248,69616,15187280,721808,2876240
Malaysia,1976,681504,95264,18803648,868368,3422176
Malaysia,1977,626544,117248,17829024,886688,3132720
Malaysia,1978,106256,91600,19195696,1095536,2729680
Malaysia,1979,117248,135568,22295440,1128512,3579728
Malaysia,1980,139232,205184,23028240,1168816,3429504
Malaysia,1981,153888,384720,26127984,1410640,2722352
Malaysia,1982,168544,355408,25325568,1557200,3140048
Malaysia,1983,740128,992944,30535776,1608496,4063376
Malaysia,1984,1645136,1091872,25691968,1729408,4506720
Malaysia,1985,3385536,1439952,27699840,1557200,2125120
Malaysia,1986,6532912,1062560,27967312,1777040,2608768
Malaysia,1987,7676080,1300720,28058912,1652464,2040848
Malaysia,1988,6444976,1161488,30444176,1879632,2758992
Malaysia,1989,6891984,4803504,32345792,2388928,3411184
Malaysia,1990,6837024,5411728,38307120,2931200,3063104
Malaysia,1991,13292992,6071248,42194624,3711632,3260960
Malaysia,1992,16004352,6324064,45565504,4169632,3176688
Malaysia,1993,22027968,5386080,54260176,4382144,5591264
Malaysia,1994,22390704,6232464,55154192,4946400,5213872
Malaysia,1995,42007760,6331392,61928928,5338448,5422720
Malaysia,1996,36251616,7738368,69509744,6151856,5620576
Malaysia,1997,35441872,6375360,70770160,6313072,5818432
Malaysia,1998,35940176,6283760,59701216,5180896,6987248
Malaysia,1999,37959040,5206544,52823888,5034336,6822368
Malaysia,2000,49672848,7873936,56462240,5704848,5917360
Malaysia,2001,48580976,9929440,64438768,6888320,5668208
Malaysia,2002,49024320,12545536,59217568,7144800,5697520
Malaysia,2003,61881296,18213744,63445824,8592080,5994304
Malaysia,2004,59217568,31719248,60584240,7818976,4352832
Malaysia,2005,64079696,26109664,60972624,8899856,14282272
Malaysia,2006,69546384,26626288,50544880,9167328,11684496
Malaysia,2007,65439040,29934880,69674624,9705936,9911120
Malaysia,2008,72631472,38035984,71169536,9782880,12241424
Malaysia,2009,65442704,46591424,65303472,9694944,11680832
Malaysia,2010,60807744,55337392,73301984,9848832,19001504
Malaysia,2011,64783184,55542576,72525216,10563312,16806768
Malaysia,2012,66289088,59869760,75273216,10827120,6272768
Malaysia,2013,75317184,57990128,86675584,10691552,5642560
Malaysia,2014,78405936,57865552,89555488,10962688,5829424
Maldives,1971,0,0,3664,0,0
Maldives,1972,0,0,3664,0,0
Maldives,1973,0,0,3664,0,0
Maldives,1974,0,0,3664,0,0
Maldives,1975,0,0,7328,0,0
Maldives,1976,0,0,10992,0,0
Maldives,1977,0,0,14656,0,0
Maldives,1978,0,0,21984,0,0
Maldives,1979,0,0,29312,0,0
Maldives,1980,0,0,43968,0,0
Maldives,1981,0,0,47632,0,0
Maldives,1982,0,0,47632,0,0
Maldives,1983,0,0,51296,0,0
Maldives,1984,0,0,58624,0,0
Maldives,1985,0,0,65952,0,0
Maldives,1986,0,0,80608,0,0
Maldives,1987,0,0,80608,0,0
Maldives,1988,0,0,95264,0,0
Maldives,1989,0,0,124576,0,0
Maldives,1990,0,0,172208,0,0
Maldives,1991,0,0,153888,0,0
Maldives,1992,0,0,230832,0,0
Maldives,1993,0,0,197856,0,0
Maldives,1994,0,0,197856,0,0
Maldives,1995,0,0,249152,0,0
Maldives,1996,0,0,289456,0,0
Maldives,1997,0,0,329760,0,0
Maldives,1998,0,0,300448,0,0
Maldives,1999,0,0,421360,0,0
Maldives,2000,0,0,450672,0,0
Maldives,2001,0,0,461664,0,0
Maldives,2002,0,0,593568,0,0
Maldives,2003,0,0,505632,0,0
Maldives,2004,0,0,666848,0,0
Maldives,2005,0,0,600896,0,0
Maldives,2006,0,0,758448,0,0
Maldives,2007,0,0,780432,0,0
Maldives,2008,0,0,842720,0,0
Maldives,2009,0,0,883024,0,0
Maldives,2010,0,0,934320,0,0
Maldives,2011,0,0,985616,0,0
Maldives,2012,0,0,1110192,0,0
Maldives,2013,0,0,1091872,0,0
Maldives,2014,0,0,1333696,0,0
Mali,1959,0,0,47632,0,0
Mali,1960,0,0,120912,0,0
Mali,1961,0,0,117248,0,0
Mali,1962,0,0,139232,0,0
Mali,1963,0,0,175872,0,0
Mali,1964,0,0,175872,0,0
Mali,1965,0,0,197856,0,0
Mali,1966,0,0,190528,0,0
Mali,1967,0,0,223504,0,0
Mali,1968,0,0,197856,0,0
Mali,1969,0,0,161216,0,0
Mali,1970,0,0,201520,0,0
