Entity,Year,"GHG emissions per capita (tonnes CO2e) (EDGAR, 2019)","GHG emissions per capita per day (kgCO2e) (EDGAR, 2019)"
Latin America & Caribbean (IDA & IBRD),2002,6.52,17.87
Latin America & Caribbean (IDA & IBRD),2003,6.92,18.95
Latin America & Caribbean (IDA & IBRD),2004,7.59,20.81
Latin America & Caribbean (IDA & IBRD),2005,8.56,23.46
Latin America & Caribbean (IDA & IBRD),2006,6.76,18.51
Latin America & Caribbean (IDA & IBRD),2007,9.03,24.74
Latin America & Caribbean (IDA & IBRD),2008,6.51,17.83
Latin America & Caribbean (IDA & IBRD),2009,5.77,15.80
Latin America & Caribbean (IDA & IBRD),2010,8.61,23.59
Latin America & Caribbean (IDA & IBRD),2011,9.55,26.16
Latin America & Caribbean (IDA & IBRD),2012,9.56,26.21
Latin America & Caribbean (excluding high income),1970,8.78,24.07
Latin America & Caribbean (excluding high income),1971,6.99,19.16
Latin America & Caribbean (excluding high income),1972,7.77,21.28
Latin America & Caribbean (excluding high income),1973,7.08,19.41
Latin America & Caribbean (excluding high income),1974,7.38,20.22
Latin America & Caribbean (excluding high income),1975,7.81,21.41
Latin America & Caribbean (excluding high income),1976,8.48,23.23
Latin America & Caribbean (excluding high income),1977,7.36,20.18
Latin America & Caribbean (excluding high income),1978,8.06,22.09
Latin America & Caribbean (excluding high income),1979,8.37,22.92
Latin America & Caribbean (excluding high income),1980,8.60,23.55
Latin America & Caribbean (excluding high income),1981,8.07,22.10
Latin America & Caribbean (excluding high income),1982,8.27,22.67
Latin America & Caribbean (excluding high income),1983,8.03,22.01
Latin America & Caribbean (excluding high income),1984,7.14,19.55
Latin America & Caribbean (excluding high income),1985,7.24,19.83
Latin America & Caribbean (excluding high income),1986,7.40,20.28
Latin America & Caribbean (excluding high income),1987,8.06,22.09
Latin America & Caribbean (excluding high income),1988,7.37,20.20
Latin America & Caribbean (excluding high income),1989,7.36,20.15
Latin America & Caribbean (excluding high income),1990,7.75,21.22
Latin America & Caribbean (excluding high income),1991,7.48,20.51
Latin America & Caribbean (excluding high income),1992,7.59,20.81
Latin America & Caribbean (excluding high income),1993,7.91,21.67
Latin America & Caribbean (excluding high income),1994,6.79,18.61
Latin America & Caribbean (excluding high income),1995,7.09,19.42
Latin America & Caribbean (excluding high income),1996,7.18,19.67
Latin America & Caribbean (excluding high income),1997,7.20,19.73
Latin America & Caribbean (excluding high income),1998,8.89,24.35
Latin America & Caribbean (excluding high income),1999,6.99,19.14
Latin America & Caribbean (excluding high income),2000,5.83,15.98
Latin America & Caribbean (excluding high income),2001,5.69,15.59
Latin America & Caribbean (excluding high income),2002,6.38,17.49
Latin America & Caribbean (excluding high income),2003,6.68,18.30
Latin America & Caribbean (excluding high income),2004,7.36,20.17
Latin America & Caribbean (excluding high income),2005,8.45,23.15
Latin America & Caribbean (excluding high income),2006,6.41,17.57
Latin America & Caribbean (excluding high income),2007,8.89,24.37
Latin America & Caribbean (excluding high income),2008,6.07,16.62
Latin America & Caribbean (excluding high income),2009,5.34,14.62
Latin America & Caribbean (excluding high income),2010,8.50,23.28
Latin America & Caribbean (excluding high income),2011,9.52,26.09
Latin America & Caribbean (excluding high income),2012,9.53,26.11
Latvia,1970,19.24,52.71
Latvia,1971,19.20,52.60
Latvia,1972,20.02,54.84
Latvia,1973,20.85,57.12
Latvia,1974,21.48,58.86
Latvia,1975,21.31,58.38
Latvia,1976,21.74,59.56
Latvia,1977,22.41,61.41
Latvia,1978,22.94,62.85
Latvia,1979,23.72,64.99
Latvia,1980,24.32,66.63
Latvia,1981,24.75,67.81
Latvia,1982,24.84,68.04
Latvia,1983,25.33,69.41
Latvia,1984,25.72,70.47
Latvia,1985,26.23,71.88
Latvia,1986,26.62,72.93
Latvia,1987,26.35,72.19
Latvia,1988,27.06,74.13
Latvia,1989,27.24,74.62
Latvia,1990,12.64,34.64
Latvia,1991,11.91,32.64
Latvia,1992,10.47,28.68
Latvia,1993,9.38,25.70
Latvia,1994,8.36,22.90
Latvia,1995,7.56,20.71
Latvia,1996,7.65,20.95
Latvia,1997,7.42,20.33
Latvia,1998,5.36,14.67
Latvia,1999,5.05,13.84
Latvia,2000,4.86,13.32
Latvia,2001,5.17,14.17
Latvia,2002,5.95,16.30
Latvia,2003,5.59,15.31
Latvia,2004,5.75,15.76
Latvia,2005,5.94,16.26
Latvia,2006,6.34,17.36
Latvia,2007,6.55,17.95
Latvia,2008,6.52,17.87
Latvia,2009,6.34,17.37
Latvia,2010,6.99,19.16
Latvia,2011,6.87,18.82
Latvia,2012,6.85,18.78
Least developed countries: UN classification,1970,10.81,29.62
Least developed countries: UN classification,1971,7.07,19.37
Least developed countries: UN classification,1972,7.49,20.52
Least developed countries: UN classification,1973,8.40,23.01
Least developed countries: UN classification,1974,6.44,17.63
Least developed countries: UN classification,1975,6.94,19.01
Least developed countries: UN classification,1976,6.32,17.30
Least developed countries: UN classification,1977,7.46,20.44
Least developed countries: UN classification,1978,7.74,21.20
Least developed countries: UN classification,1979,8.55,23.44
Least developed countries: UN classification,1980,8.09,22.16
Least developed countries: UN classification,1981,6.95,19.05
Least developed countries: UN classification,1982,7.35,20.13
Least developed countries: UN classification,1983,8.59,23.54
Least developed countries: UN classification,1984,6.25,17.13
Least developed countries: UN classification,1985,5.80,15.88
Least developed countries: UN classification,1986,5.73,15.70
Least developed countries: UN classification,1987,7.10,19.46
Least developed countries: UN classification,1988,5.47,14.98
Least developed countries: UN classification,1989,5.17,14.15
Least developed countries: UN classification,1990,6.94,19.02
Least developed countries: UN classification,1991,5.82,15.93
Least developed countries: UN classification,1992,8.12,22.26
Least developed countries: UN classification,1993,5.64,15.46
Least developed countries: UN classification,1994,5.68,15.57
Least developed countries: UN classification,1995,5.90,16.15
Least developed countries: UN classification,1996,4.96,13.58
Least developed countries: UN classification,1997,4.73,12.95
Least developed countries: UN classification,1998,7.83,21.45
Least developed countries: UN classification,1999,6.48,17.76
Least developed countries: UN classification,2000,6.03,16.51
Least developed countries: UN classification,2001,5.49,15.04
Least developed countries: UN classification,2002,5.60,15.35
Least developed countries: UN classification,2003,5.98,16.38
Least developed countries: UN classification,2004,5.87,16.09
Least developed countries: UN classification,2005,5.98,16.40
Least developed countries: UN classification,2006,5.54,15.19
Least developed countries: UN classification,2007,6.32,17.33
Least developed countries: UN classification,2008,5.48,15.01
Least developed countries: UN classification,2009,5.02,13.76
Least developed countries: UN classification,2010,5.28,14.47
Least developed countries: UN classification,2011,5.55,15.21
Least developed countries: UN classification,2012,5.43,14.87
Lebanon,1970,2.78,7.62
Lebanon,1971,2.78,7.62
Lebanon,1972,2.90,7.94
Lebanon,1973,3.44,9.43
Lebanon,1974,3.34,9.15
Lebanon,1975,2.92,8.01
Lebanon,1976,2.76,7.56
Lebanon,1977,2.50,6.85
Lebanon,1978,2.89,7.93
Lebanon,1979,3.24,8.89
Lebanon,1980,3.27,8.95
Lebanon,1981,3.32,9.10
Lebanon,1982,2.82,7.72
Lebanon,1983,3.19,8.73
Lebanon,1984,3.10,8.49
Lebanon,1985,3.46,9.47
Lebanon,1986,3.49,9.55
Lebanon,1987,3.50,9.58
Lebanon,1991,3.53,9.67
Lebanon,1993,4.36,11.94
Lebanon,1994,4.57,12.52
Lebanon,1995,5.13,14.05
Lebanon,1996,5.42,14.85
Lebanon,1997,5.89,16.14
Lebanon,1998,5.91,16.18
Lebanon,1999,5.77,15.81
Lebanon,2000,5.20,14.25
Lebanon,2001,5.40,14.79
Lebanon,2002,5.10,13.97
Lebanon,2003,5.48,15.02
Lebanon,2004,4.84,13.27
Lebanon,2005,4.87,13.35
Lebanon,2006,4.18,11.44
Lebanon,2007,3.70,10.13
Lebanon,2008,4.44,12.18
Lesotho,1970,1.74,4.76
Lesotho,1971,1.55,4.25
Lesotho,1972,1.50,4.11
Lesotho,1973,1.46,4.01
Lesotho,1974,1.47,4.01
Lesotho,1975,1.50,4.10
Lesotho,1976,1.43,3.93
Lesotho,1977,1.32,3.62
Lesotho,1978,1.30,3.57
Lesotho,1979,1.37,3.74
Lesotho,1980,1.38,3.78
Lesotho,1981,1.34,3.66
Lesotho,1982,1.34,3.66
Lesotho,1983,1.29,3.52
Lesotho,1984,1.23,3.36
Lesotho,1985,1.25,3.43
Lesotho,1986,1.25,3.42
Lesotho,1987,1.40,3.83
Lesotho,1988,1.33,3.63
Lesotho,1989,1.28,3.52
Lesotho,1990,1.17,3.22
Lesotho,1991,1.15,3.14
Lesotho,1992,1.26,3.47
Lesotho,1993,1.17,3.21
Lesotho,1994,1.14,3.11
Lesotho,1995,1.10,3.02
Lesotho,1996,1.03,2.82
Lesotho,1997,1.00,2.74
Lesotho,1998,2.59,7.09
Lesotho,1999,2.06,5.65
Lesotho,2000,1.73,4.74
Lesotho,2001,2.04,5.58
Lesotho,2002,1.55,4.24
Lesotho,2003,2.42,6.64
Lesotho,2004,1.21,3.32
Lesotho,2005,1.90,5.21
Lesotho,2006,1.10,3.01
Lesotho,2007,2.24,6.14
Lesotho,2008,1.27,3.48
Lesotho,2009,1.35,3.70
Lesotho,2010,1.68,4.60
Lesotho,2011,1.67,4.58
Lesotho,2012,1.66,4.55
Liberia,1970,1.19,3.27
Liberia,1971,1.17,3.22
Liberia,1972,1.20,3.29
Liberia,1973,1.22,3.35
Liberia,1974,1.23,3.36
Liberia,1975,1.22,3.34
Liberia,1976,1.24,3.39
Liberia,1977,1.30,3.55
Liberia,1978,1.28,3.49
Liberia,1979,1.47,4.03
Liberia,1980,1.50,4.10
Liberia,1981,1.29,3.54
Liberia,1982,1.19,3.26
Liberia,1983,1.18,3.23
Liberia,1984,1.08,2.97
Liberia,1985,1.09,2.99
Liberia,1986,1.01,2.76
Liberia,1987,1.03,2.81
Liberia,1988,1.14,3.12
Liberia,1989,1.01,2.77
Liberia,1990,0.84,2.29
Liberia,1991,0.72,1.96
Liberia,1992,0.71,1.96
Liberia,1993,0.70,1.93
Liberia,1994,0.69,1.89
Liberia,1995,0.69,1.89
Liberia,1996,0.68,1.87
Liberia,1997,0.68,1.86
Liberia,1998,1.95,5.35
Liberia,1999,1.23,3.38
Liberia,2000,0.72,1.97
Liberia,2001,0.72,1.98
Liberia,2002,0.67,1.83
Liberia,2003,0.66,1.81
Liberia,2004,0.73,1.99
Liberia,2005,0.64,1.75
Liberia,2006,0.73,2.01
Liberia,2007,0.81,2.22
Liberia,2008,0.78,2.14
Liberia,2009,0.68,1.87
Liberia,2010,0.70,1.91
Liberia,2011,0.69,1.88
Liberia,2012,0.68,1.86
Libya,1970,33.20,90.95
Libya,1971,24.33,66.65
Libya,1972,19.00,52.05
Libya,1973,17.43,47.75
Libya,1974,12.88,35.28
Libya,1975,14.20,38.91
Libya,1976,15.71,43.04
Libya,1977,15.80,43.30
Libya,1978,15.73,43.09
Libya,1979,16.18,44.32
Libya,1980,16.64,45.58
Libya,1981,13.54,37.09
Libya,1982,14.17,38.83
Libya,1983,13.24,36.26
Libya,1984,13.14,36.00
Libya,1985,12.26,33.59
Libya,1986,13.68,37.47
Libya,1987,12.45,34.10
Libya,1988,13.12,35.94
Libya,1989,13.08,35.84
Libya,1990,13.77,37.71
Libya,1991,13.44,36.83
Libya,1992,11.93,32.68
Libya,1993,11.68,32.01
Libya,1994,12.54,34.35
Libya,1995,13.18,36.10
Libya,1996,13.35,36.59
Libya,1997,12.39,33.95
Libya,1998,12.19,33.40
Libya,1999,11.41,31.25
Libya,2000,11.89,32.57
Libya,2001,11.50,31.50
Libya,2002,11.46,31.39
Libya,2003,12.15,33.28
Libya,2004,12.02,32.93
Libya,2005,12.07,33.08
Libya,2006,12.13,33.22
Libya,2007,11.91,32.62
Libya,2008,12.26,33.60
Libya,2009,12.09,33.12
Libya,2010,12.61,34.54
Libya,2011,12.93,35.42
Libya,2012,13.25,36.30
Lithuania,1970,32.58,89.27
Lithuania,1971,32.34,88.61
Lithuania,1972,33.63,92.14
Lithuania,1973,35.13,96.26
Lithuania,1974,36.55,100.14
Lithuania,1975,33.93,92.95
Lithuania,1976,34.84,95.46
Lithuania,1977,35.73,97.89
Lithuania,1978,36.68,100.49
Lithuania,1979,37.67,103.21
Lithuania,1980,38.67,105.95
Lithuania,1981,38.79,106.26
Lithuania,1982,38.80,106.30
Lithuania,1983,39.14,107.24
Lithuania,1984,39.64,108.61
Lithuania,1985,39.94,109.42
Lithuania,1986,40.07,109.77
Lithuania,1987,39.71,108.81
Lithuania,1988,40.48,110.91
Lithuania,1989,40.33,110.50
Lithuania,1990,14.70,40.26
Lithuania,1991,15.18,41.58
Lithuania,1992,10.29,28.18
Lithuania,1993,8.60,23.57
Lithuania,1994,8.26,22.62
Lithuania,1995,8.05,22.06
Lithuania,1996,8.37,22.94
Lithuania,1997,8.36,22.90
Lithuania,1998,7.15,19.58
Lithuania,1999,6.45,17.67
Lithuania,2000,6.07,16.64
Lithuania,2001,6.06,16.62
Lithuania,2002,6.38,17.48
Lithuania,2003,6.38,17.48
Lithuania,2004,6.67,18.27
Lithuania,2005,7.09,19.44
Lithuania,2006,7.36,20.18
Lithuania,2007,7.98,21.87
Lithuania,2008,8.36,22.90
Lithuania,2009,7.74,21.20
Lithuania,2010,8.65,23.69
Lithuania,2011,9.68,26.53
Lithuania,2012,9.85,27.00
Low & middle income,1970,4.95,13.55
Low & middle income,1971,4.29,11.76
Low & middle income,1972,4.64,12.71
Low & middle income,1973,4.62,12.64
Low & middle income,1974,4.37,11.97
Low & middle income,1975,4.55,12.45
Low & middle income,1976,4.65,12.74
Low & middle income,1977,4.86,13.30
Low & middle income,1978,4.89,13.39
Low & middle income,1979,5.08,13.92
Low & middle income,1980,5.04,13.80
Low & middle income,1981,4.75,13.00
Low & middle income,1982,5.36,14.69
Low & middle income,1983,5.13,14.04
Low & middle income,1984,4.58,12.56
Low & middle income,1985,4.52,12.39
Low & middle income,1986,4.66,12.77
Low & middle income,1987,5.04,13.82
Low & middle income,1988,4.63,12.69
Low & middle income,1989,4.61,12.64
Low & middle income,1990,5.18,14.20
Low & middle income,1991,5.17,14.16
Low & middle income,1992,5.35,14.65
Low & middle income,1993,4.85,13.30
Low & middle income,1994,4.84,13.26
Low & middle income,1995,4.77,13.08
Low & middle income,1996,4.68,12.82
Low & middle income,1997,5.35,14.64
Low & middle income,1998,5.34,14.63
Low & middle income,1999,4.61,12.62
Low & middle income,2000,4.45,12.19
Low & middle income,2001,4.35,11.92
Low & middle income,2002,4.76,13.03
Low & middle income,2003,4.91,13.46
Low & middle income,2004,4.96,13.59
Low & middle income,2005,5.27,14.44
Low & middle income,2006,5.43,14.87
Low & middle income,2007,5.56,15.24
Low & middle income,2008,5.20,14.24
Low & middle income,2009,5.10,13.98
Low & middle income,2010,5.49,15.05
Low & middle income,2011,5.80,15.88
Low & middle income,2012,5.86,16.04
Low income,1970,10.83,29.68
Low income,1971,7.19,19.70
Low income,1972,7.31,20.02
Low income,1973,7.56,20.72
Low income,1974,6.51,17.83
Low income,1975,7.19,19.69
Low income,1976,6.55,17.95
Low income,1977,7.24,19.84
Low income,1978,7.19,19.70
Low income,1979,8.66,23.73
Low income,1980,7.74,21.21
Low income,1981,6.66,18.24
Low income,1982,7.34,20.10
Low income,1983,7.15,19.58
Low income,1984,5.97,16.35
Low income,1985,5.79,15.86
Low income,1986,5.43,14.88
Low income,1987,6.53,17.89
Low income,1988,5.12,14.04
Low income,1989,5.41,14.83
Low income,1990,6.78,18.59
Low income,1991,5.67,15.55
Low income,1992,7.64,20.92
Low income,1993,5.06,13.87
Low income,1994,5.36,14.69
Low income,1995,5.36,14.68
Low income,1996,4.71,12.91
Low income,1997,4.48,12.27
Low income,1998,7.84,21.47
Low income,1999,6.31,17.30
Low income,2000,6.37,17.45
Low income,2001,5.83,15.98
Low income,2002,5.60,15.35
Low income,2003,6.21,17.01
Low income,2004,5.52,15.11
Low income,2005,6.06,16.61
Low income,2006,5.86,16.05
Low income,2007,6.06,16.61
Low income,2008,5.58,15.29
Low income,2009,5.00,13.69
Low income,2010,5.23,14.33
Low income,2011,5.12,14.03
Low income,2012,5.00,13.70
Lower middle income,1970,3.34,9.15
Lower middle income,1971,2.87,7.87
Lower middle income,1972,3.35,9.18
Lower middle income,1973,3.28,8.98
Lower middle income,1974,2.86,7.83
Lower middle income,1975,2.85,7.82
Lower middle income,1976,2.95,8.08
Lower middle income,1977,3.37,9.22
Lower middle income,1978,3.17,8.70
Lower middle income,1979,3.30,9.05
Lower middle income,1980,3.36,9.20
Lower middle income,1981,3.12,8.54
Lower middle income,1982,4.34,11.90
Lower middle income,1983,3.79,10.38
Lower middle income,1984,3.09,8.45
Lower middle income,1985,2.99,8.20
Lower middle income,1986,3.27,8.95
Lower middle income,1987,3.80,10.40
Lower middle income,1988,3.07,8.41
Lower middle income,1989,2.98,8.17
Lower middle income,1990,3.53,9.68
Lower middle income,1991,3.90,10.68
Lower middle income,1992,4.06,11.11
Lower middle income,1993,3.39,9.30
Lower middle income,1994,3.61,9.90
Lower middle income,1995,3.26,8.94
Lower middle income,1996,3.09,8.47
Lower middle income,1997,4.83,13.23
Lower middle income,1998,3.28,8.99
Lower middle income,1999,3.00,8.21
Lower middle income,2000,2.71,7.42
Lower middle income,2001,2.68,7.34
Lower middle income,2002,3.18,8.71
Lower middle income,2003,2.82,7.74
Lower middle income,2004,3.04,8.33
Lower middle income,2005,3.09,8.47
Lower middle income,2006,3.42,9.38
Lower middle income,2007,3.04,8.34
Lower middle income,2008,2.85,7.79
Lower middle income,2009,2.95,8.09
Lower middle income,2010,2.87,7.85
Lower middle income,2011,3.18,8.71
Lower middle income,2012,3.22,8.82
Luxembourg,1970,57.23,156.80
Luxembourg,1971,53.07,145.40
Luxembourg,1972,51.68,141.59
Luxembourg,1973,55.21,151.26
Luxembourg,1974,50.76,139.06
Luxembourg,1975,40.61,111.26
Luxembourg,1976,42.93,117.61
Luxembourg,1977,40.97,112.25
Luxembourg,1978,44.50,121.93
Luxembourg,1979,42.03,115.14
Luxembourg,1980,39.65,108.62
Luxembourg,1981,34.18,93.66
Luxembourg,1982,32.17,88.13
Luxembourg,1983,30.45,83.43
Luxembourg,1984,32.87,90.06
Luxembourg,1985,33.37,91.41
Luxembourg,1986,32.51,89.08
Luxembourg,1987,32.53,89.13
Luxembourg,1988,32.14,88.06
Luxembourg,1989,34.04,93.26
Luxembourg,1990,34.31,94.01
Luxembourg,1991,35.54,97.36
Luxembourg,1992,34.51,94.55
Luxembourg,1993,34.61,94.83
Luxembourg,1994,32.21,88.24
Luxembourg,1995,26.26,71.93
Luxembourg,1996,25.42,69.64
Luxembourg,1997,24.16,66.20
Luxembourg,1998,21.96,60.18
Luxembourg,1999,22.49,61.63
Luxembourg,2000,23.54,64.48
Luxembourg,2001,24.24,66.40
Luxembourg,2002,25.90,70.97
Luxembourg,2003,26.67,73.08
Luxembourg,2004,28.63,78.44
Luxembourg,2005,28.91,79.19
Luxembourg,2006,28.55,78.22
Luxembourg,2007,27.23,74.62
Luxembourg,2008,25.99,71.22
Luxembourg,2009,24.80,67.94
Luxembourg,2010,25.71,70.44
Luxembourg,2011,24.94,68.34
Luxembourg,2012,23.75,65.07
Macao,1970,1.11,3.04
Macao,1971,1.10,3.02
Macao,1972,1.23,3.38
Macao,1973,1.74,4.78
Macao,1974,1.81,4.97
Macao,1975,1.83,5.00
Macao,1976,1.82,4.98
Macao,1977,1.76,4.82
Macao,1980,2.32,6.37
Macao,1981,2.25,6.16
Macao,1982,2.32,6.36
Macao,1983,3.14,8.61
Macao,1998,3.87,10.59
Macao,1999,4.03,11.04
Macedonia,1970,7.01,19.20
Macedonia,1971,6.57,18.00
Macedonia,1972,6.61,18.11
Macedonia,1973,7.33,20.08
Macedonia,1974,7.40,20.26
Macedonia,1975,6.27,17.19
Macedonia,1976,6.41,17.56
Macedonia,1977,6.44,17.64
Macedonia,1978,5.66,15.51
Macedonia,1979,6.23,17.07
Macedonia,1980,5.68,15.56
Macedonia,1981,7.21,19.74
Macedonia,1982,6.37,17.44
Macedonia,1983,5.89,16.14
Macedonia,1984,6.55,17.94
Macedonia,1985,6.79,18.60
Macedonia,1986,6.90,18.91
Macedonia,1987,7.02,19.23
Macedonia,1988,6.07,16.63
Macedonia,1989,6.83,18.72
Macedonia,1990,7.18,19.67
Macedonia,1991,6.46,17.70
Macedonia,1992,5.83,15.97
Macedonia,1993,5.94,16.27
Macedonia,1994,5.88,16.11
Macedonia,1995,5.84,16.00
Macedonia,1996,6.44,17.64
Macedonia,1997,5.85,16.04
Macedonia,2004,5.47,14.98
Macedonia,2005,5.63,15.41
Macedonia,2006,5.60,15.35
Macedonia,2007,6.04,16.53
Macedonia,2008,5.68,15.56
Macedonia,2009,5.63,15.41
Macedonia,2010,5.92,16.22
Macedonia,2011,6.10,16.72
Macedonia,2012,6.26,17.16
Madagascar,1970,6.89,18.88
Madagascar,1971,4.69,12.85
Madagascar,1972,4.81,13.18
Madagascar,1973,4.93,13.51
Madagascar,1974,4.52,12.37
Madagascar,1975,4.85,13.29
Madagascar,1976,4.45,12.19
Madagascar,1977,4.77,13.08
Madagascar,1978,4.92,13.49
Madagascar,1979,5.64,15.46
Madagascar,1980,5.02,13.75
Madagascar,1981,4.55,12.47
Madagascar,1982,4.73,12.96
Madagascar,1983,4.64,12.72
Madagascar,1984,3.99,10.94
Madagascar,1985,3.92,10.75
Madagascar,1986,3.69,10.11
Madagascar,1987,4.20,11.51
Madagascar,1988,3.50,9.60
Madagascar,1989,3.58,9.81
Madagascar,1990,4.17,11.42
Madagascar,1991,3.68,10.07
Madagascar,1992,4.67,12.79
Madagascar,1993,3.35,9.19
Madagascar,1994,3.51,9.61
Madagascar,1995,3.45,9.46
Madagascar,1996,3.10,8.50
Madagascar,1997,2.94,8.06
Madagascar,1998,9.62,26.36
Madagascar,1999,5.95,16.31
Madagascar,2000,5.34,14.63
Madagascar,2001,8.11,22.21
Madagascar,2002,5.04,13.82
Madagascar,2003,9.48,25.97
Madagascar,2004,4.93,13.51
Madagascar,2005,8.72,23.88
Madagascar,2006,5.68,15.57
Madagascar,2007,6.91,18.93
Madagascar,2008,4.72,12.94
Madagascar,2009,5.74,15.72
Madagascar,2010,5.54,15.18
Madagascar,2011,5.41,14.82
Madagascar,2012,5.28,14.46
Malawi,1970,1.35,3.69
Malawi,1971,0.87,2.39
Malawi,1972,0.94,2.57
Malawi,1973,0.97,2.66
Malawi,1974,0.89,2.43
Malawi,1975,1.02,2.78
Malawi,1976,0.97,2.65
Malawi,1977,1.02,2.80
Malawi,1978,1.05,2.88
Malawi,1979,1.23,3.36
Malawi,1980,1.07,2.94
Malawi,1981,0.99,2.72
Malawi,1982,1.05,2.88
Malawi,1983,1.03,2.81
Malawi,1984,0.89,2.43
Malawi,1985,0.89,2.44
Malawi,1986,0.85,2.34
Malawi,1987,0.97,2.67
Malawi,1988,0.76,2.08
Malawi,1989,0.79,2.16
Malawi,1990,0.90,2.48
Malawi,1991,0.83,2.26
Malawi,1992,1.04,2.85
Malawi,1993,0.77,2.11
Malawi,1994,0.79,2.18
Malawi,1995,0.82,2.25
Malawi,1996,0.76,2.09
Malawi,1997,0.73,2.00
Malawi,1998,1.63,4.47
Malawi,1999,1.25,3.42
Malawi,2000,1.36,3.72
Malawi,2001,1.06,2.90
Malawi,2002,1.19,3.25
Malawi,2003,1.65,4.52
Malawi,2004,1.19,3.26
Malawi,2005,1.57,4.31
Malawi,2006,1.12,3.07
Malawi,2007,1.27,3.47
Malawi,2008,1.24,3.40
Malawi,2009,1.06,2.90
Malawi,2010,1.41,3.87
Malawi,2011,1.38,3.77
Malawi,2012,1.34,3.68
Malaysia,1970,10.49,28.75
Malaysia,1971,7.68,21.04
Malaysia,1972,8.80,24.10
Malaysia,1973,11.23,30.76
Malaysia,1974,7.58,20.77
Malaysia,1975,7.50,20.54
Malaysia,1976,7.35,20.13
Malaysia,1977,9.43,25.83
Malaysia,1978,10.61,29.06
Malaysia,1979,9.81,26.86
Malaysia,1980,10.93,29.94
Malaysia,1981,9.80,26.85
Malaysia,1982,9.75,26.72
Malaysia,1983,14.91,40.86
Malaysia,1984,10.18,27.90
Malaysia,1985,9.08,24.87
Malaysia,1986,9.84,26.96
Malaysia,1987,11.47,31.43
Malaysia,1988,9.84,26.95
Malaysia,1989,8.29,22.71
Malaysia,1990,11.01,30.16
Malaysia,1991,10.81,29.61
Malaysia,1992,13.33,36.53
Malaysia,1993,12.10,33.16
Malaysia,1994,11.41,31.27
Malaysia,1995,12.30,33.71
Malaysia,1996,11.42,31.28
Malaysia,1997,11.40,31.24
Malaysia,1998,11.72,32.11
Malaysia,1999,7.07,19.37
Malaysia,2000,7.39,20.25
Malaysia,2001,7.44,20.37
Malaysia,2002,8.26,22.64
Malaysia,2003,7.91,21.68
Malaysia,2004,8.59,23.54
Malaysia,2005,9.61,26.34
Malaysia,2006,9.19,25.19
Malaysia,2007,9.41,25.79
Malaysia,2008,9.47,25.95
Malaysia,2009,10.07,27.59
Malaysia,2010,9.38,25.70
Malaysia,2011,9.49,26.01
Malaysia,2012,9.57,26.21
Maldives,1970,0.18,0.51
Maldives,1971,0.18,0.50
Maldives,1972,0.18,0.49
Maldives,1973,0.19,0.51
Maldives,1974,0.20,0.54
Maldives,1975,0.19,0.52
Maldives,1976,0.19,0.51
Maldives,1977,0.20,0.54
Maldives,1978,0.20,0.54
Maldives,1979,0.21,0.57
Maldives,1984,0.37,1.00
Maldives,1985,0.49,1.35
Maldives,1986,0.54,1.48
Maldives,1987,0.53,1.44
Maldives,1988,0.58,1.58
Maldives,1994,1.05,2.87
Maldives,1995,1.35,3.70
Maldives,1996,1.33,3.64
Maldives,1997,1.28,3.50
Maldives,1998,1.31,3.58
Mali,1970,4.22,11.56
Mali,1971,4.12,11.28
Mali,1972,3.83,10.50
Mali,1973,3.89,10.65
Mali,1974,3.15,8.63
Mali,1975,3.34,9.14
Mali,1976,3.37,9.22
Mali,1977,3.70,10.13
Mali,1978,3.30,9.05
Mali,1979,3.57,9.77
Mali,1980,4.15,11.37
Mali,1981,3.69,10.12
Mali,1982,4.02,11.02
Mali,1983,3.59,9.82
Mali,1984,3.37,9.23
Mali,1985,3.02,8.28
Mali,1986,3.03,8.30
Mali,1987,3.09,8.46
Mali,1988,2.98,8.16
Mali,1989,3.15,8.63
Mali,1990,3.64,9.97
Mali,1991,3.08,8.44
Mali,1992,3.33,9.14
Mali,1993,3.13,8.59
Mali,1994,3.09,8.47
Mali,1995,3.28,8.98
Mali,1996,3.18,8.71
Mali,1997,3.19,8.73
Mali,1998,8.32,22.81
Mali,1999,7.35,20.15
Mali,2000,6.40,17.55
Mali,2001,7.45,20.40
Mali,2002,6.86,18.79
Mali,2003,5.61,15.36
Mali,2004,7.13,19.54
Mali,2005,6.80,18.64
Mali,2006,6.32,17.31
Mali,2007,5.47,14.97
Mali,2008,6.15,16.84
Mali,2009,5.07,13.90
Mali,2010,5.10,13.96
Mali,2011,4.96,13.60
Mali,2012,4.84,13.25
Malta,1970,2.73,7.49
Malta,1971,2.75,7.53
Malta,1972,3.33,9.14
Malta,1973,3.22,8.83
Malta,1974,2.99,8.20
Malta,1975,2.74,7.50
Malta,1976,3.04,8.33
Malta,1977,3.21,8.80
Malta,1978,3.61,9.90
Malta,1979,3.50,9.60
Malta,1980,3.82,10.46
Malta,1981,4.20,11.52
Malta,1982,4.64,12.72
Malta,1983,3.57,9.77
Malta,1984,4.70,12.87
Malta,1985,4.11,11.25
Malta,1986,6.20,16.98
Malta,1987,6.20,16.98
Malta,1988,6.92,18.96
Malta,1989,7.39,20.25
Malta,1990,7.36,20.15
Malta,1991,6.88,18.84
Malta,1992,6.70,18.37
Malta,1993,8.41,23.04
Malta,1994,7.54,20.65
Malta,1995,7.18,19.68
