Entity,Year,Cadmium (BGS (2016)),Cobalt (BGS (2016)),Diamond (BGS (2016)),Graphite (BGS (2016)),Lithium (BGS (2016)),Mercury (BGS (2016)),Platinum (BGS (2016)),Uranium (BGS (2016)),Silicon (BGS (2016))
Iceland,1992,,,,,,,,,54413
Iceland,1993,,,,,,,,,65719
Iceland,1994,,,,,,,,,65054
Iceland,1995,,,,,,,,,70316
Iceland,1996,,,,,,,,,70520
Iceland,1997,,,,,,,,,70286
Iceland,1998,,,,,,,,,67784
Iceland,1999,,,,,,,,,70100
Iceland,2000,,,,,,,,,108288
Iceland,2001,,,,,,,,,112935
Iceland,2002,,,,,,,,,118810
Iceland,2003,,,,,,,,,117171
Iceland,2004,,,,,,,,,119389
Iceland,2005,,,,,,,,,114844
Iceland,2006,,,,,,,,,113798
Iceland,2007,,,,,,,,,114886
Iceland,2008,,,,,,,,,107882
Iceland,2009,,,,,,,,,112992
Iceland,2010,,,,,,,,,114230
Iceland,2011,,,,,,,,,120076
Iceland,2012,,,,,,,,,131818
Iceland,2013,,,,,,,,,125204
Iceland,2014,,,,,,,,,109739
Iceland,2015,,,,,,,,,121556
India,1970,34,,20235,,,,,,
India,1971,31,,19383,,,,,,
India,1972,35,,20009,,,,,,31481
India,1973,33,,21427,22728,,,,,24264
India,1974,59,,20975,26456,,,,,29682
India,1975,53,,19994,31255,,,,,40928
India,1976,34,,20487,38273,,,,,53947
India,1977,44,,18297,48455,,,,,44675
India,1978,113,,15942,63784,,,,,52274
India,1979,166,,15229,52821,,,,150,53087
India,1980,89,,14432,54960,,,,103,54319
India,1981,113,,14834,72796,,,,103,60354
India,1982,131,,13007,61803,,,,99,36060
India,1983,133,,14286,42778,,,,103,52448
India,1984,143,,15887,39106,,,,100,52931
India,1985,194,,16271,33586,,,,115,43513
India,1986,160,,16116,40483,,,,125,50096
India,1987,214,,18915,26864,,,,127,50747
India,1988,237,,14191,57325,,,,120,46721
India,1989,275,,15451,47731,,,,210,73751
India,1990,277,,18121,50000,,,,210,64035
India,1991,274,,17660,50000,,,,200,75000
India,1992,298,,18017,78185,,,,230,87000
India,1993,249,,19222,83956,,,,290,80000
India,1994,246,,25518,103053,,,,200,92000
India,1995,259,,29931,136263,,,,200,74000
India,1996,277,,31836,117761,,,,200,78330
India,1997,257,,30994,111518,,,,200,80000
India,1998,295,,34580,135668,,,,200,57000
India,1999,278,,40956,108826,,,,200,56286
India,2000,326,,57407,124790,,,,200,67349
India,2001,431,,81436,105814,,,,230,76209
India,2002,483,,84407,106060,,,,230,81955
India,2003,478,,71259,87207,,,,230,68844
India,2004,480,,78315,108150,,,,230,99296
India,2005,406,,44170,125651,,,,230,90652
India,2006,481,,2180,162293,,,,230,92632
India,2007,589,,586,170813,,,,270,83716
India,2008,507,,536,117767,,,,271,99595
India,2009,553,,16891,124625,,,,290,97682
India,2010,550,,11222,115697,,,,400,115164
India,2011,449,,18490,153339,,,,400,89000
India,2012,391,,31988,134735,,,,385,90000
India,2013,228,,37515,146390,,,,385,90000
India,2014,69,,36107,116712,,,,385,90000
India,2015,0,,36070,134568,,,,385,90000
Indonesia,1970,,,15000,,,,,,
Indonesia,1971,,,15000,,,,,,
Indonesia,1972,,,15000,,,,,,
Indonesia,1973,,,15000,,,,,,
Indonesia,1974,,,15000,,,,,,
Indonesia,1975,,,15000,,,,,,
Indonesia,1976,,,15000,,,,,,
Indonesia,1977,,,15000,,,,,,
Indonesia,1978,,,15000,,,,,,
Indonesia,1979,,,15000,,,,,,
Indonesia,1980,,,15000,,,,,,
Indonesia,1981,,,15000,,,,,,
Indonesia,1982,,,15000,,,,,,
Indonesia,1983,,,27000,,,,,,
Indonesia,1984,,,27000,,,,,,
Indonesia,1985,,,27000,,,,,,
Indonesia,1986,,,28000,,,,,,
Indonesia,1987,,,29000,,,,,,
Indonesia,1988,,,29000,,,,,,
Indonesia,1989,,,32000,,,,,,
Indonesia,1990,,,30000,,,,,,
Indonesia,1991,,700,32000,,,,,,
Indonesia,1992,,700,27000,,,,,,
Indonesia,1993,,800,27000,,,,,,
Indonesia,1994,,800,28000,,,,,,
Indonesia,1995,,814,29000,,,,,,
Indonesia,1996,,800,29000,,,,,,
Indonesia,1997,,650,30000,,,,,,
Indonesia,1998,,650,28000,,,,,,
Indonesia,1999,,650,30000,,,,,,
Indonesia,2000,,650,30000,,,,,,
Indonesia,2001,,650,30000,,,,,,
Indonesia,2002,,650,30000,,,,,,
Indonesia,2003,,650,30000,,,,,,
Indonesia,2004,,650,30000,,,,,,
Indonesia,2005,,650,21606,,,,,,
Indonesia,2006,,650,46856,,,,,,
Indonesia,2007,,650,22980,,,,,,
Indonesia,2008,,650,27688,,,,,,
Indonesia,2009,,650,,,,,,,
Indonesia,2010,,1600,,,,,,,
Indonesia,2011,,3200,,,,,,,
Indonesia,2012,,3600,,,,,,,
Indonesia,2013,,4700,,,,,,,
Indonesia,2014,,329,,,,,,,
Indonesia,2015,,350,,,,,,,
Iran,1994,,,,,,,,,0
Iran,1995,,,,,,,,,10000
Iran,1996,,,,,,,,,37677
Iran,1997,,,,,,,,,37692
Iran,1998,,,,,,,,,47224
Iran,1999,,,,,,,,,34680
Iran,2000,,,,,,,,,49529
Iran,2001,,,,,,,,,37000
Iran,2002,,,,,,,,,41663
Iran,2003,,,,,,,,,40297
Iran,2004,,,,,,,,,50140
Iran,2005,,,,,,,,,50000
Iran,2006,,,,,,,,,50000
Iran,2007,,,,,,,,,50000
Iran,2008,,,,,,,,,50000
Iran,2009,,,,,,,,,50000
Iran,2010,,,,,,,,,50000
Iran,2011,,,,,,,,,50000
Iran,2012,,,,,,,,,50000
Iran,2013,,,,,,,,,50000
Iran,2014,,,,,,,,,50000
Iran,2015,,,,,,,,,50000
Ireland,1970,,,,,,44950,,,
Ireland,1971,,,,,,80830,,,
Ireland,1972,,,,,,43100,,,
Ireland,1973,,,,,,46300,,,
Ireland,1974,,,,,,26800,,,
Ireland,1975,,,,,,11000,,,
Italy,1970,425,,,2088,,1533000,,,
Italy,1971,356,,,636,,1469000,,,
Italy,1972,416,,,773,,1441000,,,73381
Italy,1973,397,,,4150,,1127000,,,75400
Italy,1974,505,,,2530,,897000,,,65372
Italy,1975,411,,,1492,,1092000,,,70970
Italy,1976,436,,,3848,,757000,,,78934
Italy,1977,449,,,3819,,14351,,,76511
Italy,1978,378,,,4108,,5000,,,67700
Italy,1979,526,,,4102,,0,,,80521
Italy,1980,568,,,3957,,3303,,,71857
Italy,1981,489,,,3545,,251643,,,55144
Italy,1982,475,,,3209,,159350,,,63947
Italy,1983,386,,,2299,,,,,51913
Italy,1984,520,,,0,,,,,71157
Italy,1985,360,,,0,,,,,74616
Italy,1986,300,,,0,,,,,62799
Italy,1987,320,,,,,,,,47075
Italy,1988,705,,,,,,,,51131
Italy,1989,775,,,,,,,,65171
Italy,1990,691,,,,,,,,39761
Italy,1991,658,,,,,,,,12648
Italy,1992,742,,,,,,,,3350
Italy,1993,517,,,,,,,,2089
Italy,1994,475,,,,,,,,2347
Italy,1995,308,,,,,,,,0
Italy,1996,296,,,,,,,,11741
Italy,1997,287,,,,,,,,
Italy,1998,470,,,,,,,,19909
Italy,1999,359,,,,,,,,
Italy,2000,287,,,,,,,,
Italy,2001,352,,,,,,,,
Italy,2002,362,,,,,,,,
Italy,2003,22,,,,,,,,
Japan,1970,2540,,,1465,,202066,103,,
Japan,1971,2675,,,1054,,191808,107,,
Japan,1972,3029,,,,,173036,132,,309000
Japan,1973,3170,,,,,128881,212,,354000
Japan,1974,3027,,,,,,170,,369000
Japan,1975,2657,,,,,,189,,327478
Japan,1976,2500,,,,,,270,,313077
Japan,1977,2844,,,,,,303,,291446
Japan,1978,2531,,,,,,317,,270052
Japan,1979,2598,,,,,,378,,319553
Japan,1980,2173,,,,,,385,,303754
Japan,1981,1977,,,,,,327,,234524
Japan,1982,2021,,,,,,479,,192372
Japan,1983,2215,,,,,,667,,157939
Japan,1984,2400,,,,,,607,,153386
Japan,1985,2555,,,,,,691,,150167
Japan,1986,2542,,,,,,663,,107236
Japan,1987,2374,,,,,,753,,73706
Japan,1988,2614,,,,,,647,,73767
Japan,1989,2694,,,,,,1031,,74936
Japan,1990,2451,,,,,,1425,,62599
Japan,1991,2889,,,,,,988,,62362
Japan,1992,2986,,,,,,,,37656
Japan,1993,2832,,,,,,,,29084
Japan,1994,2629,,,,,,,,12208
Japan,1995,2652,,,,,,,,3650
Japan,1996,2344,,,,,,,,3075
Japan,1997,2473,,,,,,,,3426
Japan,1998,2337,,,,,,,,951
Japan,1999,2567,,,,,,,,1452
Japan,2000,2472,,,,,,,,
Japan,2001,2460,,,,,,,,
Japan,2002,2444,,,,,,,,
Japan,2003,2509,,,,,,,,
Japan,2004,2233,,,,,,,,
Japan,2005,2297,,,,,,,,
Japan,2006,2286,,,,,,,,
Japan,2007,1939,,,,,,,,
Japan,2008,2126,,,,,,,,
Japan,2009,1824,,,,,,,,
Japan,2010,2053,,,,,,,,
Japan,2011,1755,,,,,,,,
Japan,2012,1856,,,,,,,,
Japan,2013,1821,,,,,,,,
Japan,2014,1851,,,,,,,,
Japan,2015,1959,,,,,,,,
Kazakhstan,1992,1000,,,,,,,2802,520000
Kazakhstan,1993,1200,,,,,,,2700,418188
Kazakhstan,1994,1097,,,,,,,2240,207700
Kazakhstan,1995,794,,,,,,,1630,255433
Kazakhstan,1996,567,,,,,,,1210,118149
Kazakhstan,1997,745,,,,,,,1000,133380
Kazakhstan,1998,1622,,,,,,,1074,92125
Kazakhstan,1999,1246,,,,,,,1367,140263
Kazakhstan,2000,257,,,,,,,1752,133269
Kazakhstan,2001,170,,,,,,,2050,145780
Kazakhstan,2002,479,,,,,,,2800,126968
Kazakhstan,2003,930,,,,,,,3300,127161
Kazakhstan,2004,2358,,,,,,,3719,103580
Kazakhstan,2005,1624,,,,,,,4357,104186
Kazakhstan,2006,1140,,,,,,,5279,85924
Kazakhstan,2007,1300,,,,,,,6637,59886
Kazakhstan,2008,1118,,,,,,,8521,54964
Kazakhstan,2009,1270,,,,,,,13900,33100
Kazakhstan,2010,1407,,,,,,,17803,4813
Kazakhstan,2011,1278,,,,,,,19451,1683
Kazakhstan,2012,1166,,,,,,,21317,464
Kazakhstan,2013,1335,,,,,,,22567,470
Kazakhstan,2014,1633,,,,,,,23127,470
Kazakhstan,2015,1475,,,,,,,23800,470
Kyrgyzstan,1992,,,,,,350000,,,
Kyrgyzstan,1993,,,,,,350000,,,
Kyrgyzstan,1994,,,,,,379000,,,
Kyrgyzstan,1995,,,,,,380000,,,
Kyrgyzstan,1996,,,,,,642000,,,
Kyrgyzstan,1997,,,,,,611000,,,
Kyrgyzstan,1998,,,,,,637600,,,
Kyrgyzstan,1999,,,,,,645900,,,
Kyrgyzstan,2000,,,,,,550000,,,
Kyrgyzstan,2001,,,,,,574000,,,
Kyrgyzstan,2002,,,,,,542000,,,
Kyrgyzstan,2003,,,,,,370000,,,
Kyrgyzstan,2004,,,,,,488000,,,
Kyrgyzstan,2005,,,,,,303000,,,
Kyrgyzstan,2006,,,,,,169000,,,
Kyrgyzstan,2007,,,,,,331000,,,
Kyrgyzstan,2008,,,,,,270000,,,
Kyrgyzstan,2009,,,,,,140000,,,
Kyrgyzstan,2010,,,,,,99000,,,
Kyrgyzstan,2011,,,,,,112000,,,
Kyrgyzstan,2012,,,,,,74000,,,
Kyrgyzstan,2013,,,,,,31000,,,
Kyrgyzstan,2014,,,,,,46000,,,
Kyrgyzstan,2015,,,,,,20000,,,
Lesotho,1977,,,22688,,,,,,
Lesotho,1978,,,48977,,,,,,
Lesotho,1979,,,52421,,,,,,
Lesotho,1980,,,53714,,,,,,
Lesotho,1981,,,52921,,,,,,
Lesotho,1982,,,42119,,,,,,
Lesotho,1999,,,1500,,,,,,
Lesotho,2000,,,1500,,,,,,
Lesotho,2001,,,1140,,,,,,
Lesotho,2002,,,721,,,,,,
Lesotho,2003,,,1899,,,,,,
Lesotho,2004,,,26607,,,,,,
Lesotho,2005,,,52036,,,,,,
Lesotho,2006,,,231325,,,,,,
Lesotho,2007,,,229077,,,,,,
Lesotho,2008,,,253054,,,,,,
Lesotho,2009,,,91816,,,,,,
Lesotho,2010,,,108827,,,,,,
Lesotho,2011,,,224180,,,,,,
Lesotho,2012,,,478926,,,,,,
Lesotho,2013,,,414013,,,,,,
Lesotho,2014,,,346017,,,,,,
Lesotho,2015,,,304232,,,,,,
Liberia,1976,,,320298,,,,,,
Liberia,1977,,,326214,,,,,,
Liberia,1978,,,307377,,,,,,
Liberia,1979,,,301808,,,,,,
Liberia,1980,,,298446,,,,,,
Liberia,1981,,,336023,,,,,,
Liberia,1982,,,432909,,,,,,
Liberia,1983,,,329924,,,,,,
Liberia,1984,,,238877,,,,,,
Liberia,1985,,,137572,,,,,,
Liberia,1986,,,242152,,,,,,
Liberia,1987,,,294996,,,,,,
Liberia,1988,,,167030,,,,,,
Liberia,1989,,,154554,,,,,,
Liberia,1990,,,100000,,,,,,
Liberia,1991,,,100000,,,,,,
Liberia,1992,,,150000,,,,,,
Liberia,1993,,,150000,,,,,,
Liberia,1994,,,100000,,,,,,
Liberia,1995,,,150000,,,,,,
Liberia,1996,,,150000,,,,,,
Liberia,1997,,,200000,,,,,,
Liberia,1998,,,300000,,,,,,
Liberia,1999,,,200000,,,,,,
Liberia,2000,,,170000,,,,,,
Liberia,2001,,,155000,,,,,,
Liberia,2002,,,80000,,,,,,
Liberia,2003,,,60000,,,,,,
Liberia,2004,,,11000,,,,,,
Liberia,2005,,,11000,,,,,,
Liberia,2006,,,11000,,,,,,
Liberia,2007,,,21699,,,,,,
Liberia,2008,,,46963,,,,,,
Liberia,2009,,,36828,,,,,,
Liberia,2010,,,22018,,,,,,
Liberia,2011,,,39866,,,,,,
Liberia,2012,,,34271,,,,,,
Liberia,2013,,,47819,,,,,,
Liberia,2014,,,74882,,,,,,
Liberia,2015,,,65996,,,,,,
Macedonia,1992,230,,,,,,,,
Macedonia,1993,249,,,,,,,,
Macedonia,1994,73,,,,,,,,58740
Macedonia,1995,70,,,,,,,,
Macedonia,1996,12,,,,,,,,
Macedonia,1997,10,,,,,,,,
Macedonia,1999,236,,,,,,,,
Macedonia,2000,335,,,,,,,,41170
Macedonia,2001,73,,,,,,,,27287
Macedonia,2002,111,,,,,,,,0
Macedonia,2003,75,,,,,,,,49905
Macedonia,2004,,,,,,,,,66769
Macedonia,2005,,,,,,,,,71249
Macedonia,2006,,,,,,,,,59023
Macedonia,2007,,,,,,,,,34215
Macedonia,2008,,,,,,,,,42674
Macedonia,2009,,,,,,,,,7657
Macedonia,2010,,,,,,,,,30044
Macedonia,2011,,,,,,,,,56167
Macedonia,2012,,,,,,,,,42402
Macedonia,2013,,,,,,,,,72279
Macedonia,2014,,,,,,,,,73014
Macedonia,2015,,,,,,,,,45698
Madagascar,1970,,,,19870,,,,,
Madagascar,1971,,,,20025,,,,,
Madagascar,1972,,,,18320,,,,,
Madagascar,1973,,,,13963,,,,,
Madagascar,1974,,,,17280,,,,,
Madagascar,1975,,,,13313,,,,,
Madagascar,1976,,,,16216,,,,,
Madagascar,1977,,,,14677,,,,,
Madagascar,1978,,,,16624,,,,,
Madagascar,1979,,,,13378,,,,,
Madagascar,1980,,,,9906,,,,,
Madagascar,1981,,,,16045,,,,,
Madagascar,1982,,,,15211,,,,,
Madagascar,1983,,,,13496,,,,,
Madagascar,1984,,,,14155,,,,,
Madagascar,1985,,,,14700,,,,,
Madagascar,1986,,,,16188,,,,,
Madagascar,1987,,,,13569,,,,,
Madagascar,1988,,,,14564,,,,,
Madagascar,1989,,,,15865,,,,,
Madagascar,1990,,,,18036,,,,,
Madagascar,1991,,,,14078,,,,,
Madagascar,1992,,,,8910,,,,,
Madagascar,1993,,,,13118,,,,,
Madagascar,1994,,,,14593,,,,,
Madagascar,1995,,,,16119,,,,,
Madagascar,1996,,,,11295,,,,,
Madagascar,1997,,,,15397,,,,,
Madagascar,1998,,,,18690,,,,,
Madagascar,1999,,,,16137,,,,,
Madagascar,2000,,,,14928,,,,,
Madagascar,2001,,,,12580,,,,,
Madagascar,2002,,,,7522,,,,,
Madagascar,2003,,,,2170,,,,,
Madagascar,2004,,,,7770,,,,,
Madagascar,2005,,,,6400,,,,,
Madagascar,2006,,0,,5500,,,,,
Madagascar,2007,,0,,5400,,,,,
Madagascar,2008,,0,,4900,,,,,
Madagascar,2009,,0,,3400,,,,,
Madagascar,2010,,0,,3654,,,,,
Madagascar,2011,,0,,3951,,,,,
Madagascar,2012,,718,,3500,,,,,
Madagascar,2013,,2340,,6100,,,,,
Madagascar,2014,,3221,,5700,,,,,
Madagascar,2015,,3920,,8000,,,,,
Malawi,2006,,,,,,,,0,
Malawi,2007,,,,,,,,0,
Malawi,2008,,,,,,,,0,
Malawi,2009,,,,,,,,90,
Malawi,2010,,,,,,,,671,
Malawi,2011,,,,,,,,785,
Malawi,2012,,,,,,,,1102,
Malawi,2013,,,,,,,,1133,
Malawi,2014,,,,,,,,369,
Malawi,2015,,,,,,,,0,
Mexico,1970,1967,,,55647,,1043000,,,
Mexico,1971,1662,,,50916,,1220000,,,
Mexico,1972,186,,,55110,,776000,,,14916
Mexico,1973,182,,,65392,,197000,,,14634
Mexico,1974,527,,,62551,,894000,,,19834
Mexico,1975,586,,,60814,,490000,,,17824
Mexico,1976,710,,,60337,,518000,,,17957
Mexico,1977,908,,,58432,,333000,,,22888
Mexico,1978,897,,,52264,,76000,,,24606
Mexico,1979,830,,,50880,,68000,,,24286
Mexico,1980,778,,,44854,,145000,,,27634
Mexico,1981,590,,,42294,,240000,,,22682
Mexico,1982,607,,,36174,,295000,,,24111
Mexico,1983,847,,,44327,,221000,,,24307
Mexico,1984,840,,,41529,,384000,,,22504
Mexico,1985,888,,,35378,,394000,,,27638
Mexico,1986,963,,,37856,,185000,,,17650
Mexico,1987,1139,,,38461,,345000,,,18060
Mexico,1988,1553,,,49607,,345000,,,16553
Mexico,1989,1316,,,40246,,651000,,,9474
Mexico,1990,1280,,,24916,,735000,,,6998
Mexico,1991,1126,,,37258,,340000,,,5836
Mexico,1992,1146,,,48038,,21000,,,
Mexico,1993,1332,,,48532,,12000,,,
Mexico,1994,646,,,30863,,11000,,,
Mexico,1995,689,,,34388,,15000,,,
Mexico,1996,784,,,40412,,15000,,,
Mexico,1997,1223,,,47982,,15000,,,
Mexico,1998,1275,,,43461,,15000,,,
Mexico,1999,1275,,,27781,,15000,,,
Mexico,2000,1268,,,30330,,15000,,,
Mexico,2001,1421,,,21442,,15000,,,
Mexico,2002,1382,,,14065,,15000,,,
Mexico,2003,1590,,,8730,,15000,,,
Mexico,2004,1594,,,14769,,15000,,,
Mexico,2005,1627,,,12357,,6000,,,
Mexico,2006,1399,,,11773,,8000,,,
Mexico,2007,1605,,,9900,,17300,,,
Mexico,2008,1550,,,7229,,43100,,,
Mexico,2009,1510,,,5105,,10600,,,
Mexico,2010,1464,,,6628,,11000,,,
Mexico,2011,1485,,,7348,,120300,,,
Mexico,2012,1482,,,7520,,235300,,,
Mexico,2013,1451,,,7024,,266200,,,
Mexico,2014,1409,,,9160,,300900,,,
Mexico,2015,1301,,,8071,,306500,,,
Morocco,1970,,604,,,,,,,
Morocco,1971,,978,,,,,,,
Morocco,1972,,1602,,,,,,,
Morocco,1973,,1400,,,,,,,
Morocco,1974,,1750,,,,,,,
Morocco,1975,,1960,,,,,,,
Morocco,1976,,911,,,,,,,
Morocco,1977,,990,,,,,,,
Morocco,1978,,1133,,,,,,,
Morocco,1979,,1001,,,,,,,
Morocco,1980,,838,,,,,,,
Morocco,1981,,783,,,,,,,
Morocco,1982,,792,,,,,,,
Morocco,1983,,0,,,,,,,
Morocco,1984,,0,,,,,,,
Morocco,1985,,0,,,,,,,
Morocco,1986,,0,,,,,,,
Morocco,1987,,259,,,,,,,
Morocco,1988,,238,,,,,,,
Morocco,1989,,114,,,,,,,
Morocco,1990,,103,,,,,,,
Morocco,1991,,295,,,,,,,
Morocco,1992,,425,,,,,,,
Morocco,1993,,405,,,,,,,
Morocco,1994,,427,,,,,,,
Morocco,1995,,548,,,,,,,
Morocco,1996,,540,,,,,,,
Morocco,1997,,780,,,,,,,
Morocco,1998,,287,,,,,,,
Morocco,1999,,882,,,,10000,,,
Morocco,2000,,1001,,,,10000,,,
Morocco,2001,,1337,,,,10000,,,
Morocco,2002,,1335,,,,10000,,,
Morocco,2003,,1391,,,,10000,,,
Morocco,2004,,1600,,,,10000,,,
Morocco,2005,,1600,,,,14800,,,
Morocco,2006,,1405,,,,18800,,,
Morocco,2007,,1573,,,,17900,,,
Morocco,2008,,1791,,,,17400,,,
Morocco,2009,,1600,,,,18000,,,
Morocco,2010,,1582,,,,20000,,,
Morocco,2011,,1518,,,,20000,,,
Morocco,2012,,1314,,,,20000,,,
Morocco,2013,,1353,,,,20000,,,
Morocco,2014,,1391,,,,20000,,,
Morocco,2015,,1722,,,,20000,,,
Mozambique,1972,,,,,0,,,,
Mozambique,1973,,,,,0,,,,
Mozambique,1974,,,,,0,,,,
Mozambique,1975,,,,,755,,,,
Mozambique,1976,,,,,755,,,,
Mozambique,1977,,,,,0,,,,
Mozambique,1978,,,,,0,,,,
Mozambique,1979,,,,,0,,,,
Mozambique,1980,,,,,0,,,,
Mozambique,1981,,,,,0,,,,
Mozambique,1982,,,,,0,,,,
Mozambique,1992,,,,0,,,,,
Mozambique,1993,,,,10,,,,,
Mozambique,1994,,,,430,,,,,
Mozambique,1995,,,,3019,,,,,
Mozambique,1996,,,,3283,,,,,
Mozambique,1997,,,,5125,,,,,
Mozambique,1998,,,,5889,,,,,
Mozambique,1999,,,,4007,,,,,
Myanmar,1970,,,,78,,,,,
Myanmar,1971,,,,152,,,,,
Myanmar,1972,,,,91,,,,,
Myanmar,1973,,,,183,,,,,
Myanmar,1974,,,,305,,,,,
Myanmar,1975,,,,102,,,,,
Myanmar,1976,,,,161,,,,,
Myanmar,1977,,,,205,,,,,
Myanmar,1978,,,,150,,,,,
Myanmar,1979,,,,137,,,,,
Myanmar,1980,,,,44,,,,,
Myanmar,1981,,,,116,,,,,
Myanmar,1982,,,,244,,,,,
Myanmar,1983,,,,272,,,,,
Myanmar,1984,,,,234,,,,,
Myanmar,1985,,,,234,,,,,
Myanmar,1986,,,,722,,,,,
Namibia,1970,205,,1509263,,,,,,
Namibia,1971,157,,1561572,,,,,,
Namibia,1972,142,,1596144,,,,,,
Namibia,1973,104,,1599565,,,,,,
Namibia,1974,114,,1569961,,37762,,,,
Namibia,1975,118,,1747739,,51373,,,0,
Namibia,1976,118,,1693994,,5892,,,593,
Namibia,1977,88,,2001217,,2548,,,2340,
Namibia,1978,79,,1898211,,,,,2693,
Namibia,1979,81,,1652536,,0,,,3831,
Namibia,1980,70,,1559885,,0,,,4036,
Namibia,1981,0,,1247960,,1263,,,3970,
Namibia,1982,110,,1014464,,1040,,,3777,
Namibia,1983,51,,969400,,792,,,3713,
Namibia,1984,40,,931300,,904,,,3800,
Namibia,1985,59,,909500,,1873,,,3400,
Namibia,1986,61,,1009600,,855,,,3500,
Namibia,1987,51,,1030092,,927,,,3540,
Namibia,1988,106,,974565,,1642,,,3510,
Namibia,1989,88,,926765,,1398,,,3186,
Namibia,1990,69,,762837,,1268,,,3325,
Namibia,1991,67,,1186874,,1152,,,2450,
Namibia,1992,29,,1549260,,1162,,,1528,
Namibia,1993,13,,1141352,,739,,,1512,
Namibia,1994,19,,1312348,,1362,,,1724,
Namibia,1995,15,,1381757,,2611,,,1819,
Namibia,1996,7,,1402129,,1971,,,2222,
Namibia,1997,2,,1419530,,632,,,2633,
Namibia,1998,,,1465959,,247,,,2520,
Namibia,1999,,,1632860,,,,,2437,
Namibia,2000,,,1541647,,,,,2461,
Namibia,2001,,,1487316,,,,,2029,
Namibia,2002,,,1537505,,,,,3058,
Namibia,2003,,,1454756,,,,,2416,
Namibia,2004,,,2003868,,,,,3159,
Namibia,2005,,,1902484,,,,,3151,
Namibia,2006,,,2356285,,,,,3071,
Namibia,2007,,,2266100,,,,,2888,
Namibia,2008,,,2435195,,,,,4371,
Namibia,2009,,,939916,,,,,4631,
Namibia,2010,,,1521625,,,,,4500,
Namibia,2011,,,1344932,,,,,3262,
Namibia,2012,,,1667000,,,,,4500,
Namibia,2013,,,1776290,,,,,4328,
Namibia,2014,,,1897872,,,,,3311,
Namibia,2015,,,1988126,,,,,2950,
Netherlands,1970,111,,,,,,,,
Netherlands,1971,123,,,,,,,,
Netherlands,1972,122,,,,,,,,
Netherlands,1973,62,,,,,,,,
Netherlands,1974,75,,,,,,,,
Netherlands,1975,272,,,,,,,,
Netherlands,1976,398,,,,,,,,
Netherlands,1977,302,,,,,,,,
Netherlands,1978,402,,,,,,,,
Netherlands,1979,416,,,,,,,,
Netherlands,1980,455,,,,,,,,
Netherlands,1981,518,,,,,,,,
Netherlands,1982,497,,,,,,,,
Netherlands,1983,513,,,,,,,,
Netherlands,1984,636,,,,,,,,
Netherlands,1985,594,,,,,,,,
Netherlands,1986,557,,,,,,,,
Netherlands,1987,517,,,,,,,,
Netherlands,1988,655,,,,,,,,
Netherlands,1989,505,,,,,,,,
Netherlands,1990,590,,,,,,,,
Netherlands,1991,539,,,,,,,,
Netherlands,1992,612,,,,,,,,
Netherlands,1993,526,,,,,,,,
Netherlands,1994,600,,,,,,,,
Netherlands,1995,704,,,,,,,,
Netherlands,1996,603,,,,,,,,
Netherlands,1997,745,,,,,,,,
Netherlands,1998,739,,,,,,,,
Netherlands,1999,730,,,,,,,,
Netherlands,2000,655,,,,,,,,
Netherlands,2001,455,,,,,,,,
Netherlands,2002,485,,,,,,,,
Netherlands,2003,495,,,,,,,,
Netherlands,2004,493,,,,,,,,
Netherlands,2005,494,,,,,,,,
Netherlands,2006,524,,,,,,,,
Netherlands,2007,495,,,,,,,,
Netherlands,2008,530,,,,,,,,
Netherlands,2009,490,,,,,,,,
Netherlands,2010,560,,,,,,,,
Netherlands,2011,570,,,,,,,,
Netherlands,2012,560,,,,,,,,
Netherlands,2013,610,,,,,,,,
Netherlands,2014,620,,,,,,,,
Netherlands,2015,620,,,,,,,,
New Caledonia,1970,,0,,,,,,,
New Caledonia,1971,,0,,,,,,,
New Caledonia,1972,,3300,,,,,,,
New Caledonia,1973,,3500,,,,,,,
New Caledonia,1974,,3560,,,,,,,
New Caledonia,1975,,3420,,,,,,,
New Caledonia,1976,,3568,,,,,,,
New Caledonia,1977,,3504,,,,,,,
New Caledonia,1978,,2015,,,,,,,
New Caledonia,1979,,2414,,,,,,,
New Caledonia,1980,,2598,,,,,,,
New Caledonia,1981,,2343,,,,,,,
New Caledonia,1982,,1803,,,,,,,
New Caledonia,1983,,1385,,,,,,,
New Caledonia,1984,,1750,,,,,,,
New Caledonia,1985,,2171,,,,,,,
New Caledonia,1986,,1936,,,,,,,
New Caledonia,1987,,1724,,,,,,,
New Caledonia,1988,,2137,,,,,,,
New Caledonia,1989,,2885,,,,,,,
New Caledonia,1990,,2551,,,,,,,
New Caledonia,1991,,2990,,,,,,,
New Caledonia,1992,,3000,,,,,,,
New Caledonia,1993,,2407,,,,,,,
New Caledonia,1994,,2756,,,,,,,
New Caledonia,1995,,2601,,,,,,,
New Caledonia,1996,,2356,,,,,,,
New Caledonia,1997,,2964,,,,,,,
New Caledonia,1998,,3036,,,,,,,
New Caledonia,1999,,2803,,,,,,,
New Caledonia,2000,,2620,,,,,,,
New Caledonia,2001,,3540,,,,,,,
New Caledonia,2002,,2780,,,,,,,
New Caledonia,2003,,2602,,,,,,,
New Caledonia,2004,,2726,,,,,,,
New Caledonia,2005,,1769,,,,,,,
New Caledonia,2006,,1629,,,,,,,
New Caledonia,2007,,1620,,,,,,,
