Entity,Year,Freedom of the Press Status 4 (Freedom House (2016))
Haiti,1991,1500
Haiti,1992,1500
Haiti,1993,1500
Haiti,1994,2500
Haiti,1995,2500
Haiti,1996,2500
Haiti,1997,2500
Haiti,1998,2500
Haiti,1999,2500
Haiti,2000,2500
Haiti,2001,1500
Haiti,2002,1500
Haiti,2003,1500
Haiti,2004,1500
Haiti,2005,1500
Haiti,2006,2500
Haiti,2007,2500
Haiti,2008,2500
Haiti,2009,2500
Haiti,2010,2500
Haiti,2011,2500
Haiti,2012,2500
Haiti,2013,2500
Haiti,2014,2500
Honduras,1979,3500
Honduras,1980,3500
Honduras,1981,3500
Honduras,1983,3500
Honduras,1984,3500
Honduras,1985,3500
Honduras,1986,3500
Honduras,1987,3500
Honduras,1988,2500
Honduras,1989,2500
Honduras,1990,2500
Honduras,1991,3500
Honduras,1992,3500
Honduras,1993,2500
Honduras,1994,2500
Honduras,1995,2500
Honduras,1996,2500
Honduras,1997,2500
Honduras,1998,2500
Honduras,1999,2500
Honduras,2000,2500
Honduras,2001,2500
Honduras,2002,2500
Honduras,2003,2500
Honduras,2004,2500
Honduras,2005,2500
Honduras,2006,2500
Honduras,2007,2500
Honduras,2008,2500
Honduras,2009,2500
Honduras,2010,1500
Honduras,2011,1500
Honduras,2012,1500
Honduras,2013,1500
Honduras,2014,1500
Hong Kong,1993,3500
Hong Kong,1994,3500
Hong Kong,1995,3500
Hong Kong,1996,2500
Hong Kong,2004,3500
Hong Kong,2005,3500
Hong Kong,2006,3500
Hong Kong,2007,3500
Hong Kong,2008,2500
Hong Kong,2009,2500
Hong Kong,2010,2500
Hong Kong,2011,2500
Hong Kong,2012,2500
Hong Kong,2013,2500
Hong Kong,2014,2500
Hungary,1979,1500
Hungary,1980,1500
Hungary,1981,1500
Hungary,1983,1500
Hungary,1984,1500
Hungary,1985,1500
Hungary,1986,1500
Hungary,1987,1500
Hungary,1988,1500
Hungary,1989,2500
Hungary,1990,3500
Hungary,1991,3500
Hungary,1992,3500
Hungary,1993,3500
Hungary,1994,2500
Hungary,1995,2500
Hungary,1996,2500
Hungary,1997,3500
Hungary,1998,3500
Hungary,1999,3500
Hungary,2000,3500
Hungary,2001,3500
Hungary,2002,3500
Hungary,2003,3500
Hungary,2004,3500
Hungary,2005,3500
Hungary,2006,3500
Hungary,2007,3500
Hungary,2008,3500
Hungary,2009,3500
Hungary,2010,3500
Hungary,2011,2500
Hungary,2012,2500
Hungary,2013,2500
Hungary,2014,2500
Iceland,1979,3500
Iceland,1980,3500
Iceland,1981,3500
Iceland,1983,3500
Iceland,1984,3500
Iceland,1985,3500
Iceland,1986,3500
Iceland,1987,3500
Iceland,1988,3500
Iceland,1989,3500
Iceland,1990,3500
Iceland,1991,3500
Iceland,1992,3500
Iceland,1993,3500
Iceland,1994,3500
Iceland,1995,3500
Iceland,1996,3500
Iceland,1997,3500
Iceland,1998,3500
Iceland,1999,3500
Iceland,2000,3500
Iceland,2001,3500
Iceland,2002,3500
Iceland,2003,3500
Iceland,2004,3500
Iceland,2005,3500
Iceland,2006,3500
Iceland,2007,3500
Iceland,2008,3500
Iceland,2009,3500
Iceland,2010,3500
Iceland,2011,3500
Iceland,2012,3500
Iceland,2013,3500
Iceland,2014,3500
India,1979,3500
India,1980,3500
India,1981,3500
India,1983,3500
India,1984,3500
India,1985,3500
India,1986,3500
India,1987,3500
India,1988,3500
India,1989,3500
India,1990,3500
India,1991,3500
India,1992,3500
India,1993,2500
India,1994,2500
India,1995,2500
India,1996,2500
India,1997,2500
India,1998,2500
India,1999,2500
India,2000,2500
India,2001,2500
India,2002,2500
India,2003,2500
India,2004,2500
India,2005,2500
India,2006,2500
India,2007,2500
India,2008,2500
India,2009,2500
India,2010,2500
India,2011,2500
India,2012,2500
India,2013,2500
India,2014,2500
Indonesia,1979,2500
Indonesia,1980,2500
Indonesia,1981,2500
Indonesia,1983,2500
Indonesia,1984,2500
Indonesia,1985,2500
Indonesia,1986,2500
Indonesia,1987,2500
Indonesia,1988,1500
Indonesia,1989,1500
Indonesia,1990,1500
Indonesia,1991,2500
Indonesia,1992,2500
Indonesia,1993,2500
Indonesia,1994,1500
Indonesia,1995,1500
Indonesia,1996,1500
Indonesia,1997,1500
Indonesia,1998,2500
Indonesia,1999,2500
Indonesia,2000,2500
Indonesia,2001,2500
Indonesia,2002,2500
Indonesia,2003,2500
Indonesia,2004,2500
Indonesia,2005,2500
Indonesia,2006,2500
Indonesia,2007,2500
Indonesia,2008,2500
Indonesia,2009,2500
Indonesia,2010,2500
Indonesia,2011,2500
Indonesia,2012,2500
Indonesia,2013,2500
Indonesia,2014,2500
Iran,1979,2500
Iran,1980,2500
Iran,1981,1500
Iran,1983,1500
Iran,1984,1500
Iran,1985,1500
Iran,1986,1500
Iran,1987,1500
Iran,1988,1500
Iran,1989,1500
Iran,1990,1500
Iran,1991,1500
Iran,1992,1500
Iran,1993,1500
Iran,1994,1500
Iran,1995,1500
Iran,1996,1500
Iran,1997,1500
Iran,1998,1500
Iran,1999,1500
Iran,2000,1500
Iran,2001,1500
Iran,2002,1500
Iran,2003,1500
Iran,2004,1500
Iran,2005,1500
Iran,2006,1500
Iran,2007,1500
Iran,2008,1500
Iran,2009,1500
Iran,2010,1500
Iran,2011,1500
Iran,2012,1500
Iran,2013,1500
Iran,2014,1500
Iraq,1979,1500
Iraq,1980,1500
Iraq,1981,1500
Iraq,1983,1500
Iraq,1984,1500
Iraq,1985,1500
Iraq,1986,1500
Iraq,1987,1500
Iraq,1988,1500
Iraq,1989,1500
Iraq,1990,1500
Iraq,1991,1500
Iraq,1992,1500
Iraq,1993,1500
Iraq,1994,1500
Iraq,1995,1500
Iraq,1996,1500
Iraq,1997,1500
Iraq,1998,1500
Iraq,1999,1500
Iraq,2000,1500
Iraq,2001,1500
Iraq,2002,1500
Iraq,2003,1500
Iraq,2004,1500
Iraq,2005,1500
Iraq,2006,1500
Iraq,2007,1500
Iraq,2008,1500
Iraq,2009,1500
Iraq,2010,1500
Iraq,2011,1500
Iraq,2012,1500
Iraq,2013,1500
Iraq,2014,1500
Ireland,1979,3500
Ireland,1980,3500
Ireland,1981,3500
Ireland,1983,3500
Ireland,1984,3500
Ireland,1985,3500
Ireland,1986,3500
Ireland,1987,3500
Ireland,1988,3500
Ireland,1989,3500
Ireland,1990,3500
Ireland,1991,3500
Ireland,1992,3500
Ireland,1993,3500
Ireland,1994,3500
Ireland,1995,3500
Ireland,1996,3500
Ireland,1997,3500
Ireland,1998,3500
Ireland,1999,3500
Ireland,2000,3500
Ireland,2001,3500
Ireland,2002,3500
Ireland,2003,3500
Ireland,2004,3500
Ireland,2005,3500
Ireland,2006,3500
Ireland,2007,3500
Ireland,2008,3500
Ireland,2009,3500
Ireland,2010,3500
Ireland,2011,3500
Ireland,2012,3500
Ireland,2013,3500
Ireland,2014,3500
Israel,1979,3500
Israel,1980,3500
Israel,1981,3500
Israel,1983,3500
Israel,1984,3500
Israel,1985,3500
Israel,1986,3500
Israel,1987,3500
Israel,1988,3500
Israel,1989,3500
Israel,1990,3500
Israel,1991,3500
Israel,1992,3500
Israel,1993,3500
Israel,1994,3500
Israel,1995,3500
Israel,1996,3500
Israel,1997,3500
Israel,1998,3500
Israel,1999,3500
Israel,2000,3500
Israel,2001,3500
Israel,2002,3500
Israel,2003,3500
Israel,2004,3500
Israel,2005,3500
Israel,2006,3500
Israel,2007,3500
Israel,2008,2500
Israel,2009,3500
Israel,2010,3500
Israel,2011,3500
Israel,2012,2500
Israel,2013,3500
Israel,2014,3500
Italy,1979,3500
Italy,1980,3500
Italy,1981,3500
Italy,1983,3500
Italy,1984,3500
Italy,1985,3500
Italy,1986,3500
Italy,1987,3500
Italy,1988,3500
Italy,1989,3500
Italy,1990,3500
Italy,1991,3500
Italy,1992,3500
Italy,1993,3500
Italy,1994,3500
Italy,1995,3500
Italy,1996,3500
Italy,1997,3500
Italy,1998,3500
Italy,1999,3500
Italy,2000,3500
Italy,2001,3500
Italy,2002,3500
Italy,2003,2500
Italy,2004,2500
Italy,2005,2500
Italy,2006,3500
Italy,2007,3500
Italy,2008,2500
Italy,2009,2500
Italy,2010,2500
Italy,2011,2500
Italy,2012,2500
Italy,2013,2500
Italy,2014,2500
Jamaica,1979,3500
Jamaica,1980,3500
Jamaica,1981,3500
Jamaica,1983,3500
Jamaica,1984,3500
Jamaica,1985,3500
Jamaica,1986,3500
Jamaica,1987,3500
Jamaica,1988,3500
Jamaica,1989,3500
Jamaica,1990,3500
Jamaica,1991,3500
Jamaica,1992,3500
Jamaica,1993,3500
Jamaica,1994,3500
Jamaica,1995,3500
Jamaica,1996,3500
Jamaica,1997,3500
Jamaica,1998,3500
Jamaica,1999,3500
Jamaica,2000,3500
Jamaica,2001,3500
Jamaica,2002,3500
Jamaica,2003,3500
Jamaica,2004,3500
Jamaica,2005,3500
Jamaica,2006,3500
Jamaica,2007,3500
Jamaica,2008,3500
Jamaica,2009,3500
Jamaica,2010,3500
Jamaica,2011,3500
Jamaica,2012,3500
Jamaica,2013,3500
Jamaica,2014,3500
Japan,1979,3500
Japan,1980,3500
Japan,1981,3500
Japan,1983,3500
Japan,1984,3500
Japan,1985,3500
Japan,1986,3500
Japan,1987,3500
Japan,1988,3500
Japan,1989,3500
Japan,1990,3500
Japan,1991,3500
Japan,1992,3500
Japan,1993,3500
Japan,1994,3500
Japan,1995,3500
Japan,1996,3500
Japan,1997,3500
Japan,1998,3500
Japan,1999,3500
Japan,2000,3500
Japan,2001,3500
Japan,2002,3500
Japan,2003,3500
Japan,2004,3500
Japan,2005,3500
Japan,2006,3500
Japan,2007,3500
Japan,2008,3500
Japan,2009,3500
Japan,2010,3500
Japan,2011,3500
Japan,2012,3500
Japan,2013,3500
Japan,2014,3500
Jordan,1979,1500
Jordan,1980,1500
Jordan,1981,1500
Jordan,1983,1500
Jordan,1984,1500
Jordan,1985,1500
Jordan,1986,1500
Jordan,1987,1500
Jordan,1988,1500
Jordan,1989,1500
Jordan,1990,1500
Jordan,1991,1500
Jordan,1992,2500
Jordan,1993,2500
Jordan,1994,2500
Jordan,1995,2500
Jordan,1996,2500
Jordan,1997,2500
Jordan,1998,1500
Jordan,1999,2500
Jordan,2000,2500
Jordan,2001,2500
Jordan,2002,1500
Jordan,2003,1500
Jordan,2004,1500
Jordan,2005,1500
Jordan,2006,1500
Jordan,2007,1500
Jordan,2008,1500
Jordan,2009,1500
Jordan,2010,1500
Jordan,2011,1500
Jordan,2012,1500
Jordan,2013,1500
Jordan,2014,1500
Kazakhstan,1992,2500
Kazakhstan,1993,2500
Kazakhstan,1994,1500
Kazakhstan,1995,1500
Kazakhstan,1996,1500
Kazakhstan,1997,1500
Kazakhstan,1998,1500
Kazakhstan,1999,1500
Kazakhstan,2000,1500
Kazakhstan,2001,1500
Kazakhstan,2002,1500
Kazakhstan,2003,1500
Kazakhstan,2004,1500
Kazakhstan,2005,1500
Kazakhstan,2006,1500
Kazakhstan,2007,1500
Kazakhstan,2008,1500
Kazakhstan,2009,1500
Kazakhstan,2010,1500
Kazakhstan,2011,1500
Kazakhstan,2012,1500
Kazakhstan,2013,1500
Kazakhstan,2014,1500
Kenya,1979,2500
Kenya,1980,2500
Kenya,1981,2500
Kenya,1983,2500
Kenya,1984,2500
Kenya,1985,2500
Kenya,1986,2500
Kenya,1987,1500
Kenya,1988,1500
Kenya,1989,1500
Kenya,1990,1500
Kenya,1991,1500
Kenya,1992,2500
Kenya,1993,2500
Kenya,1994,2500
Kenya,1995,1500
Kenya,1996,2500
Kenya,1997,1500
Kenya,1998,1500
Kenya,1999,1500
Kenya,2000,1500
Kenya,2001,1500
Kenya,2002,1500
Kenya,2003,2500
Kenya,2004,1500
Kenya,2005,2500
Kenya,2006,2500
Kenya,2007,2500
Kenya,2008,2500
Kenya,2009,2500
Kenya,2010,2500
Kenya,2011,2500
Kenya,2012,2500
Kenya,2013,2500
Kenya,2014,2500
Kiribati,1993,3500
Kiribati,1994,3500
Kiribati,1995,3500
Kiribati,1996,3500
Kiribati,1997,3500
Kiribati,1998,3500
Kiribati,1999,3500
Kiribati,2000,3500
Kiribati,2001,3500
Kiribati,2002,3500
Kiribati,2003,3500
Kiribati,2004,3500
Kiribati,2005,3500
Kiribati,2006,3500
Kiribati,2007,3500
Kiribati,2008,3500
Kiribati,2009,3500
Kiribati,2010,3500
Kiribati,2011,3500
Kiribati,2012,3500
Kiribati,2013,3500
Kiribati,2014,3500
Kosovo,2008,0
Kosovo,2009,2500
Kosovo,2010,2500
Kosovo,2011,2500
Kosovo,2012,2500
Kosovo,2013,2500
Kosovo,2014,2500
Kuwait,1979,2500
Kuwait,1980,2500
Kuwait,1981,2500
Kuwait,1983,2500
Kuwait,1984,2500
Kuwait,1985,2500
Kuwait,1986,2500
Kuwait,1987,2500
Kuwait,1988,1500
Kuwait,1989,1500
Kuwait,1990,1500
Kuwait,1991,1500
Kuwait,1992,1500
Kuwait,1993,1500
Kuwait,1994,1500
Kuwait,1995,2500
Kuwait,1996,2500
Kuwait,1997,2500
Kuwait,1998,2500
Kuwait,1999,2500
Kuwait,2000,2500
Kuwait,2001,2500
Kuwait,2002,2500
Kuwait,2003,2500
Kuwait,2004,2500
Kuwait,2005,2500
Kuwait,2006,2500
Kuwait,2007,2500
Kuwait,2008,2500
Kuwait,2009,2500
Kuwait,2010,2500
Kuwait,2011,2500
Kuwait,2012,2500
Kuwait,2013,2500
Kuwait,2014,2500
Kyrgyzstan,1992,2500
Kyrgyzstan,1993,2500
Kyrgyzstan,1994,2500
Kyrgyzstan,1995,2500
Kyrgyzstan,1996,1500
Kyrgyzstan,1997,1500
Kyrgyzstan,1998,1500
Kyrgyzstan,1999,1500
Kyrgyzstan,2000,1500
Kyrgyzstan,2001,1500
Kyrgyzstan,2002,1500
Kyrgyzstan,2003,1500
Kyrgyzstan,2004,1500
Kyrgyzstan,2005,1500
Kyrgyzstan,2006,1500
Kyrgyzstan,2007,1500
Kyrgyzstan,2008,1500
Kyrgyzstan,2009,1500
Kyrgyzstan,2010,1500
Kyrgyzstan,2011,1500
Kyrgyzstan,2012,1500
Kyrgyzstan,2013,1500
Kyrgyzstan,2014,1500
Laos,1979,1500
Laos,1980,1500
Laos,1981,1500
Laos,1983,1500
Laos,1984,1500
Laos,1985,1500
Laos,1986,1500
Laos,1987,1500
Laos,1988,1500
Laos,1989,1500
Laos,1990,1500
Laos,1991,1500
Laos,1992,1500
Laos,1993,1500
Laos,1994,1500
Laos,1995,1500
Laos,1996,1500
Laos,1997,1500
Laos,1998,1500
Laos,1999,1500
Laos,2000,1500
Laos,2001,1500
Laos,2002,1500
Laos,2003,1500
Laos,2004,1500
Laos,2005,1500
Laos,2006,1500
Laos,2007,1500
Laos,2008,1500
Laos,2009,1500
Laos,2010,1500
Laos,2011,1500
Laos,2012,1500
Laos,2013,1500
Laos,2014,1500
Latvia,1991,3500
Latvia,1992,2500
Latvia,1993,3500
Latvia,1994,3500
Latvia,1995,3500
Latvia,1996,3500
Latvia,1997,3500
Latvia,1998,3500
Latvia,1999,3500
Latvia,2000,3500
Latvia,2001,3500
Latvia,2002,3500
Latvia,2003,3500
Latvia,2004,3500
Latvia,2005,3500
Latvia,2006,3500
Latvia,2007,3500
Latvia,2008,3500
Latvia,2009,3500
Latvia,2010,3500
Latvia,2011,3500
Latvia,2012,3500
Latvia,2013,3500
Latvia,2014,3500
Lebanon,1979,2500
Lebanon,1980,2500
Lebanon,1981,2500
Lebanon,1983,2500
Lebanon,1984,2500
Lebanon,1985,2500
Lebanon,1986,2500
Lebanon,1987,2500
Lebanon,1988,1500
Lebanon,1989,1500
Lebanon,1990,1500
Lebanon,1991,2500
Lebanon,1992,2500
Lebanon,1993,2500
Lebanon,1994,2500
Lebanon,1995,2500
Lebanon,1996,2500
Lebanon,1997,1500
Lebanon,1998,1500
Lebanon,1999,1500
Lebanon,2000,1500
Lebanon,2001,1500
Lebanon,2002,1500
Lebanon,2003,1500
Lebanon,2004,2500
Lebanon,2005,2500
Lebanon,2006,2500
Lebanon,2007,2500
Lebanon,2008,2500
Lebanon,2009,2500
Lebanon,2010,2500
Lebanon,2011,2500
Lebanon,2012,2500
Lebanon,2013,2500
Lebanon,2014,2500
Lesotho,1979,2500
Lesotho,1980,2500
Lesotho,1981,2500
Lesotho,1983,2500
Lesotho,1984,2500
Lesotho,1985,2500
Lesotho,1986,2500
Lesotho,1987,1500
Lesotho,1988,1500
Lesotho,1989,1500
Lesotho,1990,1500
Lesotho,1991,2500
Lesotho,1992,2500
Lesotho,1993,2500
Lesotho,1994,2500
Lesotho,1995,2500
Lesotho,1996,2500
Lesotho,1997,2500
Lesotho,1998,2500
Lesotho,1999,2500
Lesotho,2000,2500
Lesotho,2001,2500
Lesotho,2002,2500
Lesotho,2003,2500
Lesotho,2004,2500
Lesotho,2005,2500
Lesotho,2006,2500
Lesotho,2007,2500
Lesotho,2008,2500
Lesotho,2009,2500
Lesotho,2010,2500
Lesotho,2011,2500
Lesotho,2012,2500
Lesotho,2013,2500
Lesotho,2014,2500
Liberia,1979,2500
Liberia,1980,1500
Liberia,1981,1500
Liberia,1983,2500
Liberia,1984,2500
Liberia,1985,2500
Liberia,1986,2500
Liberia,1987,2500
Liberia,1988,1500
Liberia,1989,1500
Liberia,1990,1500
Liberia,1991,1500
Liberia,1992,1500
Liberia,1993,1500
Liberia,1994,1500
Liberia,1995,1500
Liberia,1996,1500
Liberia,1997,1500
Liberia,1998,1500
Liberia,1999,1500
Liberia,2000,1500
Liberia,2001,1500
Liberia,2002,1500
Liberia,2003,1500
Liberia,2004,1500
Liberia,2005,1500
Liberia,2006,1500
Liberia,2007,1500
Liberia,2008,1500
Liberia,2009,1500
Liberia,2010,2500
Liberia,2011,2500
Liberia,2012,2500
Liberia,2013,2500
Liberia,2014,2500
Libya,1979,1500
Libya,1980,1500
Libya,1981,1500
Libya,1983,1500
Libya,1984,1500
Libya,1985,1500
Libya,1986,1500
Libya,1987,1500
Libya,1988,1500
Libya,1989,1500
Libya,1990,1500
Libya,1991,1500
Libya,1992,1500
Libya,1993,1500
Libya,1994,1500
Libya,1995,1500
Libya,1996,1500
Libya,1997,1500
Libya,1998,1500
Libya,1999,1500
Libya,2000,1500
Libya,2001,1500
Libya,2002,1500
Libya,2003,1500
Libya,2004,1500
Libya,2005,1500
Libya,2006,1500
Libya,2007,1500
Libya,2008,1500
Libya,2009,1500
Libya,2010,1500
Libya,2011,2500
Libya,2012,2500
Libya,2013,1500
Libya,2014,1500
Liechtenstein,2002,3500
Liechtenstein,2003,3500
Liechtenstein,2004,3500
Liechtenstein,2005,3500
Liechtenstein,2006,3500
Liechtenstein,2007,3500
Liechtenstein,2008,3500
Liechtenstein,2009,3500
Liechtenstein,2010,3500
Liechtenstein,2011,3500
Liechtenstein,2012,3500
Liechtenstein,2013,3500
Liechtenstein,2014,3500
Lithuania,1991,3500
Lithuania,1992,2500
Lithuania,1993,3500
Lithuania,1994,3500
Lithuania,1995,3500
Lithuania,1996,3500
Lithuania,1997,3500
Lithuania,1998,3500
Lithuania,1999,3500
Lithuania,2000,3500
Lithuania,2001,3500
Lithuania,2002,3500
Lithuania,2003,3500
Lithuania,2004,3500
Lithuania,2005,3500
Lithuania,2006,3500
Lithuania,2007,3500
Lithuania,2008,3500
Lithuania,2009,3500
Lithuania,2010,3500
Lithuania,2011,3500
Lithuania,2012,3500
Lithuania,2013,3500
Lithuania,2014,3500
Luxembourg,1979,3500
Luxembourg,1980,3500
Luxembourg,1981,3500
Luxembourg,1983,3500
Luxembourg,1984,3500
Luxembourg,1985,3500
Luxembourg,1986,3500
Luxembourg,1987,3500
Luxembourg,1988,3500
Luxembourg,1989,3500
Luxembourg,1990,3500
Luxembourg,1991,3500
Luxembourg,1992,3500
Luxembourg,1993,3500
Luxembourg,1994,3500
Luxembourg,1995,3500
Luxembourg,1996,3500
Luxembourg,1997,3500
Luxembourg,1998,3500
Luxembourg,1999,3500
Luxembourg,2000,3500
Luxembourg,2001,3500
Luxembourg,2002,3500
Luxembourg,2003,3500
Luxembourg,2004,3500
Luxembourg,2005,3500
Luxembourg,2006,3500
Luxembourg,2007,3500
Luxembourg,2008,3500
Luxembourg,2009,3500
Luxembourg,2010,3500
Luxembourg,2011,3500
Luxembourg,2012,3500
Luxembourg,2013,3500
Luxembourg,2014,3500
Macedonia,1992,2500
Macedonia,1994,2500
Macedonia,1995,2500
Macedonia,1996,2500
Macedonia,1997,2500
Macedonia,1998,2500
Macedonia,1999,2500
Macedonia,2000,2500
Macedonia,2001,2500
Macedonia,2002,2500
Macedonia,2003,2500
Macedonia,2004,2500
Macedonia,2005,2500
Macedonia,2006,2500
Macedonia,2007,2500
Macedonia,2008,2500
Macedonia,2009,2500
Macedonia,2010,2500
Macedonia,2011,2500
Macedonia,2012,2500
Macedonia,2013,2500
Macedonia,2014,2500
Madagascar,1979,1500
Madagascar,1980,1500
Madagascar,1981,1500
Madagascar,1983,1500
Madagascar,1984,1500
Madagascar,1985,1500
Madagascar,1986,1500
Madagascar,1987,1500
Madagascar,1988,1500
Madagascar,1989,1500
Madagascar,1990,2500
Madagascar,1991,2500
Madagascar,1992,2500
Madagascar,1993,2500
Madagascar,1994,2500
Madagascar,1995,2500
Madagascar,1996,2500
Madagascar,1997,2500
Madagascar,1998,2500
Madagascar,1999,2500
Madagascar,2000,2500
Madagascar,2001,2500
Madagascar,2002,2500
Madagascar,2003,2500
Madagascar,2004,2500
Madagascar,2005,2500
Madagascar,2006,2500
Madagascar,2007,2500
Madagascar,2008,2500
Madagascar,2009,1500
Madagascar,2010,1500
Madagascar,2011,1500
Madagascar,2012,1500
Madagascar,2013,1500
Madagascar,2014,2500
Malawi,1979,1500
Malawi,1980,1500
Malawi,1981,1500
Malawi,1983,1500
Malawi,1984,1500
Malawi,1985,1500
Malawi,1986,1500
Malawi,1987,1500
Malawi,1988,1500
Malawi,1989,1500
Malawi,1990,1500
Malawi,1991,1500
Malawi,1992,1500
Malawi,1993,2500
Malawi,1994,2500
Malawi,1995,2500
Malawi,1996,2500
Malawi,1997,2500
Malawi,1998,2500
Malawi,1999,2500
Malawi,2000,2500
Malawi,2001,2500
Malawi,2002,2500
Malawi,2003,2500
Malawi,2004,2500
Malawi,2005,2500
Malawi,2006,2500
Malawi,2007,2500
Malawi,2008,2500
Malawi,2009,2500
Malawi,2010,2500
Malawi,2011,2500
Malawi,2012,2500
Malawi,2013,2500
Malawi,2014,2500
Malaysia,1979,2500
Malaysia,1980,2500
Malaysia,1981,2500
Malaysia,1983,2500
Malaysia,1984,2500
Malaysia,1985,2500
Malaysia,1986,2500
Malaysia,1987,1500
Malaysia,1988,2500
Malaysia,1989,2500
Malaysia,1990,2500
Malaysia,1991,2500
Malaysia,1992,2500
Malaysia,1993,2500
Malaysia,1994,1500
Malaysia,1995,1500
Malaysia,1996,1500
Malaysia,1997,1500
Malaysia,1998,1500
Malaysia,1999,1500
Malaysia,2000,1500
Malaysia,2001,1500
Malaysia,2002,1500
Malaysia,2003,1500
Malaysia,2004,1500
Malaysia,2005,1500
Malaysia,2006,1500
Malaysia,2007,1500
Malaysia,2008,1500
Malaysia,2009,1500
Malaysia,2010,1500
Malaysia,2011,1500
Malaysia,2012,1500
Malaysia,2013,1500
Malaysia,2014,1500
Maldives,1979,2500
Maldives,1980,2500
Maldives,1981,2500
Maldives,1983,2500
Maldives,1984,2500
Maldives,1985,2500
Maldives,1986,2500
Maldives,1987,2500
Maldives,1988,2500
Maldives,1989,2500
Maldives,1990,1500
Maldives,1991,1500
Maldives,1992,1500
Maldives,1993,1500
Maldives,1994,1500
Maldives,1995,1500
Maldives,1996,1500
Maldives,1997,1500
Maldives,1998,1500
Maldives,1999,1500
Maldives,2000,1500
Maldives,2001,1500
Maldives,2002,1500
Maldives,2003,1500
Maldives,2004,1500
Maldives,2005,1500
Maldives,2006,1500
Maldives,2007,1500
Maldives,2008,2500
Maldives,2009,2500
Maldives,2010,2500
Maldives,2011,2500
Maldives,2012,2500
Maldives,2013,2500
Maldives,2014,2500
Mali,1979,1500
Mali,1980,1500
Mali,1981,1500
Mali,1983,1500
Mali,1984,1500
Mali,1985,1500
Mali,1986,1500
Mali,1987,1500
Mali,1988,1500
Mali,1989,1500
Mali,1990,1500
Mali,1991,1500
Mali,1992,2500
Mali,1993,2500
Mali,1994,2500
Mali,1995,3500
Mali,1996,3500
Mali,1997,3500
Mali,1998,3500
Mali,1999,3500
Mali,2000,3500
Mali,2001,3500
Mali,2002,3500
Mali,2003,3500
Mali,2004,3500
Mali,2005,3500
Mali,2006,3500
Mali,2007,3500
Mali,2008,3500
Mali,2009,3500
Mali,2010,3500
Mali,2011,3500
Mali,2012,2500
Mali,2013,2500
Mali,2014,2500
Malta,1979,2500
Malta,1980,2500
Malta,1981,3500
Malta,1983,3500
Malta,1984,3500
Malta,1985,3500
Malta,1986,3500
Malta,1987,3500
Malta,1988,3500
Malta,1989,3500
Malta,1990,3500
Malta,1991,3500
Malta,1992,3500
Malta,1993,3500
Malta,1994,3500
Malta,1995,3500
Malta,1996,3500
Malta,1997,3500
Malta,1998,3500
Malta,1999,3500
Malta,2000,3500
Malta,2001,3500
Malta,2002,3500
Malta,2003,3500
Malta,2004,3500
Malta,2005,3500
Malta,2006,3500
Malta,2007,3500
Malta,2008,3500
Malta,2009,3500
Malta,2010,3500
Malta,2011,3500
Malta,2012,3500
Malta,2013,3500
Malta,2014,3500
Marshall Islands,1993,3500
Marshall Islands,1994,3500
Marshall Islands,1995,3500
Marshall Islands,1996,3500
Marshall Islands,1997,3500
Marshall Islands,1998,3500
Marshall Islands,1999,3500
Marshall Islands,2000,3500
Marshall Islands,2001,3500
Marshall Islands,2002,3500
Marshall Islands,2003,3500
Marshall Islands,2004,3500
Marshall Islands,2005,3500
Marshall Islands,2006,3500
Marshall Islands,2007,3500
Marshall Islands,2008,3500
Marshall Islands,2009,3500
Marshall Islands,2010,3500
Marshall Islands,2011,3500
Marshall Islands,2012,3500
Marshall Islands,2013,3500
Marshall Islands,2014,3500
Mauritania,1979,1500
Mauritania,1980,1500
Mauritania,1981,1500
Mauritania,1983,1500
Mauritania,1984,1500
Mauritania,1985,1500
Mauritania,1986,1500
Mauritania,1987,1500
Mauritania,1988,1500
Mauritania,1989,1500
Mauritania,1990,1500
Mauritania,1991,1500
Mauritania,1992,1500
Mauritania,1993,1500
Mauritania,1994,1500
Mauritania,1995,1500
Mauritania,1996,1500
Mauritania,1997,1500
Mauritania,1998,1500
Mauritania,1999,1500
Mauritania,2000,1500
Mauritania,2001,1500
Mauritania,2002,1500
Mauritania,2003,1500
Mauritania,2004,1500
Mauritania,2005,2500
Mauritania,2006,2500
Mauritania,2007,2500
Mauritania,2008,2500
Mauritania,2009,2500
Mauritania,2010,2500
Mauritania,2011,2500
Mauritania,2012,2500
Mauritania,2013,2500
Mauritania,2014,2500
Mauritius,1979,3500
Mauritius,1980,3500
Mauritius,1981,3500
Mauritius,1983,3500
Mauritius,1984,3500
Mauritius,1985,3500
Mauritius,1986,3500
Mauritius,1987,3500
Mauritius,1988,3500
Mauritius,1989,3500
Mauritius,1990,3500
Mauritius,1991,3500
Mauritius,1992,3500
Mauritius,1993,3500
Mauritius,1994,3500
Mauritius,1995,3500
Mauritius,1996,3500
Mauritius,1997,3500
Mauritius,1998,3500
Mauritius,1999,3500
Mauritius,2000,3500
Mauritius,2001,3500
Mauritius,2002,3500
Mauritius,2003,3500
Mauritius,2004,3500
Mauritius,2005,3500
Mauritius,2006,3500
Mauritius,2007,3500
Mauritius,2008,3500
Mauritius,2009,3500
Mauritius,2010,3500
Mauritius,2011,3500
Mauritius,2012,3500
Mauritius,2013,3500
Mauritius,2014,3500
