Entity,Year,Reported Smallpox cases (WHO),"World Region (World Bank, 2017)"
Libya,1945,104,Middle East and North Africa
Libya,1946,1450,Middle East and North Africa
Libya,1947,2400,Middle East and North Africa
Libya,1948,236,Middle East and North Africa
Libya,1949,0,Middle East and North Africa
Libya,1950,0,Middle East and North Africa
Libya,1951,0,Middle East and North Africa
Libya,1952,0,Middle East and North Africa
Libya,1953,1,Middle East and North Africa
Libya,1954,51,Middle East and North Africa
Libya,1955,0,Middle East and North Africa
Libya,1956,0,Middle East and North Africa
Libya,1957,2,Middle East and North Africa
Libya,1958,0,Middle East and North Africa
Libya,1959,0,Middle East and North Africa
Libya,1960,0,Middle East and North Africa
Libya,1961,0,Middle East and North Africa
Libya,1962,0,Middle East and North Africa
Libya,1963,0,Middle East and North Africa
Libya,1964,0,Middle East and North Africa
Libya,1965,,Middle East and North Africa
Libya,1966,,Middle East and North Africa
Madagascar,1920,,Sub-Saharan Africa
Madagascar,1921,0,Sub-Saharan Africa
Madagascar,1922,0,Sub-Saharan Africa
Madagascar,1923,0,Sub-Saharan Africa
Madagascar,1924,0,Sub-Saharan Africa
Madagascar,1925,25,Sub-Saharan Africa
Madagascar,1926,6,Sub-Saharan Africa
Madagascar,1927,15,Sub-Saharan Africa
Madagascar,1928,11,Sub-Saharan Africa
Madagascar,1929,10,Sub-Saharan Africa
Madagascar,1930,5,Sub-Saharan Africa
Madagascar,1931,21,Sub-Saharan Africa
Madagascar,1932,0,Sub-Saharan Africa
Madagascar,1933,0,Sub-Saharan Africa
Madagascar,1934,1,Sub-Saharan Africa
Madagascar,1935,0,Sub-Saharan Africa
Madagascar,1936,,Sub-Saharan Africa
Madagascar,1937,,Sub-Saharan Africa
Madagascar,1938,0,Sub-Saharan Africa
Madagascar,1939,0,Sub-Saharan Africa
Madagascar,1940,0,Sub-Saharan Africa
Madagascar,1941,0,Sub-Saharan Africa
Madagascar,1942,0,Sub-Saharan Africa
Madagascar,1943,0,Sub-Saharan Africa
Madagascar,1944,0,Sub-Saharan Africa
Madagascar,1945,0,Sub-Saharan Africa
Madagascar,1946,0,Sub-Saharan Africa
Madagascar,1947,0,Sub-Saharan Africa
Madagascar,1948,0,Sub-Saharan Africa
Madagascar,1949,0,Sub-Saharan Africa
Madagascar,1950,0,Sub-Saharan Africa
Madagascar,1951,0,Sub-Saharan Africa
Madagascar,1952,0,Sub-Saharan Africa
Madagascar,1953,0,Sub-Saharan Africa
Madagascar,1954,0,Sub-Saharan Africa
Madagascar,1955,0,Sub-Saharan Africa
Madagascar,1956,0,Sub-Saharan Africa
Madagascar,1957,0,Sub-Saharan Africa
Madagascar,1958,0,Sub-Saharan Africa
Madagascar,1959,0,Sub-Saharan Africa
Madagascar,1960,0,Sub-Saharan Africa
Madagascar,1961,0,Sub-Saharan Africa
Madagascar,1962,0,Sub-Saharan Africa
Madagascar,1963,0,Sub-Saharan Africa
Madagascar,1964,0,Sub-Saharan Africa
Madagascar,1965,0,Sub-Saharan Africa
Madagascar,1966,0,Sub-Saharan Africa
Malawi,1920,,Sub-Saharan Africa
Malawi,1921,,Sub-Saharan Africa
Malawi,1922,,Sub-Saharan Africa
Malawi,1923,14,Sub-Saharan Africa
Malawi,1924,,Sub-Saharan Africa
Malawi,1925,0,Sub-Saharan Africa
Malawi,1926,0,Sub-Saharan Africa
Malawi,1927,11,Sub-Saharan Africa
Malawi,1928,20,Sub-Saharan Africa
Malawi,1929,1093,Sub-Saharan Africa
Malawi,1930,4762,Sub-Saharan Africa
Malawi,1931,7414,Sub-Saharan Africa
Malawi,1932,4106,Sub-Saharan Africa
Malawi,1933,3412,Sub-Saharan Africa
Malawi,1934,814,Sub-Saharan Africa
Malawi,1935,170,Sub-Saharan Africa
Malawi,1936,190,Sub-Saharan Africa
Malawi,1937,94,Sub-Saharan Africa
Malawi,1938,9,Sub-Saharan Africa
Malawi,1939,44,Sub-Saharan Africa
Malawi,1940,74,Sub-Saharan Africa
Malawi,1941,6,Sub-Saharan Africa
Malawi,1942,0,Sub-Saharan Africa
Malawi,1943,13,Sub-Saharan Africa
Malawi,1944,1,Sub-Saharan Africa
Malawi,1945,202,Sub-Saharan Africa
Malawi,1946,968,Sub-Saharan Africa
Malawi,1947,1583,Sub-Saharan Africa
Malawi,1948,4830,Sub-Saharan Africa
Malawi,1949,1264,Sub-Saharan Africa
Malawi,1950,295,Sub-Saharan Africa
Malawi,1951,122,Sub-Saharan Africa
Malawi,1952,7,Sub-Saharan Africa
Malawi,1953,6,Sub-Saharan Africa
Malawi,1954,5,Sub-Saharan Africa
Malawi,1955,28,Sub-Saharan Africa
Malawi,1956,248,Sub-Saharan Africa
Malawi,1957,320,Sub-Saharan Africa
Malawi,1958,196,Sub-Saharan Africa
Malawi,1959,559,Sub-Saharan Africa
Malawi,1960,795,Sub-Saharan Africa
Malawi,1961,1465,Sub-Saharan Africa
Malawi,1962,634,Sub-Saharan Africa
Malawi,1963,455,Sub-Saharan Africa
Malawi,1964,720,Sub-Saharan Africa
Malawi,1965,226,Sub-Saharan Africa
Malawi,1966,88,Sub-Saharan Africa
Malawi,1967,38,Sub-Saharan Africa
Malawi,1968,61,Sub-Saharan Africa
Malawi,1969,64,Sub-Saharan Africa
Malawi,1970,0,Sub-Saharan Africa
Malawi,1971,0,Sub-Saharan Africa
Malawi,1972,0,Sub-Saharan Africa
Malawi,1973,0,Sub-Saharan Africa
Malawi,1974,0,Sub-Saharan Africa
Malawi,1975,0,Sub-Saharan Africa
Malawi,1976,0,Sub-Saharan Africa
Malawi,1977,0,Sub-Saharan Africa
Malaysia,1920,105,East Asia and Pacific
Malaysia,1921,232,East Asia and Pacific
Malaysia,1922,346,East Asia and Pacific
Malaysia,1923,73,East Asia and Pacific
Malaysia,1924,49,East Asia and Pacific
Malaysia,1925,66,East Asia and Pacific
Malaysia,1926,45,East Asia and Pacific
Malaysia,1927,391,East Asia and Pacific
Malaysia,1928,27,East Asia and Pacific
Malaysia,1929,57,East Asia and Pacific
Malaysia,1930,202,East Asia and Pacific
Malaysia,1931,193,East Asia and Pacific
Malaysia,1932,19,East Asia and Pacific
Malaysia,1933,5,East Asia and Pacific
Malaysia,1934,8,East Asia and Pacific
Malaysia,1935,177,East Asia and Pacific
Malaysia,1936,5,East Asia and Pacific
Malaysia,1937,24,East Asia and Pacific
Malaysia,1938,2,East Asia and Pacific
Malaysia,1939,1,East Asia and Pacific
Malaysia,1940,1,East Asia and Pacific
Malaysia,1941,1,East Asia and Pacific
Malaysia,1942,,East Asia and Pacific
Malaysia,1943,,East Asia and Pacific
Malaysia,1944,,East Asia and Pacific
Malaysia,1945,,East Asia and Pacific
Malaysia,1946,3364,East Asia and Pacific
Malaysia,1947,4529,East Asia and Pacific
Malaysia,1948,521,East Asia and Pacific
Malaysia,1949,46,East Asia and Pacific
Malaysia,1950,0,East Asia and Pacific
Malaysia,1951,2,East Asia and Pacific
Malaysia,1952,2,East Asia and Pacific
Malaysia,1953,5,East Asia and Pacific
Malaysia,1954,0,East Asia and Pacific
Malaysia,1955,0,East Asia and Pacific
Malaysia,1956,0,East Asia and Pacific
Malaysia,1957,0,East Asia and Pacific
Malaysia,1958,0,East Asia and Pacific
Malaysia,1959,338,East Asia and Pacific
Malaysia,1960,15,East Asia and Pacific
Malaysia,1961,0,East Asia and Pacific
Malaysia,1962,0,East Asia and Pacific
Malaysia,1963,0,East Asia and Pacific
Malaysia,1964,0,East Asia and Pacific
Malaysia,1965,0,East Asia and Pacific
Malaysia,1966,5,East Asia and Pacific
Mali,1967,164,Sub-Saharan Africa
Mali,1968,58,Sub-Saharan Africa
Mali,1969,1,Sub-Saharan Africa
Mali,1970,0,Sub-Saharan Africa
Mali,1971,0,Sub-Saharan Africa
Mali,1972,0,Sub-Saharan Africa
Mali,1973,0,Sub-Saharan Africa
Mali,1974,0,Sub-Saharan Africa
Mali,1975,0,Sub-Saharan Africa
Mali,1976,0,Sub-Saharan Africa
Mali,1977,0,Sub-Saharan Africa
Mexico,1920,,Latin America and Caribbean
Mexico,1921,,Latin America and Caribbean
Mexico,1922,11966,Latin America and Caribbean
Mexico,1923,13074,Latin America and Caribbean
Mexico,1924,12964,Latin America and Caribbean
Mexico,1925,11008,Latin America and Caribbean
Mexico,1926,5477,Latin America and Caribbean
Mexico,1927,6639,Latin America and Caribbean
Mexico,1928,8794,Latin America and Caribbean
Mexico,1929,11304,Latin America and Caribbean
Mexico,1930,17405,Latin America and Caribbean
Mexico,1931,15003,Latin America and Caribbean
Mexico,1932,8456,Latin America and Caribbean
Mexico,1933,6094,Latin America and Caribbean
Mexico,1934,9430,Latin America and Caribbean
Mexico,1935,5205,Latin America and Caribbean
Mexico,1936,4651,Latin America and Caribbean
Mexico,1937,3538,Latin America and Caribbean
Mexico,1938,3343,Latin America and Caribbean
Mexico,1939,2205,Latin America and Caribbean
Mexico,1940,1341,Latin America and Caribbean
Mexico,1941,2529,Latin America and Caribbean
Mexico,1942,4115,Latin America and Caribbean
Mexico,1943,4011,Latin America and Caribbean
Mexico,1944,3516,Latin America and Caribbean
Mexico,1945,1718,Latin America and Caribbean
Mexico,1946,600,Latin America and Caribbean
Mexico,1947,1123,Latin America and Caribbean
Mexico,1948,1541,Latin America and Caribbean
Mexico,1949,1030,Latin America and Caribbean
Mexico,1950,769,Latin America and Caribbean
Mexico,1951,27,Latin America and Caribbean
Mexico,1952,0,Latin America and Caribbean
Mexico,1953,,Latin America and Caribbean
Mexico,1954,,Latin America and Caribbean
Mexico,1955,,Latin America and Caribbean
Mexico,1956,,Latin America and Caribbean
Mexico,1957,,Latin America and Caribbean
Mexico,1958,,Latin America and Caribbean
Mexico,1959,,Latin America and Caribbean
Mexico,1960,,Latin America and Caribbean
Mexico,1961,,Latin America and Caribbean
Mexico,1962,,Latin America and Caribbean
Mexico,1963,,Latin America and Caribbean
Mexico,1964,,Latin America and Caribbean
Mexico,1965,,Latin America and Caribbean
Mexico,1966,,Latin America and Caribbean
Middle East and North Africa,1920,4751,Middle East and North Africa
Middle East and North Africa,1921,1526,Middle East and North Africa
Middle East and North Africa,1922,3234,Middle East and North Africa
Middle East and North Africa,1923,3242,Middle East and North Africa
Middle East and North Africa,1924,2786,Middle East and North Africa
Middle East and North Africa,1925,5205,Middle East and North Africa
Middle East and North Africa,1926,7280,Middle East and North Africa
Middle East and North Africa,1927,6886,Middle East and North Africa
Middle East and North Africa,1928,3630,Middle East and North Africa
Middle East and North Africa,1929,4355,Middle East and North Africa
Middle East and North Africa,1930,1724,Middle East and North Africa
Middle East and North Africa,1931,2691,Middle East and North Africa
Middle East and North Africa,1932,6589,Middle East and North Africa
Middle East and North Africa,1933,8427,Middle East and North Africa
Middle East and North Africa,1934,3328,Middle East and North Africa
Middle East and North Africa,1935,823,Middle East and North Africa
Middle East and North Africa,1936,473,Middle East and North Africa
Middle East and North Africa,1937,122,Middle East and North Africa
Middle East and North Africa,1938,105,Middle East and North Africa
Middle East and North Africa,1939,424,Middle East and North Africa
Middle East and North Africa,1940,2479,Middle East and North Africa
Middle East and North Africa,1941,5123,Middle East and North Africa
Middle East and North Africa,1942,6183,Middle East and North Africa
Middle East and North Africa,1943,9123,Middle East and North Africa
Middle East and North Africa,1944,14856,Middle East and North Africa
Middle East and North Africa,1945,5066,Middle East and North Africa
Middle East and North Africa,1946,5423,Middle East and North Africa
Middle East and North Africa,1947,5335,Middle East and North Africa
Middle East and North Africa,1948,5286,Middle East and North Africa
Middle East and North Africa,1949,2419,Middle East and North Africa
Middle East and North Africa,1950,1231,Middle East and North Africa
Middle East and North Africa,1951,883,Middle East and North Africa
Middle East and North Africa,1952,500,Middle East and North Africa
Middle East and North Africa,1953,622,Middle East and North Africa
Middle East and North Africa,1954,251,Middle East and North Africa
Middle East and North Africa,1955,2648,Middle East and North Africa
Middle East and North Africa,1956,4102,Middle East and North Africa
Middle East and North Africa,1957,3141,Middle East and North Africa
Middle East and North Africa,1958,717,Middle East and North Africa
Middle East and North Africa,1959,432,Middle East and North Africa
Middle East and North Africa,1960,381,Middle East and North Africa
Middle East and North Africa,1961,121,Middle East and North Africa
Middle East and North Africa,1962,18,Middle East and North Africa
Middle East and North Africa,1963,11,Middle East and North Africa
Middle East and North Africa,1964,0,Middle East and North Africa
Middle East and North Africa,1965,0,Middle East and North Africa
Middle East and North Africa,1966,0,Middle East and North Africa
Middle East and North Africa,1967,54,Middle East and North Africa
Middle East and North Africa,1968,0,Middle East and North Africa
Middle East and North Africa,1969,29,Middle East and North Africa
Middle East and North Africa,1970,0,Middle East and North Africa
Middle East and North Africa,1971,29,Middle East and North Africa
Middle East and North Africa,1972,0,Middle East and North Africa
Middle East and North Africa,1973,0,Middle East and North Africa
Middle East and North Africa,1974,0,Middle East and North Africa
Middle East and North Africa,1975,0,Middle East and North Africa
Middle East and North Africa,1976,0,Middle East and North Africa
Middle East and North Africa,1977,0,Middle East and North Africa
Morocco,1920,558,Middle East and North Africa
Morocco,1921,203,Middle East and North Africa
Morocco,1922,879,Middle East and North Africa
Morocco,1923,551,Middle East and North Africa
Morocco,1924,330,Middle East and North Africa
Morocco,1925,471,Middle East and North Africa
Morocco,1926,851,Middle East and North Africa
Morocco,1927,1292,Middle East and North Africa
Morocco,1928,254,Middle East and North Africa
Morocco,1929,280,Middle East and North Africa
Morocco,1930,219,Middle East and North Africa
Morocco,1931,727,Middle East and North Africa
Morocco,1932,1575,Middle East and North Africa
Morocco,1933,112,Middle East and North Africa
Morocco,1934,55,Middle East and North Africa
Morocco,1935,42,Middle East and North Africa
Morocco,1936,40,Middle East and North Africa
Morocco,1937,23,Middle East and North Africa
Morocco,1938,26,Middle East and North Africa
Morocco,1939,16,Middle East and North Africa
Morocco,1940,815,Middle East and North Africa
Morocco,1941,1961,Middle East and North Africa
Morocco,1942,2081,Middle East and North Africa
Morocco,1943,1173,Middle East and North Africa
Morocco,1944,796,Middle East and North Africa
Morocco,1945,2700,Middle East and North Africa
Morocco,1946,2055,Middle East and North Africa
Morocco,1947,93,Middle East and North Africa
Morocco,1948,29,Middle East and North Africa
Morocco,1949,14,Middle East and North Africa
Morocco,1950,18,Middle East and North Africa
Morocco,1951,7,Middle East and North Africa
Morocco,1952,11,Middle East and North Africa
Morocco,1953,0,Middle East and North Africa
Morocco,1954,0,Middle East and North Africa
Morocco,1955,2,Middle East and North Africa
Morocco,1956,0,Middle East and North Africa
Morocco,1957,0,Middle East and North Africa
Morocco,1958,0,Middle East and North Africa
Morocco,1959,0,Middle East and North Africa
Morocco,1960,0,Middle East and North Africa
Morocco,1961,0,Middle East and North Africa
Morocco,1962,0,Middle East and North Africa
Morocco,1963,0,Middle East and North Africa
Morocco,1964,0,Middle East and North Africa
Morocco,1965,,Middle East and North Africa
Morocco,1966,,Middle East and North Africa
Mozambique,1920,,Sub-Saharan Africa
Mozambique,1921,,Sub-Saharan Africa
Mozambique,1922,,Sub-Saharan Africa
Mozambique,1923,,Sub-Saharan Africa
Mozambique,1924,,Sub-Saharan Africa
Mozambique,1925,,Sub-Saharan Africa
Mozambique,1926,,Sub-Saharan Africa
Mozambique,1927,1292,Sub-Saharan Africa
Mozambique,1928,42,Sub-Saharan Africa
Mozambique,1929,345,Sub-Saharan Africa
Mozambique,1930,75,Sub-Saharan Africa
Mozambique,1931,454,Sub-Saharan Africa
Mozambique,1932,34,Sub-Saharan Africa
Mozambique,1933,484,Sub-Saharan Africa
Mozambique,1934,681,Sub-Saharan Africa
Mozambique,1935,415,Sub-Saharan Africa
Mozambique,1936,513,Sub-Saharan Africa
Mozambique,1937,286,Sub-Saharan Africa
Mozambique,1938,239,Sub-Saharan Africa
Mozambique,1939,638,Sub-Saharan Africa
Mozambique,1940,412,Sub-Saharan Africa
Mozambique,1941,246,Sub-Saharan Africa
Mozambique,1942,144,Sub-Saharan Africa
Mozambique,1943,72,Sub-Saharan Africa
Mozambique,1944,81,Sub-Saharan Africa
Mozambique,1945,220,Sub-Saharan Africa
Mozambique,1946,99,Sub-Saharan Africa
Mozambique,1947,29,Sub-Saharan Africa
Mozambique,1948,384,Sub-Saharan Africa
Mozambique,1949,374,Sub-Saharan Africa
Mozambique,1950,384,Sub-Saharan Africa
Mozambique,1951,164,Sub-Saharan Africa
Mozambique,1952,359,Sub-Saharan Africa
Mozambique,1953,394,Sub-Saharan Africa
Mozambique,1954,28,Sub-Saharan Africa
Mozambique,1955,31,Sub-Saharan Africa
Mozambique,1956,94,Sub-Saharan Africa
Mozambique,1957,32,Sub-Saharan Africa
Mozambique,1958,67,Sub-Saharan Africa
Mozambique,1959,44,Sub-Saharan Africa
Mozambique,1960,14,Sub-Saharan Africa
Mozambique,1961,91,Sub-Saharan Africa
Mozambique,1962,69,Sub-Saharan Africa
Mozambique,1963,102,Sub-Saharan Africa
Mozambique,1964,243,Sub-Saharan Africa
Mozambique,1965,115,Sub-Saharan Africa
Mozambique,1966,19,Sub-Saharan Africa
Mozambique,1967,0,Sub-Saharan Africa
Mozambique,1968,145,Sub-Saharan Africa
Mozambique,1969,11,Sub-Saharan Africa
Mozambique,1970,0,Sub-Saharan Africa
Mozambique,1971,0,Sub-Saharan Africa
Mozambique,1972,0,Sub-Saharan Africa
Mozambique,1973,0,Sub-Saharan Africa
Mozambique,1974,0,Sub-Saharan Africa
Mozambique,1975,0,Sub-Saharan Africa
Mozambique,1976,0,Sub-Saharan Africa
Mozambique,1977,0,Sub-Saharan Africa
Nepal,1967,144,South Asia
Nepal,1968,249,South Asia
Nepal,1969,108,South Asia
Nepal,1970,78,South Asia
Nepal,1971,215,South Asia
Nepal,1972,399,South Asia
Nepal,1973,277,South Asia
Nepal,1974,1550,South Asia
Nepal,1975,95,South Asia
Nepal,1976,0,South Asia
Nepal,1977,0,South Asia
Netherlands,1920,50,Europe and Central Asia
Netherlands,1921,1,Europe and Central Asia
Netherlands,1922,0,Europe and Central Asia
Netherlands,1923,2,Europe and Central Asia
Netherlands,1924,3,Europe and Central Asia
Netherlands,1925,2,Europe and Central Asia
Netherlands,1926,15,Europe and Central Asia
Netherlands,1927,0,Europe and Central Asia
Netherlands,1928,0,Europe and Central Asia
Netherlands,1929,700,Europe and Central Asia
Netherlands,1930,2,Europe and Central Asia
Netherlands,1931,1,Europe and Central Asia
Netherlands,1932,0,Europe and Central Asia
Netherlands,1933,0,Europe and Central Asia
Netherlands,1934,0,Europe and Central Asia
Netherlands,1935,0,Europe and Central Asia
Netherlands,1936,0,Europe and Central Asia
Netherlands,1937,,Europe and Central Asia
Netherlands,1938,0,Europe and Central Asia
Netherlands,1939,0,Europe and Central Asia
Netherlands,1940,0,Europe and Central Asia
Netherlands,1941,0,Europe and Central Asia
Netherlands,1942,0,Europe and Central Asia
Netherlands,1943,0,Europe and Central Asia
Netherlands,1944,2,Europe and Central Asia
Netherlands,1945,,Europe and Central Asia
Netherlands,1946,,Europe and Central Asia
Netherlands,1947,2,Europe and Central Asia
Netherlands,1948,0,Europe and Central Asia
Netherlands,1949,0,Europe and Central Asia
Netherlands,1950,0,Europe and Central Asia
Netherlands,1951,52,Europe and Central Asia
Netherlands,1952,0,Europe and Central Asia
Netherlands,1953,0,Europe and Central Asia
Netherlands,1954,40,Europe and Central Asia
Netherlands,1955,0,Europe and Central Asia
Netherlands,1956,0,Europe and Central Asia
Netherlands,1957,0,Europe and Central Asia
Netherlands,1958,0,Europe and Central Asia
Netherlands,1959,,Europe and Central Asia
Netherlands,1960,,Europe and Central Asia
Netherlands,1961,,Europe and Central Asia
Netherlands,1962,,Europe and Central Asia
Netherlands,1963,,Europe and Central Asia
Netherlands,1964,,Europe and Central Asia
Netherlands,1965,,Europe and Central Asia
Netherlands,1966,,Europe and Central Asia
Nicaragua,1920,,Latin America and Caribbean
Nicaragua,1921,,Latin America and Caribbean
Nicaragua,1922,,Latin America and Caribbean
Nicaragua,1923,,Latin America and Caribbean
Nicaragua,1924,,Latin America and Caribbean
Nicaragua,1925,,Latin America and Caribbean
Nicaragua,1926,,Latin America and Caribbean
Nicaragua,1927,,Latin America and Caribbean
Nicaragua,1928,,Latin America and Caribbean
Nicaragua,1929,,Latin America and Caribbean
Nicaragua,1930,,Latin America and Caribbean
Nicaragua,1931,,Latin America and Caribbean
Nicaragua,1932,,Latin America and Caribbean
Nicaragua,1933,,Latin America and Caribbean
Nicaragua,1934,,Latin America and Caribbean
Nicaragua,1935,,Latin America and Caribbean
Nicaragua,1936,,Latin America and Caribbean
Nicaragua,1937,1,Latin America and Caribbean
Nicaragua,1938,6,Latin America and Caribbean
Nicaragua,1939,4,Latin America and Caribbean
Nicaragua,1940,43,Latin America and Caribbean
Nicaragua,1941,5,Latin America and Caribbean
Nicaragua,1942,0,Latin America and Caribbean
Nicaragua,1943,6,Latin America and Caribbean
Nicaragua,1944,1,Latin America and Caribbean
Nicaragua,1945,148,Latin America and Caribbean
Nicaragua,1946,6,Latin America and Caribbean
Nicaragua,1947,1,Latin America and Caribbean
Nicaragua,1948,0,Latin America and Caribbean
Nicaragua,1949,0,Latin America and Caribbean
Nicaragua,1950,5,Latin America and Caribbean
Nicaragua,1951,6,Latin America and Caribbean
Nicaragua,1952,0,Latin America and Caribbean
Nicaragua,1953,18,Latin America and Caribbean
Nicaragua,1954,6,Latin America and Caribbean
Nicaragua,1955,3,Latin America and Caribbean
Nicaragua,1956,0,Latin America and Caribbean
Nicaragua,1957,0,Latin America and Caribbean
Nicaragua,1958,0,Latin America and Caribbean
Nicaragua,1959,,Latin America and Caribbean
Nicaragua,1960,,Latin America and Caribbean
Nicaragua,1961,,Latin America and Caribbean
Nicaragua,1962,,Latin America and Caribbean
Nicaragua,1963,,Latin America and Caribbean
Nicaragua,1964,,Latin America and Caribbean
Nicaragua,1965,,Latin America and Caribbean
Nicaragua,1966,,Latin America and Caribbean
Niger,1967,1181,Sub-Saharan Africa
Niger,1968,678,Sub-Saharan Africa
Niger,1969,28,Sub-Saharan Africa
Niger,1970,0,Sub-Saharan Africa
Niger,1971,0,Sub-Saharan Africa
Niger,1972,0,Sub-Saharan Africa
Niger,1973,0,Sub-Saharan Africa
Niger,1974,0,Sub-Saharan Africa
Niger,1975,0,Sub-Saharan Africa
Niger,1976,0,Sub-Saharan Africa
Niger,1977,0,Sub-Saharan Africa
Nigeria,1920,,Sub-Saharan Africa
Nigeria,1921,1031,Sub-Saharan Africa
Nigeria,1922,,Sub-Saharan Africa
Nigeria,1923,1222,Sub-Saharan Africa
Nigeria,1924,119,Sub-Saharan Africa
Nigeria,1925,1932,Sub-Saharan Africa
Nigeria,1926,847,Sub-Saharan Africa
Nigeria,1927,4483,Sub-Saharan Africa
Nigeria,1928,3095,Sub-Saharan Africa
Nigeria,1929,3216,Sub-Saharan Africa
Nigeria,1930,5119,Sub-Saharan Africa
Nigeria,1931,2315,Sub-Saharan Africa
Nigeria,1932,9464,Sub-Saharan Africa
Nigeria,1933,12601,Sub-Saharan Africa
Nigeria,1934,10389,Sub-Saharan Africa
Nigeria,1935,5498,Sub-Saharan Africa
Nigeria,1936,4883,Sub-Saharan Africa
Nigeria,1937,3675,Sub-Saharan Africa
Nigeria,1938,7511,Sub-Saharan Africa
Nigeria,1939,4967,Sub-Saharan Africa
Nigeria,1940,3298,Sub-Saharan Africa
Nigeria,1941,1097,Sub-Saharan Africa
Nigeria,1942,2514,Sub-Saharan Africa
Nigeria,1943,6496,Sub-Saharan Africa
Nigeria,1944,4958,Sub-Saharan Africa
Nigeria,1945,5576,Sub-Saharan Africa
Nigeria,1946,7620,Sub-Saharan Africa
Nigeria,1947,5425,Sub-Saharan Africa
Nigeria,1948,5746,Sub-Saharan Africa
Nigeria,1949,14863,Sub-Saharan Africa
Nigeria,1950,20948,Sub-Saharan Africa
Nigeria,1951,11879,Sub-Saharan Africa
Nigeria,1952,9264,Sub-Saharan Africa
Nigeria,1953,3258,Sub-Saharan Africa
Nigeria,1954,6417,Sub-Saharan Africa
Nigeria,1955,5780,Sub-Saharan Africa
Nigeria,1956,4798,Sub-Saharan Africa
Nigeria,1957,9733,Sub-Saharan Africa
Nigeria,1958,1808,Sub-Saharan Africa
Nigeria,1959,1599,Sub-Saharan Africa
Nigeria,1960,4140,Sub-Saharan Africa
Nigeria,1961,3600,Sub-Saharan Africa
Nigeria,1962,3864,Sub-Saharan Africa
Nigeria,1963,1778,Sub-Saharan Africa
Nigeria,1964,1430,Sub-Saharan Africa
Nigeria,1965,4566,Sub-Saharan Africa
Nigeria,1966,4953,Sub-Saharan Africa
Nigeria,1967,4753,Sub-Saharan Africa
Nigeria,1968,1832,Sub-Saharan Africa
Nigeria,1969,205,Sub-Saharan Africa
Nigeria,1970,0,Sub-Saharan Africa
Nigeria,1971,0,Sub-Saharan Africa
Nigeria,1972,0,Sub-Saharan Africa
Nigeria,1973,0,Sub-Saharan Africa
Nigeria,1974,0,Sub-Saharan Africa
Nigeria,1975,0,Sub-Saharan Africa
Nigeria,1976,0,Sub-Saharan Africa
Nigeria,1977,0,Sub-Saharan Africa
North America,1920,110672,North America
North America,1921,108487,North America
North America,1922,33305,North America
North America,1923,30890,North America
North America,1924,59304,North America
North America,1925,40629,North America
North America,1926,34229,North America
North America,1927,40822,North America
North America,1928,42733,North America
North America,1929,44293,North America
North America,1930,49621,North America
North America,1931,31016,North America
North America,1932,11541,North America
North America,1933,6591,North America
North America,1934,5388,North America
North America,1935,7991,North America
North America,1936,7896,North America
North America,1937,11732,North America
North America,1938,15059,North America
North America,1939,10075,North America
North America,1940,2806,North America
North America,1941,1422,North America
North America,1942,871,North America
North America,1943,771,North America
North America,1944,398,North America
North America,1945,351,North America
North America,1946,359,North America
North America,1947,176,North America
North America,1948,57,North America
North America,1949,49,North America
North America,1950,0,North America
North America,1951,0,North America
North America,1952,0,North America
North America,1953,0,North America
North America,1954,0,North America
North America,1955,0,North America
North America,1956,0,North America
North America,1957,0,North America
North America,1958,0,North America
North America,1959,0,North America
North America,1960,0,North America
North America,1961,0,North America
North America,1962,0,North America
North America,1963,0,North America
North America,1964,0,North America
North America,1965,0,North America
North America,1966,0,North America
North America,1967,0,North America
North America,1968,0,North America
North America,1969,0,North America
North America,1970,0,North America
North America,1971,0,North America
North America,1972,0,North America
North America,1973,0,North America
North America,1974,0,North America
North America,1975,0,North America
North America,1976,0,North America
North America,1977,0,North America
Oman,1967,10,Middle East and North Africa
Oman,1968,0,Middle East and North Africa
Oman,1969,0,Middle East and North Africa
Oman,1970,0,Middle East and North Africa
Oman,1971,0,Middle East and North Africa
Oman,1972,0,Middle East and North Africa
Oman,1973,0,Middle East and North Africa
Oman,1974,0,Middle East and North Africa
Oman,1975,0,Middle East and North Africa
Oman,1976,0,Middle East and North Africa
Oman,1977,0,Middle East and North Africa
Pakistan,1920,,South Asia
Pakistan,1921,,South Asia
Pakistan,1922,,South Asia
Pakistan,1923,,South Asia
Pakistan,1924,,South Asia
Pakistan,1925,,South Asia
Pakistan,1926,,South Asia
Pakistan,1927,,South Asia
Pakistan,1928,,South Asia
Pakistan,1929,,South Asia
Pakistan,1930,,South Asia
Pakistan,1931,,South Asia
Pakistan,1932,,South Asia
Pakistan,1933,,South Asia
Pakistan,1934,,South Asia
Pakistan,1935,,South Asia
Pakistan,1936,,South Asia
Pakistan,1937,,South Asia
Pakistan,1938,,South Asia
Pakistan,1939,,South Asia
Pakistan,1940,,South Asia
Pakistan,1941,,South Asia
Pakistan,1942,,South Asia
Pakistan,1943,,South Asia
Pakistan,1944,,South Asia
Pakistan,1945,,South Asia
Pakistan,1946,,South Asia
Pakistan,1947,4282,South Asia
Pakistan,1948,12524,South Asia
Pakistan,1949,4807,South Asia
Pakistan,1950,1013,South Asia
Pakistan,1951,3866,South Asia
Pakistan,1952,8519,South Asia
Pakistan,1953,9033,South Asia
Pakistan,1954,4320,South Asia
