Entity,Year,Renewable electricity (% electricity production) (World Bank (2015))
Guinea,2008,49.18570336
Guinea,2009,46.00677156
Guinea,2010,49.46775204
Guinea,2011,46.50640306
Guinea,2012,45.83644511
Guinea,2013,48.43247588
Guinea,2014,48.27586207
Guinea-Bissau,1990,0
Guinea-Bissau,1991,0
Guinea-Bissau,1992,0
Guinea-Bissau,1993,0
Guinea-Bissau,1994,0
Guinea-Bissau,1995,0
Guinea-Bissau,1996,0
Guinea-Bissau,1997,0
Guinea-Bissau,1998,0
Guinea-Bissau,1999,0
Guinea-Bissau,2000,0
Guinea-Bissau,2001,0
Guinea-Bissau,2002,0
Guinea-Bissau,2003,0
Guinea-Bissau,2004,0
Guinea-Bissau,2005,0
Guinea-Bissau,2006,0
Guinea-Bissau,2007,0
Guinea-Bissau,2008,0
Guinea-Bissau,2009,0
Guinea-Bissau,2010,0
Guinea-Bissau,2011,0
Guinea-Bissau,2012,0
Guinea-Bissau,2013,0
Guinea-Bissau,2014,0
Guyana,1990,1.602564103
Guyana,1991,2
Guyana,1992,2.145922747
Guyana,1993,2.083333333
Guyana,1994,0.881834215
Guyana,1995,0.872600349
Guyana,1996,0.726849833
Guyana,1997,0.631313131
Guyana,1998,0.585480094
Guyana,1999,0
Guyana,2000,0
Guyana,2001,0
Guyana,2002,0
Guyana,2003,0
Guyana,2004,0
Guyana,2005,0
Guyana,2006,0
Guyana,2007,0
Guyana,2008,0
Guyana,2009,0
Guyana,2010,0
Guyana,2011,0
Guyana,2012,0
Guyana,2013,0
Guyana,2014,0
Haiti,1990,79.39698492
Haiti,1991,74.57264957
Haiti,1992,75.88652482
Haiti,1993,75.27472527
Haiti,1994,82.91814947
Haiti,1995,51.11111111
Haiti,1996,44.95867769
Haiti,1997,33.05785124
Haiti,1998,46.15384615
Haiti,1999,58.02292264
Haiti,2000,51.73674589
Haiti,2001,47.64309764
Haiti,2002,47.53199269
Haiti,2003,47.6635514
Haiti,2004,47.53199269
Haiti,2005,47.6618705
Haiti,2006,47.54385965
Haiti,2007,32.90598291
Haiti,2008,37.24279835
Haiti,2009,28.71012483
Haiti,2010,30.15332198
Haiti,2011,12.83138918
Haiti,2012,20.09090909
Haiti,2013,13.36492891
Haiti,2014,8.712487899
High income,1990,16.49314505
High income,1991,16.14627491
High income,1992,15.96781003
High income,1993,16.40527523
High income,1994,15.64069901
High income,1995,16.04326956
High income,1996,15.94453772
High income,1997,15.83839589
High income,1998,15.12227369
High income,1999,14.84396973
High income,2000,14.69241692
High income,2001,14.02230401
High income,2002,14.21758291
High income,2003,14.02341786
High income,2004,14.11561771
High income,2005,14.16950215
High income,2006,14.49621345
High income,2007,14.45780886
High income,2008,15.26050257
High income,2009,16.32555796
High income,2010,16.44050264
High income,2011,17.71465912
High income,2012,18.58774738
High income,2013,19.79126976
High income,2014,20.56362253
Honduras,1990,98.27511859
Honduras,1991,98.55072464
Honduras,1992,93.55527102
Honduras,1993,88.1342701
Honduras,1994,77.81584582
Honduras,1995,61.32697947
Honduras,1996,66.48190414
Honduras,1997,66.48596939
Honduras,1998,56.31039531
Honduras,1999,62.14722141
Honduras,2000,61.91128149
Honduras,2001,49.25334706
Honduras,2002,39.96590356
Honduras,2003,39.17548501
Honduras,2004,29.96702391
Honduras,2005,32.94663573
Honduras,2006,36.92821369
Honduras,2007,37.60063141
Honduras,2008,37.99053291
Honduras,2009,44.75471698
Honduras,2010,47.80876494
Honduras,2011,46.7790409
Honduras,2012,49.30232558
Honduras,2013,46.7550161
Honduras,2014,43.82931077
Hong Kong,1990,0
Hong Kong,1991,0
Hong Kong,1992,0
Hong Kong,1993,0
Hong Kong,1994,0
Hong Kong,1995,0
Hong Kong,1996,0
Hong Kong,1997,0
Hong Kong,1998,0
Hong Kong,1999,0
Hong Kong,2000,0
Hong Kong,2001,0
Hong Kong,2002,0
Hong Kong,2003,0
Hong Kong,2004,0
Hong Kong,2005,0
Hong Kong,2006,0.002589533
Hong Kong,2007,0.002567262
Hong Kong,2008,0.002631995
Hong Kong,2009,0.002581844
Hong Kong,2010,0.242269518
Hong Kong,2011,0.204561727
Hong Kong,2012,0.234270415
Hong Kong,2013,0.242606875
Hong Kong,2014,0.248107864
Hungary,1990,0.685750457
Hungary,1991,0.727563996
Hungary,1992,0.643837778
Hungary,1993,0.622816345
Hungary,1994,0.614650157
Hungary,1995,0.643776824
Hungary,1996,0.732402394
Hungary,1997,0.759951408
Hungary,1998,0.578112396
Hungary,1999,0.65024318
Hungary,2000,0.690517462
Hungary,2001,0.705753124
Hungary,2002,0.655474735
Hungary,2003,0.984038659
Hungary,2004,2.776788893
Hungary,2005,5.229891487
Hungary,2006,4.163529379
Hungary,2007,4.712212212
Hungary,2008,5.888819488
Hungary,2009,8.062270246
Hungary,2010,8.081132429
Hungary,2011,7.518254255
Hungary,2012,7.639670853
Hungary,2013,9.204054009
Hungary,2014,10.68060332
Iceland,1990,99.86696231
Iceland,1991,99.84423676
Iceland,1992,99.86801584
Iceland,1993,99.89422467
Iceland,1994,99.89539749
Iceland,1995,99.81931339
Iceland,1996,99.90240094
Iceland,1997,99.92839241
Iceland,1998,99.92039484
Iceland,1999,99.93043962
Iceland,2000,99.93492972
Iceland,2001,99.9502054
Iceland,2002,99.92870722
Iceland,2003,99.92941176
Iceland,2004,99.95361243
Iceland,2005,99.9424361
Iceland,2006,99.95971803
Iceland,2007,99.97495199
Iceland,2008,99.9878545
Iceland,2009,99.98811928
Iceland,2010,99.98827598
Iceland,2011,99.98837952
Iceland,2012,99.98290501
Iceland,2013,99.97240009
Iceland,2014,99.98344554
India,1990,24.48929396
India,1991,22.80740221
India,1992,20.75265214
India,1993,19.55881334
India,1994,21.21909967
India,1995,17.26053911
India,1996,15.76729394
India,1997,16.01513081
India,1998,16.70110829
India,1999,15.25807575
India,2000,13.59094803
India,2001,13.20704353
India,2002,12.05516116
India,2003,13.46942476
India,2004,14.4825005
India,2005,16.61901808
India,2006,17.54042472
India,2007,17.86408569
India,2008,16.50983374
India,2009,15.66005525
India,2010,16.04374444
India,2011,17.31696286
India,2012,15.73297336
India,2013,16.85248182
India,2014,15.40960915
Indonesia,1990,20.9171335
Indonesia,1991,20.55704339
Indonesia,1992,23.83831571
Indonesia,1993,19.7753304
Indonesia,1994,15.65676233
Indonesia,1995,16.4630953
Indonesia,1996,15.53068336
Indonesia,1997,10.33942139
Indonesia,1998,15.76539635
Indonesia,1999,14.12326136
Indonesia,2000,15.95606751
Indonesia,2001,17.47486519
Indonesia,2002,14.9532883
Indonesia,2003,13.6385363
Indonesia,2004,13.60651781
Indonesia,2005,13.60553286
Indonesia,2006,12.2587772
Indonesia,2007,12.9038839
Indonesia,2008,13.31583247
Indonesia,2009,13.2330616
Indonesia,2010,15.85402492
Indonesia,2011,11.99289052
Indonesia,2012,11.24107732
Indonesia,2013,12.33713525
Indonesia,2014,11.43619698
Iran,1990,10.29237589
Iran,1991,11.00333718
Iran,1992,13.87675462
Iran,1993,12.89039945
Iran,1994,9.0927966
Iran,1995,8.576034643
Iran,1996,8.134966489
Iran,1997,7.087403467
Iran,1998,6.80429908
Iran,1999,4.419703104
Iran,2000,3.037843271
Iran,2001,3.910769018
Iran,2002,5.72862754
Iran,2003,7.229753441
Iran,2004,6.394756707
Iran,2005,9.080342303
Iran,2006,9.544742114
Iran,2007,8.887864853
Iran,2008,2.423437281
Iran,2009,3.369923657
Iran,2010,4.163393559
Iran,2011,5.122640095
Iran,2012,4.985527537
Iran,2013,5.707720798
Iran,2014,5.195386896
Iraq,1990,10.83333333
Iraq,1991,4.324843825
Iraq,1992,2.766798419
Iraq,1993,2.281368821
Iraq,1994,2
Iraq,1995,1.916417308
Iraq,1996,1.897406877
Iraq,1997,1.915026863
Iraq,1998,1.916303118
Iraq,1999,1.916801318
Iraq,2000,1.915360502
Iraq,2001,1.916219652
Iraq,2002,1.5267401
Iraq,2003,1.527875794
Iraq,2004,1.526552098
Iraq,2005,19.73684211
Iraq,2006,18.02323862
Iraq,2007,17.25787526
Iraq,2008,9.447516808
Iraq,2009,8.526435385
Iraq,2010,9.746871677
Iraq,2011,6.30206111
Iraq,2012,9.544091442
Iraq,2013,8.142480572
Iraq,2014,4.325050171
Ireland,1990,4.898446834
Ireland,1991,4.996651038
Ireland,1992,5.209125475
Ireland,1993,4.830020435
Ireland,1994,5.579985738
Ireland,1995,4.141104294
Ireland,1996,4.032769556
Ireland,1997,4.108893291
Ireland,1998,5.603985056
Ireland,1999,5.164254537
Ireland,2000,5.005702699
Ireland,2001,4.169373173
Ireland,2002,5.562935233
Ireland,2003,4.577450625
Ireland,2004,5.528455285
Ireland,2005,7.308983064
Ireland,2006,9.127452427
Ireland,2007,10.03339678
Ireland,2008,11.99679016
Ireland,2009,14.69346877
Ireland,2010,13.0805388
Ireland,2011,19.74594162
Ireland,2012,19.17263035
Ireland,2013,21.79323177
Ireland,2014,24.52467832
Israel,1990,0.014355441
Israel,1991,0.027888817
Israel,1992,0.115335667
Israel,1993,0.099942341
Israel,1994,0.080917534
Israel,1995,0.082169269
Israel,1996,0.073775783
Israel,1997,0.071225071
Israel,1998,0.065867475
Israel,1999,0.084151473
Israel,2000,0.072665901
Israel,2001,0.045505222
Israel,2002,0.07032967
Israel,2003,0.091409621
Israel,2004,0.082489054
Israel,2005,0.080243611
Israel,2006,0.049448159
Israel,2007,0.0446163
Israel,2008,0.056138381
Israel,2009,0.179973822
Israel,2010,0.290146951
Israel,2011,0.50436502
Israel,2012,0.768217386
Israel,2013,0.931150321
Israel,2014,1.514478812
Italy,1990,16.37602218
Italy,1991,20.84651337
Italy,1992,20.55391884
Italy,1993,20.57976291
Italy,1994,21.08944653
Italy,1995,17.46600158
Italy,1996,19.30801427
Italy,1997,18.74300271
Italy,1998,18.32252469
Italy,1999,19.79325375
Italy,2000,18.84819275
Italy,2001,19.98867206
Italy,2002,17.40880331
Italy,2003,16.37080041
Italy,2004,18.21338373
Italy,2005,16.31821857
Italy,2006,16.45644494
Italy,2007,15.48072493
Italy,2008,18.55119336
Italy,2009,24.01893631
Italy,2010,25.76035987
Italy,2011,27.59472872
Italy,2012,31.02039032
Italy,2013,38.90534856
Italy,2014,43.39160638
Jamaica,1990,7.567127746
Jamaica,1991,6.735751295
Jamaica,1992,4.47611903
Jamaica,1993,5.249274598
Jamaica,1994,5.507853403
Jamaica,1995,5.163835992
Jamaica,1996,5.879430275
Jamaica,1997,5.931254996
Jamaica,1998,4.922839506
Jamaica,1999,4.8267514
Jamaica,2000,4.844081138
Jamaica,2001,3.455528846
Jamaica,2002,2.249783675
Jamaica,2003,2.518891688
Jamaica,2004,3.283912983
Jamaica,2005,3.691727297
Jamaica,2006,3.947544494
Jamaica,2007,4.969979987
Jamaica,2008,6.13931523
Jamaica,2009,7.366984993
Jamaica,2010,7.685185185
Jamaica,2011,8.726523133
Jamaica,2012,10.92415871
Jamaica,2013,9.842223892
Jamaica,2014,9.772065955
Japan,1990,11.25473751
Japan,1991,11.85673487
Japan,1992,10.16288776
Japan,1993,11.45452775
Japan,1994,7.993026253
Japan,1995,9.416323187
Japan,1996,9.146209229
Japan,1997,9.85379466
Japan,1998,9.929944802
Japan,1999,9.224743268
Japan,2000,9.116049011
Japan,2001,8.965438076
Japan,2002,8.708705683
Japan,2003,10.02210957
Japan,2004,9.795827169
Japan,2005,8.407113732
Japan,2006,9.449098226
Japan,2007,8.201786899
Japan,2008,8.789326611
Japan,2009,9.145716508
Japan,2010,10.53764649
Japan,2011,11.4700508
Japan,2012,11.20194411
Japan,2013,12.21411031
Japan,2014,14.02759939
Jordan,1990,0.329851567
Jordan,1991,0.214822771
Jordan,1992,0.361827227
Jordan,1993,0.483091787
Jordan,1994,0.295508274
Jordan,1995,0.338319088
Jordan,1996,0.379663255
Jordan,1997,0.319284802
Jordan,1998,0.23721275
Jordan,1999,0.240079085
Jordan,2000,0.569491525
Jordan,2001,0.67558617
Jordan,2002,0.750122971
Jordan,2003,0.625469102
Jordan,2004,0.691424111
Jordan,2005,0.673296043
Jordan,2006,0.539568345
Jordan,2007,0.569186986
Jordan,2008,0.534759358
Jordan,2009,0.483464126
Jordan,2010,0.494010963
Jordan,2011,0.450604219
Jordan,2012,0.421788383
Jordan,2013,0.370735098
Jordan,2014,0.362239297
Kazakhstan,1990,8.429943121
Kazakhstan,1991,8.373650912
Kazakhstan,1992,8.302197071
Kazakhstan,1993,9.850989102
Kazakhstan,1994,13.82441978
Kazakhstan,1995,12.49756229
Kazakhstan,1996,12.41742606
Kazakhstan,1997,12.49807692
Kazakhstan,1998,12.49567606
Kazakhstan,1999,12.91001726
Kazakhstan,2000,14.67344712
Kazakhstan,2001,14.21284978
Kazakhstan,2002,15.23773611
Kazakhstan,2003,13.50483826
Kazakhstan,2004,12.03525282
Kazakhstan,2005,11.57899391
Kazakhstan,2006,10.84053198
Kazakhstan,2007,10.66738035
Kazakhstan,2008,9.287039227
Kazakhstan,2009,8.739677296
Kazakhstan,2010,9.706458873
Kazakhstan,2011,9.10424318
Kazakhstan,2012,8.231250741
Kazakhstan,2013,7.505383854
Kazakhstan,2014,7.877755358
Kenya,1990,92.85935085
Kenya,1991,95.34071054
Kenya,1992,95.71303587
Kenya,1993,96.37721239
Kenya,1994,94.26386233
Kenya,1995,89.83133708
Kenya,1996,90.50292398
Kenya,1997,83.43353373
Kenya,1998,81.98354266
Kenya,1999,66.38067284
Kenya,2000,46.9795307
Kenya,2001,66.59282233
Kenya,2002,78.0167778
Kenya,2003,83.61411953
Kenya,2004,74.98603092
Kenya,2005,71.66236003
Kenya,2006,70.34087289
Kenya,2007,71.60055564
Kenya,2008,63.13069909
Kenya,2009,55.29151292
Kenya,2010,69.06951582
Kenya,2011,66.87298517
Kenya,2012,74.77653973
Kenya,2013,69.28796755
Kenya,2014,81.48628213
Kiribati,1990,0
Kiribati,1991,0
Kiribati,1992,0
Kiribati,1993,0
Kiribati,1994,0
Kiribati,1995,0
Kiribati,1996,0
Kiribati,1997,0
Kiribati,1998,0
Kiribati,1999,0
Kiribati,2000,0
Kiribati,2001,0
Kiribati,2002,0
Kiribati,2003,0
Kiribati,2004,0
Kiribati,2005,0
Kiribati,2006,0
Kiribati,2007,0
Kiribati,2008,0
Kiribati,2009,0
Kiribati,2010,0
Kiribati,2011,0
Kiribati,2012,0
Kiribati,2013,0
Kiribati,2014,0
Kosovo,2000,1.75853906
Kosovo,2001,1.390374332
Kosovo,2002,1.399730821
Kosovo,2003,1.432506887
Kosovo,2004,2.768250857
Kosovo,2005,2.512337371
Kosovo,2006,2.277852954
Kosovo,2007,1.944157187
Kosovo,2008,1.472297559
Kosovo,2009,2.411575563
Kosovo,2010,3.037925697
Kosovo,2011,1.810032753
Kosovo,2012,1.615345785
Kosovo,2013,2.191570881
Kosovo,2014,2.777777778
Kuwait,1990,0
Kuwait,1991,0
Kuwait,1992,0
Kuwait,1993,0
Kuwait,1994,0
Kuwait,1995,0
Kuwait,1996,0
Kuwait,1997,0
Kuwait,1998,0
Kuwait,1999,0
Kuwait,2000,0
Kuwait,2001,0
Kuwait,2002,0
Kuwait,2003,0
Kuwait,2004,0
Kuwait,2005,0
Kuwait,2006,0
Kuwait,2007,0
Kuwait,2008,0
Kuwait,2009,0
Kuwait,2010,0
Kuwait,2011,0
Kuwait,2012,0
Kuwait,2013,0
Kuwait,2014,0
Kyrgyzstan,1990,63.47571828
Kyrgyzstan,1991,63.9740491
Kyrgyzstan,1992,66.71984916
Kyrgyzstan,1993,79.32419453
Kyrgyzstan,1994,89.58508443
Kyrgyzstan,1995,77.82989149
Kyrgyzstan,1996,77.91340835
Kyrgyzstan,1997,76.54182709
Kyrgyzstan,1998,79.83139301
Kyrgyzstan,1999,85.90024761
Kyrgyzstan,2000,85.89511754
Kyrgyzstan,2001,85.90766079
Kyrgyzstan,2002,85.90840463
Kyrgyzstan,2003,85.906854
Kyrgyzstan,2004,85.8794003
Kyrgyzstan,2005,85.8773756
Kyrgyzstan,2006,85.8775735
Kyrgyzstan,2007,85.87997303
Kyrgyzstan,2008,85.87666469
Kyrgyzstan,2009,92.18623116
Kyrgyzstan,2010,91.80165289
Kyrgyzstan,2011,93.27747724
Kyrgyzstan,2012,93.47969409
Kyrgyzstan,2013,93.47655414
Kyrgyzstan,2014,91.2572056
Laos,1990,94.87756994
Laos,1991,94.88011913
Laos,1992,94.58991696
Laos,1993,95.53415504
Laos,1994,96.53658677
Laos,1995,96.18790744
Laos,1996,96.66882754
Laos,1997,96.59200462
Laos,1998,92.45806782
Laos,1999,91.47560342
Laos,2000,86.76549874
Laos,2001,86.57366064
Laos,2002,86.24573939
Laos,2003,86.14101889
Laos,2004,86.69779516
Laos,2005,87.10029038
Laos,2006,87.29374498
Laos,2007,92.23392837
Laos,2008,92.80862625
Laos,2009,92.2566961
Laos,2010,92.0107865
Laos,2011,92.1103914
Laos,2012,92.1103914
Laos,2013,93.2900917
Laos,2014,93.15068493
Latin America & Caribbean,1990,64.20998651
Latin America & Caribbean,1991,64.35620344
Latin America & Caribbean,1992,64.57804906
Latin America & Caribbean,1993,65.91075917
Latin America & Caribbean,1994,64.85376096
Latin America & Caribbean,1995,64.63156296
Latin America & Caribbean,1996,64.42546273
Latin America & Caribbean,1997,63.39648066
Latin America & Caribbean,1998,61.23990937
Latin America & Caribbean,1999,60.19662221
Latin America & Caribbean,2000,60.26267872
Latin America & Caribbean,2001,56.93649545
Latin America & Caribbean,2002,57.47835662
Latin America & Caribbean,2003,56.43202743
Latin America & Caribbean,2004,56.70914886
Latin America & Caribbean,2005,57.6009405
Latin America & Caribbean,2006,58.01550185
Latin America & Caribbean,2007,57.48081665
Latin America & Caribbean,2008,56.74197221
Latin America & Caribbean,2009,57.23368961
Latin America & Caribbean,2010,56.41058569
Latin America & Caribbean,2011,57.46240894
Latin America & Caribbean,2012,54.88103217
Latin America & Caribbean,2013,53.2083281
Latin America & Caribbean,2014,53.00740653
Latvia,1990,67.62936221
Latvia,1991,58.02622254
Latvia,1992,65.75378195
Latvia,1993,73.29255861
Latvia,1994,74.43693694
Latvia,1995,73.81251571
Latvia,1996,59.53294946
Latvia,1997,65.5792277
Latvia,1998,74.48680352
Latvia,1999,67.12895377
Latvia,2000,68.25435203
Latvia,2001,66.3317757
Latvia,2002,62.51572327
Latvia,2003,58.81761006
Latvia,2004,68.15952229
Latvia,2005,69.58825927
Latvia,2006,56.96176651
Latvia,2007,59.27478516
Latvia,2008,60.90254077
Latvia,2009,63.85347459
Latvia,2010,54.85136563
Latvia,2011,50.4922875
Latvia,2012,66.62883087
Latvia,2013,56.917378
Latvia,2014,54.54191791
Lebanon,1990,33.33333333
Lebanon,1991,18.66666667
Lebanon,1992,19.09307876
Lebanon,1993,15.78947368
Lebanon,1994,15.76003086
Lebanon,1995,13.57697406
Lebanon,1996,11.45728643
Lebanon,1997,10.58132707
Lebanon,1998,7.745436606
Lebanon,1999,3.330324004
Lebanon,2000,4.654296673
Lebanon,2001,3.312444047
Lebanon,2002,5.843820031
Lebanon,2003,10.85882728
Lebanon,2004,9.0710294
Lebanon,2005,8.477873237
Lebanon,2006,6.024618585
Lebanon,2007,4.860418744
Lebanon,2008,2.801983173
Lebanon,2009,4.516738073
Lebanon,2010,5.339867617
Lebanon,2011,4.919034525
Lebanon,2012,6.792121948
Lebanon,2013,7.256819352
Lebanon,2014,1.075089127
Lesotho,1999,100
Lesotho,2000,100
Lesotho,2001,100
Lesotho,2002,100
Lesotho,2003,100
Lesotho,2004,100
Lesotho,2005,100
Lesotho,2006,100
Lesotho,2007,100
Lesotho,2008,100
Lesotho,2009,100
Lesotho,2010,100
Lesotho,2011,100
Lesotho,2012,100
Lesotho,2013,100
Lesotho,2014,100
Liberia,1990,0
Liberia,1991,0
Liberia,1992,0
Liberia,1993,0
Liberia,1994,0
Liberia,1995,0
Liberia,1996,0
Liberia,1997,0
Liberia,1998,0
Liberia,1999,0
Liberia,2000,0
Liberia,2001,0
Liberia,2002,0
Liberia,2003,0
Liberia,2004,0
Liberia,2005,0
Liberia,2006,0
Liberia,2007,0
Liberia,2008,0
Liberia,2009,0
Liberia,2010,0
Liberia,2011,0
Liberia,2012,0
Liberia,2013,0
Liberia,2014,0
Libya,1990,0
Libya,1991,0
Libya,1992,0
Libya,1993,0
Libya,1994,0
Libya,1995,0
Libya,1996,0
Libya,1997,0
Libya,1998,0
Libya,1999,0
Libya,2000,0
Libya,2001,0
Libya,2002,0
Libya,2003,0
Libya,2004,0
Libya,2005,0
Libya,2006,0
Libya,2007,0
Libya,2008,0
Libya,2009,0
Libya,2010,0
Libya,2011,0
Libya,2012,0
Libya,2013,0
Libya,2014,0
Liechtenstein,2007,95.02074689
Liechtenstein,2008,94.53781513
Liechtenstein,2009,94.22535211
Liechtenstein,2010,94.55696203
Liechtenstein,2011,94.60580913
Liechtenstein,2012,95.69266589
Liechtenstein,2013,96.014068
Liechtenstein,2014,93.81188119
Lithuania,1990,1.457489879
Lithuania,1991,1.151108538
Lithuania,1992,1.676730645
Lithuania,1993,2.820439213
Lithuania,1994,4.633521271
Lithuania,1995,2.75887574
Lithuania,1996,2.007265562
Lithuania,1997,2.057269947
Lithuania,1998,2.431061622
Lithuania,1999,3.170601268
Lithuania,2000,3.057279022
Lithuania,2001,2.283804484
Lithuania,2002,2.070082109
Lithuania,2003,1.763331209
Lithuania,2004,2.282423208
Lithuania,2005,3.191120361
Lithuania,2006,3.601887886
Lithuania,2007,4.31328879
Lithuania,2008,4.517145644
Lithuania,2009,4.67117394
Lithuania,2010,18.24189027
Lithuania,2011,26.18935469
Lithuania,2012,26.12055641
Lithuania,2013,36.21262458
Lithuania,2014,40.74973031
Low income,1990,61.4475032
Low income,1991,60.07802493
Low income,1992,61.53904144
Low income,1993,61.43137056
Low income,1994,60.8382538
Low income,1995,62.75885379
Low income,1996,61.86719168
Low income,1997,59.27726883
Low income,1998,66.80410881
Low income,1999,67.582839
Low income,2000,67.95544522
Low income,2001,67.79507423
Low income,2002,69.90178814
Low income,2003,71.44996459
Low income,2004,70.08246378
Low income,2005,69.53006742
Low income,2006,70.98687154
Low income,2007,73.79776552
Low income,2008,72.68150974
Low income,2009,73.32034657
Low income,2010,73.28275136
Low income,2011,73.1390862
Low income,2012,72.22345259
Low income,2013,72.25729944
Low income,2014,72.24443435
Lower middle income,1990,22.57517504
Lower middle income,1991,22.93029934
Lower middle income,1992,22.52229925
Lower middle income,1993,23.28335797
Lower middle income,1994,24.82207447
Lower middle income,1995,22.45395189
Lower middle income,1996,21.80771588
Lower middle income,1997,21.15275329
Lower middle income,1998,21.74365397
Lower middle income,1999,21.38359403
Lower middle income,2000,19.87832305
Lower middle income,2001,19.81304724
Lower middle income,2002,18.49192772
Lower middle income,2003,19.20971385
Lower middle income,2004,19.44725126
Lower middle income,2005,20.20430912
Lower middle income,2006,20.60203628
Lower middle income,2007,20.15485931
Lower middle income,2008,19.90571472
Lower middle income,2009,19.37663184
Lower middle income,2010,19.82818191
Lower middle income,2011,20.24139431
Lower middle income,2012,19.76100798
Lower middle income,2013,20.62107704
Lower middle income,2014,19.6001708
Luxembourg,1990,13.30128205
Luxembourg,1991,13.98002853
Luxembourg,1992,12.42424242
Luxembourg,1993,12.22056632
Luxembourg,1994,17.50433276
Luxembourg,1995,21.97125257
Luxembourg,1996,17.04545455
Luxembourg,1997,25.36945813
Luxembourg,1998,39.07103825
Luxembourg,1999,33.88888889
Luxembourg,2000,40.99526066
Luxembourg,2001,19.37716263
Luxembourg,2002,5.341880342
Luxembourg,2003,5.01972033
Luxembourg,2004,5.765819042
Luxembourg,2005,6.302270012
Luxembourg,2006,6.970813262
Luxembourg,2007,8.278662918
Luxembourg,2008,10.38151137
Luxembourg,2009,8.470812183
Luxembourg,2010,8.26625387
Luxembourg,2011,9.283018868
Luxembourg,2012,11.17156329
Luxembourg,2013,20.01081666
Luxembourg,2014,20.93389297
Macao,1990,0
Macao,1991,0
Macao,1992,0
Macao,1993,0
Macao,1994,0
Macao,1995,0
Macao,1996,0
Macao,1997,0
Macao,1998,0
Macao,1999,0
Macao,2000,0
Macao,2001,0
Macao,2002,0
Macao,2003,0
Macao,2004,0
Macao,2005,0
Macao,2006,0
Macao,2007,0
Macao,2008,0
Macao,2009,0
Macao,2010,0
Macao,2011,0
Macao,2012,0
Macao,2013,0
Macao,2014,0
Macedonia,1990,8.527266412
Macedonia,1991,14.69670711
Macedonia,1992,13.98186315
Macedonia,1993,10.07722008
Macedonia,1994,11.70230679
Macedonia,1995,13.06262231
Macedonia,1996,12.79927722
Macedonia,1997,13.36699837
Macedonia,1998,15.36606129
Macedonia,1999,20.23896255
Macedonia,2000,17.17809426
Macedonia,2001,9.839673059
Macedonia,2002,12.42817271
Macedonia,2003,20.39180766
Macedonia,2004,22.22888856
Macedonia,2005,21.48308135
Macedonia,2006,23.55124179
Macedonia,2007,15.54324408
Macedonia,2008,13.31009349
Macedonia,2009,18.59988284
Macedonia,2010,33.48484848
Macedonia,2011,21.21615624
Macedonia,2012,16.67198978
Macedonia,2013,26.14046603
Macedonia,2014,24.04168217
Madagascar,1990,57.64939868
Madagascar,1991,57.16461002
Madagascar,1992,54.04635897
Madagascar,1993,59.4005545
Madagascar,1994,58.9666411
Madagascar,1995,62.05020795
Madagascar,1996,64.94810811
Madagascar,1997,66.55461143
Madagascar,1998,65.09851035
Madagascar,1999,61.84781011
Madagascar,2000,61.12598031
Madagascar,2001,59.61936438
Madagascar,2002,60.2930672
Madagascar,2003,59.76263893
Madagascar,2004,56.23206107
Madagascar,2005,56.40335918
Madagascar,2006,54.35330469
Madagascar,2007,58.84979913
Madagascar,2008,54.94027756
Madagascar,2009,58.17038361
Madagascar,2010,52.28404409
Madagascar,2011,48.0184969
Madagascar,2012,49.68898011
Madagascar,2013,50.73996952
Madagascar,2014,53.27464576
Malawi,1990,98.05013928
Malawi,1991,98.04177546
Malawi,1992,97.98234552
Malawi,1993,84.36482085
Malawi,1994,84.15529906
Malawi,1995,84.25531915
Malawi,1996,81.56028369
Malawi,1997,82.50460405
Malawi,1998,82.50652742
Malawi,1999,82.51689189
Malawi,2000,84.25774878
Malawi,2001,85.95649392
Malawi,2002,85.96800122
Malawi,2003,87.33428208
Malawi,2004,85.94777891
Malawi,2005,85.78923505
Malawi,2006,85.74679224
Malawi,2007,86.78871846
Malawi,2008,89.87224145
Malawi,2009,90.68945652
Malawi,2010,91.05522721
Malawi,2011,90.85165849
Malawi,2012,91.06789505
Malawi,2013,91.37024377
Malawi,2014,91.37024377
Malaysia,1990,17.33142162
Malaysia,1991,16.60138596
Malaysia,1992,14.87431359
Malaysia,1993,14.02746193
Malaysia,1994,16.68542199
Malaysia,1995,13.68615547
Malaysia,1996,10.08829936
Malaysia,1997,6.691083738
Malaysia,1998,7.996903362
Malaysia,1999,11.53557249
Malaysia,2000,10.05847953
Malaysia,2001,9.929097969
Malaysia,2002,7.144877372
Malaysia,2003,6.443308823
Malaysia,2004,7.086432356
Malaysia,2005,6.28016402
Malaysia,2006,7.172436825
Malaysia,2007,6.656343574
Malaysia,2008,7.628756352
Malaysia,2009,7.005853297
Malaysia,2010,5.992659433
Malaysia,2011,6.714368594
Malaysia,2012,7.383484272
Malaysia,2013,8.57764478
Malaysia,2014,9.707802996
Maldives,1990,0
Maldives,1991,0
Maldives,1992,0
Maldives,1993,0
Maldives,1994,0
Maldives,1995,0
Maldives,1996,0
Maldives,1997,0
Maldives,1998,0
Maldives,1999,0
Maldives,2000,0
Maldives,2001,0
Maldives,2002,0
Maldives,2003,0
Maldives,2004,0
Maldives,2005,0
Maldives,2006,0
Maldives,2007,0
Maldives,2008,0
Maldives,2009,0
Maldives,2010,0.315654105
Maldives,2011,0.335008375
Maldives,2012,0.602006689
