Entity,Year,UN Population Division (Median Age) (2015)
Finland,2020,42.93
Finland,2025,43.68
Finland,2030,44.37
Finland,2035,44.84
Finland,2040,45.36
Finland,2045,45.33
Finland,2050,45.12
Finland,2055,45.35
Finland,2060,45.69
Finland,2065,46.06
Finland,2070,46.42
Finland,2075,46.7
Finland,2080,46.88
Finland,2085,47.06
Finland,2090,47.31
Finland,2095,47.64
Finland,2100,48
France,1950,34.67
France,1955,32.85
France,1960,33.12
France,1965,32.83
France,1970,32.55
France,1975,31.77
France,1980,32.65
France,1985,33.83
France,1990,35
France,1995,36.38
France,2000,37.79
France,2005,39.01
France,2010,40.12
France,2015,41.24
France,2020,41.89
France,2025,42.45
France,2030,42.99
France,2035,43.28
France,2040,43.36
France,2045,43.56
France,2050,43.88
France,2055,44.2
France,2060,44.48
France,2065,44.72
France,2070,44.95
France,2075,45.24
France,2080,45.63
France,2085,46.07
France,2090,46.5
France,2095,46.88
France,2100,47.2
French Guiana,1950,26.6
French Guiana,1955,25.49
French Guiana,1960,24.79
French Guiana,1965,22.52
French Guiana,1970,21.66
French Guiana,1975,21.03
French Guiana,1980,23.14
French Guiana,1985,23.79
French Guiana,1990,24.05
French Guiana,1995,23.92
French Guiana,2000,23.89
French Guiana,2005,23.4
French Guiana,2010,24.42
French Guiana,2015,24.47
French Guiana,2020,25.25
French Guiana,2025,26.41
French Guiana,2030,27.58
French Guiana,2035,28.73
French Guiana,2040,29.88
French Guiana,2045,30.97
French Guiana,2050,31.97
French Guiana,2055,32.92
French Guiana,2060,33.89
French Guiana,2065,34.88
French Guiana,2070,35.97
French Guiana,2075,37.08
French Guiana,2080,38.21
French Guiana,2085,39.32
French Guiana,2090,40.37
French Guiana,2095,41.37
French Guiana,2100,42.31
French Polynesia,1950,18.67
French Polynesia,1955,18.51
French Polynesia,1960,18.33
French Polynesia,1965,17.43
French Polynesia,1970,17.19
French Polynesia,1975,18.13
French Polynesia,1980,19.48
French Polynesia,1985,20.9
French Polynesia,1990,21.98
French Polynesia,1995,23.57
French Polynesia,2000,25.73
French Polynesia,2005,27.13
French Polynesia,2010,29.97
French Polynesia,2015,31.52
French Polynesia,2020,33.22
French Polynesia,2025,35.32
French Polynesia,2030,37.29
French Polynesia,2035,39.2
French Polynesia,2040,40.88
French Polynesia,2045,42.34
French Polynesia,2050,43.18
French Polynesia,2055,43.63
French Polynesia,2060,44.86
French Polynesia,2065,46.06
French Polynesia,2070,47.1
French Polynesia,2075,47.97
French Polynesia,2080,48.59
French Polynesia,2085,48.97
French Polynesia,2090,49.24
French Polynesia,2095,49.6
French Polynesia,2100,50.12
Gabon,1950,28.05
Gabon,1955,27.62
Gabon,1960,27.03
Gabon,1965,26.15
Gabon,1970,25.32
Gabon,1975,23.46
Gabon,1980,21.56
Gabon,1985,20.03
Gabon,1990,19.39
Gabon,1995,19.17
Gabon,2000,19.46
Gabon,2005,20.04
Gabon,2010,20.8
Gabon,2015,21.41
Gabon,2020,22.18
Gabon,2025,23.02
Gabon,2030,23.96
Gabon,2035,25.06
Gabon,2040,26.42
Gabon,2045,27.72
Gabon,2050,28.98
Gabon,2055,30.2
Gabon,2060,31.43
Gabon,2065,32.62
Gabon,2070,33.77
Gabon,2075,34.88
Gabon,2080,35.99
Gabon,2085,37.05
Gabon,2090,38.06
Gabon,2095,39.01
Gabon,2100,39.88
Gambia,1950,19.48
Gambia,1955,20.14
Gambia,1960,20.78
Gambia,1965,20.18
Gambia,1970,20.29
Gambia,1975,18.72
Gambia,1980,17.84
Gambia,1985,16.75
Gambia,1990,16.97
Gambia,1995,16.61
Gambia,2000,16.86
Gambia,2005,16.82
Gambia,2010,16.73
Gambia,2015,16.79
Gambia,2020,17.12
Gambia,2025,17.65
Gambia,2030,18.34
Gambia,2035,19.14
Gambia,2040,19.99
Gambia,2045,21.02
Gambia,2050,22.11
Gambia,2055,23.27
Gambia,2060,24.48
Gambia,2065,25.77
Gambia,2070,27.09
Gambia,2075,28.38
Gambia,2080,29.64
Gambia,2085,30.88
Gambia,2090,32.08
Gambia,2095,33.21
Gambia,2100,34.29
Georgia,1950,27.3
Georgia,1955,27.48
Georgia,1960,27.76
Georgia,1965,28.03
Georgia,1970,28.8
Georgia,1975,28.28
Georgia,1980,29.13
Georgia,1985,29.94
Georgia,1990,31.23
Georgia,1995,32.59
Georgia,2000,34.43
Georgia,2005,35.83
Georgia,2010,36.69
Georgia,2015,37.47
Georgia,2020,38.62
Georgia,2025,40.06
Georgia,2030,42
Georgia,2035,43.95
Georgia,2040,45.59
Georgia,2045,46.11
Georgia,2050,44.96
Georgia,2055,44.9
Georgia,2060,46.01
Georgia,2065,46.99
Georgia,2070,47.66
Georgia,2075,47.81
Georgia,2080,47.35
Georgia,2085,46.86
Georgia,2090,47.08
Georgia,2095,47.8
Georgia,2100,48.54
Germany,1950,35.33
Germany,1955,34.55
Germany,1960,34.68
Germany,1965,34.34
Germany,1970,34.08
Germany,1975,35.33
Germany,1980,36.42
Germany,1985,37.14
Germany,1990,37.63
Germany,1995,38.41
Germany,2000,40.12
Germany,2005,42.26
Germany,2010,44.35
Germany,2015,46.22
Germany,2020,47.37
Germany,2025,47.93
Germany,2030,48.61
Germany,2035,49.61
Germany,2040,50.65
Germany,2045,51.22
Germany,2050,51.39
Germany,2055,51.12
Germany,2060,50.61
Germany,2065,50.3
Germany,2070,50.39
Germany,2075,50.63
Germany,2080,50.75
Germany,2085,50.72
Germany,2090,50.63
Germany,2095,50.61
Germany,2100,50.77
Ghana,1950,17.36
Ghana,1955,17.62
Ghana,1960,17.68
Ghana,1965,17.6
Ghana,1970,17.26
Ghana,1975,16.94
Ghana,1980,17.02
Ghana,1985,17.36
Ghana,1990,17.83
Ghana,1995,18.36
Ghana,2000,18.93
Ghana,2005,19.5
Ghana,2010,20.09
Ghana,2015,20.58
Ghana,2020,21.1
Ghana,2025,21.82
Ghana,2030,22.72
Ghana,2035,23.75
Ghana,2040,24.86
Ghana,2045,25.89
Ghana,2050,26.82
Ghana,2055,27.7
Ghana,2060,28.57
Ghana,2065,29.44
Ghana,2070,30.34
Ghana,2075,31.28
Ghana,2080,32.21
Ghana,2085,33.11
Ghana,2090,33.96
Ghana,2095,34.8
Ghana,2100,35.64
Greece,1950,25.96
Greece,1955,27.43
Greece,1960,29.09
Greece,1965,30.72
Greece,1970,33.43
Greece,1975,33.96
Greece,1980,34.26
Greece,1985,35.15
Greece,1990,36.12
Greece,1995,37.11
Greece,2000,38.36
Greece,2005,39.68
Greece,2010,41.25
Greece,2015,43.59
Greece,2020,45.41
Greece,2025,47.18
Greece,2030,48.93
Greece,2035,50.63
Greece,2040,51.43
Greece,2045,52.04
Greece,2050,52.32
Greece,2055,52.44
Greece,2060,52.72
Greece,2065,53.05
Greece,2070,53.11
Greece,2075,52.54
Greece,2080,51.91
Greece,2085,51.52
Greece,2090,51.45
Greece,2095,51.56
Greece,2100,51.66
Grenada,1950,16.33
Grenada,1955,17.05
Grenada,1960,15.56
Grenada,1965,15.17
Grenada,1970,15.35
Grenada,1975,17.76
Grenada,1980,18.83
Grenada,1985,20.03
Grenada,1990,20.4
Grenada,1995,20.87
Grenada,2000,21.77
Grenada,2005,23.3
Grenada,2010,25.02
Grenada,2015,27.22
Grenada,2020,29.35
Grenada,2025,31.33
Grenada,2030,33.36
Grenada,2035,35.25
Grenada,2040,36.76
Grenada,2045,38.31
Grenada,2050,40.02
Grenada,2055,42.02
Grenada,2060,44.04
Grenada,2065,45.98
Grenada,2070,47.49
Grenada,2075,48.54
Grenada,2080,49.14
Grenada,2085,49.62
Grenada,2090,50.35
Grenada,2095,51.27
Grenada,2100,52.09
Guadeloupe,1950,20.88
Guadeloupe,1955,20.32
Guadeloupe,1960,19.21
Guadeloupe,1965,17.62
Guadeloupe,1970,18.18
Guadeloupe,1975,18.54
Guadeloupe,1980,22.02
Guadeloupe,1985,24.32
Guadeloupe,1990,26.66
Guadeloupe,1995,29.23
Guadeloupe,2000,31.88
Guadeloupe,2005,34.47
Guadeloupe,2010,37.27
Guadeloupe,2015,39.45
Guadeloupe,2020,41.29
Guadeloupe,2025,42.46
Guadeloupe,2030,43.03
Guadeloupe,2035,43.5
Guadeloupe,2040,43.95
Guadeloupe,2045,44.48
Guadeloupe,2050,45.49
Guadeloupe,2055,46.66
Guadeloupe,2060,47.59
Guadeloupe,2065,48.17
Guadeloupe,2070,48.49
Guadeloupe,2075,48.83
Guadeloupe,2080,49.42
Guadeloupe,2085,50.3
Guadeloupe,2090,51.27
Guadeloupe,2095,52.13
Guadeloupe,2100,52.7
Guam,1950,22.84
Guam,1955,22.32
Guam,1960,21.2
Guam,1965,20.94
Guam,1970,20.74
Guam,1975,21.57
Guam,1980,22.57
Guam,1985,23.92
Guam,1990,25.18
Guam,1995,26.28
Guam,2000,27.31
Guam,2005,28.31
Guam,2010,29.22
Guam,2015,30.12
Guam,2020,31.38
Guam,2025,32.79
Guam,2030,34.31
Guam,2035,35.91
Guam,2040,37.43
Guam,2045,38.8
Guam,2050,39.95
Guam,2055,41.02
Guam,2060,42.14
Guam,2065,43.32
Guam,2070,44.53
Guam,2075,45.69
Guam,2080,46.71
Guam,2085,47.59
Guam,2090,48.32
Guam,2095,48.97
Guam,2100,49.57
Guatemala,1950,17.51
Guatemala,1955,17.3
Guatemala,1960,17.15
Guatemala,1965,17.24
Guatemala,1970,17.49
Guatemala,1975,17.49
Guatemala,1980,17.2
Guatemala,1985,16.94
Guatemala,1990,17.13
Guatemala,1995,17.51
Guatemala,2000,18.09
Guatemala,2005,18.94
Guatemala,2010,19.94
Guatemala,2015,21.22
Guatemala,2020,22.59
Guatemala,2025,23.99
Guatemala,2030,25.46
Guatemala,2035,26.92
Guatemala,2040,28.39
Guatemala,2045,29.89
Guatemala,2050,31.47
Guatemala,2055,33.02
Guatemala,2060,34.54
Guatemala,2065,36.02
Guatemala,2070,37.43
Guatemala,2075,38.77
Guatemala,2080,40.03
Guatemala,2085,41.21
Guatemala,2090,42.3
Guatemala,2095,43.3
Guatemala,2100,44.22
Guinea,1950,21.86
Guinea,1955,20.82
Guinea,1960,20.08
Guinea,1965,19.56
Guinea,1970,19.2
Guinea,1975,19.27
Guinea,1980,19.09
Guinea,1985,18.66
Guinea,1990,18.19
Guinea,1995,17.9
Guinea,2000,17.79
Guinea,2005,17.84
Guinea,2010,18.12
Guinea,2015,18.49
Guinea,2020,19.01
Guinea,2025,19.66
Guinea,2030,20.47
Guinea,2035,21.43
Guinea,2040,22.42
Guinea,2045,23.43
Guinea,2050,24.46
Guinea,2055,25.56
Guinea,2060,26.73
Guinea,2065,27.89
Guinea,2070,29.06
Guinea,2075,30.23
Guinea,2080,31.44
Guinea,2085,32.64
Guinea,2090,33.81
Guinea,2095,34.96
Guinea,2100,36.13
Guinea-Bissau,1950,21.81
Guinea-Bissau,1955,20.88
Guinea-Bissau,1960,20.08
Guinea-Bissau,1965,19.86
Guinea-Bissau,1970,19.66
Guinea-Bissau,1975,19.7
Guinea-Bissau,1980,19.23
Guinea-Bissau,1985,18.36
Guinea-Bissau,1990,17.76
Guinea-Bissau,1995,17.56
Guinea-Bissau,2000,17.86
Guinea-Bissau,2005,18.4
Guinea-Bissau,2010,18.92
Guinea-Bissau,2015,19.4
Guinea-Bissau,2020,19.89
Guinea-Bissau,2025,20.55
Guinea-Bissau,2030,21.4
Guinea-Bissau,2035,22.38
Guinea-Bissau,2040,23.39
Guinea-Bissau,2045,24.38
Guinea-Bissau,2050,25.38
Guinea-Bissau,2055,26.38
Guinea-Bissau,2060,27.37
Guinea-Bissau,2065,28.35
Guinea-Bissau,2070,29.31
Guinea-Bissau,2075,30.28
Guinea-Bissau,2080,31.26
Guinea-Bissau,2085,32.19
Guinea-Bissau,2090,33.09
Guinea-Bissau,2095,33.95
Guinea-Bissau,2100,34.79
Guyana,1950,20.37
Guyana,1955,18.49
Guyana,1960,17.12
Guyana,1965,16.15
Guyana,1970,16.4
Guyana,1975,17.24
Guyana,1980,17.88
Guyana,1985,19.54
Guyana,1990,21.73
Guyana,1995,21.97
Guyana,2000,22.71
Guyana,2005,23.57
Guyana,2010,24.53
Guyana,2015,24.66
Guyana,2020,26.1
Guyana,2025,27.9
Guyana,2030,29.9
Guyana,2035,31.73
Guyana,2040,32.89
Guyana,2045,33.31
Guyana,2050,34.04
Guyana,2055,35.25
Guyana,2060,36.76
Guyana,2065,38.26
Guyana,2070,39.65
Guyana,2075,40.69
Guyana,2080,41.41
Guyana,2085,41.98
Guyana,2090,42.57
Guyana,2095,43.3
Guyana,2100,44.07
Haiti,1950,20.19
Haiti,1955,19.97
Haiti,1960,19.82
Haiti,1965,19.43
Haiti,1970,18.97
Haiti,1975,19.12
Haiti,1980,19.14
Haiti,1985,18.8
Haiti,1990,18.54
Haiti,1995,18.55
Haiti,2000,19.14
Haiti,2005,20.31
Haiti,2010,21.61
Haiti,2015,22.98
Haiti,2020,24.31
Haiti,2025,25.73
Haiti,2030,27.19
Haiti,2035,28.65
Haiti,2040,30.14
Haiti,2045,31.63
Haiti,2050,33.09
Haiti,2055,34.49
Haiti,2060,35.84
Haiti,2065,37.09
Haiti,2070,38.24
Haiti,2075,39.28
Haiti,2080,40.25
Haiti,2085,41.15
Haiti,2090,41.97
Haiti,2095,42.73
Haiti,2100,43.42
High-income countries,1950,27.99
High-income countries,1955,28.44
High-income countries,1960,28.8
High-income countries,1965,28.93
High-income countries,1970,29.33
High-income countries,1975,29.63
High-income countries,1980,30.64
High-income countries,1985,31.77
High-income countries,1990,33.04
High-income countries,1995,34.44
High-income countries,2000,35.95
High-income countries,2005,37.27
High-income countries,2010,38.44
High-income countries,2015,39.68
High-income countries,2020,40.71
High-income countries,2025,41.8
High-income countries,2030,42.85
High-income countries,2035,43.76
High-income countries,2040,44.4
High-income countries,2045,44.6
High-income countries,2050,44.69
High-income countries,2055,44.89
High-income countries,2060,45.14
High-income countries,2065,45.4
High-income countries,2070,45.62
High-income countries,2075,45.76
High-income countries,2080,45.88
High-income countries,2085,46.05
High-income countries,2090,46.3
High-income countries,2095,46.6
High-income countries,2100,46.93
Honduras,1950,18.84
Honduras,1955,17.94
Honduras,1960,17.08
Honduras,1965,16.47
Honduras,1970,16.08
Honduras,1975,16.16
Honduras,1980,16.39
Honduras,1985,16.72
Honduras,1990,17.1
Honduras,1995,17.59
Honduras,2000,18.36
Honduras,2005,19.58
Honduras,2010,21.33
Honduras,2015,23.39
Honduras,2020,25.51
Honduras,2025,27.72
Honduras,2030,29.93
Honduras,2035,32.12
Honduras,2040,34.28
Honduras,2045,36.32
Honduras,2050,38.21
Honduras,2055,39.93
Honduras,2060,41.63
Honduras,2065,43.22
Honduras,2070,44.67
Honduras,2075,45.93
Honduras,2080,46.94
Honduras,2085,47.71
Honduras,2090,48.26
Honduras,2095,48.67
Honduras,2100,49
Hong Kong,1950,23.71
Hong Kong,1955,24.04
Hong Kong,1960,23.06
Hong Kong,1965,21.22
Hong Kong,1970,21.17
Hong Kong,1975,23.22
Hong Kong,1980,25.06
Hong Kong,1985,28.39
Hong Kong,1990,30.85
Hong Kong,1995,33.58
Hong Kong,2000,36.5
Hong Kong,2005,39.23
Hong Kong,2010,41.09
Hong Kong,2015,43.18
Hong Kong,2020,45.08
Hong Kong,2025,46.89
Hong Kong,2030,48.63
Hong Kong,2035,50.3
Hong Kong,2040,51.57
Hong Kong,2045,52.48
Hong Kong,2050,52.7
Hong Kong,2055,51.74
Hong Kong,2060,50
Hong Kong,2065,50
Hong Kong,2070,50.15
Hong Kong,2075,50.22
Hong Kong,2080,50.06
Hong Kong,2085,49.56
Hong Kong,2090,48.98
Hong Kong,2095,48.84
Hong Kong,2100,49.2
Hungary,1950,30.1
Hungary,1955,30.83
Hungary,1960,32.15
Hungary,1965,33.48
Hungary,1970,34.21
Hungary,1975,34.42
Hungary,1980,34.41
Hungary,1985,35.08
Hungary,1990,36.44
Hungary,1995,37.54
Hungary,2000,38.56
Hungary,2005,39.09
Hungary,2010,39.9
Hungary,2015,41.26
Hungary,2020,42.9
Hungary,2025,44.65
Hungary,2030,45.73
Hungary,2035,46.7
Hungary,2040,47.51
Hungary,2045,47.89
Hungary,2050,47.82
Hungary,2055,47.82
Hungary,2060,47.83
Hungary,2065,47.76
Hungary,2070,47.7
Hungary,2075,47.6
Hungary,2080,47.47
Hungary,2085,47.37
Hungary,2090,47.39
Hungary,2095,47.54
Hungary,2100,47.73
Iceland,1950,26.53
Iceland,1955,26.22
Iceland,1960,25.42
Iceland,1965,24.23
Iceland,1970,24.49
Iceland,1975,25.4
Iceland,1980,26.94
Iceland,1985,28.4
Iceland,1990,29.97
Iceland,1995,31.47
Iceland,2000,32.79
Iceland,2005,34.26
Iceland,2010,34.89
Iceland,2015,35.97
Iceland,2020,37.41
Iceland,2025,38.86
Iceland,2030,40.11
Iceland,2035,41.73
Iceland,2040,42.96
Iceland,2045,43.7
Iceland,2050,44.27
Iceland,2055,45.15
Iceland,2060,46.04
Iceland,2065,46.78
Iceland,2070,47.43
Iceland,2075,47.99
Iceland,2080,48.39
Iceland,2085,48.69
Iceland,2090,49.02
Iceland,2095,49.41
Iceland,2100,49.82
India,1950,21.25
India,1955,20.75
India,1960,20.26
India,1965,19.63
India,1970,19.37
India,1975,19.76
India,1980,20.21
India,1985,20.62
India,1990,21.1
India,1995,21.82
India,2000,22.72
India,2005,23.78
India,2010,25.07
India,2015,26.62
India,2020,28.13
India,2025,29.63
India,2030,31.19
India,2035,32.76
India,2040,34.33
India,2045,35.87
India,2050,37.26
India,2055,38.57
India,2060,39.86
India,2065,41.08
India,2070,42.23
India,2075,43.29
India,2080,44.23
India,2085,45.04
India,2090,45.77
India,2095,46.44
India,2100,47.03
Indonesia,1950,20.02
Indonesia,1955,20.42
Indonesia,1960,20.2
Indonesia,1965,19.45
Indonesia,1970,18.57
Indonesia,1975,18.52
Indonesia,1980,19.08
Indonesia,1985,19.95
Indonesia,1990,21.3
Indonesia,1995,22.79
Indonesia,2000,24.44
Indonesia,2005,25.58
Indonesia,2010,27.18
Indonesia,2015,28.38
Indonesia,2020,29.44
Indonesia,2025,30.59
Indonesia,2030,31.92
Indonesia,2035,33.2
Indonesia,2040,34.37
Indonesia,2045,35.33
Indonesia,2050,36.49
Indonesia,2055,37.53
Indonesia,2060,38.45
Indonesia,2065,39.25
Indonesia,2070,39.97
Indonesia,2075,40.66
Indonesia,2080,41.32
Indonesia,2085,41.94
Indonesia,2090,42.49
Indonesia,2095,42.99
Indonesia,2100,43.46
Iran,1950,21.93
Iran,1955,20.92
Iran,1960,19.57
Iran,1965,18
Iran,1970,17.73
Iran,1975,18.06
Iran,1980,18.05
Iran,1985,17.28
Iran,1990,17.24
Iran,1995,18.46
Iran,2000,20.82
Iran,2005,24.12
Iran,2010,26.9
Iran,2015,29.54
Iran,2020,32.41
Iran,2025,35.5
Iran,2030,38.32
Iran,2035,40.89
Iran,2040,42.65
Iran,2045,43.77
Iran,2050,44.74
Iran,2055,46.2
Iran,2060,47.73
Iran,2065,49.07
Iran,2070,49.93
Iran,2075,49.86
Iran,2080,49.1
Iran,2085,48.63
Iran,2090,48.77
Iran,2095,49.19
Iran,2100,49.45
Iraq,1950,22.05
Iraq,1955,20.27
Iraq,1960,19.59
Iraq,1965,18.59
Iraq,1970,17.46
Iraq,1975,16.96
Iraq,1980,16.57
Iraq,1985,16.65
Iraq,1990,16.77
Iraq,1995,17.46
Iraq,2000,18.17
Iraq,2005,18.68
Iraq,2010,18.86
Iraq,2015,19.31
Iraq,2020,19.79
Iraq,2025,20.3
Iraq,2030,21.05
Iraq,2035,21.9
Iraq,2040,22.75
Iraq,2045,23.56
Iraq,2050,24.34
Iraq,2055,25.14
Iraq,2060,26.04
Iraq,2065,26.95
Iraq,2070,27.88
Iraq,2075,28.84
Iraq,2080,29.8
Iraq,2085,30.82
Iraq,2090,31.84
Iraq,2095,32.87
Iraq,2100,33.91
Ireland,1950,30
Ireland,1955,30.07
Ireland,1960,29.05
Ireland,1965,27.42
Ireland,1970,26.37
Ireland,1975,26
Ireland,1980,26.2
Ireland,1985,26.83
Ireland,1990,28.34
Ireland,1995,30.13
Ireland,2000,31.81
Ireland,2005,33.25
Ireland,2010,34.59
Ireland,2015,36.85
Ireland,2020,38.66
Ireland,2025,40.36
Ireland,2030,41.33
Ireland,2035,41.54
Ireland,2040,41.49
Ireland,2045,41.82
Ireland,2050,42.59
Ireland,2055,43.55
Ireland,2060,44.4
Ireland,2065,44.8
Ireland,2070,44.72
Ireland,2075,44.57
Ireland,2080,44.75
Ireland,2085,45.33
Ireland,2090,46.06
Ireland,2095,46.68
Ireland,2100,47.05
Israel,1950,25.52
Israel,1955,24.61
Israel,1960,24.08
Israel,1965,23.44
Israel,1970,23.5
Israel,1975,24.12
Israel,1980,24.99
Israel,1985,25.38
Israel,1990,25.88
Israel,1995,27.26
Israel,2000,27.98
Israel,2005,28.71
Israel,2010,30.11
Israel,2015,30.26
Israel,2020,30.67
Israel,2025,31.12
Israel,2030,31.77
Israel,2035,32.48
Israel,2040,33.23
Israel,2045,34.1
Israel,2050,35.2
Israel,2055,36.2
Israel,2060,37.17
Israel,2065,38.08
Israel,2070,38.97
Israel,2075,39.87
Israel,2080,40.87
Israel,2085,41.95
Israel,2090,43.05
Israel,2095,44.13
Israel,2100,45.1
Italy,1950,28.62
Italy,1955,30.14
Italy,1960,31.37
Italy,1965,32.06
Italy,1970,32.81
Italy,1975,33.33
Italy,1980,34.11
Italy,1985,35.51
Italy,1990,37.01
Italy,1995,38.65
Italy,2000,40.36
Italy,2005,41.99
Italy,2010,43.8
Italy,2015,45.88
Italy,2020,47.8
Italy,2025,49.57
Italy,2030,50.82
Italy,2035,51.52
Italy,2040,51.8
Italy,2045,51.84
Italy,2050,51.72
Italy,2055,51.58
Italy,2060,51.47
Italy,2065,51.13
Italy,2070,50.69
Italy,2075,50.33
Italy,2080,50.19
Italy,2085,50.27
Italy,2090,50.46
Italy,2095,50.67
Italy,2100,50.85
Jamaica,1950,22.19
Jamaica,1955,21.91
Jamaica,1960,19.61
Jamaica,1965,18.37
Jamaica,1970,16.67
Jamaica,1975,17.01
Jamaica,1980,19.19
Jamaica,1985,20.33
Jamaica,1990,22.02
Jamaica,1995,23.31
Jamaica,2000,24.72
Jamaica,2005,25.98
Jamaica,2010,27.32
Jamaica,2015,29.12
Jamaica,2020,31.07
Jamaica,2025,33.24
Jamaica,2030,35.61
Jamaica,2035,38.06
Jamaica,2040,40.48
Jamaica,2045,42.31
Jamaica,2050,43.79
Jamaica,2055,45.02
Jamaica,2060,46
Jamaica,2065,47.52
Jamaica,2070,49.14
Jamaica,2075,50.48
Jamaica,2080,51.34
Jamaica,2085,51.78
Jamaica,2090,52
Jamaica,2095,52.32
Jamaica,2100,52.8
Japan,1950,22.31
Japan,1955,23.63
Japan,1960,25.54
Japan,1965,27.32
Japan,1970,28.88
Japan,1975,30.42
Japan,1980,32.63
Japan,1985,35.09
Japan,1990,37.39
Japan,1995,39.58
Japan,2000,41.35
Japan,2005,43.04
Japan,2010,44.85
Japan,2015,46.51
Japan,2020,48.29
Japan,2025,50.15
Japan,2030,51.46
Japan,2035,52.42
Japan,2040,53.02
Japan,2045,53.3
Japan,2050,53.34
Japan,2055,53.37
Japan,2060,53.23
Japan,2065,52.93
Japan,2070,52.54
Japan,2075,52.13
Japan,2080,51.83
Japan,2085,51.64
Japan,2090,51.57
Japan,2095,51.61
Japan,2100,51.69
Jordan,1950,17.19
Jordan,1955,17.68
Jordan,1960,18.03
Jordan,1965,17.49
Jordan,1970,17.19
Jordan,1975,16.45
Jordan,1980,15.46
Jordan,1985,16.27
Jordan,1990,16.54
Jordan,1995,19.06
Jordan,2000,19.54
Jordan,2005,20.79
Jordan,2010,21.71
Jordan,2015,22.5
Jordan,2020,23.64
Jordan,2025,24.9
Jordan,2030,26.31
Jordan,2035,27.79
Jordan,2040,29.28
Jordan,2045,30.91
Jordan,2050,32.45
Jordan,2055,33.93
Jordan,2060,35.32
Jordan,2065,36.66
Jordan,2070,37.95
Jordan,2075,39.24
Jordan,2080,40.55
Jordan,2085,41.87
Jordan,2090,43.1
Jordan,2095,44.21
Jordan,2100,45.12
Kazakhstan,1950,23.2
Kazakhstan,1955,23.28
Kazakhstan,1960,22.86
Kazakhstan,1965,22.4
Kazakhstan,1970,21.79
Kazakhstan,1975,22.26
Kazakhstan,1980,23.52
Kazakhstan,1985,24.55
Kazakhstan,1990,26.01
Kazakhstan,1995,27.05
Kazakhstan,2000,27.73
Kazakhstan,2005,28.53
Kazakhstan,2010,28.84
Kazakhstan,2015,29.34
Kazakhstan,2020,30.61
Kazakhstan,2025,31.67
Kazakhstan,2030,31.93
Kazakhstan,2035,31.49
Kazakhstan,2040,31.97
Kazakhstan,2045,33.05
Kazakhstan,2050,34.32
Kazakhstan,2055,35.35
Kazakhstan,2060,36.14
Kazakhstan,2065,36.72
Kazakhstan,2070,37.2
Kazakhstan,2075,37.76
Kazakhstan,2080,38.5
Kazakhstan,2085,39.41
Kazakhstan,2090,40.38
Kazakhstan,2095,41.19
Kazakhstan,2100,41.77
Kenya,1950,19.99
Kenya,1955,18.93
Kenya,1960,17.17
Kenya,1965,15.85
Kenya,1970,15.45
Kenya,1975,15.17
Kenya,1980,15.02
Kenya,1985,15.02
Kenya,1990,15.47
Kenya,1995,16.54
Kenya,2000,17.35
Kenya,2005,17.98
Kenya,2010,18.47
Kenya,2015,18.93
Kenya,2020,19.54
Kenya,2025,20.47
Kenya,2030,21.57
Kenya,2035,22.64
Kenya,2040,23.67
Kenya,2045,24.67
Kenya,2050,25.72
Kenya,2055,26.82
Kenya,2060,27.94
Kenya,2065,29.08
Kenya,2070,30.24
Kenya,2075,31.45
Kenya,2080,32.66
Kenya,2085,33.86
Kenya,2090,35.03
Kenya,2095,36.21
Kenya,2100,37.35
Kiribati,1950,19.19
Kiribati,1955,18.76
Kiribati,1960,17.68
Kiribati,1965,16.9
Kiribati,1970,17.37
Kiribati,1975,18.62
Kiribati,1980,19.38
Kiribati,1985,19.53
Kiribati,1990,20.41
Kiribati,1995,19.64
Kiribati,2000,19.75
Kiribati,2005,20.75
Kiribati,2010,21.65
Kiribati,2015,22.43
Kiribati,2020,23.17
Kiribati,2025,23.85
Kiribati,2030,24.24
Kiribati,2035,25.38
Kiribati,2040,26.52
Kiribati,2045,27.5
Kiribati,2050,28.38
Kiribati,2055,29.22
Kiribati,2060,30.01
Kiribati,2065,30.77
Kiribati,2070,31.58
Kiribati,2075,32.46
Kiribati,2080,33.39
Kiribati,2085,34.36
Kiribati,2090,35.33
Kiribati,2095,36.24
Kiribati,2100,37.07
Kuwait,1950,21.54
Kuwait,1955,21.64
Kuwait,1960,24.01
Kuwait,1965,21.69
Kuwait,1970,19.16
Kuwait,1975,17.58
Kuwait,1980,20.57
Kuwait,1985,22.67
Kuwait,1990,22.79
Kuwait,1995,26.91
Kuwait,2000,27.63
Kuwait,2005,28.14
Kuwait,2010,28.84
Kuwait,2015,30.96
Kuwait,2020,31.63
Kuwait,2025,32.57
Kuwait,2030,33.88
Kuwait,2035,35.28
Kuwait,2040,36.16
Kuwait,2045,36.98
Kuwait,2050,37.82
Kuwait,2055,38.77
Kuwait,2060,39.79
Kuwait,2065,40.56
Kuwait,2070,41.04
Kuwait,2075,41.34
Kuwait,2080,41.68
Kuwait,2085,42.17
Kuwait,2090,42.81
Kuwait,2095,43.49
Kuwait,2100,44.07
Kyrgyzstan,1950,25.33
Kyrgyzstan,1955,25.35
Kyrgyzstan,1960,23.98
Kyrgyzstan,1965,21.57
Kyrgyzstan,1970,19.39
Kyrgyzstan,1975,19.5
Kyrgyzstan,1980,20.82
Kyrgyzstan,1985,21.66
