Entity,Year,Medium Projection (UN Population Division (2015 revision))
Jordan,2091,13969000
Jordan,2092,13940000
Jordan,2093,13909000
Jordan,2094,13876000
Jordan,2095,13841000
Jordan,2096,13805000
Jordan,2097,13767000
Jordan,2098,13728000
Jordan,2099,13687000
Jordan,2100,13644000
Kazakhstan,2020,18777000
Kazakhstan,2021,18995000
Kazakhstan,2022,19205000
Kazakhstan,2023,19407000
Kazakhstan,2024,19601000
Kazakhstan,2025,19788000
Kazakhstan,2026,19967000
Kazakhstan,2027,20140000
Kazakhstan,2028,20308000
Kazakhstan,2029,20473000
Kazakhstan,2030,20639000
Kazakhstan,2031,20805000
Kazakhstan,2032,20973000
Kazakhstan,2033,21141000
Kazakhstan,2034,21311000
Kazakhstan,2035,21483000
Kazakhstan,2036,21658000
Kazakhstan,2037,21835000
Kazakhstan,2038,22013000
Kazakhstan,2039,22192000
Kazakhstan,2040,22370000
Kazakhstan,2041,22548000
Kazakhstan,2042,22726000
Kazakhstan,2043,22901000
Kazakhstan,2044,23074000
Kazakhstan,2045,23243000
Kazakhstan,2046,23408000
Kazakhstan,2047,23569000
Kazakhstan,2048,23726000
Kazakhstan,2049,23877000
Kazakhstan,2050,24024000
Kazakhstan,2051,24165000
Kazakhstan,2052,24301000
Kazakhstan,2053,24433000
Kazakhstan,2054,24559000
Kazakhstan,2055,24682000
Kazakhstan,2056,24801000
Kazakhstan,2057,24916000
Kazakhstan,2058,25027000
Kazakhstan,2059,25137000
Kazakhstan,2060,25243000
Kazakhstan,2061,25348000
Kazakhstan,2062,25451000
Kazakhstan,2063,25553000
Kazakhstan,2064,25653000
Kazakhstan,2065,25751000
Kazakhstan,2066,25848000
Kazakhstan,2067,25944000
Kazakhstan,2068,26038000
Kazakhstan,2069,26131000
Kazakhstan,2070,26223000
Kazakhstan,2071,26313000
Kazakhstan,2072,26401000
Kazakhstan,2073,26488000
Kazakhstan,2074,26573000
Kazakhstan,2075,26656000
Kazakhstan,2076,26737000
Kazakhstan,2077,26816000
Kazakhstan,2078,26893000
Kazakhstan,2079,26969000
Kazakhstan,2080,27042000
Kazakhstan,2081,27113000
Kazakhstan,2082,27182000
Kazakhstan,2083,27249000
Kazakhstan,2084,27314000
Kazakhstan,2085,27377000
Kazakhstan,2086,27437000
Kazakhstan,2087,27494000
Kazakhstan,2088,27549000
Kazakhstan,2089,27601000
Kazakhstan,2090,27650000
Kazakhstan,2091,27695000
Kazakhstan,2092,27737000
Kazakhstan,2093,27775000
Kazakhstan,2094,27809000
Kazakhstan,2095,27839000
Kazakhstan,2096,27865000
Kazakhstan,2097,27886000
Kazakhstan,2098,27902000
Kazakhstan,2099,27913000
Kazakhstan,2100,27918000
Kenya,2020,53771000
Kenya,2021,54986000
Kenya,2022,56215000
Kenya,2023,57459000
Kenya,2024,58715000
Kenya,2025,59981000
Kenya,2026,61258000
Kenya,2027,62544000
Kenya,2028,63839000
Kenya,2029,65141000
Kenya,2030,66450000
Kenya,2031,67763000
Kenya,2032,69081000
Kenya,2033,70399000
Kenya,2034,71715000
Kenya,2035,73026000
Kenya,2036,74331000
Kenya,2037,75628000
Kenya,2038,76917000
Kenya,2039,78198000
Kenya,2040,79470000
Kenya,2041,80732000
Kenya,2042,81983000
Kenya,2043,83223000
Kenya,2044,84452000
Kenya,2045,85669000
Kenya,2046,86875000
Kenya,2047,88068000
Kenya,2048,89248000
Kenya,2049,90417000
Kenya,2050,91575000
Kenya,2051,92721000
Kenya,2052,93855000
Kenya,2053,94976000
Kenya,2054,96082000
Kenya,2055,97175000
Kenya,2056,98252000
Kenya,2057,99313000
Kenya,2058,100359000
Kenya,2059,101387000
Kenya,2060,102398000
Kenya,2061,103391000
Kenya,2062,104366000
Kenya,2063,105321000
Kenya,2064,106256000
Kenya,2065,107170000
Kenya,2066,108062000
Kenya,2067,108933000
Kenya,2068,109781000
Kenya,2069,110607000
Kenya,2070,111411000
Kenya,2071,112193000
Kenya,2072,112952000
Kenya,2073,113688000
Kenya,2074,114401000
Kenya,2075,115093000
Kenya,2076,115762000
Kenya,2077,116409000
Kenya,2078,117033000
Kenya,2079,117635000
Kenya,2080,118214000
Kenya,2081,118771000
Kenya,2082,119305000
Kenya,2083,119818000
Kenya,2084,120308000
Kenya,2085,120777000
Kenya,2086,121225000
Kenya,2087,121651000
Kenya,2088,122057000
Kenya,2089,122442000
Kenya,2090,122807000
Kenya,2091,123152000
Kenya,2092,123478000
Kenya,2093,123784000
Kenya,2094,124072000
Kenya,2095,124341000
Kenya,2096,124592000
Kenya,2097,124825000
Kenya,2098,125041000
Kenya,2099,125241000
Kenya,2100,125424000
Kiribati,2020,119000
Kiribati,2021,121000
Kiribati,2022,123000
Kiribati,2023,126000
Kiribati,2024,128000
Kiribati,2025,130000
Kiribati,2026,132000
Kiribati,2027,134000
Kiribati,2028,135000
Kiribati,2029,137000
Kiribati,2030,139000
Kiribati,2031,141000
Kiribati,2032,143000
Kiribati,2033,145000
Kiribati,2034,146000
Kiribati,2035,148000
Kiribati,2036,150000
Kiribati,2037,152000
Kiribati,2038,154000
Kiribati,2039,156000
Kiribati,2040,157000
Kiribati,2041,159000
Kiribati,2042,161000
Kiribati,2043,163000
Kiribati,2044,165000
Kiribati,2045,167000
Kiribati,2046,169000
Kiribati,2047,171000
Kiribati,2048,173000
Kiribati,2049,175000
Kiribati,2050,177000
Kiribati,2051,179000
Kiribati,2052,180000
Kiribati,2053,182000
Kiribati,2054,184000
Kiribati,2055,186000
Kiribati,2056,188000
Kiribati,2057,189000
Kiribati,2058,191000
Kiribati,2059,193000
Kiribati,2060,194000
Kiribati,2061,196000
Kiribati,2062,197000
Kiribati,2063,199000
Kiribati,2064,200000
Kiribati,2065,202000
Kiribati,2066,203000
Kiribati,2067,205000
Kiribati,2068,206000
Kiribati,2069,208000
Kiribati,2070,209000
Kiribati,2071,210000
Kiribati,2072,212000
Kiribati,2073,213000
Kiribati,2074,214000
Kiribati,2075,216000
Kiribati,2076,217000
Kiribati,2077,218000
Kiribati,2078,220000
Kiribati,2079,221000
Kiribati,2080,222000
Kiribati,2081,224000
Kiribati,2082,225000
Kiribati,2083,226000
Kiribati,2084,227000
Kiribati,2085,228000
Kiribati,2086,229000
Kiribati,2087,230000
Kiribati,2088,231000
Kiribati,2089,232000
Kiribati,2090,233000
Kiribati,2091,234000
Kiribati,2092,235000
Kiribati,2093,235000
Kiribati,2094,236000
Kiribati,2095,237000
Kiribati,2096,237000
Kiribati,2097,238000
Kiribati,2098,238000
Kiribati,2099,239000
Kiribati,2100,239000
Kuwait,2020,4271000
Kuwait,2021,4329000
Kuwait,2022,4380000
Kuwait,2023,4428000
Kuwait,2024,4473000
Kuwait,2025,4518000
Kuwait,2026,4563000
Kuwait,2027,4609000
Kuwait,2028,4656000
Kuwait,2029,4702000
Kuwait,2030,4747000
Kuwait,2031,4791000
Kuwait,2032,4834000
Kuwait,2033,4876000
Kuwait,2034,4918000
Kuwait,2035,4959000
Kuwait,2036,5000000
Kuwait,2037,5040000
Kuwait,2038,5079000
Kuwait,2039,5116000
Kuwait,2040,5153000
Kuwait,2041,5187000
Kuwait,2042,5219000
Kuwait,2043,5250000
Kuwait,2044,5278000
Kuwait,2045,5304000
Kuwait,2046,5326000
Kuwait,2047,5347000
Kuwait,2048,5364000
Kuwait,2049,5380000
Kuwait,2050,5393000
Kuwait,2051,5405000
Kuwait,2052,5415000
Kuwait,2053,5424000
Kuwait,2054,5432000
Kuwait,2055,5439000
Kuwait,2056,5445000
Kuwait,2057,5451000
Kuwait,2058,5457000
Kuwait,2059,5463000
Kuwait,2060,5470000
Kuwait,2061,5478000
Kuwait,2062,5486000
Kuwait,2063,5496000
Kuwait,2064,5507000
Kuwait,2065,5519000
Kuwait,2066,5534000
Kuwait,2067,5549000
Kuwait,2068,5567000
Kuwait,2069,5586000
Kuwait,2070,5607000
Kuwait,2071,5628000
Kuwait,2072,5652000
Kuwait,2073,5676000
Kuwait,2074,5701000
Kuwait,2075,5726000
Kuwait,2076,5752000
Kuwait,2077,5779000
Kuwait,2078,5805000
Kuwait,2079,5831000
Kuwait,2080,5856000
Kuwait,2081,5881000
Kuwait,2082,5905000
Kuwait,2083,5927000
Kuwait,2084,5949000
Kuwait,2085,5970000
Kuwait,2086,5989000
Kuwait,2087,6008000
Kuwait,2088,6025000
Kuwait,2089,6041000
Kuwait,2090,6057000
Kuwait,2091,6071000
Kuwait,2092,6086000
Kuwait,2093,6099000
Kuwait,2094,6112000
Kuwait,2095,6125000
Kuwait,2096,6137000
Kuwait,2097,6150000
Kuwait,2098,6162000
Kuwait,2099,6175000
Kuwait,2100,6189000
Kyrgyzstan,2020,6524000
Kyrgyzstan,2021,6628000
Kyrgyzstan,2022,6728000
Kyrgyzstan,2023,6825000
Kyrgyzstan,2024,6918000
Kyrgyzstan,2025,7010000
Kyrgyzstan,2026,7100000
Kyrgyzstan,2027,7188000
Kyrgyzstan,2028,7275000
Kyrgyzstan,2029,7361000
Kyrgyzstan,2030,7446000
Kyrgyzstan,2031,7531000
Kyrgyzstan,2032,7616000
Kyrgyzstan,2033,7702000
Kyrgyzstan,2034,7787000
Kyrgyzstan,2035,7873000
Kyrgyzstan,2036,7959000
Kyrgyzstan,2037,8046000
Kyrgyzstan,2038,8133000
Kyrgyzstan,2039,8220000
Kyrgyzstan,2040,8307000
Kyrgyzstan,2041,8394000
Kyrgyzstan,2042,8480000
Kyrgyzstan,2043,8565000
Kyrgyzstan,2044,8650000
Kyrgyzstan,2045,8733000
Kyrgyzstan,2046,8815000
Kyrgyzstan,2047,8895000
Kyrgyzstan,2048,8974000
Kyrgyzstan,2049,9051000
Kyrgyzstan,2050,9126000
Kyrgyzstan,2051,9200000
Kyrgyzstan,2052,9271000
Kyrgyzstan,2053,9341000
Kyrgyzstan,2054,9408000
Kyrgyzstan,2055,9474000
Kyrgyzstan,2056,9538000
Kyrgyzstan,2057,9600000
Kyrgyzstan,2058,9660000
Kyrgyzstan,2059,9718000
Kyrgyzstan,2060,9775000
Kyrgyzstan,2061,9831000
Kyrgyzstan,2062,9885000
Kyrgyzstan,2063,9937000
Kyrgyzstan,2064,9988000
Kyrgyzstan,2065,10038000
Kyrgyzstan,2066,10087000
Kyrgyzstan,2067,10135000
Kyrgyzstan,2068,10182000
Kyrgyzstan,2069,10227000
Kyrgyzstan,2070,10272000
Kyrgyzstan,2071,10315000
Kyrgyzstan,2072,10358000
Kyrgyzstan,2073,10399000
Kyrgyzstan,2074,10439000
Kyrgyzstan,2075,10479000
Kyrgyzstan,2076,10517000
Kyrgyzstan,2077,10554000
Kyrgyzstan,2078,10590000
Kyrgyzstan,2079,10624000
Kyrgyzstan,2080,10657000
Kyrgyzstan,2081,10689000
Kyrgyzstan,2082,10719000
Kyrgyzstan,2083,10748000
Kyrgyzstan,2084,10775000
Kyrgyzstan,2085,10801000
Kyrgyzstan,2086,10825000
Kyrgyzstan,2087,10847000
Kyrgyzstan,2088,10868000
Kyrgyzstan,2089,10887000
Kyrgyzstan,2090,10904000
Kyrgyzstan,2091,10919000
Kyrgyzstan,2092,10933000
Kyrgyzstan,2093,10945000
Kyrgyzstan,2094,10955000
Kyrgyzstan,2095,10964000
Kyrgyzstan,2096,10971000
Kyrgyzstan,2097,10977000
Kyrgyzstan,2098,10981000
Kyrgyzstan,2099,10984000
Kyrgyzstan,2100,10985000
Land-Locked Developing Countries (LLDC),2020,533143000
Land-Locked Developing Countries (LLDC),2021,545397000
Land-Locked Developing Countries (LLDC),2022,557731000
Land-Locked Developing Countries (LLDC),2023,570142000
Land-Locked Developing Countries (LLDC),2024,582636000
Land-Locked Developing Countries (LLDC),2025,595213000
Land-Locked Developing Countries (LLDC),2026,607867000
Land-Locked Developing Countries (LLDC),2027,620588000
Land-Locked Developing Countries (LLDC),2028,633378000
Land-Locked Developing Countries (LLDC),2029,646242000
Land-Locked Developing Countries (LLDC),2030,659183000
Land-Locked Developing Countries (LLDC),2031,672196000
Land-Locked Developing Countries (LLDC),2032,685278000
Land-Locked Developing Countries (LLDC),2033,698427000
Land-Locked Developing Countries (LLDC),2034,711642000
Land-Locked Developing Countries (LLDC),2035,724922000
Land-Locked Developing Countries (LLDC),2036,738262000
Land-Locked Developing Countries (LLDC),2037,751656000
Land-Locked Developing Countries (LLDC),2038,765096000
Land-Locked Developing Countries (LLDC),2039,778571000
Land-Locked Developing Countries (LLDC),2040,792073000
Land-Locked Developing Countries (LLDC),2041,805594000
Land-Locked Developing Countries (LLDC),2042,819127000
Land-Locked Developing Countries (LLDC),2043,832659000
Land-Locked Developing Countries (LLDC),2044,846177000
Land-Locked Developing Countries (LLDC),2045,859667000
Land-Locked Developing Countries (LLDC),2046,873121000
Land-Locked Developing Countries (LLDC),2047,886533000
Land-Locked Developing Countries (LLDC),2048,899896000
Land-Locked Developing Countries (LLDC),2049,913205000
Land-Locked Developing Countries (LLDC),2050,926457000
Land-Locked Developing Countries (LLDC),2051,939644000
Land-Locked Developing Countries (LLDC),2052,952760000
Land-Locked Developing Countries (LLDC),2053,965798000
Land-Locked Developing Countries (LLDC),2054,978753000
Land-Locked Developing Countries (LLDC),2055,991619000
Land-Locked Developing Countries (LLDC),2056,1004389000
Land-Locked Developing Countries (LLDC),2057,1017058000
Land-Locked Developing Countries (LLDC),2058,1029624000
Land-Locked Developing Countries (LLDC),2059,1042083000
Land-Locked Developing Countries (LLDC),2060,1054432000
Land-Locked Developing Countries (LLDC),2061,1066668000
Land-Locked Developing Countries (LLDC),2062,1078782000
Land-Locked Developing Countries (LLDC),2063,1090768000
Land-Locked Developing Countries (LLDC),2064,1102618000
Land-Locked Developing Countries (LLDC),2065,1114325000
Land-Locked Developing Countries (LLDC),2066,1125883000
Land-Locked Developing Countries (LLDC),2067,1137287000
Land-Locked Developing Countries (LLDC),2068,1148530000
Land-Locked Developing Countries (LLDC),2069,1159607000
Land-Locked Developing Countries (LLDC),2070,1170511000
Land-Locked Developing Countries (LLDC),2071,1181237000
Land-Locked Developing Countries (LLDC),2072,1191782000
Land-Locked Developing Countries (LLDC),2073,1202143000
Land-Locked Developing Countries (LLDC),2074,1212318000
Land-Locked Developing Countries (LLDC),2075,1222305000
Land-Locked Developing Countries (LLDC),2076,1232101000
Land-Locked Developing Countries (LLDC),2077,1241704000
Land-Locked Developing Countries (LLDC),2078,1251110000
Land-Locked Developing Countries (LLDC),2079,1260320000
Land-Locked Developing Countries (LLDC),2080,1269330000
Land-Locked Developing Countries (LLDC),2081,1278139000
Land-Locked Developing Countries (LLDC),2082,1286746000
Land-Locked Developing Countries (LLDC),2083,1295149000
Land-Locked Developing Countries (LLDC),2084,1303345000
Land-Locked Developing Countries (LLDC),2085,1311334000
Land-Locked Developing Countries (LLDC),2086,1319115000
Land-Locked Developing Countries (LLDC),2087,1326687000
Land-Locked Developing Countries (LLDC),2088,1334049000
Land-Locked Developing Countries (LLDC),2089,1341200000
Land-Locked Developing Countries (LLDC),2090,1348141000
Land-Locked Developing Countries (LLDC),2091,1354870000
Land-Locked Developing Countries (LLDC),2092,1361388000
Land-Locked Developing Countries (LLDC),2093,1367695000
Land-Locked Developing Countries (LLDC),2094,1373792000
Land-Locked Developing Countries (LLDC),2095,1379679000
Land-Locked Developing Countries (LLDC),2096,1385356000
Land-Locked Developing Countries (LLDC),2097,1390826000
Land-Locked Developing Countries (LLDC),2098,1396089000
Land-Locked Developing Countries (LLDC),2099,1401146000
Land-Locked Developing Countries (LLDC),2100,1405998000
Laos,2020,7276000
Laos,2021,7379000
Laos,2022,7481000
Laos,2023,7581000
Laos,2024,7678000
Laos,2025,7775000
Laos,2026,7869000
Laos,2027,7961000
Laos,2028,8052000
Laos,2029,8140000
Laos,2030,8226000
Laos,2031,8310000
Laos,2032,8392000
Laos,2033,8472000
Laos,2034,8550000
Laos,2035,8626000
Laos,2036,8699000
Laos,2037,8771000
Laos,2038,8840000
Laos,2039,8907000
Laos,2040,8972000
Laos,2041,9034000
Laos,2042,9094000
Laos,2043,9152000
Laos,2044,9207000
Laos,2045,9259000
Laos,2046,9309000
Laos,2047,9356000
Laos,2048,9400000
Laos,2049,9441000
Laos,2050,9480000
Laos,2051,9515000
Laos,2052,9548000
Laos,2053,9577000
Laos,2054,9604000
Laos,2055,9628000
Laos,2056,9649000
Laos,2057,9668000
Laos,2058,9683000
Laos,2059,9696000
Laos,2060,9706000
Laos,2061,9714000
Laos,2062,9718000
Laos,2063,9720000
Laos,2064,9719000
Laos,2065,9716000
Laos,2066,9710000
Laos,2067,9701000
Laos,2068,9690000
Laos,2069,9677000
Laos,2070,9661000
Laos,2071,9643000
Laos,2072,9622000
Laos,2073,9599000
Laos,2074,9575000
Laos,2075,9548000
Laos,2076,9519000
Laos,2077,9488000
Laos,2078,9456000
Laos,2079,9422000
Laos,2080,9387000
Laos,2081,9349000
Laos,2082,9311000
Laos,2083,9271000
Laos,2084,9230000
Laos,2085,9187000
Laos,2086,9143000
Laos,2087,9098000
Laos,2088,9052000
Laos,2089,9005000
Laos,2090,8957000
Laos,2091,8907000
Laos,2092,8857000
Laos,2093,8806000
Laos,2094,8754000
Laos,2095,8701000
Laos,2096,8647000
Laos,2097,8592000
Laos,2098,8537000
Laos,2099,8481000
Laos,2100,8424000
Latin America and the Caribbean,2020,653962000
Latin America and the Caribbean,2021,659744000
Latin America and the Caribbean,2022,665451000
Latin America and the Caribbean,2023,671063000
Latin America and the Caribbean,2024,676553000
Latin America and the Caribbean,2025,681896000
Latin America and the Caribbean,2026,687086000
Latin America and the Caribbean,2027,692122000
Latin America and the Caribbean,2028,696997000
Latin America and the Caribbean,2029,701709000
Latin America and the Caribbean,2030,706254000
Latin America and the Caribbean,2031,710627000
Latin America and the Caribbean,2032,714825000
Latin America and the Caribbean,2033,718851000
Latin America and the Caribbean,2034,722707000
Latin America and the Caribbean,2035,726395000
Latin America and the Caribbean,2036,729917000
Latin America and the Caribbean,2037,733272000
Latin America and the Caribbean,2038,736460000
Latin America and the Caribbean,2039,739485000
Latin America and the Caribbean,2040,742348000
Latin America and the Caribbean,2041,745050000
Latin America and the Caribbean,2042,747592000
Latin America and the Caribbean,2043,749976000
Latin America and the Caribbean,2044,752207000
Latin America and the Caribbean,2045,754287000
Latin America and the Caribbean,2046,756217000
Latin America and the Caribbean,2047,757998000
Latin America and the Caribbean,2048,759629000
Latin America and the Caribbean,2049,761107000
Latin America and the Caribbean,2050,762432000
Latin America and the Caribbean,2051,763605000
Latin America and the Caribbean,2052,764626000
Latin America and the Caribbean,2053,765496000
Latin America and the Caribbean,2054,766218000
Latin America and the Caribbean,2055,766792000
Latin America and the Caribbean,2056,767221000
Latin America and the Caribbean,2057,767504000
Latin America and the Caribbean,2058,767643000
Latin America and the Caribbean,2059,767640000
Latin America and the Caribbean,2060,767495000
Latin America and the Caribbean,2061,767210000
Latin America and the Caribbean,2062,766789000
Latin America and the Caribbean,2063,766231000
Latin America and the Caribbean,2064,765540000
Latin America and the Caribbean,2065,764717000
Latin America and the Caribbean,2066,763765000
Latin America and the Caribbean,2067,762687000
Latin America and the Caribbean,2068,761486000
Latin America and the Caribbean,2069,760163000
Latin America and the Caribbean,2070,758723000
Latin America and the Caribbean,2071,757169000
Latin America and the Caribbean,2072,755504000
Latin America and the Caribbean,2073,753731000
Latin America and the Caribbean,2074,751854000
Latin America and the Caribbean,2075,749876000
Latin America and the Caribbean,2076,747801000
Latin America and the Caribbean,2077,745633000
Latin America and the Caribbean,2078,743377000
Latin America and the Caribbean,2079,741038000
Latin America and the Caribbean,2080,738620000
Latin America and the Caribbean,2081,736128000
Latin America and the Caribbean,2082,733566000
Latin America and the Caribbean,2083,730938000
Latin America and the Caribbean,2084,728248000
Latin America and the Caribbean,2085,725502000
Latin America and the Caribbean,2086,722703000
Latin America and the Caribbean,2087,719855000
Latin America and the Caribbean,2088,716962000
Latin America and the Caribbean,2089,714028000
Latin America and the Caribbean,2090,711056000
Latin America and the Caribbean,2091,708050000
Latin America and the Caribbean,2092,705014000
Latin America and the Caribbean,2093,701950000
Latin America and the Caribbean,2094,698862000
Latin America and the Caribbean,2095,695753000
Latin America and the Caribbean,2096,692626000
Latin America and the Caribbean,2097,689484000
Latin America and the Caribbean,2098,686329000
Latin America and the Caribbean,2099,683165000
Latin America and the Caribbean,2100,679993000
Latvia,2020,1886000
Latvia,2021,1867000
Latvia,2022,1849000
Latvia,2023,1832000
Latvia,2024,1815000
Latvia,2025,1799000
Latvia,2026,1782000
Latvia,2027,1767000
Latvia,2028,1751000
Latvia,2029,1735000
Latvia,2030,1720000
Latvia,2031,1705000
Latvia,2032,1690000
Latvia,2033,1676000
Latvia,2034,1661000
Latvia,2035,1647000
Latvia,2036,1634000
Latvia,2037,1621000
Latvia,2038,1608000
Latvia,2039,1596000
Latvia,2040,1584000
Latvia,2041,1572000
Latvia,2042,1561000
Latvia,2043,1549000
Latvia,2044,1539000
Latvia,2045,1528000
Latvia,2046,1518000
Latvia,2047,1508000
Latvia,2048,1498000
Latvia,2049,1489000
Latvia,2050,1479000
Latvia,2051,1470000
Latvia,2052,1460000
Latvia,2053,1451000
Latvia,2054,1442000
Latvia,2055,1432000
Latvia,2056,1423000
Latvia,2057,1413000
Latvia,2058,1404000
Latvia,2059,1394000
Latvia,2060,1384000
Latvia,2061,1375000
Latvia,2062,1365000
Latvia,2063,1355000
Latvia,2064,1346000
Latvia,2065,1336000
Latvia,2066,1327000
Latvia,2067,1317000
Latvia,2068,1308000
Latvia,2069,1299000
Latvia,2070,1290000
Latvia,2071,1282000
Latvia,2072,1274000
Latvia,2073,1266000
Latvia,2074,1258000
Latvia,2075,1250000
Latvia,2076,1243000
Latvia,2077,1237000
Latvia,2078,1230000
Latvia,2079,1224000
Latvia,2080,1218000
Latvia,2081,1212000
Latvia,2082,1206000
Latvia,2083,1200000
Latvia,2084,1195000
Latvia,2085,1190000
Latvia,2086,1185000
Latvia,2087,1179000
Latvia,2088,1174000
Latvia,2089,1169000
Latvia,2090,1164000
Latvia,2091,1159000
Latvia,2092,1155000
Latvia,2093,1150000
Latvia,2094,1145000
Latvia,2095,1140000
Latvia,2096,1135000
Latvia,2097,1130000
Latvia,2098,1125000
Latvia,2099,1120000
Latvia,2100,1114000
Least Developed Countries,2020,1057438000
Least Developed Countries,2021,1081819000
Least Developed Countries,2022,1106522000
Least Developed Countries,2023,1131527000
Least Developed Countries,2024,1156817000
Least Developed Countries,2025,1182377000
Least Developed Countries,2026,1208187000
Least Developed Countries,2027,1234236000
Least Developed Countries,2028,1260517000
Least Developed Countries,2029,1287026000
Least Developed Countries,2030,1313759000
Least Developed Countries,2031,1340705000
Least Developed Countries,2032,1367851000
Least Developed Countries,2033,1395183000
Least Developed Countries,2034,1422690000
Least Developed Countries,2035,1450358000
Least Developed Countries,2036,1478176000
Least Developed Countries,2037,1506132000
Least Developed Countries,2038,1534215000
Least Developed Countries,2039,1562416000
Least Developed Countries,2040,1590723000
Least Developed Countries,2041,1619126000
Least Developed Countries,2042,1647610000
Least Developed Countries,2043,1676162000
Least Developed Countries,2044,1704768000
Least Developed Countries,2045,1733413000
Least Developed Countries,2046,1762085000
Least Developed Countries,2047,1790772000
Least Developed Countries,2048,1819461000
Least Developed Countries,2049,1848141000
Least Developed Countries,2050,1876798000
Least Developed Countries,2051,1905420000
Least Developed Countries,2052,1933996000
Least Developed Countries,2053,1962514000
Least Developed Countries,2054,1990965000
Least Developed Countries,2055,2019338000
Least Developed Countries,2056,2047621000
Least Developed Countries,2057,2075802000
Least Developed Countries,2058,2103871000
Least Developed Countries,2059,2131817000
Least Developed Countries,2060,2159628000
Least Developed Countries,2061,2187295000
Least Developed Countries,2062,2214804000
Least Developed Countries,2063,2242142000
Least Developed Countries,2064,2269297000
Least Developed Countries,2065,2296254000
Least Developed Countries,2066,2323001000
Least Developed Countries,2067,2349529000
Least Developed Countries,2068,2375826000
Least Developed Countries,2069,2401881000
Least Developed Countries,2070,2427682000
Least Developed Countries,2071,2453220000
Least Developed Countries,2072,2478485000
Least Developed Countries,2073,2503467000
Least Developed Countries,2074,2528157000
Least Developed Countries,2075,2552546000
Least Developed Countries,2076,2576626000
Least Developed Countries,2077,2600389000
Least Developed Countries,2078,2623825000
Least Developed Countries,2079,2646923000
Least Developed Countries,2080,2669675000
Least Developed Countries,2081,2692073000
Least Developed Countries,2082,2714113000
Least Developed Countries,2083,2735792000
Least Developed Countries,2084,2757106000
Least Developed Countries,2085,2778054000
Least Developed Countries,2086,2798632000
Least Developed Countries,2087,2818837000
Least Developed Countries,2088,2838666000
Least Developed Countries,2089,2858116000
Least Developed Countries,2090,2877187000
Least Developed Countries,2091,2895875000
Least Developed Countries,2092,2914181000
Least Developed Countries,2093,2932102000
Least Developed Countries,2094,2949639000
Least Developed Countries,2095,2966790000
Least Developed Countries,2096,2983556000
Least Developed Countries,2097,2999937000
Least Developed Countries,2098,3015934000
Least Developed Countries,2099,3031547000
Least Developed Countries,2100,3046779000
Lebanon,2020,6825000
Lebanon,2021,6769000
Lebanon,2022,6685000
Lebanon,2023,6585000
Lebanon,2024,6485000
Lebanon,2025,6397000
Lebanon,2026,6327000
Lebanon,2027,6274000
Lebanon,2028,6237000
Lebanon,2029,6211000
Lebanon,2030,6195000
Lebanon,2031,6187000
Lebanon,2032,6190000
Lebanon,2033,6202000
Lebanon,2034,6220000
Lebanon,2035,6242000
Lebanon,2036,6266000
Lebanon,2037,6294000
Lebanon,2038,6323000
Lebanon,2039,6350000
Lebanon,2040,6376000
Lebanon,2041,6399000
Lebanon,2042,6419000
Lebanon,2043,6437000
Lebanon,2044,6453000
Lebanon,2045,6468000
Lebanon,2046,6482000
Lebanon,2047,6495000
Lebanon,2048,6507000
Lebanon,2049,6518000
Lebanon,2050,6528000
Lebanon,2051,6537000
Lebanon,2052,6545000
Lebanon,2053,6551000
Lebanon,2054,6557000
Lebanon,2055,6561000
Lebanon,2056,6564000
Lebanon,2057,6566000
Lebanon,2058,6567000
Lebanon,2059,6566000
Lebanon,2060,6563000
Lebanon,2061,6559000
Lebanon,2062,6554000
Lebanon,2063,6547000
Lebanon,2064,6538000
Lebanon,2065,6528000
Lebanon,2066,6517000
Lebanon,2067,6504000
Lebanon,2068,6490000
Lebanon,2069,6474000
Lebanon,2070,6457000
Lebanon,2071,6439000
Lebanon,2072,6421000
Lebanon,2073,6401000
Lebanon,2074,6380000
Lebanon,2075,6358000
Lebanon,2076,6336000
Lebanon,2077,6313000
Lebanon,2078,6290000
Lebanon,2079,6266000
Lebanon,2080,6241000
Lebanon,2081,6216000
Lebanon,2082,6191000
Lebanon,2083,6166000
Lebanon,2084,6140000
Lebanon,2085,6114000
Lebanon,2086,6088000
Lebanon,2087,6061000
Lebanon,2088,6035000
Lebanon,2089,6008000
Lebanon,2090,5981000
Lebanon,2091,5954000
Lebanon,2092,5927000
Lebanon,2093,5900000
Lebanon,2094,5872000
Lebanon,2095,5845000
Lebanon,2096,5818000
Lebanon,2097,5790000
Lebanon,2098,5762000
Lebanon,2099,5735000
Lebanon,2100,5707000
Lesotho,2020,2142000
Lesotho,2021,2159000
Lesotho,2022,2176000
Lesotho,2023,2192000
Lesotho,2024,2210000
Lesotho,2025,2228000
Lesotho,2026,2246000
Lesotho,2027,2266000
Lesotho,2028,2286000
Lesotho,2029,2306000
Lesotho,2030,2325000
Lesotho,2031,2344000
Lesotho,2032,2363000
Lesotho,2033,2382000
Lesotho,2034,2400000
Lesotho,2035,2418000
Lesotho,2036,2436000
Lesotho,2037,2454000
Lesotho,2038,2472000
Lesotho,2039,2490000
Lesotho,2040,2507000
Lesotho,2041,2525000
Lesotho,2042,2542000
Lesotho,2043,2559000
Lesotho,2044,2575000
Lesotho,2045,2591000
Lesotho,2046,2607000
