Entity,Year,CO2 per year by region (CDIAC (2017))
International aviation and maritime transport,2002,0.83930698
International aviation and maritime transport,2003,0.85490815
International aviation and maritime transport,2004,0.93010645
International aviation and maritime transport,2005,0.97058288
International aviation and maritime transport,2006,1.0259852
International aviation and maritime transport,2007,1.08815133
International aviation and maritime transport,2008,1.09823282
International aviation and maritime transport,2009,1.05313953
International aviation and maritime transport,2010,1.1190931
International aviation and maritime transport,2011,1.14674655
International aviation and maritime transport,2012,1.09216264
International aviation and maritime transport,2013,1.12190432
International aviation and maritime transport,2014,1.13194544
International aviation and maritime transport,2015,1.11687642
Middle East,1751,0
Middle East,1752,0
Middle East,1753,0
Middle East,1754,0
Middle East,1755,0
Middle East,1756,0
Middle East,1757,0
Middle East,1758,0
Middle East,1759,0
Middle East,1760,0
Middle East,1761,0
Middle East,1762,0
Middle East,1763,0
Middle East,1764,0
Middle East,1765,0
Middle East,1766,0
Middle East,1767,0
Middle East,1768,0
Middle East,1769,0
Middle East,1770,0
Middle East,1771,0
Middle East,1772,0
Middle East,1773,0
Middle East,1774,0
Middle East,1775,0
Middle East,1776,0
Middle East,1777,0
Middle East,1778,0
Middle East,1779,0
Middle East,1780,0
Middle East,1781,0
Middle East,1782,0
Middle East,1783,0
Middle East,1784,0
Middle East,1785,0
Middle East,1786,0
Middle East,1787,0
Middle East,1788,0
Middle East,1789,0
Middle East,1790,0
Middle East,1791,0
Middle East,1792,0
Middle East,1793,0
Middle East,1794,0
Middle East,1795,0
Middle East,1796,0
Middle East,1797,0
Middle East,1798,0
Middle East,1799,0
Middle East,1800,0
Middle East,1801,0
Middle East,1802,0
Middle East,1803,0
Middle East,1804,0
Middle East,1805,0
Middle East,1806,0
Middle East,1807,0
Middle East,1808,0
Middle East,1809,0
Middle East,1810,0
Middle East,1811,0
Middle East,1812,0
Middle East,1813,0
Middle East,1814,0
Middle East,1815,0
Middle East,1816,0
Middle East,1817,0
Middle East,1818,0
Middle East,1819,0
Middle East,1820,0
Middle East,1821,0
Middle East,1822,0
Middle East,1823,0
Middle East,1824,0
Middle East,1825,0
Middle East,1826,0
Middle East,1827,0
Middle East,1828,0
Middle East,1829,0
Middle East,1830,0
Middle East,1831,0
Middle East,1832,0
Middle East,1833,0
Middle East,1834,0
Middle East,1835,0
Middle East,1836,0
Middle East,1837,0
Middle East,1838,0
Middle East,1839,0
Middle East,1840,0
Middle East,1841,0
Middle East,1842,0
Middle East,1843,0
Middle East,1844,0
Middle East,1845,0
Middle East,1846,0
Middle East,1847,0
Middle East,1848,0
Middle East,1849,0
Middle East,1850,0
Middle East,1851,0
Middle East,1852,0
Middle East,1853,0
Middle East,1854,0
Middle East,1855,0
Middle East,1856,0
Middle East,1857,0
Middle East,1858,0
Middle East,1859,0
Middle East,1860,0
Middle East,1861,0
Middle East,1862,0
Middle East,1863,0
Middle East,1864,0
Middle East,1865,0.00015047
Middle East,1866,0.00020919
Middle East,1867,0.00022754
Middle East,1868,0.00017616
Middle East,1869,0.00026791
Middle East,1870,0.00015781
Middle East,1871,0.00019818
Middle East,1872,0.00024589
Middle East,1873,0.00023855
Middle East,1874,0.0002569
Middle East,1875,0.00035232
Middle East,1876,0.00027525
Middle East,1877,0.00044774
Middle East,1878,0.00032663
Middle East,1879,0.00012478
Middle East,1880,0.00013946
Middle East,1881,0.0001835
Middle East,1882,0.00015414
Middle East,1883,0.00016148
Middle East,1884,0.00017616
Middle East,1885,0.00019451
Middle East,1886,0.00013579
Middle East,1887,0.00024589
Middle East,1888,0.00026791
Middle East,1889,0.0004037
Middle East,1890,0.000367
Middle East,1891,0.0004037
Middle East,1892,0.00041104
Middle East,1893,0.00042572
Middle East,1894,0.00039269
Middle East,1895,0.00037434
Middle East,1896,0.00044407
Middle East,1897,0.00031562
Middle East,1898,0.00052481
Middle East,1899,0.00067161
Middle East,1900,0.00103861
Middle East,1901,0.00095053
Middle East,1902,0.00104962
Middle East,1903,0.00120743
Middle East,1904,0.00136891
Middle East,1905,0.00153406
Middle East,1906,0.00158544
Middle East,1907,0.00188271
Middle East,1908,0.0017249
Middle East,1909,0.00195978
Middle East,1910,0.00188638
Middle East,1911,0.00237816
Middle East,1912,0.00233779
Middle East,1913,0.002936
Middle East,1914,0.00314886
Middle East,1915,0.00253597
Middle East,1916,0.00270479
Middle East,1917,0.00361862
Middle East,1918,0.00477834
Middle East,1919,0.00595641
Middle East,1920,0.00730697
Middle East,1921,0.00867221
Middle East,1922,0.01078613
Middle East,1923,0.0135423
Middle East,1924,0.01648197
Middle East,1925,0.01714991
Middle East,1926,0.01862892
Middle East,1927,0.02072082
Middle East,1928,0.02199798
Middle East,1929,0.02190256
Middle East,1930,0.02395776
Middle East,1931,0.02332285
Middle East,1932,0.02553219
Middle East,1933,0.02812688
Middle East,1934,0.03323185
Middle East,1935,0.03649448
Middle East,1936,0.04012778
Middle East,1937,0.04642917
Middle East,1938,0.04714115
Middle East,1939,0.05444078
Middle East,1940,0.04863117
Middle East,1941,0.04003236
Middle East,1942,0.05139468
Middle East,1943,0.05663911
Middle East,1944,0.07218523
Middle East,1945,0.09066368
Middle East,1946,0.11722347
Middle East,1947,0.13871866
Middle East,1948,0.11496275
Middle East,1949,0.12538555
Middle East,1950,0.02711029
Middle East,1951,0.03644677
Middle East,1952,0.03391814
Middle East,1953,0.03804322
Middle East,1954,0.04448774
Middle East,1955,0.06101742
Middle East,1956,0.06932997
Middle East,1957,0.07382939
Middle East,1958,0.08236948
Middle East,1959,0.0836393
Middle East,1960,0.10651441
Middle East,1961,0.11176618
Middle East,1962,0.12811236
Middle East,1963,0.14539806
Middle East,1964,0.1705816
Middle East,1965,0.20077836
Middle East,1966,0.22590318
Middle East,1967,0.22560958
Middle East,1968,0.25931486
Middle East,1969,0.28867119
Middle East,1970,0.30759371
Middle East,1971,0.35818099
Middle East,1972,0.387185
Middle East,1973,0.4533184
Middle East,1974,0.47099312
Middle East,1975,0.46681666
Middle East,1976,0.54408484
Middle East,1977,0.5739513
Middle East,1978,0.5777314
Middle East,1979,0.61541863
Middle East,1980,0.60214791
Middle East,1981,0.60563441
Middle East,1982,0.62363576
Middle East,1983,0.65464726
Middle East,1984,0.69055454
Middle East,1985,0.73947931
Middle East,1986,0.79315306
Middle East,1987,0.81002405
Middle East,1988,0.85767533
Middle East,1989,0.90053726
Middle East,1990,0.90783322
Middle East,1991,1.46386758
Middle East,1992,1.05655997
Middle East,1993,1.14986972
Middle East,1994,1.19143614
Middle East,1995,1.17038502
Middle East,1996,1.18527788
Middle East,1997,1.16953358
Middle East,1998,1.26528388
Middle East,1999,1.36128007
Middle East,2000,1.50007213
Middle East,2001,1.49899682
Middle East,2002,1.52324451
Middle East,2003,1.63319404
Middle East,2004,1.76718941
Middle East,2005,1.84146287
Middle East,2006,1.97743637
Middle East,2007,1.97764189
Middle East,2008,2.12553188
Middle East,2009,2.20419466
Middle East,2010,2.30313052
Middle East,2011,2.3729119
Middle East,2012,2.52490128
Middle East,2013,2.49173182
Middle East,2014,2.64751231
Middle East,2015,2.430595726
Statistical difference,1751,0.00164416
Statistical difference,1752,0.00164049
Statistical difference,1753,0.00164049
Statistical difference,1754,0.00163682
Statistical difference,1755,0.00163315
Statistical difference,1756,0.00098723
Statistical difference,1757,0.00098356
Statistical difference,1758,0.00097989
Statistical difference,1759,0.00097622
Statistical difference,1760,0.00097622
Statistical difference,1761,1.835E-05
Statistical difference,1762,1.468E-05
Statistical difference,1763,1.101E-05
Statistical difference,1764,7.34E-06
Statistical difference,1765,3.67E-06
Statistical difference,1766,-0.00126982
Statistical difference,1767,-0.00127349
Statistical difference,1768,-0.00127716
Statistical difference,1769,-0.00128083
Statistical difference,1770,-0.0012845
Statistical difference,1771,0.00104595
Statistical difference,1772,0.00104228
Statistical difference,1773,0.00103861
Statistical difference,1774,0.00103494
Statistical difference,1775,0.00103127
Statistical difference,1776,-0.00038168
Statistical difference,1777,-0.00038535
Statistical difference,1778,-0.00038902
Statistical difference,1779,-0.00039269
Statistical difference,1780,-0.00040003
Statistical difference,1781,0.00147901
Statistical difference,1782,0.00147534
Statistical difference,1783,0.001468
Statistical difference,1784,0.00146433
Statistical difference,1785,0.00145332
Statistical difference,1786,-0.00083309
Statistical difference,1787,-0.00084043
Statistical difference,1788,-0.0008441
Statistical difference,1789,-0.00085144
Statistical difference,1790,-0.00085878
Statistical difference,1791,0.00056518
Statistical difference,1792,8.808E-05
Statistical difference,1793,6.973E-05
Statistical difference,1794,0.00010276
Statistical difference,1795,9.175E-05
Statistical difference,1796,-0.00096888
Statistical difference,1797,0.00155608
Statistical difference,1798,0.00055417
Statistical difference,1799,-0.00078171
Statistical difference,1800,0.00122211
Statistical difference,1801,0.00135423
Statistical difference,1802,-0.00014313
Statistical difference,1803,0.00149002
Statistical difference,1804,-0.00133588
Statistical difference,1805,-0.00044407
Statistical difference,1806,0.00159645
Statistical difference,1807,-0.00023488
Statistical difference,1808,0.0015781
Statistical difference,1809,0.00155241
Statistical difference,1810,-0.00074134
Statistical difference,1811,0.00072299
Statistical difference,1812,-0.00070464
Statistical difference,1813,-0.0009175
Statistical difference,1814,-0.00182766
Statistical difference,1815,0.00048077
Statistical difference,1816,-3.303E-05
Statistical difference,1817,0.00186803
Statistical difference,1818,0.00165517
Statistical difference,1819,0.00135056
Statistical difference,1820,0.00060922
Statistical difference,1821,-0.00013946
Statistical difference,1822,0.00149736
Statistical difference,1823,0.00207722
Statistical difference,1824,9.909E-05
Statistical difference,1825,0.00153406
Statistical difference,1826,0.00086979
Statistical difference,1827,3.67E-05
Statistical difference,1828,-0.00068629
Statistical difference,1829,-0.00044407
Statistical difference,1830,-0.00118908
Statistical difference,1831,-0.0002569
Statistical difference,1832,-0.00084043
Statistical difference,1833,0.00113036
Statistical difference,1834,-0.0005505
Statistical difference,1835,0.00115605
Statistical difference,1836,0.00148268
Statistical difference,1837,0.00156709
Statistical difference,1838,0.00187904
Statistical difference,1839,0.00197446
Statistical difference,1840,0.00198547
Statistical difference,1841,0.00195978
Statistical difference,1842,0.00240385
Statistical difference,1843,0.00271947
Statistical difference,1844,0.00147534
Statistical difference,1845,0.00234513
Statistical difference,1846,-0.00024222
Statistical difference,1847,-0.00386451
Statistical difference,1848,-0.00161113
Statistical difference,1849,-0.00031195
Statistical difference,1850,0.00096154
Statistical difference,1851,-0.00095053
Statistical difference,1852,0.00129918
Statistical difference,1853,-0.00103494
Statistical difference,1854,-0.00232678
Statistical difference,1855,-2.202E-05
Statistical difference,1856,0.0011744
Statistical difference,1857,0.00224237
Statistical difference,1858,0.00158177
Statistical difference,1859,0.00273782
Statistical difference,1860,0.00299839
Statistical difference,1861,0.00080373
Statistical difference,1862,0.0016515
Statistical difference,1863,0.00353788
Statistical difference,1864,0.00349017
Statistical difference,1865,0.00407737
Statistical difference,1866,0.00166985
Statistical difference,1867,-0.00060188
Statistical difference,1868,0.00462787
Statistical difference,1869,-0.00020185
Statistical difference,1870,0.00668307
Statistical difference,1871,0.00614358
Statistical difference,1872,0.0082208
Statistical difference,1873,0.00964109
Statistical difference,1874,0.01545437
Statistical difference,1875,0.01388361
Statistical difference,1876,0.01522683
Statistical difference,1877,0.01280463
Statistical difference,1878,0.0145699
Statistical difference,1879,0.01588376
Statistical difference,1880,0.01303951
Statistical difference,1881,0.00954567
Statistical difference,1882,0.00787949
Statistical difference,1883,0.00777306
Statistical difference,1884,0.00775471
Statistical difference,1885,0.00793821
Statistical difference,1886,0.0067528
Statistical difference,1887,0.00688125
Statistical difference,1888,0.00908692
Statistical difference,1889,0.00941355
Statistical difference,1890,0.00909059
Statistical difference,1891,0.00772902
Statistical difference,1892,0.00395259
Statistical difference,1893,0.00551601
Statistical difference,1894,0.00630873
Statistical difference,1895,0.00626469
Statistical difference,1896,0.0053215
Statistical difference,1897,0.01010718
Statistical difference,1898,0.01428731
Statistical difference,1899,0.01162656
Statistical difference,1900,0.01345789
Statistical difference,1901,0.01602322
Statistical difference,1902,0.016148
Statistical difference,1903,0.01466165
Statistical difference,1904,0.01668382
Statistical difference,1905,0.01263214
Statistical difference,1906,0.05402974
Statistical difference,1907,0.00339842
Statistical difference,1908,-0.01096596
Statistical difference,1909,0.00550867
Statistical difference,1910,-0.00777673
Statistical difference,1911,0.00110834
Statistical difference,1912,0.01474606
Statistical difference,1913,-0.01384324
Statistical difference,1914,-0.02924623
Statistical difference,1915,-0.03298596
Statistical difference,1916,-0.05187178
Statistical difference,1917,-0.00851073
Statistical difference,1918,-0.02828836
Statistical difference,1919,-0.04178662
Statistical difference,1920,-0.06714265
Statistical difference,1921,-0.11255156
Statistical difference,1922,-0.10702087
Statistical difference,1923,-0.08291998
Statistical difference,1924,-0.1179905
Statistical difference,1925,-0.09875236
Statistical difference,1926,-0.01237891
Statistical difference,1927,-0.05740981
Statistical difference,1928,-0.06269461
Statistical difference,1929,-0.07184025
Statistical difference,1930,-0.08528346
Statistical difference,1931,-0.07921328
Statistical difference,1932,-0.07257058
Statistical difference,1933,-0.07212651
Statistical difference,1934,-0.0738404
Statistical difference,1935,-0.05839337
Statistical difference,1936,-0.05632349
Statistical difference,1937,-0.064225
Statistical difference,1938,-0.05246265
Statistical difference,1939,-0.1034573
Statistical difference,1940,-0.11548022
Statistical difference,1941,-0.10229391
Statistical difference,1942,-0.08643584
Statistical difference,1943,-0.08474397
Statistical difference,1944,-0.07973075
Statistical difference,1945,-0.0505359
Statistical difference,1946,-0.15874952
Statistical difference,1947,-0.09768806
Statistical difference,1948,-0.08369802
Statistical difference,1949,-0.00689226
Statistical difference,1950,0.11571143
Statistical difference,1951,0.15704664
Statistical difference,1952,0.17443143
Statistical difference,1953,0.16032762
Statistical difference,1954,0.11409296
Statistical difference,1955,0.10943573
Statistical difference,1956,0.12568282
Statistical difference,1957,0.20625033
Statistical difference,1958,0.19426411
Statistical difference,1959,0.21938159
Statistical difference,1960,0.15795313
Statistical difference,1961,0.1793529
Statistical difference,1962,0.24008039
Statistical difference,1963,0.23628561
Statistical difference,1964,0.30493296
Statistical difference,1965,0.31171512
Statistical difference,1966,0.36563843
Statistical difference,1967,0.38273329
Statistical difference,1968,0.35635333
Statistical difference,1969,0.2931229
Statistical difference,1970,0.16417011
Statistical difference,1971,0.13374948
Statistical difference,1972,0.03374932
Statistical difference,1973,0.05749055
Statistical difference,1974,0.16773735
Statistical difference,1975,0.09278494
Statistical difference,1976,0.17539297
Statistical difference,1977,0.25268317
Statistical difference,1978,-0.199648
Statistical difference,1979,0.33468198
Statistical difference,1980,0.22863366
Statistical difference,1981,0.16536653
Statistical difference,1982,0.14504941
Statistical difference,1983,-0.11016606
Statistical difference,1984,0.01785822
Statistical difference,1985,-0.09432634
Statistical difference,1986,0.21859254
Statistical difference,1987,0.01182841
Statistical difference,1988,-0.02423301
Statistical difference,1989,0.12053748
Statistical difference,1990,0.62405781
Statistical difference,1991,0.33061562
Statistical difference,1992,0.47377131
Statistical difference,1993,0.23054573
Statistical difference,1994,0.5170663
Statistical difference,1995,0.53452449
Statistical difference,1996,0.41875067
Statistical difference,1997,0.72116968
Statistical difference,1998,0.89067964
Statistical difference,1999,0.44409569
Statistical difference,2000,0.35822503
Statistical difference,2001,0.77380115
Statistical difference,2002,0.58797804
Statistical difference,2003,0.70219945
Statistical difference,2004,0.75837614
Statistical difference,2005,0.9180505
Statistical difference,2006,0.98536197
Statistical difference,2007,0.70787327
Statistical difference,2008,0.86342622
Statistical difference,2009,0.93303144
Statistical difference,2010,0.87986415
Statistical difference,2011,0.98034508
Statistical difference,2012,1.04249653
Statistical difference,2013,1.2720587
Statistical difference,2014,1.2912528
Statistical difference,2015,1.003549486
United States,1751,0
United States,1752,0
United States,1753,0
United States,1754,0
United States,1755,0
United States,1756,0
United States,1757,0
United States,1758,0
United States,1759,0
United States,1760,0
United States,1761,0
United States,1762,0
United States,1763,0
United States,1764,0
United States,1765,0
United States,1766,0
United States,1767,0
United States,1768,0
United States,1769,0
United States,1770,0
United States,1771,0
United States,1772,0
United States,1773,0
United States,1774,0
United States,1775,0
United States,1776,0
United States,1777,0
United States,1778,0
United States,1779,0
United States,1780,0
United States,1781,0
United States,1782,0
United States,1783,0
United States,1784,0
United States,1785,0
United States,1786,0
United States,1787,0
United States,1788,0
United States,1789,0
United States,1790,0
United States,1791,0
United States,1792,0
United States,1793,0
United States,1794,0
United States,1795,0
United States,1796,0
United States,1797,0
United States,1798,0
United States,1799,0
United States,1800,0.00025323
United States,1801,0.00026791
United States,1802,0.00028993
United States,1803,0.00029727
United States,1804,0.00033397
United States,1805,0.00034131
United States,1806,0.00033397
United States,1807,0.00037801
United States,1808,0.00039269
United States,1809,0.0004037
United States,1810,0.00041838
United States,1811,0.00044774
United States,1812,0.00048444
United States,1813,0.00052114
United States,1814,0.00056151
United States,1815,0.00060188
United States,1816,0.00066427
United States,1817,0.00071932
United States,1818,0.00078171
United States,1819,0.00076336
United States,1820,0.00079272
United States,1821,0.00082942
United States,1822,0.00086612
United States,1823,0.00090282
United States,1824,0.00101659
United States,1825,0.0011377
United States,1826,0.00131753
United States,1827,0.00144965
United States,1828,0.00159645
United States,1829,0.0017983
United States,1830,0.0020919
United States,1831,0.00226806
United States,1832,0.00302775
United States,1833,0.00353421
United States,1834,0.00338741
United States,1835,0.00432326
United States,1836,0.00473797
United States,1837,0.00531416
United States,1838,0.00503891
United States,1839,0.00552702
United States,1840,0.00588301
United States,1841,0.00622432
United States,1842,0.00692896
United States,1843,0.00777673
United States,1844,0.0093218
United States,1845,0.01122286
United States,1846,0.01273123
United States,1847,0.01509471
United States,1848,0.01681227
United States,1849,0.01825091
United States,1850,0.01982534
United States,1851,0.02467341
United States,1852,0.02683504
United States,1853,0.03021144
United States,1854,0.0332135
United States,1855,0.03822305
United States,1856,0.04010209
United States,1857,0.04112235
United States,1858,0.04171689
United States,1859,0.04539423
United States,1860,0.04751549
United States,1861,0.04575389
United States,1862,0.0475265
United States,1863,0.05489953
United States,1864,0.05875303
United States,1865,0.05891818
United States,1866,0.05932922
United States,1867,0.07298529
United States,1868,0.08248692
United States,1869,0.09384924
United States,1870,0.09878172
United States,1871,0.10318939
United States,1872,0.12651224
United States,1873,0.13973525
United States,1874,0.13451651
United States,1875,0.13596983
United States,1876,0.1330375
United States,1877,0.14741656
United States,1878,0.14413925
United States,1879,0.1757563
United States,1880,0.19900942
United States,1881,0.21053689
United States,1882,0.23577915
United States,1883,0.25429797
United States,1884,0.26802744
United States,1885,0.2726076
United States,1886,0.28793352
United States,1887,0.30788364
United States,1888,0.3744868
United States,1889,0.33609126
United States,1890,0.40240449
United States,1891,0.42812385
United States,1892,0.45118613
United States,1893,0.45483778
United States,1894,0.42574569
United States,1895,0.4807333
United States,1896,0.48166915
United States,1897,0.50110547
United States,1898,0.54621344
United States,1899,0.62655708
United States,1900,0.66382226
United States,1901,0.72270741
United States,1902,0.7657455
United States,1903,0.89586902
United States,1904,0.88166245
United States,1905,0.98611065
United States,1906,1.03503175
United States,1907,1.20377101
United States,1908,1.05269546
United States,1909,1.16525803
United States,1910,1.27130635
United States,1911,1.258443
United States,1912,1.34340717
United States,1913,1.44247148
United States,1914,1.31785296
United States,1915,1.36750439
United States,1916,1.51874142
United States,1917,1.67120056
United States,1918,1.74844305
United States,1919,1.47936966
United States,1920,1.73873223
United States,1921,1.42430131
United States,1922,1.43567464
United States,1923,1.89711108
United States,1924,1.69836957
United States,1925,1.74374912
United States,1926,1.8916281
United States,1927,1.84785968
United States,1928,1.8307795
United States,1929,1.96354909
United States,1930,1.74506298
United States,1931,1.48550957
United States,1932,1.25845768
United States,1933,1.34938927
United States,1934,1.43673894
United States,1935,1.49270277
United States,1936,1.71349731
United States,1937,1.79249406
United States,1938,1.51589717
United States,1939,1.67059501
United States,1940,1.87455526
United States,1941,2.04255318
United States,1942,2.19748957
United States,1943,2.27089691
United States,1944,2.44437414
United States,1945,2.35919711
United States,1946,2.25672337
United States,1947,2.48482488
United States,1948,2.58127248
United States,1949,2.16352739
United States,1950,2.54009508
United States,1951,2.61664761
United States,1952,2.54924806
United States,1953,2.61001225
United States,1954,2.48711863
United States,1955,2.72617876
United States,1956,2.85757577
United States,1957,2.83324367
United States,1958,2.74541323
United States,1959,2.82825614
United States,1960,2.893061
United States,1961,2.88286207
United States,1962,2.98965173
United States,1963,3.12178274
United States,1964,3.25865906
United States,1965,3.39369671
United States,1966,3.56479211
United States,1967,3.69873243
United States,1968,3.8344894
United States,1969,4.02804153
United States,1970,4.33244601
United States,1971,4.36033434
United States,1972,4.56868758
United States,1973,4.77409748
United States,1974,4.60224973
United States,1975,4.40993439
United States,1976,4.61687468
United States,1977,4.74617245
United States,1978,4.8948625
United States,1979,4.90580644
United States,1980,4.72707377
United States,1981,4.53951108
United States,1982,4.31027187
United States,1983,4.34543047
United States,1984,4.47885332
United States,1985,4.49623077
United States,1986,4.49914108
United States,1987,4.69220877
United States,1988,4.89652868
United States,1989,4.95913521
United States,1990,4.82734918
United States,1991,4.82479119
United States,1992,4.91355014
United States,1993,5.03278844
United States,1994,5.09852181
United States,1995,5.1371192
United States,1996,5.25640888
United States,1997,5.37310754
United States,1998,5.40542923
United States,1999,5.50917279
United States,2000,5.69834294
United States,2001,5.60037229
United States,2002,5.64592433
United States,2003,5.68034526
United States,2004,5.76078432
United States,2005,5.79446391
United States,2006,5.70194688
United States,2007,5.79376661
United States,2008,5.61870394
United States,2009,5.26781157
United States,2010,5.39994625
United States,2011,5.29400803
United States,2012,5.12362461
United States,2013,5.16338172
United States,2014,5.25857785
United States,2015,5.101190507
