Entity,Year,International migrant stock (share of population) (World Bank (2015))
Poland,2010,2.175058436
Portugal,1960,0.439153841
Portugal,1965,0.698731302
Portugal,1970,1.17082896
Portugal,1975,1.806571089
Portugal,1980,2.718969044
Portugal,1985,3.454163683
Portugal,1990,4.365145587
Portugal,1995,5.265387322
Portugal,2000,6.170858059
Portugal,2005,7.271446294
Portugal,2010,8.68833171
Puerto Rico,1960,2.716836302
Puerto Rico,1965,4.280647648
Puerto Rico,1970,6.952133922
Puerto Rico,1975,7.582732131
Puerto Rico,1980,8.466905802
Puerto Rico,1985,8.761297009
Puerto Rico,1990,9.101187447
Puerto Rico,1995,9.19208613
Puerto Rico,2000,9.31710319
Puerto Rico,2005,9.221999905
Puerto Rico,2010,8.705082618
Qatar,1960,30.43818301
Qatar,1965,46.35519356
Qatar,1970,62.50766036
Qatar,1975,72.52469072
Qatar,1980,73.94497463
Qatar,1985,75.97117533
Qatar,1990,77.61449637
Qatar,1995,81.01788555
Qatar,2000,79.32068757
Qatar,2005,85.17631231
Qatar,2010,73.94043544
Romania,1960,1.797575421
Romania,1965,1.729904029
Romania,1970,1.401636649
Romania,1975,1.12256824
Romania,1980,0.905040419
Romania,1985,0.745009092
Romania,1990,0.615339261
Romania,1995,0.595068741
Romania,2000,0.598133821
Romania,2005,0.626163098
Romania,2010,0.65569144
Russia,1990,7.771793489
Russia,1995,7.890071588
Russia,2000,8.111942902
Russia,2005,8.416771402
Russia,2010,8.589734217
Rwanda,1960,0.972617665
Rwanda,1965,1.034384524
Rwanda,1970,0.952418748
Rwanda,1975,1.072039927
Rwanda,1980,1.032799265
Rwanda,1985,1.325783765
Rwanda,1990,1.003644759
Rwanda,1995,5.704379769
Rwanda,2000,4.878896767
Rwanda,2005,4.837232175
Rwanda,2010,4.522002796
Saint Kitts and Nevis,1960,6.908607926
Saint Kitts and Nevis,1965,6.305500803
Saint Kitts and Nevis,1970,6.093756963
Saint Kitts and Nevis,1975,6.016531912
Saint Kitts and Nevis,1980,6.027080199
Saint Kitts and Nevis,1985,6.921008163
Saint Kitts and Nevis,1990,7.951901648
Saint Kitts and Nevis,1995,8.452247715
Saint Kitts and Nevis,2000,8.885912524
Saint Kitts and Nevis,2005,9.196361342
Saint Kitts and Nevis,2010,9.638600244
Saint Lucia,1960,2.722995295
Saint Lucia,1965,2.783921581
Saint Lucia,1970,2.81964632
Saint Lucia,1975,2.930673226
Saint Lucia,1980,2.9953214
Saint Lucia,1985,3.43548285
Saint Lucia,1990,3.861629758
Saint Lucia,1995,4.290669206
Saint Lucia,2000,4.71490739
Saint Lucia,2005,5.247057259
Saint Lucia,2010,5.738541238
Saint Vincent and the Grenadines,1960,3.080990265
Saint Vincent and the Grenadines,1965,2.781138045
Saint Vincent and the Grenadines,1970,2.534906088
Saint Vincent and the Grenadines,1975,2.299872404
Saint Vincent and the Grenadines,1980,2.118281496
Saint Vincent and the Grenadines,1985,2.794873513
Saint Vincent and the Grenadines,1990,3.724339358
Saint Vincent and the Grenadines,1995,5.079447291
Saint Vincent and the Grenadines,2000,5.913046702
Saint Vincent and the Grenadines,2005,6.815694857
Saint Vincent and the Grenadines,2010,7.877163453
Samoa,1960,3.157071195
Samoa,1965,2.708785847
Samoa,1970,2.355858215
Samoa,1975,2.47187597
Samoa,1980,2.794527945
Samoa,1985,1.513466225
Samoa,1990,1.964817487
Samoa,1995,2.674573044
Samoa,2000,3.268924599
Samoa,2005,3.97825797
Samoa,2010,4.825054158
San Marino,1960,48.89885013
San Marino,1965,44.25458716
San Marino,1970,41.35660535
San Marino,1975,41.1260896
San Marino,1980,38.94584094
San Marino,1985,37.56385415
San Marino,1990,36.36930755
San Marino,1995,34.65120773
San Marino,2000,33.52297593
San Marino,2005,38.97134259
San Marino,2010,38.06777452
Sao Tome and Principe,1960,11.57264026
Sao Tome and Principe,1965,11.19341945
Sao Tome and Principe,1970,9.527144416
Sao Tome and Principe,1975,8.352803031
Sao Tome and Principe,1980,7.087717081
Sao Tome and Principe,1985,6.037254845
Sao Tome and Principe,1990,5.113801453
Sao Tome and Principe,1995,4.506181679
Sao Tome and Principe,2000,4.027295792
Sao Tome and Principe,2005,3.517558408
Sao Tome and Principe,2010,3.074087079
Saudi Arabia,1960,1.551165913
Saudi Arabia,1965,3.217067347
Saudi Arabia,1970,6.116722072
Saudi Arabia,1975,12.50321557
Saudi Arabia,1980,19.37349016
Saudi Arabia,1985,25.45429017
Saudi Arabia,1990,28.98884958
Saudi Arabia,1995,24.45515382
Saudi Arabia,2000,24.01054811
Saudi Arabia,2005,25.6076262
Saudi Arabia,2010,25.94778255
Senegal,1960,5.287705032
Senegal,1965,4.790606877
Senegal,1970,4.17086914
Senegal,1975,3.159112016
Senegal,1980,2.139261376
Senegal,1985,2.640965613
Senegal,1990,3.574219002
Senegal,1995,3.337257222
Senegal,2000,2.342813981
Senegal,2005,1.95410522
Senegal,2010,1.621242482
Serbia,1990,1.308581598
Serbia,1995,11.45892579
Serbia,2000,11.39866366
Serbia,2005,9.066428483
Serbia,2010,7.205549085
Seychelles,1960,2.026378897
Seychelles,1965,3.063157895
Seychelles,1970,4.675373134
Seychelles,1975,4.922818792
Seychelles,1980,4.931677019
Seychelles,1985,5.100890208
Seychelles,1990,5.315714286
Seychelles,1995,5.67698927
Seychelles,2000,8.10294462
Seychelles,2005,10.18214717
Seychelles,2010,12.07307564
Sierra Leone,1960,2.104550532
Sierra Leone,1965,2.520746901
Sierra Leone,1970,3.005945148
Sierra Leone,1975,3.389150928
Sierra Leone,1980,3.014282632
Sierra Leone,1985,2.66704635
Sierra Leone,1990,3.929072183
Sierra Leone,1995,2.634290885
Sierra Leone,2000,2.380544875
Sierra Leone,2005,2.999267836
Sierra Leone,2010,1.848646324
Singapore,1960,31.53826531
Singapore,1965,27.82590492
Singapore,1970,25.59040733
Singapore,1975,23.38044727
Singapore,1980,21.85065661
Singapore,1985,22.63633041
Singapore,1990,23.86862919
Singapore,1995,28.13304015
Singapore,2000,33.5610616
Singapore,2005,35.02217638
Singapore,2010,38.74298265
Slovakia,1990,0.779270481
Slovakia,1995,2.116766527
Slovakia,2000,2.198258585
Slovakia,2005,2.316238048
Slovakia,2010,2.42388473
Slovenia,1990,8.912044625
Slovenia,1995,10.05868719
Slovenia,2000,8.77041618
Slovenia,2005,8.364517609
Slovenia,2010,8.000359273
Small states,1960,3.768780983
Small states,1965,3.735698363
Small states,1970,3.697362358
Small states,1975,3.680855931
Small states,1980,4.169137003
Small states,1985,4.140568659
Small states,1990,4.540665535
Small states,1995,4.529880236
Small states,2000,4.795862099
Small states,2005,5.156464098
Small states,2010,5.410710948
Solomon Islands,1960,3.151804122
Solomon Islands,1965,2.846244346
Solomon Islands,1970,2.547850173
Solomon Islands,1975,2.213526185
Solomon Islands,1980,1.859817704
Solomon Islands,1985,1.57675705
Solomon Islands,1990,1.496878297
Solomon Islands,1995,1.47340467
Solomon Islands,2000,1.455366497
Solomon Islands,2005,1.378205265
Solomon Islands,2010,1.32483936
Somalia,1960,0.411989639
Somalia,1965,0.395366369
Somalia,1970,0.378502476
Somalia,1975,0.361972762
Somalia,1980,26.36612895
Somalia,1985,12.76392145
Somalia,1990,10.01498826
Somalia,1995,0.293770996
Somalia,2000,0.269084368
Somalia,2005,0.251224232
Somalia,2010,0.238402023
South Africa,1960,5.332582203
South Africa,1965,4.765843082
South Africa,1970,4.353221352
South Africa,1975,3.891827079
South Africa,1980,3.565792718
South Africa,1985,5.775536383
South Africa,1990,3.478318182
South Africa,1995,2.806211656
South Africa,2000,2.323581818
South Africa,2005,2.637292566
South Africa,2010,3.667695783
South Asia,1960,3.115719756
South Asia,1965,2.69531746
South Asia,1970,2.315614986
South Asia,1975,1.952637869
South Asia,1980,1.739223498
South Asia,1985,1.59556765
South Asia,1990,1.404006363
South Asia,1995,1.052969235
South Asia,2000,0.927983493
South Asia,2005,0.779871901
South Asia,2010,0.747312741
South Korea,1960,0.541935763
South Korea,1965,0.543977611
South Korea,1970,0.557904423
South Korea,1975,0.865274169
South Korea,1980,1.387087192
South Korea,1985,1.372162213
South Korea,1990,1.334412334
South Korea,1995,1.296094996
South Korea,2000,1.208453154
South Korea,2005,1.145024966
South Korea,2010,1.082398378
Spain,1960,0.692487276
Spain,1965,0.851844879
Spain,1970,1.051994481
Spain,1975,1.310251902
Spain,1980,1.627590027
Spain,1985,1.865963234
Spain,1990,2.135638893
Spain,1995,2.643487827
Spain,2000,4.353524567
Spain,2005,10.55579144
Spain,2010,13.69246217
Sri Lanka,1960,10.15882175
Sri Lanka,1965,9.198235399
Sri Lanka,1970,8.67366949
Sri Lanka,1975,6.563981921
Sri Lanka,1980,4.488485794
Sri Lanka,1985,3.121941674
Sri Lanka,1990,2.696685278
Sri Lanka,1995,2.347187914
Sri Lanka,2000,2.06746414
Sri Lanka,2005,1.865149664
Sri Lanka,2010,1.645838377
Sub-Saharan Africa (all income levels),1960,3.474729015
Sub-Saharan Africa (all income levels),1965,3.388145602
Sub-Saharan Africa (all income levels),1970,3.182378496
Sub-Saharan Africa (all income levels),1975,2.983914924
Sub-Saharan Africa (all income levels),1980,3.368017367
Sub-Saharan Africa (all income levels),1985,2.897070201
Sub-Saharan Africa (all income levels),1990,2.880927091
Sub-Saharan Africa (all income levels),1995,2.841195293
Sub-Saharan Africa (all income levels),2000,2.355390056
Sub-Saharan Africa (all income levels),2005,2.133836719
Sub-Saharan Africa (all income levels),2010,2.023898635
Sub-Saharan Africa (developing only),1960,3.470290863
Sub-Saharan Africa (developing only),1965,3.386299101
Sub-Saharan Africa (developing only),1970,3.181812844
Sub-Saharan Africa (developing only),1975,2.983510825
Sub-Saharan Africa (developing only),1980,3.36832579
Sub-Saharan Africa (developing only),1985,2.897949064
Sub-Saharan Africa (developing only),1990,2.882206374
Sub-Saharan Africa (developing only),1995,2.842421167
Sub-Saharan Africa (developing only),2000,2.355893453
Sub-Saharan Africa (developing only),2005,2.133953855
Sub-Saharan Africa (developing only),2010,2.023699337
Sudan,1960,2.308534591
Sudan,1965,1.969336312
Sudan,1970,2.017110409
Sudan,1975,1.987137763
Sudan,1980,3.75803705
Sudan,1985,6.244978934
Sudan,1990,4.940209136
Sudan,1995,3.68602603
Sudan,2000,2.455569768
Sudan,2005,1.595628386
Sudan,2010,1.631849268
Suriname,1960,7.746610018
Suriname,1965,5.76614155
Suriname,1970,4.388743441
Suriname,1975,3.826819725
Suriname,1980,3.258199941
Suriname,1985,3.929803025
Suriname,1990,4.416375197
Suriname,1995,4.995401835
Suriname,2000,5.721672966
Suriname,2005,6.905705093
Suriname,2010,7.618389589
Swaziland,1960,4.851775176
Swaziland,1965,8.888599522
Swaziland,1970,7.573501045
Swaziland,1975,5.363566041
Swaziland,1980,5.591897549
Swaziland,1985,5.805877317
Swaziland,1990,8.275377639
Swaziland,1995,3.648534192
Swaziland,2000,3.456846994
Swaziland,2005,3.49199107
Swaziland,2010,3.387509345
Sweden,1960,3.949653798
Sweden,1965,5.090438104
Sweden,1970,6.55434593
Sweden,1975,7.055946845
Sweden,1980,7.518460613
Sweden,1985,7.833865405
Sweden,1990,9.085009817
Sweden,1995,10.2598194
Sweden,2000,11.188129
Sweden,2005,12.32524642
Sweden,2010,13.92623644
Switzerland,1960,13.40574685
Switzerland,1965,15.14819844
Switzerland,1970,17.66723395
Switzerland,1975,17.18356579
Switzerland,1980,16.86531397
Switzerland,1985,18.59558155
Switzerland,1990,20.49606293
Switzerland,1995,20.89575918
Switzerland,2000,21.7504402
Switzerland,2005,22.31626108
Switzerland,2010,22.52801918
Syria,1960,6.010524787
Syria,1965,5.917215555
Syria,1970,5.765345907
Syria,1975,5.675436277
Syria,1980,5.557786175
Syria,1985,5.884640317
Syria,1990,5.544286534
Syria,1995,5.699142937
Syria,2000,5.650502475
Syria,2005,7.314677975
Syria,2010,10.64567043
Tajikistan,1990,8.039966126
Tajikistan,1995,5.271137712
Tajikistan,2000,5.33934504
Tajikistan,2005,4.502623186
Tajikistan,2010,3.749701914
Tanzania,1960,4.734998993
Tanzania,1965,4.161771235
Tanzania,1970,3.712784179
Tanzania,1975,3.803985729
Tanzania,1980,2.981943755
Tanzania,1985,2.50712306
Tanzania,1990,2.262362693
Tanzania,1995,3.793520782
Tanzania,2000,2.647904967
Tanzania,2005,2.041952511
Tanzania,2010,1.444081709
Thailand,1960,1.769667664
Thailand,1965,1.288239959
Thailand,1970,0.941832208
Thailand,1975,0.814256229
Thailand,1980,1.011678194
Thailand,1985,0.78141147
Thailand,1990,0.684755501
Thailand,1995,0.926033773
Thailand,2000,1.262590615
Thailand,2005,1.490890931
Thailand,2010,1.735234486
Timor,1960,1.430959411
Timor,1965,1.408502198
Timor,1970,1.378047142
Timor,1975,1.353165043
Timor,1980,1.334187472
Timor,1985,1.264348922
Timor,1990,1.209622402
Timor,1995,1.126992115
Timor,2000,1.09468416
Timor,2005,1.216195653
Timor,2010,1.297438412
Togo,1960,6.408741972
Togo,1965,7.090760328
Togo,1970,6.850085629
Togo,1975,6.164170448
Togo,1980,5.599194072
Togo,1985,4.80179035
Togo,1990,4.292909688
Togo,1995,3.949572928
Togo,2000,3.612852801
Togo,2005,3.27744393
Togo,2010,2.901053396
Tonga,1960,0.196428571
Tonga,1965,0.317362129
Tonga,1970,0.545217494
Tonga,1975,1.013050811
Tonga,1980,1.871902115
Tonga,1985,3.603929624
Tonga,1990,3.168614427
Tonga,1995,2.285976494
Tonga,2000,1.628225296
Tonga,2005,1.153106348
Tonga,2010,0.81580036
Trinidad and Tobago,1960,9.54859331
Trinidad and Tobago,1965,7.672352286
Trinidad and Tobago,1970,6.394847336
Trinidad and Tobago,1975,6.039820581
Trinidad and Tobago,1980,5.66788414
Trinidad and Tobago,1985,4.759956787
Trinidad and Tobago,1990,4.133221595
Trinidad and Tobago,1995,3.65449908
Trinidad and Tobago,2000,3.284752125
Trinidad and Tobago,2005,2.916341862
Trinidad and Tobago,2010,2.586260772
Tunisia,1960,4.00886014
Tunisia,1965,1.649157667
Tunisia,1970,1.003237761
Tunisia,1975,0.675672786
Tunisia,1980,0.595003133
Tunisia,1985,0.523789382
Tunisia,1990,0.465834396
Tunisia,1995,0.419893944
Tunisia,2000,0.379178226
Tunisia,2005,0.347801376
Tunisia,2010,0.31848565
Turkey,1960,3.439282002
Turkey,1965,2.98987099
Turkey,1970,1.082461936
Turkey,1975,0.36883157
Turkey,1980,1.786081061
Turkey,1985,1.897215221
Turkey,1990,2.13069991
Turkey,1995,2.070774023
Turkey,2000,1.99737012
Turkey,2005,1.96562168
Turkey,2010,1.951236182
Turkmenistan,1990,8.356052345
Turkmenistan,1995,6.198648045
Turkmenistan,2000,5.353867303
Turkmenistan,2005,4.712291213
Turkmenistan,2010,4.11940115
Turks and Caicos Islands,1960,3.144654088
Turks and Caicos Islands,1965,5.133180455
Turks and Caicos Islands,1970,8.327414773
Turks and Caicos Islands,1975,11.54903758
Turks and Caicos Islands,1980,16.27906977
Turks and Caicos Islands,1985,26.37339507
Turks and Caicos Islands,1990,44.36363636
Turks and Caicos Islands,1995,35.1245598
Turks and Caicos Islands,2000,29.99576181
Turks and Caicos Islands,2005,22.50283554
Turks and Caicos Islands,2010,20.18842965
Tuvalu,1960,6.094364351
Tuvalu,1965,5.323361197
Tuvalu,1970,4.865679825
Tuvalu,1975,4.515289525
Tuvalu,1980,4.210657061
Tuvalu,1985,3.827474561
Tuvalu,1990,3.587294536
Tuvalu,1995,2.893681587
Tuvalu,2000,2.346321266
Tuvalu,2005,1.887765628
Tuvalu,2010,1.536582884
Uganda,1960,11.3686802
Uganda,1965,11.32618435
Uganda,1970,10.04523173
Uganda,1975,7.154123216
Uganda,1980,5.392271796
Uganda,1985,4.328392781
Uganda,1990,3.166229387
Uganda,1995,3.240371672
Uganda,2000,2.645187425
Uganda,2005,2.326504499
Uganda,2010,1.950405342
Ukraine,1990,13.28320358
Ukraine,1995,11.98226272
Ukraine,2000,11.23943404
Ukraine,2005,11.44380604
Ukraine,2010,11.46162365
United Arab Emirates,1960,2.369023453
United Arab Emirates,1965,17.28402453
United Arab Emirates,1970,27.95985287
United Arab Emirates,1975,58.80304556
United Arab Emirates,1980,70.66156302
United Arab Emirates,1985,74.6306555
United Arab Emirates,1990,73.43940627
United Arab Emirates,1995,73.0144601
United Arab Emirates,2000,74.95337901
United Arab Emirates,2005,63.87867762
United Arab Emirates,2010,39.53757828
United Kingdom,1960,3.171541985
United Kingdom,1965,4.67715585
United Kingdom,1970,5.292353573
United Kingdom,1975,5.598812289
United Kingdom,1980,5.961024122
United Kingdom,1985,6.252714841
United Kingdom,1990,6.49157678
United Kingdom,1995,7.222831888
United Kingdom,2000,8.132914822
United Kingdom,2005,9.664956028
United Kingdom,2010,10.27893044
United States,1960,5.99188525
United States,1965,5.843676629
United States,1970,5.839390496
United States,1975,6.478286175
United States,1980,7.201852789
United States,1985,8.192423211
United States,1990,9.314456601
United States,1995,10.7114035
United States,2000,12.33830292
United States,2005,13.2873927
United States,2010,13.83988631
United States Virgin Islands,1960,37.715625
United States Virgin Islands,1965,46.23181818
United States Virgin Islands,1970,53.4984127
United States Virgin Islands,1975,42.96808511
United States Virgin Islands,1980,49.55154639
United States Virgin Islands,1985,46.75607477
United States Virgin Islands,1990,50.09570713
United States Virgin Islands,1995,50.41598264
United States Virgin Islands,2000,52.22065741
United States Virgin Islands,2005,54.89370776
United States Virgin Islands,2010,58.15351897
Upper middle income,1960,0.69281355
Upper middle income,1965,0.61248863
Upper middle income,1970,0.535065307
Upper middle income,1975,0.479794637
Upper middle income,1980,0.554251138
Upper middle income,1985,0.749587475
Upper middle income,1990,1.08583472
Upper middle income,1995,1.014408592
Upper middle income,2000,0.979498257
Upper middle income,2005,0.979425606
Upper middle income,2010,1.054187767
Uruguay,1960,7.569177488
Uruguay,1965,7.237575314
Uruguay,1970,5.693005087
Uruguay,1975,4.644452705
Uruguay,1980,4.005315911
Uruguay,1985,3.445059891
Uruguay,1990,3.155961745
Uruguay,1995,2.890994717
Uruguay,2000,2.666291707
Uruguay,2005,2.529281864
Uruguay,2010,2.367699992
Uzbekistan,1990,8.059483179
Uzbekistan,1995,6.467851657
Uzbekistan,2000,5.545143284
Uzbekistan,2005,4.845182864
Uzbekistan,2010,4.117073495
Vanuatu,1960,4.445770082
Vanuatu,1965,4.117813346
Vanuatu,1970,3.869396168
Vanuatu,1975,3.573323722
Vanuatu,1980,3.036304201
Vanuatu,1985,2.116467222
Vanuatu,1990,1.471019484
Vanuatu,1995,1.00454124
Vanuatu,2000,0.715991743
Vanuatu,2005,0.495761194
Vanuatu,2010,0.344478817
Venezuela,1960,6.254003851
Venezuela,1965,5.732972447
Venezuela,1970,5.085392705
Venezuela,1975,5.474318217
Venezuela,1980,6.298026769
Venezuela,1985,5.897661186
Venezuela,1990,5.154516732
Venezuela,1995,4.594457235
Venezuela,2000,4.147666417
Venezuela,2005,3.778186167
Venezuela,2010,3.474233892
Vietnam,1960,0.011541893
Vietnam,1965,0.010996062
Vietnam,1970,0.010374687
Vietnam,1975,0.009704351
Vietnam,1980,0.072441341
Vietnam,1985,0.047823945
Vietnam,1990,0.044561452
Vietnam,1995,0.054006153
Vietnam,2000,0.072240564
Vietnam,2005,0.066147118
Vietnam,2010,0.079725074
World,1960,2.638328465
World,1965,2.510883676
World,1970,2.345794881
World,1975,2.229242137
World,1980,2.300942175
World,1985,2.338572044
World,1990,2.948666744
World,1995,2.913772674
World,2000,2.923544999
World,2005,3.001769634
World,2010,3.094067833
Yemen,1960,3.080457216
Yemen,1965,3.151283908
Yemen,1970,3.200414409
Yemen,1975,3.226710003
Yemen,1980,3.218286863
Yemen,1985,2.824147387
Yemen,1990,2.871884933
Yemen,1995,2.475503478
Yemen,2000,2.323826417
Yemen,2005,2.220159249
Yemen,2010,2.195348485
Zambia,1960,11.83226182
Zambia,1965,9.144259032
Zambia,1970,7.250599587
Zambia,1975,5.961689474
Zambia,1980,4.701882807
Zambia,1985,4.017304681
Zambia,1990,3.438095516
Zambia,1995,2.92814837
Zambia,2000,3.377057822
Zambia,2005,2.385808352
Zambia,2010,1.675164518
Zimbabwe,1960,10.3180373
Zimbabwe,1965,10.14791056
Zimbabwe,1970,9.585846869
Zimbabwe,1975,7.855035522
Zimbabwe,1980,6.457986553
Zimbabwe,1985,5.797169477
Zimbabwe,1990,5.981036686
Zimbabwe,1995,3.701951257
Zimbabwe,2000,3.291285003
Zimbabwe,2005,3.013958731
Zimbabwe,2010,2.663952654
