Entity,Year,Homicide Rate (Clio Infra)
Guatemala,1969,13.16
Guatemala,1970,19.16
Guatemala,1971,19.13
Guatemala,1979,22.34
Guatemala,1980,62.95
Guatemala,1981,107.99
Guatemala,1986,19.35
Guatemala,1987,22.73
Guatemala,1988,23.12
Guatemala,1989,18.79
Guatemala,1990,18.64
Guatemala,1991,18.52
Guatemala,1992,18.11
Guatemala,1993,17.7
Guatemala,1994,20.88
Guatemala,1995,19.69
Guatemala,1996,21.64
Guatemala,1997,28.67
Guatemala,1998,26.19
Guatemala,1999,18.04
Guatemala,2000,19.19
Guatemala,2001,19.93
Guatemala,2002,23.59
Guatemala,2003,27.63
Guatemala,2004,27.45
Guatemala,2005,34.6
Guatemala,2006,33.3
Guatemala,2007,33.8
Guatemala,2008,40.7
Guatemala,2009,42.78
Guinea,2004,17.3
Guinea,2008,22.5
Guinea-Bissau,2004,16.3
Guinea-Bissau,2008,20.2
Guyana,1988,4.61
Guyana,1989,8.86
Guyana,1990,7.66
Guyana,1991,6.57
Guyana,1992,5.6
Guyana,1993,4.49
Guyana,1994,5.7
Guyana,1995,7.17
Guyana,1996,4.33
Guyana,1998,2.85
Guyana,1999,4.49
Guyana,2001,9.12
Guyana,2002,20.51
Guyana,2003,24.81
Guyana,2004,14.07
Guyana,2005,18.66
Guyana,2006,20.8
Guyana,2007,13.76
Guyana,2008,15.4
Haiti,1999,14.6
Haiti,2001,15.7
Haiti,2002,19.7
Haiti,2003,21.3
Haiti,2004,14.5
Honduras,1996,35.44
Honduras,1997,43.25
Honduras,1998,42.78
Honduras,1999,44.97
Honduras,2000,46.31
Honduras,2001,53.4
Honduras,2002,54.2
Honduras,2003,32.4
Honduras,2004,30.7
Honduras,2005,33.6
Honduras,2006,41
Honduras,2007,43.3
Honduras,2008,58
Honduras,2009,66.8
Honduras,2010,77.5
Hong Kong,1885,1.6
Hong Kong,1886,1.5
Hong Kong,1887,0.5
Hong Kong,1888,0.9
Hong Kong,1889,0.9
Hong Kong,1890,1.5
Hong Kong,1891,0.5
Hong Kong,1892,2.2
Hong Kong,1893,1.3
Hong Kong,1894,2.9
Hong Kong,1895,1.2
Hong Kong,1896,6.7
Hong Kong,1897,4.5
Hong Kong,1898,2
Hong Kong,1899,1.6
Hong Kong,1900,2.3
Hong Kong,1901,3.9
Hong Kong,1902,4.9
Hong Kong,1903,5.9
Hong Kong,1904,3.7
Hong Kong,1905,5
Hong Kong,1906,6.8
Hong Kong,1907,6.5
Hong Kong,1908,4.6
Hong Kong,1909,2.7
Hong Kong,1910,5.5
Hong Kong,1911,5.7
Hong Kong,1912,4.6
Hong Kong,1913,4.4
Hong Kong,1914,4.1
Hong Kong,1915,4.2
Hong Kong,1916,4
Hong Kong,1917,3.4
Hong Kong,1918,5
Hong Kong,1919,5.8
Hong Kong,1920,5.2
Hong Kong,1921,4.3
Hong Kong,1922,6.9
Hong Kong,1923,4.2
Hong Kong,1924,4.5
Hong Kong,1925,3.7
Hong Kong,1926,5
Hong Kong,1927,3.3
Hong Kong,1928,3.2
Hong Kong,1929,3.5
Hong Kong,1930,3.3
Hong Kong,1931,2.2
Hong Kong,1932,3.9
Hong Kong,1933,2.8
Hong Kong,1934,3.5
Hong Kong,1935,2.1
Hong Kong,1936,2.4
Hong Kong,1937,2
Hong Kong,1938,1.6
Hong Kong,1939,3
Hong Kong,1940,2.8
Hong Kong,1947,1.5
Hong Kong,1948,1
Hong Kong,1949,1.3
Hong Kong,1950,0.8
Hong Kong,1951,1.5
Hong Kong,1952,1.5
Hong Kong,1953,1.5
Hong Kong,1954,1.3
Hong Kong,1955,1.4
Hong Kong,1956,1.1
Hong Kong,1957,1.4
Hong Kong,1958,0.7
Hong Kong,1959,1
Hong Kong,1960,0.8
Hong Kong,1961,1
Hong Kong,1962,0.7
Hong Kong,1963,0.7
Hong Kong,1964,0.8
Hong Kong,1965,1.4
Hong Kong,1966,0.8
Hong Kong,1967,1.2
Hong Kong,1968,2.2
Hong Kong,1969,1.2
Hong Kong,1970,1.5
Hong Kong,1971,2.2
Hong Kong,1972,2.3
Hong Kong,1973,2.8
Hong Kong,1974,2.4
Hong Kong,1975,2.5
Hong Kong,1976,1.9
Hong Kong,1977,1.3
Hong Kong,1978,1.4
Hong Kong,1979,1.5
Hong Kong,1980,1.8
Hong Kong,1981,2.1
Hong Kong,1982,1.8
Hong Kong,1983,1.6
Hong Kong,1984,1.6
Hong Kong,1985,1.7
Hong Kong,1986,1.2
Hong Kong,1987,1.3
Hong Kong,1988,1.3
Hong Kong,1989,1.8
Hong Kong,1990,2.4
Hong Kong,1991,1.6
Hong Kong,1992,1.9
Hong Kong,1993,1.5
Hong Kong,1994,1.6
Hong Kong,1995,1.2
Hong Kong,1996,1.2
Hong Kong,1997,1.6
Hong Kong,1998,1
Hong Kong,1999,0.9
Hong Kong,2000,0.6
Hong Kong,2001,1
Hong Kong,2002,1
Hong Kong,2003,0.8
Hong Kong,2004,0.7
Hong Kong,2005,0.5
Hong Kong,2006,0.5
Hong Kong,2007,0.3
Hong Kong,2008,0.5
Hong Kong,2009,0.7
Hong Kong,2010,0.5
Hungary,1880,7.6
Hungary,1881,7.6
Hungary,1882,7.6
Hungary,1883,7.6
Hungary,1884,7.6
Hungary,1885,7.6
Hungary,1886,7.6
Hungary,1887,7.6
Hungary,1888,7.6
Hungary,1889,7.6
Hungary,1920,3.1
Hungary,1921,3.1
Hungary,1922,3.1
Hungary,1923,3.1
Hungary,1924,3.1
Hungary,1925,3.1
Hungary,1926,3.1
Hungary,1927,3.1
Hungary,1928,3.1
Hungary,1929,3.1
Hungary,1940,4.9
Hungary,1941,4.9
Hungary,1942,4.9
Hungary,1943,4.9
Hungary,1944,4.9
Hungary,1945,4.9
Hungary,1946,4.9
Hungary,1947,4.9
Hungary,1948,4.9
Hungary,1949,4.9
Hungary,1955,1.98
Hungary,1956,2.3
Hungary,1957,3.87
Hungary,1958,2.58
Hungary,1959,2.8
Hungary,1960,1.57
Hungary,1961,2.13
Hungary,1962,1.94
Hungary,1963,1.74
Hungary,1964,1.71
Hungary,1965,1.56
Hungary,1966,1.87
Hungary,1967,1.88
Hungary,1968,2.28
Hungary,1969,2.2
Hungary,1970,1.95
Hungary,1971,2.09
Hungary,1972,2.13
Hungary,1973,2.26
Hungary,1974,1.97
Hungary,1975,2.01
Hungary,1976,2.11
Hungary,1977,2.02
Hungary,1978,2.25
Hungary,1979,2.3
Hungary,1980,2.58
Hungary,1981,2.54
Hungary,1982,2.41
Hungary,1983,2.45
Hungary,1984,2.61
Hungary,1985,2.66
Hungary,1986,2.81
Hungary,1987,2.51
Hungary,1988,2.67
Hungary,1989,2.91
Hungary,1990,3.1
Hungary,1991,4
Hungary,1992,4
Hungary,1993,4.1
Hungary,1994,3.5
Hungary,1995,3.5
Hungary,1996,3.2
Hungary,1997,3.4
Hungary,1998,3.2
Hungary,1999,2.84
Hungary,2000,2.53
Hungary,2001,2.43
Hungary,2002,2.36
Hungary,2003,1.95
Hungary,2004,2.17
Hungary,2005,1.92
Hungary,2006,1.9
Hungary,2007,1.71
Hungary,2008,2.02
Hungary,2009,1.48
Iceland,1951,0
Iceland,1952,0.68
Iceland,1953,3.31
Iceland,1954,0
Iceland,1955,0.63
Iceland,1956,0
Iceland,1957,1.21
Iceland,1958,0.59
Iceland,1959,0.58
Iceland,1960,0
Iceland,1961,0.56
Iceland,1962,0
Iceland,1963,0.54
Iceland,1964,0.53
Iceland,1965,0.52
Iceland,1966,1.54
Iceland,1967,0
Iceland,1968,1.51
Iceland,1969,0
Iceland,1970,0
Iceland,1971,0.97
Iceland,1972,0
Iceland,1973,2.35
Iceland,1974,2.33
Iceland,1975,0.46
Iceland,1976,1.82
Iceland,1977,0
Iceland,1978,1.34
Iceland,1979,1.77
Iceland,1980,0.88
Iceland,1981,1.3
Iceland,1982,0
Iceland,1983,0.84
Iceland,1984,0.42
Iceland,1985,1.24
Iceland,1986,1.23
Iceland,1987,0.81
Iceland,1988,2
Iceland,1989,0
Iceland,1990,0.4
Iceland,1991,1.9
Iceland,1992,1.1
Iceland,1993,0.4
Iceland,1994,0
Iceland,1995,0
Iceland,1996,0.4
Iceland,1997,1.1
Iceland,1998,0
Iceland,1999,0.72
Iceland,2000,2.11
Iceland,2001,0.7
Iceland,2002,1.74
Iceland,2003,0
Iceland,2004,1.37
Iceland,2005,1.01
Iceland,2006,0.33
Iceland,2007,0.65
Iceland,2008,0.32
Iceland,2009,0.31
India,1952,2.7
India,1953,2.52
India,1954,2.46
India,1955,2.4
India,1956,2.43
India,1957,2.48
India,1958,2.49
India,1959,2.45
India,1960,2.45
India,1961,2.46
India,1962,2.5
India,1963,2.27
India,1964,2.43
India,1965,2.49
India,1966,2.5
India,1967,2.59
India,1968,2.61
India,1969,2.72
India,1970,2.84
India,1971,2.86
India,1972,2.67
India,1973,2.88
India,1974,3.08
India,1975,2.84
India,1976,2.64
India,1977,2.85
India,1978,2.94
India,1979,3.03
India,1980,3.23
India,1981,3.25
India,1982,3.27
India,1983,3.45
India,1984,3.47
India,1985,3.42
India,1986,3.52
India,1987,3.61
India,1988,3.57
India,1989,3.8
India,1990,4.18
India,1991,4.59
India,1992,4.61
India,1993,4.31
India,1994,4.27
India,1995,4.06
India,1996,4.02
India,1997,3.93
India,1998,3.97
India,1999,3.76
India,2000,3.72
India,2001,3.54
India,2002,3.39
India,2003,3.09
India,2004,3.13
India,2005,3
India,2006,2.93
India,2007,2.87
India,2008,2.87
India,2009,2.8
India,2010,2.84
Indonesia,2004,8.9
Indonesia,2008,8.1
Iran,2004,2.6
Iran,2008,1.4
Iraq,2004,6.7
Iraq,2008,2
Ireland,1800,2.3
Ireland,1801,2.3
Ireland,1802,2.3
Ireland,1803,2.3
Ireland,1804,2.3
Ireland,1805,2.3
Ireland,1806,2.3
Ireland,1807,2.3
Ireland,1808,2.3
Ireland,1809,2.3
Ireland,1810,2.3
Ireland,1811,2.3
Ireland,1812,2.3
Ireland,1813,2.3
Ireland,1814,2.3
Ireland,1815,2.3
Ireland,1816,2.3
Ireland,1817,2.3
Ireland,1818,2.3
Ireland,1819,2.3
Ireland,1820,2.3
Ireland,1821,2.3
Ireland,1822,2.3
Ireland,1823,2.3
Ireland,1824,2.3
Ireland,1825,2.3
Ireland,1826,2.3
Ireland,1827,2.3
Ireland,1828,2.3
Ireland,1829,2.3
Ireland,1830,2.3
Ireland,1831,2.3
Ireland,1832,2.3
Ireland,1833,2.3
Ireland,1834,2.3
Ireland,1835,2.3
Ireland,1836,2.3
Ireland,1837,2.3
Ireland,1838,2.3
Ireland,1839,2.3
Ireland,1840,4
Ireland,1841,4
Ireland,1842,1.403
Ireland,1843,1.558
Ireland,1844,1.704
Ireland,1845,2.077
Ireland,1846,2.578
Ireland,1847,2.93
Ireland,1848,3.073
Ireland,1849,2.686
Ireland,1850,2.554
Ireland,1851,2.294
Ireland,1852,2.213
Ireland,1853,1.953
Ireland,1854,1.714
Ireland,1855,1.838
Ireland,1856,1.988
Ireland,1857,2.064
Ireland,1858,1.851
Ireland,1859,1.719
Ireland,1860,1.69
Ireland,1861,1.655
Ireland,1862,1.632
Ireland,1863,1.529
Ireland,1864,1.414
Ireland,1865,1.354
Ireland,1866,1.314
Ireland,1867,1.534
Ireland,1868,1.595
Ireland,1869,1.734
Ireland,1870,1.555
Ireland,1871,1.728
Ireland,1872,1.712
Ireland,1873,1.814
Ireland,1874,1.891
Ireland,1875,1.965
Ireland,1876,2.119
Ireland,1877,2.013
Ireland,1878,1.932
Ireland,1879,1.836
Ireland,1880,1.91
Ireland,1881,2.113
Ireland,1882,2.003
Ireland,1883,1.971
Ireland,1884,1.897
Ireland,1885,2.131
Ireland,1886,2.032
Ireland,1887,1.971
Ireland,1888,1.91
Ireland,1889,1.899
Ireland,1890,1.885
Ireland,1891,1.921
Ireland,1892,1.946
Ireland,1893,1.957
Ireland,1894,1.874
Ireland,1895,1.895
Ireland,1896,1.92
Ireland,1897,1.981
Ireland,1898,1.809
Ireland,1899,1.704
Ireland,1900,1.383
Ireland,1901,1.316
Ireland,1902,1.234
Ireland,1903,1.293
Ireland,1904,1.391
Ireland,1905,1.314
Ireland,1906,1.268
Ireland,1907,1.093
Ireland,1908,1.169
Ireland,1909,1.344
Ireland,1910,1.412
Ireland,1911,1.465
Ireland,1912,1.397
Ireland,1913,1.382
Ireland,1914,1.306
Ireland,1915,1.101
Ireland,1916,0.957
Ireland,1917,0.729
Ireland,1918,0.911
Ireland,1926,0.73
Ireland,1927,0.664
Ireland,1928,0.531
Ireland,1929,0.409
Ireland,1930,0.455
Ireland,1931,0.443
Ireland,1932,0.328
Ireland,1933,0.394
Ireland,1934,0.404
Ireland,1935,0.516
Ireland,1936,0.428
Ireland,1937,0.429
Ireland,1938,0.408
Ireland,1939,0.385
Ireland,1940,0.338
Ireland,1941,0.303
Ireland,1942,0.304
Ireland,1943,0.305
Ireland,1944,0.315
Ireland,1945,0.315
Ireland,1946,0.415
Ireland,1947,0.471
Ireland,1948,0.481
Ireland,1949,0.414
Ireland,1950,0.292
Ireland,1951,0.248
Ireland,1952,0.282
Ireland,1953,0.26
Ireland,1954,0.261
Ireland,1955,0.171
Ireland,1956,0.23
Ireland,1957,0.232
Ireland,1958,0.28
Ireland,1959,0.234
Ireland,1960,0.282
Ireland,1961,0.26
Ireland,1962,0.271
Ireland,1963,0.281
Ireland,1964,0.326
Ireland,1965,0.417
Ireland,1966,0.427
Ireland,1967,0.437
Ireland,1968,0.412
Ireland,1969,0.466
Ireland,1970,0.463
Ireland,1971,0.613
Ireland,1972,0.714
Ireland,1973,0.814
Ireland,1974,0.822
Ireland,1975,0.756
Ireland,1976,0.816
Ireland,1977,0.825
Ireland,1978,0.884
Ireland,1979,0.86
Ireland,1980,0.68
Ireland,1981,2
Ireland,1982,0.63
Ireland,1983,0.77
Ireland,1984,0.57
Ireland,1985,0.65
Ireland,1986,0.82
Ireland,1987,1.13
Ireland,1988,0.82
Ireland,1989,0.63
Ireland,1990,0.63
Ireland,1991,0.6
Ireland,1992,0.79
Ireland,1993,0.7
Ireland,1994,0.7
Ireland,1995,0.7
Ireland,1996,0.9
Ireland,1997,0.8
Ireland,1998,1.2
Ireland,1999,1
Ireland,2000,0.95
Ireland,2001,1.03
Ireland,2002,1.02
Ireland,2003,0.85
Ireland,2004,0.56
Ireland,2005,0.32
Ireland,2006,0.87
Ireland,2007,0.92
Ireland,2008,0.9
Ireland,2009,1.1
Ireland,2010,0.85
Israel,1965,0.93
Israel,1966,0.69
Israel,1967,1.1
Israel,1968,1.2
Israel,1969,16.11
Israel,1970,1.38
Israel,1971,0.96
Israel,1972,1.53
Israel,1973,0.58
Israel,1974,0.99
Israel,1975,1.62
Israel,1976,1.69
Israel,1977,1.48
Israel,1978,1.67
Israel,1979,1.85
Israel,1980,1.78
Israel,1981,1.9
Israel,1982,1.71
Israel,1983,2.08
Israel,1984,1.44
Israel,1985,2.15
Israel,1986,1.79
Israel,1987,1.35
Israel,1988,1.33
Israel,1989,2.43
Israel,1990,1.72
Israel,1991,1.23
Israel,1992,1.13
Israel,1993,2.32
Israel,1994,2.2
Israel,1995,1.41
Israel,1996,0.99
Israel,1997,0.51
Israel,1998,0.49
Israel,1999,2.07
Israel,2000,3.01
Israel,2001,5.64
Israel,2002,7.61
Israel,2003,4.87
Israel,2004,3.41
Israel,2005,2.84
Israel,2006,2.69
Israel,2007,0.75
Israel,2008,1.97
Italy,1800,8
Italy,1801,8
Italy,1802,8
Italy,1803,8
Italy,1804,8
Italy,1805,8
Italy,1806,8
Italy,1807,8
Italy,1808,8
Italy,1809,8
Italy,1810,8
Italy,1811,8
Italy,1812,8
Italy,1813,8
Italy,1814,8
Italy,1815,8
Italy,1816,8
Italy,1817,8
Italy,1818,8
Italy,1819,8
Italy,1820,8
Italy,1821,8
Italy,1822,8
Italy,1823,8
Italy,1824,8
Italy,1825,8
Italy,1826,8
Italy,1827,8
Italy,1828,8
Italy,1829,8
Italy,1830,8
Italy,1831,8
Italy,1832,8
Italy,1833,8
Italy,1834,8
Italy,1835,8
Italy,1836,8
Italy,1837,8
Italy,1838,8
Italy,1839,8
Italy,1840,8
Italy,1841,8
Italy,1842,8
Italy,1843,8
Italy,1844,8
Italy,1845,8
Italy,1846,8
Italy,1847,8
Italy,1848,8
Italy,1849,8
Italy,1850,7
Italy,1851,7
Italy,1852,7
Italy,1853,7
Italy,1854,7
Italy,1855,7
Italy,1856,7
Italy,1857,7
Italy,1858,7
Italy,1859,7
Italy,1860,7
Italy,1861,7
Italy,1862,7
Italy,1863,7
Italy,1864,7
Italy,1865,7
Italy,1866,7
Italy,1867,7
Italy,1868,7
Italy,1869,7
Italy,1870,7
Italy,1871,7
Italy,1872,7
Italy,1873,7
Italy,1874,7
Italy,1875,5.7
Italy,1876,5.7
Italy,1877,5.7
Italy,1878,5.7
Italy,1879,5.7
Italy,1880,5.7
Italy,1881,5.7
Italy,1882,5.7
Italy,1883,5.7
Italy,1884,5.7
Italy,1885,5.7
Italy,1886,5.7
Italy,1887,5.7
Italy,1888,5.7
Italy,1889,5.7
Italy,1890,5.7
Italy,1891,5.7
Italy,1892,5.7
Italy,1893,5.7
Italy,1894,5.7
Italy,1895,5.7
Italy,1896,5.7
Italy,1897,5.7
Italy,1898,5.7
Italy,1899,5.7
Italy,1900,3.9
Italy,1901,3.9
Italy,1902,3.9
Italy,1903,3.9
Italy,1904,3.9
Italy,1905,3.9
Italy,1906,3.9
Italy,1907,3.9
Italy,1908,3.9
Italy,1909,3.9
Italy,1910,3.3
Italy,1911,3.3
Italy,1912,3.8
Italy,1913,4.2
Italy,1914,3.8
Italy,1915,3.8
Italy,1916,3.4
Italy,1917,3.1
Italy,1918,3.1
Italy,1919,4.4
Italy,1920,7.3
Italy,1921,7.9
Italy,1922,7.3
Italy,1923,6.8
Italy,1924,5.1
Italy,1925,4.8
Italy,1926,4.1
Italy,1927,3
Italy,1928,2.9
Italy,1929,2.7
Italy,1930,2.7
Italy,1931,2.5
Italy,1932,2.2
Italy,1933,1.9
Italy,1934,1.8
Italy,1935,1.6
Italy,1936,1.7
Italy,1937,1.6
Italy,1938,1.4
Italy,1939,1.3
Italy,1950,4.7
Italy,1951,4.6
Italy,1952,2.8
Italy,1953,1.7
Italy,1954,1.8
Italy,1955,1.9
Italy,1956,1.8
Italy,1957,1.5
Italy,1958,1.5
Italy,1959,1.4
Italy,1960,1.4
Italy,1968,1.2
Italy,1969,1.1
Italy,1970,1.1
Italy,1971,1.1
Italy,1972,1
Italy,1973,1.2
Italy,1974,1.2
Italy,1975,1.3
Italy,1976,1.9
Italy,1977,2.1
Italy,1978,2.1
Italy,1979,1.9
Italy,1980,1.9
Italy,1981,2.1
Italy,1982,2.2
Italy,1983,2
Italy,1984,1.7
Italy,1985,1.4
Italy,1986,1.4
Italy,1987,1.7
Italy,1988,1.7
Italy,1989,2.3
Italy,1990,2.6
Italy,1991,3.3
Italy,1992,2.9
Italy,1993,2.5
Italy,1994,2.4
Italy,1995,2.6
Italy,1996,2.6
Italy,1997,2.7
Italy,1998,2.9
Italy,1999,2.7
Italy,2000,2.4
Italy,2001,2.7
Italy,2002,2.5
Italy,2003,2.6
Italy,2004,2.7
Italy,2005,2.2
Italy,2006,2.5
Italy,2007,2.3
Italy,2008,2.4
Italy,2009,2.3
Jamaica,1995,31.7
Jamaica,1996,37.2
Jamaica,1997,41.4
Jamaica,1998,37.6
Jamaica,1999,32.01
Jamaica,2000,33.44
Jamaica,2001,43.31
Jamaica,2002,39.73
Jamaica,2003,37.05
Jamaica,2004,55.76
Jamaica,2005,63.16
Jamaica,2006,50.32
Jamaica,2007,59.16
Jamaica,2008,59.95
Jamaica,2009,62.4
Jamaica,2010,52.84
Japan,1890,2.71164
Japan,1891,3.11297
Japan,1892,3.48079
Japan,1893,3.56828
Japan,1894,3.71154
Japan,1895,3.79719
Japan,1896,4.14553
Japan,1897,4.35849
Japan,1898,4.26013
Japan,1899,3.22321
Japan,1900,3.44607
Japan,1901,3.56636
Japan,1902,3.67405
Japan,1903,3.34607
Japan,1904,3.40522
Japan,1905,3.2411
Japan,1906,3.45465
Japan,1907,3.62114
Japan,1908,3.5234
Japan,1909,2.9081
Japan,1910,2.82409
Japan,1950,2.33
Japan,1951,2.13
Japan,1952,2.07
Japan,1953,2.03
Japan,1954,2.24
Japan,1955,2.4
Japan,1956,2.06
Japan,1957,2.05
Japan,1958,2.17
Japan,1959,2.04
Japan,1960,1.89
Japan,1961,1.71
Japan,1962,1.58
Japan,1963,1.56
Japan,1964,1.54
Japan,1965,1.44
Japan,1966,1.43
Japan,1967,1.4
Japan,1968,1.45
Japan,1969,1.4
Japan,1970,1.34
Japan,1971,1.33
Japan,1972,1.3
Japan,1973,1.29
Japan,1974,1.27
Japan,1975,1.3
Japan,1976,1.27
Japan,1977,1.22
Japan,1978,1.15
Japan,1979,1.03
Japan,1980,0.95
Japan,1981,0.98
Japan,1982,0.92
Japan,1983,0.97
Japan,1984,0.95
Japan,1985,0.85
Japan,1986,0.85
Japan,1987,0.76
Japan,1988,0.75
Japan,1989,0.63
Japan,1990,0.6
Japan,1991,0.6
Japan,1992,0.6
Japan,1993,0.7
Japan,1994,0.6
Japan,1995,0.6
Japan,1996,0.5
Japan,1997,0.6
Japan,1998,0.6
Japan,1999,0.6
Japan,2000,0.61
Japan,2001,0.58
Japan,2002,0.58
Japan,2003,0.56
Japan,2004,0.52
Japan,2005,0.48
Japan,2006,0.46
Japan,2007,0.41
Japan,2008,0.43
Japan,2009,0.38
Jordan,1959,2.12
Jordan,1960,2.35
Jordan,1962,3.71
Jordan,1963,4.46
Jordan,1964,4.25
Jordan,1965,5.23
Jordan,1966,1.39
Jordan,2008,2.12
Kenya,2004,20.8
Kenya,2008,20.1
Kuwait,1972,2.76
Kuwait,1975,1.42
Kuwait,1976,0.9
Kuwait,1977,0.85
Kuwait,1978,1.13
Kuwait,1979,0.47
Kuwait,1980,0.88
Kuwait,1981,0.35
Kuwait,1982,0.45
Kuwait,1983,0.64
Kuwait,1984,1.4
Kuwait,1985,1.87
Kuwait,1986,0.73
Kuwait,1987,0.53
Kuwait,1993,1.54
Kuwait,1994,1.73
Kuwait,1995,0.95
Kuwait,1996,1.77
Kuwait,1997,1.33
Kuwait,1998,1.38
Kuwait,1999,1.85
Kuwait,2000,1.14
Kuwait,2001,1.74
Kuwait,2002,1.1
Kuwait,2003,3.67
Kuwait,2004,9.09
Kuwait,2005,1.5
Kuwait,2006,1.7
Kuwait,2007,1.1
Kuwait,2008,1.06
Kuwait,2009,0.68
Latvia,1920,14.8
Latvia,1921,10.9
Latvia,1922,9.7
Latvia,1923,6.7
Latvia,1924,6.9
Latvia,1925,6.8
Latvia,1926,6
Latvia,1927,5.8
Latvia,1928,5.3
Latvia,1929,5.8
Latvia,1930,5.96
Latvia,1931,5.3
Latvia,1932,6.7
Latvia,1933,5.4
Latvia,1934,6.3
Latvia,1935,4.6
Latvia,1936,3.35
Latvia,1937,4.97
Latvia,1938,5.5
Latvia,1990,6.18
Latvia,1991,8.01
Latvia,1992,11.09
Latvia,1993,16.59
Latvia,1994,14.76
Latvia,1995,11.24
Latvia,1996,10.37
Latvia,1997,10.59
Latvia,1998,9.83
Latvia,1999,8.92
Latvia,2000,9.2
Latvia,2001,9.09
Latvia,2002,8.85
Latvia,2003,9.46
Latvia,2004,8.6
Latvia,2005,5.52
Latvia,2006,6.47
Latvia,2007,5.14
Latvia,2008,5.25
Latvia,2009,4.83
Latvia,2010,3.66
Lebanon,2004,3.1
Lebanon,2005,3.8
Lebanon,2006,2.1
Lebanon,2007,2.6
Lebanon,2008,6
Lebanon,2009,1.9
Lebanon,2010,2.2
Lesotho,2004,13.3
Lesotho,2008,22.9
Liberia,2004,16.8
Liberia,2008,10.1
Libya,2004,2.9
Libya,2008,2.9
Liechtenstein,1986,2.9
Liechtenstein,1996,0
Liechtenstein,1997,0
Liechtenstein,1998,0
Liechtenstein,1999,3.1
Liechtenstein,2000,0
Liechtenstein,2001,0
Liechtenstein,2002,0
Liechtenstein,2003,0
Liechtenstein,2004,2.9
Liechtenstein,2005,0
Liechtenstein,2006,0
Liechtenstein,2007,0
Liechtenstein,2008,2.8
Liechtenstein,2009,0
Liechtenstein,2010,2.8
Lithuania,1981,6.7
Lithuania,1982,6.5
Lithuania,1985,6.04
Lithuania,1986,4.9
Lithuania,1987,3.8
Lithuania,1988,4.6
Lithuania,1989,5.8
Lithuania,1990,7.5
Lithuania,1991,9
Lithuania,1992,10.5
Lithuania,1993,12.5
Lithuania,1994,13.4
Lithuania,1995,11.7
Lithuania,1996,9.3
Lithuania,1997,9.1
Lithuania,1998,8.2
Lithuania,1999,8
Lithuania,2000,9.89
Lithuania,2001,10.23
Lithuania,2002,7.15
Lithuania,2003,9.61
Lithuania,2004,8.53
Lithuania,2005,9.2
Lithuania,2006,7.48
Lithuania,2007,7.19
Lithuania,2008,7.39
Lithuania,2009,5.96
Lithuania,2010,5.23
Luxembourg,1955,0.98
Luxembourg,1956,1.95
Luxembourg,1957,0.65
Luxembourg,1958,0.32
Luxembourg,1959,1.28
Luxembourg,1960,0.64
Luxembourg,1961,0.95
Luxembourg,1962,0.62
Luxembourg,1965,0.9
Luxembourg,1966,0
Luxembourg,1967,0.3
Luxembourg,1968,1.49
Luxembourg,1969,0.59
Luxembourg,1970,0.59
Luxembourg,1971,1.46
Luxembourg,1972,0.58
Luxembourg,1973,0.57
Luxembourg,1974,0.56
Luxembourg,1975,0.56
Luxembourg,1976,0.55
Luxembourg,1977,1.38
Luxembourg,1978,1.38
Luxembourg,1979,1.66
Luxembourg,1980,1.92
Luxembourg,1981,1.1
Luxembourg,1982,2.46
Luxembourg,1983,1.64
Luxembourg,1984,2.19
Luxembourg,1985,1.64
Luxembourg,1986,1.91
Luxembourg,1987,1.62
Luxembourg,1988,1.34
Luxembourg,1989,2.91
Luxembourg,1990,2.9
Luxembourg,1991,2.3
Luxembourg,1992,2.2
Luxembourg,1993,0.25
Luxembourg,1994,1.2
Luxembourg,1995,0.7
Luxembourg,1996,1
Luxembourg,1997,0.7
Luxembourg,1998,0.9
Luxembourg,1999,0.9
Luxembourg,2000,1.6
Luxembourg,2001,2.04
Luxembourg,2002,1.79
Luxembourg,2003,0.89
Luxembourg,2004,0.44
Luxembourg,2005,1.53
Luxembourg,2006,1.48
Luxembourg,2007,1.46
Luxembourg,2008,1.23
Macao,1994,3.7
Macao,2000,2.08
Macao,2003,1.35
Macao,2004,1.98
Macao,2006,1.6
Macao,2007,1.33
Macao,2008,0.92
Macedonia,1991,1.46
Macedonia,1992,1.92
Macedonia,1993,2.07
Macedonia,1994,1.8
Macedonia,1995,1.63
Macedonia,1996,2.4
Macedonia,1997,2.35
Macedonia,1998,2.24
Macedonia,1999,2.63
Macedonia,2000,3.01
Macedonia,2001,6.32
Macedonia,2002,3.36
Macedonia,2003,3.18
Macedonia,2008,1.95
Macedonia,2009,1.41
Macedonia,2010,2.14
Madagascar,2004,11.7
Madagascar,2008,8.1
Malawi,2004,18
Malawi,2008,36
Malaysia,1997,0.54
Malaysia,2000,1
Malaysia,2001,1.6
Malaysia,2002,1.3
Malaysia,2003,1.6
Malaysia,2004,1.6
Malaysia,2005,1.4
Malaysia,2006,1.8
Maldives,2000,0
Maldives,2001,0.36
Maldives,2002,0.71
Maldives,2003,0
Maldives,2004,0
Maldives,2005,0.34
Maldives,2006,0
Maldives,2007,0.66
Mali,2004,18
Mali,2008,8
Malta,1955,0.32
Malta,1956,0
Malta,1957,0
Malta,1958,0.32
Malta,1959,0
Malta,1960,0.32
Malta,1961,0
Malta,1962,0.65
Malta,1963,0.65
Malta,1964,0.65
