Entity,Year,CO2 emissions transfers (Global Carbon Project (2014))
Namibia,2007,4.261424336
Namibia,2008,4.61421852
Namibia,2009,1.419200713
Namibia,2010,1.215647787
Namibia,2011,1.316493751
Namibia,2012,2.019945277
Namibia,2013,5.656542282
Namibia,2014,5.879815629
Nepal,1990,0.46802663
Nepal,1991,0.533565534
Nepal,1992,0.517922867
Nepal,1993,0.555271314
Nepal,1994,0.554407385
Nepal,1995,0.567091874
Nepal,1996,0.502426886
Nepal,1997,0.462880035
Nepal,1998,2.075291957
Nepal,1999,3.061761832
Nepal,2000,0.811990015
Nepal,2001,0.781441144
Nepal,2002,1.201701137
Nepal,2003,2.289054616
Nepal,2004,1.67932708
Nepal,2005,1.578070933
Nepal,2006,1.790731259
Nepal,2007,2.122472492
Nepal,2008,2.166060169
Nepal,2009,3.416112224
Nepal,2010,4.79862436
Nepal,2011,5.03257968
Nepal,2012,4.703307759
Nepal,2013,6.351701629
Nepal,2014,6.139704175
Netherlands,1990,39.46399082
Netherlands,1991,38.65448032
Netherlands,1992,67.98257197
Netherlands,1993,48.41176028
Netherlands,1994,42.70360913
Netherlands,1995,45.57994193
Netherlands,1996,34.10224042
Netherlands,1997,35.36558085
Netherlands,1998,39.27147282
Netherlands,1999,20.62314357
Netherlands,2000,22.85263159
Netherlands,2001,14.4931059
Netherlands,2002,23.92464133
Netherlands,2003,17.07548064
Netherlands,2004,17.73677988
Netherlands,2005,24.87625632
Netherlands,2006,51.30604586
Netherlands,2007,10.73162305
Netherlands,2008,10.42104994
Netherlands,2009,9.903312676
Netherlands,2010,3.251797912
Netherlands,2011,1.015242696
Netherlands,2012,-1.544147157
Netherlands,2013,-6.047976083
Netherlands,2014,-3.200903018
New Zealand,1990,1.585182773
New Zealand,1991,1.059786118
New Zealand,1992,0.409021656
New Zealand,1993,0.854989081
New Zealand,1994,1.482660632
New Zealand,1995,2.517357892
New Zealand,1996,2.875923757
New Zealand,1997,2.61236431
New Zealand,1998,1.260933701
New Zealand,1999,3.544829678
New Zealand,2000,1.681359688
New Zealand,2001,0.410209613
New Zealand,2002,1.964667815
New Zealand,2003,1.534189726
New Zealand,2004,4.029894069
New Zealand,2005,4.972762306
New Zealand,2006,2.958893618
New Zealand,2007,4.772304266
New Zealand,2008,4.419047229
New Zealand,2009,2.020743748
New Zealand,2010,2.547700629
New Zealand,2011,4.448528499
New Zealand,2012,4.146262142
New Zealand,2013,4.169552072
New Zealand,2014,4.076729386
Nicaragua,1990,0.50842415
Nicaragua,1991,0.60332929
Nicaragua,1992,0.75754689
Nicaragua,1993,0.677435462
Nicaragua,1994,0.657144043
Nicaragua,1995,0.619462472
Nicaragua,1996,0.575104229
Nicaragua,1997,0.685706516
Nicaragua,1998,0.776814887
Nicaragua,1999,0.816155192
Nicaragua,2000,0.843117723
Nicaragua,2001,0.865911519
Nicaragua,2002,0.980854688
Nicaragua,2003,1.291170496
Nicaragua,2004,1.211613736
Nicaragua,2005,1.462772344
Nicaragua,2006,1.530299908
Nicaragua,2007,1.615228646
Nicaragua,2008,1.325430354
Nicaragua,2009,1.193650041
Nicaragua,2010,1.482226314
Nicaragua,2011,1.480628963
Nicaragua,2012,1.8879969
Nicaragua,2013,1.428344784
Nicaragua,2014,1.371612221
Nigeria,1990,-2.503424564
Nigeria,1991,-2.101110235
Nigeria,1992,-4.803648685
Nigeria,1993,-2.880540576
Nigeria,1994,0.631919782
Nigeria,1995,0.512745418
Nigeria,1996,-0.110881456
Nigeria,1997,4.073511304
Nigeria,1998,4.485432335
Nigeria,1999,-7.137004018
Nigeria,2000,-34.07181164
Nigeria,2001,-22.81784472
Nigeria,2002,-24.10810237
Nigeria,2003,-17.3019961
Nigeria,2004,-12.9214477
Nigeria,2005,-12.39775858
Nigeria,2006,-28.55895287
Nigeria,2007,-7.613874149
Nigeria,2008,-8.284008875
Nigeria,2009,5.423139507
Nigeria,2010,-10.69407929
Nigeria,2011,-14.46787817
Nigeria,2012,-24.98950826
Nigeria,2013,3.651832093
Nigeria,2014,1.137372194
Non-OECD,1990,-913.461743
Non-OECD,1991,-839.3290002
Non-OECD,1992,-1523.947619
Non-OECD,1993,-1140.714001
Non-OECD,1994,-1041.478805
Non-OECD,1995,-1026.65246
Non-OECD,1996,-856.9583453
Non-OECD,1997,-856.3519021
Non-OECD,1998,-969.9376059
Non-OECD,1999,-1106.134183
Non-OECD,2000,-1331.299213
Non-OECD,2001,-1160.721029
Non-OECD,2002,-1362.375809
Non-OECD,2003,-1419.55572
Non-OECD,2004,-1740.567394
Non-OECD,2005,-1893.653199
Non-OECD,2006,-2213.808625
Non-OECD,2007,-2172.050174
Non-OECD,2008,-2025.268802
Non-OECD,2009,-1655.374796
Non-OECD,2010,-1805.692067
Non-OECD,2011,-1942.678457
Non-OECD,2012,-1747.731738
Non-OECD,2013,-1577.349641
Non-OECD,2014,-1541.172649
North America,1990,-41.57653054
North America,1991,-58.20103781
North America,1992,28.64765948
North America,1993,-27.31393594
North America,1994,-28.46505149
North America,1995,-63.18025294
North America,1996,-81.40404946
North America,1997,-25.32162114
North America,1998,102.9836963
North America,1999,190.3155351
North America,2000,295.5742266
North America,2001,290.5168583
North America,2002,388.8338752
North America,2003,402.178188
North America,2004,523.5206263
North America,2005,582.5822488
North America,2006,690.0570705
North America,2007,633.6878357
North America,2008,514.3602469
North America,2009,420.8813712
North America,2010,467.1003483
North America,2011,476.3886215
North America,2012,503.0189821
North America,2013,457.5380256
North America,2014,426.6223992
Norway,1990,8.67389194
Norway,1991,7.677989106
Norway,1992,16.75652516
Norway,1993,11.73888971
Norway,1994,9.361977263
Norway,1995,9.962849514
Norway,1996,7.882416977
Norway,1997,7.66620582
Norway,1998,11.01386275
Norway,1999,-2.527943941
Norway,2000,-8.044925669
Norway,2001,-9.07219599
Norway,2002,-2.965458775
Norway,2003,0.986456046
Norway,2004,-0.200142606
Norway,2005,2.320318435
Norway,2006,5.171866794
Norway,2007,8.362967562
Norway,2008,6.500093507
Norway,2009,6.30376649
Norway,2010,5.909164072
Norway,2011,6.729010553
Norway,2012,6.034268578
Norway,2013,4.483114999
Norway,2014,4.482198873
Oceania,1990,-30.52876445
Oceania,1991,-31.57307214
Oceania,1992,-34.44065052
Oceania,1993,-37.25274727
Oceania,1994,-32.96569878
Oceania,1995,-37.40810743
Oceania,1996,-36.48070803
Oceania,1997,-37.93308771
Oceania,1998,-33.9887081
Oceania,1999,-44.7761062
Oceania,2000,-58.92845216
Oceania,2001,-61.01915394
Oceania,2002,-43.06453904
Oceania,2003,-34.12732342
Oceania,2004,-30.14212291
Oceania,2005,-33.25467361
Oceania,2006,-23.09987883
Oceania,2007,-17.4133529
Oceania,2008,-23.92754615
Oceania,2009,-7.441929161
Oceania,2010,-9.554044621
Oceania,2011,3.607177923
Oceania,2012,19.08310935
Oceania,2013,4.171346547
Oceania,2014,2.929290575
OECD,1990,912.7919487
OECD,1991,838.6709545
OECD,1992,1522.899349
OECD,1993,1139.974611
OECD,1994,1040.869342
OECD,1995,1026.006244
OECD,1996,856.1788515
OECD,1997,855.9363289
OECD,1998,968.8076797
OECD,1999,1105.68653
OECD,2000,1330.627859
OECD,2001,1160.099318
OECD,2002,1362.257555
OECD,2003,1418.900437
OECD,2004,1739.767339
OECD,2005,1892.262998
OECD,2006,2212.245959
OECD,2007,2170.905144
OECD,2008,2024.821591
OECD,2009,1655.847265
OECD,2010,1805.741983
OECD,2011,1942.792207
OECD,2012,1747.796005
OECD,2013,1577.845268
OECD,2014,1541.58
Oman,1990,1.665559606
Oman,1991,2.12211455
Oman,1992,2.140002867
Oman,1993,2.436872527
Oman,1994,2.400334595
Oman,1995,2.196187029
Oman,1996,1.471168769
Oman,1997,1.565283066
Oman,1998,2.966214211
Oman,1999,-0.64528964
Oman,2000,-0.784355544
Oman,2001,-1.151398334
Oman,2002,-2.139320223
Oman,2003,-3.601984329
Oman,2004,-3.783437691
Oman,2005,-4.11137311
Oman,2006,-3.819058228
Oman,2007,-4.419542098
Oman,2008,-1.476350686
Oman,2009,0.647827878
Oman,2010,-6.226355888
Oman,2011,-10.62133319
Oman,2012,-4.285141476
Oman,2013,-2.982034232
Oman,2014,-1.799479275
Pakistan,1990,4.642934597
Pakistan,1991,3.022131578
Pakistan,1992,5.428098446
Pakistan,1993,4.803782679
Pakistan,1994,4.493841706
Pakistan,1995,4.762379009
Pakistan,1996,5.070123684
Pakistan,1997,3.297096932
Pakistan,1998,0.360828838
Pakistan,1999,6.962213895
Pakistan,2000,7.046219401
Pakistan,2001,4.267788172
Pakistan,2002,6.794214051
Pakistan,2003,4.2898087
Pakistan,2004,7.034090769
Pakistan,2005,14.69806623
Pakistan,2006,13.70454638
Pakistan,2007,10.44483576
Pakistan,2008,11.53988865
Pakistan,2009,8.984255302
Pakistan,2010,8.366266068
Pakistan,2011,8.656179035
Pakistan,2012,11.08414091
Pakistan,2013,11.59004226
Pakistan,2014,10.8333306
Panama,1990,0.145021314
Panama,1991,-0.218826721
Panama,1992,-0.723074478
Panama,1993,-0.524925315
Panama,1994,-0.737467709
Panama,1995,0.168690039
Panama,1996,-0.513157552
Panama,1997,-0.988563268
Panama,1998,-0.65218184
Panama,1999,0.087312362
Panama,2000,-0.311643624
Panama,2001,-1.282200429
Panama,2002,-0.162765406
Panama,2003,-5.90351158
Panama,2004,-5.002061055
Panama,2005,-7.856487931
Panama,2006,-8.517001594
Panama,2007,-5.955420814
Panama,2008,-1.142389358
Panama,2009,7.820101466
Panama,2010,15.07093727
Panama,2011,5.947099463
Panama,2012,15.5051281
Panama,2013,10.1021007
Panama,2014,10.15446924
Paraguay,1990,1.446416091
Paraguay,1991,1.542908944
Paraguay,1992,1.598262596
Paraguay,1993,1.38910715
Paraguay,1994,1.451276111
Paraguay,1995,1.357547768
Paraguay,1996,1.312148344
Paraguay,1997,1.454249085
Paraguay,1998,1.023795504
Paraguay,1999,1.057458455
Paraguay,2000,1.278856872
Paraguay,2001,1.224871719
Paraguay,2002,0.613885747
Paraguay,2003,0.827499864
Paraguay,2004,1.194958276
Paraguay,2005,1.416528322
Paraguay,2006,1.72507812
Paraguay,2007,1.9695767
Paraguay,2008,3.17191133
Paraguay,2009,2.294154248
Paraguay,2010,3.405932915
Paraguay,2011,3.188266689
Paraguay,2012,3.560892243
Paraguay,2013,3.861963465
Paraguay,2014,3.866863236
Peru,1990,2.52324903
Peru,1991,2.89583085
Peru,1992,3.055961819
Peru,1993,2.653983036
Peru,1994,3.180704957
Peru,1995,3.518257117
Peru,1996,3.309227861
Peru,1997,3.483514276
Peru,1998,3.952679483
Peru,1999,3.931068391
Peru,2000,4.002446265
Peru,2001,3.787983239
Peru,2002,5.640673138
Peru,2003,3.199901936
Peru,2004,1.310443616
Peru,2005,0.602094606
Peru,2006,1.77117169
Peru,2007,0.145323781
Peru,2008,7.467135561
Peru,2009,0.887614039
Peru,2010,4.05246918
Peru,2011,6.450434551
Peru,2012,8.611123989
Peru,2013,9.87789764
Peru,2014,10.26498491
Philippines,1990,20.34176858
Philippines,1991,18.22028247
Philippines,1992,27.56363092
Philippines,1993,22.37145282
Philippines,1994,19.86155038
Philippines,1995,19.05799426
Philippines,1996,17.5511667
Philippines,1997,16.912352
Philippines,1998,10.03217677
Philippines,1999,14.79805889
Philippines,2000,17.61929363
Philippines,2001,16.93492505
Philippines,2002,14.34443084
Philippines,2003,20.57692284
Philippines,2004,17.77695947
Philippines,2005,21.11616842
Philippines,2006,20.86236935
Philippines,2007,21.68939028
Philippines,2008,22.98088024
Philippines,2009,18.98434145
Philippines,2010,22.20684814
Philippines,2011,24.10152307
Philippines,2012,26.1408777
Philippines,2013,29.63643981
Philippines,2014,27.22341742
Poland,1990,-53.87452365
Poland,1991,-35.976968
Poland,1992,-17.47453248
Poland,1993,-28.17136088
Poland,1994,-36.51829512
Poland,1995,-41.2895395
Poland,1996,-48.45199498
Poland,1997,-46.15842187
Poland,1998,-43.88133593
Poland,1999,-22.77061512
Poland,2000,-23.78193718
Poland,2001,-24.9746279
Poland,2002,-25.00942442
Poland,2003,-37.64355366
Poland,2004,-37.20095768
Poland,2005,-34.98385628
Poland,2006,-30.84821148
Poland,2007,-18.95436278
Poland,2008,-9.768759633
Poland,2009,-12.47164584
Poland,2010,-12.09443732
Poland,2011,-8.526673672
Poland,2012,-9.053435717
Poland,2013,-16.42471981
Poland,2014,-15.11781278
Portugal,1990,7.137039874
Portugal,1991,7.456144796
Portugal,1992,9.464689095
Portugal,1993,9.262810615
Portugal,1994,9.240596831
Portugal,1995,9.030952347
Portugal,1996,9.108548493
Portugal,1997,10.42692298
Portugal,1998,10.83411604
Portugal,1999,7.234090317
Portugal,2000,13.42098668
Portugal,2001,12.64386382
Portugal,2002,11.89358489
Portugal,2003,14.27277225
Portugal,2004,15.69115745
Portugal,2005,17.78412463
Portugal,2006,17.24519867
Portugal,2007,14.36250593
Portugal,2008,14.96004249
Portugal,2009,10.61684951
Portugal,2010,13.0145976
Portugal,2011,11.44805362
Portugal,2012,7.774915054
Portugal,2013,7.528471363
Portugal,2014,7.401455517
Qatar,1990,-0.630617648
Qatar,1991,-1.503002022
Qatar,1992,-3.632853632
Qatar,1993,-3.75327255
Qatar,1994,-3.381913161
Qatar,1995,-3.307251386
Qatar,1996,-3.483704569
Qatar,1997,-5.956415085
Qatar,1998,-3.978364734
Qatar,1999,-13.55005593
Qatar,2000,-16.67882824
Qatar,2001,-19.7913362
Qatar,2002,-16.14806471
Qatar,2003,-15.6367323
Qatar,2004,-17.37744004
Qatar,2005,-18.52020054
Qatar,2006,-26.7301809
Qatar,2007,-23.09322064
Qatar,2008,-18.88595397
Qatar,2009,-13.96116641
Qatar,2010,-17.92373636
Qatar,2011,-28.33324018
Qatar,2012,-31.96953627
Qatar,2013,-26.60751226
Qatar,2014,-22.42446674
Romania,1990,-12.92839213
Romania,1991,-12.26517915
Romania,1992,-11.8564852
Romania,1993,-11.30486035
Romania,1994,-16.87223771
Romania,1995,-21.04415063
Romania,1996,-28.05429472
Romania,1997,-29.15549328
Romania,1998,-17.2850048
Romania,1999,-9.946521125
Romania,2000,-10.72604806
Romania,2001,-10.46985862
Romania,2002,-10.78344486
Romania,2003,-10.31797052
Romania,2004,-6.695207881
Romania,2005,-0.778262754
Romania,2006,10.12896623
Romania,2007,4.286331896
Romania,2008,11.5217068
Romania,2009,4.470845294
Romania,2010,7.923709461
Romania,2011,5.734666301
Romania,2012,2.900289207
Romania,2013,2.481943106
Romania,2014,1.862960174
Russia,1990,-509.0039571
Russia,1991,-336.6233314
Russia,1992,-1229.516269
Russia,1993,-774.2535601
Russia,1994,-483.2877832
Russia,1995,-454.8598525
Russia,1996,-331.926565
Russia,1997,-309.2832118
Russia,1998,-415.4065795
Russia,1999,-467.9713621
Russia,2000,-467.175085
Russia,2001,-384.2758529
Russia,2002,-366.2701977
Russia,2003,-343.5255754
Russia,2004,-335.1111319
Russia,2005,-324.0905272
Russia,2006,-364.9026859
Russia,2007,-286.6844634
Russia,2008,-305.0071733
Russia,2009,-268.4396713
Russia,2010,-283.8132526
Russia,2011,-290.8950071
Russia,2012,-253.6306995
Russia,2013,-229.8878001
Russia,2014,-255.5199825
Saudi Arabia,1990,-15.81954622
Saudi Arabia,1991,-21.76011982
Saudi Arabia,1992,-22.87319865
Saudi Arabia,1993,-22.1181032
Saudi Arabia,1994,-21.32144148
Saudi Arabia,1995,-11.61403088
Saudi Arabia,1996,-15.16578311
Saudi Arabia,1997,-10.17481648
Saudi Arabia,1998,11.61048056
Saudi Arabia,1999,-33.64134843
Saudi Arabia,2000,-81.34532797
Saudi Arabia,2001,-70.20160828
Saudi Arabia,2002,-80.63615695
Saudi Arabia,2003,-24.05170963
Saudi Arabia,2004,-44.05903185
Saudi Arabia,2005,-41.12988014
Saudi Arabia,2006,-34.02480214
Saudi Arabia,2007,-20.89997433
Saudi Arabia,2008,-26.39197981
Saudi Arabia,2009,-22.64971467
Saudi Arabia,2010,-28.37419774
Saudi Arabia,2011,-31.55938106
Saudi Arabia,2012,-44.00264659
Saudi Arabia,2013,-9.46702041
Saudi Arabia,2014,-9.202234167
Senegal,1990,0.166516664
Senegal,1991,0.163886787
Senegal,1992,0.231300557
Senegal,1993,0.22972387
Senegal,1994,0.062993098
Senegal,1995,0.214043377
Senegal,1996,0.595317694
Senegal,1997,0.745519897
Senegal,1998,0.785084698
Senegal,1999,0.577045734
Senegal,2000,0.681995612
Senegal,2001,0.68778329
Senegal,2002,1.747747389
Senegal,2003,0.889770001
Senegal,2004,0.84778911
Senegal,2005,1.120641011
Senegal,2006,1.490971268
Senegal,2007,1.560451928
Senegal,2008,1.932034996
Senegal,2009,1.289010322
Senegal,2010,0.283710984
Senegal,2011,0.38576734
Senegal,2012,1.135281974
Senegal,2013,0.897122044
Senegal,2014,0.76191787
Singapore,1990,26.70836827
Singapore,1991,28.81651244
Singapore,1992,36.08769589
Singapore,1993,33.23034984
Singapore,1994,29.62422647
Singapore,1995,46.2236886
Singapore,1996,50.15510967
Singapore,1997,47.8817266
Singapore,1998,41.08478701
Singapore,1999,52.40851155
Singapore,2000,69.8335606
Singapore,2001,55.51492966
Singapore,2002,57.98915842
Singapore,2003,75.00388994
Singapore,2004,83.84298389
Singapore,2005,112.092262
Singapore,2006,137.375241
Singapore,2007,84.30708632
Singapore,2008,81.17407121
Singapore,2009,64.40965714
Singapore,2010,70.97617444
Singapore,2011,74.2795578
Singapore,2012,71.64301841
Singapore,2013,70.42762994
Singapore,2014,67.55435814
Slovakia,1990,10.63450626
Slovakia,1991,3.335072412
Slovakia,1992,5.813084804
Slovakia,1993,4.233890707
Slovakia,1994,0.353142103
Slovakia,1995,1.543616627
Slovakia,1996,2.444289972
Slovakia,1997,1.94029357
Slovakia,1998,3.588395567
Slovakia,1999,2.276681496
Slovakia,2000,3.996382032
Slovakia,2001,3.44093598
Slovakia,2002,4.027910553
Slovakia,2003,2.231847109
Slovakia,2004,1.777034973
Slovakia,2005,2.594582158
Slovakia,2006,6.18852241
Slovakia,2007,8.554971813
Slovakia,2008,11.36267021
Slovakia,2009,9.527119549
Slovakia,2010,11.06795408
Slovakia,2011,12.55376835
Slovakia,2012,10.87471897
Slovakia,2013,12.18865001
Slovakia,2014,13.28730954
Slovenia,1990,0.860012742
Slovenia,1991,1.198872534
Slovenia,1992,5.207621552
Slovenia,1993,3.611280898
Slovenia,1994,2.410693631
Slovenia,1995,3.062020423
Slovenia,1996,1.71938793
Slovenia,1997,1.84522705
Slovenia,1998,2.637949588
Slovenia,1999,2.334290318
Slovenia,2000,3.144497975
Slovenia,2001,1.886043115
Slovenia,2002,1.93861361
Slovenia,2003,2.183833787
Slovenia,2004,1.77831787
Slovenia,2005,2.26471583
Slovenia,2006,3.784982273
Slovenia,2007,4.069318091
Slovenia,2008,3.931700868
Slovenia,2009,3.498013724
Slovenia,2010,4.572918288
Slovenia,2011,6.371725453
Slovenia,2012,3.650737995
Slovenia,2013,3.879879087
Slovenia,2014,4.43212264
South Africa,1990,-93.95140279
South Africa,1991,-88.03928275
South Africa,1992,-78.68185068
South Africa,1993,-88.69350018
South Africa,1994,-88.62633141
South Africa,1995,-98.74836116
South Africa,1996,-108.5115754
South Africa,1997,-113.0084779
South Africa,1998,-117.4034517
South Africa,1999,-92.38090913
South Africa,2000,-100.5263354
South Africa,2001,-111.0373902
South Africa,2002,-111.4079229
South Africa,2003,-124.0264321
South Africa,2004,-126.1053889
South Africa,2005,-112.5879418
South Africa,2006,-117.5444726
South Africa,2007,-133.3628321
South Africa,2008,-164.3536816
South Africa,2009,-149.3549718
South Africa,2010,-136.5432487
South Africa,2011,-141.5011574
South Africa,2012,-131.016892
South Africa,2013,-134.503055
South Africa,2014,-139.8216404
South America,1990,12.22395593
South America,1991,20.43199218
South America,1992,31.53675186
South America,1993,22.88560545
South America,1994,21.83408909
South America,1995,29.95177197
South America,1996,26.30928951
South America,1997,44.34913607
South America,1998,47.13148972
South America,1999,-27.0687808
South America,2000,-30.48880991
South America,2001,-33.13099596
South America,2002,-98.30270537
South America,2003,-76.0194464
South America,2004,-71.18174646
South America,2005,-56.70391234
South America,2006,-43.48369389
South America,2007,-8.386095658
South America,2008,26.26389801
South America,2009,22.51374349
South America,2010,49.77093959
South America,2011,69.06689753
South America,2012,83.30695544
South America,2013,88.6155689
South America,2014,84.98478881
South Korea,1990,72.53997315
South Korea,1991,69.93378623
South Korea,1992,100.6608094
South Korea,1993,76.67167162
South Korea,1994,73.64780158
South Korea,1995,69.72715894
South Korea,1996,74.59335006
South Korea,1997,57.09428828
South Korea,1998,-13.71311942
South Korea,1999,30.35627901
South Korea,2000,43.00682724
South Korea,2001,24.58774857
South Korea,2002,49.9271193
South Korea,2003,51.48804939
South Korea,2004,53.08465567
South Korea,2005,97.38289179
South Korea,2006,125.3432401
South Korea,2007,123.336112
South Korea,2008,118.3715612
South Korea,2009,50.00292018
South Korea,2010,65.26994482
South Korea,2011,62.42100719
South Korea,2012,49.4193938
South Korea,2013,48.44951966
South Korea,2014,53.12385376
Spain,1990,35.86749115
Spain,1991,31.59080374
Spain,1992,45.03012034
Spain,1993,33.09431496
Spain,1994,23.87825098
Spain,1995,21.58064171
Spain,1996,17.34874654
Spain,1997,9.953770138
Spain,1998,18.0063418
Spain,1999,11.87038661
Spain,2000,15.15796865
Spain,2001,16.79530055
Spain,2002,23.43008185
Spain,2003,25.73032086
Spain,2004,40.76660567
Spain,2005,51.37535576
Spain,2006,73.93240832
Spain,2007,78.88807478
Spain,2008,76.55984806
Spain,2009,58.03006924
Spain,2010,64.15317919
Spain,2011,55.74990687
Spain,2012,37.48593252
Spain,2013,35.59281745
Spain,2014,32.46221687
Sri Lanka,1990,2.424550285
Sri Lanka,1991,2.764577608
Sri Lanka,1992,2.701124984
Sri Lanka,1993,2.906216127
Sri Lanka,1994,3.162459514
Sri Lanka,1995,3.324291158
Sri Lanka,1996,3.068825512
Sri Lanka,1997,2.680610165
Sri Lanka,1998,3.266807081
Sri Lanka,1999,5.125609668
Sri Lanka,2000,4.712032077
Sri Lanka,2001,4.959689012
Sri Lanka,2002,6.086391251
Sri Lanka,2003,5.54788979
Sri Lanka,2004,5.511904655
Sri Lanka,2005,7.111445388
Sri Lanka,2006,6.668408048
Sri Lanka,2007,6.237044528
Sri Lanka,2008,8.456517641
Sri Lanka,2009,6.962566786
Sri Lanka,2010,7.847651488
Sri Lanka,2011,10.85459411
Sri Lanka,2012,11.33091095
Sri Lanka,2013,11.31921795
Sri Lanka,2014,10.978935
Sweden,1990,28.23719116
Sweden,1991,26.90864881
Sweden,1992,37.15386882
Sweden,1993,29.92225867
Sweden,1994,26.36619953
Sweden,1995,25.75716413
Sweden,1996,26.2511395
Sweden,1997,26.03359827
Sweden,1998,26.32818285
Sweden,1999,24.66686781
Sweden,2000,27.58343757
Sweden,2001,22.60372394
Sweden,2002,24.24917452
Sweden,2003,28.80823341
Sweden,2004,31.91290343
Sweden,2005,33.09670562
Sweden,2006,35.65629415
Sweden,2007,38.91267146
Sweden,2008,36.79847197
Sweden,2009,27.42218212
Sweden,2010,33.19402255
Sweden,2011,33.82363793
Sweden,2012,32.06097925
Sweden,2013,29.59419912
Sweden,2014,28.7240142
Switzerland,1990,41.52097937
Switzerland,1991,41.39007327
Switzerland,1992,48.73810373
Switzerland,1993,42.99669412
Switzerland,1994,43.25434626
Switzerland,1995,46.10496778
Switzerland,1996,63.32603799
Switzerland,1997,52.20017876
Switzerland,1998,71.41143024
Switzerland,1999,57.35495199
Switzerland,2000,66.76803282
Switzerland,2001,54.75848449
Switzerland,2002,49.37337619
Switzerland,2003,62.14250293
Switzerland,2004,62.31297185
Switzerland,2005,63.64208484
Switzerland,2006,63.12361235
Switzerland,2007,71.73129112
Switzerland,2008,72.66202899
Switzerland,2009,66.19574039
Switzerland,2010,64.10521701
Switzerland,2011,80.21523342
Switzerland,2012,72.52898889
Switzerland,2013,85.118551
Switzerland,2014,84.13678603
Taiwan,1990,51.97541992
Taiwan,1991,41.75493327
Taiwan,1992,78.90873274
Taiwan,1993,55.89505273
Taiwan,1994,49.52065474
Taiwan,1995,46.32515055
Taiwan,1996,24.22704894
Taiwan,1997,28.7351988
Taiwan,1998,19.32187621
Taiwan,1999,23.58439747
Taiwan,2000,30.79548317
Taiwan,2001,-1.742688057
Taiwan,2002,9.136611296
Taiwan,2003,6.319494356
Taiwan,2004,29.30350665
Taiwan,2005,25.57482761
Taiwan,2006,19.92250443
Taiwan,2007,19.67230841
Taiwan,2008,16.53753273
Taiwan,2009,3.994608355
Taiwan,2010,17.30478212
Taiwan,2011,9.877257418
Taiwan,2012,16.85238124
Taiwan,2013,9.934520367
Taiwan,2014,4.83579422
Tanzania,1990,1.415933624
Tanzania,1991,1.491726463
Tanzania,1992,1.502585663
Tanzania,1993,1.508946227
Tanzania,1994,1.612418279
Tanzania,1995,1.402576287
Tanzania,1996,1.102772525
Tanzania,1997,1.534231478
Tanzania,1998,1.737889089
Tanzania,1999,1.949183949
Tanzania,2000,2.224549759
Tanzania,2001,2.088628607
Tanzania,2002,2.130793011
Tanzania,2003,2.573136206
Tanzania,2004,2.605549115
Tanzania,2005,2.815541472
Tanzania,2006,3.594271224
Tanzania,2007,3.503221721
Tanzania,2008,4.805709983
Tanzania,2009,4.952415285
Tanzania,2010,4.921080915
Tanzania,2011,6.092513329
Tanzania,2012,6.713945456
Tanzania,2013,8.691784876
Tanzania,2014,8.226060407
Thailand,1990,32.60695157
Thailand,1991,25.69316117
Thailand,1992,51.11568001
Thailand,1993,33.2101349
Thailand,1994,24.50915898
Thailand,1995,17.52292634
Thailand,1996,9.248383044
Thailand,1997,-7.950513465
Thailand,1998,-30.68027082
Thailand,1999,-20.71132592
Thailand,2000,-18.18095385
Thailand,2001,-25.31475993
Thailand,2002,-35.41857873
Thailand,2003,-25.57525244
Thailand,2004,-18.50808831
Thailand,2005,-9.228117952
Thailand,2006,-18.39831356
Thailand,2007,-18.50003143
Thailand,2008,-6.395368163
Thailand,2009,-25.35064794
Thailand,2010,-15.20292423
Thailand,2011,-5.543031691
Thailand,2012,-2.009653966
Thailand,2013,3.959470944
Thailand,2014,-2.489814745
Togo,1990,0.320154115
Togo,1991,0.35024371
Togo,1992,0.393935588
Togo,1993,0.410643514
Togo,1994,0.49145229
Togo,1995,0.518662203
Togo,1996,0.416740271
Togo,1997,0.44344886
Togo,1998,0.592808778
Togo,1999,0.109245555
Togo,2000,0.178361393
Togo,2001,0.528513216
Togo,2002,0.556498193
Togo,2003,0.864287362
Togo,2004,0.943725895
Togo,2005,1.715540224
Togo,2006,2.062693113
Togo,2007,3.442133996
Togo,2008,2.479668775
Togo,2009,1.709590525
Togo,2010,2.212468237
Togo,2011,2.175903805
Togo,2012,5.876491371
Togo,2013,4.606939524
Togo,2014,4.545485277
Trinidad and Tobago,1990,-5.198892812
Trinidad and Tobago,1991,-5.917159354
Trinidad and Tobago,1992,-5.727751043
Trinidad and Tobago,1993,-4.340870868
Trinidad and Tobago,1994,-5.774296866
Trinidad and Tobago,1995,-7.112612952
Trinidad and Tobago,1996,-6.855381467
Trinidad and Tobago,1997,-5.207040709
Trinidad and Tobago,1998,-4.466354271
Trinidad and Tobago,1999,-7.932097342
Trinidad and Tobago,2000,-10.00187534
Trinidad and Tobago,2001,-9.343903326
Trinidad and Tobago,2002,-8.774463594
Trinidad and Tobago,2003,-13.67014866
Trinidad and Tobago,2004,-16.84634631
Trinidad and Tobago,2005,-18.77185156
Trinidad and Tobago,2006,-42.5087753
Trinidad and Tobago,2007,-36.70942284
Trinidad and Tobago,2008,-34.62113249
Trinidad and Tobago,2009,-20.27488649
Trinidad and Tobago,2010,-26.31713999
Trinidad and Tobago,2011,-27.69316412
