Entity,Year,Total government expenditure on education (World Bank (2015)),Share of education in government expenditure (World Bank (2015)),Expenditure on primary as % of government expenditure on education (World Bank (2015))
Norway,2004,7.30252,16.53605,25.24975
Norway,2005,6.86868,16.7517,25.02401
Norway,2006,6.38566,16.23354,25.63983
Norway,2007,6.53527,16.55713,25.00246
Norway,2008,6.28934,16.1489,25.21059
Norway,2009,7.09982,15.76085,26.05567
Norway,2010,6.74996,15.30602,26.66643
Norway,2011,6.45616,15.01093,25.95561
Norway,2012,7.37183,17.45271,22.03195
Oman,1996,3.18452,,
Oman,1997,3.3568,9.12556,
Oman,1998,4.11234,9.9918,39.07727
Oman,1999,4.00595,10.32786,37.41781
Oman,2000,3.20024,8.98344,
Oman,2001,4.02031,10.58399,37.93771
Oman,2002,4.32507,11.06248,46.80582
Oman,2003,3.89697,10.03896,
Oman,2004,4.02838,10.31647,47.97666
Oman,2005,3.51722,10.05364,50.5356
Oman,2006,3.85934,11.22463,
Oman,2009,4.18775,10.94918,32.95369
Pakistan,1996,2.81057,,
Pakistan,1997,3.0223,,
Pakistan,1999,2.61149,11.30733,
Pakistan,2000,1.83782,8.48988,
Pakistan,2004,1.94841,11.22935,
Pakistan,2005,2.25436,13.77751,
Pakistan,2006,2.62638,15.28909,
Pakistan,2007,2.63527,15.4455,
Pakistan,2008,2.74623,14.09698,
Pakistan,2009,2.59078,12.08264,
Pakistan,2010,2.28687,11.86466,
Pakistan,2011,2.22175,10.92462,
Pakistan,2012,2.13628,11.04063,
Pakistan,2013,2.49344,11.51398,32.6824
Pakistan,2014,2.45459,11.30067,35.13516
Palau,2000,7.81618,13.80012,
Palau,2001,7.52348,15.1165,44.86443
Palau,2002,7.47689,15.34344,
Panama,1996,4.33518,,
Panama,1997,4.07345,17.35391,
Panama,1999,4.83591,18.97315,38.41875
Panama,2000,5.03969,19.83194,37.61984
Panama,2001,4.34738,16.63913,33.40638
Panama,2002,4.43821,16.9575,32.0895
Panama,2003,4.41392,16.34301,
Panama,2004,3.78917,14.56827,34.51866
Panama,2008,3.54055,14.88983,
Panama,2011,3.29343,13.01972,23.47102
Paraguay,1998,4.30809,17.54141,
Paraguay,1999,4.45497,21.87683,
Paraguay,2000,4.57071,21.55939,46.40348
Paraguay,2001,4.25042,19.87923,47.26645
Paraguay,2002,3.87704,18.81539,46.87771
Paraguay,2003,3.94925,20.8618,46.44362
Paraguay,2004,3.43809,18.22925,46.62214
Paraguay,2007,3.54604,19.33039,39.21369
Paraguay,2010,3.76766,18.72218,38.50655
Paraguay,2011,4.96643,23.24948,30.24235
Paraguay,2012,4.96304,19.60245,38.25415
Peru,1996,3.19257,,
Peru,1998,3.33631,,40.28828
Peru,1999,3.50094,,41.34381
Peru,2000,3.2764,15.25037,41.85999
Peru,2001,3.06289,14.79623,38.96946
Peru,2002,2.83824,14.57806,37.06412
Peru,2003,2.92289,14.65831,35.9535
Peru,2004,2.96114,15.27385,37.22076
Peru,2005,2.88118,14.27852,35.5932
Peru,2006,2.67639,14.0353,40.44302
Peru,2007,2.6294,14.14177,40.88647
Peru,2008,2.84364,14.53442,40.47731
Peru,2009,3.13037,14.59631,40.3786
Peru,2010,2.84742,13.55558,39.86038
Peru,2011,2.68161,13.55255,38.83053
Peru,2012,2.92168,14.37909,36.6123
Peru,2013,3.27688,15.20863,39.69055
Peru,2014,3.657,16.2449,38.47043
Philippines,1996,3.36287,,
Philippines,1997,3.56313,15.3684,
Philippines,1998,3.81449,18.18099,
Philippines,2000,3.26766,15.20676,60.45892
Philippines,2001,3.02662,13.91591,60.44693
Philippines,2002,2.99708,14.06893,57.51813
Philippines,2003,3.0447,14.38022,59.06715
Philippines,2004,2.56797,12.7509,54.32305
Philippines,2005,2.42629,12.42232,51.99414
Philippines,2006,2.53381,13.26849,
Philippines,2007,2.59534,13.66697,50.47004
Philippines,2008,2.69298,14.44199,50.63602
Philippines,2009,2.65295,13.21117,54.97509
Philippines,2013,3.41,,
Poland,1996,6.38143,,
Poland,1998,4.98045,11.27881,
Poland,1999,4.6411,10.8919,
Poland,2000,4.99362,12.19891,
Poland,2001,5.32975,12.17392,
Poland,2002,5.39797,12.22743,33.71073
Poland,2003,5.33218,11.97418,33.37789
Poland,2004,5.38899,12.6811,31.5182
Poland,2005,5.45666,12.1865,30.95879
Poland,2006,5.22829,12.62833,32.53095
Poland,2007,4.87176,11.25322,32.28669
Poland,2008,5.07496,11.45085,31.04745
Poland,2009,5.02705,11.13928,31.04314
Poland,2010,5.09644,11.10892,31.03347
Poland,2011,4.86121,11.06334,30.71056
Portugal,1996,5.06512,,
Portugal,1999,5.04535,11.85663,29.53307
Portugal,2000,5.16177,12.10436,29.94187
Portugal,2001,5.33507,12.09401,30.30813
Portugal,2002,5.25588,12.02215,30.97305
Portugal,2003,5.27827,11.64595,30.37897
Portugal,2004,5.0423,10.94621,31.25675
Portugal,2005,5.07076,10.86354,30.64015
Portugal,2006,4.90802,11.43944,30.1717
Portugal,2007,4.92191,11.06376,27.90047
Portugal,2008,4.70213,10.37183,28.82131
Portugal,2009,5.56214,11.07481,27.01513
Portugal,2010,5.40289,10.42656,26.9713
Portugal,2011,5.12129,10.24668,27.67996
Puerto Rico,2013,6.38242,21.58274,21.64043
Qatar,1998,3.57767,7.93362,
Qatar,1999,4.3453,9.63585,
Qatar,2000,3.72598,9.57736,
Qatar,2001,3.20019,10.19462,
Qatar,2002,3.84656,11.97642,
Qatar,2003,3.37394,10.43067,
Qatar,2004,3.46259,11.76485,
Qatar,2005,3.97188,12.70809,
Qatar,2006,2.70487,8.63605,
Qatar,2007,2.45446,8.10067,
Qatar,2008,4.22755,14.222,
Qatar,2009,3.41315,14.32702,17.63843
Qatar,2010,4.53966,13.17872,
Qatar,2011,4.01224,12.70807,
Qatar,2012,3.46552,11.80998,
Qatar,2013,4.00712,12.76523,
Qatar,2014,3.52539,11.13241,
Romania,1996,3.38874,,
Romania,2000,2.86468,8.18758,
Romania,2001,3.25094,9.84882,
Romania,2002,3.50999,10.92235,
Romania,2003,3.44506,11.13906,15.90884
Romania,2004,3.27684,9.84331,13.96431
Romania,2005,3.47503,10.83668,13.76993
Romania,2007,4.24614,12.00496,19.89485
Romania,2009,4.23975,11.02129,18.42169
Romania,2010,3.52577,9.12913,16.40806
Romania,2011,3.07337,8.33493,15.80244
Romania,2012,2.9855,8.43579,15.91537
Russia,2000,2.93981,8.95183,
Russia,2001,3.10602,9.21335,
Russia,2002,3.83902,10.58385,
Russia,2003,3.67854,10.53169,
Russia,2004,3.54787,11.17592,
Russia,2005,3.77193,11.95056,
Russia,2006,3.86626,12.4258,
Russia,2008,4.10175,11.95923,
Russia,2012,4.15467,11.14676,
Rwanda,1999,4.57848,21.90942,
Rwanda,2000,4.09511,21.09614,48.17785
Rwanda,2001,5.66607,26.69957,
Rwanda,2007,4.29646,18.77496,46.26699
Rwanda,2008,3.782,15.59088,45.59538
Rwanda,2010,4.95011,17.37576,36.73722
Rwanda,2011,4.71131,15.38505,31.8464
Rwanda,2012,4.75101,15.92128,36.24898
Rwanda,2013,5.02795,16.59715,30.11024
Saint Kitts and Nevis,1998,5.36297,14.4316,49.28903
Saint Kitts and Nevis,1999,4.42932,10.32295,
Saint Kitts and Nevis,2000,4.75855,13.68505,
Saint Kitts and Nevis,2001,4.40403,14.20753,
Saint Kitts and Nevis,2002,3.92256,9.95556,
Saint Kitts and Nevis,2003,3.84377,11.86328,
Saint Kitts and Nevis,2004,4.01691,11.53994,
Saint Kitts and Nevis,2005,3.85991,11.05621,
Saint Kitts and Nevis,2006,4.1125,12.2831,
Saint Kitts and Nevis,2007,4.2253,12.75324,
Saint Lucia,1998,7.37781,29.43382,
Saint Lucia,1999,7.25485,26.03627,61.06226
Saint Lucia,2001,6.89582,25.85463,
Saint Lucia,2003,4.33087,15.42216,47.21373
Saint Lucia,2004,4.14074,15.04104,47.21373
Saint Lucia,2005,5.14566,16.30697,
Saint Lucia,2006,5.62154,19.01138,
Saint Lucia,2008,5.23876,19.94337,
Saint Lucia,2009,3.76522,13.89532,42.78284
Saint Lucia,2010,4.14863,14.20208,42.279
Saint Lucia,2011,4.28743,13.83676,42.30461
Saint Lucia,2012,4.00259,12.19245,40.27038
Saint Lucia,2013,4.75612,13.84786,37.07721
Saint Lucia,2014,4.83666,15.30152,35.54416
Saint Vincent and the Grenadines,1998,4.74102,14.84942,63.51695
Saint Vincent and the Grenadines,1999,6.77285,21.14544,
Saint Vincent and the Grenadines,2000,7.91381,30.7892,48.64321
Saint Vincent and the Grenadines,2002,7.80199,28.70131,
Saint Vincent and the Grenadines,2003,8.63783,31.47551,39.23023
Saint Vincent and the Grenadines,2005,6.35081,22.59199,40.9659
Saint Vincent and the Grenadines,2007,5.67432,20.03841,51.92939
Saint Vincent and the Grenadines,2009,5.68978,17.3385,41.89948
Saint Vincent and the Grenadines,2010,5.08415,15.48563,41.38267
Samoa,1999,4.01625,13.41717,32.0545
Samoa,2000,3.58293,10.4613,31.60662
Samoa,2001,3.82629,12.77033,36.23877
Samoa,2002,3.84139,12.7938,45.78623
Samoa,2008,5.14421,16.06423,
San Marino,1996,3.36902,,
San Marino,2010,2.30937,10.78129,31.69543
San Marino,2011,2.38373,10.64036,33.32141
Sao Tome and Principe,2002,2.73836,6.42829,
Sao Tome and Principe,2003,3.27162,6.68909,
Sao Tome and Principe,2004,3.34744,5.84991,
Sao Tome and Principe,2005,5.37622,12.12649,
Sao Tome and Principe,2006,4.51109,9.69203,
Sao Tome and Principe,2007,6.49984,16.65969,
Sao Tome and Principe,2008,5.69243,18.24332,
Sao Tome and Principe,2009,10.20764,20.55948,
Sao Tome and Principe,2010,9.47942,19.3236,
Sao Tome and Principe,2012,6.08027,13.71965,51.52398
Sao Tome and Principe,2013,5.79135,18.82657,53.29614
Sao Tome and Principe,2014,3.90599,12.30941,55.81724
Saudi Arabia,1996,4.97447,,
Saudi Arabia,1997,4.60518,12.29582,
Saudi Arabia,1998,8.33827,23.98243,
Saudi Arabia,1999,7.10566,23.3294,
Saudi Arabia,2000,5.94348,17.83659,
Saudi Arabia,2001,7.76633,20.89614,
Saudi Arabia,2002,7.67961,21.29412,
Saudi Arabia,2003,7.14598,21.45522,
Saudi Arabia,2004,6.27747,20.18866,
Saudi Arabia,2005,5.43092,19.29229,
Saudi Arabia,2006,5.89117,21.60387,
Saudi Arabia,2008,5.13781,19.25742,
Senegal,1998,3.2003,18.73254,39.8846
Senegal,1999,3.15144,16.82036,
Senegal,2000,3.15748,17.61849,
Senegal,2001,3.29467,15.72974,
Senegal,2002,3.39194,16.72192,
Senegal,2003,3.50941,16.11751,
Senegal,2004,3.85473,16.96225,
Senegal,2005,5.13696,21.77104,41.80923
Senegal,2006,4.7723,17.95464,45.30008
Senegal,2008,5.04807,19.22612,44.92799
Senegal,2009,5.53451,20.88079,43.51306
Senegal,2010,5.59998,20.72314,39.6478
Serbia,2007,4.51091,10.39359,48.1122
Serbia,2008,4.70663,10.83843,47.23863
Serbia,2009,4.75188,10.93675,47.13679
Serbia,2010,4.58655,10.51358,45.85546
Serbia,2011,4.49298,10.60352,45.2564
Serbia,2012,4.42658,9.59923,
Seychelles,1996,7.77922,,
Seychelles,1998,5.99207,9.87257,17.74752
Seychelles,1999,5.261,9.37376,
Seychelles,2002,5.19333,9.22016,32.01208
Seychelles,2003,5.37493,12.0432,32.82093
Seychelles,2006,4.77012,10.95452,
Seychelles,2011,3.60646,10.38641,23.95993
Sierra Leone,2000,4.94937,20.7313,
Sierra Leone,2001,3.46767,17.9708,
Sierra Leone,2002,3.58631,17.70319,
Sierra Leone,2003,3.29477,17.31936,
Sierra Leone,2004,3.14475,17.1488,
Sierra Leone,2005,2.83588,15.50661,
Sierra Leone,2007,2.55851,19.75022,52.04204
Sierra Leone,2008,2.41317,14.93093,50.16805
Sierra Leone,2009,2.77814,15.89641,48.89005
Sierra Leone,2010,2.58864,12.80193,50.72296
Sierra Leone,2011,2.67841,12.41147,52.55665
Sierra Leone,2012,2.8817,14.12596,49.53167
Sierra Leone,2013,2.37598,15.20228,48.85806
Sierra Leone,2014,2.72976,15.09175,43.09439
Singapore,2000,3.32136,14.15517,
Singapore,2001,3.55138,18.10959,
Singapore,2002,3.90063,17.6956,
Singapore,2003,4.00778,22.67977,
Singapore,2004,3.67701,26.36067,
Singapore,2005,3.21966,23.8523,
Singapore,2006,2.86787,23.10702,
Singapore,2007,2.96336,22.50065,
Singapore,2008,2.77936,22.8247,22.46982
Singapore,2009,3.03184,17.52529,21.6226
Singapore,2010,3.10836,16.55659,20.82998
Singapore,2011,3.07419,20.61663,20.24218
Singapore,2012,3.11531,20.94088,20.56534
Singapore,2013,2.90507,19.92994,21.98366
Slovakia,1996,4.13969,,
Slovakia,1997,4.12943,8.55968,
Slovakia,1999,4.1133,8.61408,14.28788
Slovakia,2000,3.87263,7.47054,15.64118
Slovakia,2001,3.94239,8.89935,14.89417
Slovakia,2002,4.24367,9.47443,13.72957
Slovakia,2003,4.21008,10.63662,14.95036
Slovakia,2004,4.10176,10.93355,13.39768
Slovakia,2005,3.76648,9.5924,17.14019
Slovakia,2006,3.72126,9.67682,17.59988
Slovakia,2007,3.54054,9.81596,18.45534
Slovakia,2008,3.54412,9.66711,17.98809
Slovakia,2009,4.02503,9.18133,18.40057
Slovakia,2010,4.13874,9.85753,20.6537
Slovakia,2011,3.98871,9.83438,19.04558
Slovakia,2012,3.93731,9.79439,18.77111
Slovenia,2001,5.75708,13.81725,19.32354
Slovenia,2002,5.65512,13.72527,20.91726
Slovenia,2003,5.69129,13.69596,21.76347
Slovenia,2004,5.63518,13.49902,
Slovenia,2005,5.58241,13.29055,
Slovenia,2006,5.57559,13.3197,
Slovenia,2007,5.10509,12.89666,
Slovenia,2008,5.10609,12.54904,
Slovenia,2009,5.56859,12.30418,
Slovenia,2010,5.56756,12.08019,28.52712
Slovenia,2011,5.56985,12.07168,28.08915
Slovenia,2012,5.65882,12.63184,27.77726
Solomon Islands,1998,2.24871,13.11648,
Solomon Islands,2007,9.87995,22.16813,
Solomon Islands,2008,8.79999,18.8434,
Solomon Islands,2009,8.97326,16.78565,
Solomon Islands,2010,10.00108,17.47849,
South Africa,1996,5.57576,,
South Africa,1999,5.87522,,44.99376
South Africa,2000,5.44358,,45.93262
South Africa,2001,5.15949,20.47205,44.25636
South Africa,2002,5.06623,20.0957,44.14791
South Africa,2003,4.86485,19.5923,41.69572
South Africa,2004,5.06891,19.93463,40.44617
South Africa,2005,5.06319,19.92499,42.94778
South Africa,2006,5.07257,19.68185,45.1061
South Africa,2007,4.97414,18.38215,42.29146
South Africa,2008,4.86601,17.90631,40.73365
South Africa,2009,5.24869,18.30626,41.09463
South Africa,2010,5.72174,18.04437,42.46292
South Africa,2011,5.96275,18.92162,40.49419
South Africa,2012,6.36892,20.62222,39.91602
South Africa,2013,5.99752,19.15533,
South Africa,2014,6.05629,19.10913,38.79543
South Korea,1998,3.42941,,39.58746
South Korea,1999,3.44687,,41.42457
South Korea,2001,3.89743,,33.07261
South Korea,2002,3.79262,,33.95991
South Korea,2003,4.13241,,35.23815
South Korea,2004,4.11529,,35.58601
South Korea,2005,3.90137,,35.39663
South Korea,2006,3.96743,,33.17386
South Korea,2007,3.95229,,31.86447
South Korea,2008,4.46395,,30.62895
South Korea,2009,4.66983,,32.63508
South Korea,2012,4.61823,,30.03066
South Sudan,2011,0.80521,3.93043,62.5572
Spain,1996,4.46852,,
Spain,1998,4.30296,10.48723,25.8226
Spain,1999,4.27052,10.69392,26.52511
Spain,2000,4.17637,10.68445,25.82618
Spain,2001,4.11988,10.71261,26.08963
Spain,2002,4.13603,10.709,25.81827
Spain,2003,4.16717,10.88755,25.71691
Spain,2004,4.14829,10.72629,25.98275
Spain,2005,4.13003,10.78145,25.77435
Spain,2006,4.16759,10.88879,25.70718
Spain,2007,4.23332,10.8762,25.41683
Spain,2008,4.50101,10.93867,25.38798
Spain,2009,4.86779,10.63552,25.30394
Spain,2010,4.81922,10.56398,25.54465
Spain,2011,4.84507,10.66101,25.54465
Spain,2012,4.36743,9.22981,25.94887
Sri Lanka,1996,3.3436,,
Sri Lanka,1998,3.05142,11.58281,
Sri Lanka,2009,2.0559,8.27076,28.30164
Sri Lanka,2010,1.96588,8.60563,25.0467
Sri Lanka,2011,1.9954,9.32521,24.21295
Sri Lanka,2012,1.72398,8.75172,23.89616
Sudan,2000,1.01218,9.11689,
Sudan,2002,1.42644,11.04489,
Sudan,2004,1.6299,7.94924,
Sudan,2005,1.56307,5.9668,
Sudan,2006,1.96302,8.25316,
Sudan,2008,2.20143,9.3854,
Sudan,2009,2.21868,10.7707,
Swaziland,1996,4.93816,,
Swaziland,1999,5.09095,20.4332,33.15343
Swaziland,2000,5.50848,18.74508,35.3591
Swaziland,2001,5.51615,19.65618,32.11387
Swaziland,2002,5.07651,17.29377,37.65983
Swaziland,2003,6.80507,22.06382,31.74967
Swaziland,2004,6.40261,21.10407,37.65524
Swaziland,2005,7.42072,20.89186,39.85914
Swaziland,2006,8.06158,22.70757,38.99164
Swaziland,2008,7.5187,21.81324,33.62956
Swaziland,2009,7.0592,19.38638,41.73746
Swaziland,2010,6.96617,18.28303,47.16451
Swaziland,2011,8.63695,22.35631,48.66897
Sweden,1996,6.92501,,
Sweden,1998,7.16734,12.77152,26.33369
Sweden,1999,6.93026,12.4802,26.51768
Sweden,2000,6.81885,13.00554,27.89425
Sweden,2001,6.68601,12.93972,27.32787
Sweden,2002,7.00104,13.24319,27.98942
Sweden,2003,6.85764,12.95974,27.55029
Sweden,2004,6.72268,13.08087,26.9065
Sweden,2005,6.55951,12.78735,26.23802
Sweden,2006,6.41067,12.79996,24.90185
Sweden,2007,6.21507,12.86494,25.0466
Sweden,2008,6.39073,13.0583,24.60966
Sweden,2009,6.85779,13.21638,24.07469
Sweden,2010,6.62199,13.34556,24.2866
Sweden,2011,6.49112,13.24639,24.25941
Sweden,2012,7.65619,15.2498,21.98401
Switzerland,1996,5.07918,,
Switzerland,1998,4.88814,14.15674,32.53644
Switzerland,2009,5.05967,16.14197,27.92763
Switzerland,2010,4.94787,15.949,27.96992
Switzerland,2011,4.99342,15.89852,28.91115
Switzerland,2012,5.04805,16.09951,29.33262
Syria,1996,3.69905,,
Syria,2001,4.36049,15.66206,
Syria,2002,5.04694,16.82607,44.37828
Syria,2003,6.48084,19.8554,
Syria,2004,5.37148,17.1454,
Syria,2006,5.346,20.04848,
Syria,2007,4.87197,18.92593,42.81054
Syria,2008,4.59525,20.04079,
Syria,2009,5.13014,19.18405,38.87276
Tajikistan,1996,2.04298,,
Tajikistan,1998,2.52871,15.07245,
Tajikistan,1999,2.07659,11.83439,
Tajikistan,2000,2.32863,12.02514,
Tajikistan,2001,2.37658,13.18853,
Tajikistan,2002,2.7758,14.59364,
Tajikistan,2003,2.42263,12.69424,
Tajikistan,2004,2.77208,13.67676,
Tajikistan,2005,3.51215,15.29338,
Tajikistan,2006,3.40348,15.63601,
Tajikistan,2007,3.41328,12.21488,
Tajikistan,2008,3.45983,12.8005,
Tajikistan,2009,4.09831,14.31216,
Tajikistan,2010,4.00675,15.33145,
Tajikistan,2011,3.93511,14.56051,
Tajikistan,2012,4.01803,16.35024,
Tanzania,1996,2.53283,,
Tanzania,1997,2.45859,,
Tanzania,1998,2.17591,11.79397,
Tanzania,2004,4.65018,19.49264,61.77353
Tanzania,2005,4.61078,18.14316,56.02344
Tanzania,2006,3.2711,15.01412,52.67562
Tanzania,2007,4.0419,19.43172,49.16853
Tanzania,2008,4.25245,18.77841,45.43192
Tanzania,2009,4.04365,17.41092,41.90611
Tanzania,2010,4.62239,19.64802,
Tanzania,2014,3.48143,17.25627,49.15033
Thailand,1996,3.52053,,
Thailand,1997,4.55563,,
Thailand,1998,4.7008,19.48098,26.50846
Thailand,1999,4.99186,18.97908,
Thailand,2000,5.41043,28.3886,32.22869
Thailand,2001,5.01636,24.24127,32.07042
Thailand,2002,4.09107,16.22287,
Thailand,2003,3.97741,20.86637,
Thailand,2004,4.3196,21.45771,30.96506
Thailand,2005,4.22818,20.54676,
Thailand,2006,4.3373,22.00282,
Thailand,2007,3.83607,18.48466,
Thailand,2008,3.75055,18.16283,45.13959
Thailand,2009,4.12553,18.17831,46.13831
Thailand,2010,3.75264,16.22264,40.08495
Thailand,2011,5.15515,22.63026,50.4469
Thailand,2012,4.92835,21.39677,44.78126
Timor,2008,8.10202,9.86456,
Timor,2009,11.46614,15.52864,
Timor,2010,10.48715,12.88816,
Timor,2011,9.46313,9.61729,72.75833
Timor,2014,7.00852,7.74731,
Togo,1996,4.41244,,
Togo,1998,3.98424,20.98232,44.64797
Togo,1999,4.18572,23.41876,37.90643
Togo,2000,4.50842,24.42371,48.58945
Togo,2001,4.18779,25.73136,49.38875
Togo,2002,4.01732,30.70003,50.27852
Togo,2003,4.19533,27.75643,49.08111
Togo,2004,3.62152,21.83069,42.79547
Togo,2005,3.4069,17.67808,41.77848
Togo,2006,3.66374,17.28665,33.62559
Togo,2007,3.69932,18.15452,40.72418
Togo,2008,3.43782,19.24566,44.00411
Togo,2009,4.11576,19.37198,50.20335
Togo,2010,4.4232,19.61576,51.67602
Togo,2011,4.43707,18.63494,48.80468
Togo,2012,4.66829,17.68043,63.62988
Togo,2013,4.40514,17.20001,58.58388
Togo,2014,4.83798,19.36476,58.94724
Tonga,1998,5.59089,,28.47209
Tonga,1999,5.46092,22.60827,
Tonga,2000,4.94077,22.95586,
Tonga,2001,4.53256,19.7819,
Tonga,2002,3.79232,15.46275,49.16414
Tonga,2003,4.15218,18.41225,37.76228
Tonga,2004,3.89872,18.10253,44.4381
Trinidad and Tobago,1996,3.24877,,
Trinidad and Tobago,1997,3.32521,11.307,
Trinidad and Tobago,1998,2.43891,8.03995,
Trinidad and Tobago,1999,2.75612,9.70982,
Trinidad and Tobago,2000,2.75565,10.42718,50.24321
Trinidad and Tobago,2001,3.06529,10.42365,45.26161
Trinidad and Tobago,2002,3.54301,13.39844,48.27441
Trinidad and Tobago,2003,3.156,13.33585,39.18242
Tunisia,1996,6.28781,,
Tunisia,1997,6.67903,25.95522,
Tunisia,1999,6.27099,24.90079,34.49347
Tunisia,2000,6.20198,24.59178,33.3144
Tunisia,2001,6.20183,24.64776,33.14603
Tunisia,2002,5.79003,22.88013,32.86089
Tunisia,2003,6.81673,27.68429,34.98011
Tunisia,2004,6.72078,27.83381,35.24702
Tunisia,2005,6.45157,26.69569,34.2771
Tunisia,2006,6.43859,26.86131,
Tunisia,2007,6.46552,26.42863,
Tunisia,2008,6.27219,25.25867,27.65974
Tunisia,2009,6.52848,25.26201,
Tunisia,2010,6.202,26.07562,
Tunisia,2012,6.22349,21.61525,
Turkey,1998,0,,
Turkey,1999,2.95752,,
Turkey,2000,2.58992,7.08241,
Turkey,2001,2.71185,6.60896,
Turkey,2002,2.81861,6.53223,
Turkey,2003,2.96035,7.15246,
Turkey,2004,3.11739,8.77593,
Turkey,2006,2.86247,8.54862,
Turkmenistan,2012,3.04925,20.79551,
Turks and Caicos Islands,1998,,,24.95105
Turks and Caicos Islands,1999,,,21.62162
Turks and Caicos Islands,2000,,,34.35124
Turks and Caicos Islands,2001,,,34.39036
Turks and Caicos Islands,2002,,,21.11836
Turks and Caicos Islands,2003,,,21.61944
Turks and Caicos Islands,2005,,,30.00212
Uganda,2000,2.46167,10.35489,
Uganda,2004,4.95237,20.30833,61.21026
Uganda,2009,3.25429,13.85372,55.37519
Uganda,2010,2.25446,9.38318,57.70099
Uganda,2011,2.69587,12.07702,59.55199
Uganda,2012,2.7226,12.60984,53.66904
Uganda,2013,2.20093,11.76472,52.66349
Ukraine,1997,5.45601,12.92467,
Ukraine,1998,4.44884,11.59928,
Ukraine,1999,3.61808,13.53417,
Ukraine,2000,4.16623,11.35897,
Ukraine,2001,4.68049,12.81095,
Ukraine,2002,5.43333,14.36096,
Ukraine,2003,5.60241,14.41952,
Ukraine,2004,5.30832,12.78175,
Ukraine,2005,6.05848,13.73865,
Ukraine,2006,6.20873,13.92323,
Ukraine,2007,6.1512,14.03619,
Ukraine,2008,6.42993,13.55571,
Ukraine,2009,7.31088,15.05737,
Ukraine,2011,6.16237,13.48432,15.6148
Ukraine,2012,6.69233,13.66552,16.81825
Ukraine,2013,6.67166,13.86764,17.46466
United Arab Emirates,1997,1.10944,5.02373,
United Kingdom,1996,4.76335,,
United Kingdom,1998,4.56434,12.25563,23.63436
United Kingdom,1999,4.31332,11.80168,24.44138
United Kingdom,2000,4.35218,12.06015,24.71135
United Kingdom,2001,4.40956,12.29263,24.98936
United Kingdom,2002,4.97608,13.56549,23.6289
United Kingdom,2003,5.12047,13.61654,25.47734
United Kingdom,2004,5.00527,12.95551,26.19924
United Kingdom,2005,5.19466,13.18665,26.46495
United Kingdom,2006,5.2469,13.22107,29.44554
United Kingdom,2007,5.1641,13.01274,30.64547
United Kingdom,2008,5.12086,12.96622,31.57509
United Kingdom,2009,5.3124,12.60698,31.11967
United Kingdom,2010,5.95497,12.96037,30.09235
United Kingdom,2011,5.75164,12.71642,30.77206
United Kingdom,2013,5.72,12.97461,29.7885
United States,1998,4.81543,,30.74451
United States,1999,4.84934,,31.39444
United States,2001,5.45786,,32.70484
United States,2002,5.4062,16.5502,32.74699
United States,2003,5.56551,16.59401,31.6501
United States,2004,5.30923,15.68447,33.16484
United States,2005,5.07365,15.13099,32.33455
United States,2006,5.38881,15.1779,31.9827
United States,2007,5.24649,14.55928,33.14758
United States,2008,5.30354,14.17161,33.62871
United States,2009,5.24958,12.91058,33.56153
United States,2010,5.42001,13.16852,32.42158
United States,2011,5.2239,13.05128,31.58695
Uruguay,1996,2.86987,,
Uruguay,1998,2.24337,,
Uruguay,2000,2.42255,8.31884,32.55352
Uruguay,2001,2.80096,9.1999,37.15629
Uruguay,2002,2.3222,7.71913,32.96867
Uruguay,2003,2.06821,6.8295,31.09611
Uruguay,2004,2.49954,8.42054,32.46508
Uruguay,2005,2.71475,9.46483,33.78484
Uruguay,2006,2.88026,9.89818,33.33268
Uruguay,2011,4.35527,14.92589,27.87636
Vanuatu,1998,7.64082,27.4011,29.65076
Vanuatu,1999,6.16283,25.82178,34.60813
Vanuatu,2000,7.00363,27.52419,36.5275
Vanuatu,2001,8.95115,40.07755,27.85167
Vanuatu,2002,8.13175,36.40962,
Vanuatu,2003,8.44173,44.8018,
Vanuatu,2008,5.78303,21.40563,49.72826
Vanuatu,2009,5.01287,18.72315,54.26613
Vanuatu,2014,,21.82901,47.10356
Venezuela,2006,3.66906,9.344,27.74891
Venezuela,2007,3.62732,10.09005,31.8146
Venezuela,2009,6.87468,20.66358,31.5452
Vietnam,2008,4.88674,18.05421,29.38257
Vietnam,2010,6.28535,20.93943,32.10718
Vietnam,2012,6.30311,21.43734,30.17734
Yemen,2000,9.66163,30.48928,
Yemen,2001,9.24471,30.32128,
Yemen,2008,4.5606,12.48921,
Zambia,1998,2.11823,,
Zambia,1999,1.77495,,
Zambia,2000,1.78819,8.35262,54.80165
Zambia,2004,2.46343,10.58499,63.86121
Zambia,2005,1.73553,7.72973,59.7587
Zambia,2007,1.24076,6.22791,
Zambia,2008,1.09972,5.6518,
Zimbabwe,2010,1.9661,8.72091,51.58009
