Entity,Year,Total government spending (%GDP) (IFPRI (2015) and SPEED),Total government spending (per capita) (IFPRI (2015) and SPEED),Total government spending (regional averages) (IFPRI (2015) and SPEED)
Indonesia,1995,12.66,650.1,
Indonesia,1996,12.29,670.5,
Indonesia,1997,14.74,829.25,
Indonesia,1998,16.23,781.92,
Indonesia,1999,18.56,888.12,
Indonesia,2000,20.39,1,
Indonesia,2001,20.8,1,
Indonesia,2002,17.33,902.3,
Indonesia,2003,18.7,1,
Indonesia,2004,18.47,1,
Indonesia,2005,17.63,1,
Indonesia,2006,19.38,1,
Indonesia,2007,18.69,1,
Indonesia,2008,19.86,1,
Indonesia,2009,17.07,1,
Indonesia,2010,15.62,1,
Iran,1980,32.96,3,
Iran,1981,32.66,2,
Iran,1982,29.54,2,
Iran,1983,27.4,2,
Iran,1984,22.81,2,
Iran,1985,21.24,2,
Iran,1986,19.88,1,
Iran,1987,19.01,1,
Iran,1988,19.42,1,
Iran,1989,16.18,1,
Iran,1990,17.84,1,
Iran,1991,16.94,1,
Iran,1992,17.42,1,
Iran,1993,21.4,1,
Iran,1994,22.28,1,
Iran,1995,20.79,1,
Iran,1996,21.97,2,
Iran,1997,21.62,2,
Iran,1998,21.51,2,
Iran,1999,20.62,1,
Iran,2000,17.85,1,
Iran,2001,18.15,1,
Iran,2002,22.16,2,
Iran,2003,21.04,2,
Iran,2004,19.45,2,
Iran,2005,23.9,3,
Iran,2006,24.56,3,
Iran,2007,19.77,2,
Iran,2008,22.1,3,
Iran,2009,22.13,3,
Ireland,1980,55.04,7,
Ireland,1981,57.42,8,
Ireland,1982,61.61,8,
Ireland,1983,62.44,8,
Ireland,1984,60.44,8,
Ireland,1985,61.61,8,
Ireland,1986,60.12,8,
Ireland,1987,59.66,8,
Ireland,1988,55.53,8,
Ireland,1989,47.78,7,
Ireland,1990,42.46,7,
Ireland,1991,43.93,7,
Ireland,1992,44.24,8,
Ireland,1993,44.17,8,
Ireland,1994,43.5,8,
Ireland,1995,40.94,8,
Ireland,1996,39.22,9,
Ireland,1997,36.77,9,
Ireland,1998,34.73,9,
Ireland,1999,34.17,10,
Ireland,2000,31.15,10,
Ireland,2001,33.22,11,
Ireland,2002,33.54,11,
Ireland,2003,33.24,12,
Ireland,2004,33.65,12,
Ireland,2005,33.95,13,
Ireland,2006,34.45,13,
Ireland,2007,36.71,15,
Ireland,2008,42.76,17,
Ireland,2009,48.14,17,
Ireland,2010,65.5,23,
Ireland,2011,47.08,17,
Ireland,2012,42.58,15,
Israel,1980,66.7,10,
Israel,1981,68.57,10,
Israel,1982,66.49,10,
Israel,1983,79.74,12,
Israel,1984,80.75,13,
Israel,1985,62.04,10,
Israel,1986,53.32,9,
Israel,1987,50.36,8,
Israel,1988,44.41,7,
Israel,1989,45.37,8,
Israel,1990,46.03,8,
Israel,1991,33.85,6,
Israel,1992,43.34,8,
Israel,1993,41.46,8,
Israel,1994,40.99,8,
Israel,1995,43.3,9,
Israel,1996,44.56,9,
Israel,1997,44.2,9,
Israel,1998,43.86,9,
Israel,1999,43.2,9,
Israel,2000,37.29,8,
Israel,2001,39.11,9,
Israel,2002,39.81,9,
Israel,2003,39.57,9,
Israel,2004,39.3,9,
Israel,2005,38.34,9,
Israel,2006,36.1,9,
Israel,2007,35.61,9,
Israel,2008,34.95,9,
Israel,2009,34.4,9,
Israel,2010,33.59,9,
Israel,2011,33.17,9,
Israel,2012,33.47,9,
Italy,1980,65.9,12,
Italy,1981,65.78,12,
Italy,1982,66.71,12,
Italy,1983,71.03,13,
Italy,1984,73.14,14,
Italy,1985,72.91,14,
Italy,1986,79.68,16,
Italy,1987,81.01,17,
Italy,1988,73.55,16,
Italy,1989,74.89,17,
Italy,1990,52.64,12,
Italy,1991,53.7,12,
Italy,1992,55.03,13,
Italy,1993,55.99,13,
Italy,1994,53.22,13,
Italy,1995,52.22,13,
Italy,1996,52.17,13,
Italy,1997,49.96,12,
Italy,1998,48.9,12,
Italy,1999,47.85,12,
Italy,2000,45.86,12,
Italy,2001,47.71,13,
Italy,2002,47.12,13,
Italy,2003,48.08,13,
Italy,2004,47.53,13,
Italy,2005,47.92,13,
Italy,2006,48.45,13,
Italy,2007,47.63,13,
Italy,2008,48.6,13,
Italy,2009,51.88,13,
Italy,2010,50.39,13,
Italy,2011,49.81,13,
Italy,2012,50.58,13,
Jamaica,1992,18.76,1,
Jamaica,1993,27.76,1,
Jamaica,1994,26.68,1,
Jamaica,1995,28.13,1,
Jamaica,1996,33.23,2,
Jamaica,1997,28.2,1,
Jamaica,1998,28.75,1,
Jamaica,1999,29.63,1,
Jamaica,2000,29.31,1,
Jamaica,2001,29.22,1,
Jamaica,2002,31.57,2,
Jamaica,2003,31.53,2,
Jamaica,2004,32.38,2,
Jamaica,2005,29.72,2,
Jamaica,2006,31.25,2,
Jamaica,2007,33.93,2,
Jamaica,2008,35.61,2,
Jamaica,2009,39.41,2,
Jamaica,2010,34.88,2,
Jamaica,2011,33.18,2,
Jamaica,2012,32.59,2,
Japan,1980,17.61,3,
Japan,1981,17.71,3,
Japan,1982,16.98,3,
Japan,1983,17.5,3,
Japan,1984,16.74,3,
Japan,1985,16.05,3,
Japan,1986,15.52,3,
Japan,1987,16.06,3,
Japan,1988,15.91,3,
Japan,1989,15.82,4,
Japan,1990,15.41,4,
Japan,1991,14.81,4,
Japan,1992,14.45,4,
Japan,1993,15.3,4,
Japan,1994,14.85,4,
Japan,1995,15.14,4,
Japan,1996,15.4,4,
Japan,1997,14.1,4,
Japan,1998,16.47,4,
Japan,1999,17.63,5,
Japan,2000,17.52,5,
Japan,2001,16.78,4,
Japan,2002,16.76,4,
Japan,2003,16.52,4,
Japan,2004,16.85,5,
Japan,2005,16.97,5,
Japan,2006,16.07,5,
Japan,2007,15.95,5,
Japan,2008,16.9,5,
Japan,2009,21.43,6,
Japan,2010,19.76,6,
Japan,2011,21.4,6,
Japan,2012,20.42,6,
Jordan,1980,44.47,3,
Jordan,1981,42.2,3,
Jordan,1982,43.1,3,
Jordan,1983,41.43,3,
Jordan,1984,36.13,2,
Jordan,1985,37.59,2,
Jordan,1986,33.92,2,
Jordan,1987,37.73,2,
Jordan,1988,37.83,2,
Jordan,1989,39.55,2,
Jordan,1990,37.9,2,
Jordan,1991,38.9,2,
Jordan,1992,34.04,1,
Jordan,1993,36.32,2,
Jordan,1994,34.87,1,
Jordan,1995,35.94,2,
Jordan,1996,39.49,2,
Jordan,1997,37.11,2,
Jordan,1998,38.88,2,
Jordan,1999,36.38,2,
Jordan,2000,35.49,2,
Jordan,2001,36.25,2,
Jordan,2002,35.63,2,
Jordan,2003,36.69,2,
Jordan,2004,38.72,2,
Jordan,2005,42.55,3,
Jordan,2006,39.61,3,
Jordan,2007,40.15,3,
Jordan,2008,34.49,3,
Jordan,2009,37.94,3,
Jordan,2010,32.98,2,
Jordan,2011,35.92,3,
Jordan,2012,33.76,2,
Kazakhstan,1997,29.41,2,
Kazakhstan,1998,28.61,2,
Kazakhstan,1999,26.33,2,
Kazakhstan,2000,23.31,1,
Kazakhstan,2001,23.5,2,
Kazakhstan,2002,22.31,2,
Kazakhstan,2003,23.3,2,
Kazakhstan,2004,22.69,2,
Kazakhstan,2005,20.65,2,
Kazakhstan,2006,16.85,2,
Kazakhstan,2007,16.25,2,
Kazakhstan,2008,16.35,2,
Kazakhstan,2009,18.36,3,
Kazakhstan,2010,18.4,3,
Kazakhstan,2011,17.77,3,
Kazakhstan,2012,18.34,3,
Kenya,1980,20.02,338.73,
Kenya,1981,21.4,361.56,
Kenya,1982,21.35,360.01,
Kenya,1983,19.37,318.64,
Kenya,1984,19.06,307.37,
Kenya,1985,19.92,322.77,
Kenya,1986,18.83,315.09,
Kenya,1987,21.61,369.62,
Kenya,1988,20.44,358.42,
Kenya,1989,23.34,414.03,
Kenya,1990,20.86,372.64,
Kenya,1991,18.77,328.98,
Kenya,1992,19.29,324.79,
Kenya,1993,15.42,252.5,
Kenya,1994,16.93,275.94,
Kenya,1995,21.54,356.14,
Kenya,1996,19.36,324.19,
Kenya,1997,19.96,326.49,
Kenya,1998,18.07,297.61,
Kenya,1999,19.95,326.88,
Kenya,2000,17.89,287.03,
Kenya,2001,19.41,316.9,
Kenya,2002,20.64,329.94,
Kenya,2003,20.22,323.71,
Kenya,2004,22.73,372.14,
Kenya,2005,19.79,334.05,
Kenya,2006,21.92,383.07,
Kenya,2007,22.56,410.75,
Kenya,2008,25.06,450.96,
Kenya,2009,25.8,464.46,
Kenya,2010,27.01,500.67,
Kenya,2011,25.48,480.05,
Kenya,2012,26.9,515.66,
Kuwait,1980,25.5,23,
Kuwait,1981,32.15,23,
Kuwait,1982,42.74,26,
Kuwait,1983,49.15,31,
Kuwait,1984,44.97,28,
Kuwait,1985,46.59,27,
Kuwait,1986,55.27,33,
Kuwait,1987,40.71,25,
Kuwait,1988,42.14,22,
Kuwait,1989,37.32,24,
Kuwait,1990,52.25,25,
Kuwait,1991,204.65,61,
Kuwait,1992,85.06,40,
Kuwait,1993,48.41,32,
Kuwait,1994,50.56,39,
Kuwait,1995,46.16,38,
Kuwait,1996,40.27,32,
Kuwait,1997,36.63,29,
Kuwait,1998,42.75,34,
Kuwait,1999,31.38,23,
Kuwait,2000,28.93,21,
Kuwait,2001,36.11,26,
Kuwait,2002,38.53,27,
Kuwait,2003,32.48,26,
Kuwait,2004,34.83,30,
Kuwait,2005,27.39,25,
Kuwait,2006,36.55,34,
Kuwait,2007,31.67,30,
Kuwait,2008,45.45,41,
Kuwait,2009,36.2,29,
Kuwait,2010,41.78,31,
Kuwait,2011,38.67,29,
Kuwait,2012,32.73,25,
Kyrgyzstan,1993,23.43,463.33,
Kyrgyzstan,1994,24.34,375.54,
Kyrgyzstan,1995,29.4,416.82,
Kyrgyzstan,1996,23.85,353.1,
Kyrgyzstan,1997,24.02,383.35,
Kyrgyzstan,1998,23.95,378.52,
Kyrgyzstan,1999,21.26,345.75,
Kyrgyzstan,2000,19.28,328.95,
Kyrgyzstan,2001,18.97,339.09,
Kyrgyzstan,2002,22.17,389.58,
Kyrgyzstan,2003,22.67,423.32,
Kyrgyzstan,2004,21.2,420.84,
Kyrgyzstan,2005,20.78,408.6,
Kyrgyzstan,2006,19.49,386.5,
Kyrgyzstan,2007,27.54,583.45,
Kyrgyzstan,2008,24.53,560.28,
Kyrgyzstan,2009,27.28,650.99,
Kyrgyzstan,2010,29.51,697.44,
Kyrgyzstan,2011,31.54,769.96,
Kyrgyzstan,2012,35.79,834.64,
Latin America and the Caribbean,1980,,,18.19
Latin America and the Caribbean,1981,,,18.77
Latin America and the Caribbean,1982,,,21.99
Latin America and the Caribbean,1983,,,20.13
Latin America and the Caribbean,1984,,,21.02
Latin America and the Caribbean,1985,,,19.71
Latin America and the Caribbean,1986,,,18.72
Latin America and the Caribbean,1987,,,18.67
Latin America and the Caribbean,1988,,,18.14
Latin America and the Caribbean,1989,,,17.88
Latin America and the Caribbean,1990,,,18.28
Latin America and the Caribbean,1991,,,18.27
Latin America and the Caribbean,1992,,,19.12
Latin America and the Caribbean,1993,,,20.02
Latin America and the Caribbean,1994,,,19.73
Latin America and the Caribbean,1995,,,19.07
Latin America and the Caribbean,1996,,,19.34
Latin America and the Caribbean,1997,,,20.17
Latin America and the Caribbean,1998,,,19.88
Latin America and the Caribbean,1999,,,20.43
Latin America and the Caribbean,2000,,,20.26
Latin America and the Caribbean,2001,,,21.04
Latin America and the Caribbean,2002,,,22.36
Latin America and the Caribbean,2003,,,21.79
Latin America and the Caribbean,2004,,,21.86
Latin America and the Caribbean,2005,,,21.98
Latin America and the Caribbean,2006,,,22.64
Latin America and the Caribbean,2007,,,22.56
Latin America and the Caribbean,2008,,,23.52
Latin America and the Caribbean,2009,,,26.03
Latin America and the Caribbean,2010,,,24.75
Latin America and the Caribbean,2011,,,23.54
Latin America and the Caribbean,2012,,,22.75
Latvia,1994,30.98,1,
Latvia,1995,32.77,1,
Latvia,1996,31.78,1,
Latvia,1997,31.86,2,
Latvia,1998,34.71,2,
Latvia,1999,36.12,2,
Latvia,2000,32.51,2,
Latvia,2001,30.14,2,
Latvia,2002,31.83,2,
Latvia,2003,31.55,3,
Latvia,2004,31.99,3,
Latvia,2005,34.05,4,
Latvia,2006,34.3,4,
Latvia,2007,32.81,4,
Latvia,2008,35.21,5,
Latvia,2009,40.36,5,
Latvia,2010,40.61,5,
Latvia,2011,36.08,4,
Latvia,2012,34.03,4,
Lebanon,1993,23.38,2,
Lebanon,1994,35.77,3,
Lebanon,1995,35.27,4,
Lebanon,1996,37.87,4,
Lebanon,1997,40.52,4,
Lebanon,1998,32.71,3,
Lebanon,1999,34.74,4,
Lebanon,2000,35.64,4,
Lebanon,2001,32.12,3,
Lebanon,2002,32.1,3,
Lebanon,2003,34.14,3,
Lebanon,2004,30.08,3,
Lebanon,2005,28.63,3,
Lebanon,2006,33.94,3,
Lebanon,2007,33.36,3,
Lebanon,2008,31.54,3,
Lebanon,2009,31.04,4,
Lebanon,2010,28.62,4,
Lebanon,2011,28.2,3,
Lebanon,2012,29.59,4,
Lesotho,1980,38.14,359.2,
Lesotho,1981,44.83,415.71,
Lesotho,1982,51.43,481.1,
Lesotho,1983,59.25,551.38,
Lesotho,1984,66.42,632.54,
Lesotho,1985,65.65,633.41,
Lesotho,1986,65.96,656.69,
Lesotho,1987,68.92,676.71,
Lesotho,1988,65.18,686.92,
Lesotho,1989,65.05,713.57,
Lesotho,1990,58.44,668.78,
Lesotho,1991,57.7,664.3,
Lesotho,1992,51.14,620.27,
Lesotho,1993,49.6,610.01,
Lesotho,1994,50.57,641.81,
Lesotho,1995,53.78,684.86,
Lesotho,1996,58.21,773.69,
Lesotho,1997,58.89,800.83,
Lesotho,1998,55.04,755.75,
Lesotho,1999,57.13,799.95,
Lesotho,2000,54.94,801.63,
Lesotho,2001,51.71,779.88,
Lesotho,2002,52.19,785.52,
Lesotho,2003,48.98,766.32,
Lesotho,2004,47.32,752.2,
Lesotho,2005,49.41,800.82,
Lesotho,2006,53.46,896.89,
Lesotho,2007,54.74,954.26,
Lesotho,2008,61.81,1,
Lesotho,2009,69.2,1,
Lesotho,2010,58.22,1,
Lesotho,2011,62.9,1,
Lesotho,2012,62.32,1,
Liberia,1980,36.72,621.7,
Liberia,1981,36.72,576.39,
Liberia,1982,40.65,625.47,
Liberia,1983,37.33,535.9,
Liberia,1984,33.4,464.26,
Liberia,1985,33.03,442.99,
Liberia,1986,31.63,417.44,
Liberia,1987,28.97,391.07,
Liberia,1988,29.31,411.63,
Liberia,1989,26.18,383.9,
Liberia,1990,49.3,359.76,
Liberia,1991,50.14,319.38,
Liberia,1992,71.87,302.66,
Liberia,1993,92.19,263.11,
Liberia,1994,92.58,227.41,
Liberia,1995,92.97,191.7,
Liberia,1996,72.38,158.36,
Liberia,1997,39.28,164.75,
Liberia,1998,29.63,148.97,
Liberia,1999,22.62,130.49,
Liberia,2000,19.89,133.08,
Liberia,2001,18.52,122.91,
Liberia,2002,15.83,106.41,
Liberia,2003,18.92,86.22,
Liberia,2004,14.31,65.64,
Liberia,2005,12.4,58.35,
Liberia,2006,9.47,48.85,
Liberia,2007,15.09,81.25,
Liberia,2008,21.88,122.08,
Liberia,2009,24.34,140.68,
Liberia,2010,27.7,165.74,
Liberia,2011,33.53,210.73,
Liberia,2012,33.76,229.93,
Lithuania,1991,29.95,,
Lithuania,1992,39.52,3,
Lithuania,1993,21.62,1,
Lithuania,1994,26.22,1,
Lithuania,1995,25.26,1,
Lithuania,1996,26.03,1,
Lithuania,1997,29.61,2,
Lithuania,1998,33.04,2,
Lithuania,1999,34.38,2,
Lithuania,2000,32.11,2,
Lithuania,2001,30.66,2,
Lithuania,2002,33.39,3,
Lithuania,2003,32.71,3,
Lithuania,2004,33.38,4,
Lithuania,2005,32.96,4,
Lithuania,2006,33.21,4,
Lithuania,2007,34.56,5,
Lithuania,2008,36.96,6,
Lithuania,2009,43.95,6,
Lithuania,2010,41.99,6,
Lithuania,2011,38.42,6,
Lithuania,2012,36.17,6,
Luxembourg,1980,43.3,11,
Luxembourg,1981,44.49,12,
Luxembourg,1982,45.51,12,
Luxembourg,1983,45.22,12,
Luxembourg,1984,42.23,12,
Luxembourg,1985,40.32,12,
Luxembourg,1986,38.57,13,
Luxembourg,1987,40.32,14,
Luxembourg,1988,39.19,14,
Luxembourg,1989,35.44,14,
Luxembourg,1990,37.75,16,
Luxembourg,1991,38.4,17,
Luxembourg,1992,40.02,18,
Luxembourg,1993,39.78,18,
Luxembourg,1994,38.95,18,
Luxembourg,1995,39.69,19,
Luxembourg,1996,41.13,19,
Luxembourg,1997,40.66,20,
Luxembourg,1998,41.06,21,
Luxembourg,1999,39.19,22,
Luxembourg,2000,37.59,22,
Luxembourg,2001,38.13,23,
Luxembourg,2002,41.55,26,
Luxembourg,2003,41.8,27,
Luxembourg,2004,42.57,28,
Luxembourg,2005,41.54,28,
Luxembourg,2006,38.58,27,
Luxembourg,2007,36.26,27,
Luxembourg,2008,39.13,28,
Luxembourg,2009,45.18,30,
Luxembourg,2010,43.53,29,
Luxembourg,2011,42.63,28,
Luxembourg,2012,44.3,29,
Madagascar,1988,67.88,1,
Madagascar,1989,66.86,995.47,
Madagascar,1990,16.02,238.77,
Madagascar,1991,15.15,205.3,
Madagascar,1992,18.8,249.1,
Madagascar,1993,19.65,258.81,
Madagascar,1994,18.99,242.38,
Madagascar,1995,17.39,218.83,
Madagascar,1996,17.36,216.26,
Madagascar,1997,15.95,199.58,
Malawi,1980,20.31,199.49,
Malawi,1981,20.84,177.86,
Malawi,1982,17.11,144.58,
Malawi,1983,17.02,146.1,
Malawi,1984,16.46,142.06,
Malawi,1985,18.52,160.24,
Malawi,1986,19.93,166.68,
Malawi,1987,18.22,141.95,
Malawi,1988,16.86,127.75,
Malawi,1989,15,112.49,
Malawi,1990,16.84,127.5,
Malawi,1991,15.87,126.69,
Malawi,1992,19.56,142.27,
Malawi,1993,16.19,129.94,
Malawi,1994,28.77,203,
Malawi,1995,17.48,132.96,
Malawi,1996,15.12,123.81,
Malawi,1997,17.71,146.88,
Malawi,1998,17.42,143.79,
Malawi,1999,17.39,141.16,
Malawi,2000,16.38,131.37,
Malawi,2001,17.33,128.68,
Malawi,2002,15.73,117.09,
Malawi,2003,20.38,142.25,
Malawi,2004,19.34,152.26,
Malawi,2005,23.71,187.37,
Malawi,2006,18.97,152.39,
Malawi,2007,18.26,156.09,
Malawi,2008,26.1,228.72,
Malawi,2009,22.36,184.95,
Malawi,2010,22.95,194.49,
Malawi,2011,22.84,201.05,
Malaysia,1980,26.37,1,
Malaysia,1981,35.57,2,
Malaysia,1982,33.44,2,
Malaysia,1983,28.83,2,
Malaysia,1984,25.52,2,
Malaysia,1985,26.91,2,
Malaysia,1986,31.45,2,
Malaysia,1987,27.56,2,
Malaysia,1988,25.86,2,
Malaysia,1989,26.13,2,
Malaysia,1990,27.09,2,
Malaysia,1991,25.91,2,
Malaysia,1992,26.37,2,
Malaysia,1993,23.01,2,
Malaysia,1994,21.56,2,
Malaysia,1995,20.35,2,
Malaysia,1996,20.6,2,
Malaysia,1997,18.97,2,
Malaysia,1998,19.42,2,
Malaysia,1999,22.34,2,
Malaysia,2000,20.69,2,
Malaysia,2001,25.77,3,
Malaysia,2002,25.66,3,
Malaysia,2003,25.92,3,
Malaysia,2004,24.12,3,
Malaysia,2005,21.61,3,
Malaysia,2006,22.91,3,
Malaysia,2007,23.97,4,
Malaysia,2008,22.98,4,
Malaysia,2009,29.16,5,
Malaysia,2010,24.02,4,
Malaysia,2011,24.19,4,
Malaysia,2012,24.74,4,
Maldives,1980,14.76,268.18,
Maldives,1981,14.7,288.99,
Maldives,1982,15.59,287.16,
Maldives,1983,21.11,436.25,
Maldives,1984,18.3,463.33,
Maldives,1985,16,441.95,
Maldives,1986,23.78,694,
Maldives,1987,19.4,595.73,
Maldives,1988,19.72,637.12,
Maldives,1989,27.08,926.72,
Maldives,1990,26.31,1,
Maldives,1991,31.27,1,
Maldives,1992,29.94,1,
Maldives,1993,28.81,1,
Maldives,1994,25.43,1,
Maldives,1995,25.99,1,
Maldives,1996,22.68,1,
Maldives,1997,23,1,
Maldives,1998,23.62,1,
Maldives,1999,25.55,1,
Maldives,2000,26.49,1,
Maldives,2001,27.04,1,
Maldives,2002,27.04,1,
Maldives,2003,26.36,1,
Maldives,2004,24.7,2,
Maldives,2005,41.11,3,
Maldives,2006,37.51,3,
Maldives,2007,36.58,3,
Maldives,2008,38.01,4,
Maldives,2009,39.99,4,
Maldives,2010,36.79,3,
Mali,1980,16.19,134.47,
Mali,1981,14.83,126.06,
Mali,1982,15.63,138.33,
Mali,1983,26.28,216.14,
Mali,1984,22.68,184.25,
Mali,1985,27.34,236.96,
Mali,1986,27.74,275.15,
Mali,1987,24.79,236.95,
Mali,1988,22.75,215.22,
Mali,1989,26.61,266.67,
Mali,1990,25.58,258,
Mali,1991,28.44,280.36,
Mali,1992,24.53,259.18,
Mali,1993,22.09,241.71,
Mali,1994,25.83,277.1,
Mali,1995,23.6,262.84,
Mali,1996,22.82,255.72,
Mali,1997,23.64,270.78,
Mali,1998,22.47,271.02,
Mali,1999,23.09,286.6,
Mali,2000,23.41,273.28,
Mali,2001,24.55,311.41,
Mali,2002,24.54,315.17,
Mali,2003,23.15,310.27,
Mali,2004,24.08,319.94,
Mali,2005,23.77,324.84,
Mali,2006,25.18,350.89,
Mali,2007,27.46,386.67,
Mali,2008,20.97,300.26,
Mali,2009,23.55,341.26,
Mali,2010,22.64,336.58,
Mali,2011,23.64,350.16,
Mali,2012,17.1,242.94,
Malta,1980,12.58,1,
Malta,1981,13.9,1,
Malta,1982,14.78,1,
Malta,1983,14.92,1,
Malta,1984,15.63,1,
Malta,1985,15.14,1,
Malta,1986,14.82,1,
Malta,1987,15.19,1,
Malta,1988,14.39,1,
Malta,1989,15.28,1,
Malta,1990,17.04,2,
Malta,1991,16.92,2,
Malta,1992,14.31,2,
Malta,1993,14.93,2,
Malta,1994,14.75,2,
Malta,1995,38.9,6,
Malta,1996,41.47,7,
Malta,1997,41.82,7,
Malta,1998,41.89,7,
Malta,1999,41.93,8,
Malta,2000,39.18,7,
Malta,2001,41.22,8,
Malta,2002,41.66,8,
Malta,2003,45.63,9,
Malta,2004,43.6,8,
Malta,2005,43.57,9,
Malta,2006,43.15,9,
Malta,2007,41.78,9,
Malta,2008,43.22,9,
Malta,2009,42.48,9,
Malta,2010,41.65,9,
Malta,2011,41.72,9,
Malta,2012,43.39,10,
Mauritius,1980,26.59,1,
Mauritius,1981,28.23,1,
Mauritius,1982,27.76,1,
Mauritius,1983,27.22,1,
Mauritius,1984,25.19,1,
Mauritius,1985,24.83,1,
Mauritius,1986,22.02,1,
Mauritius,1987,21.21,1,
Mauritius,1988,22.38,1,
Mauritius,1989,22.63,1,
Mauritius,1990,22.81,1,
Mauritius,1991,22.64,1,
Mauritius,1992,22.64,1,
Mauritius,1993,20.82,1,
Mauritius,1994,22.01,1,
Mauritius,1995,21.79,1,
Mauritius,1996,21.51,1,
Mauritius,1997,22.7,2,
Mauritius,1998,21.18,1,
Mauritius,1999,23.29,2,
Mauritius,2000,22.08,2,
Mauritius,2001,22.76,2,
Mauritius,2002,22.76,2,
Mauritius,2003,23.4,2,
Mauritius,2004,23.16,2,
Mauritius,2005,22.99,2,
Mauritius,2006,22.79,2,
Mauritius,2007,20.99,2,
Mauritius,2008,21.9,3,
Mauritius,2009,25.42,3,
Mauritius,2010,25.49,3,
Mauritius,2011,25.03,3,
Mauritius,2012,23.57,3,
Mexico,1980,9.45,984.66,
Mexico,1981,11.07,1,
Mexico,1982,17.88,1,
Mexico,1983,16.01,1,
Mexico,1984,14.5,1,
Mexico,1985,15.95,1,
Mexico,1986,18.96,1,
Mexico,1987,21.1,2,
Mexico,1988,18.1,1,
Mexico,1989,14.55,1,
Mexico,1990,12.47,1,
Mexico,1991,9.83,1,
Mexico,1992,9.36,987.38,
Mexico,1993,9.39,989.03,
Mexico,1994,9.54,1,
Mexico,1995,10.91,1,
Mexico,1996,10.66,1,
Mexico,1997,11.35,1,
Mexico,1998,9.9,1,
Mexico,1999,10.27,1,
Mexico,2000,10.97,1,
Mexico,2001,12.58,1,
Mexico,2002,14.29,1,
Mexico,2003,15.98,1,
Mexico,2004,16.99,1,
Mexico,2005,17.7,2,
Mexico,2006,18.14,2,
Mexico,2007,19.55,2,
Mexico,2008,20.07,2,
Mexico,2009,21.83,2,
Mexico,2010,21.72,2,
Middle East and North Africa,1980,,,31.5
Middle East and North Africa,1981,,,30.28
Middle East and North Africa,1982,,,32.78
Middle East and North Africa,1983,,,31.95
Middle East and North Africa,1984,,,30.9
Middle East and North Africa,1985,,,30.5
Middle East and North Africa,1986,,,30.54
Middle East and North Africa,1987,,,26.87
Middle East and North Africa,1988,,,26.94
Middle East and North Africa,1989,,,25.75
Middle East and North Africa,1990,,,26.77
Middle East and North Africa,1991,,,39.9
Middle East and North Africa,1992,,,30.51
Middle East and North Africa,1993,,,27.62
Middle East and North Africa,1994,,,29.01
Middle East and North Africa,1995,,,27.42
Middle East and North Africa,1996,,,27.11
Middle East and North Africa,1997,,,27.42
Middle East and North Africa,1998,,,28.38
Middle East and North Africa,1999,,,26.71
Middle East and North Africa,2000,,,26.26
Middle East and North Africa,2001,,,27.9
Middle East and North Africa,2002,,,28.94
Middle East and North Africa,2003,,,28.32
Middle East and North Africa,2004,,,28.03
Middle East and North Africa,2005,,,28.88
Middle East and North Africa,2006,,,30.4
Middle East and North Africa,2007,,,368.33
Middle East and North Africa,2008,,,30.5
Middle East and North Africa,2009,,,31.42
Middle East and North Africa,2010,,,30.7
Middle East and North Africa,2011,,,31.24
Middle East and North Africa,2012,,,30.69
Moldova,1995,39.31,702.29,
Moldova,1996,30.81,529.93,
Moldova,1997,46.36,795.27,
Moldova,1998,40.12,647.9,
Moldova,1999,31.31,525.28,
Moldova,2000,32.9,542.02,
Moldova,2001,25.2,449.87,
Moldova,2002,27.9,540.75,
Moldova,2003,28.25,582.68,
Moldova,2004,32.67,742.01,
Moldova,2005,36.35,879.21,
Moldova,2006,39.72,1,
Moldova,2007,42.62,1,
Moldova,2008,43.15,1,
Moldova,2009,47.2,1,
Moldova,2010,43.14,1,
Moldova,2011,40.38,1,
Moldova,2012,41.12,1,
Mongolia,1992,21.39,656.94,
Mongolia,1993,25.37,749.31,
Mongolia,1994,22.37,670.88,
Mongolia,1995,22.59,714.72,
Mongolia,1996,27.2,873.63,
Mongolia,1997,28.76,952.73,
Mongolia,1998,34.84,1,
Mongolia,1999,32.81,1,
Mongolia,2000,35.1,1,
Mongolia,2001,35.18,1,
Mongolia,2002,35.38,1,
Mongolia,2003,33.67,1,
Mongolia,2004,31.87,1,
Mongolia,2005,25.14,1,
Mongolia,2006,35.1,1,
Mongolia,2007,31.73,1,
Mongolia,2008,25.1,1,
Mongolia,2009,25.17,1,
Mongolia,2010,25.19,1,
Mongolia,2011,28.34,1,
Mongolia,2012,30.95,2,
Morocco,1980,30.91,882.19,
Morocco,1981,37.17,996,
Morocco,1982,36.15,1,
Morocco,1983,30.36,843.59,
Morocco,1984,27.4,790.11,
Morocco,1985,27.81,844.28,
Morocco,1986,26.77,849.3,
Morocco,1987,25.75,780.93,
Morocco,1988,26.24,857.94,
Morocco,1989,28.53,933.55,
Morocco,1990,26.49,897.64,
Morocco,1991,25.4,906.94,
Morocco,1992,27.45,926.15,
Morocco,1993,30.95,1,
Morocco,1994,29.15,1,
Morocco,1995,29.25,974.28,
Morocco,1996,26.52,966.49,
Morocco,1997,27.27,950.17,
Morocco,1998,27.52,1,
Morocco,1999,28.48,1,
Morocco,2000,30.36,1,
Morocco,2001,30.31,1,
