Entity,Year,Iron and steel production (Correlates of War: National Material Capabilities (v4.0)),"Military expenditure (1816-1913, current prices) (Correlates of War: National Material Capabilities (v4.0))","Military expenditure (1914-2007, current prices) (Correlates of War: National Material Capabilities (v4.0))",Military personnel (Correlates of War: National Material Capabilities (v4.0))
Japan,1881,6,1728,,46
Japan,1882,6,1809,,47
Japan,1883,5,2046,,48
Japan,1884,4,2120,,48
Japan,1885,2,1873,,52
Japan,1886,5,3109,,56
Japan,1887,13,3271,,62
Japan,1888,14,3238,,62
Japan,1889,16,3529,,69
Japan,1890,19,3905,,71
Japan,1891,13,3576,,89
Japan,1892,17,2496,,79
Japan,1893,17,2351,,71
Japan,1894,24,13167,,83
Japan,1895,24,11743,,207
Japan,1896,25,7398,,103
Japan,1897,25,11054,,132
Japan,1898,21,11243,,156
Japan,1899,20,11421,,147
Japan,1900,1,13311,,182
Japan,1901,6,10236,,206
Japan,1902,31,8577,,209
Japan,1903,40,15092,,214
Japan,1904,60,67273,,218
Japan,1905,71,73031,,250
Japan,1906,69,37842,,266
Japan,1907,91,21466,,262
Japan,1908,99,21338,,273
Japan,1909,103,17721,,273
Japan,1910,168,18516,,283
Japan,1911,192,20546,,274
Japan,1912,220,19961,,275
Japan,1913,255,19189,,296
Japan,1914,283,,108347,300
Japan,1915,343,,107515,650
Japan,1916,371,,121129,650
Japan,1917,773,,175068,660
Japan,1918,813,,298716,660
Japan,1919,814,,435629,306
Japan,1920,841,,449471,306
Japan,1921,865,,404130,306
Japan,1922,938,,334655,306
Japan,1923,989,,258175,306
Japan,1924,1127,,204128,306
Japan,1925,1336,,181598,306
Japan,1926,1548,,203489,302
Japan,1927,1728,,233185,274
Japan,1928,1906,,240349,285
Japan,1929,2294,,228010,296
Japan,1930,2289,,218639,293
Japan,1931,1883,,222176,292
Japan,1932,2398,,199238,370
Japan,1933,3198,,220162,371
Japan,1934,3844,,277949,399
Japan,1935,4704,,295113,410
Japan,1936,5223,,279785,416
Japan,1937,5801,,942416,393
Japan,1938,6472,,1699210,370
Japan,1939,6696,,1699970,957
Japan,1940,6856,,1863181,957
Japan,1941,6844,,2929917,3075
Japan,1942,7044,,4414273,3075
Japan,1943,7820,,6989871,3075
Japan,1944,5914,,17227328,4325
Japan,1945,2082,,4002481,6095
Japan,1952,6988,,289212,119
Japan,1953,7662,,437044,123
Japan,1954,7750,,429720,165
Japan,1955,9408,,377688,196
Japan,1956,11106,,373590,215
Japan,1957,12570,,424924,224
Japan,1958,12118,,420767,243
Japan,1959,16629,,436495,255
Japan,1960,22138,,454148,263
Japan,1961,28268,,507622,230
Japan,1962,27546,,617276,235
Japan,1963,31501,,681028,243
Japan,1964,39799,,781283,244
Japan,1965,41161,,852603,246
Japan,1966,47784,,964203,227
Japan,1967,62154,,1069692,231
Japan,1968,66893,,1207489,235
Japan,1969,82167,,1386700,236
Japan,1970,93322,,1649789,236
Japan,1971,88557,,2252068,234
Japan,1972,96901,,2640987,233
Japan,1973,119322,,3119484,233
Japan,1974,117131,,4007243,237
Japan,1975,102313,,4535240,237
Japan,1976,107399,,4972179,236
Japan,1977,102405,,5514055,236
Japan,1978,102005,,7691538,239
Japan,1979,111748,,9995146,239
Japan,1980,111395,,9297521,242
Japan,1981,101676,,11623810,241
Japan,1982,99548,,11038627,243
Japan,1983,97179,,11654008,241
Japan,1984,105586,,12774892,241
Japan,1985,105278,,14189000,241
Japan,1986,98275,,20930000,245
Japan,1987,98513,,25420000,244
Japan,1988,105680,,28406000,245
Japan,1989,107907,,30090000,247
Japan,1990,110339,,28730000,250
Japan,1991,109648,,32680000,250
Japan,1992,98132,,38600000,242
Japan,1993,99600,,41730000,242
Japan,1994,98295,,46639000,233
Japan,1995,101640,,50219000,240
Japan,1996,98801,,45502000,250
Japan,1997,104545,,40891000,250
Japan,1998,93548,,38482000,255
Japan,1999,94192,,40383000,240
Japan,2000,106444,,45316000,237
Japan,2001,102866,,39513000,240
Japan,2002,107745,,39200000,240
Japan,2003,110511,,42835000,240
Japan,2004,112718,,45152000,239
Japan,2005,112471,,43910000,239
Japan,2006,116226,,41144000,260
Japan,2007,120203,,41039000,240
Jordan,1946,,,6385,8
Jordan,1947,,,6950,8
Jordan,1948,,,6906,8
Jordan,1949,,,11201,14
Jordan,1950,,,14002,15
Jordan,1951,,,24083,15
Jordan,1952,,,25483,15
Jordan,1953,,,27723,15
Jordan,1954,,,28563,15
Jordan,1955,,,29404,15
Jordan,1956,,,35844,25
Jordan,1957,,,37525,36
Jordan,1958,,,44525,46
Jordan,1959,,,56287,46
Jordan,1960,,,53486,
Jordan,1961,,,52926,35
Jordan,1962,,,57687,35
Jordan,1963,,,59087,45
Jordan,1964,,,59087,45
Jordan,1965,,,60207,55
Jordan,1966,,,72809,50
Jordan,1967,,,99972,60
Jordan,1968,,,119294,55
Jordan,1969,,,119294,60
Jordan,1970,,,97452,70
Jordan,1971,,,106412,65
Jordan,1972,,,123494,70
Jordan,1973,,,144515,70
Jordan,1974,,,165950,70
Jordan,1975,,,172824,60
Jordan,1976,,,310147,65
Jordan,1977,,,287059,70
Jordan,1978,,,310828,70
Jordan,1979,,,440123,67
Jordan,1980,,,460898,65
Jordan,1981,,,554069,66
Jordan,1982,,,518769,68
Jordan,1983,,,534675,72
Jordan,1984,,,533232,78
Jordan,1985,,,522807,81
Jordan,1986,,,713350,86
Jordan,1987,,,745500,100
Jordan,1988,,,689100,165
Jordan,1989,,,441230,190
Jordan,1990,30,,571210,100
Jordan,1991,30,,414500,100
Jordan,1992,30,,525230,100
Jordan,1993,30,,438000,100
Jordan,1994,30,,441000,100
Jordan,1995,30,,448000,100
Jordan,1996,30,,461000,100
Jordan,1997,30,,496000,102
Jordan,1998,30,,559000,102
Jordan,1999,30,,588000,102
Jordan,2000,30,,792000,104
Jordan,2001,30,,740000,100
Jordan,2002,134,,776000,100
Jordan,2003,135,,914000,100
Jordan,2004,140,,920000,100
Jordan,2005,150,,973000,100
Jordan,2006,150,,1115000,101
Jordan,2007,150,,1621000,101
Kazakhstan,1991,6377,,,
Kazakhstan,1992,5680,,1500000,40
Kazakhstan,1993,4300,,1140000,15
Kazakhstan,1994,2969,,424000,18
Kazakhstan,1995,3028,,427000,20
Kazakhstan,1996,3216,,552000,30
Kazakhstan,1997,3889,,503000,34
Kazakhstan,1998,3121,,508000,33
Kazakhstan,1999,4099,,291000,33
Kazakhstan,2000,4769,,1250000,64
Kazakhstan,2001,4655,,1274000,64
Kazakhstan,2002,4814,,1500000,66
Kazakhstan,2003,4898,,1500000,66
Kazakhstan,2004,5385,,1680000,65
Kazakhstan,2005,4451,,1700000,65
Kazakhstan,2006,4269,,800000,66
Kazakhstan,2007,4782,,1164000,66
Kenya,1963,,,1960,3
Kenya,1964,,,5881,15
Kenya,1965,,,9801,16
Kenya,1966,,,13162,17
Kenya,1967,,,15962,16
Kenya,1968,,,16242,8
Kenya,1969,,,17082,7
Kenya,1970,,,19042,7
Kenya,1971,,,22000,7
Kenya,1972,,,28000,7
Kenya,1973,,,36000,8
Kenya,1974,,,40000,9
Kenya,1975,,,51000,9
Kenya,1976,,,54000,9
Kenya,1977,,,106000,13
Kenya,1978,,,205000,13
Kenya,1979,,,278000,13
Kenya,1980,,,286000,13
Kenya,1981,,,222000,17
Kenya,1982,,,266000,19
Kenya,1983,,,233000,18
Kenya,1984,,,243000,19
Kenya,1985,,,255600,19
Kenya,1986,,,138000,20
Kenya,1987,,,202740,21
Kenya,1988,,,275420,20
Kenya,1989,,,294000,20
Kenya,1990,20,,211519,20
Kenya,1991,20,,230000,20
Kenya,1992,20,,256200,24
Kenya,1993,20,,170000,24
Kenya,1994,20,,191000,22
Kenya,1995,20,,206000,22
Kenya,1996,20,,216000,24
Kenya,1997,20,,269000,24
Kenya,1998,20,,321000,25
Kenya,1999,20,,327000,24
Kenya,2000,20,,278000,22
Kenya,2001,20,,308000,24
Kenya,2002,20,,214000,24
Kenya,2003,20,,247000,24
Kenya,2004,20,,296000,24
Kenya,2005,20,,388000,24
Kenya,2006,20,,398000,24
Kenya,2007,20,,681000,24
Kuwait,1961,,,17000,1
Kuwait,1962,,,19000,1
Kuwait,1963,,,22000,2
Kuwait,1964,,,28003,2
Kuwait,1965,,,30524,8
Kuwait,1966,,,35004,8
Kuwait,1967,,,54327,8
Kuwait,1968,,,63288,10
Kuwait,1969,,,68888,10
Kuwait,1970,,,70008,10
Kuwait,1971,,,149677,14
Kuwait,1972,,,186378,14
Kuwait,1973,,,240339,14
Kuwait,1974,,,501364,15
Kuwait,1975,,,655398,25
Kuwait,1976,,,855285,25
Kuwait,1977,,,1040139,10
Kuwait,1978,,,1076363,10
Kuwait,1979,,,992331,11
Kuwait,1980,,,1334054,12
Kuwait,1981,,,1594321,12
Kuwait,1982,,,1169807,13
Kuwait,1983,,,1366754,13
Kuwait,1984,,,1638765,15
Kuwait,1985,,,1827000,16
Kuwait,1986,,,1390000,18
Kuwait,1987,,,1400000,20
Kuwait,1988,,,1470000,15
Kuwait,1989,,,1540000,20
Kuwait,1990,,,13100000,7
Kuwait,1991,,,15500000,10
Kuwait,1992,,,29000000,12
Kuwait,1993,,,2845000,12
Kuwait,1994,,,3133000,15
Kuwait,1995,,,3489000,20
Kuwait,1996,,,3973000,22
Kuwait,1997,,,3618000,28
Kuwait,1998,,,3674000,21
Kuwait,1999,,,3275000,21
Kuwait,2000,,,3695000,15
Kuwait,2001,,,5029000,16
Kuwait,2002,,,3477000,16
Kuwait,2003,,,3881000,16
Kuwait,2004,,,3284000,15
Kuwait,2005,,,3568000,15
Kuwait,2006,,,3514000,16
Kuwait,2007,,,3757000,16
Kyrgyzstan,1992,,,47060,12
Kyrgyzstan,1993,,,85300,12
Kyrgyzstan,1994,,,49000,13
Kyrgyzstan,1995,,,56000,13
Kyrgyzstan,1996,,,50000,13
Kyrgyzstan,1997,,,68000,14
Kyrgyzstan,1998,,,66000,11
Kyrgyzstan,1999,,,35000,12
Kyrgyzstan,2000,,,230000,9
Kyrgyzstan,2001,,,255000,9
Kyrgyzstan,2002,,,200000,11
Kyrgyzstan,2003,,,220000,11
Kyrgyzstan,2004,,,33000,11
Kyrgyzstan,2005,,,34000,12
Kyrgyzstan,2006,,,36000,13
Kyrgyzstan,2007,,,39000,13
Laos,1953,,,,25
Laos,1954,,,886,25
Laos,1955,,,103,25
Laos,1956,,,140,25
Laos,1957,,,114,25
Laos,1958,,,63,25
Laos,1959,,,100,29
Laos,1960,,,21388,29
Laos,1961,,,8000,55
Laos,1962,,,28500,60
Laos,1963,,,39300,83
Laos,1964,,,14500,91
Laos,1965,,,26600,86
Laos,1966,,,35000,93
Laos,1967,,,38000,62
Laos,1968,,,40000,62
Laos,1969,,,41250,59
Laos,1970,,,39529,62
Laos,1971,,,19272,72
Laos,1972,,,21660,79
Laos,1973,,,17150,71
Laos,1974,,,24343,60
Laos,1975,,,19000,46
Laos,1976,,,28000,46
Laos,1977,,,42000,45
Laos,1978,,,37900,47
Laos,1979,,,37875,46
Laos,1980,,,21000,55
Laos,1981,,,26000,46
Laos,1982,,,,46
Laos,1983,,,,49
Laos,1984,,,55000,54
Laos,1985,,,55000,54
Laos,1986,,,,56
Laos,1987,,,,56
Laos,1988,,,,56
Laos,1989,,,18940,56
Laos,1990,,,,55
Laos,1991,,,,53
Laos,1992,,,102170,37
Laos,1993,,,110000,37
Laos,1994,,,77000,45
Laos,1995,,,73000,50
Laos,1996,,,79000,50
Laos,1997,,,72000,50
Laos,1998,,,34000,50
Laos,1999,,,22000,50
Laos,2000,,,20000,29
Laos,2001,,,19000,29
Laos,2002,,,11000,29
Laos,2003,,,11000,29
Laos,2004,,,11000,29
Laos,2005,,,12000,29
Laos,2006,,,13000,29
Laos,2007,,,15000,29
Latvia,1918,,,4419,19
Latvia,1919,,,3984,20
Latvia,1920,,,3380,20
Latvia,1921,,,3784,20
Latvia,1922,,,4110,19
Latvia,1923,,,5504,20
Latvia,1924,,,6672,20
Latvia,1925,,,7230,19
Latvia,1926,,,8778,20
Latvia,1927,,,7816,20
Latvia,1928,,,7508,20
Latvia,1929,,,7797,20
Latvia,1930,,,7488,21
Latvia,1931,,,6311,24
Latvia,1932,,,5230,24
Latvia,1933,1,,5308,25
Latvia,1934,2,,8782,26
Latvia,1935,2,,9936,26
Latvia,1936,2,,10610,26
Latvia,1937,3,,7978,26
Latvia,1938,2,,9088,26
Latvia,1939,2,,8432,29
Latvia,1940,2,,7984,34
Latvia,1991,374,,,
Latvia,1992,246,,39800,5
Latvia,1993,300,,46100,5
Latvia,1994,332,,51000,6
Latvia,1995,279,,121000,7
Latvia,1996,293,,139000,7
Latvia,1997,465,,156000,5
Latvia,1998,472,,40000,5
Latvia,1999,482,,58000,5
Latvia,2000,498,,71000,5
Latvia,2001,515,,85000,6
Latvia,2002,520,,113000,6
Latvia,2003,520,,194000,5
Latvia,2004,662,,176000,5
Latvia,2005,688,,204000,5
Latvia,2006,690,,318000,5
Latvia,2007,696,,453000,5
Lebanon,1946,,,5111,4
Lebanon,1947,,,4512,4
Lebanon,1948,,,5059,3
Lebanon,1949,,,7828,3
Lebanon,1950,,,6606,5
Lebanon,1951,,,8100,5
Lebanon,1952,,,7964,5
Lebanon,1953,,,9593,6
Lebanon,1954,,,9819,7
Lebanon,1955,,,12081,7
Lebanon,1956,,,17344,7
Lebanon,1957,,,17846,9
Lebanon,1958,,,20812,9
Lebanon,1959,,,19626,9
Lebanon,1960,,,21817,10
Lebanon,1961,,,25742,8
Lebanon,1962,,,36787,10
Lebanon,1963,,,31447,16
Lebanon,1964,,,24870,16
Lebanon,1965,,,29253,17
Lebanon,1966,,,37231,19
Lebanon,1967,,,40505,19
Lebanon,1968,,,43450,19
Lebanon,1969,,,43742,19
Lebanon,1970,,,52862,19
Lebanon,1971,,,43994,20
Lebanon,1972,,,69820,20
Lebanon,1973,,,94621,20
Lebanon,1974,,,128877,20
Lebanon,1975,,,136393,24
Lebanon,1976,,,112615,24
Lebanon,1977,,,83089,9
Lebanon,1978,,,166136,9
Lebanon,1979,,,227581,18
Lebanon,1980,,,291000,18
Lebanon,1981,,,245000,20
Lebanon,1982,,,331000,21
Lebanon,1983,,,398000,20
Lebanon,1984,,,312000,19
Lebanon,1985,,,120664,21
Lebanon,1986,,,100000,36
Lebanon,1987,,,,37
Lebanon,1988,,,28756,20
Lebanon,1989,,,,18
Lebanon,1990,,,140000,36
Lebanon,1991,,,151000,36
Lebanon,1992,,,233000,37
Lebanon,1993,,,275000,37
Lebanon,1994,,,370000,50
Lebanon,1995,,,490000,55
Lebanon,1996,,,494000,55
Lebanon,1997,,,676000,57
Lebanon,1998,,,586000,58
Lebanon,1999,,,563000,58
Lebanon,2000,,,578000,64
Lebanon,2001,,,576000,72
Lebanon,2002,,,539000,72
Lebanon,2003,,,582000,72
Lebanon,2004,,,609000,72
Lebanon,2005,,,564000,72
Lebanon,2006,,,589000,72
Lebanon,2007,,,733000,72
Lesotho,1974,,,,1
Lesotho,1975,,,,1
Lesotho,1976,,,,1
Lesotho,1977,,,,1
Lesotho,1978,,,1000,1
Lesotho,1979,,,6000,1
Lesotho,1980,,,,1
Lesotho,1981,,,11000,2
Lesotho,1982,,,10000,2
Lesotho,1983,,,23000,2
Lesotho,1984,,,47000,2
Lesotho,1985,,,11550,2
Lesotho,1986,,,31560,2
Lesotho,1987,,,15000,2
Lesotho,1988,,,17070,2
Lesotho,1989,,,31840,2
Lesotho,1990,,,23744,2
Lesotho,1991,,,22836,2
Lesotho,1992,,,37780,2
Lesotho,1993,,,17100,2
Lesotho,1994,,,32000,2
Lesotho,1995,,,33000,2
Lesotho,1996,,,33000,2
Lesotho,1997,,,32000,2
Lesotho,1998,,,42000,2
Lesotho,1999,,,34000,2
Lesotho,2000,,,27000,2
Lesotho,2001,,,24000,2
Lesotho,2002,,,20000,2
Lesotho,2003,,,27000,2
Lesotho,2004,,,33000,2
Lesotho,2005,,,35000,2
Lesotho,2006,,,35000,2
Lesotho,2007,,,40000,2
Liberia,1920,,,,2
Liberia,1921,,,,2
Liberia,1922,,,102,2
Liberia,1923,,,,2
Liberia,1924,,,,2
Liberia,1925,,,120,2
Liberia,1926,,,,2
Liberia,1927,,,,2
Liberia,1928,,,126,2
Liberia,1929,,,102,2
Liberia,1930,,,102,6
Liberia,1931,,,,6
Liberia,1932,,,64,5
Liberia,1933,,,36,1
Liberia,1934,,,,4
Liberia,1935,,,,4
Liberia,1936,,,,4
Liberia,1937,,,,4
Liberia,1938,,,,1
Liberia,1939,,,,1
Liberia,1940,,,,5
Liberia,1941,,,76,5
Liberia,1942,,,,5
Liberia,1943,,,,5
Liberia,1944,,,,5
Liberia,1945,,,,5
Liberia,1946,,,,5
Liberia,1947,,,,5
Liberia,1948,,,,5
Liberia,1949,,,,5
Liberia,1950,,,,5
Liberia,1951,,,,5
Liberia,1952,,,,5
Liberia,1953,,,,5
Liberia,1954,,,,5
Liberia,1955,,,,5
Liberia,1956,,,,2
Liberia,1957,,,2000,2
Liberia,1958,,,1800,4
Liberia,1959,,,1000,4
Liberia,1960,,,1400,3
Liberia,1961,,,3000,2
Liberia,1962,,,3000,3
Liberia,1963,,,3000,4
Liberia,1964,,,2600,4
Liberia,1965,,,2800,4
Liberia,1966,,,2800,4
Liberia,1967,,,3300,4
Liberia,1968,,,2800,5
Liberia,1969,,,3400,5
Liberia,1970,,,3000,5
Liberia,1971,,,4300,5
Liberia,1972,,,3800,6
Liberia,1973,,,3700,6
Liberia,1974,,,3700,6
Liberia,1975,,,4500,6
Liberia,1976,,,5400,6
Liberia,1977,,,6700,4
Liberia,1978,,,6900,7
Liberia,1979,,,8000,7
Liberia,1980,,,26000,7
Liberia,1981,,,38000,5
Liberia,1982,,,27000,5
Liberia,1983,,,22000,5
Liberia,1984,,,26000,6
Liberia,1985,,,26000,6
Liberia,1986,,,37700,6
Liberia,1987,,,41000,6
Liberia,1988,,,28070,7
Liberia,1989,,,37620,7
Liberia,1990,,,30000,8
Liberia,1991,,,36000,5
Liberia,1992,,,,2
Liberia,1993,,,14430,2
Liberia,1994,,,36000,
Liberia,1995,,,45000,
Liberia,1996,,,46000,
Liberia,1997,,,45000,
Liberia,1998,,,46000,
Liberia,1999,,,25000,5
Liberia,2000,,,25000,15
Liberia,2001,,,24000,15
Liberia,2002,,,42000,15
Liberia,2003,,,45000,15
Liberia,2004,,,,7
Liberia,2006,,,,15
Liberia,2007,,,,2
Libya,1951,,,,3
Libya,1952,,,,3
Libya,1953,,,,3
Libya,1954,,,,3
Libya,1955,,,,3
Libya,1956,,,,3
Libya,1957,,,,3
Libya,1958,,,,3
Libya,1959,,,3920,5
Libya,1960,,,3920,5
Libya,1961,,,5041,8
Libya,1962,,,11761,8
Libya,1963,,,13162,13
Libya,1964,,,15122,16
Libya,1965,,,20442,17
Libya,1966,,,42005,20
Libya,1967,,,35564,20
Libya,1968,,,37805,30
Libya,1969,,,44525,25
Libya,1970,,,74489,18
Libya,1971,,,216110,19
Libya,1972,,,261477,20
Libya,1973,,,370370,20
Libya,1974,,,638297,25
Libya,1975,,,722728,25
Libya,1976,,,1165147,25
Libya,1977,,,1219182,30
Libya,1978,,,2729000,50
Libya,1979,,,3000000,51
Libya,1980,,,2750000,53
Libya,1981,,,557244,55
Libya,1982,,,3310000,55
Libya,1983,,,4223000,68
Libya,1984,,,5225000,90
Libya,1985,,,,91
Libya,1986,,,1410000,91
Libya,1987,,,1320000,91
Libya,1988,,,1390000,86
Libya,1989,,,1510000,86
Libya,1990,492,,1820000,86
Libya,1991,718,,2700000,86
Libya,1992,789,,2300000,85
Libya,1993,920,,,85
Libya,1994,874,,1413000,80
Libya,1995,909,,1401000,76
Libya,1996,863,,1327000,76
Libya,1997,897,,1250000,70
Libya,1998,874,,1489000,70
Libya,1999,966,,1311000,85
Libya,2000,1055,,1176000,76
Libya,2001,846,,546000,76
Libya,2002,886,,475000,76
Libya,2003,1007,,534000,76
Libya,2004,1026,,715000,76
Libya,2005,1255,,721000,76
Libya,2006,1151,,593000,76
Libya,2007,1250,,656000,76
Lithuania,1918,,,6541,42
Lithuania,1919,,,5974,50
Lithuania,1920,,,5512,50
Lithuania,1921,,,4941,50
Lithuania,1922,,,5181,30
Lithuania,1923,,,6469,30
Lithuania,1924,,,4423,30
Lithuania,1925,,,4895,30
Lithuania,1926,,,4451,21
Lithuania,1927,,,3956,21
Lithuania,1928,,,4900,18
Lithuania,1929,,,4940,15
Lithuania,1930,,,5590,20
Lithuania,1931,,,5560,18
Lithuania,1932,,,4640,20
Lithuania,1933,,,4900,20
Lithuania,1934,,,7834,19
Lithuania,1935,,,11037,23
Lithuania,1936,,,12783,21
Lithuania,1937,,,13691,23
Lithuania,1938,,,14399,23
Lithuania,1939,,,11230,27
Lithuania,1940,,,9841,33
Lithuania,1991,3,,,
Lithuania,1992,3,,55200,10
Lithuania,1993,2,,73200,10
Lithuania,1994,1,,64000,10
Lithuania,1995,1,,115000,12
Lithuania,1996,1,,128000,12
Lithuania,1997,1,,135000,12
Lithuania,1998,1,,139000,12
Lithuania,1999,1,,107000,12
Lithuania,2000,1,,199000,13
Lithuania,2001,1,,211000,12
Lithuania,2002,,,248000,14
Lithuania,2003,,,337000,13
Lithuania,2004,,,310000,13
Lithuania,2005,,,305000,13
Lithuania,2006,,,353000,14
Lithuania,2007,,,447000,12
Luxembourg,1920,585,,125,
Luxembourg,1921,754,,142,
Luxembourg,1922,1394,,210,
Luxembourg,1923,1201,,192,
Luxembourg,1924,1887,,117,
Luxembourg,1925,2086,,146,
Luxembourg,1926,2244,,189,
Luxembourg,1927,2471,,163,
Luxembourg,1928,2567,,193,
Luxembourg,1929,2702,,250,
Luxembourg,1930,2270,,269,
Luxembourg,1931,2035,,357,
Luxembourg,1932,1956,,209,
Luxembourg,1933,1845,,227,
Luxembourg,1934,1932,,326,
Luxembourg,1935,1837,,388,
Luxembourg,1936,1981,,328,
Luxembourg,1937,2510,,338,
Luxembourg,1938,1437,,595,
Luxembourg,1939,1762,,975,
Luxembourg,1940,1042,,1168,
Luxembourg,1944,1269,,1412,
Luxembourg,1945,259,,1758,
Luxembourg,1946,1295,,1936,2
Luxembourg,1947,1715,,2117,2
Luxembourg,1948,2453,,2306,3
Luxembourg,1949,2279,,2548,3
Luxembourg,1950,2451,,3396,3
Luxembourg,1951,3077,,5267,3
Luxembourg,1952,3002,,8634,3
Luxembourg,1953,2659,,9677,3
Luxembourg,1954,2828,,11350,3
Luxembourg,1955,3225,,12280,3
Luxembourg,1956,3456,,7906,3
Luxembourg,1957,3493,,8742,3
Luxembourg,1958,3379,,8577,3
Luxembourg,1959,3663,,8066,3
Luxembourg,1960,4084,,5266,3
Luxembourg,1961,4113,,5835,6
Luxembourg,1962,4010,,7131,6
Luxembourg,1963,4032,,6995,2
Luxembourg,1964,4559,,9272,2
Luxembourg,1965,4585,,9611,2
Luxembourg,1966,4390,,10012,2
Luxembourg,1967,4481,,8260,2
Luxembourg,1968,4834,,7480,1
Luxembourg,1969,5521,,7820,1
Luxembourg,1970,5462,,8320,1
Luxembourg,1971,5241,,9044,1
Luxembourg,1972,5457,,11745,1
Luxembourg,1973,5294,,15419,1
Luxembourg,1974,6448,,18228,1
Luxembourg,1975,4625,,22730,1
Luxembourg,1976,4566,,25463,1
Luxembourg,1977,4329,,28709,1
Luxembourg,1978,4791,,36644,1
Luxembourg,1979,4954,,42362,1
Luxembourg,1980,4624,,52457,1
Luxembourg,1981,3790,,46123,1
Luxembourg,1982,3510,,41128,1
Luxembourg,1983,3294,,44321,1
Luxembourg,1984,3987,,39684,1
Luxembourg,1985,3945,,23460,1
Luxembourg,1986,3705,,29140,1
Luxembourg,1987,3302,,73100,1
Luxembourg,1988,3661,,74220,1
Luxembourg,1989,3720,,76020,1
Luxembourg,1990,3480,,100230,1
Luxembourg,1991,3384,,105720,1
Luxembourg,1992,3072,,95930,1
Luxembourg,1993,3288,,108000,1
Luxembourg,1994,3073,,128000,1
Luxembourg,1995,2613,,142000,1
Luxembourg,1996,2502,,145000,1
Luxembourg,1997,2580,,134000,1
Luxembourg,1998,2477,,146000,1
Luxembourg,1999,2600,,135000,1
Luxembourg,2000,2571,,129000,1
Luxembourg,2001,2725,,145000,1
Luxembourg,2002,2719,,154000,1
Luxembourg,2003,2675,,200000,1
Luxembourg,2004,2684,,236000,1
Luxembourg,2005,2194,,245000,1
Luxembourg,2006,2802,,254000,1
Luxembourg,2007,2858,,279000,1
Macedonia,1993,137,,30000,10
Macedonia,1994,67,,35741,10
Macedonia,1995,33,,42580,16
Macedonia,1996,2,,50728,15
Macedonia,1997,19,,60435,15
Macedonia,1998,45,,72000,15
Macedonia,1999,45,,67000,16
Macedonia,2000,161,,71000,16
Macedonia,2001,260,,73000,16
Macedonia,2002,260,,125000,12
Macedonia,2003,305,,137000,13
Macedonia,2004,309,,136000,11
Macedonia,2005,310,,128000,10
Macedonia,2006,354,,134000,11
Macedonia,2007,359,,157000,11
Madagascar,1960,,,405,1
Madagascar,1961,,,810,2
Madagascar,1962,,,9000,3
Madagascar,1963,,,4861,6
Madagascar,1964,,,8912,7
Madagascar,1965,,,10533,5
Madagascar,1966,,,11343,8
Madagascar,1967,,,12153,9
Madagascar,1968,,,12963,9
Madagascar,1969,,,13774,9
Madagascar,1970,,,12243,9
Madagascar,1971,,,12774,8
Madagascar,1972,,,16117,8
Madagascar,1973,,,20368,8
Madagascar,1974,,,25908,11
Madagascar,1975,,,30188,13
Madagascar,1976,,,35584,17
Madagascar,1977,,,43684,17
Madagascar,1978,,,52165,20
Madagascar,1979,,,81891,20
Madagascar,1980,,,92330,20
Madagascar,1981,,,101330,28
Madagascar,1982,,,71095,28
Madagascar,1983,,,67845,29
Madagascar,1984,,,55986,28
Madagascar,1985,,,54341,27
Madagascar,1986,,,58850,26
Madagascar,1987,,,36660,26
Madagascar,1988,,,32000,21
Madagascar,1989,,,35000,21
Madagascar,1990,,,36630,21
Madagascar,1991,,,30400,21
Madagascar,1992,,,30980,21
Madagascar,1993,,,37000,21
Madagascar,1994,,,55000,21
Madagascar,1995,,,33000,21
Madagascar,1996,,,38000,21
Madagascar,1997,,,37000,21
Madagascar,1998,,,45000,20
Madagascar,1999,,,,20
Madagascar,2002,,,293000,14
Madagascar,2003,,,324000,14
Madagascar,2004,,,272000,13
Madagascar,2005,,,54000,13
Madagascar,2006,,,54000,14
Madagascar,2007,,,82000,14
Malawi,1964,,,840,
Malawi,1965,,,1400,4
Malawi,1966,,,1400,4
Malawi,1967,,,1680,4
Malawi,1968,,,1440,4
Malawi,1969,,,1440,5
Malawi,1970,,,1440,4
Malawi,1971,,,1685,4
Malawi,1972,,,1871,4
Malawi,1973,,,2929,5
Malawi,1974,,,3923,5
Malawi,1975,,,8567,5
Malawi,1976,,,8872,4
Malawi,1977,,,13512,4
Malawi,1978,,,21097,3
Malawi,1979,,,22157,3
Malawi,1980,,,29403,4
Malawi,1981,,,37008,6
Malawi,1982,,,26087,6
Malawi,1983,,,23945,6
Malawi,1984,,,20998,6
Malawi,1985,,,36420,6
Malawi,1986,,,22300,7
Malawi,1987,,,22300,7
Malawi,1988,,,20730,7
Malawi,1989,,,22020,7
Malawi,1990,,,18000,7
Malawi,1991,,,20000,8
Malawi,1992,,,19430,10
Malawi,1993,,,17500,10
Malawi,1994,,,21000,10
Malawi,1995,,,21000,10
Malawi,1996,,,24000,8
Malawi,1997,,,23000,8
Malawi,1998,,,26000,8
Malawi,1999,,,27000,5
Malawi,2000,,,6000,5
Malawi,2001,,,6000,5
Malawi,2002,,,15000,5
Malawi,2003,,,13000,5
Malawi,2004,,,13000,5
Malawi,2005,,,34000,5
Malawi,2006,,,39000,5
Malawi,2007,,,42000,5
