Entity,Year,IIASA rates of no education projections (IIASA (2015)),Total number of people aged 15+ with no education (millions) (IIASA (2015)),"No education, 1970-2050 (IIASA (2015))","Primary education, 1970-2050 (IIASA (2015))","Secondary education, 1970-2050 (IIASA (2015))","Tertiary education, 1970-2050 (IIASA (2015))","Aged 0-14, 1970-2050 (IIASA (2015))","Tertiary education for those aged 15+ (proportion), 1970-2050 (IIASA (2015))"
Kyrgyzstan,2040,0.001720698,,9056.543312,2760.14363,3800486.071,1450992.987,1403560,27.56814471
Kyrgyzstan,2045,0.001388249,,7385.202091,1812.885119,3724938.119,1585661.698,1360590,29.80680331
Kyrgyzstan,2050,0.001084603,,5804.547463,1123.15407,3638877.123,1705968.851,1295330,31.87670023
Laos,1970,0.629989279,,904400.009,434172.4146,86692.67087,10314.90556,1128430,0.718518338
Laos,1975,0.565167193,,928473.6191,566705.0154,128388.7566,19262.60891,1280230,1.172526001
Laos,1980,0.51215006,,871013.6066,633465.0358,166298.7268,29922.63079,1421040,1.759430281
Laos,1985,0.460872881,,890982.4979,759427.2456,231747.392,51092.8645,1603260,2.642848287
Laos,1990,0.419545519,,946276.5262,902958.5914,321676.7812,84568.10114,1831040,3.749450278
Laos,1995,0.379731112,,987919.8519,1041963.278,436875.1698,134871.7008,2089580,5.184123061
Laos,2000,0.333480574,,986859.059,1193793.611,561888.6065,216728.7229,2248480,7.323722503
Laos,2005,0.2900097,,988856.9025,1394986.814,741205.3685,284688.2591,2248700,8.349272403
Laos,2010,0.249901401,,992483.2882,1620989.563,971887.2304,386139.4189,2139870,9.722761361
Laos,2015,0.217648999,,979532.0067,1807423.264,1200283.247,513273.8307,2069670,11.40478663
Laos,2020,0.191556004,,950852.7032,1944846.262,1419401.314,648736.3263,2073470,13.06925223
Laos,2025,0.168035014,,915281.8292,2062806.146,1684279.536,784603.3879,2097630,14.40439838
Laos,2030,0.146856436,,871793.4236,2156586.244,1969552.213,938433.2471,2079450,15.80821306
Laos,2035,0.127842557,,819175.3817,2219553.574,2259546.756,1109413.564,2001040,17.3137853
Laos,2040,0.111067449,,758414.9122,2246070.028,2529700.073,1294232.455,1907790,18.95362229
Laos,2045,0.09621098,,690213.0993,2234916.825,2764793.995,1484029.573,1828190,20.6863562
Laos,2050,0.08285154,,616239.1862,2188729.271,2962777.919,1670126.084,1779720,22.45435228
Latvia,1970,1.02E-6,,1.88421,487349.0302,1161068.607,200080.4786,511200,10.82393717
Latvia,1975,5.98E-7,,1.15985,419171.9216,1290857.233,228009.6854,516050,11.76496282
Latvia,1980,2.94E-7,,0.587806,344109.9745,1405270.246,249099.1912,515210,12.46443253
Latvia,1985,1.34E-7,,0.272693,270908.1705,1491769,270102.5572,546980,13.28734822
Latvia,1990,4.37E-8,,0.0913,220573.8418,1581226.872,290369.1953,571010,13.87885283
Latvia,1995,6.14E-9,,0.0121,165748.0368,1518961.736,289340.2146,515800,14.65718774
Latvia,2000,7.16E-10,,0.0014,139120.2664,1516220.602,300655.487,422820,15.37096355
Latvia,2005,,,0,119540.9851,1535677.141,314575.7989,332480,15.96998523
Latvia,2010,,,0,87820.52619,1518357.468,336157.1082,311880,17.30685441
Latvia,2015,,,0,58991.2249,1461232.402,357781.1449,319540,19.05113076
Latvia,2020,,,0,45036.72917,1405659.016,368718.2835,319290,20.26577116
Latvia,2025,,,0,33630.82282,1365382.739,374813.3878,296100,21.13021159
Latvia,2030,,,0,22640.93311,1329577.592,387367.8644,271430,22.26781416
Latvia,2035,,,0,20271.79944,1277218.483,405553.0968,243720,23.81343317
Latvia,2040,,,0,18343.77042,1211206.815,425928.3927,225890,25.72840841
Latvia,2045,,,0,16488.3399,1133241.092,445458.0634,220430,27.92512258
Latvia,2050,,,0,14490.78693,1053300.666,460818.3324,218790,30.14623725
Lithuania,1970,0.008809613,,20178.50646,1229985.716,915489.5238,124856.2533,848580,5.451024152
Lithuania,1975,0.00770806,,18970.92405,1136023.407,1138399.992,167785.6764,827200,6.817285871
Lithuania,1980,0.006716558,,17524.64095,1014647.448,1361722.822,215275.0885,799120,8.250711471
Lithuania,1985,0.005950505,,16226.01479,870277.483,1573063.348,267263.1542,810050,9.801240055
Lithuania,1990,0.00537416,,15392.29421,750064.9922,1776356.713,322316.0009,833740,11.2535395
Lithuania,1995,0.004890213,,13884.92737,604248.9018,1864500.561,356695.6096,791100,12.56266829
Lithuania,2000,0.004390184,,12308.58407,496478.3553,1905106.477,389766.5778,698830,13.90206297
Lithuania,2005,0.003820808,,10893.50799,408704.1318,2008587.878,422915.1053,572810,14.83339809
Lithuania,2010,0.003303889,,9413.651852,314328.1081,2067387.926,458134.5806,494200,16.07904841
Lithuania,2015,0.002871576,,8055.568858,212360.6699,2088358.579,496503.5088,500760,17.69890367
Lithuania,2020,0.002506735,,6844.535111,139260.7988,2057110.358,527242.6442,531280,19.30967549
Lithuania,2025,0.002177636,,5805.453745,90722.30615,2022556.576,546858.5699,532690,20.51276375
Lithuania,2030,0.0018871,,4947.388348,54042.23198,1996683.163,566015.8877,491090,21.58974458
Lithuania,2035,0.001635216,,4205.223112,41880.0684,1938318.431,587258.1167,437430,22.8357441
Lithuania,2040,0.001411906,,3536.55696,35381.06729,1855164.119,610729.1023,395720,24.38224441
Lithuania,2045,0.001202525,,2908.382691,31398.04204,1750909.331,633347.0507,380600,26.18691766
Lithuania,2050,0.000996348,,2313.528093,28052.32933,1638974.393,652667.5729,384990,28.10789725
Luxembourg,1970,1.07E-6,,0.281645,149091.2505,101392.6927,13645.77516,75050,5.166310211
Luxembourg,1975,5.88E-7,,0.169019,148935.9772,119343.9964,18949.85732,71730,6.597450587
Luxembourg,1980,2.9E-7,,0.0858,142037.2951,129814.0346,23968.58452,68330,8.102421919
Luxembourg,1985,1.32E-7,,0.0401,133930.5708,139502.1361,30247.25298,63070,9.960238732
Luxembourg,1990,4.88E-8,,0.0154,126548.4368,151726.9181,37344.6297,66260,11.83214933
Luxembourg,1995,1.25E-9,,0.000417,120700.289,168010.3412,45749.36933,75110,13.67857721
Luxembourg,2000,1.97E-10,,6.98E-5,114753.8144,185176.8486,54969.33627,82560,15.48868311
Luxembourg,2005,,,0,110942.4609,198765.9383,62320.20447,85110,16.75145509
Luxembourg,2010,,,0,110031.3095,216984.1936,70417.58376,89620,17.71809799
Luxembourg,2015,,,0,107301.9014,236418.0857,79302.2633,89780,18.74659388
Luxembourg,2020,,,0,103741.7595,254207.7203,88857.54038,92940,19.88723014
Luxembourg,2025,,,0,100211.5177,271099.3387,98513.59465,99210,20.96817108
Luxembourg,2030,,,0,96801.94097,288234.9486,107997.3478,110240,21.90463453
Luxembourg,2035,,,0,95294.24127,303793.6275,117539.8038,119960,22.75135654
Luxembourg,2040,,,0,93577.83219,319600.4659,127494.4286,126400,23.58070276
Luxembourg,2045,,,0,91428.53209,334804.4616,138222.568,129730,24.48776792
Luxembourg,2050,,,0,88674.93672,348248.1864,149863.5936,132590,25.53970452
Macao,1970,,,44479.39192,57935.02788,47267.99056,6557.589647,96760,4.19712599
Macao,1975,,,40196.59432,71558.92284,59061.43693,7483.045916,73720,4.196884978
Macao,1980,,,37586.95238,77144.16566,67774.69016,8844.191795,60980,4.62199728
Macao,1985,,,32598.97743,94346.91895,89805.79923,12088.3044,74060,5.282426324
Macao,1990,,,28948.85287,112952.4301,116477.5676,18281.14938,91210,6.607803578
Macao,1995,,,24709.66617,119368.4874,135393.8775,24747.96895,102230,8.134892167
Macao,2000,,,20942.97484,126871.8031,161407.8805,33197.34161,98630,9.694918989
Macao,2005,,,19389.76776,138820.0272,195726.7358,42761.37823,79890,10.77933038
Macao,2010,,,16336.25702,140747.5946,218346.9538,53803.29873,71280,12.53472131
Macao,2015,,,13463.23868,138385.3948,232913.3786,65348.5751,76310,14.51833771
Macao,2020,,,10989.74305,134866.2039,241613.8733,74934.37944,87420,16.2053847
Macao,2025,,,8945.544469,130701.5407,251150.9575,82261.05582,93290,17.38917106
Macao,2030,,,7275.316247,124678.1095,261243.8018,88770.18453,94060,18.41829599
Macao,2035,,,5862.983164,117535.8684,268713.1497,95670.80217,92320,19.61340201
Macao,2040,,,4602.249753,108322.465,272118.8158,103017.4115,92070,21.10748939
Macao,2045,,,3437.196893,97507.44871,270517.4751,110249.9404,95690,22.887104
Macao,2050,,,2387.415877,86095.15928,265377.1454,116578.9928,102110,24.78090971
Macedonia,1970,0.138921748,,146791.665,634563.3337,213994.6481,61300.35324,511330,5.801386764
Macedonia,1975,0.110819667,,128606.2239,672938.1962,281126.7089,77828.87095,515100,6.706494696
Macedonia,1980,0.088738837,,113623.8684,716821.7446,351658.8532,98325.53377,514410,7.679102627
Macedonia,1985,0.071243104,,94696.33393,715016.4031,405630.3979,113856.8651,498950,8.565818921
Macedonia,1990,0.055753113,,78620.25251,733396.205,467722.0358,130411.5066,499200,9.248059185
Macedonia,1995,0.043718416,,64723.80319,751021.4625,520198.6148,144526.1195,483040,9.762178193
Macedonia,2000,0.034302114,,53690.66525,753182.2099,598878.4903,159477.6749,447670,10.18877562
Macedonia,2005,0.026985981,,44055.00753,738551.2836,674427.5653,175480.7334,404430,10.74910659
Macedonia,2010,0.021207853,,35744.99249,713675.1733,743151.7527,192888.2709,362990,11.44424959
Macedonia,2015,0.016912537,,28880.95099,650723.5438,817508.7126,210551.9664,341580,12.32981556
Macedonia,2020,0.01373998,,23537.96482,590737.3122,871271.1971,227553.9501,335470,13.28316466
Macedonia,2025,0.011413659,,19489.00865,530885.7512,915479.2143,241662.3834,331320,14.15285906
Macedonia,2030,0.009630943,,16378.81902,471475.5687,958621.4995,254169.5649,321390,14.94547641
Macedonia,2035,0.008215131,,13874.50797,428397.6803,979712.0157,266912.4648,305040,15.80395472
Macedonia,2040,0.007031353,,11728.29477,384905.7089,989582.256,281783.4141,288240,16.89349336
Macedonia,2045,0.005981675,,9795.517854,341119.4576,988194.4272,298478.2707,275470,18.22670478
Macedonia,2050,0.005005954,,8009.37722,297673.632,978148.9032,316138.159,267720,19.75900454
Madagascar,1970,0.435896369,,1660987.473,1596704.816,525701.4892,27116.2214,2952450,0.711616592
Madagascar,1975,0.389024519,,1691778.156,1919194.073,694142.3856,43655.3849,3421730,1.003855916
Madagascar,1980,0.343500999,,1708855.638,2253227.681,944932.3073,67804.37375,3955360,1.362951298
Madagascar,1985,0.298648308,,1713667.881,2591754.661,1335355.481,97301.97618,4413590,1.69572359
Madagascar,1990,0.271303837,,1796251.154,3035721.302,1660797.23,128040.3137,5039910,1.933907085
Madagascar,1995,0.252657349,,1943288.735,3582507.466,2003532.684,162071.1154,5842370,2.107173147
Madagascar,2000,0.235495043,,2109592.852,4209483.476,2410843.51,228200.1606,6954260,2.547411295
Madagascar,2005,0.216651268,,2269602.851,4891831.511,3025004.316,289395.9481,7973740,2.762509703
Madagascar,2010,0.196756337,,2416912.711,5642943.358,3851268.08,372661.7302,8927130,3.033769343
Madagascar,2015,0.176833773,,2542148.525,6392534.269,4954702.374,486536.8287,9702580,3.384386955
Madagascar,2020,0.15793966,,2629743.691,7085019.404,6296872.017,638671.0685,10370370,3.835791736
Madagascar,2025,0.140358903,,2679470.071,7701213.519,7876932.712,832516.3081,10859920,4.360977082
Madagascar,2030,0.124245909,,2691988.349,8223853.963,9676066.717,1074706.533,11266970,4.960195697
Madagascar,2035,0.10958431,,2666676.92,8724619.492,11572221.84,1370959.116,11553470,5.633813686
Madagascar,2040,0.096234651,,2602620.536,9117871.879,13597631.6,1726402.07,11745050,6.38355453
Madagascar,2045,0.084038675,,2500816.589,9393379.554,15718686.94,2145042.016,11774010,7.208305043
Madagascar,2050,0.072857563,,2363106.189,9541672.513,17899190.37,2630634.813,11672960,8.110580976
Malawi,1970,0.585391904,,1410741.804,931316.3183,63519.7026,4332.174944,2097720,0.17976501
Malawi,1975,0.553645993,,1549466.894,1149673.05,93525.73497,5994.320095,2485370,0.214185364
Malawi,1980,0.51781349,,1697594.566,1434496.36,137428.6395,8870.433534,2938130,0.270572858
Malawi,1985,0.476960224,,1812119.749,1776410.873,198582.1537,12197.22437,3449610,0.321037882
Malawi,1990,0.437181646,,2200335.222,2480774.372,332883.9593,19006.44675,4305580,0.377636534
Malawi,1995,0.393674928,,2184344.706,2885938.968,455373.9331,22942.3927,4416180,0.413480746
Malawi,2000,0.339692252,,2130383.356,3364324.084,746410.1988,30392.36187,5144730,0.484609956
Malawi,2005,0.288737591,,2021695.033,3919414.296,1019383.227,41349.58952,5908070,0.59055301
Malawi,2010,0.240588348,,1944219.401,4670551.964,1409310.885,57021.49075,6828310,0.705615131
Malawi,2015,0.198558775,,1871800.883,5453546.897,2021464.216,80124.08832,7852150,0.849948357
Malawi,2020,0.163680002,,1786447.288,6192376.391,2821295.844,114147.7387,8989730,1.045858013
Malawi,2025,0.134845317,,1687111.658,6850969.861,3811235.908,162141.5628,10046900,1.295944485
Malawi,2030,0.110553676,,1575936.172,7418662.685,5034633.363,225709.1762,11117010,1.583374985
Malawi,2035,0.090107083,,1453573.622,8028855.301,6341118.994,308076.4451,12125630,1.90976704
Malawi,2040,0.073114899,,1321523.888,8529484.023,7809521.301,414089.0357,13057520,2.290997409
Malawi,2045,0.059117785,,1183401.059,8901269.936,9385395.077,547616.4288,13806650,2.735663475
Malawi,2050,0.047670811,,1045668.005,9145397.73,11033751.93,710366.0167,14360560,3.23847763
Malaysia,1970,0.413544851,,2486359.843,1863006.667,1595102.635,67840.85507,4885260,1.128365887
Malaysia,1975,0.340585556,,2417476.276,2274796.863,2284340.898,121385.9635,5218340,1.710143188
Malaysia,1980,0.277585427,,2318013.196,2656433.879,3172657.769,203525.1559,5394490,2.437243129
Malaysia,1985,0.227341015,,2185658.791,2886890.262,4219872.764,321588.1827,6043200,3.344995301
Malaysia,1990,0.183960271,,2084838.308,3153458.776,5586427.718,508365.1982,6755360,4.485671588
Malaysia,1995,0.147520085,,1940924.704,3318426.217,7122596.682,775072.396,7396480,5.890941839
Malaysia,2000,0.115614444,,1790237.636,3448055.662,8856446.044,1389810.657,7802940,8.975466883
Malaysia,2005,0.092805285,,1633376.119,3563317.778,10437260.48,1966079.129,8406490,11.17088288
Malaysia,2010,0.074334815,,1469856.463,3560839.824,12119432.39,2623330.89,8615950,13.26692924
Malaysia,2015,0.059467624,,1298499.258,3486748.524,13681152.08,3368998.554,8627910,15.42906838
Malaysia,2020,0.047278573,,1129497.496,3351452.972,15237587.67,4171723.774,8571090,17.46202612
Malaysia,2025,0.037464372,,966999.6236,3157661.281,16624091.92,5062426.477,8642670,19.61330948
Malaysia,2030,0.029574534,,815791.7038,2918269.729,17843503.76,6006696.824,8700940,21.77581123
Malaysia,2035,0.023269749,,678413.7228,2649032.772,18824460.65,7002412.845,8684520,24.01843997
Malaysia,2040,0.018205276,,554589.1049,2365523.038,19518655.78,8024329.866,8546760,26.34114863
Malaysia,2045,0.014099477,,444140.2794,2084042.355,19933522.33,9038773.792,8336400,28.69408387
Malaysia,2050,0.010715507,,347022.0606,1819333.872,20195273.22,10023405.98,8112010,30.95073369
Maldives,1970,0.802042152,,56816.66604,3561.301872,10408.97951,53.052575,53600,0.074890704
Maldives,1975,0.754118863,,60261.63833,4606.038763,14915.52552,126.797396,61880,0.158675255
Maldives,1980,0.701154256,,63398.36779,5814.993804,20939.47255,267.165858,70130,0.295472084
Maldives,1985,0.620156996,,62065.31215,7509.72693,30055.9426,449.018325,84820,0.448659397
Maldives,1990,0.523907751,,60422.28094,10200.49319,44001.19884,706.027026,102970,0.612179854
Maldives,1995,0.422340389,,57311.59073,14261.24994,63020.961,1106.198331,114640,0.815179315
Maldives,2000,0.325708421,,53061.15882,18308.45309,89818.235,1722.15283,110350,1.057119166
Maldives,2005,0.249335237,,48585.46431,23393.16783,120300.8127,2580.55519,96350,1.324312424
Maldives,2010,,,,,,,84030,
Maldives,2015,,,,,,,81310,
Maldives,2020,0.127120577,,34585.88014,30703.47403,199647.9789,7134.12084,83720,2.62214971
Maldives,2025,0.100055962,,29792.80824,31901.32896,227134.4274,8932.885497,85960,3.000014103
Maldives,2030,0.076671721,,24985.90175,32633.82376,257287.4601,10974.39808,83210,3.367603028
Maldives,2035,0.057050489,,20137.26149,32721.16057,286595.0394,13519.17388,76880,3.830091209
Maldives,2040,0.040914963,,15376.41263,32079.16628,311749.9455,16608.39797,71050,4.419314182
Maldives,2045,0.027893813,,10985.315,30735.47876,332062.6632,20042.76931,67590,5.089241897
Maldives,2050,0.017848289,,7298.711881,28782.47481,349216.6179,23632.81449,66210,5.779174605
Mali,1970,0.934025664,,2552822.904,133915.4007,38160.27736,8241.418381,2555040,0.301536635
Mali,1975,0.902540605,,2717558.787,193306.7566,87370.20497,12774.25099,2859250,0.424251364
Mali,1980,0.870859061,,2850103.99,250590.5872,152636.0359,19419.38654,3232450,0.593366024
Mali,1985,0.843408615,,3027946.569,328575.0122,205564.3657,28044.0529,3667270,0.781143103
Mali,1990,0.820372232,,3292662.4,425188.0454,260241.0212,35528.53371,4120550,0.885199239
Mali,1995,0.798609325,,3620854.749,531368.9112,334773.5245,46952.81563,4652540,1.035583004
Mali,2000,0.76598316,,3952802.48,618348.4883,514274.0345,75004.99677,5326930,1.453464087
Mali,2005,0.72926079,,4425609.539,818617.8248,719097.6973,105298.9491,6209520,1.73513714
Mali,2010,0.68823101,,4897978.425,1076858.332,996437.1366,145491.196,7247780,2.044344504
Mali,2015,0.643176815,,5393593.126,1401023.378,1390191.097,201056.1349,8240970,2.397560242
Mali,2020,0.596250326,,5871837.241,1792938.302,1905698.557,277465.5696,9101020,2.817498674
Mali,2025,0.547103098,,6370965.624,2277381.61,2617440.416,379121.0373,9809690,3.255680637
Mali,2030,0.499294005,,6839703.139,2809278.194,3533044.041,516723.3962,10363160,3.772048125
Mali,2035,0.45402188,,7252417.114,3395220.206,4627736.625,698343.249,10755430,4.371826799
Mali,2040,0.411926692,,7581800.101,3969773.407,5925613.562,928515.3416,10977390,5.044715604
Mali,2045,0.373143587,,7804214.636,4502092.814,7397142.335,1211326.473,11057420,5.791725707
Mali,2050,0.337344698,,7908523.082,4979144.602,9007777.091,1548003.832,10995300,6.603140425
Malta,1970,8.2E-7,,0.179651,143141.1571,69468.48091,6350.182368,86490,2.900156361
Malta,1975,4.25E-7,,0.0974,141600.69,79641.75249,7787.460105,77270,3.40019216
Malta,1980,2.0E-7,,0.0498,136449.093,103512.8281,9448.02903,75540,3.78815165
Malta,1985,8.74E-8,,0.0228,128912.6093,120823.7301,11553.63776,84560,4.421768058
Malta,1990,2.93E-8,,0.00809,120226.1704,141011.3024,14412.51908,88850,5.22855762
Malta,1995,4.11E-9,,0.00121,114657.9415,161733.505,18088.55227,87910,6.142540162
Malta,2000,6.8E-10,,0.000212,105319.6986,181409.1583,24470.66441,81200,7.863336128
Malta,2005,,,0,98810.44879,202392.3376,31333.23762,70520,9.42250925
Malta,2010,,,0,89934.37837,219133.3025,38234.69091,62380,11.00904976
Malta,2015,,,0,79181.19493,233842.7729,45192.73754,60320,12.61603294
Malta,2020,,,0,68150.53773,243869.8746,51938.31442,63040,14.27038579
Malta,2025,,,0,57747.25346,252305.4796,58119.98994,65110,15.78606624
Malta,2030,,,0,47744.87241,259515.2034,64083.15921,63680,17.2571231
Malta,2035,,,0,39805.45129,262411.379,70432.90232,60720,18.9005643
Malta,2040,,,0,33133.69771,261738.8663,77101.20173,57860,20.72759125
Malta,2045,,,0,28021.27348,257602.3055,83823.72329,56150,22.6889526
Malta,2050,,,0,24400.10163,250570.0732,90334.74456,55590,24.72858693
Martinique,1970,,,,,,,134700,
Martinique,1975,,,,,,,132300,
Martinique,1980,,,,,,,99550,
Martinique,1985,,,,,,,93640,
Martinique,1990,,,,,,,88030,
Martinique,1995,,,,,,,88350,
Martinique,2000,,,,,,,88610,
Martinique,2005,,,,,,,84010,
Martinique,2010,,,,,,,78670,
Martinique,2015,,,,,,,76480,
Martinique,2020,,,,,,,76160,
Martinique,2025,,,,,,,77530,
Martinique,2030,,,,,,,77580,
Martinique,2035,,,,,,,76890,
Martinique,2040,,,,,,,75180,
Martinique,2045,,,,,,,73140,
Martinique,2050,,,,,,,71490,
Mauritania,1970,0.881508782,,559035.2396,63195.23296,10658.32769,1291.199721,518630,0.203601457
Mauritania,1975,0.85325151,,621525.4647,84408.37495,19608.88901,2877.271374,600730,0.395001699
Mauritania,1980,0.812612649,,678710.3365,117956.2334,32208.29645,6345.133742,692850,0.759696097
Mauritania,1985,0.759016724,,726272.7427,159991.3977,59900.39369,10695.46589,791870,1.11776706
Mauritania,1990,0.689097436,,753321.3173,217476.5631,104713.8345,17688.28517,895860,1.618028281
Mauritania,1995,0.626348198,,794810.8095,291990.0924,154648.7756,27510.3225,1008200,2.167942449
Mauritania,2000,0.562805118,,841416.1629,384174.4198,225891.1013,43558.31599,1128110,2.913521778
Mauritania,2005,0.502908503,,889016.0198,505373.9883,308947.0112,64412.01225,1255080,3.643730592
Mauritania,2010,0.449390887,,923886.0196,633755.2916,409116.4356,89105.08113,1379890,4.334193893
Mauritania,2015,0.399813935,,947406.0242,758144.9679,544449.7303,119616.5963,1468920,5.047928853
Mauritania,2020,0.353860971,,961921.7175,882637.4847,716446.7671,157354.6186,1515840,5.788585198
Mauritania,2025,0.31239326,,963928.3556,996090.6795,921732.8426,203872.8127,1522750,6.607181144
Mauritania,2030,0.275416415,,950938.2042,1091482.159,1150393.372,259915.1256,1531580,7.527817448
Mauritania,2035,0.242071168,,923035.2024,1186698.207,1378388.512,324951.7636,1545880,8.522042595
Mauritania,2040,0.211727443,,882035.1121,1265287.127,1620751.987,397824.6356,1556040,9.549550978
Mauritania,2045,0.184113397,,830365.6701,1325690.51,1875911.574,478109.6489,1542050,10.60091892
Mauritania,2050,0.159302023,,771062.4826,1365315.924,2137576.198,566300.8281,1509480,11.69981287
Mauritius,1970,0.306040775,,142162.0606,203843.9978,114567.8761,3946.065438,361910,0.849493119
Mauritius,1975,0.25527941,,137373.509,244537.8311,150652.4835,5566.176451,356540,1.034355351
Mauritius,1980,0.210619314,,130994.682,287947.4266,195118.0574,7889.833939,341370,1.268564023
Mauritius,1985,0.173795639,,120520.3235,320789.1295,242027.0906,10123.45636,318960,1.459847195
Mauritius,1990,0.144231767,,107188.722,344442.793,278721.6637,12816.82121,314610,1.724614988
Mauritius,1995,0.116512079,,95153.08462,371170.5784,334062.4434,16293.89366,316170,1.995138079
Mauritius,2000,0.09471954,,83518.95463,392098.9107,385978.4923,20153.64237,319580,2.285641323
Mauritius,2005,0.076582208,,71860.96985,405157.0404,436768.8312,24563.87685,311560,2.617771412
Mauritius,2010,0.060255224,,60484.49211,411511.1661,502599.6049,29209.67919,284430,2.909895933
Mauritius,2015,0.04702395,,49674.60073,409842.0039,562173.0585,34678.43469,258910,3.282798369
Mauritius,2020,0.036162771,,39749.94715,401490.0061,616874.0288,41081.28593,239420,3.737396541
Mauritius,2025,0.027255287,,30914.68271,387206.0348,668393.4162,47749.57328,235280,4.20974179
Mauritius,2030,0.02008317,,23341.06877,367605.407,716366.5459,54907.31304,238700,4.724346271
Mauritius,2035,0.014432666,,17081.70686,343472.987,760223.5603,62766.53992,237030,5.303266951
Mauritius,2040,0.010101664,,12091.99581,315539.3167,797930.9112,71467.83177,229450,5.970429183
Mauritius,2045,0.006892457,,8288.269791,285045.2985,828116.7285,81062.71384,219290,6.741109088
Mauritius,2050,0.004598516,,5527.096377,253730.872,851198.2615,91474.15648,210510,7.610603535
Mayotte,1970,,,,,,,17200,
Mayotte,1975,,,,,,,22120,
Mayotte,1980,,,,,,,27150,
Mayotte,1985,,,,,,,34470,
Mayotte,1990,,,,,,,43340,
Mayotte,1995,,,,,,,56120,
Mayotte,2000,,,,,,,66650,
Mayotte,2005,,,,,,,73410,
Mayotte,2010,,,,,,,94130,
Mayotte,2015,,,,,,,103610,
Mayotte,2020,,,,,,,105950,
Mayotte,2025,,,,,,,95860,
Mayotte,2030,,,,,,,98740,
Mayotte,2035,,,,,,,103870,
Mayotte,2040,,,,,,,107110,
Mayotte,2045,,,,,,,106710,
Mayotte,2050,,,,,,,103910,
Mexico,1970,0.319540197,,8884728.889,13614727.74,4662299.667,642973.7081,24226180,2.312461614
Mexico,1975,0.268071487,,8757447.786,16345565.98,6541217.554,1024098.676,27758850,3.134836326
Mexico,1980,0.223245727,,8553441.232,19223929.04,8908028.966,1628620.759,30511730,4.250717515
Mexico,1985,0.184244894,,8183406.483,21793502.05,11996005.24,2443006.224,31909030,5.500294093
Mexico,1990,0.150812588,,7774722.218,24314729.11,16066271.3,3396487.373,32426130,6.58844184
Mexico,1995,0.124987999,,7368907.439,26707982.49,20165617.31,4714412.759,33022220,7.996368805
Mexico,2000,0.1040426,,6938583.339,28846184.8,23810753.2,7094308.662,33161730,10.6377669
Mexico,2005,0.088263792,,6372518.955,29671787.59,27544907.33,8609349.104,33219170,11.92454358
Mexico,2010,0.073135323,,5807504.649,30724762.25,32487536.05,10387854.54,33007190,13.08167861
Mexico,2015,0.060463413,,5209921.234,30968041.86,37506148.47,12482397.25,33027220,14.48636764
Mexico,2020,0.049761248,,4598711.489,30736511.53,42353531.73,14726763.56,32581730,15.9353795
Mexico,2025,0.040826242,,3991616.583,29991509.99,46725306.13,17062421.1,32101640,17.4514392
Mexico,2030,0.033337139,,3406846.938,28793415.55,50589304.32,19404174.48,31473520,18.9876349
Mexico,2035,0.027073599,,2857556.367,27424560.75,53541507.19,21724086.27,30634890,20.582243
Mexico,2040,0.021779673,,2353197.976,25709405.29,56027890.09,23955112.62,29688010,22.17129739
Mexico,2045,0.017326658,,1900114.725,23714025.39,57895663.15,26154430.65,28678860,23.84955396
Mexico,2050,0.013618545,,1501508.136,21508940.56,58927233.02,28316987.56,27629100,25.68325473
Micronesia (country),1970,,,,,,,28220,
Micronesia (country),1975,,,,,,,29970,
Micronesia (country),1980,,,,,,,34500,
Micronesia (country),1985,,,,,,,39030,
Micronesia (country),1990,,,,,,,42480,
Micronesia (country),1995,,,,,,,46510,
Micronesia (country),2000,,,,,,,42990,
Micronesia (country),2005,,,,,,,41830,
Micronesia (country),2010,,,,,,,40590,
Micronesia (country),2015,,,,,,,38140,
Micronesia (country),2020,,,,,,,35550,
Micronesia (country),2025,,,,,,,32920,
Micronesia (country),2030,,,,,,,30510,
Micronesia (country),2035,,,,,,,28180,
Micronesia (country),2040,,,,,,,25900,
Micronesia (country),2045,,,,,,,23700,
Micronesia (country),2050,,,,,,,21560,
Mongolia,1970,,,139715.1316,263972.3606,236747.0148,66535.49303,565030,9.411360175
Mongolia,1975,,,126335.3616,276641.8019,315413.5931,95799.24335,670340,11.7662024
Mongolia,1980,,,113536.7589,284756.6615,416090.8537,130795.7259,738240,13.83818171
Mongolia,1985,,,102126.596,288592.9786,540907.1865,169643.239,810090,15.40432764
Mongolia,1990,,,99281.68483,283619.6686,709994.2956,199654.351,888000,15.4465476
Mongolia,1995,,,84341.09788,268272.5137,863434.4758,243331.9126,893840,16.67364995
Mongolia,2000,,,88125.23458,272276.7271,961906.5835,296291.4549,850060,18.30541547
Mongolia,2005,,,93398.24938,269536.7162,1121277.55,351022.276,746440,19.12683203
Mongolia,2010,,,95232.03542,248068.4813,1256226.757,420992.7308,760810,20.83586056
Mongolia,2015,,,94699.96511,210316.9834,1357207.487,501264.6317,819600,23.16927038
Mongolia,2020,,,93719.29029,184652.7701,1445453.902,576068.3484,889230,25.04760092
Mongolia,2025,,,92270.03587,159107.255,1531481.316,644267.5887,865050,26.54446192
Mongolia,2030,,,90390.3387,134105.7391,1615762.18,711950.3293,811030,27.89546014
Mongolia,2035,,,87681.61121,123683.9983,1662764.617,783553.8849,763560,29.48258153
Mongolia,2040,,,83910.66609,113388.2172,1677839.051,857399.8321,750200,31.37741929
