Entity,Year,age-standardized_death_rate_per_100k_both_sexes,age-standardized_death_rate_per_100k_female,age-standardized_death_rate_per_100k_male
Estonia,2018,23.9,9.13,47.97
Estonia,2019,22.72,9.71,43.61
Estonia,2020,21.45,7.18,43.74
Fiji,1978,5.29,7.45,3.48
Fiji,2001,5.52,3.53,7.85
Fiji,2002,2.57,1.14,4.32
Fiji,2003,4.62,3.02,6.32
Fiji,2004,5.91,3.88,8.05
Fiji,2005,4.39,2.14,6.92
Fiji,2006,7.05,4.46,10.02
Fiji,2007,7.67,6.29,9.04
Fiji,2008,2.72,2.67,2.79
Fiji,2009,5.79,5.22,6.09
Fiji,2011,7.91,5.67,10.48
Fiji,2012,5.22,3.77,6.86
Finland,1952,20.85,5.38,42.72
Finland,1953,24.05,4.07,52.34
Finland,1954,22.22,4.58,47.46
Finland,1955,24.36,5.11,52.02
Finland,1956,22.18,3.76,48.41
Finland,1957,26.26,5.0,56.52
Finland,1958,27.7,4.59,60.61
Finland,1959,27.99,4.8,61.34
Finland,1960,27.54,3.13,62.76
Finland,1961,28.62,4.27,63.47
Finland,1962,29.47,4.04,66.3
Finland,1963,29.89,4.73,66.4
Finland,1964,29.96,4.45,66.73
Finland,1965,30.38,4.33,68.3
Finland,1966,29.96,4.43,67.46
Finland,1967,30.84,4.61,69.11
Finland,1968,32.48,4.66,73.67
Finland,1969,33.51,4.57,76.18
Finland,1970,32.27,4.41,74.21
Finland,1971,33.94,5.04,77.52
Finland,1972,31.65,5.36,71.43
Finland,1973,31.48,4.04,72.94
Finland,1974,31.45,4.77,71.8
Finland,1975,29.49,4.93,67.28
Finland,1976,33.54,5.91,76.47
Finland,1977,32.61,6.11,73.71
Finland,1978,32.44,5.84,74.21
Finland,1979,32.95,5.98,75.52
Finland,1980,32.86,7.02,74.24
Finland,1981,32.65,6.48,73.64
Finland,1982,29.41,6.37,65.96
Finland,1983,30.48,6.09,69.66
Finland,1984,29.53,7.01,65.69
Finland,1985,30.18,7.66,65.98
Finland,1986,27.6,6.98,60.68
Finland,1987,28.0,7.31,60.64
Finland,1988,26.8,7.18,57.78
Finland,1989,25.56,7.37,53.87
Finland,1990,26.24,7.69,55.38
Finland,1991,24.29,7.63,50.33
Finland,1992,26.08,8.34,53.9
Finland,1993,24.61,7.53,50.8
Finland,1994,23.46,7.85,47.07
Finland,1995,23.72,7.95,47.79
Finland,1996,23.04,8.03,45.89
Finland,1997,22.24,8.13,43.82
Finland,1998,22.98,9.26,43.27
Finland,1999,21.11,8.09,40.05
Finland,2000,21.06,8.79,39.11
Finland,2001,21.1,9.29,38.73
Finland,2002,20.38,9.12,37.0
Finland,2003,20.73,9.79,36.5
Finland,2004,19.73,9.09,34.76
Finland,2005,20.15,9.68,34.85
Finland,2006,19.99,9.52,34.88
Finland,2007,20.2,10.28,33.94
Finland,2008,19.3,10.62,31.25
Finland,2009,19.19,10.17,31.43
Finland,2010,20.37,10.96,32.92
Finland,2011,19.16,10.93,29.88
Finland,2012,19.12,11.52,28.92
Finland,2013,19.15,11.35,29.27
Finland,2014,18.01,11.75,26.24
Finland,2015,18.23,11.45,26.89
Finland,2016,18.14,11.5,26.68
Finland,2017,17.66,11.02,26.13
Finland,2018,17.32,11.27,24.83
Finland,2019,17.19,11.11,24.79
France,1950,6.83,3.36,11.43
France,1951,6.77,3.33,11.33
France,1952,8.31,3.65,14.52
France,1953,8.71,3.61,15.51
France,1954,9.5,3.73,17.21
France,1955,9.75,3.71,17.79
France,1956,10.14,3.72,18.71
France,1957,11.27,3.89,21.12
France,1958,11.21,3.75,21.12
France,1959,11.8,3.83,22.35
France,1960,12.35,3.77,23.7
France,1961,12.98,3.83,25.05
France,1962,13.48,3.99,26.05
France,1963,14.45,4.29,27.88
France,1964,14.75,4.19,28.76
France,1965,15.32,4.15,30.16
France,1966,16.01,4.26,31.64
France,1967,16.35,4.46,32.11
France,1968,16.43,4.02,32.99
France,1969,16.58,3.85,33.29
France,1970,16.39,3.72,32.94
France,1971,17.19,3.84,34.74
France,1972,18.23,3.91,36.98
France,1973,18.56,3.93,37.67
France,1974,19.45,4.02,39.52
France,1975,19.71,3.98,39.92
France,1976,20.86,4.01,42.55
France,1977,21.31,4.08,43.59
France,1978,22.44,4.27,45.89
France,1979,22.55,4.13,46.25
France,1980,22.92,4.26,46.81
France,1981,23.37,4.45,47.63
France,1982,23.53,4.51,48.04
France,1983,23.77,4.74,48.26
France,1984,24.27,4.64,49.47
France,1985,24.65,4.87,50.01
France,1986,25.56,5.07,51.98
France,1987,25.8,5.53,51.7
France,1988,26.2,5.59,52.37
France,1989,26.46,5.73,52.67
France,1990,26.16,5.69,51.93
France,1991,26.75,5.99,52.68
France,1992,26.87,6.03,52.79
France,1993,27.08,6.33,52.94
France,1994,26.69,6.55,51.65
France,1995,27.2,7.01,52.11
France,1996,27.24,7.26,51.81
France,1997,26.98,7.22,51.24
France,1998,28.04,8.12,52.55
France,1999,27.83,8.4,51.82
France,2000,27.18,8.19,50.46
France,2001,27.04,8.49,49.72
France,2002,27.24,9.24,49.26
France,2003,27.25,9.89,48.44
France,2004,27.39,10.14,48.44
France,2005,27.89,10.81,48.66
France,2006,27.6,11.25,47.76
France,2007,27.42,11.29,47.14
France,2008,27.15,11.84,45.92
France,2009,27.46,12.33,45.8
France,2010,26.85,12.36,44.47
France,2011,26.8,12.56,44.02
France,2012,26.61,13.37,42.69
France,2013,25.93,12.78,41.77
France,2014,26.41,13.96,41.41
France,2015,26.2,13.91,40.95
France,2016,25.39,13.8,39.31
French Guiana,1968,3.22,0.0,5.8
French Guiana,1969,6.13,0.0,12.33
French Guiana,1970,6.67,0.0,14.92
French Guiana,1971,9.32,0.0,20.77
French Guiana,1972,3.07,0.0,6.31
French Guiana,1973,7.83,5.73,10.68
French Guiana,1974,7.13,5.87,11.29
French Guiana,1975,5.3,0.0,10.46
French Guiana,1976,16.63,0.0,36.1
French Guiana,1977,7.22,5.63,8.47
French Guiana,1978,8.33,0.0,17.31
French Guiana,1979,0.0,0.0,0.0
French Guiana,2001,17.24,10.0,24.7
French Guiana,2002,12.63,7.78,17.52
French Guiana,2003,12.86,2.15,23.66
French Guiana,2004,17.43,12.27,21.66
French Guiana,2005,8.16,1.67,15.53
French Guiana,2006,6.31,3.17,12.23
French Guiana,2007,11.86,7.16,17.27
French Guiana,2008,8.17,2.65,14.71
French Guiana,2009,7.45,6.15,8.15
French Guiana,2010,12.62,9.85,15.99
French Guiana,2011,6.73,5.57,7.95
French Guiana,2012,18.31,8.66,30.39
French Guiana,2013,7.64,3.6,13.34
French Guiana,2014,12.69,6.24,20.2
French Guiana,2015,18.51,8.91,31.76
French Guiana,2016,11.71,5.47,17.74
Georgia,1981,15.13,5.84,29.86
Georgia,1982,14.93,5.79,29.38
Georgia,1985,16.4,5.51,33.08
Georgia,1986,16.07,5.02,32.93
Georgia,1987,16.25,5.35,32.66
Georgia,1988,16.8,5.25,33.93
Georgia,1989,16.01,4.07,33.24
Georgia,1990,15.6,4.68,31.7
Georgia,1991,16.12,5.03,31.85
Georgia,1992,13.24,4.23,25.6
Georgia,1994,10.45,2.66,20.99
Georgia,1995,9.78,3.43,18.19
Georgia,1996,10.29,3.28,19.74
Georgia,1997,11.93,4.26,22.58
Georgia,1998,12.76,4.13,24.9
Georgia,1999,12.97,3.98,25.07
Georgia,2000,14.03,5.12,26.06
Georgia,2001,13.96,4.8,26.72
Georgia,2004,15.54,5.99,28.85
Georgia,2005,10.78,4.44,19.48
Georgia,2006,9.1,2.95,17.66
Georgia,2007,8.13,2.23,15.93
Georgia,2009,12.48,3.66,24.49
Georgia,2010,6.09,1.81,11.93
Georgia,2011,11.52,3.04,23.05
Georgia,2012,12.73,2.96,25.99
Georgia,2013,12.1,2.25,25.62
Georgia,2014,16.35,3.97,33.35
Georgia,2015,17.65,4.28,35.98
Georgia,2016,18.45,3.68,38.97
Georgia,2017,18.12,4.04,37.34
Georgia,2018,19.31,4.99,39.3
Georgia,2019,18.11,4.18,37.76
Georgia,2020,19.02,5.64,37.7
Germany,1990,27.0,8.8,54.59
Germany,1991,27.36,9.32,54.58
Germany,1992,27.21,9.45,53.84
Germany,1993,27.63,9.89,54.0
Germany,1994,27.29,10.25,52.29
Germany,1995,27.6,10.33,52.66
Germany,1996,27.04,10.52,50.56
Germany,1997,27.01,11.02,49.7
Germany,1998,27.09,11.47,49.05
Germany,1999,26.47,11.51,47.26
Germany,2000,27.04,12.05,47.56
Germany,2001,26.18,12.12,45.36
Germany,2002,26.24,12.55,44.6
Germany,2003,25.98,12.71,43.51
Germany,2004,25.83,13.09,42.51
Germany,2005,25.85,13.75,41.63
Germany,2006,25.61,13.83,40.78
Germany,2007,25.55,14.21,40.05
Germany,2008,25.73,14.71,39.71
Germany,2009,25.27,14.76,38.42
Germany,2010,25.21,15.15,37.8
Germany,2011,25.41,15.79,37.36
Germany,2012,25.31,16.05,36.7
Germany,2013,25.61,16.46,37.0
Germany,2014,25.24,16.51,36.03
Germany,2015,25.0,16.77,35.13
Germany,2016,24.88,17.09,34.45
Germany,2017,24.13,16.76,33.11
Germany,2018,23.73,16.63,32.3
Germany,2019,23.19,16.77,30.99
Germany,2020,22.89,16.57,30.49
Greece,1961,14.85,5.25,26.48
Greece,1962,16.8,5.11,30.78
Greece,1963,17.65,6.5,31.05
Greece,1964,17.62,5.55,32.15
Greece,1965,19.28,6.94,34.21
Greece,1966,19.15,6.84,34.22
Greece,1967,20.36,6.82,36.66
Greece,1968,20.21,6.28,36.97
Greece,1969,20.96,6.79,38.17
Greece,1970,19.56,6.78,34.84
Greece,1971,19.73,5.73,36.63
Greece,1972,20.87,6.5,38.12
Greece,1973,23.57,6.94,43.37
Greece,1974,24.53,6.78,45.82
Greece,1975,23.89,7.49,43.46
Greece,1976,25.26,6.86,47.25
Greece,1977,26.25,7.86,48.34
Greece,1978,27.25,7.89,50.36
Greece,1979,27.5,7.67,51.15
Greece,1980,25.78,6.9,48.15
Greece,1981,26.52,6.74,50.0
Greece,1982,27.29,7.19,51.18
Greece,1983,27.84,6.99,52.59
Greece,1984,27.85,7.06,52.62
Greece,1985,29.34,7.98,54.92
Greece,1986,28.66,7.18,54.37
Greece,1987,28.93,7.29,54.21
Greece,1988,29.31,7.86,54.52
Greece,1989,30.13,7.58,56.59
Greece,1990,30.11,8.4,55.61
Greece,1991,30.22,8.03,56.38
Greece,1992,29.55,7.89,54.91
Greece,1993,30.33,7.78,56.74
Greece,1994,30.51,7.97,56.89
Greece,1995,30.02,8.16,55.53
Greece,1996,30.3,8.15,56.24
Greece,1997,29.8,8.03,55.32
Greece,1998,29.8,8.5,54.77
Greece,1999,29.7,7.87,55.3
Greece,2000,30.08,8.54,55.29
Greece,2001,29.76,8.31,54.94
Greece,2002,28.85,8.47,52.95
Greece,2003,29.32,8.63,53.58
Greece,2004,29.61,8.38,54.52
Greece,2005,29.11,8.27,53.54
Greece,2006,28.81,8.36,52.78
Greece,2007,28.94,8.71,52.63
Greece,2008,29.36,9.4,52.85
Greece,2009,28.95,9.27,52.1
Greece,2010,28.38,9.81,50.32
Greece,2011,28.64,9.87,50.69
Greece,2012,29.77,10.42,52.46
Greece,2013,30.82,11.18,53.99
Greece,2014,30.9,10.98,54.3
Greece,2015,30.53,11.46,53.12
Greece,2016,29.89,11.74,51.43
Greece,2017,29.49,11.08,51.37
Greece,2018,28.96,11.8,49.37
Greece,2019,28.65,11.98,48.49
Grenada,1985,5.26,4.31,6.41
Grenada,1988,0.0,0.0,0.0
Grenada,1989,8.16,6.38,10.21
Grenada,1990,10.14,3.62,17.98
Grenada,1991,1.08,1.89,0.0
Grenada,1992,12.09,9.63,14.52
Grenada,1993,7.28,0.0,16.53
Grenada,1994,14.09,5.47,25.85
Grenada,1995,9.12,3.47,16.28
Grenada,1996,8.25,5.96,10.63
Grenada,2001,2.11,1.6,2.65
Grenada,2002,7.01,2.8,13.34
Grenada,2003,10.68,5.87,16.29
Grenada,2004,8.4,2.0,15.24
Grenada,2005,6.65,0.0,15.46
Grenada,2006,15.98,5.85,27.95
Grenada,2007,9.28,4.39,16.96
Grenada,2008,9.28,2.93,16.04
Grenada,2009,7.05,3.13,10.83
Grenada,2010,7.23,2.73,11.65
Grenada,2011,8.72,4.07,13.3
Grenada,2012,11.96,13.86,9.75
Grenada,2013,6.9,2.09,11.75
Grenada,2014,15.93,5.82,26.13
Grenada,2015,6.47,2.77,10.2
Grenada,2016,18.19,13.17,25.35
Grenada,2017,8.04,4.37,13.29
Grenada,2018,9.12,7.17,11.22
Guadeloupe,1974,3.92,0.75,7.96
Guadeloupe,1981,6.75,2.54,12.13
Guadeloupe,2000,11.22,4.45,19.47
Guadeloupe,2001,11.3,5.86,17.56
Guadeloupe,2002,11.68,5.61,19.15
Guadeloupe,2003,9.02,3.75,15.38
Guadeloupe,2004,8.44,3.52,14.33
Guadeloupe,2005,11.31,4.94,19.39
Guadeloupe,2006,9.48,5.14,14.75
Guadeloupe,2007,11.34,6.96,16.82
Guadeloupe,2008,10.49,6.37,15.95
Guadeloupe,2009,8.36,4.98,12.66
Guadeloupe,2010,10.16,5.45,16.3
Guadeloupe,2011,8.15,5.19,11.69
Guadeloupe,2012,7.64,4.41,11.58
Guadeloupe,2013,7.05,4.75,9.99
Guadeloupe,2014,8.16,3.24,14.12
Guadeloupe,2015,8.85,5.58,12.97
Guadeloupe,2016,9.2,6.22,12.94
Guatemala,1963,1.71,1.48,1.94
Guatemala,1964,2.76,1.49,4.21
Guatemala,1965,2.36,1.93,2.81
Guatemala,1966,1.56,1.2,1.91
Guatemala,1967,1.82,1.6,2.06
Guatemala,1968,2.12,1.58,2.69
Guatemala,1969,1.82,0.6,3.19
Guatemala,1970,1.05,0.67,1.47
Guatemala,1971,1.63,1.58,1.71
Guatemala,1974,2.34,1.77,2.94
Guatemala,1975,2.18,1.92,2.49
Guatemala,1976,2.14,1.78,2.49
Guatemala,1977,2.01,1.47,2.68
Guatemala,1978,1.78,1.61,1.96
Guatemala,1979,0.24,0.0,0.48
Guatemala,1980,2.1,1.29,3.03
Guatemala,1981,1.98,1.08,3.06
Guatemala,1984,1.72,2.5,0.88
Guatemala,1986,2.86,2.49,3.28
Guatemala,1987,3.25,2.93,3.62
Guatemala,1988,2.93,2.45,3.47
Guatemala,1989,3.57,3.03,4.2
Guatemala,1990,3.56,2.72,4.52
Guatemala,1991,3.71,2.55,5.02
Guatemala,1992,3.54,3.06,4.08
Guatemala,1993,3.53,3.48,3.62
Guatemala,1994,5.04,4.24,6.02
Guatemala,1995,4.39,4.12,4.67
Guatemala,1996,3.32,2.79,3.89
Guatemala,1997,5.62,4.19,7.21
Guatemala,1998,4.63,3.56,5.9
Guatemala,1999,5.59,4.59,6.73
Guatemala,2000,5.59,4.16,7.23
Guatemala,2001,5.52,4.58,6.61
Guatemala,2002,5.45,4.42,6.67
Guatemala,2003,5.88,4.67,7.3
Guatemala,2004,5.87,4.84,7.09
Guatemala,2005,6.05,4.69,7.68
Guatemala,2006,5.14,4.12,6.38
Guatemala,2007,5.62,4.33,7.13
Guatemala,2008,5.45,4.21,6.91
Guatemala,2009,4.91,4.11,5.88
Guatemala,2010,4.79,3.69,6.11
Guatemala,2011,3.94,3.62,4.33
Guatemala,2012,3.96,2.81,5.37
Guatemala,2013,3.91,3.07,4.92
Guatemala,2014,3.97,3.31,4.75
Guatemala,2015,3.61,2.84,4.57
Guatemala,2016,4.06,3.52,4.72
Guatemala,2017,3.68,3.2,4.28
Guatemala,2018,3.93,3.18,4.84
Guatemala,2019,4.01,3.37,4.79
Guatemala,2020,3.91,3.45,4.49
Guyana,1977,2.71,2.47,2.94
Guyana,1984,3.41,1.23,6.77
Guyana,1988,5.74,1.77,9.81
Guyana,1989,4.63,2.87,6.63
Guyana,1990,5.11,2.23,8.06
Guyana,1991,5.75,2.54,9.55
Guyana,1992,3.37,2.36,4.56
Guyana,1993,6.15,2.61,10.09
Guyana,1994,4.76,4.15,5.19
Guyana,1995,6.23,6.12,6.21
Guyana,1996,4.75,3.35,6.51
Guyana,1997,4.99,2.81,7.57
Guyana,1998,5.31,3.94,6.66
Guyana,1999,5.91,1.99,10.57
Guyana,2001,8.39,4.95,12.06
Guyana,2002,3.52,2.81,4.28
Guyana,2003,4.87,2.66,7.46
Guyana,2004,3.21,1.65,5.05
Guyana,2005,5.88,1.55,11.01
Guyana,2006,5.67,4.55,6.98
Guyana,2007,3.14,2.23,4.18
Guyana,2008,3.34,2.05,4.97
Guyana,2009,4.18,2.35,6.45
Guyana,2010,6.69,5.26,8.51
Guyana,2011,4.39,3.14,6.01
Guyana,2012,1.74,1.53,2.08
Guyana,2013,6.24,3.73,9.18
Guyana,2014,4.3,2.94,6.04
Hong Kong,1955,8.34,5.14,15.26
Hong Kong,1956,9.83,6.21,17.45
Hong Kong,1957,11.24,8.0,17.86
Hong Kong,1958,10.39,7.4,16.24
Hong Kong,1959,13.17,8.46,22.07
Hong Kong,1960,15.59,12.86,20.42
Hong Kong,1961,16.05,11.15,24.25
Hong Kong,1962,17.4,12.73,25.43
Hong Kong,1963,19.25,14.16,27.61
Hong Kong,1964,21.38,15.41,31.07
Hong Kong,1965,23.62,17.13,34.65
Hong Kong,1966,24.91,19.17,34.53
Hong Kong,1967,26.63,20.33,36.33
Hong Kong,1968,26.59,19.55,37.1
Hong Kong,1969,30.72,21.73,44.88
Hong Kong,1970,29.02,20.67,42.21
Hong Kong,1971,32.26,23.59,44.06
Hong Kong,1972,32.44,22.55,45.19
Hong Kong,1973,33.64,23.17,47.99
Hong Kong,1974,33.62,22.42,48.44
Hong Kong,1975,36.68,25.58,51.01
Hong Kong,1976,38.87,27.72,54.62
Hong Kong,1977,40.38,26.44,59.68
Hong Kong,1978,41.36,26.81,60.41
Hong Kong,1979,41.76,27.14,60.8
Hong Kong,1980,43.61,25.42,67.15
Hong Kong,1981,41.49,26.34,59.59
Hong Kong,1982,42.79,28.25,60.7
Hong Kong,1983,41.89,24.39,61.83
Hong Kong,1984,43.15,27.4,61.63
Hong Kong,1985,43.36,27.44,61.14
Hong Kong,1986,45.01,28.53,64.59
Hong Kong,1987,45.37,28.63,65.12
Hong Kong,1988,41.92,27.61,58.81
Hong Kong,1989,44.37,26.84,64.51
Hong Kong,1990,45.9,27.46,67.1
Hong Kong,1991,43.88,27.3,62.57
Hong Kong,1992,45.22,28.68,63.79
Hong Kong,1993,44.84,27.81,63.72
Hong Kong,1994,42.39,24.75,61.82
Hong Kong,1995,40.96,23.84,60.1
Hong Kong,1996,39.4,23.15,57.84
Hong Kong,1997,38.74,22.52,56.84
Hong Kong,1998,39.52,23.54,57.33
Hong Kong,1999,39.22,22.63,58.26
Hong Kong,2000,40.09,22.42,60.22
Hong Kong,2001,37.73,22.04,55.45
Hong Kong,2002,37.42,21.86,54.88
Hong Kong,2003,36.76,20.51,54.91
Hong Kong,2004,36.68,20.84,54.38
Hong Kong,2005,37.03,20.82,55.2
Hong Kong,2006,34.33,19.66,50.88
Hong Kong,2007,33.92,18.41,51.5
Hong Kong,2008,31.72,19.05,45.72
Hong Kong,2009,32.06,18.75,47.01
Hong Kong,2010,31.14,18.25,45.51
Hong Kong,2011,30.87,18.29,44.93
Hong Kong,2012,30.61,18.42,44.39
Hong Kong,2013,29.14,18.42,41.1
Hong Kong,2014,28.46,17.66,40.61
Hong Kong,2015,28.92,18.48,40.54
Hong Kong,2016,26.08,15.21,38.16
Hong Kong,2017,25.88,15.53,37.59
Hungary,1955,13.14,5.83,22.21
Hungary,1956,13.99,5.93,23.94
Hungary,1957,14.78,6.3,25.26
Hungary,1958,15.27,6.7,25.9
Hungary,1959,17.06,6.91,29.71
Hungary,1960,17.03,7.09,29.47
Hungary,1961,18.6,7.43,32.68
Hungary,1962,18.95,8.16,32.47
Hungary,1963,19.95,8.07,35.09
Hungary,1964,20.41,8.53,35.48
Hungary,1965,21.88,8.13,39.36
Hungary,1966,22.84,8.51,41.22
Hungary,1967,23.28,7.97,42.86
Hungary,1968,24.06,8.58,43.9
Hungary,1969,24.24,8.04,45.08
Hungary,1970,24.0,8.54,44.23
Hungary,1971,25.79,8.94,47.87
Hungary,1972,25.43,8.83,47.32
Hungary,1973,26.59,9.87,48.59
Hungary,1974,28.74,9.96,53.5
Hungary,1975,28.02,9.2,52.88
Hungary,1976,29.36,10.09,55.05
Hungary,1977,30.09,9.71,57.12
Hungary,1978,33.1,11.12,62.31
Hungary,1979,33.7,10.56,64.52
Hungary,1980,34.21,11.59,64.56
Hungary,1981,35.62,11.25,68.45
Hungary,1982,37.21,12.24,70.84
Hungary,1983,38.25,12.81,72.38
Hungary,1984,39.39,12.79,75.19
Hungary,1985,39.13,12.97,74.46
Hungary,1986,42.34,13.9,80.49
Hungary,1987,43.91,15.12,82.85
Hungary,1988,42.95,15.21,80.84
Hungary,1989,44.02,16.19,81.54
Hungary,1990,47.13,17.45,87.12
Hungary,1991,47.46,17.73,87.84
Hungary,1992,49.26,18.68,90.92
Hungary,1993,50.18,20.02,91.3
Hungary,1994,50.14,19.38,92.35
Hungary,1995,50.13,20.72,90.76
Hungary,1996,51.75,22.52,92.25
Hungary,1997,50.84,21.79,91.07
Hungary,1998,51.43,22.11,92.23
Hungary,1999,52.44,23.72,92.83
Hungary,2000,51.73,24.13,91.03
Hungary,2001,49.87,23.55,87.07
Hungary,2002,49.98,24.81,85.49
Hungary,2003,51.08,25.25,87.58
Hungary,2004,50.79,25.29,86.76
Hungary,2005,46.69,24.14,78.54
Hungary,2006,46.99,24.6,78.75
Hungary,2007,49.47,27.43,80.77
Hungary,2008,49.97,28.5,80.43
Hungary,2009,50.27,28.76,80.87
Hungary,2010,50.67,29.71,80.72
Hungary,2011,49.56,30.05,77.27
Hungary,2012,50.32,30.72,77.87
Hungary,2013,48.13,30.86,72.37
Hungary,2014,48.14,31.59,71.74
Hungary,2015,47.53,32.0,69.37
Hungary,2016,47.5,30.89,70.77
Hungary,2017,46.71,31.8,67.91
Hungary,2018,45.68,30.54,66.85
Hungary,2019,43.48,30.63,61.6
Iceland,1951,4.34,1.17,7.95
Iceland,1952,2.19,4.25,0.0
Iceland,1953,5.24,2.8,7.76
Iceland,1954,7.83,8.15,7.34
Iceland,1955,4.81,0.0,10.06
Iceland,1956,6.64,3.56,9.86
Iceland,1957,8.18,6.99,9.63
Iceland,1958,4.62,2.33,8.2
Iceland,1959,10.55,6.72,14.22
Iceland,1960,12.85,13.64,11.26
Iceland,1961,7.06,3.41,10.28
Iceland,1962,8.84,3.24,14.51
Iceland,1963,7.61,3.52,12.14
Iceland,1964,13.47,11.46,15.89
Iceland,1965,9.0,6.93,10.74
Iceland,1966,10.73,9.65,12.16
Iceland,1967,15.9,9.92,22.18
Iceland,1968,12.56,8.01,17.54
Iceland,1969,12.46,12.16,13.11
Iceland,1970,11.95,5.85,17.85
Iceland,1971,11.51,12.36,10.53
Iceland,1972,16.79,12.66,21.45
Iceland,1973,12.2,9.65,14.95
Iceland,1974,13.38,10.41,16.66
Iceland,1975,17.67,13.62,21.9
Iceland,1976,14.03,10.25,18.02
Iceland,1977,20.58,15.99,25.68
Iceland,1978,17.12,12.05,22.67
Iceland,1979,22.16,17.65,27.15
Iceland,1980,21.1,23.5,18.7
Iceland,1981,30.26,25.4,35.49
Iceland,1982,30.26,27.86,32.88
Iceland,1983,25.65,21.83,29.48
Iceland,1984,20.75,18.76,23.11
Iceland,1985,26.16,19.12,33.94
Iceland,1986,24.32,23.04,26.35
Iceland,1987,27.35,22.85,32.85
Iceland,1988,32.19,31.15,33.08
Iceland,1989,28.47,26.44,31.21
Iceland,1990,28.81,24.58,34.13
Iceland,1991,31.65,24.59,40.82
Iceland,1992,31.42,32.56,30.65
Iceland,1993,30.37,27.85,33.28
Iceland,1994,29.49,31.17,28.9
Iceland,1995,28.1,23.6,33.0
Iceland,1996,34.13,29.47,39.6
Iceland,1997,34.81,30.08,41.28
Iceland,1998,30.59,27.07,34.85
Iceland,1999,32.3,28.21,37.38
Iceland,2000,29.56,29.19,30.43
Iceland,2001,29.61,26.08,33.89
Iceland,2002,26.63,25.24,28.5
Iceland,2003,29.72,29.13,31.14
Iceland,2004,29.28,30.69,28.03
Iceland,2005,32.97,28.0,38.88
Iceland,2006,30.61,30.52,31.03
Iceland,2007,31.85,28.05,36.36
Iceland,2008,29.91,31.36,29.24
Iceland,2009,28.31,27.45,29.0
Iceland,2010,30.68,29.99,32.12
Iceland,2011,28.7,27.69,30.8
Iceland,2012,29.18,29.69,29.06
Iceland,2013,25.83,24.48,27.39
Iceland,2014,26.04,25.44,27.24
Iceland,2015,22.04,25.43,18.85
Iceland,2016,27.67,27.89,27.68
Iceland,2017,22.33,20.45,24.19
Iceland,2018,21.83,21.28,22.35
Iceland,2019,19.79,22.24,17.43
Iceland,2020,18.76,20.47,17.37
Iran,2013,7.81,4.97,10.48
Iran,2014,7.67,4.96,10.21
Iran,2015,8.39,5.36,11.21
Iran,2016,8.64,5.29,12.04
Iraq,2008,8.31,4.57,12.7
Iraq,2015,10.35,5.67,16.01
Iraq,2016,10.77,6.13,16.54
Ireland,1950,7.06,3.27,10.78
Ireland,1951,8.95,4.46,13.36
Ireland,1952,10.53,5.04,15.94
Ireland,1953,11.37,5.03,17.57
Ireland,1954,12.77,6.32,19.11
Ireland,1955,13.29,5.91,20.6
Ireland,1956,14.37,5.26,23.31
Ireland,1957,15.62,7.76,23.44
Ireland,1958,14.55,6.03,23.07
Ireland,1959,15.92,5.76,26.06
Ireland,1960,17.02,6.35,27.84
Ireland,1961,17.89,6.38,29.67
Ireland,1962,19.18,8.45,30.12
Ireland,1963,17.97,6.98,29.38
Ireland,1964,18.76,7.18,30.82
Ireland,1965,20.56,8.34,33.22
Ireland,1966,22.32,8.15,37.16
Ireland,1967,23.1,9.53,37.48
Ireland,1968,25.74,10.57,41.7
Ireland,1969,24.24,9.88,39.3
Ireland,1970,27.06,11.03,43.94
Ireland,1971,27.74,12.58,43.95
Ireland,1972,27.75,13.29,43.34
Ireland,1973,28.89,12.08,47.17
Ireland,1974,31.48,16.13,48.53
Ireland,1975,31.68,15.65,49.36
Ireland,1976,33.29,15.04,53.58
Ireland,1977,32.22,14.96,51.48
Ireland,1978,32.86,15.67,52.29
Ireland,1979,33.57,17.18,52.45
Ireland,1980,32.17,16.47,50.19
Ireland,1981,35.79,18.08,56.48
Ireland,1982,33.58,18.29,51.54
Ireland,1983,37.17,20.5,56.53
Ireland,1984,37.74,20.52,58.37
Ireland,1985,37.1,19.15,58.7
Ireland,1986,37.29,19.46,58.96
Ireland,1987,34.07,18.37,53.18
Ireland,1988,36.94,21.51,56.05
Ireland,1989,36.79,22.53,54.48
Ireland,1990,35.39,20.79,54.04
Ireland,1991,33.43,19.09,51.31
Ireland,1992,34.84,20.57,52.67
Ireland,1993,35.61,20.29,54.51
Ireland,1994,34.76,21.04,51.52
Ireland,1995,34.38,21.16,50.76
Ireland,1996,31.54,19.4,46.63
Ireland,1997,29.53,18.78,42.88
Ireland,1998,32.21,21.13,46.01
Ireland,1999,29.81,19.54,42.71
Ireland,2000,31.99,21.72,45.09
Ireland,2001,29.4,19.29,42.23
Ireland,2002,29.14,19.47,40.89
Ireland,2003,30.4,20.73,42.23
Ireland,2004,30.34,21.58,41.38
Ireland,2005,29.22,21.92,38.14
Ireland,2006,29.17,21.76,38.36
Ireland,2007,29.66,21.08,39.88
Ireland,2008,29.06,22.02,37.72
Ireland,2009,29.43,21.48,39.18
Ireland,2010,27.26,21.11,34.79
Ireland,2011,29.08,22.13,37.53
Ireland,2012,27.53,20.69,35.73
Ireland,2013,27.23,20.98,34.76
Ireland,2014,28.67,24.17,34.04
Ireland,2015,25.55,20.58,31.54
