Entity,Year,Child deaths (United Nations Population Division (2015))
Uganda,2012,147623
Ukraine,1952,101531
Ukraine,1957,58880
Ukraine,1962,29724
Ukraine,1967,20994
Ukraine,1972,19949
Ukraine,1977,21885
Ukraine,1982,19362
Ukraine,1987,15733
Ukraine,1992,12632
Ukraine,1997,9555
Ukraine,2002,7499
Ukraine,2007,7152
Ukraine,2012,5490
United Arab Emirates,1952,953
United Arab Emirates,1957,852
United Arab Emirates,1962,844
United Arab Emirates,1967,840
United Arab Emirates,1972,957
United Arab Emirates,1977,1227
United Arab Emirates,1982,1307
United Arab Emirates,1987,1167
United Arab Emirates,1992,896
United Arab Emirates,1997,732
United Arab Emirates,2002,623
United Arab Emirates,2007,672
United Arab Emirates,2012,718
United Kingdom,1952,26811
United Kingdom,1957,23676
United Kingdom,1962,24989
United Kingdom,1967,21269
United Kingdom,1972,16176
United Kingdom,1977,11487
United Kingdom,1982,9291
United Kingdom,1987,8429
United Kingdom,1992,6400
United Kingdom,1997,5137
United Kingdom,2002,4375
United Kingdom,2007,4536
United Kingdom,2012,4030
United States,1952,141769
United States,1957,137134
United States,1962,124329
United States,1967,98454
United States,1972,73760
United States,1977,57880
United States,1982,50719
United States,1987,48278
United States,1992,42782
United States,1997,35504
United States,2002,33764
United States,2007,33466
United States,2012,28166
United States Virgin Islands,1952,73
United States Virgin Islands,1957,65
United States Virgin Islands,1962,85
United States Virgin Islands,1967,96
United States Virgin Islands,1972,101
United States Virgin Islands,1977,71
United States Virgin Islands,1982,68
United States Virgin Islands,1987,49
United States Virgin Islands,1992,40
United States Virgin Islands,1997,27
United States Virgin Islands,2002,21
United States Virgin Islands,2007,20
United States Virgin Islands,2012,16
Uruguay,1952,3135
Uruguay,1957,3176
Uruguay,1962,3061
Uruguay,1967,2972
Uruguay,1972,3051
Uruguay,1977,2770
Uruguay,1982,2060
Uruguay,1987,1458
Uruguay,1992,1333
Uruguay,1997,1031
Uruguay,2002,922
Uruguay,2007,815
Uruguay,2012,745
Uzbekistan,1952,40056
Uzbekistan,1957,43561
Uzbekistan,1962,48616
Uzbekistan,1967,46574
Uzbekistan,1972,47019
Uzbekistan,1977,49523
Uzbekistan,1982,52534
Uzbekistan,1987,55311
Uzbekistan,1992,49252
Uzbekistan,1997,39937
Uzbekistan,2002,33397
Uzbekistan,2007,34681
Uzbekistan,2012,35952
Vanuatu,1952,646
Vanuatu,1957,643
Vanuatu,1962,630
Vanuatu,1967,569
Vanuatu,1972,537
Vanuatu,1977,505
Vanuatu,1982,452
Vanuatu,1987,413
Vanuatu,1992,371
Vanuatu,1997,322
Vanuatu,2002,263
Vanuatu,2007,227
Vanuatu,2012,199
Venezuela,1952,40850
Venezuela,1957,42198
Venezuela,1962,42264
Venezuela,1967,37108
Venezuela,1972,29751
Venezuela,1977,25960
Venezuela,1982,22222
Venezuela,1987,19917
Venezuela,1992,16772
Venezuela,1997,14922
Venezuela,2002,12719
Venezuela,2007,11166
Venezuela,2012,9731
Vietnam,1952,158686
Vietnam,1957,162367
Vietnam,1962,149276
Vietnam,1967,133387
Vietnam,1972,137804
Vietnam,1977,115457
Vietnam,1982,108089
Vietnam,1987,99806
Vietnam,1992,89680
Vietnam,1997,60699
Vietnam,2002,46249
Vietnam,2007,41794
Vietnam,2012,38528
Western Sahara,1952,267
Western Sahara,1957,390
Western Sahara,1962,578
Western Sahara,1967,801
Western Sahara,1972,797
Western Sahara,1977,971
Western Sahara,1982,1036
Western Sahara,1987,868
Western Sahara,1992,780
Western Sahara,1997,655
Western Sahara,2002,637
Western Sahara,2007,579
Western Sahara,2012,490
World,1952,20388800
World,1957,19931220
World,1962,20288800
World,1967,18469860
World,1972,16858880
World,1977,15041600
World,1982,13968560
World,1987,13359160
World,1992,12281620
World,1997,10745500
World,2002,9308180
World,2007,8026260
World,2012,6988900
Yemen,1952,81370
Yemen,1957,88028
Yemen,1962,98413
Yemen,1967,94627
Yemen,1972,89695
Yemen,1977,86050
Yemen,1982,80313
Yemen,1987,76694
Yemen,1992,78414
Yemen,1997,72339
Yemen,2002,67614
Yemen,2007,65302
Yemen,2012,60676
Zambia,1952,29675
Zambia,1957,31504
Zambia,1962,34280
Zambia,1967,37622
Zambia,1972,39660
Zambia,1977,43552
Zambia,1982,50511
Zambia,1987,62879
Zambia,1992,72160
Zambia,1997,73585
Zambia,2002,65597
Zambia,2007,59467
Zambia,2012,51437
Zimbabwe,1952,26039
Zimbabwe,1957,28502
Zimbabwe,1962,30489
Zimbabwe,1967,32576
Zimbabwe,1972,35091
Zimbabwe,1977,36752
Zimbabwe,1982,34710
Zimbabwe,1987,32465
Zimbabwe,1992,32249
Zimbabwe,1997,38843
Zimbabwe,2002,44194
Zimbabwe,2007,44504
Zimbabwe,2012,38751
