Entity,Year,"Male lung cancer deaths per 100,000 (WHO (IARC) (2016))"
Sweden,1955,11.04
Sweden,1956,11.02
Sweden,1957,11.84
Sweden,1958,13.44
Sweden,1959,13.5
Sweden,1960,14.25
Sweden,1961,15.2
Sweden,1962,15.75
Sweden,1963,15.18
Sweden,1964,16.73
Sweden,1965,17
Sweden,1966,17.37
Sweden,1967,18.3
Sweden,1968,18.19
Sweden,1969,19.84
Sweden,1970,19.73
Sweden,1971,21.67
Sweden,1972,22.49
Sweden,1973,22.65
Sweden,1974,23.51
Sweden,1975,23.86
Sweden,1976,24.18
Sweden,1977,26.02
Sweden,1978,25.21
Sweden,1979,26.12
Sweden,1980,24.52
Sweden,1981,23.63
Sweden,1982,23.54
Sweden,1983,23.57
Sweden,1984,24.4
Sweden,1985,24.42
Sweden,1986,22.63
Sweden,1987,23.61
Sweden,1988,23.87
Sweden,1989,22.56
Sweden,1990,23.65
Sweden,1991,24.14
Sweden,1992,23.46
Sweden,1993,22.3
Sweden,1994,22.96
Sweden,1995,22.4
Sweden,1996,21.5
Sweden,1997,22.23
Sweden,1998,21.16
Sweden,1999,21.62
Sweden,2000,20.9
Sweden,2001,20.63
Sweden,2002,20.27
Switzerland,1951,23.61
Switzerland,1952,22.6
Switzerland,1953,25.06
Switzerland,1954,26.02
Switzerland,1955,27.28
Switzerland,1956,27.02
Switzerland,1957,29.16
Switzerland,1958,28.36
Switzerland,1959,31.61
Switzerland,1960,31.89
Switzerland,1961,31.92
Switzerland,1962,32.94
Switzerland,1963,35.76
Switzerland,1964,34.84
Switzerland,1965,35.66
Switzerland,1966,38.59
Switzerland,1967,39.81
Switzerland,1968,40.04
Switzerland,1969,41.4
Switzerland,1970,41.07
Switzerland,1971,43.14
Switzerland,1972,43.25
Switzerland,1973,45.39
Switzerland,1974,46.17
Switzerland,1975,48.6
Switzerland,1976,47.86
Switzerland,1977,48.89
Switzerland,1978,48.78
Switzerland,1979,49.48
Switzerland,1980,48.04
Switzerland,1981,48.62
Switzerland,1982,49.3
Switzerland,1983,49.83
Switzerland,1984,47.12
Switzerland,1985,48.49
Switzerland,1986,48.15
Switzerland,1987,45.09
Switzerland,1988,45.49
Switzerland,1989,44.21
Switzerland,1990,45.01
Switzerland,1991,44.41
Switzerland,1992,44.07
Switzerland,1993,43.11
Switzerland,1994,41.63
Switzerland,1995,37.26
Switzerland,1996,37.4
Switzerland,1997,36.73
Switzerland,1998,36.86
Switzerland,1999,33.63
Switzerland,2000,35.42
Switzerland,2001,34.71
Switzerland,2002,31.85
Syria,2002,30.5
Tajikistan,1981,17.05
Tajikistan,1982,16.77
Tajikistan,1985,17.62
Tajikistan,1986,19.31
Tajikistan,1987,20.77
Tajikistan,1988,20.66
Tajikistan,1989,21.25
Tajikistan,1990,14.66
Tajikistan,1991,15.34
Tajikistan,1992,15.83
Tajikistan,1993,11.27
Tajikistan,1994,9.09
Tajikistan,1995,6.5
Tajikistan,1996,6.56
Tajikistan,1997,6.67
Tajikistan,1998,7.05
Tajikistan,1999,7.34
Tajikistan,2000,4.82
Tajikistan,2001,5
Tajikistan,2002,6.48
Tanzania,2002,2
Thailand,1957,0.94
Thailand,1958,1.01
Thailand,1959,1.17
Thailand,1960,1.16
Thailand,1961,1.13
Thailand,1962,1.59
Thailand,1963,1.89
Thailand,1964,1.8
Thailand,1965,2
Thailand,1966,1.68
Thailand,1967,1.75
Thailand,1968,1.75
Thailand,1969,1.94
Thailand,1970,2.55
Thailand,1971,2.6
Thailand,1972,2.24
Thailand,1973,3.51
Thailand,1974,3.8
Thailand,1975,4.55
Thailand,1976,3.13
Thailand,1977,3.83
Thailand,1978,4.25
Thailand,1979,5.14
Thailand,1980,5.44
Thailand,1981,5.5
Thailand,1982,6.21
Thailand,1983,5.68
Thailand,1984,4.79
Thailand,1985,4.31
Thailand,1986,4.17
Thailand,1987,5.02
Thailand,1990,6.01
Thailand,1991,6.53
Thailand,1992,6.43
Thailand,1994,7.41
Thailand,1995,8.11
Thailand,1996,8.14
Thailand,1997,7.85
Thailand,1998,9.03
Thailand,1999,10.52
Thailand,2000,13.18
Thailand,2002,15.92
Togo,2002,2.4
Trinidad and Tobago,1951,2.13
Trinidad and Tobago,1952,3.2
Trinidad and Tobago,1953,2.14
Trinidad and Tobago,1954,4.79
Trinidad and Tobago,1955,5.71
Trinidad and Tobago,1956,5.95
Trinidad and Tobago,1957,5.69
Trinidad and Tobago,1958,8.39
Trinidad and Tobago,1960,9.39
Trinidad and Tobago,1961,6.27
Trinidad and Tobago,1962,14.31
Trinidad and Tobago,1963,10.17
Trinidad and Tobago,1966,12.4
Trinidad and Tobago,1967,11.98
Trinidad and Tobago,1968,6.32
Trinidad and Tobago,1970,13.42
Trinidad and Tobago,1971,14.68
Trinidad and Tobago,1972,11.27
Trinidad and Tobago,1973,9.99
Trinidad and Tobago,1974,13.56
Trinidad and Tobago,1975,15.67
Trinidad and Tobago,1976,10.76
Trinidad and Tobago,1977,11.55
Trinidad and Tobago,1978,11.44
Trinidad and Tobago,1979,11.42
Trinidad and Tobago,1980,11.76
Trinidad and Tobago,1981,9.4
Trinidad and Tobago,1982,15.42
Trinidad and Tobago,1983,15.8
Trinidad and Tobago,1984,15.39
Trinidad and Tobago,1985,14.81
Trinidad and Tobago,1986,17.97
Trinidad and Tobago,1987,19.96
Trinidad and Tobago,1988,21.64
Trinidad and Tobago,1989,15.4
Trinidad and Tobago,1990,13.26
Trinidad and Tobago,1991,13.88
Trinidad and Tobago,1992,18.1
Trinidad and Tobago,1993,15.47
Trinidad and Tobago,1994,13.52
Trinidad and Tobago,1995,13.83
Trinidad and Tobago,1996,16.99
Trinidad and Tobago,1997,14.32
Trinidad and Tobago,1998,16.96
Trinidad and Tobago,1999,16.38
Trinidad and Tobago,2000,14.96
Trinidad and Tobago,2001,16.88
Trinidad and Tobago,2002,14.89
Tunisia,2002,27.1
Turkey,2002,44.1
Turkmenistan,2002,18.3
Uganda,2002,3.3
Ukraine,1981,48.87
Ukraine,1982,50.2
Ukraine,1985,54.49
Ukraine,1986,56.44
Ukraine,1987,59.25
Ukraine,1988,61.7
Ukraine,1989,63.28
Ukraine,1990,63.5
Ukraine,1991,63.39
Ukraine,1992,63.14
Ukraine,1993,61.62
Ukraine,1994,60.08
Ukraine,1995,57.64
Ukraine,1996,53.62
Ukraine,1997,52.24
Ukraine,1998,52.11
Ukraine,1999,50.82
Ukraine,2000,50.64
Ukraine,2001,48.05
Ukraine,2002,47.16
United Arab Emirates,2002,12.7
United Kingdom,1950,38.19
United Kingdom,1951,40.98
United Kingdom,1952,43.74
United Kingdom,1953,46.9
United Kingdom,1954,50.31
United Kingdom,1955,52.46
United Kingdom,1956,55.08
United Kingdom,1957,57.38
United Kingdom,1958,58.89
United Kingdom,1959,61.96
United Kingdom,1960,63.72
United Kingdom,1961,65.01
United Kingdom,1962,66.85
United Kingdom,1963,68.11
United Kingdom,1964,69.31
United Kingdom,1965,70.84
United Kingdom,1966,71.05
United Kingdom,1967,72.82
United Kingdom,1968,72.77
United Kingdom,1969,73.96
United Kingdom,1970,73.75
United Kingdom,1971,73.38
United Kingdom,1972,74.22
United Kingdom,1973,74.24
United Kingdom,1974,74.59
United Kingdom,1975,72.74
United Kingdom,1976,73.58
United Kingdom,1977,72.42
United Kingdom,1978,72.28
United Kingdom,1979,71.91
United Kingdom,1980,70.82
United Kingdom,1981,69.04
United Kingdom,1982,67.62
United Kingdom,1983,68.24
United Kingdom,1984,66.58
United Kingdom,1985,65.9
United Kingdom,1986,63.42
United Kingdom,1987,61.71
United Kingdom,1988,60.96
United Kingdom,1989,58.56
United Kingdom,1990,57.43
United Kingdom,1991,56.33
United Kingdom,1992,54.32
United Kingdom,1993,51.72
United Kingdom,1994,49.9
United Kingdom,1995,47.76
United Kingdom,1996,45.61
United Kingdom,1997,43.38
United Kingdom,1998,42.74
United Kingdom,1999,40.62
United Kingdom,2000,39.23
United Kingdom,2001,38.15
United Kingdom,2002,37.58
United States,1950,17.31
United States,1951,18.47
United States,1952,19.91
United States,1953,21.66
United States,1954,22.58
United States,1955,24.08
United States,1956,25.93
United States,1957,27.05
United States,1958,27.93
United States,1959,29.32
United States,1960,30.75
United States,1961,32.27
United States,1962,33.8
United States,1963,34.92
United States,1964,36.24
United States,1965,37.56
United States,1966,39.13
United States,1967,40.53
United States,1968,43.08
United States,1969,43.99
United States,1970,45.33
United States,1971,46.44
United States,1972,48.11
United States,1973,48.76
United States,1974,49.99
United States,1975,50.68
United States,1976,51.76
United States,1977,52.84
United States,1978,53.85
United States,1979,54.24
United States,1980,55.24
United States,1981,55.2
United States,1982,55.88
United States,1983,55.53
United States,1984,56.08
United States,1985,56.03
United States,1986,55.83
United States,1987,56.33
United States,1988,55.88
United States,1989,55.58
United States,1990,55.95
United States,1991,55.28
United States,1992,54.22
United States,1993,54.07
United States,1994,52.74
United States,1995,51.66
United States,1996,50.56
United States,1997,49.37
United States,1998,48.49
United States,1999,46.54
United States,2000,46.15
United States,2001,45.16
United States,2002,44.11
Uruguay,1955,28.2
Uruguay,1956,35.92
Uruguay,1957,34.96
Uruguay,1958,32.3
Uruguay,1959,37.06
Uruguay,1960,38.28
Uruguay,1963,37.46
Uruguay,1964,41.85
Uruguay,1965,41.85
Uruguay,1966,42.86
Uruguay,1967,44.97
Uruguay,1968,42.6
Uruguay,1969,42.94
Uruguay,1970,43.48
Uruguay,1971,45.16
Uruguay,1972,42.9
Uruguay,1973,44.25
Uruguay,1974,42.31
Uruguay,1975,47.91
Uruguay,1976,46.84
Uruguay,1977,47.13
Uruguay,1978,50.21
Uruguay,1980,48.43
Uruguay,1981,51.34
Uruguay,1982,53.03
Uruguay,1983,53.42
Uruguay,1984,54.05
Uruguay,1985,53.16
Uruguay,1986,55.25
Uruguay,1987,55.76
Uruguay,1988,56.99
Uruguay,1989,52.42
Uruguay,1990,56.25
Uruguay,1993,52.35
Uruguay,1994,50
Uruguay,1995,56.52
Uruguay,1996,49.31
Uruguay,1997,50.75
Uruguay,1998,49.57
Uruguay,1999,46.71
Uruguay,2000,48.15
Uruguay,2001,47.91
Uruguay,2002,46.16
Uzbekistan,1981,18.03
Uzbekistan,1982,20.07
Uzbekistan,1985,19.72
Uzbekistan,1986,22.85
Uzbekistan,1987,24.59
Uzbekistan,1988,21.21
Uzbekistan,1989,22.29
Uzbekistan,1990,20.3
Uzbekistan,1991,19.85
Uzbekistan,1992,18.79
Uzbekistan,1993,17.3
Uzbekistan,1994,14.82
Uzbekistan,1995,15.45
Uzbekistan,1996,13.83
Uzbekistan,1997,13.75
Uzbekistan,1998,12.56
Uzbekistan,1999,11.49
Uzbekistan,2000,10.93
Uzbekistan,2002,10.98
Vanuatu,2002,12.7
Venezuela,1955,9.09
Venezuela,1956,9.97
Venezuela,1957,8.52
Venezuela,1958,10.04
Venezuela,1959,9.81
Venezuela,1960,9.04
Venezuela,1961,9.92
Venezuela,1962,11.28
Venezuela,1963,10.49
Venezuela,1964,12.22
Venezuela,1965,13.18
Venezuela,1966,13.65
Venezuela,1967,11.81
Venezuela,1968,12.32
Venezuela,1969,12.01
Venezuela,1970,14.13
Venezuela,1971,14.27
Venezuela,1972,14.9
Venezuela,1973,11.98
Venezuela,1974,14.38
Venezuela,1975,15.47
Venezuela,1976,14.45
Venezuela,1977,16.05
Venezuela,1978,14.36
Venezuela,1979,15.23
Venezuela,1980,14.88
Venezuela,1981,15.29
Venezuela,1982,15.4
Venezuela,1983,16.92
Venezuela,1985,15.53
Venezuela,1986,15.12
Venezuela,1987,17.13
Venezuela,1988,17.09
Venezuela,1989,15.82
Venezuela,1990,18.76
Venezuela,1992,18.79
Venezuela,1993,17.67
Venezuela,1994,18.85
Venezuela,1996,17.26
Venezuela,1997,18.1
Venezuela,1998,17.44
Venezuela,1999,17.45
Venezuela,2000,16.41
Venezuela,2001,17.18
Venezuela,2002,16.86
Vietnam,2002,27.4
Yemen,2002,3.8
Zambia,2002,6.3
Zimbabwe,2002,12.1
