Entity,Year,Ratio of exports and imports to GDP (PWT v8.1 (2015))
Dominican Republic,1962,73
Dominican Republic,1963,73
Dominican Republic,1964,76
Dominican Republic,1965,57
Dominican Republic,1966,66
Dominican Republic,1967,68
Dominican Republic,1968,71
Dominican Republic,1969,70
Dominican Republic,1970,66
Dominican Republic,1971,66
Dominican Republic,1972,68
Dominican Republic,1973,73
Dominican Republic,1974,89
Dominican Republic,1975,89
Dominican Republic,1976,74
Dominican Republic,1977,70
Dominican Republic,1978,66
Dominican Republic,1979,75
Dominican Republic,1980,76
Dominican Republic,1981,72
Dominican Republic,1982,53
Dominican Republic,1983,52
Dominican Republic,1984,124
Dominican Republic,1985,101
Dominican Republic,1986,88
Dominican Republic,1987,108
Dominican Republic,1988,126
Dominican Republic,1989,106
Dominican Republic,1990,88
Dominican Republic,1991,83
Dominican Republic,1992,81
Dominican Republic,1993,79
Dominican Republic,1994,78
Dominican Republic,1995,75
Dominican Republic,1996,73
Dominican Republic,1997,76
Dominican Republic,1998,79
Dominican Republic,1999,80
Dominican Republic,2000,83
Dominican Republic,2001,75
Dominican Republic,2002,73
Dominican Republic,2003,86
Dominican Republic,2004,84
Dominican Republic,2005,66
Dominican Republic,2006,68
Dominican Republic,2007,67
Dominican Republic,2008,65
Dominican Republic,2009,53
Dominican Republic,2010,57
Dominican Republic,2011,60
Ecuador,1950,32
Ecuador,1951,31
Ecuador,1952,33
Ecuador,1953,35
Ecuador,1954,41
Ecuador,1955,38
Ecuador,1956,38
Ecuador,1957,37
Ecuador,1958,36
Ecuador,1959,36
Ecuador,1960,36
Ecuador,1961,34
Ecuador,1962,38
Ecuador,1963,34
Ecuador,1964,34
Ecuador,1965,35
Ecuador,1966,35
Ecuador,1967,35
Ecuador,1968,36
Ecuador,1969,32
Ecuador,1970,33
Ecuador,1971,40
Ecuador,1972,41
Ecuador,1973,47
Ecuador,1974,67
Ecuador,1975,59
Ecuador,1976,53
Ecuador,1977,53
Ecuador,1978,49
Ecuador,1979,51
Ecuador,1980,51
Ecuador,1981,43
Ecuador,1982,45
Ecuador,1983,43
Ecuador,1984,45
Ecuador,1985,47
Ecuador,1986,45
Ecuador,1987,55
Ecuador,1988,59
Ecuador,1989,61
Ecuador,1990,60
Ecuador,1991,61
Ecuador,1992,59
Ecuador,1993,52
Ecuador,1994,51
Ecuador,1995,54
Ecuador,1996,50
Ecuador,1997,51
Ecuador,1998,50
Ecuador,1999,57
Ecuador,2000,67
Ecuador,2001,58
Ecuador,2002,57
Ecuador,2003,54
Ecuador,2004,57
Ecuador,2005,63
Ecuador,2006,67
Ecuador,2007,70
Ecuador,2008,76
Ecuador,2009,62
Ecuador,2010,72
Ecuador,2011,76
Egypt,1950,57
Egypt,1951,54
Egypt,1952,48
Egypt,1953,42
Egypt,1954,44
Egypt,1955,44
Egypt,1956,42
Egypt,1957,44
Egypt,1958,42
Egypt,1959,42
Egypt,1960,40
Egypt,1961,38
Egypt,1962,40
Egypt,1963,44
Egypt,1964,42
Egypt,1965,41
Egypt,1966,38
Egypt,1967,31
Egypt,1968,32
Egypt,1969,35
Egypt,1970,33
Egypt,1971,31
Egypt,1972,30
Egypt,1973,32
Egypt,1974,32
Egypt,1975,52
Egypt,1976,54
Egypt,1977,45
Egypt,1978,53
Egypt,1979,54
Egypt,1980,70
Egypt,1981,74
Egypt,1982,68
Egypt,1983,62
Egypt,1984,58
Egypt,1985,52
Egypt,1986,41
Egypt,1987,35
Egypt,1988,53
Egypt,1989,54
Egypt,1990,58
Egypt,1991,64
Egypt,1992,59
Egypt,1993,56
Egypt,1994,51
Egypt,1995,50
Egypt,1996,42
Egypt,1997,43
Egypt,1998,42
Egypt,1999,39
Egypt,2000,44
Egypt,2001,44
Egypt,2002,42
Egypt,2003,45
Egypt,2004,57
Egypt,2005,64
Egypt,2006,67
Egypt,2007,65
Egypt,2008,72
Egypt,2009,57
Egypt,2010,48
Egypt,2011,45
Equatorial Guinea,1960,139
Equatorial Guinea,1961,129
Equatorial Guinea,1962,120
Equatorial Guinea,1963,97
Equatorial Guinea,1964,101
Equatorial Guinea,1965,75
Equatorial Guinea,1966,75
Equatorial Guinea,1967,75
Equatorial Guinea,1968,45
Equatorial Guinea,1969,50
Equatorial Guinea,1970,81
Equatorial Guinea,1971,96
Equatorial Guinea,1972,79
Equatorial Guinea,1973,92
Equatorial Guinea,1974,101
Equatorial Guinea,1975,94
Equatorial Guinea,1976,99
Equatorial Guinea,1977,100
Equatorial Guinea,1978,36
Equatorial Guinea,1979,32
Equatorial Guinea,1980,36
Equatorial Guinea,1981,44
Equatorial Guinea,1982,53
Equatorial Guinea,1983,13
Equatorial Guinea,1984,13
Equatorial Guinea,1985,58
Equatorial Guinea,1986,80
Equatorial Guinea,1987,103
Equatorial Guinea,1988,101
Equatorial Guinea,1989,77
Equatorial Guinea,1990,99
Equatorial Guinea,1991,115
Equatorial Guinea,1992,93
Equatorial Guinea,1993,100
Equatorial Guinea,1994,120
Equatorial Guinea,1995,145
Equatorial Guinea,1996,243
Equatorial Guinea,1997,211
Equatorial Guinea,1998,264
Equatorial Guinea,1999,218
Equatorial Guinea,2000,196
Equatorial Guinea,2001,198
Equatorial Guinea,2002,157
Equatorial Guinea,2003,159
Equatorial Guinea,2004,138
Equatorial Guinea,2005,130
Equatorial Guinea,2006,131
Equatorial Guinea,2007,132
Equatorial Guinea,2008,130
Equatorial Guinea,2009,162
Equatorial Guinea,2010,159
Equatorial Guinea,2011,147
Eritrea,1990,81
Eritrea,1991,87
Eritrea,1992,56
Eritrea,1993,99
Eritrea,1994,105
Eritrea,1995,99
Eritrea,1996,108
Eritrea,1997,106
Eritrea,1998,87
Eritrea,1999,74
Eritrea,2000,68
Eritrea,2001,72
Eritrea,2002,77
Eritrea,2003,74
Eritrea,2004,66
Eritrea,2005,61
Eritrea,2006,45
Eritrea,2007,35
Eritrea,2008,31
Eritrea,2009,28
Eritrea,2010,28
Eritrea,2011,38
Estonia,1990,92
Estonia,1991,59
Estonia,1992,108
Estonia,1993,133
Estonia,1994,150
Estonia,1995,141
Estonia,1996,134
Estonia,1997,154
Estonia,1998,159
Estonia,1999,146
Estonia,2000,173
Estonia,2001,162
Estonia,2002,149
Estonia,2003,146
Estonia,2004,153
Estonia,2005,162
Estonia,2006,156
Estonia,2007,143
Estonia,2008,146
Estonia,2009,124
Estonia,2010,152
Estonia,2011,179
Ethiopia,1950,6
Ethiopia,1951,7
Ethiopia,1952,8
Ethiopia,1953,11
Ethiopia,1954,11
Ethiopia,1955,12
Ethiopia,1956,11
Ethiopia,1957,13
Ethiopia,1958,14
Ethiopia,1959,15
Ethiopia,1960,15
Ethiopia,1961,15
Ethiopia,1962,18
Ethiopia,1963,18
Ethiopia,1964,19
Ethiopia,1965,20
Ethiopia,1966,21
Ethiopia,1967,18
Ethiopia,1968,18
Ethiopia,1969,17
Ethiopia,1970,17
Ethiopia,1971,16
Ethiopia,1972,17
Ethiopia,1973,18
Ethiopia,1974,20
Ethiopia,1975,21
Ethiopia,1976,20
Ethiopia,1977,21
Ethiopia,1978,22
Ethiopia,1979,22
Ethiopia,1980,26
Ethiopia,1981,24
Ethiopia,1982,24
Ethiopia,1983,24
Ethiopia,1984,23
Ethiopia,1985,19
Ethiopia,1986,20
Ethiopia,1987,18
Ethiopia,1988,17
Ethiopia,1989,19
Ethiopia,1990,15
Ethiopia,1991,14
Ethiopia,1992,12
Ethiopia,1993,19
Ethiopia,1994,25
Ethiopia,1995,29
Ethiopia,1996,30
Ethiopia,1997,30
Ethiopia,1998,33
Ethiopia,1999,36
Ethiopia,2000,36
Ethiopia,2001,36
Ethiopia,2002,39
Ethiopia,2003,41
Ethiopia,2004,46
Ethiopia,2005,51
Ethiopia,2006,50
Ethiopia,2007,45
Ethiopia,2008,42
Ethiopia,2009,39
Ethiopia,2010,47
Ethiopia,2011,49
Fiji,1960,79
Fiji,1961,74
Fiji,1962,78
Fiji,1963,101
Fiji,1964,104
Fiji,1965,103
Fiji,1966,92
Fiji,1967,92
Fiji,1968,95
Fiji,1969,100
Fiji,1970,98
Fiji,1971,106
Fiji,1972,100
Fiji,1973,103
Fiji,1974,102
Fiji,1975,85
Fiji,1976,79
Fiji,1977,89
Fiji,1978,88
Fiji,1979,94
Fiji,1980,99
Fiji,1981,99
Fiji,1982,91
Fiji,1983,91
Fiji,1984,85
Fiji,1985,88
Fiji,1986,80
Fiji,1987,86
Fiji,1988,106
Fiji,1989,114
Fiji,1990,127
Fiji,1991,116
Fiji,1992,105
Fiji,1993,110
Fiji,1994,114
Fiji,1995,111
Fiji,1996,117
Fiji,1997,113
Fiji,1998,113
Fiji,1999,116
Fiji,2000,120
Fiji,2001,117
Fiji,2002,109
Fiji,2003,116
Fiji,2004,113
Fiji,2005,112
Fiji,2006,113
Fiji,2007,106
Fiji,2008,123
Fiji,2009,105
Fiji,2010,117
Fiji,2011,117
Finland,1950,36
Finland,1951,48
Finland,1952,46
Finland,1953,34
Finland,1954,37
Finland,1955,39
Finland,1956,38
Finland,1957,40
Finland,1958,40
Finland,1959,41
Finland,1960,44
Finland,1961,42
Finland,1962,42
Finland,1963,39
Finland,1964,41
Finland,1965,41
Finland,1966,40
Finland,1967,39
Finland,1968,42
Finland,1969,46
Finland,1970,51
Finland,1971,49
Finland,1972,49
Finland,1973,50
Finland,1974,57
Finland,1975,51
Finland,1976,50
Finland,1977,53
Finland,1978,53
Finland,1979,59
Finland,1980,64
Finland,1981,62
Finland,1982,58
Finland,1983,58
Finland,1984,57
Finland,1985,56
Finland,1986,51
Finland,1987,50
Finland,1988,49
Finland,1989,49
Finland,1990,47
Finland,1991,44
Finland,1992,51
Finland,1993,59
Finland,1994,64
Finland,1995,65
Finland,1996,67
Finland,1997,70
Finland,1998,69
Finland,1999,69
Finland,2000,78
Finland,2001,74
Finland,2002,72
Finland,2003,71
Finland,2004,73
Finland,2005,79
Finland,2006,86
Finland,2007,87
Finland,2008,90
Finland,2009,73
Finland,2010,79
Finland,2011,82
France,1950,28
France,1951,32
France,1952,28
France,1953,26
France,1954,25
France,1955,25
France,1956,26
France,1957,26
France,1958,25
France,1959,26
France,1960,27
France,1961,27
France,1962,25
France,1963,25
France,1964,26
France,1965,26
France,1966,26
France,1967,26
France,1968,27
France,1969,29
France,1970,31
France,1971,32
France,1972,32
France,1973,34
France,1974,42
France,1975,37
France,1976,40
France,1977,41
France,1978,40
France,1979,42
France,1980,44
France,1981,46
France,1982,46
France,1983,46
France,1984,49
France,1985,48
France,1986,42
France,1987,41
France,1988,42
France,1989,45
France,1990,44
France,1991,44
France,1992,43
France,1993,41
France,1994,43
France,1995,44
France,1996,45
France,1997,49
France,1998,50
France,1999,51
France,2000,57
France,2001,56
France,2002,53
France,2003,51
France,2004,52
France,2005,53
France,2006,55
France,2007,55
France,2008,56
France,2009,49
France,2010,53
France,2011,57
French Polynesia,1970,76
French Polynesia,1971,71
French Polynesia,1972,70
French Polynesia,1973,68
French Polynesia,1974,76
French Polynesia,1975,62
French Polynesia,1976,50
French Polynesia,1977,50
French Polynesia,1978,51
French Polynesia,1979,49
French Polynesia,1980,49
French Polynesia,1981,54
French Polynesia,1982,52
French Polynesia,1983,51
French Polynesia,1984,49
French Polynesia,1985,48
French Polynesia,1986,43
French Polynesia,1987,46
French Polynesia,1988,43
French Polynesia,1989,43
French Polynesia,1990,40
French Polynesia,1991,38
French Polynesia,1992,35
French Polynesia,1993,37
French Polynesia,1994,40
French Polynesia,1995,39
French Polynesia,1996,41
French Polynesia,1997,42
French Polynesia,1998,45
French Polynesia,1999,47
French Polynesia,2000,50
French Polynesia,2001,52
French Polynesia,2002,55
French Polynesia,2003,53
French Polynesia,2004,48
French Polynesia,2005,51
French Polynesia,2006,52
French Polynesia,2007,52
French Polynesia,2008,51
French Polynesia,2009,51
French Polynesia,2010,51
French Polynesia,2011,51
Gabon,1960,65
Gabon,1961,63
Gabon,1962,64
Gabon,1963,73
Gabon,1964,80
Gabon,1965,82
Gabon,1966,81
Gabon,1967,107
Gabon,1968,97
Gabon,1969,107
Gabon,1970,75
Gabon,1971,102
Gabon,1972,125
Gabon,1973,100
Gabon,1974,87
Gabon,1975,84
Gabon,1976,79
Gabon,1977,89
Gabon,1978,93
Gabon,1979,81
Gabon,1980,83
Gabon,1981,89
Gabon,1982,87
Gabon,1983,90
Gabon,1984,85
Gabon,1985,86
Gabon,1986,83
Gabon,1987,70
Gabon,1988,70
Gabon,1989,78
Gabon,1990,77
Gabon,1991,73
Gabon,1992,73
Gabon,1993,76
Gabon,1994,91
Gabon,1995,88
Gabon,1996,88
Gabon,1997,95
Gabon,1998,87
Gabon,1999,90
Gabon,2000,92
Gabon,2001,85
Gabon,2002,84
Gabon,2003,82
Gabon,2004,82
Gabon,2005,83
Gabon,2006,86
Gabon,2007,83
Gabon,2008,84
Gabon,2009,80
Gabon,2010,83
Gabon,2011,51
Gambia,1960,74
Gambia,1961,79
Gambia,1962,71
Gambia,1963,66
Gambia,1964,82
Gambia,1965,77
Gambia,1966,79
Gambia,1967,93
Gambia,1968,91
Gambia,1969,99
Gambia,1970,78
Gambia,1971,82
Gambia,1972,84
Gambia,1973,80
Gambia,1974,79
Gambia,1975,79
Gambia,1976,81
Gambia,1977,79
Gambia,1978,81
Gambia,1979,90
Gambia,1980,88
Gambia,1981,81
Gambia,1982,98
Gambia,1983,102
Gambia,1984,92
Gambia,1985,102
Gambia,1986,106
Gambia,1987,106
Gambia,1988,104
Gambia,1989,101
Gambia,1990,103
Gambia,1991,106
Gambia,1992,100
Gambia,1993,130
Gambia,1994,112
Gambia,1995,107
Gambia,1996,110
Gambia,1997,100
Gambia,1998,108
Gambia,1999,98
Gambia,2000,105
Gambia,2001,83
Gambia,2002,70
Gambia,2003,38
Gambia,2004,42
Gambia,2005,42
Gambia,2006,42
Gambia,2007,42
Gambia,2008,35
Gambia,2009,42
Gambia,2010,35
Gambia,2011,35
Georgia,1990,86
Georgia,1991,59
Georgia,1992,149
Georgia,1993,53
Georgia,1994,68
Georgia,1995,42
Georgia,1996,46
Georgia,1997,58
Georgia,1998,54
Georgia,1999,57
Georgia,2000,63
Georgia,2001,63
Georgia,2002,72
Georgia,2003,78
Georgia,2004,80
Georgia,2005,85
Georgia,2006,90
Georgia,2007,89
Georgia,2008,87
Georgia,2009,79
Georgia,2010,88
Georgia,2011,92
Germany,1950,17
Germany,1951,20
Germany,1952,20
Germany,1953,21
Germany,1954,23
Germany,1955,25
Germany,1956,27
Germany,1957,29
Germany,1958,28
Germany,1959,29
Germany,1960,30
Germany,1961,29
Germany,1962,29
Germany,1963,29
Germany,1964,29
Germany,1965,31
Germany,1966,31
Germany,1967,32
Germany,1968,33
Germany,1969,34
Germany,1970,34
Germany,1971,33
Germany,1972,33
Germany,1973,34
Germany,1974,40
Germany,1975,39
Germany,1976,42
Germany,1977,41
Germany,1978,40
Germany,1979,42
Germany,1980,45
Germany,1981,48
Germany,1982,48
Germany,1983,47
Germany,1984,50
Germany,1985,52
Germany,1986,47
Germany,1987,45
Germany,1988,46
Germany,1989,49
Germany,1990,50
Germany,1991,52
Germany,1992,49
Germany,1993,45
Germany,1994,46
Germany,1995,47
Germany,1996,49
Germany,1997,54
Germany,1998,56
Germany,1999,58
Germany,2000,66
Germany,2001,68
Germany,2002,67
Germany,2003,68
Germany,2004,72
Germany,2005,77
Germany,2006,85
Germany,2007,87
Germany,2008,90
Germany,2009,80
Germany,2010,88
Germany,2011,95
Ghana,1955,47
Ghana,1956,44
Ghana,1957,45
Ghana,1958,43
Ghana,1959,45
Ghana,1960,46
Ghana,1961,45
Ghana,1962,38
Ghana,1963,35
Ghana,1964,32
Ghana,1965,32
Ghana,1966,23
Ghana,1967,26
Ghana,1968,28
Ghana,1969,28
Ghana,1970,30
Ghana,1971,25
Ghana,1972,25
Ghana,1973,24
Ghana,1974,25
Ghana,1975,24
Ghana,1976,20
Ghana,1977,14
Ghana,1978,11
Ghana,1979,14
Ghana,1980,11
Ghana,1981,6
Ghana,1982,4
Ghana,1983,7
Ghana,1984,10
Ghana,1985,13
Ghana,1986,21
Ghana,1987,28
Ghana,1988,26
Ghana,1989,31
Ghana,1990,25
Ghana,1991,25
Ghana,1992,27
Ghana,1993,32
Ghana,1994,35
Ghana,1995,34
Ghana,1996,35
Ghana,1997,37
Ghana,1998,45
Ghana,1999,47
Ghana,2000,73
Ghana,2001,69
Ghana,2002,64
Ghana,2003,61
Ghana,2004,63
Ghana,2005,61
Ghana,2006,66
Ghana,2007,65
Ghana,2008,70
Ghana,2009,72
Ghana,2010,64
Ghana,2011,92
Greece,1951,19
Greece,1952,18
Greece,1953,22
Greece,1954,26
Greece,1955,28
Greece,1956,27
Greece,1957,29
Greece,1958,29
Greece,1959,28
Greece,1960,30
Greece,1961,29
Greece,1962,28
Greece,1963,30
Greece,1964,30
Greece,1965,30
Greece,1966,30
Greece,1967,29
Greece,1968,29
Greece,1969,28
Greece,1970,28
Greece,1971,28
Greece,1972,31
Greece,1973,39
Greece,1974,43
Greece,1975,43
Greece,1976,42
Greece,1977,42
Greece,1978,40
Greece,1979,43
Greece,1980,54
Greece,1981,57
Greece,1982,51
Greece,1983,50
Greece,1984,50
Greece,1985,49
Greece,1986,52
Greece,1987,51
Greece,1988,48
Greece,1989,50
Greece,1990,49
Greece,1991,47
Greece,1992,47
Greece,1993,45
Greece,1994,44
Greece,1995,45
Greece,1996,46
Greece,1997,50
Greece,1998,51
Greece,1999,57
Greece,2000,65
Greece,2001,63
Greece,2002,58
Greece,2003,54
Greece,2004,57
Greece,2005,56
Greece,2006,57
Greece,2007,61
Greece,2008,63
Greece,2009,50
Greece,2010,52
Greece,2011,55
Greenland,1970,163
Greenland,1971,152
Greenland,1972,150
Greenland,1973,150
Greenland,1974,185
Greenland,1975,168
Greenland,1976,145
Greenland,1977,147
Greenland,1978,129
Greenland,1979,166
Greenland,1980,178
Greenland,1981,181
Greenland,1982,183
Greenland,1983,175
Greenland,1984,191
Greenland,1985,187
Greenland,1986,169
Greenland,1987,177
Greenland,1988,165
Greenland,1989,141
Greenland,1990,141
Greenland,1991,119
Greenland,1992,124
Greenland,1993,115
Greenland,1994,104
Greenland,1995,108
Greenland,1996,114
Greenland,1997,105
Greenland,1998,95
Greenland,1999,99
Greenland,2000,97
Greenland,2001,88
Greenland,2002,96
Greenland,2003,92
Greenland,2004,93
Greenland,2005,103
Greenland,2006,95
Greenland,2007,95
Greenland,2008,112
Greenland,2009,95
Greenland,2010,116
Greenland,2011,108
Grenada,1970,111
Grenada,1971,107
Grenada,1972,111
Grenada,1973,116
Grenada,1974,95
Grenada,1975,122
Grenada,1976,120
Grenada,1977,120
Grenada,1978,116
Grenada,1979,130
Grenada,1980,142
Grenada,1981,147
Grenada,1982,132
Grenada,1983,118
Grenada,1984,111
Grenada,1985,124
Grenada,1986,124
Grenada,1987,114
Grenada,1988,108
Grenada,1989,102
Grenada,1990,116
Grenada,1991,122
Grenada,1992,97
Grenada,1993,107
Grenada,1994,110
Grenada,1995,106
Grenada,1996,109
Grenada,1997,109
Grenada,1998,118
Grenada,1999,127
Grenada,2000,104
Grenada,2001,91
Grenada,2002,82
Grenada,2003,82
Grenada,2004,86
Grenada,2005,78
Grenada,2006,80
Grenada,2007,82
Grenada,2008,77
Grenada,2009,69
Grenada,2010,70
Grenada,2011,68
Guatemala,1950,39
Guatemala,1951,38
Guatemala,1952,39
Guatemala,1953,39
Guatemala,1954,39
Guatemala,1955,40
Guatemala,1956,46
Guatemala,1957,45
Guatemala,1958,43
Guatemala,1959,38
Guatemala,1960,40
Guatemala,1961,37
Guatemala,1962,37
Guatemala,1963,44
Guatemala,1964,49
Guatemala,1965,53
Guatemala,1966,56
Guatemala,1967,52
Guatemala,1968,51
Guatemala,1969,52
Guatemala,1970,53
Guatemala,1971,53
Guatemala,1972,55
Guatemala,1973,60
Guatemala,1974,70
Guatemala,1975,66
Guatemala,1976,72
Guatemala,1977,74
Guatemala,1978,71
Guatemala,1979,69
Guatemala,1980,69
Guatemala,1981,59
Guatemala,1982,49
Guatemala,1983,40
Guatemala,1984,42
Guatemala,1985,56
Guatemala,1986,45
Guatemala,1987,56
Guatemala,1988,55
Guatemala,1989,58
Guatemala,1990,63
Guatemala,1991,57
Guatemala,1992,65
Guatemala,1993,64
Guatemala,1994,62
Guatemala,1995,65
Guatemala,1996,59
Guatemala,1997,61
Guatemala,1998,65
Guatemala,1999,68
Guatemala,2000,72
Guatemala,2001,70
Guatemala,2002,66
Guatemala,2003,66
Guatemala,2004,69
Guatemala,2005,66
Guatemala,2006,67
Guatemala,2007,68
Guatemala,2008,64
Guatemala,2009,57
Guatemala,2010,62
Guatemala,2011,65
Guinea,1959,33
Guinea,1960,48
Guinea,1961,58
Guinea,1962,47
Guinea,1963,41
Guinea,1964,35
Guinea,1965,39
Guinea,1966,46
Guinea,1967,36
Guinea,1968,39
Guinea,1969,46
Guinea,1970,46
Guinea,1971,46
Guinea,1972,46
Guinea,1973,46
Guinea,1974,46
Guinea,1975,46
Guinea,1976,46
Guinea,1977,46
Guinea,1978,46
Guinea,1979,46
Guinea,1980,48
Guinea,1981,46
Guinea,1982,44
Guinea,1983,47
Guinea,1984,47
Guinea,1985,45
Guinea,1986,48
Guinea,1987,50
Guinea,1988,46
Guinea,1989,49
Guinea,1990,52
Guinea,1991,41
Guinea,1992,40
Guinea,1993,41
Guinea,1994,38
Guinea,1995,36
Guinea,1996,32
Guinea,1997,36
Guinea,1998,42
Guinea,1999,44
Guinea,2000,37
Guinea,2001,51
Guinea,2002,54
Guinea,2003,49
Guinea,2004,50
Guinea,2005,67
Guinea,2006,84
Guinea,2007,59
Guinea,2008,69
Guinea,2009,47
Guinea,2010,64
Guinea,2011,69
Guinea-Bissau,1960,29
Guinea-Bissau,1961,34
Guinea-Bissau,1962,33
Guinea-Bissau,1963,32
Guinea-Bissau,1964,32
Guinea-Bissau,1965,28
Guinea-Bissau,1966,30
Guinea-Bissau,1967,29
Guinea-Bissau,1968,29
Guinea-Bissau,1969,33
Guinea-Bissau,1970,31
Guinea-Bissau,1971,35
Guinea-Bissau,1972,36
Guinea-Bissau,1973,42
Guinea-Bissau,1974,40
Guinea-Bissau,1975,28
Guinea-Bissau,1976,30
Guinea-Bissau,1977,38
Guinea-Bissau,1978,39
Guinea-Bissau,1979,44
Guinea-Bissau,1980,49
Guinea-Bissau,1981,42
Guinea-Bissau,1982,44
Guinea-Bissau,1983,34
Guinea-Bissau,1984,58
Guinea-Bissau,1985,61
Guinea-Bissau,1986,33
Guinea-Bissau,1987,54
Guinea-Bissau,1988,60
Guinea-Bissau,1989,47
Guinea-Bissau,1990,51
Guinea-Bissau,1991,51
Guinea-Bissau,1992,65
Guinea-Bissau,1993,42
Guinea-Bissau,1994,51
Guinea-Bissau,1995,47
Guinea-Bissau,1996,42
Guinea-Bissau,1997,61
Guinea-Bissau,1998,50
Guinea-Bissau,1999,68
Guinea-Bissau,2000,83
Guinea-Bissau,2001,82
Guinea-Bissau,2002,79
Guinea-Bissau,2003,39
Guinea-Bissau,2004,43
Guinea-Bissau,2005,44
Guinea-Bissau,2006,41
Guinea-Bissau,2007,52
Guinea-Bissau,2008,46
Guinea-Bissau,2009,43
Guinea-Bissau,2010,47
Guinea-Bissau,2011,48
Guyana,1970,57
Guyana,1971,57
Guyana,1972,59
Guyana,1973,61
Guyana,1974,68
Guyana,1975,76
Guyana,1976,79
Guyana,1977,72
Guyana,1978,64
Guyana,1979,66
Guyana,1980,75
Guyana,1981,76
Guyana,1982,64
Guyana,1983,57
Guyana,1984,61
Guyana,1985,59
Guyana,1986,55
Guyana,1987,94
Guyana,1988,64
Guyana,1989,82
Guyana,1990,84
Guyana,1991,103
Guyana,1992,138
Guyana,1993,124
Guyana,1994,103
Guyana,1995,103
Guyana,1996,105
Guyana,1997,102
Guyana,1998,98
Guyana,1999,95
Guyana,2000,91
Guyana,2001,93
Guyana,2002,124
Guyana,2003,121
Guyana,2004,130
Guyana,2005,129
Guyana,2006,132
Guyana,2007,125
Guyana,2008,137
Guyana,2009,117
Guyana,2010,128
Guyana,2011,140
Haiti,1960,45
Haiti,1961,51
Haiti,1962,45
Haiti,1963,44
Haiti,1964,37
Haiti,1965,37
Haiti,1966,34
Haiti,1967,31
Haiti,1968,33
Haiti,1969,34
Haiti,1970,36
Haiti,1971,44
Haiti,1972,48
Haiti,1973,49
Haiti,1974,54
Haiti,1975,55
Haiti,1976,56
Haiti,1977,66
Haiti,1978,75
Haiti,1979,71
Haiti,1980,79
Haiti,1981,79
Haiti,1982,72
Haiti,1983,70
Haiti,1984,69
Haiti,1985,65
Haiti,1986,50
Haiti,1987,68
Haiti,1988,64
Haiti,1989,43
Haiti,1990,40
Haiti,1991,49
Haiti,1992,29
Haiti,1993,34
Haiti,1994,20
Haiti,1995,44
Haiti,1996,43
Haiti,1997,40
Haiti,1998,39
Haiti,1999,45
Haiti,2000,50
Haiti,2001,52
Haiti,2002,52
Haiti,2003,69
Haiti,2004,63
Haiti,2005,61
Haiti,2006,64
Haiti,2007,58
Haiti,2008,61
Haiti,2009,61
Haiti,2010,80
Haiti,2011,74
Honduras,1950,64
Honduras,1951,71
Honduras,1952,75
Honduras,1953,67
Honduras,1954,63
Honduras,1955,57
Honduras,1956,65
Honduras,1957,64
Honduras,1958,61
Honduras,1959,57
Honduras,1960,57
Honduras,1961,56
Honduras,1962,57
Honduras,1963,60
Honduras,1964,61
Honduras,1965,69
Honduras,1966,75
Honduras,1967,76
Honduras,1968,79
Honduras,1969,75
Honduras,1970,80
Honduras,1971,74
Honduras,1972,71
Honduras,1973,81
Honduras,1974,94
Honduras,1975,87
Honduras,1976,90
Honduras,1977,92
Honduras,1978,96
Honduras,1979,99
Honduras,1980,102
Honduras,1981,87
Honduras,1982,69
Honduras,1983,69
Honduras,1984,72
Honduras,1985,69
Honduras,1986,69
Honduras,1987,61
Honduras,1988,69
Honduras,1989,82
Honduras,1990,97
Honduras,1991,90
Honduras,1992,86
Honduras,1993,98
Honduras,1994,112
Honduras,1995,115
Honduras,1996,124
Honduras,1997,123
Honduras,1998,126
Honduras,1999,121
Honduras,2000,120
Honduras,2001,116
Honduras,2002,118
Honduras,2003,122
Honduras,2004,135
Honduras,2005,136
Honduras,2006,133
Honduras,2007,135
Honduras,2008,136
Honduras,2009,100
Honduras,2010,108
Honduras,2011,116
Hong Kong,1960,187
Hong Kong,1961,174
Hong Kong,1962,165
Hong Kong,1963,153
Hong Kong,1964,154
Hong Kong,1965,141
Hong Kong,1966,155
Hong Kong,1967,157
Hong Kong,1968,175
Hong Kong,1969,181
Hong Kong,1970,179
Hong Kong,1971,175
Hong Kong,1972,161
Hong Kong,1973,165
Hong Kong,1974,169
Hong Kong,1975,161
Hong Kong,1976,168
Hong Kong,1977,160
Hong Kong,1978,170
Hong Kong,1979,178
Hong Kong,1980,178
Hong Kong,1981,184
Hong Kong,1982,171
Hong Kong,1983,190
Hong Kong,1984,206
Hong Kong,1985,205
Hong Kong,1986,210
Hong Kong,1987,230
Hong Kong,1988,251
Hong Kong,1989,249
Hong Kong,1990,253
Hong Kong,1991,262
Hong Kong,1992,271
Hong Kong,1993,264
Hong Kong,1994,267
Hong Kong,1995,291
Hong Kong,1996,275
Hong Kong,1997,259
Hong Kong,1998,248
Hong Kong,1999,251
Hong Kong,2000,282
Hong Kong,2001,273
Hong Kong,2002,291
Hong Kong,2003,333
Hong Kong,2004,371
Hong Kong,2005,385
Hong Kong,2006,400
Hong Kong,2007,405
Hong Kong,2008,415
Hong Kong,2009,383
Hong Kong,2010,441
Hong Kong,2011,456
Hungary,1970,55
Hungary,1971,58
Hungary,1972,59
Hungary,1973,63
Hungary,1974,77
