Entity,Year,CO2 emissions per capita by nation (CDIAC (2017))
Japan,1981,7.9639
Japan,1982,7.6703
Japan,1983,7.4501
Japan,1984,7.8905
Japan,1985,7.6336
Japan,1986,7.5969
Japan,1987,7.4868
Japan,1988,8.1474
Japan,1989,8.441
Japan,1990,8.9915
Japan,1991,8.9548
Japan,1992,9.1383
Japan,1993,8.9915
Japan,1994,9.4686
Japan,1995,9.5053
Japan,1996,9.6521
Japan,1997,9.6154
Japan,1998,9.2484
Japan,1999,9.542
Japan,2000,9.7255
Japan,2001,9.5787
Japan,2002,9.6888
Japan,2003,9.8356
Japan,2004,10.0191
Japan,2005,9.7989
Japan,2006,9.7622
Japan,2007,9.8356
Japan,2008,9.5053
Japan,2009,8.6612
Japan,2010,9.2117
Japan,2011,9.3585
Japan,2012,9.6888
Japan,2013,9.8356
Japan,2014,9.5787
Jordan,1950,0.367
Jordan,1951,0.3303
Jordan,1952,0.367
Jordan,1953,0.367
Jordan,1954,0.4037
Jordan,1955,0.5872
Jordan,1956,0.6606
Jordan,1957,0.6606
Jordan,1958,0.6606
Jordan,1959,0.7707
Jordan,1960,0.8441
Jordan,1961,1.0643
Jordan,1962,1.0643
Jordan,1963,1.2111
Jordan,1964,1.1744
Jordan,1965,1.2478
Jordan,1966,1.2845
Jordan,1967,1.0643
Jordan,1968,1.0276
Jordan,1969,1.1377
Jordan,1970,0.9542
Jordan,1971,0.9542
Jordan,1972,1.0643
Jordan,1973,1.1744
Jordan,1974,1.1377
Jordan,1975,1.2478
Jordan,1976,1.4313
Jordan,1977,1.5047
Jordan,1978,1.6882
Jordan,1979,1.6882
Jordan,1980,2.0552
Jordan,1981,2.4589
Jordan,1982,2.5323
Jordan,1983,2.8626
Jordan,1984,3.1195
Jordan,1985,3.0461
Jordan,1986,3.1929
Jordan,1987,3.1929
Jordan,1988,2.9727
Jordan,1989,2.8259
Jordan,1990,3.0461
Jordan,1991,2.7158
Jordan,1992,3.2296
Jordan,1993,3.0094
Jordan,1994,3.2296
Jordan,1995,3.0828
Jordan,1996,3.1562
Jordan,1997,3.1195
Jordan,1998,3.1195
Jordan,1999,3.0828
Jordan,2000,3.2296
Jordan,2001,3.2663
Jordan,2002,3.3764
Jordan,2003,3.4131
Jordan,2004,3.7067
Jordan,2005,3.9636
Jordan,2006,3.8535
Jordan,2007,3.8902
Jordan,2008,3.5966
Jordan,2009,3.4865
Jordan,2010,3.2663
Jordan,2011,3.1929
Jordan,2012,3.4865
Jordan,2013,3.3764
Jordan,2014,3.5599
Kazakhstan,1992,15.9645
Kazakhstan,1993,13.3588
Kazakhstan,1994,12.4046
Kazakhstan,1995,10.643
Kazakhstan,1996,9.0282
Kazakhstan,1997,8.3676
Kazakhstan,1998,8.3309
Kazakhstan,1999,7.7437
Kazakhstan,2000,7.8905
Kazakhstan,2001,8.8447
Kazakhstan,2002,8.9915
Kazakhstan,2003,9.5053
Kazakhstan,2004,11.4871
Kazakhstan,2005,11.7073
Kazakhstan,2006,12.5881
Kazakhstan,2007,14.4598
Kazakhstan,2008,14.9736
Kazakhstan,2009,13.2487
Kazakhstan,2010,15.2672
Kazakhstan,2011,15.6709
Kazakhstan,2012,14.4598
Kazakhstan,2013,15.3773
Kazakhstan,2014,14.313
Kenya,1950,0.1468
Kenya,1951,0.2202
Kenya,1952,0.2569
Kenya,1953,0.2202
Kenya,1954,0.2569
Kenya,1955,0.2936
Kenya,1956,0.2936
Kenya,1957,0.2936
Kenya,1958,0.2569
Kenya,1959,0.2936
Kenya,1960,0.2936
Kenya,1961,0.2936
Kenya,1962,0.2936
Kenya,1963,0.3303
Kenya,1964,0.2936
Kenya,1965,0.2569
Kenya,1966,0.2569
Kenya,1967,0.2569
Kenya,1968,0.2569
Kenya,1969,0.2936
Kenya,1970,0.2569
Kenya,1971,0.3303
Kenya,1972,0.3303
Kenya,1973,0.3303
Kenya,1974,0.367
Kenya,1975,0.367
Kenya,1976,0.3303
Kenya,1977,0.3303
Kenya,1978,0.367
Kenya,1979,0.3303
Kenya,1980,0.367
Kenya,1981,0.4037
Kenya,1982,0.2569
Kenya,1983,0.2569
Kenya,1984,0.2202
Kenya,1985,0.1835
Kenya,1986,0.2202
Kenya,1987,0.2569
Kenya,1988,0.2202
Kenya,1989,0.2202
Kenya,1990,0.2569
Kenya,1991,0.1835
Kenya,1992,0.2202
Kenya,1993,0.2569
Kenya,1994,0.2569
Kenya,1995,0.2936
Kenya,1996,0.3303
Kenya,1997,0.2936
Kenya,1998,0.3303
Kenya,1999,0.3303
Kenya,2000,0.3303
Kenya,2001,0.2936
Kenya,2002,0.2569
Kenya,2003,0.1835
Kenya,2004,0.2202
Kenya,2005,0.2569
Kenya,2006,0.2569
Kenya,2007,0.2569
Kenya,2008,0.2569
Kenya,2009,0.3303
Kenya,2010,0.2936
Kenya,2011,0.3303
Kenya,2012,0.2936
Kenya,2013,0.2936
Kenya,2014,0.3303
Kiribati,1961,0.1835
Kiribati,1962,0.2569
Kiribati,1963,0.5138
Kiribati,1964,0.5138
Kiribati,1965,0.3303
Kiribati,1966,0.3303
Kiribati,1967,0.5505
Kiribati,1968,0.8074
Kiribati,1969,0.2936
Kiribati,1970,0.4771
Kiribati,1971,0.6973
Kiribati,1972,0.5505
Kiribati,1973,0.8074
Kiribati,1974,0.6973
Kiribati,1975,0.6973
Kiribati,1976,0.6973
Kiribati,1977,0.4404
Kiribati,1978,0.4037
Kiribati,1979,0.4771
Kiribati,1980,0.5138
Kiribati,1981,0.4771
Kiribati,1982,0.4404
Kiribati,1983,0.367
Kiribati,1984,0.367
Kiribati,1985,0.3303
Kiribati,1986,0.2936
Kiribati,1987,0.3303
Kiribati,1988,0.3303
Kiribati,1989,0.2936
Kiribati,1990,0.2936
Kiribati,1991,0.2936
Kiribati,1992,0.3303
Kiribati,1993,0.367
Kiribati,1994,0.367
Kiribati,1995,0.367
Kiribati,1996,0.4404
Kiribati,1997,0.2936
Kiribati,1998,0.367
Kiribati,1999,0.3303
Kiribati,2000,0.367
Kiribati,2001,0.2936
Kiribati,2002,0.4404
Kiribati,2003,0.4404
Kiribati,2004,0.4771
Kiribati,2005,0.6606
Kiribati,2006,0.7707
Kiribati,2007,0.5505
Kiribati,2008,0.5872
Kiribati,2009,0.4037
Kiribati,2010,0.5872
Kiribati,2011,0.5872
Kiribati,2012,0.5872
Kiribati,2013,0.5505
Kiribati,2014,0.5505
Kuwait,1950,2.5323
Kuwait,1951,0.6973
Kuwait,1954,7.4134
Kuwait,1955,9.4319
Kuwait,1956,5.138
Kuwait,1957,10.4595
Kuwait,1958,16.6618
Kuwait,1959,15.8911
Kuwait,1960,29.6169
Kuwait,1961,33.6906
Kuwait,1962,42.4252
Kuwait,1963,44.4437
Kuwait,1964,58.5365
Kuwait,1965,73.2165
Kuwait,1966,65.6563
Kuwait,1967,43.306
Kuwait,1968,35.0118
Kuwait,1969,38.535
Kuwait,1970,33.2869
Kuwait,1971,33.4704
Kuwait,1972,31.7822
Kuwait,1973,26.057
Kuwait,1974,19.4877
Kuwait,1975,15.9645
Kuwait,1976,16.5517
Kuwait,1977,14.6066
Kuwait,1978,16.9187
Kuwait,1979,13.5056
Kuwait,1980,17.9463
Kuwait,1981,17.4692
Kuwait,1982,13.9827
Kuwait,1983,13.6524
Kuwait,1984,17.1022
Kuwait,1985,16.7352
Kuwait,1986,19.2675
Kuwait,1987,16.2581
Kuwait,1988,16.2581
Kuwait,1989,17.249
Kuwait,1990,24.4422
Kuwait,1991,5.0279
Kuwait,1992,10.9733
Kuwait,1993,18.5335
Kuwait,1994,23.0843
Kuwait,1995,33.6906
Kuwait,1996,30.828
Kuwait,1997,32.7364
Kuwait,1998,29.36
Kuwait,1999,29.1031
Kuwait,2000,27.6351
Kuwait,2001,28.6994
Kuwait,2002,28.1489
Kuwait,2003,28.1856
Kuwait,2004,29.0297
Kuwait,2005,31.6354
Kuwait,2006,31.4152
Kuwait,2007,29.4701
Kuwait,2008,30.6445
Kuwait,2009,30.3142
Kuwait,2010,29.3233
Kuwait,2011,28.1122
Kuwait,2012,29.9472
Kuwait,2013,27.3782
Kuwait,2014,25.4331
Kyrgyzstan,1992,2.4956
Kyrgyzstan,1993,1.9084
Kyrgyzstan,1994,1.3579
Kyrgyzstan,1995,0.9909
Kyrgyzstan,1996,1.2111
Kyrgyzstan,1997,1.1744
Kyrgyzstan,1998,1.2478
Kyrgyzstan,1999,0.9542
Kyrgyzstan,2000,0.9542
Kyrgyzstan,2001,0.7707
Kyrgyzstan,2002,0.9909
Kyrgyzstan,2003,1.101
Kyrgyzstan,2004,1.1744
Kyrgyzstan,2005,1.101
Kyrgyzstan,2006,1.101
Kyrgyzstan,2007,1.2845
Kyrgyzstan,2008,1.468
Kyrgyzstan,2009,1.2478
Kyrgyzstan,2010,1.1744
Kyrgyzstan,2011,1.3946
Kyrgyzstan,2012,1.7983
Kyrgyzstan,2013,1.7249
Kyrgyzstan,2014,1.6515
Latvia,1992,5.4316
Latvia,1993,4.6609
Latvia,1994,4.3306
Latvia,1995,3.7801
Latvia,1996,3.7067
Latvia,1997,3.4865
Latvia,1998,3.3397
Latvia,1999,2.8259
Latvia,2000,2.6791
Latvia,2001,2.936
Latvia,2002,2.936
Latvia,2003,3.1562
Latvia,2004,3.1929
Latvia,2005,3.2663
Latvia,2006,3.4865
Latvia,2007,3.8535
Latvia,2008,3.7067
Latvia,2009,3.4131
Latvia,2010,3.8535
Latvia,2011,3.5232
Latvia,2012,3.4865
Latvia,2013,3.5232
Latvia,2014,3.5232
Lebanon,1950,1.0643
Lebanon,1951,0.9909
Lebanon,1952,0.7707
Lebanon,1953,0.8074
Lebanon,1954,0.8441
Lebanon,1955,0.9909
Lebanon,1956,1.1377
Lebanon,1957,1.1744
Lebanon,1958,1.101
Lebanon,1959,1.3212
Lebanon,1960,1.3579
Lebanon,1961,1.3579
Lebanon,1962,1.3946
Lebanon,1963,1.468
Lebanon,1964,1.5047
Lebanon,1965,1.5047
Lebanon,1966,1.6148
Lebanon,1967,1.5414
Lebanon,1968,1.5781
Lebanon,1969,1.7983
Lebanon,1970,1.6148
Lebanon,1971,2.1286
Lebanon,1972,2.202
Lebanon,1973,2.6791
Lebanon,1974,2.6424
Lebanon,1975,2.3121
Lebanon,1976,2.202
Lebanon,1977,1.9818
Lebanon,1978,2.0552
Lebanon,1979,2.202
Lebanon,1980,2.202
Lebanon,1981,2.2754
Lebanon,1982,2.1653
Lebanon,1983,2.569
Lebanon,1984,2.4589
Lebanon,1985,2.7892
Lebanon,1986,2.6791
Lebanon,1987,2.7525
Lebanon,1988,2.6424
Lebanon,1989,2.7892
Lebanon,1990,2.7892
Lebanon,1991,2.7892
Lebanon,1992,3.303
Lebanon,1993,3.5966
Lebanon,1994,3.7801
Lebanon,1995,3.9269
Lebanon,1996,3.8902
Lebanon,1997,4.3673
Lebanon,1998,4.5875
Lebanon,1999,4.4774
Lebanon,2000,4.0737
Lebanon,2001,4.2572
Lebanon,2002,4.1471
Lebanon,2003,4.6242
Lebanon,2004,4.2205
Lebanon,2005,4.0003
Lebanon,2006,3.5232
Lebanon,2007,3.2663
Lebanon,2008,4.1104
Lebanon,2009,4.9912
Lebanon,2010,4.6242
Lebanon,2011,4.4407
Lebanon,2012,4.5875
Lebanon,2013,4.2572
Lebanon,2014,4.2939
Lesotho,1990,0.9175
Lesotho,1991,0.9175
Lesotho,1992,0.9175
Lesotho,1993,0.9542
Lesotho,1994,0.9542
Lesotho,1995,0.9542
Lesotho,1996,0.9542
Lesotho,1997,0.9542
Lesotho,1998,0.9542
Lesotho,1999,0.9542
Lesotho,2000,0.9542
Lesotho,2001,0.9542
Lesotho,2002,0.9542
Lesotho,2003,0.9542
Lesotho,2004,0.9542
Lesotho,2005,0.9909
Lesotho,2006,0.9909
Lesotho,2007,1.0643
Lesotho,2008,1.0643
Lesotho,2009,1.101
Lesotho,2010,1.1377
Lesotho,2011,1.1377
Lesotho,2012,1.1744
Lesotho,2013,1.1744
Lesotho,2014,1.1744
Liberia,1950,0.0367
Liberia,1951,0.0367
Liberia,1952,0.0734
Liberia,1953,0.0734
Liberia,1954,0.1101
Liberia,1955,0.0734
Liberia,1956,0.0367
Liberia,1957,0.0734
Liberia,1958,0.1468
Liberia,1959,0.1468
Liberia,1960,0.1468
Liberia,1961,0.1468
Liberia,1962,0.2202
Liberia,1963,0.2936
Liberia,1964,0.4037
Liberia,1965,0.4404
Liberia,1966,0.4771
Liberia,1967,0.4771
Liberia,1968,0.6606
Liberia,1969,0.9175
Liberia,1970,1.0276
Liberia,1971,1.0276
Liberia,1972,0.9909
Liberia,1973,0.9542
Liberia,1974,1.0643
Liberia,1975,0.8808
Liberia,1976,0.8808
Liberia,1977,0.8441
Liberia,1978,0.8441
Liberia,1979,1.0276
Liberia,1980,1.0643
Liberia,1981,0.9909
Liberia,1982,0.2936
Liberia,1983,0.3303
Liberia,1984,0.3303
Liberia,1985,0.3303
Liberia,1986,0.3303
Liberia,1987,0.3303
Liberia,1988,0.367
Liberia,1989,0.2936
Liberia,1990,0.2202
Liberia,1991,0.1468
Liberia,1992,0.1468
Liberia,1993,0.1468
Liberia,1994,0.1468
Liberia,1995,0.1468
Liberia,1996,0.1468
Liberia,1997,0.1468
Liberia,1998,0.1468
Liberia,1999,0.1468
Liberia,2000,0.1468
Liberia,2001,0.1835
Liberia,2002,0.1468
Liberia,2003,0.1835
Liberia,2004,0.1835
Liberia,2005,0.2202
Liberia,2006,0.2202
Liberia,2007,0.1835
Liberia,2008,0.1468
Liberia,2009,0.1468
Liberia,2010,0.1835
Liberia,2011,0.2202
Liberia,2012,0.2569
Liberia,2013,0.2202
Liberia,2014,0.2202
Liechtenstein,2007,1.7616
Liechtenstein,2008,1.7983
Liechtenstein,2009,1.3946
Liechtenstein,2010,1.468
Liechtenstein,2011,1.2845
Liechtenstein,2012,1.3212
Liechtenstein,2013,1.3579
Liechtenstein,2014,1.1377
Lithuania,1992,6.0188
Lithuania,1993,4.771
Lithuania,1994,4.771
Lithuania,1995,4.4774
Lithuania,1996,4.3673
Lithuania,1997,4.2939
Lithuania,1998,4.5508
Lithuania,1999,3.8902
Lithuania,2000,3.4865
Lithuania,2001,3.7067
Lithuania,2002,3.8168
Lithuania,2003,3.7067
Lithuania,2004,3.8535
Lithuania,2005,4.0737
Lithuania,2006,4.1838
Lithuania,2007,4.771
Lithuania,2008,4.771
Lithuania,2009,3.9636
Lithuania,2010,4.3306
Lithuania,2011,4.4774
Lithuania,2012,4.5875
Lithuania,2013,4.2572
Lithuania,2014,4.404
Luxembourg,1950,25.1028
Luxembourg,1951,30.3509
Luxembourg,1952,31.4886
Luxembourg,1953,28.7728
Luxembourg,1954,28.993
Luxembourg,1955,32.4795
Luxembourg,1956,33.8741
Luxembourg,1957,35.232
Luxembourg,1958,32.6263
Luxembourg,1959,33.5071
Luxembourg,1960,36.7
Luxembourg,1961,36.5532
Luxembourg,1962,36.0027
Luxembourg,1963,35.2687
Luxembourg,1964,37.4707
Luxembourg,1965,36.8468
Luxembourg,1966,34.865
Luxembourg,1967,33.9842
Luxembourg,1968,36.5899
Luxembourg,1969,39.1956
Luxembourg,1970,40.5535
Luxembourg,1971,38.5717
Luxembourg,1972,38.9387
Luxembourg,1973,40.37
Luxembourg,1974,40.5535
Luxembourg,1975,33.03
Luxembourg,1976,32.8098
Luxembourg,1977,30.1674
Luxembourg,1978,32.6263
Luxembourg,1979,33.3236
Luxembourg,1980,30.3142
Luxembourg,1981,25.9102
Luxembourg,1982,24.3321
Luxembourg,1983,22.754
Luxembourg,1984,24.4422
Luxembourg,1985,25.0294
Luxembourg,1986,24.4789
Luxembourg,1987,23.3779
Luxembourg,1988,23.9284
Luxembourg,1989,25.6166
Luxembourg,1990,26.2772
Luxembourg,1991,27.525
Luxembourg,1992,27.0846
Luxembourg,1993,27.2681
Luxembourg,1994,25.3964
Luxembourg,1995,20.4419
Luxembourg,1996,20.4419
Luxembourg,1997,18.9372
Luxembourg,1998,17.3224
Luxembourg,1999,17.8729
Luxembourg,2000,18.9372
Luxembourg,2001,20.0382
Luxembourg,2002,21.286
Luxembourg,2003,22.2035
Luxembourg,2004,24.9927
Luxembourg,2005,25.2863
Luxembourg,2006,24.4055
Luxembourg,2007,23.1577
Luxembourg,2008,22.4604
Luxembourg,2009,20.9557
Luxembourg,2010,21.6163
Luxembourg,2011,21.0658
Luxembourg,2012,20.0382
Luxembourg,2013,18.4601
Luxembourg,2014,17.3591
Macedonia,1992,5.5784
Macedonia,1993,5.3215
Macedonia,1994,5.3582
Macedonia,1995,5.5417
Macedonia,1996,5.9454
Macedonia,1997,5.3582
Macedonia,1998,6.3491
Macedonia,1999,5.872
Macedonia,2000,6.0188
Macedonia,2001,5.9454
Macedonia,2002,5.3949
Macedonia,2003,5.5784
Macedonia,2004,5.505
Macedonia,2005,5.5417
Macedonia,2006,5.3582
Macedonia,2007,4.5141
Macedonia,2008,4.4774
Macedonia,2009,4.2205
Macedonia,2010,4.1838
Macedonia,2011,4.5508
Macedonia,2012,4.3306
Macedonia,2013,3.7801
Macedonia,2014,3.6333
Madagascar,1950,0.0734
Madagascar,1951,0.0734
Madagascar,1952,0.0734
Madagascar,1953,0.0734
Madagascar,1954,0.0734
Madagascar,1955,0.0734
Madagascar,1956,0.0734
Madagascar,1957,0.0734
Madagascar,1958,0.0734
Madagascar,1959,0.0734
Madagascar,1960,0.0734
Madagascar,1961,0.0734
Madagascar,1962,0.0734
Madagascar,1963,0.0734
Madagascar,1964,0.0734
Madagascar,1965,0.1101
Madagascar,1966,0.1101
Madagascar,1967,0.1468
Madagascar,1968,0.1468
Madagascar,1969,0.1468
Madagascar,1970,0.1468
Madagascar,1971,0.1468
Madagascar,1972,0.1835
Madagascar,1973,0.1468
Madagascar,1974,0.1468
Madagascar,1975,0.2202
Madagascar,1976,0.1468
Madagascar,1977,0.1101
Madagascar,1978,0.1101
Madagascar,1979,0.1468
Madagascar,1980,0.1835
Madagascar,1981,0.1101
Madagascar,1982,0.1101
Madagascar,1983,0.0734
Madagascar,1984,0.0734
Madagascar,1985,0.1101
Madagascar,1986,0.1101
Madagascar,1987,0.1101
Madagascar,1988,0.1101
Madagascar,1989,0.0734
Madagascar,1990,0.0734
Madagascar,1991,0.0734
Madagascar,1992,0.0734
Madagascar,1993,0.0734
Madagascar,1994,0.1101
Madagascar,1995,0.1101
Madagascar,1996,0.1101
Madagascar,1997,0.1101
Madagascar,1998,0.1101
Madagascar,1999,0.1468
Madagascar,2000,0.1101
Madagascar,2001,0.1101
Madagascar,2002,0.0734
Madagascar,2003,0.1101
Madagascar,2004,0.1101
Madagascar,2005,0.1101
Madagascar,2006,0.0734
Madagascar,2007,0.1101
Madagascar,2008,0.1101
Madagascar,2009,0.0734
Madagascar,2010,0.1101
Madagascar,2011,0.1101
Madagascar,2012,0.1101
Madagascar,2013,0.1468
Madagascar,2014,0.1468
Malawi,1964,0.0734
Malawi,1965,0.0734
Malawi,1966,0.1101
Malawi,1967,0.0734
Malawi,1968,0.0734
Malawi,1969,0.0734
Malawi,1970,0.1101
Malawi,1971,0.1101
Malawi,1972,0.1101
Malawi,1973,0.1101
Malawi,1974,0.1101
Malawi,1975,0.1101
Malawi,1976,0.1101
Malawi,1977,0.1101
Malawi,1978,0.1101
Malawi,1979,0.1101
Malawi,1980,0.1101
Malawi,1981,0.1101
Malawi,1982,0.0734
Malawi,1983,0.0734
Malawi,1984,0.0734
Malawi,1985,0.0734
Malawi,1986,0.0734
Malawi,1987,0.0734
Malawi,1988,0.0734
Malawi,1989,0.0734
Malawi,1990,0.0734
Malawi,1991,0.0734
Malawi,1992,0.0734
Malawi,1993,0.0734
Malawi,1994,0.1101
Malawi,1995,0.1101
Malawi,1996,0.0734
Malawi,1997,0.1101
Malawi,1998,0.0734
Malawi,1999,0.0734
Malawi,2000,0.0734
Malawi,2001,0.0734
Malawi,2002,0.0734
Malawi,2003,0.0734
Malawi,2004,0.0734
Malawi,2005,0.0734
Malawi,2006,0.0734
Malawi,2007,0.0734
Malawi,2008,0.0734
Malawi,2009,0.0734
Malawi,2010,0.0734
Malawi,2011,0.0734
Malawi,2012,0.0734
Malawi,2013,0.0734
Malawi,2014,0.0734
Malaysia,1970,1.3579
Malaysia,1971,1.5047
Malaysia,1972,1.5781
Malaysia,1973,1.5047
Malaysia,1974,1.5781
Malaysia,1975,1.5781
Malaysia,1976,1.9084
Malaysia,1977,1.7616
Malaysia,1978,1.7616
Malaysia,1979,2.0185
Malaysia,1980,2.0185
Malaysia,1981,2.1653
Malaysia,1982,2.0919
Malaysia,1983,2.5323
Malaysia,1984,2.2754
Malaysia,1985,2.3121
Malaysia,1986,2.4589
Malaysia,1987,2.4589
Malaysia,1988,2.4956
Malaysia,1989,2.8259
Malaysia,1990,3.1195
Malaysia,1991,3.67
Malaysia,1992,3.9269
Malaysia,1993,4.6609
Malaysia,1994,4.6609
Malaysia,1995,5.8353
Malaysia,1996,5.9087
Malaysia,1997,5.7252
Malaysia,1998,5.1013
Malaysia,1999,4.7343
Malaysia,2000,5.3582
Malaysia,2001,5.6518
Malaysia,2002,5.4683
Malaysia,2003,6.3124
Malaysia,2004,6.4225
Malaysia,2005,6.6794
Malaysia,2006,6.3124
Malaysia,2007,6.8996
Malaysia,2008,7.4868
Malaysia,2009,7.1932
Malaysia,2010,7.7804
Malaysia,2011,7.707
Malaysia,2012,7.5602
Malaysia,2013,8.0373
Malaysia,2014,8.1107
Maldives,1971,0.0367
Maldives,1972,0.0367
Maldives,1973,0.0367
Maldives,1974,0.0367
Maldives,1975,0.0367
Maldives,1976,0.0734
Maldives,1977,0.1101
Maldives,1978,0.1468
Maldives,1979,0.2202
Maldives,1980,0.2569
Maldives,1981,0.2936
Maldives,1982,0.2936
Maldives,1983,0.2936
Maldives,1984,0.3303
Maldives,1985,0.3303
Maldives,1986,0.4037
Maldives,1987,0.4037
Maldives,1988,0.4771
Maldives,1989,0.5872
Maldives,1990,0.7707
Maldives,1991,0.6973
Maldives,1992,0.9909
Maldives,1993,0.8441
Maldives,1994,0.8074
Maldives,1995,0.9909
Maldives,1996,1.1377
Maldives,1997,1.2845
Maldives,1998,1.1377
Maldives,1999,1.5781
Maldives,2000,1.6515
Maldives,2001,1.6882
Maldives,2002,2.0919
Maldives,2003,1.7616
Maldives,2004,2.2754
Maldives,2005,2.0552
Maldives,2006,2.5323
Maldives,2007,2.5323
Maldives,2008,2.6791
Maldives,2009,2.7158
Maldives,2010,2.8259
Maldives,2011,2.8993
Maldives,2012,3.2296
Maldives,2013,3.1195
Maldives,2014,3.7434
Mali,1960,0.0367
Mali,1961,0.0367
Mali,1962,0.0367
Mali,1963,0.0367
Mali,1964,0.0367
Mali,1965,0.0367
Mali,1966,0.0367
Mali,1967,0.0367
Mali,1968,0.0367
Mali,1969,0.0367
Mali,1970,0.0367
Mali,1971,0.0367
Mali,1972,0.0367
Mali,1973,0.0367
Mali,1974,0.0367
Mali,1975,0.0367
Mali,1976,0.0367
Mali,1977,0.0734
Mali,1978,0.0734
Mali,1979,0.0734
Mali,1980,0.0367
Mali,1981,0.0367
Mali,1982,0.0367
Mali,1983,0.0367
Mali,1984,0.0734
Mali,1985,0.0367
Mali,1986,0.0367
Mali,1987,0.0367
Mali,1988,0.0367
Mali,1989,0.0367
Mali,1990,0.0367
Mali,1991,0.0367
Mali,1992,0.0367
Mali,1993,0.0367
Mali,1994,0.0367
Mali,1995,0.0367
Mali,1996,0.0367
Mali,1997,0.0367
Mali,1998,0.0734
Mali,1999,0.0734
Mali,2000,0.0734
Mali,2001,0.0734
Mali,2002,0.0734
Mali,2003,0.0734
Mali,2004,0.0734
Mali,2005,0.0734
Mali,2006,0.0734
Mali,2007,0.0734
Mali,2008,0.0734
Mali,2009,0.0367
Mali,2010,0.0734
Mali,2011,0.0734
Mali,2012,0.0734
Mali,2013,0.0734
Mali,2014,0.0734
Malta,1950,0.8074
Malta,1951,0.8074
Malta,1952,0.7707
Malta,1953,0.734
Malta,1954,0.9909
Malta,1955,1.0643
Malta,1956,0.9542
Malta,1957,0.9909
Malta,1958,1.0643
Malta,1959,1.2478
Malta,1960,1.101
Malta,1961,0.9542
Malta,1962,1.0643
Malta,1963,1.3212
Malta,1964,1.6148
Malta,1965,1.5414
Malta,1966,1.3579
Malta,1967,1.7249
Malta,1968,2.0919
Malta,1969,2.1653
Malta,1970,2.202
Malta,1971,2.1653
Malta,1972,2.7525
Malta,1973,2.6791
Malta,1974,2.4589
Malta,1975,2.1653
Malta,1976,2.4589
Malta,1977,2.569
Malta,1978,2.9727
Malta,1979,2.8259
Malta,1980,3.1195
Malta,1981,3.4498
Malta,1982,3.9269
Malta,1983,2.936
Malta,1984,3.9636
Malta,1985,3.4498
Malta,1986,4.2205
Malta,1987,5.2114
Malta,1988,5.5784
Malta,1989,5.9821
Malta,1990,5.872
Malta,1991,5.5417
Malta,1992,5.3949
Malta,1993,6.973
Malta,1994,6.3124
Malta,1995,5.505
Malta,1996,5.7619
Malta,1997,6.4225
Malta,1998,5.4683
Malta,1999,5.9454
Malta,2000,5.2114
Malta,2001,6.239
Malta,2002,5.7252
Malta,2003,6.3858
Malta,2004,6.3124
Malta,2005,6.606
Malta,2006,6.2757
Malta,2007,6.4959
Malta,2008,6.0922
Malta,2009,5.872
Malta,2010,6.2023
Malta,2011,6.1289
Malta,2012,6.4592
Malta,2013,5.6151
Malta,2014,5.6151
Marshall Islands,1992,1.1377
Marshall Islands,1993,1.2111
Marshall Islands,1994,1.2845
Marshall Islands,1995,1.3212
Marshall Islands,1996,1.3212
Marshall Islands,1997,1.3212
Marshall Islands,1998,1.3579
Marshall Islands,1999,1.2845
Marshall Islands,2000,1.468
Marshall Islands,2001,1.5414
Marshall Islands,2002,1.6515
Marshall Islands,2003,1.5781
Marshall Islands,2004,1.7249
Marshall Islands,2005,1.6515
Marshall Islands,2006,1.7616
Marshall Islands,2007,1.8717
Marshall Islands,2008,1.8717
Marshall Islands,2009,1.9451
Marshall Islands,2010,1.9818
Marshall Islands,2011,1.9818
Marshall Islands,2012,1.9084
Marshall Islands,2013,1.9818
Marshall Islands,2014,1.9084
Martinique,1950,0.2569
Martinique,1951,0.367
Martinique,1952,0.4037
Martinique,1953,0.4037
Martinique,1954,0.367
Martinique,1955,0.4771
Martinique,1956,0.4771
Martinique,1957,0.6239
Martinique,1958,0.5505
Martinique,1959,0.5872
Martinique,1960,0.5872
Martinique,1961,0.5872
Martinique,1962,0.5872
Martinique,1963,0.6973
Martinique,1964,0.7707
Martinique,1965,0.8074
Martinique,1966,0.8441
Martinique,1967,0.9175
Martinique,1968,0.9542
Martinique,1969,1.0276
Martinique,1970,1.101
Martinique,1971,1.6515
Martinique,1972,2.3855
Martinique,1973,2.8993
Martinique,1974,3.1562
Martinique,1975,2.7525
Martinique,1976,2.6057
Martinique,1977,2.6057
Martinique,1978,2.2387
Martinique,1979,2.202
Martinique,1980,2.3855
Martinique,1981,2.4222
Martinique,1982,2.7525
Martinique,1983,3.0828
Martinique,1984,4.404
Martinique,1985,3.5599
Martinique,1986,3.9636
Martinique,1987,4.7343
Martinique,1988,4.9178
Martinique,1989,4.2572
Martinique,1990,4.4774
Martinique,1991,3.8902
Martinique,1992,4.404
Martinique,1993,4.3306
Martinique,1994,4.4407
Martinique,1995,4.4407
Martinique,1996,4.404
Martinique,1997,4.3673
Martinique,1998,4.2939
Martinique,1999,4.2572
Martinique,2000,4.5141
Martinique,2001,4.6976
Martinique,2002,4.5875
Martinique,2003,5.1013
Martinique,2004,5.2481
Martinique,2005,5.5417
Martinique,2006,5.3215
Martinique,2007,4.8444
Martinique,2008,4.6976
Martinique,2009,5.138
Martinique,2010,5.1013
