Entity,Year,"Net investment (Blum, Ducoing, McLaughlin (2017))","Green investment (Blum, Ducoing, McLaughlin (2017))","Genuine saving (Blum, Ducoing, McLaughlin (2017))","GSTFP (Blum, Ducoing, McLaughlin (2017))","GDP (Blum, Ducoing, McLaughlin (2017))","Green carbon (Blum, Ducoing, McLaughlin (2017))"
Switzerland,1979,3354.82,3369.39,4321.94,7223.35,19171.37,
Switzerland,1980,3560.46,3581.57,4562.42,7434.28,19887.22,
Switzerland,1981,3811.95,3832.31,4811.81,7579.52,20086.28,
Switzerland,1982,3488.64,3507.70,4487.12,7216.04,19709.42,
Switzerland,1983,3300.86,3309.58,4319.91,7089.16,19779.47,
Switzerland,1984,3868.03,3885.25,4890.92,7723.23,20285.96,
Switzerland,1985,4073.36,4091.63,5114.20,7967.82,20937.33,
Switzerland,1986,3932.93,3948.21,4996.78,7868.45,21200.36,
Switzerland,1987,3829.19,3849.00,4900.02,7842.86,21394.20,
Switzerland,1988,4347.58,4366.10,5462.69,8509.23,21917.93,
Switzerland,1989,4573.30,4596.38,5708.66,8846.65,22682.55,
Switzerland,1990,2796.22,2806.77,3918.79,6860.54,23248.37,
Switzerland,1991,2212.26,2224.63,3386.78,,22725.49,
Switzerland,1992,1713.43,1724.78,2932.71,,22501.19,
Switzerland,1993,1959.02,1971.54,3171.19,,22277.38,
Switzerland,1994,2106.32,2114.46,3310.74,,22398.09,
Switzerland,1995,2346.38,2356.51,3559.32,,22367.70,
Switzerland,1996,2201.00,2212.28,3416.34,,22410.75,
Switzerland,1997,2854.29,2865.21,4071.49,,22960.92,
Switzerland,1998,3101.86,3123.78,4341.97,,23436.25,
Switzerland,1999,3149.60,3168.81,4395.27,,23638.70,
Switzerland,2000,3689.88,3689.13,4935.51,,24407.05,
United Kingdom,1900,267.37,104.64,160.61,778.25,5312.23,
United Kingdom,1901,437.92,316.87,374.53,1008.13,5386.26,
United Kingdom,1902,331.23,256.36,316.34,963.90,5429.00,
United Kingdom,1903,326.78,273.78,335.00,985.44,5364.61,
United Kingdom,1904,385.75,327.10,392.08,1055.04,5370.80,
United Kingdom,1905,500.94,443.00,515.14,1202.18,5463.49,
United Kingdom,1906,480.12,413.83,486.66,1196.60,5541.42,
United Kingdom,1907,469.36,366.54,440.80,1172.05,5603.23,
United Kingdom,1908,417.44,328.15,405.13,1114.77,5335.85,
United Kingdom,1909,453.98,385.67,466.29,1204.50,5447.60,
United Kingdom,1910,457.02,389.85,473.25,1235.70,5525.87,
United Kingdom,1911,560.58,494.08,583.37,1377.16,5652.98,
United Kingdom,1912,482.43,439.01,520.16,1337.94,5725.92,
United Kingdom,1913,659.81,588.09,672.32,1533.37,5926.97,
United Kingdom,1914,323.06,148.95,238.54,1126.14,6004.85,
United Kingdom,1915,-61.74,-262.83,-182.65,766.13,6305.16,
United Kingdom,1916,-159.15,-359.84,-291.37,677.22,6318.60,
United Kingdom,1917,-70.01,-260.63,-205.77,777.67,6289.48,
United Kingdom,1918,-141.81,-303.37,-249.46,775.68,6419.99,
United Kingdom,1919,-17.59,-190.42,-139.71,823.06,5897.22,
United Kingdom,1920,223.25,-8.61,49.80,998.05,5672.55,
United Kingdom,1921,167.57,150.00,235.84,1105.39,5079.91,
United Kingdom,1922,171.86,103.62,205.56,1134.34,5305.61,
United Kingdom,1923,170.80,9.33,112.13,1087.33,5455.24,
United Kingdom,1924,171.19,38.63,138.97,1172.32,5663.50,
United Kingdom,1925,346.15,251.29,354.65,1440.12,5829.01,
United Kingdom,1926,120.34,-19.28,89.29,1159.50,5628.33,
United Kingdom,1927,315.42,235.76,352.22,1526.69,6045.35,
United Kingdom,1928,304.83,238.93,359.18,1565.63,6078.73,
United Kingdom,1929,315.89,219.01,340.06,1607.81,6249.56,
United Kingdom,1930,297.91,198.32,323.61,1599.40,6151.16,
United Kingdom,1931,2.32,-81.38,54.65,1293.73,5841.77,
United Kingdom,1932,4.72,-77.26,62.70,1327.23,5830.18,
United Kingdom,1933,0.00,-85.55,46.27,1369.71,5971.69,
United Kingdom,1934,170.42,76.96,208.36,1638.89,6322.19,
United Kingdom,1935,208.19,119.48,254.63,1757.03,6509.33,
United Kingdom,1936,183.93,82.02,225.03,1827.51,6810.96,
United Kingdom,1937,247.66,133.81,278.54,1956.10,6998.98,
United Kingdom,1938,263.81,154.78,305.70,2025.75,7047.31,
United Kingdom,1939,0.00,-133.22,8.85,1810.44,7252.78,
United Kingdom,1940,-491.93,-636.02,-507.89,1505.19,7967.25,
United Kingdom,1941,-632.76,-765.33,-655.00,1562.40,8633.32,
United Kingdom,1942,-666.73,-794.27,-693.26,1596.43,8777.01,
United Kingdom,1943,-629.31,-774.13,-674.55,1669.35,8852.63,
United Kingdom,1944,-854.74,-1005.88,-907.04,1354.91,8422.88,
United Kingdom,1945,-939.85,-1064.11,-959.73,1221.11,8013.04,
United Kingdom,1946,-81.73,-258.02,-128.68,2034.43,7849.99,
United Kingdom,1947,150.80,-0.43,139.82,2281.29,7683.07,
United Kingdom,1948,508.87,450.61,603.00,2811.67,7842.42,
United Kingdom,1949,484.88,359.48,532.05,2820.98,8053.13,
United Kingdom,1950,523.78,423.87,615.43,2985.40,8273.68,
United Kingdom,1951,511.28,417.38,614.77,3066.77,8504.20,
United Kingdom,1952,491.33,388.04,596.21,3052.27,8473.10,
United Kingdom,1953,591.66,479.55,697.67,3254.85,8785.83,
United Kingdom,1954,599.11,481.51,703.31,3358.47,9098.73,
United Kingdom,1955,628.52,515.78,748.84,3489.76,9382.60,
United Kingdom,1956,771.08,642.74,883.36,3637.50,9426.65,
United Kingdom,1957,805.21,673.57,945.65,3731.68,9541.88,
United Kingdom,1958,770.06,640.00,930.73,3709.47,9531.90,
United Kingdom,1959,772.94,657.24,960.97,3832.20,9873.80,
United Kingdom,1960,860.71,747.51,1071.53,4064.04,10327.98,
United Kingdom,1961,940.97,822.68,1157.59,4179.00,10475.19,
United Kingdom,1962,847.73,725.78,1086.17,4098.49,10495.88,
United Kingdom,1963,864.14,742.90,1143.66,4248.29,10876.83,
United Kingdom,1964,1057.56,956.89,1379.98,4613.65,11399.35,
United Kingdom,1965,1099.62,1009.77,1445.48,4706.34,11574.13,
United Kingdom,1966,1068.92,972.74,1439.09,4722.08,11736.30,
United Kingdom,1967,1098.28,1018.41,1515.28,4833.80,11952.22,
United Kingdom,1968,1060.71,983.12,1514.95,4932.60,12404.81,
United Kingdom,1969,1376.67,1295.94,1830.87,5275.24,12601.09,
United Kingdom,1970,1321.14,1238.12,1773.67,5256.98,12841.86,
United Kingdom,1971,1331.76,1261.83,1819.88,5332.37,13044.39,
United Kingdom,1972,963.98,914.94,1514.25,5118.56,13473.82,
United Kingdom,1973,1280.20,1245.17,1901.70,5737.38,14420.85,
United Kingdom,1974,902.68,841.21,1493.06,5258.98,14225.85,
United Kingdom,1975,735.16,591.08,1263.84,4993.52,14138.18,
United Kingdom,1976,1073.14,850.16,1582.26,5398.19,14511.04,
United Kingdom,1977,1352.20,1007.87,1730.76,5627.30,14862.70,
United Kingdom,1978,1264.65,904.27,1585.57,5598.47,15350.41,
United Kingdom,1979,1031.74,286.40,941.54,5045.12,15739.42,
United Kingdom,1980,750.86,57.48,687.29,4690.29,15390.21,
United Kingdom,1981,633.92,-91.24,596.90,4536.61,15178.46,
United Kingdom,1982,567.50,-271.79,425.29,4443.22,15515.90,
United Kingdom,1983,813.05,-98.44,604.67,4754.95,16068.67,
United Kingdom,1984,1060.24,114.54,822.35,5064.72,16469.48,
United Kingdom,1985,849.43,-107.16,582.77,4955.98,17020.34,
United Kingdom,1986,811.18,313.42,1009.09,5535.74,17661.20,
United Kingdom,1987,645.95,141.46,855.19,5567.12,18427.92,
United Kingdom,1988,903.75,558.40,1287.57,6217.09,19317.66,
United Kingdom,1989,1077.41,746.27,1476.34,6497.21,19704.98,
United Kingdom,1990,878.36,509.75,1241.18,6281.67,19802.62,
United Kingdom,1991,675.48,335.88,1093.60,6041.91,19456.16,
United Kingdom,1992,646.75,324.03,1099.96,6039.72,19437.87,
United Kingdom,1993,465.92,119.25,922.19,5955.28,19823.72,
United Kingdom,1994,783.99,411.50,1238.93,6468.89,20620.01,
United Kingdom,1995,928.18,527.21,1379.64,6748.81,21189.85,
United Kingdom,1996,919.07,465.97,1307.64,6813.78,21748.71,
United Kingdom,1997,1344.05,947.56,1781.77,7457.74,22435.91,
United Kingdom,1998,1203.55,903.30,1744.69,7618.66,23232.51,
United Kingdom,1999,919.74,546.73,1447.97,7511.86,23995.84,
United Kingdom,2000,1079.92,533.34,1466.78,7776.95,24978.49,
United States,1900,805.52,661.37,705.22,1627.96,3993.93,
United States,1901,1024.23,919.80,963.54,1927.95,4132.26,
United States,1902,868.71,760.61,804.60,1809.11,4257.57,
United States,1903,962.43,846.58,891.40,1917.21,4298.41,
United States,1904,574.41,469.93,515.79,1499.60,4072.36,
United States,1905,940.79,825.07,872.13,1958.57,4440.63,
United States,1906,1263.96,1132.73,1181.46,2304.34,4531.28,
United States,1907,806.28,671.62,721.18,1867.97,4565.47,
United States,1908,156.60,45.22,97.84,1114.98,3992.54,
United States,1909,928.61,806.07,861.07,1947.10,4200.91,
United States,1910,480.29,342.80,397.86,1488.12,4156.95,
United States,1911,398.10,262.16,321.03,1445.52,4226.56,
United States,1912,527.92,378.39,438.56,1612.64,4350.74,
United States,1913,595.86,436.90,499.21,1713.62,4436.89,
United States,1914,134.58,-8.87,57.11,1172.45,4016.88,
United States,1915,483.40,327.16,394.01,1541.54,4072.48,
United States,1916,1026.75,824.24,882.70,2189.38,4571.16,
United States,1917,778.39,558.90,614.61,1888.71,4395.73,
United States,1918,559.49,367.19,414.48,1807.25,4739.28,
United States,1919,1102.62,952.61,1014.91,2431.26,4755.99,
United States,1920,1153.59,933.46,987.41,2389.74,4647.79,
United States,1921,277.28,143.14,237.86,1599.00,4452.35,
United States,1922,363.91,198.14,297.07,1733.58,4639.04,
United States,1923,776.68,570.57,679.54,2297.66,5160.57,
United States,1924,399.09,205.69,313.90,1968.73,5216.63,
United States,1925,733.50,546.82,663.29,2349.12,5257.27,
United States,1926,707.32,515.77,630.23,2420.91,5530.04,
United States,1927,592.74,419.28,543.94,2342.17,5506.48,
United States,1928,510.38,349.98,472.14,2281.70,5498.43,
United States,1929,431.73,256.27,412.27,2327.28,5777.86,
United States,1930,127.40,-17.05,147.71,1893.78,5235.26,
United States,1931,-176.48,-274.70,-105.19,1517.37,4838.63,
United States,1932,-483.74,-575.26,-382.15,1022.76,4172.37,
United States,1933,-428.29,-520.97,-364.22,1018.23,4095.20,
United States,1934,-243.86,-361.10,-205.68,1325.22,4531.98,
United States,1935,-85.60,-205.49,-39.55,1616.75,4911.14,
United States,1936,29.09,-132.26,37.22,1888.02,5506.33,
United States,1937,235.53,50.59,227.73,2162.63,5785.72,
United States,1938,-10.50,-168.67,16.53,1842.31,5494.45,
United States,1939,107.52,-64.39,126.19,2072.67,5902.86,
United States,1940,390.90,203.22,397.28,2485.18,6386.99,
United States,1941,546.15,353.43,529.88,2944.25,7458.75,
United States,1942,-32.60,-220.27,-50.21,2750.82,8747.75,
United States,1943,-373.23,-550.27,-380.31,2808.15,10072.05,
United States,1944,-332.43,-499.83,-331.06,3034.16,10752.94,
United States,1945,-178.61,-335.45,-151.03,3109.27,10533.25,
United States,1946,988.46,826.11,1004.38,3838.86,9248.95,
United States,1947,1061.65,853.86,1075.72,3794.57,8950.46,
United States,1948,1121.38,867.16,1082.96,3840.12,9156.00,
United States,1949,621.15,416.06,680.97,3349.06,8940.13,
United States,1950,1005.21,783.59,1050.85,3884.99,9585.00,
United States,1951,1092.37,819.77,1108.35,4098.72,10211.52,
United States,1952,806.36,548.12,837.36,3853.90,10401.05,
United States,1953,719.23,446.77,775.77,3851.52,10706.68,
United States,1954,608.81,346.79,682.19,3655.63,10447.78,
United States,1955,898.62,655.67,1029.69,4139.64,11028.05,
United States,1956,917.19,701.48,1077.84,4170.13,11064.89,
United States,1957,806.75,607.36,1029.16,4098.55,11080.02,
United States,1958,522.26,318.06,746.89,3714.19,10806.35,
United States,1959,709.59,499.04,960.55,4054.25,11366.82,
United States,1960,748.15,457.04,934.28,4029.14,11474.10,
United States,1961,705.29,413.89,938.47,4032.58,11575.37,
United States,1962,843.20,548.78,1095.17,4299.08,12094.31,
United States,1963,678.12,378.38,972.53,4238.37,12438.90,
United States,1964,802.63,498.28,1124.38,4501.60,12975.05,
United States,1965,971.55,659.52,1370.91,4894.41,13650.60,
United States,1966,1020.47,702.49,1441.72,5124.14,14381.23,
United States,1967,818.96,503.13,1342.02,5056.15,14615.82,
United States,1968,828.27,507.54,1368.14,5199.46,15184.40,
United States,1969,877.16,562.82,1501.20,5387.56,15504.89,
United States,1970,662.63,406.14,1389.08,5214.47,15354.47,
United States,1971,790.82,528.70,1515.89,5396.13,15661.70,
United States,1972,948.80,748.79,1763.75,5783.61,16309.04,
United States,1973,1324.29,1136.28,2183.90,6371.47,17067.38,
United States,1974,952.61,640.13,1725.77,5838.82,16830.66,
United States,1975,570.17,82.97,1161.01,5210.95,16626.75,
United States,1976,813.42,316.44,1403.66,5619.54,17356.50,
United States,1977,992.57,496.23,1589.21,5946.10,17978.64,
United States,1978,1270.39,746.71,1841.64,6383.56,18774.98,
United States,1979,1393.98,471.46,1584.19,6213.33,19158.28,
United States,1980,898.13,-197.38,912.29,5473.03,18887.39,
United States,1981,1090.24,124.97,1209.21,5839.12,19178.43,
United States,1982,429.69,-419.46,664.24,5166.55,18650.89,
United States,1983,395.59,-368.25,745.50,5415.30,19341.58,
United States,1984,849.11,72.97,1227.90,6193.10,20562.75,
United States,1985,551.02,-147.94,1055.00,6185.24,21243.61,
United States,1986,288.73,-161.41,1104.46,6367.73,21789.54,
United States,1987,244.07,-215.28,1099.06,6503.11,22366.90,
United States,1988,393.30,-30.21,1362.95,6944.32,23095.63,
United States,1989,519.88,80.81,1537.26,7270.10,23717.79,
United States,1990,362.67,-100.75,1400.24,7178.71,23901.10,
United States,1991,310.78,-78.41,1438.30,,23572.85,
United States,1992,253.37,-126.43,1413.88,,24086.89,
United States,1993,321.38,-36.77,1521.07,,24428.97,
United States,1994,537.61,198.77,1785.73,,25108.79,
United States,1995,535.56,206.42,1662.45,,25488.54,
United States,1996,655.10,264.62,1755.70,,26148.43,
United States,1997,891.13,511.45,2025.02,,26994.92,
United States,1998,844.04,546.12,2078.31,,27872.37,
United States,1999,733.62,401.40,1994.52,,28890.19,
United States,2000,495.94,17.86,1683.64,,29744.84,
World,1900,398.73,312.29,329.11,1017.03,3158.87,292.34
World,1901,476.42,396.37,415.01,1126.27,3294.80,375.70
World,1902,417.36,342.87,361.95,1101.10,3362.36,321.50
World,1903,463.11,389.11,406.67,1169.82,3395.45,365.40
World,1904,375.89,304.89,323.81,1093.34,3370.59,281.06
World,1905,525.71,450.53,468.96,1286.50,3512.79,424.75
World,1906,615.92,534.06,551.92,1402.13,3606.38,507.38
World,1907,498.17,408.36,423.04,1278.04,3614.36,377.81
World,1908,257.84,176.96,196.42,1007.43,3405.45,148.31
World,1909,509.24,428.27,448.79,1307.09,3560.96,397.95
World,1910,379.52,294.53,314.52,1178.11,3574.38,262.52
World,1911,388.68,299.31,321.61,1208.17,3636.81,266.74
World,1912,424.67,331.52,350.90,1256.96,3688.85,297.26
World,1913,472.21,370.34,388.84,1316.43,3756.33,333.16
World,1914,243.02,133.06,155.04,1020.44,3509.10,98.91
World,1915,243.10,129.00,147.53,979.84,3385.40,94.33
World,1916,396.63,262.45,272.24,1196.59,3680.95,224.30
World,1917,324.52,180.74,181.92,1094.51,3609.61,139.34
World,1918,218.26,91.92,86.41,1037.80,3688.23,49.60
World,1919,407.67,308.39,310.24,1266.49,3630.95,270.53
World,1920,550.64,389.56,379.38,1375.16,3721.55,345.39
World,1921,306.35,214.18,227.72,1211.86,3570.45,176.22
World,1922,337.01,215.57,232.15,1279.68,3791.13,175.30
World,1923,435.16,314.84,328.78,1408.95,3945.97,268.46
World,1924,312.46,181.87,194.72,1319.13,4081.33,135.74
World,1925,442.88,325.78,355.39,1424.74,3972.75,278.91
World,1926,374.70,254.44,286.53,1405.42,4074.62,208.93
World,1927,388.00,285.81,319.68,1462.97,4106.76,236.10
World,1928,367.58,272.62,307.99,1480.85,4178.83,222.98
World,1929,335.30,228.96,274.12,1498.07,4286.62,175.35
World,1930,169.31,82.85,135.58,1295.86,4031.24,33.99
World,1931,-38.60,-99.94,-39.64,1046.76,3736.31,-142.79
World,1932,-138.38,-196.35,-124.80,872.65,3419.78,-234.54
World,1933,-74.13,-134.61,-77.07,937.91,3443.14,-175.26
World,1934,21.50,-57.02,-3.12,1100.63,3681.64,-101.10
World,1935,123.93,45.81,102.18,1294.44,3890.04,-0.68
World,1936,168.95,72.90,126.65,1459.01,4255.34,20.54
World,1937,299.91,187.71,240.34,1660.60,4497.08,131.40
World,1938,216.43,118.03,179.03,1609.91,4488.35,66.10
World,1939,229.54,110.94,167.99,1658.88,4656.83,54.75
World,1940,138.92,24.04,76.16,1692.97,4974.24,-36.02
World,1941,193.96,74.07,114.30,1926.26,5498.17,10.33
World,1942,7.36,-101.96,-69.31,1902.79,5965.56,-169.35
World,1943,-50.13,-163.27,-132.95,2017.61,6493.39,-232.78
World,1944,-67.17,-164.55,-135.64,2020.07,6636.02,-235.51
World,1945,-495.42,-579.34,-532.17,1364.65,6113.07,-640.11
World,1946,356.15,252.81,289.63,1906.41,5623.39,185.49
World,1947,443.73,326.74,372.62,1971.61,5578.56,252.37
World,1948,477.83,351.38,392.41,2039.12,5749.99,272.89
World,1949,423.49,300.77,369.21,2044.11,5859.04,228.88
World,1950,603.74,476.18,540.96,2300.06,6189.23,393.43
World,1951,687.03,524.93,596.08,2434.44,6520.41,436.97
World,1952,549.68,397.34,472.79,2327.09,6619.28,310.04
World,1953,528.35,363.64,455.42,2341.91,6793.24,274.53
World,1954,523.21,360.91,458.88,2346.94,6839.79,272.54
World,1955,668.95,512.49,619.85,2589.92,7184.00,416.25
World,1956,699.27,546.38,654.81,2623.54,7264.99,445.27
World,1957,682.83,547.47,679.86,2655.93,7384.67,446.06
World,1958,571.81,432.91,575.73,2517.01,7308.36,334.03
World,1959,660.47,514.56,670.54,2670.12,7572.97,413.61
World,1960,686.23,486.65,650.49,2682.41,7792.21,381.38
World,1961,709.89,516.48,702.68,2750.77,7937.36,410.26
World,1962,763.52,568.13,766.53,2851.18,8175.10,457.59
World,1963,693.66,501.62,721.00,2822.00,8364.36,385.37
World,1964,797.10,617.41,851.90,3016.14,8724.01,496.53
World,1965,854.50,667.64,939.17,3169.55,9072.66,542.74
World,1966,894.25,713.24,997.50,3286.44,9403.78,584.00
World,1967,835.65,659.60,981.58,3267.55,9520.42,526.56
World,1968,830.66,661.09,991.02,3335.31,9828.35,521.94
World,1969,944.19,765.52,1124.78,3535.92,10153.33,617.93
World,1970,879.09,719.53,1091.37,3470.81,10200.26,563.10
World,1971,928.64,699.44,1085.64,3503.69,10439.04,540.01
World,1972,953.62,755.09,1149.62,3641.09,10807.80,589.27
World,1973,1164.32,970.30,1390.72,4065.86,11509.38,795.42
World,1974,1035.29,772.95,1220.62,3875.49,11497.53,602.22
World,1975,799.05,468.14,930.17,3545.50,11397.13,303.12
World,1976,943.74,601.01,1061.16,3780.99,11816.63,425.84
World,1977,998.63,644.58,1097.40,3876.11,12137.57,465.69
World,1978,1094.24,731.21,1175.01,4035.61,12533.59,544.82
World,1979,1190.97,625.76,1072.63,4008.97,12843.09,434.41
World,1980,1061.08,393.84,844.46,3803.03,12814.89,207.25
World,1981,1055.91,436.63,894.71,3805.79,12825.33,255.99
World,1982,744.77,166.08,632.93,3479.14,12616.46,-9.36
World,1983,643.59,103.14,567.70,3430.62,12800.67,-73.28
World,1984,825.19,287.97,755.98,3748.43,13292.21,106.73
World,1985,719.94,221.26,706.99,3808.31,13621.34,36.65
World,1986,671.17,361.52,869.96,4077.22,13974.08,174.64
World,1987,646.91,323.39,839.07,4119.36,14258.63,129.36
World,1988,834.99,549.07,1089.92,4435.03,14610.19,348.08
World,1989,946.55,645.86,1205.39,4629.74,14918.11,439.39
World,1990,792.24,469.93,1049.87,4459.82,15037.34,268.01
World,1991,623.96,332.19,914.35,,14855.46,134.01
World,1992,599.00,320.41,921.89,,15049.44,119.88
World,1993,567.01,316.08,913.30,,15183.84,111.14
World,1994,657.17,409.71,1016.45,,15588.95,201.12
World,1995,635.67,380.95,951.41,,15755.02,169.58
World,1996,662.06,373.26,942.80,,16061.67,153.08
World,1997,820.14,542.90,1110.82,,16527.22,318.31
World,1998,819.21,595.87,1174.11,,16944.97,366.52
World,1999,756.54,508.43,1108.51,,17354.72,274.76
World,2000,723.88,384.01,1005.70,,17845.88,142.46
