Entity,Year,Human Development Index (Prados de la Escosura)
Paraguay,1975,0.33
Paraguay,1980,0.36
Paraguay,1985,0.36
Paraguay,1990,0.38
Paraguay,1995,0.41
Paraguay,2000,0.43
Paraguay,2005,0.45
Paraguay,2007,0.45
Paraguay,2010,0.46
Paraguay,2015,0.48
Peru,1870,0.05
Peru,1880,0.05
Peru,1890,0.05
Peru,1900,0.06
Peru,1913,0.08
Peru,1925,0.10
Peru,1929,0.12
Peru,1933,0.12
Peru,1938,0.14
Peru,1950,0.19
Peru,1955,0.21
Peru,1960,0.23
Peru,1965,0.26
Peru,1970,0.29
Peru,1975,0.32
Peru,1980,0.35
Peru,1985,0.37
Peru,1990,0.39
Peru,1995,0.41
Peru,2000,0.45
Peru,2005,0.47
Peru,2007,0.48
Peru,2010,0.49
Peru,2015,0.53
Philippines,1870,0.05
Philippines,1880,0.05
Philippines,1890,0.06
Philippines,1900,0.06
Philippines,1913,0.07
Philippines,1925,0.15
Philippines,1929,0.15
Philippines,1933,0.15
Philippines,1938,0.18
Philippines,1950,0.22
Philippines,1955,0.24
Philippines,1960,0.25
Philippines,1965,0.29
Philippines,1970,0.31
Philippines,1975,0.33
Philippines,1980,0.34
Philippines,1985,0.36
Philippines,1990,0.39
Philippines,1995,0.41
Philippines,2000,0.42
Philippines,2005,0.46
Philippines,2007,0.46
Philippines,2010,0.47
Philippines,2015,0.46
Poland,1870,0.10
Poland,1880,0.12
Poland,1890,0.13
Poland,1900,0.15
Poland,1913,0.17
Poland,1925,0.22
Poland,1929,0.23
Poland,1933,0.24
Poland,1938,0.27
Poland,1950,0.34
Poland,1955,0.36
Poland,1960,0.41
Poland,1965,0.44
Poland,1970,0.46
Poland,1975,0.48
Poland,1980,0.48
Poland,1985,0.49
Poland,1990,0.50
Poland,1995,0.53
Poland,2000,0.57
Poland,2005,0.60
Poland,2007,0.61
Poland,2010,0.63
Poland,2015,0.67
Portugal,1870,0.10
Portugal,1880,0.11
Portugal,1890,0.13
Portugal,1900,0.13
Portugal,1913,0.14
Portugal,1925,0.15
Portugal,1929,0.16
Portugal,1933,0.17
Portugal,1938,0.18
Portugal,1950,0.23
Portugal,1955,0.26
Portugal,1960,0.29
Portugal,1965,0.31
Portugal,1970,0.37
Portugal,1975,0.39
Portugal,1980,0.43
Portugal,1985,0.45
Portugal,1990,0.48
Portugal,1995,0.53
Portugal,2000,0.59
Portugal,2005,0.63
Portugal,2007,0.64
Portugal,2010,0.66
Portugal,2015,0.75
Puerto Rico,1913,0.13
Puerto Rico,1925,0.16
Puerto Rico,1929,0.17
Puerto Rico,1933,0.18
Puerto Rico,1938,0.20
Puerto Rico,1950,0.31
Puerto Rico,1955,0.37
Puerto Rico,1960,0.40
Puerto Rico,1965,0.43
Puerto Rico,1970,0.48
Puerto Rico,1975,0.49
Puerto Rico,1980,0.49
Puerto Rico,1985,0.51
Puerto Rico,1990,0.53
Puerto Rico,1995,0.56
Puerto Rico,2000,0.60
Puerto Rico,2005,0.63
Puerto Rico,2007,0.63
Puerto Rico,2010,0.64
Puerto Rico,2015,0.62
Qatar,1950,0.16
Qatar,1955,0.20
Qatar,1960,0.26
Qatar,1965,0.29
Qatar,1970,0.34
Qatar,1975,0.37
Qatar,1980,0.40
Qatar,1985,0.41
Qatar,1990,0.41
Qatar,1995,0.43
Qatar,2000,0.48
Qatar,2005,0.50
Qatar,2007,0.50
Qatar,2010,0.52
Qatar,2015,0.63
Romania,1870,0.07
Romania,1880,0.08
Romania,1890,0.09
Romania,1900,0.11
Romania,1913,0.14
Romania,1925,0.17
Romania,1929,0.17
Romania,1933,0.19
Romania,1938,0.22
Romania,1950,0.26
Romania,1955,0.29
Romania,1960,0.34
Romania,1965,0.40
Romania,1970,0.40
Romania,1975,0.42
Romania,1980,0.46
Romania,1985,0.46
Romania,1990,0.44
Romania,1995,0.43
Romania,2000,0.45
Romania,2005,0.49
Romania,2007,0.51
Romania,2010,0.54
Romania,2015,0.57
Russia,1870,0.06
Russia,1880,0.07
Russia,1890,0.08
Russia,1900,0.10
Russia,1913,0.12
Russia,1925,0.16
Russia,1929,0.18
Russia,1933,0.21
Russia,1938,0.27
Russia,1950,0.35
Russia,1955,0.38
Russia,1960,0.42
Russia,1965,0.47
Russia,1970,0.50
Russia,1975,0.49
Russia,1980,0.49
Russia,1985,0.50
Russia,1990,0.52
Russia,1995,0.48
Russia,2000,0.48
Russia,2005,0.51
Russia,2007,0.51
Russia,2010,0.52
Russia,2015,0.57
Rwanda,1870,0.02
Rwanda,1880,0.02
Rwanda,1890,0.02
Rwanda,1900,0.02
Rwanda,1913,0.03
Rwanda,1925,0.03
Rwanda,1929,0.04
Rwanda,1933,0.05
Rwanda,1938,0.04
Rwanda,1950,0.08
Rwanda,1955,0.10
Rwanda,1960,0.11
Rwanda,1965,0.12
Rwanda,1970,0.14
Rwanda,1975,0.14
Rwanda,1980,0.16
Rwanda,1985,0.17
Rwanda,1990,0.13
Rwanda,1995,0.12
Rwanda,2000,0.18
Rwanda,2005,0.22
Rwanda,2007,0.24
Rwanda,2010,0.25
Rwanda,2015,0.33
Saint Kitts and Nevis,1980,0.43
Saint Kitts and Nevis,1985,0.44
Saint Kitts and Nevis,1990,0.47
Saint Kitts and Nevis,1995,0.50
Saint Kitts and Nevis,2000,0.55
Saint Kitts and Nevis,2005,0.52
Saint Kitts and Nevis,2007,0.52
Saint Kitts and Nevis,2010,0.55
Saint Kitts and Nevis,2015,0.59
Saint Vincent and the Grenadines,1980,0.42
Saint Vincent and the Grenadines,1985,0.46
Saint Vincent and the Grenadines,1990,0.45
Saint Vincent and the Grenadines,1995,0.50
Saint Vincent and the Grenadines,2000,0.50
Saint Vincent and the Grenadines,2005,0.52
Saint Vincent and the Grenadines,2007,0.51
Saint Vincent and the Grenadines,2010,0.52
Saint Vincent and the Grenadines,2015,0.55
Saudi Arabia,1870,0.02
Saudi Arabia,1913,0.02
Saudi Arabia,1950,0.06
Saudi Arabia,1955,0.07
Saudi Arabia,1960,0.09
Saudi Arabia,1965,0.12
Saudi Arabia,1970,0.20
Saudi Arabia,1975,0.25
Saudi Arabia,1980,0.28
Saudi Arabia,1985,0.32
Saudi Arabia,1990,0.35
Saudi Arabia,1995,0.38
Saudi Arabia,2000,0.41
Saudi Arabia,2005,0.46
Saudi Arabia,2007,0.48
Saudi Arabia,2010,0.52
Saudi Arabia,2015,0.50
Senegal,1870,0.03
Senegal,1880,0.03
Senegal,1890,0.03
Senegal,1900,0.03
Senegal,1913,0.03
Senegal,1925,0.03
Senegal,1929,0.04
Senegal,1933,0.04
Senegal,1938,0.06
Senegal,1950,0.06
Senegal,1955,0.07
Senegal,1960,0.09
Senegal,1965,0.11
Senegal,1970,0.12
Senegal,1975,0.13
Senegal,1980,0.14
Senegal,1985,0.16
Senegal,1990,0.17
Senegal,1995,0.18
Senegal,2000,0.19
Senegal,2005,0.21
Senegal,2007,0.21
Senegal,2010,0.23
Senegal,2015,0.28
Serbia,1870,0.06
Serbia,1880,0.08
Serbia,1890,0.10
Serbia,1900,0.12
Serbia,1913,0.14
Serbia,1925,0.15
Serbia,1929,0.17
Serbia,1933,0.18
Serbia,1938,0.20
Serbia,1950,0.26
Serbia,1955,0.29
Serbia,1960,0.33
Serbia,1965,0.37
Serbia,1970,0.39
Serbia,1975,0.42
Serbia,1980,0.43
Serbia,1985,0.44
Serbia,1990,0.46
Serbia,1995,0.42
Serbia,2000,0.46
Serbia,2005,0.48
Serbia,2007,0.50
Serbia,2010,0.52
Serbia,2015,0.54
Seychelles,1980,0.32
Seychelles,1985,0.40
Seychelles,1990,0.43
Seychelles,1995,0.44
Seychelles,2000,0.45
Seychelles,2005,0.46
Seychelles,2007,0.48
Seychelles,2010,0.49
Seychelles,2015,0.51
Sierra Leone,1870,0.04
Sierra Leone,1880,0.03
Sierra Leone,1890,0.04
Sierra Leone,1900,0.03
Sierra Leone,1913,0.03
Sierra Leone,1925,0.03
Sierra Leone,1929,0.03
Sierra Leone,1933,0.03
Sierra Leone,1938,0.04
Sierra Leone,1950,0.06
Sierra Leone,1955,0.06
Sierra Leone,1960,0.07
Sierra Leone,1965,0.08
Sierra Leone,1970,0.09
Sierra Leone,1975,0.10
Sierra Leone,1980,0.12
Sierra Leone,1985,0.14
Sierra Leone,1990,0.14
Sierra Leone,1995,0.13
Sierra Leone,2000,0.15
Sierra Leone,2005,0.17
Sierra Leone,2007,0.18
Sierra Leone,2010,0.19
Sierra Leone,2015,0.20
Singapore,1870,0.03
Singapore,1913,0.06
Singapore,1950,0.24
Singapore,1955,0.27
Singapore,1960,0.30
Singapore,1965,0.36
Singapore,1970,0.36
Singapore,1975,0.39
Singapore,1980,0.42
Singapore,1985,0.44
Singapore,1990,0.49
Singapore,1995,0.53
Singapore,2000,0.56
Singapore,2005,0.65
Singapore,2007,0.67
Singapore,2010,0.69
Singapore,2015,0.82
Slovakia,1990,0.52
Slovakia,1995,0.52
Slovakia,2000,0.52
Slovakia,2005,0.57
Slovakia,2007,0.59
Slovakia,2010,0.60
Slovakia,2015,0.62
Slovenia,1980,0.49
Slovenia,1985,0.52
Slovenia,1990,0.54
Slovenia,1995,0.56
Slovenia,2000,0.60
Slovenia,2005,0.69
Slovenia,2007,0.71
Slovenia,2010,0.72
Slovenia,2015,0.77
South Africa,1870,0.06
South Africa,1880,0.08
South Africa,1890,0.09
South Africa,1900,0.11
South Africa,1913,0.12
South Africa,1925,0.13
South Africa,1929,0.13
South Africa,1933,0.14
South Africa,1938,0.15
South Africa,1950,0.19
South Africa,1955,0.21
South Africa,1960,0.23
South Africa,1965,0.26
South Africa,1970,0.28
South Africa,1975,0.30
South Africa,1980,0.31
South Africa,1985,0.33
South Africa,1990,0.35
South Africa,1995,0.36
South Africa,2000,0.36
South Africa,2005,0.33
South Africa,2007,0.34
South Africa,2010,0.35
South Africa,2015,0.38
South Korea,1870,0.02
South Korea,1880,0.03
South Korea,1890,0.03
South Korea,1900,0.03
South Korea,1913,0.04
South Korea,1925,0.08
South Korea,1929,0.10
South Korea,1933,0.11
South Korea,1938,0.16
South Korea,1950,0.19
South Korea,1955,0.23
South Korea,1960,0.25
South Korea,1965,0.28
South Korea,1970,0.32
South Korea,1975,0.36
South Korea,1980,0.40
South Korea,1985,0.45
South Korea,1990,0.51
South Korea,1995,0.56
South Korea,2000,0.63
South Korea,2005,0.72
South Korea,2007,0.77
South Korea,2010,0.81
South Korea,2015,0.85
Spain,1870,0.11
Spain,1880,0.11
Spain,1890,0.13
Spain,1900,0.14
Spain,1913,0.17
Spain,1925,0.21
Spain,1929,0.23
Spain,1933,0.25
Spain,1938,0.24
Spain,1950,0.30
Spain,1955,0.34
Spain,1960,0.38
Spain,1965,0.41
Spain,1970,0.44
Spain,1975,0.47
Spain,1980,0.51
Spain,1985,0.54
Spain,1990,0.59
Spain,1995,0.62
Spain,2000,0.67
Spain,2005,0.71
Spain,2007,0.76
Spain,2010,0.81
Spain,2015,0.85
Sri Lanka,1870,0.05
Sri Lanka,1880,0.07
Sri Lanka,1890,0.09
Sri Lanka,1900,0.10
Sri Lanka,1913,0.11
Sri Lanka,1925,0.11
Sri Lanka,1929,0.13
Sri Lanka,1933,0.14
Sri Lanka,1938,0.18
Sri Lanka,1950,0.24
Sri Lanka,1955,0.28
Sri Lanka,1960,0.29
Sri Lanka,1965,0.30
Sri Lanka,1970,0.31
Sri Lanka,1975,0.32
Sri Lanka,1980,0.35
Sri Lanka,1985,0.36
Sri Lanka,1990,0.38
Sri Lanka,1995,0.40
Sri Lanka,2000,0.43
Sri Lanka,2005,0.46
Sri Lanka,2007,0.46
Sri Lanka,2010,0.49
Sri Lanka,2015,0.51
Sudan,1870,0.02
Sudan,1880,0.02
Sudan,1890,0.02
Sudan,1900,0.02
Sudan,1913,0.02
Sudan,1925,0.03
Sudan,1929,0.04
Sudan,1933,0.04
Sudan,1938,0.04
Sudan,1950,0.07
Sudan,1955,0.08
Sudan,1960,0.09
Sudan,1965,0.11
Sudan,1970,0.13
Sudan,1975,0.14
Sudan,1980,0.16
Sudan,1985,0.17
Sudan,1990,0.18
Sudan,1995,0.19
Sudan,2000,0.21
Sudan,2005,0.23
Sudan,2007,0.26
Sudan,2010,0.27
Sudan,2015,0.26
Swaziland,1870,0.02
Swaziland,1880,0.03
Swaziland,1890,0.04
Swaziland,1900,0.04
Swaziland,1913,0.04
Swaziland,1925,0.06
Swaziland,1929,0.06
Swaziland,1933,0.07
Swaziland,1938,0.08
Swaziland,1950,0.10
Swaziland,1955,0.12
Swaziland,1960,0.13
Swaziland,1965,0.17
Swaziland,1970,0.20
Swaziland,1975,0.22
Swaziland,1980,0.26
Swaziland,1985,0.28
Swaziland,1990,0.30
Swaziland,1995,0.31
Swaziland,2000,0.28
Swaziland,2005,0.26
Swaziland,2007,0.28
Swaziland,2010,0.28
Swaziland,2015,0.30
Sweden,1870,0.22
Sweden,1880,0.25
Sweden,1890,0.27
Sweden,1900,0.29
Sweden,1913,0.33
Sweden,1925,0.35
Sweden,1929,0.36
Sweden,1933,0.37
Sweden,1938,0.38
Sweden,1950,0.45
Sweden,1955,0.48
Sweden,1960,0.50
Sweden,1965,0.51
Sweden,1970,0.55
Sweden,1975,0.57
Sweden,1980,0.59
Sweden,1985,0.61
Sweden,1990,0.62
Sweden,1995,0.67
Sweden,2000,0.80
Sweden,2005,0.83
Sweden,2007,0.77
Sweden,2010,0.78
Sweden,2015,0.86
Switzerland,1870,0.24
Switzerland,1880,0.26
Switzerland,1890,0.29
Switzerland,1900,0.32
Switzerland,1913,0.33
Switzerland,1925,0.37
Switzerland,1929,0.38
Switzerland,1933,0.39
Switzerland,1938,0.41
Switzerland,1950,0.44
Switzerland,1955,0.48
Switzerland,1960,0.49
Switzerland,1965,0.50
Switzerland,1970,0.51
Switzerland,1975,0.54
Switzerland,1980,0.59
Switzerland,1985,0.60
Switzerland,1990,0.61
Switzerland,1995,0.64
Switzerland,2000,0.69
Switzerland,2005,0.73
Switzerland,2007,0.75
Switzerland,2010,0.76
Switzerland,2015,0.80
Syria,1870,0.04
Syria,1913,0.05
Syria,1950,0.16
Syria,1955,0.18
Syria,1960,0.19
Syria,1965,0.22
Syria,1970,0.24
Syria,1975,0.28
Syria,1980,0.32
Syria,1985,0.34
Syria,1990,0.37
Syria,1995,0.39
Syria,2000,0.40
Syria,2005,0.44
Syria,2007,0.46
Syria,2010,0.48
Syria,2015,0.43
Taiwan,1870,0.02
Taiwan,1880,0.02
Taiwan,1890,0.02
Taiwan,1900,0.03
Taiwan,1913,0.06
Taiwan,1925,0.12
Taiwan,1929,0.12
Taiwan,1933,0.14
Taiwan,1938,0.16
Taiwan,1950,0.21
Taiwan,1955,0.26
Taiwan,1960,0.30
Taiwan,1965,0.35
Taiwan,1970,0.39
Taiwan,1975,0.42
Taiwan,1980,0.45
Taiwan,1985,0.47
Taiwan,1990,0.53
Taiwan,1995,0.54
Taiwan,2000,0.63
Taiwan,2005,0.72
Taiwan,2007,0.75
Taiwan,2010,0.80
Taiwan,2015,0.82
Tajikistan,1980,0.40
Tajikistan,1985,0.42
Tajikistan,1990,0.42
Tajikistan,1995,0.37
Tajikistan,2000,0.36
Tajikistan,2005,0.39
Tajikistan,2007,0.40
Tajikistan,2010,0.42
Tajikistan,2015,0.44
Tanzania,1870,0.02
Tanzania,1880,0.02
Tanzania,1890,0.02
Tanzania,1900,0.02
Tanzania,1913,0.03
Tanzania,1925,0.04
Tanzania,1929,0.05
Tanzania,1933,0.05
Tanzania,1938,0.05
Tanzania,1950,0.06
Tanzania,1955,0.09
Tanzania,1960,0.10
Tanzania,1965,0.12
Tanzania,1970,0.13
Tanzania,1975,0.14
Tanzania,1980,0.18
Tanzania,1985,0.18
Tanzania,1990,0.18
Tanzania,1995,0.18
Tanzania,2000,0.19
Tanzania,2005,0.23
Tanzania,2007,0.24
Tanzania,2010,0.24
Tanzania,2015,0.29
Thailand,1870,0.02
Thailand,1880,0.03
Thailand,1890,0.03
Thailand,1900,0.04
Thailand,1913,0.05
Thailand,1925,0.07
Thailand,1929,0.09
Thailand,1933,0.11
Thailand,1938,0.13
Thailand,1950,0.18
Thailand,1955,0.21
Thailand,1960,0.22
Thailand,1965,0.24
Thailand,1970,0.28
Thailand,1975,0.30
Thailand,1980,0.34
Thailand,1985,0.37
Thailand,1990,0.39
Thailand,1995,0.42
Thailand,2000,0.42
Thailand,2005,0.45
Thailand,2007,0.46
Thailand,2010,0.49
Thailand,2015,0.51
Togo,1870,0.02
Togo,1880,0.02
Togo,1890,0.02
Togo,1900,0.02
Togo,1913,0.03
Togo,1925,0.03
Togo,1929,0.03
Togo,1933,0.04
Togo,1938,0.04
Togo,1950,0.07
Togo,1955,0.08
Togo,1960,0.09
Togo,1965,0.12
Togo,1970,0.14
Togo,1975,0.16
Togo,1980,0.20
Togo,1985,0.20
Togo,1990,0.21
Togo,1995,0.22
Togo,2000,0.23
Togo,2005,0.25
Togo,2007,0.25
Togo,2010,0.26
Togo,2015,0.27
Trinidad and Tobago,1950,0.31
Trinidad and Tobago,1955,0.34
Trinidad and Tobago,1960,0.38
Trinidad and Tobago,1965,0.41
Trinidad and Tobago,1970,0.42
Trinidad and Tobago,1975,0.43
Trinidad and Tobago,1980,0.46
Trinidad and Tobago,1985,0.45
Trinidad and Tobago,1990,0.47
Trinidad and Tobago,1995,0.48
Trinidad and Tobago,2000,0.49
Trinidad and Tobago,2005,0.51
Trinidad and Tobago,2007,0.51
Trinidad and Tobago,2010,0.53
Trinidad and Tobago,2015,0.54
Tunisia,1870,0.03
Tunisia,1880,0.03
Tunisia,1890,0.03
Tunisia,1900,0.04
Tunisia,1913,0.06
Tunisia,1925,0.07
Tunisia,1929,0.08
Tunisia,1933,0.08
Tunisia,1938,0.08
Tunisia,1950,0.12
Tunisia,1955,0.13
Tunisia,1960,0.16
Tunisia,1965,0.19
Tunisia,1970,0.21
Tunisia,1975,0.24
Tunisia,1980,0.27
Tunisia,1985,0.30
Tunisia,1990,0.33
Tunisia,1995,0.37
Tunisia,2000,0.40
Tunisia,2005,0.44
Tunisia,2007,0.45
Tunisia,2010,0.46
Tunisia,2015,0.48
Turkey,1870,0.04
Turkey,1880,0.04
Turkey,1890,0.05
Turkey,1900,0.05
Turkey,1913,0.06
Turkey,1925,0.07
Turkey,1929,0.09
Turkey,1933,0.10
Turkey,1938,0.12
Turkey,1950,0.16
Turkey,1955,0.18
Turkey,1960,0.20
Turkey,1965,0.23
Turkey,1970,0.26
Turkey,1975,0.29
Turkey,1980,0.30
Turkey,1985,0.33
Turkey,1990,0.36
Turkey,1995,0.38
Turkey,2000,0.41
Turkey,2005,0.46
Turkey,2007,0.48
Turkey,2010,0.50
Turkey,2015,0.55
Uganda,1870,0.02
Uganda,1880,0.02
Uganda,1890,0.02
Uganda,1900,0.03
Uganda,1913,0.03
Uganda,1925,0.06
Uganda,1929,0.07
Uganda,1933,0.07
Uganda,1938,0.08
Uganda,1950,0.11
Uganda,1955,0.12
Uganda,1960,0.13
Uganda,1965,0.14
Uganda,1970,0.15
Uganda,1975,0.16
Uganda,1980,0.16
Uganda,1985,0.17
Uganda,1990,0.17
Uganda,1995,0.17
Uganda,2000,0.22
Uganda,2005,0.25
Uganda,2007,0.25
Uganda,2010,0.27
Uganda,2015,0.28
Ukraine,1980,0.50
Ukraine,1985,0.52
Ukraine,1990,0.52
Ukraine,1995,0.47
Ukraine,2000,0.48
Ukraine,2005,0.52
Ukraine,2007,0.54
Ukraine,2010,0.54
Ukraine,2015,0.56
United Arab Emirates,1950,0.12
United Arab Emirates,1955,0.15
United Arab Emirates,1960,0.18
United Arab Emirates,1965,0.25
United Arab Emirates,1970,0.29
United Arab Emirates,1975,0.32
United Arab Emirates,1980,0.36
United Arab Emirates,1985,0.40
United Arab Emirates,1990,0.43
United Arab Emirates,1995,0.45
United Arab Emirates,2000,0.46
United Arab Emirates,2005,0.51
United Arab Emirates,2007,0.53
United Arab Emirates,2010,0.57
United Arab Emirates,2015,0.59
United Kingdom,1870,0.21
United Kingdom,1880,0.23
United Kingdom,1890,0.26
United Kingdom,1900,0.28
United Kingdom,1913,0.33
United Kingdom,1925,0.36
United Kingdom,1929,0.37
United Kingdom,1933,0.37
United Kingdom,1938,0.39
United Kingdom,1950,0.46
United Kingdom,1955,0.49
United Kingdom,1960,0.50
United Kingdom,1965,0.50
United Kingdom,1970,0.53
United Kingdom,1975,0.54
United Kingdom,1980,0.56
United Kingdom,1985,0.56
United Kingdom,1990,0.58
United Kingdom,1995,0.61
United Kingdom,2000,0.68
United Kingdom,2005,0.72
United Kingdom,2007,0.71
United Kingdom,2010,0.72
United Kingdom,2015,0.76
United States,1870,0.23
United States,1880,0.22
United States,1890,0.26
United States,1900,0.29
United States,1913,0.31
United States,1925,0.37
United States,1929,0.38
United States,1933,0.38
United States,1938,0.42
United States,1950,0.47
United States,1955,0.49
United States,1960,0.51
United States,1965,0.55
United States,1970,0.55
United States,1975,0.57
United States,1980,0.59
United States,1985,0.62
United States,1990,0.64
United States,1995,0.69
United States,2000,0.72
United States,2005,0.74
United States,2007,0.75
United States,2010,0.77
United States,2015,0.78
Uruguay,1880,0.14
Uruguay,1890,0.16
Uruguay,1900,0.18
Uruguay,1913,0.22
Uruguay,1925,0.24
Uruguay,1929,0.26
Uruguay,1933,0.26
Uruguay,1938,0.29
Uruguay,1950,0.35
Uruguay,1955,0.37
Uruguay,1960,0.39
Uruguay,1965,0.40
Uruguay,1970,0.44
Uruguay,1975,0.44
Uruguay,1980,0.46
Uruguay,1985,0.47
Uruguay,1990,0.50
Uruguay,1995,0.52
Uruguay,2000,0.55
Uruguay,2005,0.60
Uruguay,2007,0.62
Uruguay,2010,0.63
Uruguay,2015,0.66
Uzbekistan,1990,0.47
Uzbekistan,1995,0.45
Uzbekistan,2000,0.45
Uzbekistan,2005,0.47
Uzbekistan,2007,0.47
Uzbekistan,2010,0.48
Uzbekistan,2015,0.51
Venezuela,1870,0.04
Venezuela,1880,0.06
Venezuela,1890,0.07
Venezuela,1900,0.07
Venezuela,1913,0.08
Venezuela,1925,0.09
Venezuela,1929,0.10
Venezuela,1933,0.11
Venezuela,1938,0.13
Venezuela,1950,0.23
Venezuela,1955,0.25
Venezuela,1960,0.30
Venezuela,1965,0.33
Venezuela,1970,0.36
Venezuela,1975,0.38
Venezuela,1980,0.41
Venezuela,1985,0.43
Venezuela,1990,0.45
Venezuela,1995,0.47
Venezuela,2000,0.47
Venezuela,2005,0.50
Venezuela,2007,0.55
Venezuela,2010,0.56
Venezuela,2015,0.56
Vietnam,1870,0.02
Vietnam,1913,0.03
Vietnam,1950,0.09
Vietnam,1955,0.14
Vietnam,1960,0.15
Vietnam,1965,0.17
Vietnam,1970,0.23
Vietnam,1975,0.25
Vietnam,1980,0.27
Vietnam,1985,0.29
Vietnam,1990,0.31
Vietnam,1995,0.36
Vietnam,2000,0.39
Vietnam,2005,0.43
Vietnam,2007,0.43
Vietnam,2010,0.45
Vietnam,2015,0.48
Yemen,1990,0.21
Yemen,1995,0.24
Yemen,2000,0.26
Yemen,2005,0.28
Yemen,2007,0.30
Yemen,2010,0.32
Yemen,2015,0.30
Zambia,1870,0.02
Zambia,1880,0.02
Zambia,1890,0.02
Zambia,1900,0.02
Zambia,1913,0.03
Zambia,1925,0.05
Zambia,1929,0.07
Zambia,1933,0.09
Zambia,1938,0.10
Zambia,1950,0.11
Zambia,1955,0.13
Zambia,1960,0.15
Zambia,1965,0.17
Zambia,1970,0.19
Zambia,1975,0.20
Zambia,1980,0.21
Zambia,1985,0.21
Zambia,1990,0.22
Zambia,1995,0.20
Zambia,2000,0.18
Zambia,2005,0.22
Zambia,2007,0.21
Zambia,2010,0.24
Zambia,2015,0.31
Zimbabwe,1870,0.02
Zimbabwe,1880,0.02
Zimbabwe,1890,0.02
Zimbabwe,1900,0.02
Zimbabwe,1913,0.04
Zimbabwe,1925,0.07
Zimbabwe,1929,0.07
Zimbabwe,1933,0.07
Zimbabwe,1938,0.09
Zimbabwe,1950,0.13
Zimbabwe,1955,0.15
Zimbabwe,1960,0.17
Zimbabwe,1965,0.18
Zimbabwe,1970,0.20
Zimbabwe,1975,0.22
Zimbabwe,1980,0.24
Zimbabwe,1985,0.30
Zimbabwe,1990,0.31
Zimbabwe,1995,0.28
Zimbabwe,2000,0.24
Zimbabwe,2005,0.22
Zimbabwe,2007,0.23
Zimbabwe,2010,0.23
Zimbabwe,2015,0.29
